EnergyMeterWorkCenterKey,EnergyMeterPointKey,WorkCenterKey,AllocationRatio,EffectiveStartDate,EffectiveEndDate,SourceSystemKey,BatchId,LoadedAtUtc
314,466,5,315.000000,2020-11-10,2021-11-10,1,1,2026-08-24T00:00:00.000
315,398,397,316.000000,2020-11-11,2021-11-11,1,1,2026-08-24T00:00:00.000
316,284,23,317.000000,2020-11-12,2021-11-12,1,1,2026-08-24T00:00:00.000
317,207,470,318.000000,2020-11-13,2021-11-13,1,1,2026-08-24T00:00:00.000
318,66,391,319.000000,2020-11-14,2021-11-14,1,1,2026-08-24T00:00:00.000
319,85,315,320.000000,2020-11-15,2021-11-15,1,1,2026-08-24T00:00:00.000
320,324,364,321.000000,2020-11-16,2021-11-16,1,1,2026-08-24T00:00:00.000
321,131,153,322.000000,2020-11-17,2021-11-17,1,1,2026-08-24T00:00:00.000
322,301,354,323.000000,2020-11-18,2021-11-18,1,1,2026-08-24T00:00:00.000
323,291,400,324.000000,2020-11-19,2021-11-19,1,1,2026-08-24T00:00:00.000
324,448,10,325.000000,2020-11-20,2021-11-20,1,1,2026-08-24T00:00:00.000
325,173,462,326.000000,2020-11-21,2021-11-21,1,1,2026-08-24T00:00:00.000
326,24,455,327.000000,2020-11-22,2021-11-22,1,1,2026-08-24T00:00:00.000
327,344,26,328.000000,2020-11-23,2021-11-23,1,1,2026-08-24T00:00:00.000
328,292,235,329.000000,2020-11-24,2021-11-24,1,1,2026-08-24T00:00:00.000
329,198,299,330.000000,2020-11-25,2021-11-25,1,1,2026-08-24T00:00:00.000
330,253,144,331.000000,2020-11-26,2021-11-26,1,1,2026-08-24T00:00:00.000
331,471,500,332.000000,2020-11-27,2021-11-27,1,1,2026-08-24T00:00:00.000
332,98,287,333.000000,2020-11-28,2021-11-28,1,1,2026-08-24T00:00:00.000
333,339,81,334.000000,2020-11-29,2021-11-29,1,1,2026-08-24T00:00:00.000
334,288,442,335.000000,2020-11-30,2021-11-30,1,1,2026-08-24T00:00:00.000
335,72,325,336.000000,2020-12-01,2021-12-01,1,1,2026-08-24T00:00:00.000
336,33,416,337.000000,2020-12-02,2021-12-02,1,1,2026-08-24T00:00:00.000
337,396,172,338.000000,2020-12-03,2021-12-03,1,1,2026-08-24T00:00:00.000
338,389,241,339.000000,2020-12-04,2021-12-04,1,1,2026-08-24T00:00:00.000
339,467,461,340.000000,2020-12-05,2021-12-05,1,1,2026-08-24T00:00:00.000
340,285,283,341.000000,2020-12-06,2021-12-06,1,1,2026-08-24T00:00:00.000
341,404,295,342.000000,2020-12-07,2021-12-07,1,1,2026-08-24T00:00:00.000
342,323,232,343.000000,2020-12-08,2021-12-08,1,1,2026-08-24T00:00:00.000
343,336,289,344.000000,2020-12-09,2021-12-09,1,1,2026-08-24T00:00:00.000
344,398,487,345.000000,2020-12-10,2021-12-10,1,1,2026-08-24T00:00:00.000
345,108,102,346.000000,2020-12-11,2021-12-11,1,1,2026-08-24T00:00:00.000
346,384,189,347.000000,2020-12-12,2021-12-12,1,1,2026-08-24T00:00:00.000
347,467,252,348.000000,2020-12-13,2021-12-13,1,1,2026-08-24T00:00:00.000
348,2,386,349.000000,2020-12-14,2021-12-14,1,1,2026-08-24T00:00:00.000
349,328,200,350.000000,2020-12-15,2021-12-15,1,1,2026-08-24T00:00:00.000
350,448,383,351.000000,2020-12-16,2021-12-16,1,1,2026-08-24T00:00:00.000
351,124,470,352.000000,2020-12-17,2021-12-17,1,1,2026-08-24T00:00:00.000
352,467,493,353.000000,2020-12-18,2021-12-18,1,1,2026-08-24T00:00:00.000
353,76,116,354.000000,2020-12-19,2021-12-19,1,1,2026-08-24T00:00:00.000
354,483,71,355.000000,2020-12-20,2021-12-20,1,1,2026-08-24T00:00:00.000
355,451,72,356.000000,2020-12-21,2021-12-21,1,1,2026-08-24T00:00:00.000
356,254,61,357.000000,2020-12-22,2021-12-22,1,1,2026-08-24T00:00:00.000
357,338,369,358.000000,2020-12-23,2021-12-23,1,1,2026-08-24T00:00:00.000
358,68,301,359.000000,2020-12-24,2021-12-24,1,1,2026-08-24T00:00:00.000
359,314,279,360.000000,2020-12-25,2021-12-25,1,1,2026-08-24T00:00:00.000
360,31,413,361.000000,2020-12-26,2021-12-26,1,1,2026-08-24T00:00:00.000
361,250,194,362.000000,2020-12-27,2021-12-27,1,1,2026-08-24T00:00:00.000
362,447,143,363.000000,2020-12-28,2021-12-28,1,1,2026-08-24T00:00:00.000
363,80,416,364.000000,2020-12-29,2021-12-29,1,1,2026-08-24T00:00:00.000
364,45,372,365.000000,2020-12-30,2021-12-30,1,1,2026-08-24T00:00:00.000
365,143,195,366.000000,2020-12-31,2021-12-31,1,1,2026-08-24T00:00:00.000
366,313,97,367.000000,2021-01-01,2022-01-01,1,1,2026-08-24T00:00:00.000
367,217,104,368.000000,2021-01-02,2022-01-02,1,1,2026-08-24T00:00:00.000
368,419,209,369.000000,2021-01-03,2022-01-03,1,1,2026-08-24T00:00:00.000
369,325,10,370.000000,2021-01-04,2022-01-04,1,1,2026-08-24T00:00:00.000
370,354,500,371.000000,2021-01-05,2022-01-05,1,1,2026-08-24T00:00:00.000
371,384,25,372.000000,2021-01-06,2022-01-06,1,1,2026-08-24T00:00:00.000
372,113,464,373.000000,2021-01-07,2022-01-07,1,1,2026-08-24T00:00:00.000
373,285,437,374.000000,2021-01-08,2022-01-08,1,1,2026-08-24T00:00:00.000
374,13,203,375.000000,2021-01-09,2022-01-09,1,1,2026-08-24T00:00:00.000
375,221,493,376.000000,2021-01-10,2022-01-10,1,1,2026-08-24T00:00:00.000
376,481,54,377.000000,2021-01-11,2022-01-11,1,1,2026-08-24T00:00:00.000
377,18,239,378.000000,2021-01-12,2022-01-12,1,1,2026-08-24T00:00:00.000
378,358,55,379.000000,2021-01-13,2022-01-13,1,1,2026-08-24T00:00:00.000
379,217,319,380.000000,2021-01-14,2022-01-14,1,1,2026-08-24T00:00:00.000
380,442,115,381.000000,2021-01-15,2022-01-15,1,1,2026-08-24T00:00:00.000
381,107,27,382.000000,2021-01-16,2022-01-16,1,1,2026-08-24T00:00:00.000
382,316,156,383.000000,2021-01-17,2022-01-17,1,1,2026-08-24T00:00:00.000
383,9,482,384.000000,2021-01-18,2022-01-18,1,1,2026-08-24T00:00:00.000
384,148,183,385.000000,2021-01-19,2022-01-19,1,1,2026-08-24T00:00:00.000
385,469,126,386.000000,2021-01-20,2022-01-20,1,1,2026-08-24T00:00:00.000
386,88,445,387.000000,2021-01-21,2022-01-21,1,1,2026-08-24T00:00:00.000
387,193,412,388.000000,2021-01-22,2022-01-22,1,1,2026-08-24T00:00:00.000
388,132,475,389.000000,2021-01-23,2022-01-23,1,1,2026-08-24T00:00:00.000
389,494,89,390.000000,2021-01-24,2022-01-24,1,1,2026-08-24T00:00:00.000
390,354,286,391.000000,2021-01-25,2022-01-25,1,1,2026-08-24T00:00:00.000
391,177,315,392.000000,2021-01-26,2022-01-26,1,1,2026-08-24T00:00:00.000
392,119,111,393.000000,2021-01-27,2022-01-27,1,1,2026-08-24T00:00:00.000
393,318,363,394.000000,2021-01-28,2022-01-28,1,1,2026-08-24T00:00:00.000
394,179,318,395.000000,2021-01-29,2022-01-29,1,1,2026-08-24T00:00:00.000
395,59,141,396.000000,2021-01-30,2022-01-30,1,1,2026-08-24T00:00:00.000
396,22,125,397.000000,2021-01-31,2022-01-31,1,1,2026-08-24T00:00:00.000
397,461,476,398.000000,2021-02-01,2022-02-01,1,1,2026-08-24T00:00:00.000
398,348,147,399.000000,2021-02-02,2022-02-02,1,1,2026-08-24T00:00:00.000
399,160,220,400.000000,2021-02-03,2022-02-03,1,1,2026-08-24T00:00:00.000
400,82,60,401.000000,2021-02-04,2022-02-04,1,1,2026-08-24T00:00:00.000
401,107,436,402.000000,2021-02-05,2022-02-05,1,1,2026-08-24T00:00:00.000
402,302,163,403.000000,2021-02-06,2022-02-06,1,1,2026-08-24T00:00:00.000
403,327,468,404.000000,2021-02-07,2022-02-07,1,1,2026-08-24T00:00:00.000
404,375,157,405.000000,2021-02-08,2022-02-08,1,1,2026-08-24T00:00:00.000
405,258,439,406.000000,2021-02-09,2022-02-09,1,1,2026-08-24T00:00:00.000
406,57,76,407.000000,2021-02-10,2022-02-10,1,1,2026-08-24T00:00:00.000
407,141,265,408.000000,2021-02-11,2022-02-11,1,1,2026-08-24T00:00:00.000
408,392,206,409.000000,2021-02-12,2022-02-12,1,1,2026-08-24T00:00:00.000
409,405,101,410.000000,2021-02-13,2022-02-13,1,1,2026-08-24T00:00:00.000
410,361,441,411.000000,2021-02-14,2022-02-14,1,1,2026-08-24T00:00:00.000
411,439,265,412.000000,2021-02-15,2022-02-15,1,1,2026-08-24T00:00:00.000
412,441,176,413.000000,2021-02-16,2022-02-16,1,1,2026-08-24T00:00:00.000
413,239,145,414.000000,2021-02-17,2022-02-17,1,1,2026-08-24T00:00:00.000
414,106,41,415.000000,2021-02-18,2022-02-18,1,1,2026-08-24T00:00:00.000
415,229,498,416.000000,2021-02-19,2022-02-19,1,1,2026-08-24T00:00:00.000
416,442,67,417.000000,2021-02-20,2022-02-20,1,1,2026-08-24T00:00:00.000
417,213,215,418.000000,2021-02-21,2022-02-21,1,1,2026-08-24T00:00:00.000
418,351,277,419.000000,2021-02-22,2022-02-22,1,1,2026-08-24T00:00:00.000
419,348,256,420.000000,2021-02-23,2022-02-23,1,1,2026-08-24T00:00:00.000
420,74,83,421.000000,2021-02-24,2022-02-24,1,1,2026-08-24T00:00:00.000
421,258,155,422.000000,2021-02-25,2022-02-25,1,1,2026-08-24T00:00:00.000
422,31,199,423.000000,2021-02-26,2022-02-26,1,1,2026-08-24T00:00:00.000
423,162,353,424.000000,2021-02-27,2022-02-27,1,1,2026-08-24T00:00:00.000
424,124,260,425.000000,2021-02-28,2022-02-28,1,1,2026-08-24T00:00:00.000
425,307,128,426.000000,2021-03-01,2022-03-01,1,1,2026-08-24T00:00:00.000
426,333,339,427.000000,2021-03-02,2022-03-02,1,1,2026-08-24T00:00:00.000
427,105,372,428.000000,2021-03-03,2022-03-03,1,1,2026-08-24T00:00:00.000
428,361,33,429.000000,2021-03-04,2022-03-04,1,1,2026-08-24T00:00:00.000
429,206,222,430.000000,2021-03-05,2022-03-05,1,1,2026-08-24T00:00:00.000
430,369,66,431.000000,2021-03-06,2022-03-06,1,1,2026-08-24T00:00:00.000
431,302,371,432.000000,2021-03-07,2022-03-07,1,1,2026-08-24T00:00:00.000
432,360,239,433.000000,2021-03-08,2022-03-08,1,1,2026-08-24T00:00:00.000
433,137,47,434.000000,2021-03-09,2022-03-09,1,1,2026-08-24T00:00:00.000
434,152,429,435.000000,2021-03-10,2022-03-10,1,1,2026-08-24T00:00:00.000
435,492,112,436.000000,2021-03-11,2022-03-11,1,1,2026-08-24T00:00:00.000
436,363,468,437.000000,2021-03-12,2022-03-12,1,1,2026-08-24T00:00:00.000
437,231,285,438.000000,2021-03-13,2022-03-13,1,1,2026-08-24T00:00:00.000
438,4,185,439.000000,2021-03-14,2022-03-14,1,1,2026-08-24T00:00:00.000
439,169,224,440.000000,2021-03-15,2022-03-15,1,1,2026-08-24T00:00:00.000
440,356,222,441.000000,2021-03-16,2022-03-16,1,1,2026-08-24T00:00:00.000
441,302,236,442.000000,2021-03-17,2022-03-17,1,1,2026-08-24T00:00:00.000
442,405,322,443.000000,2021-03-18,2022-03-18,1,1,2026-08-24T00:00:00.000
443,428,199,444.000000,2021-03-19,2022-03-19,1,1,2026-08-24T00:00:00.000
444,354,449,445.000000,2021-03-20,2022-03-20,1,1,2026-08-24T00:00:00.000
445,309,122,446.000000,2021-03-21,2022-03-21,1,1,2026-08-24T00:00:00.000
446,10,31,447.000000,2021-03-22,2022-03-22,1,1,2026-08-24T00:00:00.000
447,92,37,448.000000,2021-03-23,2022-03-23,1,1,2026-08-24T00:00:00.000
448,321,349,449.000000,2021-03-24,2022-03-24,1,1,2026-08-24T00:00:00.000
449,303,427,450.000000,2021-03-25,2022-03-25,1,1,2026-08-24T00:00:00.000
450,23,499,451.000000,2021-03-26,2022-03-26,1,1,2026-08-24T00:00:00.000
451,412,463,452.000000,2021-03-27,2022-03-27,1,1,2026-08-24T00:00:00.000
452,496,217,453.000000,2021-03-28,2022-03-28,1,1,2026-08-24T00:00:00.000
453,12,265,454.000000,2021-03-29,2022-03-29,1,1,2026-08-24T00:00:00.000
454,33,121,455.000000,2021-03-30,2022-03-30,1,1,2026-08-24T00:00:00.000
455,262,264,456.000000,2021-03-31,2022-03-31,1,1,2026-08-24T00:00:00.000
456,298,492,457.000000,2021-04-01,2022-04-01,1,1,2026-08-24T00:00:00.000
457,115,429,458.000000,2021-04-02,2022-04-02,1,1,2026-08-24T00:00:00.000
458,254,193,459.000000,2021-04-03,2022-04-03,1,1,2026-08-24T00:00:00.000
459,61,174,460.000000,2021-04-04,2022-04-04,1,1,2026-08-24T00:00:00.000
460,153,413,461.000000,2021-04-05,2022-04-05,1,1,2026-08-24T00:00:00.000
461,214,226,462.000000,2021-04-06,2022-04-06,1,1,2026-08-24T00:00:00.000
462,396,467,463.000000,2021-04-07,2022-04-07,1,1,2026-08-24T00:00:00.000
463,93,192,464.000000,2021-04-08,2022-04-08,1,1,2026-08-24T00:00:00.000
464,129,407,465.000000,2021-04-09,2022-04-09,1,1,2026-08-24T00:00:00.000
465,322,391,466.000000,2021-04-10,2022-04-10,1,1,2026-08-24T00:00:00.000
466,56,316,467.000000,2021-04-11,2022-04-11,1,1,2026-08-24T00:00:00.000
467,399,258,468.000000,2021-04-12,2022-04-12,1,1,2026-08-24T00:00:00.000
468,16,249,469.000000,2021-04-13,2022-04-13,1,1,2026-08-24T00:00:00.000
469,185,29,470.000000,2021-04-14,2022-04-14,1,1,2026-08-24T00:00:00.000
470,474,410,471.000000,2021-04-15,2022-04-15,1,1,2026-08-24T00:00:00.000
471,142,240,472.000000,2021-04-16,2022-04-16,1,1,2026-08-24T00:00:00.000
472,138,402,473.000000,2021-04-17,2022-04-17,1,1,2026-08-24T00:00:00.000
473,192,467,474.000000,2021-04-18,2022-04-18,1,1,2026-08-24T00:00:00.000
474,357,145,475.000000,2021-04-19,2022-04-19,1,1,2026-08-24T00:00:00.000
475,288,427,476.000000,2021-04-20,2022-04-20,1,1,2026-08-24T00:00:00.000
476,103,296,477.000000,2021-04-21,2022-04-21,1,1,2026-08-24T00:00:00.000
477,16,308,478.000000,2021-04-22,2022-04-22,1,1,2026-08-24T00:00:00.000
478,223,5,479.000000,2021-04-23,2022-04-23,1,1,2026-08-24T00:00:00.000
479,89,485,480.000000,2021-04-24,2022-04-24,1,1,2026-08-24T00:00:00.000
480,374,62,481.000000,2021-04-25,2022-04-25,1,1,2026-08-24T00:00:00.000
481,102,174,482.000000,2021-04-26,2022-04-26,1,1,2026-08-24T00:00:00.000
482,141,375,483.000000,2021-04-27,2022-04-27,1,1,2026-08-24T00:00:00.000
483,346,80,484.000000,2021-04-28,2022-04-28,1,1,2026-08-24T00:00:00.000
484,475,244,485.000000,2021-04-29,2022-04-29,1,1,2026-08-24T00:00:00.000
485,476,148,486.000000,2021-04-30,2022-04-30,1,1,2026-08-24T00:00:00.000
486,289,170,487.000000,2021-05-01,2022-05-01,1,1,2026-08-24T00:00:00.000
487,288,136,488.000000,2021-05-02,2022-05-02,1,1,2026-08-24T00:00:00.000
488,162,230,489.000000,2021-05-03,2022-05-03,1,1,2026-08-24T00:00:00.000
489,276,198,490.000000,2021-05-04,2022-05-04,1,1,2026-08-24T00:00:00.000
490,448,446,491.000000,2021-05-05,2022-05-05,1,1,2026-08-24T00:00:00.000
491,328,206,492.000000,2021-05-06,2022-05-06,1,1,2026-08-24T00:00:00.000
492,400,257,493.000000,2021-05-07,2022-05-07,1,1,2026-08-24T00:00:00.000
493,330,96,494.000000,2021-05-08,2022-05-08,1,1,2026-08-24T00:00:00.000
494,154,219,495.000000,2021-05-09,2022-05-09,1,1,2026-08-24T00:00:00.000
495,26,388,496.000000,2021-05-10,2022-05-10,1,1,2026-08-24T00:00:00.000
496,60,255,497.000000,2021-05-11,2022-05-11,1,1,2026-08-24T00:00:00.000
497,58,271,498.000000,2021-05-12,2022-05-12,1,1,2026-08-24T00:00:00.000
498,474,395,499.000000,2021-05-13,2022-05-13,1,1,2026-08-24T00:00:00.000
499,36,304,500.000000,2021-05-14,2022-05-14,1,1,2026-08-24T00:00:00.000
500,129,196,501.000000,2021-05-15,2022-05-15,1,1,2026-08-24T00:00:00.000
