SalesOrderToShipmentRequestKey,SalesOrderLineKey,ProductKey,CustomerKey,RequestedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
432,225,369,165,302.5000,1,1,2026-08-24T00:00:00.000
433,2,4,116,303.2000,1,1,2026-08-24T00:00:00.000
434,9,65,68,303.9000,1,1,2026-08-24T00:00:00.000
435,396,376,86,304.6000,1,1,2026-08-24T00:00:00.000
436,193,241,27,305.3000,1,1,2026-08-24T00:00:00.000
437,241,290,376,306.0000,1,1,2026-08-24T00:00:00.000
438,462,157,382,306.7000,1,1,2026-08-24T00:00:00.000
439,164,342,400,307.4000,1,1,2026-08-24T00:00:00.000
440,39,239,167,308.1000,1,1,2026-08-24T00:00:00.000
441,184,290,429,308.8000,1,1,2026-08-24T00:00:00.000
442,496,293,237,309.5000,1,1,2026-08-24T00:00:00.000
443,62,86,402,310.2000,1,1,2026-08-24T00:00:00.000
444,363,71,308,310.9000,1,1,2026-08-24T00:00:00.000
445,454,335,365,311.6000,1,1,2026-08-24T00:00:00.000
446,458,168,106,312.3000,1,1,2026-08-24T00:00:00.000
447,126,134,183,313.0000,1,1,2026-08-24T00:00:00.000
448,295,22,218,313.7000,1,1,2026-08-24T00:00:00.000
449,288,403,352,314.4000,1,1,2026-08-24T00:00:00.000
450,472,293,331,315.1000,1,1,2026-08-24T00:00:00.000
451,495,341,262,315.8000,1,1,2026-08-24T00:00:00.000
452,24,384,74,316.5000,1,1,2026-08-24T00:00:00.000
453,126,317,38,317.2000,1,1,2026-08-24T00:00:00.000
454,372,467,153,317.9000,1,1,2026-08-24T00:00:00.000
455,211,74,166,318.6000,1,1,2026-08-24T00:00:00.000
456,187,458,226,319.3000,1,1,2026-08-24T00:00:00.000
457,303,193,187,320.0000,1,1,2026-08-24T00:00:00.000
458,252,90,222,320.7000,1,1,2026-08-24T00:00:00.000
459,147,65,472,321.4000,1,1,2026-08-24T00:00:00.000
460,198,406,32,322.1000,1,1,2026-08-24T00:00:00.000
461,96,324,75,322.8000,1,1,2026-08-24T00:00:00.000
462,13,307,290,323.5000,1,1,2026-08-24T00:00:00.000
463,481,321,331,324.2000,1,1,2026-08-24T00:00:00.000
464,288,149,88,324.9000,1,1,2026-08-24T00:00:00.000
465,311,296,275,325.6000,1,1,2026-08-24T00:00:00.000
466,344,254,201,326.3000,1,1,2026-08-24T00:00:00.000
467,427,95,169,327.0000,1,1,2026-08-24T00:00:00.000
468,97,139,238,327.7000,1,1,2026-08-24T00:00:00.000
469,58,413,226,328.4000,1,1,2026-08-24T00:00:00.000
470,210,152,222,329.1000,1,1,2026-08-24T00:00:00.000
471,411,29,4,329.8000,1,1,2026-08-24T00:00:00.000
472,316,319,147,330.5000,1,1,2026-08-24T00:00:00.000
473,304,417,63,331.2000,1,1,2026-08-24T00:00:00.000
474,92,23,437,331.9000,1,1,2026-08-24T00:00:00.000
475,126,398,315,332.6000,1,1,2026-08-24T00:00:00.000
476,177,447,304,333.3000,1,1,2026-08-24T00:00:00.000
477,309,241,445,334.0000,1,1,2026-08-24T00:00:00.000
478,41,362,366,334.7000,1,1,2026-08-24T00:00:00.000
479,303,43,471,335.4000,1,1,2026-08-24T00:00:00.000
480,68,500,218,336.1000,1,1,2026-08-24T00:00:00.000
481,385,266,31,336.8000,1,1,2026-08-24T00:00:00.000
482,493,383,348,337.5000,1,1,2026-08-24T00:00:00.000
483,195,355,395,338.2000,1,1,2026-08-24T00:00:00.000
484,50,428,217,338.9000,1,1,2026-08-24T00:00:00.000
485,54,110,231,339.6000,1,1,2026-08-24T00:00:00.000
486,96,301,34,340.3000,1,1,2026-08-24T00:00:00.000
487,299,401,475,341.0000,1,1,2026-08-24T00:00:00.000
488,294,109,27,341.7000,1,1,2026-08-24T00:00:00.000
489,117,291,380,342.4000,1,1,2026-08-24T00:00:00.000
490,288,225,219,343.1000,1,1,2026-08-24T00:00:00.000
491,345,496,41,343.8000,1,1,2026-08-24T00:00:00.000
492,49,275,165,344.5000,1,1,2026-08-24T00:00:00.000
493,477,235,413,345.2000,1,1,2026-08-24T00:00:00.000
494,221,203,65,345.9000,1,1,2026-08-24T00:00:00.000
495,124,399,157,346.6000,1,1,2026-08-24T00:00:00.000
496,55,169,83,347.3000,1,1,2026-08-24T00:00:00.000
497,63,71,163,348.0000,1,1,2026-08-24T00:00:00.000
498,320,56,302,348.7000,1,1,2026-08-24T00:00:00.000
499,390,147,227,349.4000,1,1,2026-08-24T00:00:00.000
500,79,288,240,350.1000,1,1,2026-08-24T00:00:00.000
