InventoryPolicyProductAssignmentKey,InventorySafetyStockPolicyKey,ProductKey,PlantKey,InventoryAbcClassKey,TargetServiceRatio,SourceSystemKey,BatchId,LoadedAtUtc
406,277,321,191,2,407.000000,1,1,2026-08-24T00:00:00.000
407,55,125,6,1,408.000000,1,1,2026-08-24T00:00:00.000
408,493,403,290,4,409.000000,1,1,2026-08-24T00:00:00.000
409,234,463,153,1,410.000000,1,1,2026-08-24T00:00:00.000
410,323,38,244,3,411.000000,1,1,2026-08-24T00:00:00.000
411,92,305,311,3,412.000000,1,1,2026-08-24T00:00:00.000
412,122,346,93,3,413.000000,1,1,2026-08-24T00:00:00.000
413,266,339,296,4,414.000000,1,1,2026-08-24T00:00:00.000
414,198,4,260,5,415.000000,1,1,2026-08-24T00:00:00.000
415,209,61,184,5,416.000000,1,1,2026-08-24T00:00:00.000
416,378,58,11,5,417.000000,1,1,2026-08-24T00:00:00.000
417,427,460,204,1,418.000000,1,1,2026-08-24T00:00:00.000
418,306,34,347,3,419.000000,1,1,2026-08-24T00:00:00.000
419,89,245,11,1,420.000000,1,1,2026-08-24T00:00:00.000
420,229,394,132,2,421.000000,1,1,2026-08-24T00:00:00.000
421,335,2,310,2,422.000000,1,1,2026-08-24T00:00:00.000
422,307,11,276,5,423.000000,1,1,2026-08-24T00:00:00.000
423,296,269,155,1,424.000000,1,1,2026-08-24T00:00:00.000
424,69,423,78,3,425.000000,1,1,2026-08-24T00:00:00.000
425,460,9,61,4,426.000000,1,1,2026-08-24T00:00:00.000
426,443,373,334,4,427.000000,1,1,2026-08-24T00:00:00.000
427,362,63,278,3,428.000000,1,1,2026-08-24T00:00:00.000
428,189,35,86,3,429.000000,1,1,2026-08-24T00:00:00.000
429,302,408,241,5,430.000000,1,1,2026-08-24T00:00:00.000
430,47,418,190,2,431.000000,1,1,2026-08-24T00:00:00.000
431,453,278,99,2,432.000000,1,1,2026-08-24T00:00:00.000
432,32,42,157,4,433.000000,1,1,2026-08-24T00:00:00.000
433,451,310,233,3,434.000000,1,1,2026-08-24T00:00:00.000
434,200,88,55,4,435.000000,1,1,2026-08-24T00:00:00.000
435,25,212,146,2,436.000000,1,1,2026-08-24T00:00:00.000
436,498,233,6,5,437.000000,1,1,2026-08-24T00:00:00.000
437,80,315,101,2,438.000000,1,1,2026-08-24T00:00:00.000
438,280,223,247,2,439.000000,1,1,2026-08-24T00:00:00.000
439,85,282,49,3,440.000000,1,1,2026-08-24T00:00:00.000
440,147,352,268,3,441.000000,1,1,2026-08-24T00:00:00.000
441,351,193,76,4,442.000000,1,1,2026-08-24T00:00:00.000
442,209,238,254,5,443.000000,1,1,2026-08-24T00:00:00.000
443,365,461,126,4,444.000000,1,1,2026-08-24T00:00:00.000
444,300,243,1,3,445.000000,1,1,2026-08-24T00:00:00.000
445,5,249,63,5,446.000000,1,1,2026-08-24T00:00:00.000
446,372,495,184,4,447.000000,1,1,2026-08-24T00:00:00.000
447,123,138,243,3,448.000000,1,1,2026-08-24T00:00:00.000
448,471,109,11,4,449.000000,1,1,2026-08-24T00:00:00.000
449,142,67,44,2,450.000000,1,1,2026-08-24T00:00:00.000
450,356,221,202,3,451.000000,1,1,2026-08-24T00:00:00.000
451,129,372,149,2,452.000000,1,1,2026-08-24T00:00:00.000
452,277,155,309,2,453.000000,1,1,2026-08-24T00:00:00.000
453,459,243,55,4,454.000000,1,1,2026-08-24T00:00:00.000
454,8,408,80,2,455.000000,1,1,2026-08-24T00:00:00.000
455,342,275,257,5,456.000000,1,1,2026-08-24T00:00:00.000
456,345,189,236,2,457.000000,1,1,2026-08-24T00:00:00.000
457,213,145,241,4,458.000000,1,1,2026-08-24T00:00:00.000
458,352,139,290,1,459.000000,1,1,2026-08-24T00:00:00.000
459,96,360,215,4,460.000000,1,1,2026-08-24T00:00:00.000
460,472,376,53,4,461.000000,1,1,2026-08-24T00:00:00.000
461,462,242,98,1,462.000000,1,1,2026-08-24T00:00:00.000
462,24,178,172,4,463.000000,1,1,2026-08-24T00:00:00.000
463,474,438,247,4,464.000000,1,1,2026-08-24T00:00:00.000
464,330,283,286,1,465.000000,1,1,2026-08-24T00:00:00.000
465,457,196,266,1,466.000000,1,1,2026-08-24T00:00:00.000
466,42,58,39,4,467.000000,1,1,2026-08-24T00:00:00.000
467,222,27,281,2,468.000000,1,1,2026-08-24T00:00:00.000
468,106,80,32,2,469.000000,1,1,2026-08-24T00:00:00.000
469,72,123,242,2,470.000000,1,1,2026-08-24T00:00:00.000
470,339,219,147,5,471.000000,1,1,2026-08-24T00:00:00.000
471,253,86,294,5,472.000000,1,1,2026-08-24T00:00:00.000
472,203,454,39,4,473.000000,1,1,2026-08-24T00:00:00.000
473,333,112,66,2,474.000000,1,1,2026-08-24T00:00:00.000
474,484,110,238,3,475.000000,1,1,2026-08-24T00:00:00.000
475,27,495,158,5,476.000000,1,1,2026-08-24T00:00:00.000
476,264,437,329,4,477.000000,1,1,2026-08-24T00:00:00.000
477,159,11,13,4,478.000000,1,1,2026-08-24T00:00:00.000
478,354,108,325,3,479.000000,1,1,2026-08-24T00:00:00.000
479,285,49,9,1,480.000000,1,1,2026-08-24T00:00:00.000
480,400,362,271,2,481.000000,1,1,2026-08-24T00:00:00.000
481,259,78,167,1,482.000000,1,1,2026-08-24T00:00:00.000
482,360,346,277,3,483.000000,1,1,2026-08-24T00:00:00.000
483,431,115,107,1,484.000000,1,1,2026-08-24T00:00:00.000
484,106,207,74,5,485.000000,1,1,2026-08-24T00:00:00.000
485,382,393,291,2,486.000000,1,1,2026-08-24T00:00:00.000
486,182,316,268,3,487.000000,1,1,2026-08-24T00:00:00.000
487,296,39,129,2,488.000000,1,1,2026-08-24T00:00:00.000
488,284,30,114,2,489.000000,1,1,2026-08-24T00:00:00.000
489,438,147,306,5,490.000000,1,1,2026-08-24T00:00:00.000
490,448,287,135,4,491.000000,1,1,2026-08-24T00:00:00.000
491,292,96,4,3,492.000000,1,1,2026-08-24T00:00:00.000
492,375,297,181,5,493.000000,1,1,2026-08-24T00:00:00.000
493,223,125,148,3,494.000000,1,1,2026-08-24T00:00:00.000
494,438,188,243,2,495.000000,1,1,2026-08-24T00:00:00.000
495,247,137,206,5,496.000000,1,1,2026-08-24T00:00:00.000
496,98,101,223,4,497.000000,1,1,2026-08-24T00:00:00.000
497,168,151,100,2,498.000000,1,1,2026-08-24T00:00:00.000
498,344,4,142,1,499.000000,1,1,2026-08-24T00:00:00.000
499,177,457,29,3,500.000000,1,1,2026-08-24T00:00:00.000
500,292,409,168,5,501.000000,1,1,2026-08-24T00:00:00.000
