ProductionRunCrewAssignmentKey,ProductionRunKey,ProductionCrewKey,ProductionShiftKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
354,139,95,432,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,268,448,1,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,351,62,339,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,429,450,326,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,399,127,227,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,440,287,163,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,87,235,9,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,12,477,438,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,366,124,61,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,253,211,404,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,152,318,88,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,161,387,256,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,236,164,34,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,77,296,313,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,383,73,459,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,283,251,445,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,370,294,450,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,28,65,402,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,231,50,456,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,485,370,275,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,214,435,432,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,120,295,488,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,314,467,375,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,156,133,292,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,8,311,362,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,252,55,318,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,190,277,124,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,279,268,280,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,392,47,141,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,168,311,252,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,441,423,35,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,178,414,313,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,317,140,475,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,471,292,255,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,78,258,357,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,296,373,47,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,134,128,61,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,309,358,20,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,126,225,185,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,21,347,228,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,16,29,379,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,392,428,39,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,371,148,4,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,38,121,33,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,426,224,225,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,266,77,433,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,413,407,9,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,35,408,40,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,64,364,238,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,112,314,456,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,351,315,208,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,95,14,499,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,95,336,177,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,375,59,92,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,35,216,268,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,55,359,355,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,333,449,373,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,497,291,80,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,333,250,478,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,208,46,55,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,329,468,389,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,312,228,199,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,76,199,127,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,99,341,331,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,344,231,191,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,445,374,103,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,314,239,50,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,430,65,443,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,431,304,451,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,212,334,263,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,261,41,301,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,298,27,144,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,479,450,337,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,348,431,343,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,426,469,367,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,80,435,342,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,190,486,80,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,44,372,29,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,443,498,176,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,217,18,378,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,314,482,352,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,177,80,458,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,191,315,313,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,345,55,370,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,367,326,72,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,454,20,259,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,69,253,81,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,450,254,95,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,34,45,398,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,483,190,270,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,78,265,440,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,278,173,440,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,257,284,99,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,406,127,8,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,256,268,176,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,275,102,229,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,103,233,285,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,371,116,152,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,80,116,445,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,360,350,171,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,281,224,480,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,375,320,236,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,169,181,114,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,342,85,276,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,210,443,429,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,92,290,435,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,382,492,196,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,89,449,139,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,486,377,20,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,233,66,227,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,190,1,82,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,396,105,251,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,265,175,428,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,381,152,328,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,138,299,155,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,207,93,134,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,278,157,342,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,80,368,148,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,86,386,144,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,281,393,249,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,238,257,414,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,140,281,11,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,104,125,222,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,149,112,472,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,401,182,435,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,39,372,111,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,336,325,255,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,60,18,194,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,446,321,361,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,94,5,48,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,141,189,127,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,66,413,227,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,84,161,262,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,339,197,241,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,79,487,185,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,87,389,239,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,183,81,359,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,68,182,67,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,203,348,2,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,414,308,212,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,60,323,4,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,44,361,399,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,48,61,475,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,225,210,111,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,13,67,6,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,25,218,367,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,414,344,371,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
