MaintenanceOrderSparePartKey,MaintenanceWorkOrderKey,MaintenanceSparePartKey,UnitOfMeasureKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
353,384,497,3,353,493.610000,0.0353,1,1,2026-08-24T00:00:00.000
354,416,176,7,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,4,145,3,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,197,495,2,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,471,145,4,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,54,123,3,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,167,45,7,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,226,488,4,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,296,484,2,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,120,42,2,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,304,98,7,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,39,458,3,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,129,150,7,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,250,342,4,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,17,135,6,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,354,403,3,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,437,487,4,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,292,108,1,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,283,400,7,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,293,372,5,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,435,312,4,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,336,444,2,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,214,279,6,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,161,267,2,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,112,257,7,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,494,404,5,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,133,171,7,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,69,301,6,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,123,296,4,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,88,337,3,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,74,452,6,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,191,43,7,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,208,223,2,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,156,299,4,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,406,101,3,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,339,481,2,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,123,112,7,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,214,249,3,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,432,179,2,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,290,282,5,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,57,74,1,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,154,407,5,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,494,346,7,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,179,260,2,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,371,87,7,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,198,434,5,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,206,332,6,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,478,128,7,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,75,308,2,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,115,7,1,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,308,128,7,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,180,246,3,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,169,26,7,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,444,287,7,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,146,338,1,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,263,428,6,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,321,303,2,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,240,402,5,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,112,294,4,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,41,264,1,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,299,130,7,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,236,87,1,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,41,79,2,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,77,63,5,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,473,98,5,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,25,384,1,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,492,247,3,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,147,69,7,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,186,354,2,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,458,34,6,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,252,146,3,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,69,99,6,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,63,321,3,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,109,472,2,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,403,236,1,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,212,471,7,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,217,416,1,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,182,131,2,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,267,111,5,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,466,73,7,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,77,260,4,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,294,118,3,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,424,245,7,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,114,475,6,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,450,216,4,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,379,381,2,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,58,149,7,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,282,259,3,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,175,197,6,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,364,248,2,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,449,394,3,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,182,104,6,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,57,4,2,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,307,58,4,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,472,477,4,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,70,345,1,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,329,368,1,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,110,31,6,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,489,193,4,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,249,491,6,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,60,411,6,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,477,169,6,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,155,163,6,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,484,432,7,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,301,302,6,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,407,48,6,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,10,351,4,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,99,12,6,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,132,115,7,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,129,96,4,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,344,464,3,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,285,26,7,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,39,459,2,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,378,128,7,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,228,39,5,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,94,175,2,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,258,398,1,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,241,183,7,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,407,1,6,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,37,228,7,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,41,363,6,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,370,70,4,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,12,264,1,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,160,289,1,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,432,15,3,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,180,6,2,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,44,120,1,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,290,479,3,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,379,434,2,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,119,124,2,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,289,429,3,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,394,316,6,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,40,338,1,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,228,46,7,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,146,250,6,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,244,105,3,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,277,208,4,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,471,233,6,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,137,205,2,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,348,455,7,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,70,326,6,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,432,261,5,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,265,28,3,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,322,77,7,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,381,453,2,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,335,311,5,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,371,387,4,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,174,204,5,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
