FinanceJournalProfitabilityAssignmentKey,FinanceJournalLineKey,FinanceProfitObjectKey,BusinessUnitKey,AllocationRatio,AllocatedAmount,SourceSystemKey,BatchId,LoadedAtUtc
373,4,115,445,374.000000,521.0100,1,1,2026-08-24T00:00:00.000
374,273,413,257,375.000000,522.3800,1,1,2026-08-24T00:00:00.000
375,275,365,372,376.000000,523.7500,1,1,2026-08-24T00:00:00.000
376,23,237,428,377.000000,525.1200,1,1,2026-08-24T00:00:00.000
377,392,65,99,378.000000,526.4900,1,1,2026-08-24T00:00:00.000
378,111,298,163,379.000000,527.8600,1,1,2026-08-24T00:00:00.000
379,176,470,475,380.000000,529.2300,1,1,2026-08-24T00:00:00.000
380,283,404,496,381.000000,530.6000,1,1,2026-08-24T00:00:00.000
381,302,367,157,382.000000,531.9700,1,1,2026-08-24T00:00:00.000
382,46,269,10,383.000000,533.3400,1,1,2026-08-24T00:00:00.000
383,481,103,164,384.000000,534.7100,1,1,2026-08-24T00:00:00.000
384,157,139,47,385.000000,536.0800,1,1,2026-08-24T00:00:00.000
385,350,245,458,386.000000,537.4500,1,1,2026-08-24T00:00:00.000
386,272,364,261,387.000000,538.8200,1,1,2026-08-24T00:00:00.000
387,452,416,144,388.000000,540.1900,1,1,2026-08-24T00:00:00.000
388,316,132,143,389.000000,541.5600,1,1,2026-08-24T00:00:00.000
389,18,195,92,390.000000,542.9300,1,1,2026-08-24T00:00:00.000
390,50,466,187,391.000000,544.3000,1,1,2026-08-24T00:00:00.000
391,286,290,234,392.000000,545.6700,1,1,2026-08-24T00:00:00.000
392,473,3,189,393.000000,547.0400,1,1,2026-08-24T00:00:00.000
393,411,206,291,394.000000,548.4100,1,1,2026-08-24T00:00:00.000
394,197,163,472,395.000000,549.7800,1,1,2026-08-24T00:00:00.000
395,319,121,97,396.000000,551.1500,1,1,2026-08-24T00:00:00.000
396,356,56,292,397.000000,552.5200,1,1,2026-08-24T00:00:00.000
397,391,165,282,398.000000,553.8900,1,1,2026-08-24T00:00:00.000
398,99,251,226,399.000000,555.2600,1,1,2026-08-24T00:00:00.000
399,332,255,492,400.000000,556.6300,1,1,2026-08-24T00:00:00.000
400,158,197,169,401.000000,558.0000,1,1,2026-08-24T00:00:00.000
401,497,415,455,402.000000,559.3700,1,1,2026-08-24T00:00:00.000
402,195,69,221,403.000000,560.7400,1,1,2026-08-24T00:00:00.000
403,317,59,438,404.000000,562.1100,1,1,2026-08-24T00:00:00.000
404,35,343,146,405.000000,563.4800,1,1,2026-08-24T00:00:00.000
405,41,51,3,406.000000,564.8500,1,1,2026-08-24T00:00:00.000
406,325,238,498,407.000000,566.2200,1,1,2026-08-24T00:00:00.000
407,35,347,27,408.000000,567.5900,1,1,2026-08-24T00:00:00.000
408,128,290,353,409.000000,568.9600,1,1,2026-08-24T00:00:00.000
409,122,160,206,410.000000,570.3300,1,1,2026-08-24T00:00:00.000
410,69,494,399,411.000000,571.7000,1,1,2026-08-24T00:00:00.000
411,6,190,390,412.000000,573.0700,1,1,2026-08-24T00:00:00.000
412,129,81,269,413.000000,574.4400,1,1,2026-08-24T00:00:00.000
413,257,187,383,414.000000,575.8100,1,1,2026-08-24T00:00:00.000
414,415,407,341,415.000000,577.1800,1,1,2026-08-24T00:00:00.000
415,341,334,428,416.000000,578.5500,1,1,2026-08-24T00:00:00.000
416,208,187,446,417.000000,579.9200,1,1,2026-08-24T00:00:00.000
417,182,396,269,418.000000,581.2900,1,1,2026-08-24T00:00:00.000
418,81,150,243,419.000000,582.6600,1,1,2026-08-24T00:00:00.000
419,336,212,478,420.000000,584.0300,1,1,2026-08-24T00:00:00.000
420,356,482,286,421.000000,585.4000,1,1,2026-08-24T00:00:00.000
421,238,200,119,422.000000,586.7700,1,1,2026-08-24T00:00:00.000
422,268,495,395,423.000000,588.1400,1,1,2026-08-24T00:00:00.000
423,130,164,459,424.000000,589.5100,1,1,2026-08-24T00:00:00.000
424,272,95,368,425.000000,590.8800,1,1,2026-08-24T00:00:00.000
425,225,118,104,426.000000,592.2500,1,1,2026-08-24T00:00:00.000
426,204,162,402,427.000000,593.6200,1,1,2026-08-24T00:00:00.000
427,161,310,230,428.000000,594.9900,1,1,2026-08-24T00:00:00.000
428,119,65,431,429.000000,596.3600,1,1,2026-08-24T00:00:00.000
429,311,429,139,430.000000,597.7300,1,1,2026-08-24T00:00:00.000
430,396,432,216,431.000000,599.1000,1,1,2026-08-24T00:00:00.000
431,221,408,120,432.000000,600.4700,1,1,2026-08-24T00:00:00.000
432,255,86,489,433.000000,601.8400,1,1,2026-08-24T00:00:00.000
433,208,147,123,434.000000,603.2100,1,1,2026-08-24T00:00:00.000
434,207,315,52,435.000000,604.5800,1,1,2026-08-24T00:00:00.000
435,442,80,351,436.000000,605.9500,1,1,2026-08-24T00:00:00.000
436,222,222,126,437.000000,607.3200,1,1,2026-08-24T00:00:00.000
437,119,314,245,438.000000,608.6900,1,1,2026-08-24T00:00:00.000
438,34,115,205,439.000000,610.0600,1,1,2026-08-24T00:00:00.000
439,130,136,356,440.000000,611.4300,1,1,2026-08-24T00:00:00.000
440,231,185,332,441.000000,612.8000,1,1,2026-08-24T00:00:00.000
441,397,467,427,442.000000,614.1700,1,1,2026-08-24T00:00:00.000
442,417,332,415,443.000000,615.5400,1,1,2026-08-24T00:00:00.000
443,300,255,476,444.000000,616.9100,1,1,2026-08-24T00:00:00.000
444,450,32,269,445.000000,618.2800,1,1,2026-08-24T00:00:00.000
445,7,55,272,446.000000,619.6500,1,1,2026-08-24T00:00:00.000
446,263,148,73,447.000000,621.0200,1,1,2026-08-24T00:00:00.000
447,365,63,332,448.000000,622.3900,1,1,2026-08-24T00:00:00.000
448,92,212,447,449.000000,623.7600,1,1,2026-08-24T00:00:00.000
449,492,500,449,450.000000,625.1300,1,1,2026-08-24T00:00:00.000
450,404,207,445,451.000000,626.5000,1,1,2026-08-24T00:00:00.000
451,363,371,337,452.000000,627.8700,1,1,2026-08-24T00:00:00.000
452,357,425,44,453.000000,629.2400,1,1,2026-08-24T00:00:00.000
453,251,378,51,454.000000,630.6100,1,1,2026-08-24T00:00:00.000
454,175,89,101,455.000000,631.9800,1,1,2026-08-24T00:00:00.000
455,298,89,269,456.000000,633.3500,1,1,2026-08-24T00:00:00.000
456,67,424,235,457.000000,634.7200,1,1,2026-08-24T00:00:00.000
457,287,333,2,458.000000,636.0900,1,1,2026-08-24T00:00:00.000
458,463,414,69,459.000000,637.4600,1,1,2026-08-24T00:00:00.000
459,229,439,129,460.000000,638.8300,1,1,2026-08-24T00:00:00.000
460,378,496,245,461.000000,640.2000,1,1,2026-08-24T00:00:00.000
461,221,370,476,462.000000,641.5700,1,1,2026-08-24T00:00:00.000
462,313,409,364,463.000000,642.9400,1,1,2026-08-24T00:00:00.000
463,91,29,154,464.000000,644.3100,1,1,2026-08-24T00:00:00.000
464,190,357,84,465.000000,645.6800,1,1,2026-08-24T00:00:00.000
465,140,68,122,466.000000,647.0500,1,1,2026-08-24T00:00:00.000
466,378,367,4,467.000000,648.4200,1,1,2026-08-24T00:00:00.000
467,412,195,336,468.000000,649.7900,1,1,2026-08-24T00:00:00.000
468,451,71,431,469.000000,651.1600,1,1,2026-08-24T00:00:00.000
469,391,46,382,470.000000,652.5300,1,1,2026-08-24T00:00:00.000
470,461,364,301,471.000000,653.9000,1,1,2026-08-24T00:00:00.000
471,429,101,251,472.000000,655.2700,1,1,2026-08-24T00:00:00.000
472,250,148,225,473.000000,656.6400,1,1,2026-08-24T00:00:00.000
473,212,19,394,474.000000,658.0100,1,1,2026-08-24T00:00:00.000
474,446,329,432,475.000000,659.3800,1,1,2026-08-24T00:00:00.000
475,289,82,301,476.000000,660.7500,1,1,2026-08-24T00:00:00.000
476,421,380,394,477.000000,662.1200,1,1,2026-08-24T00:00:00.000
477,417,350,324,478.000000,663.4900,1,1,2026-08-24T00:00:00.000
478,166,74,369,479.000000,664.8600,1,1,2026-08-24T00:00:00.000
479,160,167,151,480.000000,666.2300,1,1,2026-08-24T00:00:00.000
480,215,299,183,481.000000,667.6000,1,1,2026-08-24T00:00:00.000
481,279,283,181,482.000000,668.9700,1,1,2026-08-24T00:00:00.000
482,103,188,161,483.000000,670.3400,1,1,2026-08-24T00:00:00.000
483,39,459,88,484.000000,671.7100,1,1,2026-08-24T00:00:00.000
484,22,422,161,485.000000,673.0800,1,1,2026-08-24T00:00:00.000
485,215,442,14,486.000000,674.4500,1,1,2026-08-24T00:00:00.000
486,418,220,343,487.000000,675.8200,1,1,2026-08-24T00:00:00.000
487,76,222,387,488.000000,677.1900,1,1,2026-08-24T00:00:00.000
488,178,295,72,489.000000,678.5600,1,1,2026-08-24T00:00:00.000
489,432,479,453,490.000000,679.9300,1,1,2026-08-24T00:00:00.000
490,148,423,219,491.000000,681.3000,1,1,2026-08-24T00:00:00.000
491,334,359,204,492.000000,682.6700,1,1,2026-08-24T00:00:00.000
492,152,440,385,493.000000,684.0400,1,1,2026-08-24T00:00:00.000
493,134,231,353,494.000000,685.4100,1,1,2026-08-24T00:00:00.000
494,35,109,200,495.000000,686.7800,1,1,2026-08-24T00:00:00.000
495,320,397,142,496.000000,688.1500,1,1,2026-08-24T00:00:00.000
496,35,437,189,497.000000,689.5200,1,1,2026-08-24T00:00:00.000
497,181,474,217,498.000000,690.8900,1,1,2026-08-24T00:00:00.000
498,368,295,485,499.000000,692.2600,1,1,2026-08-24T00:00:00.000
499,134,169,212,500.000000,693.6300,1,1,2026-08-24T00:00:00.000
500,412,224,196,501.000000,695.0000,1,1,2026-08-24T00:00:00.000
