MaintenanceAssetFailureModeKey,AssetKey,MaintenanceFailureModeKey,MaintenanceFailureSeverityKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
353,270,97,2,353,493.610000,0.0353,1,1,2026-08-24T00:00:00.000
354,336,45,10,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,210,126,9,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,425,64,9,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,418,1,1,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,456,108,8,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,159,24,12,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,158,152,3,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,358,81,10,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,407,156,2,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,293,30,2,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,306,133,4,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,225,138,1,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,333,125,5,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,317,142,9,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,169,150,9,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,75,25,12,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,159,136,3,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,148,105,8,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,189,47,10,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,227,144,3,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,293,79,1,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,282,99,4,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,229,82,1,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,472,84,11,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,137,33,2,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,290,149,7,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,133,159,5,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,495,34,11,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,207,21,12,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,276,149,4,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,174,96,5,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,429,113,7,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,405,108,9,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,470,87,3,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,483,158,5,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,353,152,11,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,367,29,6,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,320,71,1,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,88,129,10,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,289,156,7,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,435,100,1,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,175,55,8,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,469,32,8,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,117,43,10,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,388,15,7,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,212,48,5,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,275,13,12,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,459,154,11,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,182,22,2,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,371,30,7,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,371,16,8,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,380,95,10,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,79,140,4,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,268,98,1,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,328,84,3,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,108,104,12,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,393,139,11,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,156,15,10,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,380,61,4,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,130,74,2,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,265,39,6,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,235,106,7,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,421,37,10,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,418,52,9,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,228,63,5,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,244,19,10,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,23,14,10,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,253,107,7,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,76,134,1,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,464,152,10,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,132,144,12,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,470,105,5,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,269,67,5,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,310,145,7,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,477,110,3,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,241,156,3,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,171,103,2,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,10,124,8,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,349,149,6,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,284,51,9,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,362,109,5,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,42,138,12,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,36,117,12,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,216,57,4,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,334,58,7,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,108,97,4,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,227,19,2,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,45,141,3,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,425,109,8,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,390,63,12,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,2,89,12,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,405,103,7,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,340,114,2,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,240,38,8,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,7,37,2,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,368,143,12,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,137,72,4,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,226,19,4,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,195,58,11,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,157,45,10,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,179,44,3,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,73,75,2,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,94,72,6,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,343,54,11,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,461,59,12,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,287,72,2,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,262,106,9,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,326,119,5,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,169,8,9,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,366,123,6,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,23,144,12,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,418,4,12,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,182,13,11,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,11,108,12,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,375,109,12,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,495,25,6,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,280,77,8,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,320,1,9,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,420,68,8,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,149,98,9,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,73,92,6,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,214,41,1,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,175,40,10,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,239,77,1,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,26,52,2,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,425,148,4,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,498,126,3,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,147,46,7,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,177,33,8,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,464,67,12,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,268,69,1,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,478,139,10,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,304,54,3,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,370,110,9,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,411,136,11,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,486,78,4,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,166,64,10,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,201,40,8,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,299,36,3,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,253,136,6,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,386,5,4,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,473,70,12,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,234,160,10,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,316,23,3,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,40,97,1,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,487,94,12,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,214,91,6,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
