SalesOrderLinePromotionKey,SalesOrderLineKey,SalesPromotionKey,SalesPriceConditionTypeKey,DiscountAmount,DiscountRate,SourceSystemKey,BatchId,LoadedAtUtc
373,213,122,17,521.0100,0.037300,1,1,2026-08-24T00:00:00.000
374,484,121,2,522.3800,0.037400,1,1,2026-08-24T00:00:00.000
375,313,247,2,523.7500,0.037500,1,1,2026-08-24T00:00:00.000
376,29,44,15,525.1200,0.037600,1,1,2026-08-24T00:00:00.000
377,5,477,6,526.4900,0.037700,1,1,2026-08-24T00:00:00.000
378,311,25,9,527.8600,0.037800,1,1,2026-08-24T00:00:00.000
379,91,260,15,529.2300,0.037900,1,1,2026-08-24T00:00:00.000
380,493,467,13,530.6000,0.038000,1,1,2026-08-24T00:00:00.000
381,137,189,14,531.9700,0.038100,1,1,2026-08-24T00:00:00.000
382,343,479,11,533.3400,0.038200,1,1,2026-08-24T00:00:00.000
383,102,460,1,534.7100,0.038300,1,1,2026-08-24T00:00:00.000
384,448,148,3,536.0800,0.038400,1,1,2026-08-24T00:00:00.000
385,369,285,4,537.4500,0.038500,1,1,2026-08-24T00:00:00.000
386,211,257,16,538.8200,0.038600,1,1,2026-08-24T00:00:00.000
387,248,114,11,540.1900,0.038700,1,1,2026-08-24T00:00:00.000
388,426,314,4,541.5600,0.038800,1,1,2026-08-24T00:00:00.000
389,45,278,18,542.9300,0.038900,1,1,2026-08-24T00:00:00.000
390,302,317,7,544.3000,0.039000,1,1,2026-08-24T00:00:00.000
391,484,415,13,545.6700,0.039100,1,1,2026-08-24T00:00:00.000
392,349,499,4,547.0400,0.039200,1,1,2026-08-24T00:00:00.000
393,382,282,1,548.4100,0.039300,1,1,2026-08-24T00:00:00.000
394,57,483,3,549.7800,0.039400,1,1,2026-08-24T00:00:00.000
395,341,158,18,551.1500,0.039500,1,1,2026-08-24T00:00:00.000
396,155,349,1,552.5200,0.039600,1,1,2026-08-24T00:00:00.000
397,448,117,4,553.8900,0.039700,1,1,2026-08-24T00:00:00.000
398,81,257,4,555.2600,0.039800,1,1,2026-08-24T00:00:00.000
399,77,497,12,556.6300,0.039900,1,1,2026-08-24T00:00:00.000
400,185,250,5,558.0000,0.040000,1,1,2026-08-24T00:00:00.000
401,478,94,6,559.3700,0.040100,1,1,2026-08-24T00:00:00.000
402,271,465,2,560.7400,0.040200,1,1,2026-08-24T00:00:00.000
403,110,202,12,562.1100,0.040300,1,1,2026-08-24T00:00:00.000
404,470,123,12,563.4800,0.040400,1,1,2026-08-24T00:00:00.000
405,206,163,5,564.8500,0.040500,1,1,2026-08-24T00:00:00.000
406,324,328,8,566.2200,0.040600,1,1,2026-08-24T00:00:00.000
407,50,420,13,567.5900,0.040700,1,1,2026-08-24T00:00:00.000
408,380,123,2,568.9600,0.040800,1,1,2026-08-24T00:00:00.000
409,431,232,3,570.3300,0.040900,1,1,2026-08-24T00:00:00.000
410,15,130,3,571.7000,0.041000,1,1,2026-08-24T00:00:00.000
411,8,350,6,573.0700,0.041100,1,1,2026-08-24T00:00:00.000
412,416,159,10,574.4400,0.041200,1,1,2026-08-24T00:00:00.000
413,273,93,1,575.8100,0.041300,1,1,2026-08-24T00:00:00.000
414,65,13,7,577.1800,0.041400,1,1,2026-08-24T00:00:00.000
415,180,487,16,578.5500,0.041500,1,1,2026-08-24T00:00:00.000
416,187,105,14,579.9200,0.041600,1,1,2026-08-24T00:00:00.000
417,425,342,8,581.2900,0.041700,1,1,2026-08-24T00:00:00.000
418,49,204,9,582.6600,0.041800,1,1,2026-08-24T00:00:00.000
419,369,12,10,584.0300,0.041900,1,1,2026-08-24T00:00:00.000
420,169,264,13,585.4000,0.042000,1,1,2026-08-24T00:00:00.000
421,361,178,18,586.7700,0.042100,1,1,2026-08-24T00:00:00.000
422,137,229,5,588.1400,0.042200,1,1,2026-08-24T00:00:00.000
423,14,336,14,589.5100,0.042300,1,1,2026-08-24T00:00:00.000
424,316,280,6,590.8800,0.042400,1,1,2026-08-24T00:00:00.000
425,285,129,7,592.2500,0.042500,1,1,2026-08-24T00:00:00.000
426,297,61,7,593.6200,0.042600,1,1,2026-08-24T00:00:00.000
427,324,26,7,594.9900,0.042700,1,1,2026-08-24T00:00:00.000
428,28,489,13,596.3600,0.042800,1,1,2026-08-24T00:00:00.000
429,215,500,6,597.7300,0.042900,1,1,2026-08-24T00:00:00.000
430,56,494,4,599.1000,0.043000,1,1,2026-08-24T00:00:00.000
431,432,177,18,600.4700,0.043100,1,1,2026-08-24T00:00:00.000
432,42,386,8,601.8400,0.043200,1,1,2026-08-24T00:00:00.000
433,321,489,2,603.2100,0.043300,1,1,2026-08-24T00:00:00.000
434,350,127,5,604.5800,0.043400,1,1,2026-08-24T00:00:00.000
435,454,114,18,605.9500,0.043500,1,1,2026-08-24T00:00:00.000
436,401,88,15,607.3200,0.043600,1,1,2026-08-24T00:00:00.000
437,75,51,16,608.6900,0.043700,1,1,2026-08-24T00:00:00.000
438,68,420,18,610.0600,0.043800,1,1,2026-08-24T00:00:00.000
439,381,304,1,611.4300,0.043900,1,1,2026-08-24T00:00:00.000
440,43,312,1,612.8000,0.044000,1,1,2026-08-24T00:00:00.000
441,273,166,16,614.1700,0.044100,1,1,2026-08-24T00:00:00.000
442,244,98,16,615.5400,0.044200,1,1,2026-08-24T00:00:00.000
443,366,225,7,616.9100,0.044300,1,1,2026-08-24T00:00:00.000
444,439,418,16,618.2800,0.044400,1,1,2026-08-24T00:00:00.000
445,81,414,3,619.6500,0.044500,1,1,2026-08-24T00:00:00.000
446,108,180,18,621.0200,0.044600,1,1,2026-08-24T00:00:00.000
447,358,102,6,622.3900,0.044700,1,1,2026-08-24T00:00:00.000
448,205,483,12,623.7600,0.044800,1,1,2026-08-24T00:00:00.000
449,189,68,9,625.1300,0.044900,1,1,2026-08-24T00:00:00.000
450,7,166,4,626.5000,0.045000,1,1,2026-08-24T00:00:00.000
451,200,70,9,627.8700,0.045100,1,1,2026-08-24T00:00:00.000
452,203,18,3,629.2400,0.045200,1,1,2026-08-24T00:00:00.000
453,130,238,3,630.6100,0.045300,1,1,2026-08-24T00:00:00.000
454,332,386,12,631.9800,0.045400,1,1,2026-08-24T00:00:00.000
455,266,407,7,633.3500,0.045500,1,1,2026-08-24T00:00:00.000
456,219,73,15,634.7200,0.045600,1,1,2026-08-24T00:00:00.000
457,376,383,2,636.0900,0.045700,1,1,2026-08-24T00:00:00.000
458,111,317,9,637.4600,0.045800,1,1,2026-08-24T00:00:00.000
459,394,141,8,638.8300,0.045900,1,1,2026-08-24T00:00:00.000
460,476,243,13,640.2000,0.046000,1,1,2026-08-24T00:00:00.000
461,415,468,1,641.5700,0.046100,1,1,2026-08-24T00:00:00.000
462,346,59,16,642.9400,0.046200,1,1,2026-08-24T00:00:00.000
463,388,184,9,644.3100,0.046300,1,1,2026-08-24T00:00:00.000
464,190,82,2,645.6800,0.046400,1,1,2026-08-24T00:00:00.000
465,82,375,16,647.0500,0.046500,1,1,2026-08-24T00:00:00.000
466,103,361,2,648.4200,0.046600,1,1,2026-08-24T00:00:00.000
467,106,328,17,649.7900,0.046700,1,1,2026-08-24T00:00:00.000
468,224,317,5,651.1600,0.046800,1,1,2026-08-24T00:00:00.000
469,392,338,9,652.5300,0.046900,1,1,2026-08-24T00:00:00.000
470,469,40,16,653.9000,0.047000,1,1,2026-08-24T00:00:00.000
471,282,299,10,655.2700,0.047100,1,1,2026-08-24T00:00:00.000
472,191,496,9,656.6400,0.047200,1,1,2026-08-24T00:00:00.000
473,335,383,10,658.0100,0.047300,1,1,2026-08-24T00:00:00.000
474,357,495,3,659.3800,0.047400,1,1,2026-08-24T00:00:00.000
475,43,82,7,660.7500,0.047500,1,1,2026-08-24T00:00:00.000
476,118,387,17,662.1200,0.047600,1,1,2026-08-24T00:00:00.000
477,334,435,15,663.4900,0.047700,1,1,2026-08-24T00:00:00.000
478,128,387,14,664.8600,0.047800,1,1,2026-08-24T00:00:00.000
479,239,460,16,666.2300,0.047900,1,1,2026-08-24T00:00:00.000
480,130,73,16,667.6000,0.048000,1,1,2026-08-24T00:00:00.000
481,147,46,8,668.9700,0.048100,1,1,2026-08-24T00:00:00.000
482,68,344,2,670.3400,0.048200,1,1,2026-08-24T00:00:00.000
483,230,441,16,671.7100,0.048300,1,1,2026-08-24T00:00:00.000
484,231,137,6,673.0800,0.048400,1,1,2026-08-24T00:00:00.000
485,356,398,13,674.4500,0.048500,1,1,2026-08-24T00:00:00.000
486,392,36,8,675.8200,0.048600,1,1,2026-08-24T00:00:00.000
487,85,62,17,677.1900,0.048700,1,1,2026-08-24T00:00:00.000
488,251,68,9,678.5600,0.048800,1,1,2026-08-24T00:00:00.000
489,232,22,1,679.9300,0.048900,1,1,2026-08-24T00:00:00.000
490,299,391,9,681.3000,0.049000,1,1,2026-08-24T00:00:00.000
491,448,303,2,682.6700,0.049100,1,1,2026-08-24T00:00:00.000
492,199,458,3,684.0400,0.049200,1,1,2026-08-24T00:00:00.000
493,279,55,18,685.4100,0.049300,1,1,2026-08-24T00:00:00.000
494,267,369,9,686.7800,0.049400,1,1,2026-08-24T00:00:00.000
495,354,158,5,688.1500,0.049500,1,1,2026-08-24T00:00:00.000
496,473,346,14,689.5200,0.049600,1,1,2026-08-24T00:00:00.000
497,355,232,16,690.8900,0.049700,1,1,2026-08-24T00:00:00.000
498,274,62,17,692.2600,0.049800,1,1,2026-08-24T00:00:00.000
499,130,308,9,693.6300,0.049900,1,1,2026-08-24T00:00:00.000
500,443,284,6,695.0000,0.050000,1,1,2026-08-24T00:00:00.000
