SalesOrderLineAllocationKey,SalesOrderLineKey,SalesFulfillmentPromiseKey,ProductKey,PlantKey,SalesAllocationStatusKey,AllocatedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
383,187,45,270,139,10,268.2000,1,1,2026-08-24T00:00:00.000
384,238,182,169,166,10,268.9000,1,1,2026-08-24T00:00:00.000
385,430,220,418,81,5,269.6000,1,1,2026-08-24T00:00:00.000
386,251,187,126,338,3,270.3000,1,1,2026-08-24T00:00:00.000
387,266,271,269,267,6,271.0000,1,1,2026-08-24T00:00:00.000
388,77,250,120,188,9,271.7000,1,1,2026-08-24T00:00:00.000
389,316,93,453,275,3,272.4000,1,1,2026-08-24T00:00:00.000
390,113,228,296,177,8,273.1000,1,1,2026-08-24T00:00:00.000
391,306,402,151,183,9,273.8000,1,1,2026-08-24T00:00:00.000
392,306,48,422,283,7,274.5000,1,1,2026-08-24T00:00:00.000
393,151,11,490,198,5,275.2000,1,1,2026-08-24T00:00:00.000
394,352,112,398,209,2,275.9000,1,1,2026-08-24T00:00:00.000
395,175,139,196,132,7,276.6000,1,1,2026-08-24T00:00:00.000
396,27,261,421,112,8,277.3000,1,1,2026-08-24T00:00:00.000
397,257,146,280,29,6,278.0000,1,1,2026-08-24T00:00:00.000
398,228,352,198,131,8,278.7000,1,1,2026-08-24T00:00:00.000
399,56,155,401,60,5,279.4000,1,1,2026-08-24T00:00:00.000
400,343,118,437,210,8,280.1000,1,1,2026-08-24T00:00:00.000
401,12,199,182,211,8,280.8000,1,1,2026-08-24T00:00:00.000
402,281,273,365,318,9,281.5000,1,1,2026-08-24T00:00:00.000
403,51,298,460,46,3,282.2000,1,1,2026-08-24T00:00:00.000
404,86,264,483,266,1,282.9000,1,1,2026-08-24T00:00:00.000
405,307,85,474,278,9,283.6000,1,1,2026-08-24T00:00:00.000
406,290,328,151,238,6,284.3000,1,1,2026-08-24T00:00:00.000
407,238,269,180,139,8,285.0000,1,1,2026-08-24T00:00:00.000
408,462,313,221,65,6,285.7000,1,1,2026-08-24T00:00:00.000
409,429,28,275,314,6,286.4000,1,1,2026-08-24T00:00:00.000
410,291,99,471,3,1,287.1000,1,1,2026-08-24T00:00:00.000
411,477,1,499,350,1,287.8000,1,1,2026-08-24T00:00:00.000
412,285,482,438,191,6,288.5000,1,1,2026-08-24T00:00:00.000
413,343,142,429,125,10,289.2000,1,1,2026-08-24T00:00:00.000
414,456,238,303,173,7,289.9000,1,1,2026-08-24T00:00:00.000
415,214,478,19,321,4,290.6000,1,1,2026-08-24T00:00:00.000
416,278,393,406,134,10,291.3000,1,1,2026-08-24T00:00:00.000
417,241,323,91,333,8,292.0000,1,1,2026-08-24T00:00:00.000
418,398,469,50,271,1,292.7000,1,1,2026-08-24T00:00:00.000
419,45,103,469,96,6,293.4000,1,1,2026-08-24T00:00:00.000
420,467,6,203,21,2,294.1000,1,1,2026-08-24T00:00:00.000
421,136,127,462,324,7,294.8000,1,1,2026-08-24T00:00:00.000
422,158,381,347,232,2,295.5000,1,1,2026-08-24T00:00:00.000
423,426,251,382,190,10,296.2000,1,1,2026-08-24T00:00:00.000
424,252,74,367,345,9,296.9000,1,1,2026-08-24T00:00:00.000
425,473,232,144,142,4,297.6000,1,1,2026-08-24T00:00:00.000
426,161,117,3,342,8,298.3000,1,1,2026-08-24T00:00:00.000
427,65,251,455,246,4,299.0000,1,1,2026-08-24T00:00:00.000
428,226,60,150,162,1,299.7000,1,1,2026-08-24T00:00:00.000
429,264,333,315,11,4,300.4000,1,1,2026-08-24T00:00:00.000
430,319,53,100,218,5,301.1000,1,1,2026-08-24T00:00:00.000
431,189,256,430,283,3,301.8000,1,1,2026-08-24T00:00:00.000
432,27,350,489,176,6,302.5000,1,1,2026-08-24T00:00:00.000
433,260,91,57,303,1,303.2000,1,1,2026-08-24T00:00:00.000
434,455,462,84,222,9,303.9000,1,1,2026-08-24T00:00:00.000
435,352,472,92,269,7,304.6000,1,1,2026-08-24T00:00:00.000
436,91,3,345,122,10,305.3000,1,1,2026-08-24T00:00:00.000
437,59,286,160,114,8,306.0000,1,1,2026-08-24T00:00:00.000
438,257,348,406,250,4,306.7000,1,1,2026-08-24T00:00:00.000
439,219,443,354,204,9,307.4000,1,1,2026-08-24T00:00:00.000
440,53,163,4,260,5,308.1000,1,1,2026-08-24T00:00:00.000
441,184,345,345,202,1,308.8000,1,1,2026-08-24T00:00:00.000
442,364,449,390,53,7,309.5000,1,1,2026-08-24T00:00:00.000
443,303,288,339,42,2,310.2000,1,1,2026-08-24T00:00:00.000
444,456,488,61,237,6,310.9000,1,1,2026-08-24T00:00:00.000
445,345,234,288,295,2,311.6000,1,1,2026-08-24T00:00:00.000
446,276,71,370,39,7,312.3000,1,1,2026-08-24T00:00:00.000
447,478,231,72,272,9,313.0000,1,1,2026-08-24T00:00:00.000
448,401,390,354,317,10,313.7000,1,1,2026-08-24T00:00:00.000
449,237,91,463,171,10,314.4000,1,1,2026-08-24T00:00:00.000
450,168,260,373,343,8,315.1000,1,1,2026-08-24T00:00:00.000
451,231,262,77,238,7,315.8000,1,1,2026-08-24T00:00:00.000
452,405,288,74,276,9,316.5000,1,1,2026-08-24T00:00:00.000
453,294,327,177,147,2,317.2000,1,1,2026-08-24T00:00:00.000
454,188,493,216,142,9,317.9000,1,1,2026-08-24T00:00:00.000
455,59,449,193,82,10,318.6000,1,1,2026-08-24T00:00:00.000
456,170,54,118,340,9,319.3000,1,1,2026-08-24T00:00:00.000
457,98,339,261,68,4,320.0000,1,1,2026-08-24T00:00:00.000
458,120,454,39,298,9,320.7000,1,1,2026-08-24T00:00:00.000
459,323,69,451,5,4,321.4000,1,1,2026-08-24T00:00:00.000
460,178,421,358,240,4,322.1000,1,1,2026-08-24T00:00:00.000
461,253,441,136,48,4,322.8000,1,1,2026-08-24T00:00:00.000
462,22,354,373,38,8,323.5000,1,1,2026-08-24T00:00:00.000
463,248,29,165,140,3,324.2000,1,1,2026-08-24T00:00:00.000
464,432,164,296,158,6,324.9000,1,1,2026-08-24T00:00:00.000
465,412,252,187,111,3,325.6000,1,1,2026-08-24T00:00:00.000
466,42,287,347,234,1,326.3000,1,1,2026-08-24T00:00:00.000
467,178,323,71,23,5,327.0000,1,1,2026-08-24T00:00:00.000
468,327,14,401,18,1,327.7000,1,1,2026-08-24T00:00:00.000
469,290,280,145,236,4,328.4000,1,1,2026-08-24T00:00:00.000
470,363,415,109,68,8,329.1000,1,1,2026-08-24T00:00:00.000
471,41,10,223,76,6,329.8000,1,1,2026-08-24T00:00:00.000
472,321,89,348,95,7,330.5000,1,1,2026-08-24T00:00:00.000
473,499,133,419,310,8,331.2000,1,1,2026-08-24T00:00:00.000
474,335,192,296,120,6,331.9000,1,1,2026-08-24T00:00:00.000
475,72,422,62,101,9,332.6000,1,1,2026-08-24T00:00:00.000
476,210,160,21,226,7,333.3000,1,1,2026-08-24T00:00:00.000
477,191,362,157,8,3,334.0000,1,1,2026-08-24T00:00:00.000
478,366,220,476,286,10,334.7000,1,1,2026-08-24T00:00:00.000
479,478,293,352,63,8,335.4000,1,1,2026-08-24T00:00:00.000
480,343,372,434,95,3,336.1000,1,1,2026-08-24T00:00:00.000
481,324,396,127,181,9,336.8000,1,1,2026-08-24T00:00:00.000
482,155,321,74,184,2,337.5000,1,1,2026-08-24T00:00:00.000
483,245,486,95,32,5,338.2000,1,1,2026-08-24T00:00:00.000
484,194,373,481,85,6,338.9000,1,1,2026-08-24T00:00:00.000
485,39,232,211,320,7,339.6000,1,1,2026-08-24T00:00:00.000
486,39,77,83,284,9,340.3000,1,1,2026-08-24T00:00:00.000
487,482,331,51,330,8,341.0000,1,1,2026-08-24T00:00:00.000
488,465,452,46,149,5,341.7000,1,1,2026-08-24T00:00:00.000
489,251,283,267,286,8,342.4000,1,1,2026-08-24T00:00:00.000
490,492,68,425,141,9,343.1000,1,1,2026-08-24T00:00:00.000
491,432,483,424,121,4,343.8000,1,1,2026-08-24T00:00:00.000
492,386,372,437,11,6,344.5000,1,1,2026-08-24T00:00:00.000
493,441,306,474,170,4,345.2000,1,1,2026-08-24T00:00:00.000
494,85,136,48,93,3,345.9000,1,1,2026-08-24T00:00:00.000
495,288,148,467,330,2,346.6000,1,1,2026-08-24T00:00:00.000
496,111,268,151,30,4,347.3000,1,1,2026-08-24T00:00:00.000
497,107,292,435,72,1,348.0000,1,1,2026-08-24T00:00:00.000
498,373,393,90,37,10,348.7000,1,1,2026-08-24T00:00:00.000
499,252,245,188,212,3,349.4000,1,1,2026-08-24T00:00:00.000
500,160,134,455,289,10,350.1000,1,1,2026-08-24T00:00:00.000
