MachineStateLossMappingKey,MachineStateKey,OeeLossReasonKey,MachineLossCategoryKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
354,301,149,9,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,17,280,4,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,141,31,11,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,76,434,8,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,85,218,1,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,349,48,6,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,273,257,8,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,215,440,5,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,308,268,8,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,489,319,10,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,498,80,12,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,479,169,5,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,160,260,4,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,286,489,3,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,127,37,9,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,234,165,5,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,102,487,6,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,149,300,3,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,462,466,7,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,277,388,5,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,152,402,5,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,418,260,10,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,185,142,7,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,267,474,6,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,172,461,8,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,3,318,4,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,43,396,4,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,188,176,2,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,344,204,7,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,97,395,6,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,114,253,2,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,197,127,9,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,374,265,7,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,401,111,2,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,42,435,10,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,96,120,6,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,455,379,12,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,176,231,12,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,217,39,2,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,175,237,11,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,91,330,1,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,322,195,6,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,319,394,10,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,138,70,2,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,316,262,1,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,429,100,8,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,10,5,3,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,13,172,3,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,243,158,5,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,343,443,1,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,26,491,3,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,259,39,2,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,130,349,1,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,256,263,8,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,485,170,7,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,429,172,10,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,207,360,9,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,445,441,5,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,442,490,5,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,309,155,9,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,428,456,3,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,398,185,12,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,207,348,11,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,299,165,9,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,288,193,8,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,243,453,9,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,193,127,4,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,217,234,2,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,137,228,8,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,352,293,4,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,19,133,9,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,170,429,7,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,9,475,8,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,118,386,7,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,229,80,6,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,83,436,1,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,356,118,7,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,104,320,5,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,300,82,6,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,213,465,7,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,303,299,9,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,173,441,6,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,429,77,1,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,495,436,4,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,398,86,6,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,228,419,10,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,427,2,10,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,314,107,1,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,4,130,9,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,110,72,6,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,347,397,3,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,500,164,9,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,83,285,12,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,186,241,6,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,254,12,9,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,277,463,8,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,102,340,1,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,425,98,4,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,290,64,11,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,42,382,2,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,104,11,10,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,154,425,8,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,171,409,7,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,111,240,9,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,180,175,1,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,144,290,9,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,322,486,10,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,217,477,10,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,47,292,6,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,198,397,3,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,462,333,1,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,476,16,10,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,5,100,11,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,392,340,11,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,313,191,8,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,200,88,5,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,473,252,7,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,341,489,4,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,274,419,10,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,394,356,9,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,334,211,5,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,177,402,11,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,448,238,10,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,378,369,5,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,422,288,4,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,61,118,9,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,303,427,10,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,62,195,6,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,137,17,10,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,234,310,5,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,1,139,4,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,443,188,2,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,499,393,12,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,82,296,6,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,482,96,1,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,168,14,7,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,44,411,8,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,485,458,11,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,482,287,8,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,476,207,7,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,367,289,7,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,183,489,9,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,194,89,8,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,155,28,10,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,109,243,10,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,52,403,2,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,380,269,7,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
