QualitySupplierProductApprovalKey,SupplierKey,ProductKey,QualityInspectionPlanKey,ApprovalStatusKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
336,8,334,380,1,336,470.320000,0.0336,1,1,2026-08-24T00:00:00.000
337,31,388,21,3,337,471.690000,0.0337,1,1,2026-08-24T00:00:00.000
338,342,99,257,3,338,473.060000,0.0338,1,1,2026-08-24T00:00:00.000
339,450,258,370,5,339,474.430000,0.0339,1,1,2026-08-24T00:00:00.000
340,162,442,389,4,340,475.800000,0.0340,1,1,2026-08-24T00:00:00.000
341,46,249,58,5,341,477.170000,0.0341,1,1,2026-08-24T00:00:00.000
342,60,312,273,2,342,478.540000,0.0342,1,1,2026-08-24T00:00:00.000
343,324,415,218,3,343,479.910000,0.0343,1,1,2026-08-24T00:00:00.000
344,86,336,76,3,344,481.280000,0.0344,1,1,2026-08-24T00:00:00.000
345,491,176,385,3,345,482.650000,0.0345,1,1,2026-08-24T00:00:00.000
346,368,39,76,2,346,484.020000,0.0346,1,1,2026-08-24T00:00:00.000
347,336,350,247,2,347,485.390000,0.0347,1,1,2026-08-24T00:00:00.000
348,38,320,436,4,348,486.760000,0.0348,1,1,2026-08-24T00:00:00.000
349,202,133,64,5,349,488.130000,0.0349,1,1,2026-08-24T00:00:00.000
350,443,493,285,5,350,489.500000,0.0350,1,1,2026-08-24T00:00:00.000
351,476,184,405,4,351,490.870000,0.0351,1,1,2026-08-24T00:00:00.000
352,68,4,17,3,352,492.240000,0.0352,1,1,2026-08-24T00:00:00.000
353,339,153,475,5,353,493.610000,0.0353,1,1,2026-08-24T00:00:00.000
354,57,373,14,1,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,18,36,176,5,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,311,454,58,5,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,403,120,9,4,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,104,209,406,3,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,313,223,390,3,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,71,425,407,5,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,400,493,472,1,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,67,418,243,3,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,287,10,258,2,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,228,64,445,3,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,72,225,134,4,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,271,217,314,4,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,377,163,162,5,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,48,126,383,4,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,14,23,172,4,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,420,339,42,3,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,122,489,208,5,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,213,129,20,2,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,122,435,194,2,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,239,2,302,1,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,279,22,254,3,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,97,335,233,2,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,180,299,90,2,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,430,154,223,5,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,179,440,85,2,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,1,46,227,1,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,16,82,241,3,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,425,190,298,5,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,280,363,350,5,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,30,174,63,3,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,490,484,314,2,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,32,123,433,3,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,195,45,166,3,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,82,465,479,2,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,97,456,132,3,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,191,172,110,2,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,123,314,259,3,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,324,426,470,4,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,415,33,358,3,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,278,370,223,5,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,20,198,308,1,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,336,262,405,4,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,120,2,389,4,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,197,498,255,2,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,245,422,263,1,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,307,249,375,5,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,395,323,464,2,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,453,248,455,4,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,326,158,402,4,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,265,169,498,5,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,311,249,114,1,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,109,129,59,1,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,446,479,468,4,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,403,173,454,3,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,40,400,301,3,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,354,78,359,3,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,20,401,440,3,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,140,213,297,4,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,268,156,439,4,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,23,427,422,2,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,477,356,75,4,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,26,335,99,3,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,343,50,28,2,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,379,71,123,5,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,340,84,311,2,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,326,278,199,3,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,27,307,50,1,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,480,309,395,2,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,348,359,366,3,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,368,350,148,1,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,183,4,185,2,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,428,99,298,4,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,261,300,20,5,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,41,161,413,5,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,101,45,306,5,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,43,471,48,1,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,99,187,402,4,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,40,281,161,4,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,194,82,277,4,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,342,162,278,5,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,6,459,179,4,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,17,369,279,2,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,339,396,21,1,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,434,335,434,5,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,176,199,242,4,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,300,237,209,5,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,452,187,291,5,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,423,381,338,3,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,398,425,17,2,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,188,225,155,2,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,36,342,158,3,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,481,460,165,3,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,135,40,353,2,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,232,222,113,2,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,291,113,364,2,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,428,448,465,2,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,96,64,295,2,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,77,221,426,3,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,59,417,373,3,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,335,225,336,3,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,360,390,283,1,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,88,139,56,4,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,108,306,488,5,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,436,421,321,5,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,172,442,193,2,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,270,160,225,1,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,338,194,384,5,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,364,396,82,1,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,71,86,383,1,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,490,306,73,5,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,277,282,487,3,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,10,82,199,1,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,140,455,130,1,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,324,374,440,3,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,260,493,16,4,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,316,271,284,5,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,119,420,201,2,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,411,305,290,3,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,317,500,464,5,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,90,255,214,2,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,114,76,323,1,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,360,176,264,5,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,377,337,213,5,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,85,417,309,4,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,492,169,52,4,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,379,91,22,4,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,105,303,127,4,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,282,105,114,2,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,229,10,37,1,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,99,374,93,3,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,52,313,159,2,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,370,114,138,3,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,124,64,139,2,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,420,438,103,4,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,93,116,470,1,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,459,472,133,3,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,261,163,484,3,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,368,174,231,4,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,236,197,65,2,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,141,17,118,4,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,56,438,237,4,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,478,359,377,1,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,487,12,372,1,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,196,130,269,1,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,283,236,413,3,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,208,397,492,4,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
