EnergyProjectMeterPointKey,EnergyEfficiencyProjectKey,EnergyMeterPointKey,BaselineQuantity,TargetReductionQuantity,SourceSystemKey,BatchId,LoadedAtUtc
394,78,387,275.9000,275.9000,1,1,2026-08-24T00:00:00.000
395,39,412,276.6000,276.6000,1,1,2026-08-24T00:00:00.000
396,129,432,277.3000,277.3000,1,1,2026-08-24T00:00:00.000
397,249,115,278.0000,278.0000,1,1,2026-08-24T00:00:00.000
398,376,199,278.7000,278.7000,1,1,2026-08-24T00:00:00.000
399,6,486,279.4000,279.4000,1,1,2026-08-24T00:00:00.000
400,69,360,280.1000,280.1000,1,1,2026-08-24T00:00:00.000
401,449,468,280.8000,280.8000,1,1,2026-08-24T00:00:00.000
402,278,471,281.5000,281.5000,1,1,2026-08-24T00:00:00.000
403,160,435,282.2000,282.2000,1,1,2026-08-24T00:00:00.000
404,328,341,282.9000,282.9000,1,1,2026-08-24T00:00:00.000
405,438,27,283.6000,283.6000,1,1,2026-08-24T00:00:00.000
406,47,475,284.3000,284.3000,1,1,2026-08-24T00:00:00.000
407,310,232,285.0000,285.0000,1,1,2026-08-24T00:00:00.000
408,393,22,285.7000,285.7000,1,1,2026-08-24T00:00:00.000
409,444,466,286.4000,286.4000,1,1,2026-08-24T00:00:00.000
410,312,6,287.1000,287.1000,1,1,2026-08-24T00:00:00.000
411,151,428,287.8000,287.8000,1,1,2026-08-24T00:00:00.000
412,368,292,288.5000,288.5000,1,1,2026-08-24T00:00:00.000
413,449,4,289.2000,289.2000,1,1,2026-08-24T00:00:00.000
414,148,124,289.9000,289.9000,1,1,2026-08-24T00:00:00.000
415,124,125,290.6000,290.6000,1,1,2026-08-24T00:00:00.000
416,369,496,291.3000,291.3000,1,1,2026-08-24T00:00:00.000
417,57,432,292.0000,292.0000,1,1,2026-08-24T00:00:00.000
418,40,209,292.7000,292.7000,1,1,2026-08-24T00:00:00.000
419,467,306,293.4000,293.4000,1,1,2026-08-24T00:00:00.000
420,104,393,294.1000,294.1000,1,1,2026-08-24T00:00:00.000
421,215,274,294.8000,294.8000,1,1,2026-08-24T00:00:00.000
422,494,165,295.5000,295.5000,1,1,2026-08-24T00:00:00.000
423,168,346,296.2000,296.2000,1,1,2026-08-24T00:00:00.000
424,12,204,296.9000,296.9000,1,1,2026-08-24T00:00:00.000
425,416,266,297.6000,297.6000,1,1,2026-08-24T00:00:00.000
426,201,44,298.3000,298.3000,1,1,2026-08-24T00:00:00.000
427,54,145,299.0000,299.0000,1,1,2026-08-24T00:00:00.000
428,138,116,299.7000,299.7000,1,1,2026-08-24T00:00:00.000
429,146,157,300.4000,300.4000,1,1,2026-08-24T00:00:00.000
430,77,91,301.1000,301.1000,1,1,2026-08-24T00:00:00.000
431,111,187,301.8000,301.8000,1,1,2026-08-24T00:00:00.000
432,74,291,302.5000,302.5000,1,1,2026-08-24T00:00:00.000
433,223,84,303.2000,303.2000,1,1,2026-08-24T00:00:00.000
434,320,207,303.9000,303.9000,1,1,2026-08-24T00:00:00.000
435,320,436,304.6000,304.6000,1,1,2026-08-24T00:00:00.000
436,152,162,305.3000,305.3000,1,1,2026-08-24T00:00:00.000
437,442,464,306.0000,306.0000,1,1,2026-08-24T00:00:00.000
438,469,459,306.7000,306.7000,1,1,2026-08-24T00:00:00.000
439,234,323,307.4000,307.4000,1,1,2026-08-24T00:00:00.000
440,468,342,308.1000,308.1000,1,1,2026-08-24T00:00:00.000
441,449,154,308.8000,308.8000,1,1,2026-08-24T00:00:00.000
442,376,141,309.5000,309.5000,1,1,2026-08-24T00:00:00.000
443,272,491,310.2000,310.2000,1,1,2026-08-24T00:00:00.000
444,11,261,310.9000,310.9000,1,1,2026-08-24T00:00:00.000
445,349,341,311.6000,311.6000,1,1,2026-08-24T00:00:00.000
446,378,208,312.3000,312.3000,1,1,2026-08-24T00:00:00.000
447,41,383,313.0000,313.0000,1,1,2026-08-24T00:00:00.000
448,248,185,313.7000,313.7000,1,1,2026-08-24T00:00:00.000
449,455,453,314.4000,314.4000,1,1,2026-08-24T00:00:00.000
450,92,414,315.1000,315.1000,1,1,2026-08-24T00:00:00.000
451,128,244,315.8000,315.8000,1,1,2026-08-24T00:00:00.000
452,44,6,316.5000,316.5000,1,1,2026-08-24T00:00:00.000
453,191,217,317.2000,317.2000,1,1,2026-08-24T00:00:00.000
454,331,88,317.9000,317.9000,1,1,2026-08-24T00:00:00.000
455,149,148,318.6000,318.6000,1,1,2026-08-24T00:00:00.000
456,310,130,319.3000,319.3000,1,1,2026-08-24T00:00:00.000
457,351,62,320.0000,320.0000,1,1,2026-08-24T00:00:00.000
458,51,50,320.7000,320.7000,1,1,2026-08-24T00:00:00.000
459,333,115,321.4000,321.4000,1,1,2026-08-24T00:00:00.000
460,420,63,322.1000,322.1000,1,1,2026-08-24T00:00:00.000
461,260,32,322.8000,322.8000,1,1,2026-08-24T00:00:00.000
462,188,493,323.5000,323.5000,1,1,2026-08-24T00:00:00.000
463,495,458,324.2000,324.2000,1,1,2026-08-24T00:00:00.000
464,53,318,324.9000,324.9000,1,1,2026-08-24T00:00:00.000
465,263,112,325.6000,325.6000,1,1,2026-08-24T00:00:00.000
466,271,476,326.3000,326.3000,1,1,2026-08-24T00:00:00.000
467,312,323,327.0000,327.0000,1,1,2026-08-24T00:00:00.000
468,192,460,327.7000,327.7000,1,1,2026-08-24T00:00:00.000
469,466,223,328.4000,328.4000,1,1,2026-08-24T00:00:00.000
470,166,489,329.1000,329.1000,1,1,2026-08-24T00:00:00.000
471,101,385,329.8000,329.8000,1,1,2026-08-24T00:00:00.000
472,383,291,330.5000,330.5000,1,1,2026-08-24T00:00:00.000
473,414,242,331.2000,331.2000,1,1,2026-08-24T00:00:00.000
474,59,278,331.9000,331.9000,1,1,2026-08-24T00:00:00.000
475,387,108,332.6000,332.6000,1,1,2026-08-24T00:00:00.000
476,199,57,333.3000,333.3000,1,1,2026-08-24T00:00:00.000
477,485,366,334.0000,334.0000,1,1,2026-08-24T00:00:00.000
478,290,139,334.7000,334.7000,1,1,2026-08-24T00:00:00.000
479,189,270,335.4000,335.4000,1,1,2026-08-24T00:00:00.000
480,426,467,336.1000,336.1000,1,1,2026-08-24T00:00:00.000
481,322,65,336.8000,336.8000,1,1,2026-08-24T00:00:00.000
482,424,242,337.5000,337.5000,1,1,2026-08-24T00:00:00.000
483,123,238,338.2000,338.2000,1,1,2026-08-24T00:00:00.000
484,179,424,338.9000,338.9000,1,1,2026-08-24T00:00:00.000
485,358,426,339.6000,339.6000,1,1,2026-08-24T00:00:00.000
486,486,352,340.3000,340.3000,1,1,2026-08-24T00:00:00.000
487,97,323,341.0000,341.0000,1,1,2026-08-24T00:00:00.000
488,17,492,341.7000,341.7000,1,1,2026-08-24T00:00:00.000
489,295,389,342.4000,342.4000,1,1,2026-08-24T00:00:00.000
490,71,120,343.1000,343.1000,1,1,2026-08-24T00:00:00.000
491,393,128,343.8000,343.8000,1,1,2026-08-24T00:00:00.000
492,76,19,344.5000,344.5000,1,1,2026-08-24T00:00:00.000
493,84,227,345.2000,345.2000,1,1,2026-08-24T00:00:00.000
494,325,356,345.9000,345.9000,1,1,2026-08-24T00:00:00.000
495,307,141,346.6000,346.6000,1,1,2026-08-24T00:00:00.000
496,279,409,347.3000,347.3000,1,1,2026-08-24T00:00:00.000
497,77,27,348.0000,348.0000,1,1,2026-08-24T00:00:00.000
498,108,441,348.7000,348.7000,1,1,2026-08-24T00:00:00.000
499,14,218,349.4000,349.4000,1,1,2026-08-24T00:00:00.000
500,341,115,350.1000,350.1000,1,1,2026-08-24T00:00:00.000
