MachineUtilityAssignmentKey,MachineKey,MachineUtilityMeterKey,MachineUtilityTypeKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
354,334,472,10,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,471,288,5,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,426,396,3,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,406,45,3,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,373,66,12,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,123,136,10,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,367,186,5,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,140,488,6,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,79,271,6,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,2,280,2,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,49,209,1,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,279,112,6,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,492,344,1,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,480,364,4,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,493,241,12,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,306,48,11,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,142,496,10,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,108,302,10,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,31,47,10,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,165,331,3,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,479,210,11,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,430,491,4,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,414,280,4,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,285,12,7,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,43,67,4,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,140,383,7,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,312,22,1,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,140,39,8,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,411,475,5,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,295,143,1,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,232,222,1,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,289,331,5,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,411,374,10,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,287,3,11,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,280,243,4,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,86,72,1,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,84,479,4,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,419,167,10,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,145,459,1,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,174,135,2,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,437,54,9,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,278,43,2,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,353,406,1,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,337,410,2,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,105,428,5,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,459,347,8,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,438,259,7,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,283,408,7,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,278,304,5,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,176,378,4,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,479,342,9,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,393,62,10,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,164,478,1,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,294,170,3,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,34,14,8,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,67,123,5,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,68,1,3,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,210,368,10,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,447,499,6,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,447,446,5,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,494,469,6,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,222,241,1,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,335,276,5,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,119,162,7,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,160,445,8,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,99,128,3,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,310,493,8,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,268,398,5,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,198,391,6,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,86,280,8,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,32,497,1,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,292,481,4,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,409,402,5,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,84,269,3,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,420,273,6,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,467,434,9,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,176,209,8,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,87,305,4,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,198,437,9,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,114,29,12,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,32,426,9,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,210,35,8,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,299,47,12,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,293,63,12,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,134,182,5,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,280,404,11,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,94,63,9,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,261,420,3,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,499,296,1,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,90,359,5,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,418,295,12,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,433,414,10,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,305,290,5,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,333,325,7,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,71,304,6,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,302,372,3,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,408,400,10,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,498,330,12,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,254,99,12,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,152,486,12,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,408,356,4,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,36,105,4,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,121,331,12,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,434,455,3,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,165,498,3,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,487,351,5,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,133,231,5,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,304,74,2,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,336,441,10,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,92,258,9,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,343,272,3,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,205,450,8,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,426,444,11,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,405,60,5,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,156,136,12,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,41,299,1,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,347,215,1,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,181,187,4,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,69,405,5,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,293,141,3,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,249,356,5,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,107,199,8,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,318,43,10,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,105,351,3,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,327,11,10,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,290,139,8,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,25,172,8,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,211,128,7,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,494,432,7,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,86,378,12,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,262,494,12,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,391,183,5,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,208,66,12,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,440,480,10,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,168,126,4,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,63,382,4,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,428,214,1,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,13,126,1,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,425,111,6,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,451,106,10,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,436,93,7,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,398,442,7,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,149,295,9,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,141,289,4,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,425,199,11,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,170,171,8,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,142,7,2,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
