LogisticsShipmentToDeliveryKey,LogisticsShipmentHeaderKey,LogisticsDeliveryKey,DeliveryQuantity,SourceSystemKey,BatchId,LoadedAtUtc
461,444,337,322.8000,1,1,2026-08-24T00:00:00.000
462,229,429,323.5000,1,1,2026-08-24T00:00:00.000
463,328,108,324.2000,1,1,2026-08-24T00:00:00.000
464,153,110,324.9000,1,1,2026-08-24T00:00:00.000
465,184,394,325.6000,1,1,2026-08-24T00:00:00.000
466,278,33,326.3000,1,1,2026-08-24T00:00:00.000
467,428,315,327.0000,1,1,2026-08-24T00:00:00.000
468,46,111,327.7000,1,1,2026-08-24T00:00:00.000
469,312,198,328.4000,1,1,2026-08-24T00:00:00.000
470,47,350,329.1000,1,1,2026-08-24T00:00:00.000
471,318,252,329.8000,1,1,2026-08-24T00:00:00.000
472,436,80,330.5000,1,1,2026-08-24T00:00:00.000
473,244,419,331.2000,1,1,2026-08-24T00:00:00.000
474,450,113,331.9000,1,1,2026-08-24T00:00:00.000
475,35,95,332.6000,1,1,2026-08-24T00:00:00.000
476,185,227,333.3000,1,1,2026-08-24T00:00:00.000
477,378,166,334.0000,1,1,2026-08-24T00:00:00.000
478,123,409,334.7000,1,1,2026-08-24T00:00:00.000
479,496,107,335.4000,1,1,2026-08-24T00:00:00.000
480,374,284,336.1000,1,1,2026-08-24T00:00:00.000
481,157,215,336.8000,1,1,2026-08-24T00:00:00.000
482,7,399,337.5000,1,1,2026-08-24T00:00:00.000
483,14,77,338.2000,1,1,2026-08-24T00:00:00.000
484,332,172,338.9000,1,1,2026-08-24T00:00:00.000
485,299,220,339.6000,1,1,2026-08-24T00:00:00.000
486,98,180,340.3000,1,1,2026-08-24T00:00:00.000
487,193,306,341.0000,1,1,2026-08-24T00:00:00.000
488,339,375,341.7000,1,1,2026-08-24T00:00:00.000
489,465,263,342.4000,1,1,2026-08-24T00:00:00.000
490,178,394,343.1000,1,1,2026-08-24T00:00:00.000
491,286,15,343.8000,1,1,2026-08-24T00:00:00.000
492,235,248,344.5000,1,1,2026-08-24T00:00:00.000
493,481,334,345.2000,1,1,2026-08-24T00:00:00.000
494,167,13,345.9000,1,1,2026-08-24T00:00:00.000
495,447,263,346.6000,1,1,2026-08-24T00:00:00.000
496,286,104,347.3000,1,1,2026-08-24T00:00:00.000
497,152,149,348.0000,1,1,2026-08-24T00:00:00.000
498,169,75,348.7000,1,1,2026-08-24T00:00:00.000
499,405,436,349.4000,1,1,2026-08-24T00:00:00.000
500,96,228,350.1000,1,1,2026-08-24T00:00:00.000
