EngineeringDocumentPartLinkKey,EngineeringCadDocumentKey,EngineeringPartRevisionKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
373,310,335,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,210,488,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,238,95,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,279,458,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,229,248,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,384,442,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,225,344,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,152,388,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,309,146,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,178,6,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,93,351,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,71,158,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,99,248,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,319,292,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,261,63,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,3,381,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,192,111,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,223,410,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,34,167,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,194,70,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,493,83,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,391,61,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,22,124,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,451,125,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,489,282,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,63,123,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,437,313,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,259,16,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,425,483,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,495,302,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,401,237,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,387,20,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,264,234,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,434,354,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,257,45,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,275,247,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,459,238,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,329,325,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,68,264,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,37,60,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,492,290,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,35,337,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,318,406,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,196,193,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,89,248,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,188,125,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,167,70,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,349,130,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,462,399,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,493,104,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,200,364,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,374,316,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,276,14,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,212,156,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,56,273,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,428,430,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,267,62,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,29,33,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,50,414,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,123,208,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,365,399,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,418,190,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,39,357,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,85,292,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,317,175,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,358,249,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,152,262,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,455,134,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,260,267,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,226,312,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,95,462,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,340,171,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,7,364,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,100,292,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,319,309,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,250,200,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,67,297,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,254,436,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,349,490,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,398,447,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,353,41,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,387,389,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,129,466,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,207,346,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,275,151,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,287,381,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,315,240,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,324,478,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,223,47,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,142,358,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,457,316,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,110,220,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,400,227,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,128,87,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,84,13,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,266,467,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,138,413,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,51,175,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,305,350,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,25,149,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,115,133,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,55,366,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,242,359,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,302,285,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,268,412,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,313,277,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,71,57,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,268,168,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,262,495,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,464,66,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,404,147,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,82,64,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,488,154,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,384,405,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,493,105,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,248,426,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,264,441,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,66,17,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,393,499,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,279,79,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,18,285,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,355,429,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,39,207,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,131,276,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,9,99,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,344,399,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,261,223,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,208,61,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
