PurchaseContractProductAssignmentKey,PurchaseSupplierContractKey,ProductKey,PurchaseCommodityKey,ContractUnitPriceAmount,ContractQuantity,SourceSystemKey,BatchId,LoadedAtUtc
372,131,420,291,519.6400,260.5000,1,1,2026-08-24T00:00:00.000
373,455,244,361,521.0100,261.2000,1,1,2026-08-24T00:00:00.000
374,320,-1,234,522.3800,261.9000,1,1,2026-08-24T00:00:00.000
375,210,99,390,523.7500,262.6000,1,1,2026-08-24T00:00:00.000
376,190,262,147,525.1200,263.3000,1,1,2026-08-24T00:00:00.000
377,95,404,486,526.4900,264.0000,1,1,2026-08-24T00:00:00.000
378,384,218,357,527.8600,264.7000,1,1,2026-08-24T00:00:00.000
379,352,324,154,529.2300,265.4000,1,1,2026-08-24T00:00:00.000
380,496,460,355,530.6000,266.1000,1,1,2026-08-24T00:00:00.000
381,462,81,34,531.9700,266.8000,1,1,2026-08-24T00:00:00.000
382,39,499,72,533.3400,267.5000,1,1,2026-08-24T00:00:00.000
383,83,435,455,534.7100,268.2000,1,1,2026-08-24T00:00:00.000
384,348,280,464,536.0800,268.9000,1,1,2026-08-24T00:00:00.000
385,497,264,2,537.4500,269.6000,1,1,2026-08-24T00:00:00.000
386,274,312,276,538.8200,270.3000,1,1,2026-08-24T00:00:00.000
387,357,485,217,540.1900,271.0000,1,1,2026-08-24T00:00:00.000
388,281,422,265,541.5600,271.7000,1,1,2026-08-24T00:00:00.000
389,459,137,87,542.9300,272.4000,1,1,2026-08-24T00:00:00.000
390,159,373,41,544.3000,273.1000,1,1,2026-08-24T00:00:00.000
391,70,-1,271,545.6700,273.8000,1,1,2026-08-24T00:00:00.000
392,25,245,454,547.0400,274.5000,1,1,2026-08-24T00:00:00.000
393,264,457,302,548.4100,275.2000,1,1,2026-08-24T00:00:00.000
394,122,496,372,549.7800,275.9000,1,1,2026-08-24T00:00:00.000
395,104,464,238,551.1500,276.6000,1,1,2026-08-24T00:00:00.000
396,243,463,447,552.5200,277.3000,1,1,2026-08-24T00:00:00.000
397,329,357,216,553.8900,278.0000,1,1,2026-08-24T00:00:00.000
398,337,83,197,555.2600,278.7000,1,1,2026-08-24T00:00:00.000
399,245,91,118,556.6300,279.4000,1,1,2026-08-24T00:00:00.000
400,101,202,46,558.0000,280.1000,1,1,2026-08-24T00:00:00.000
401,224,331,477,559.3700,280.8000,1,1,2026-08-24T00:00:00.000
402,331,433,287,560.7400,281.5000,1,1,2026-08-24T00:00:00.000
403,199,13,421,562.1100,282.2000,1,1,2026-08-24T00:00:00.000
404,1,432,141,563.4800,282.9000,1,1,2026-08-24T00:00:00.000
405,172,243,460,564.8500,283.6000,1,1,2026-08-24T00:00:00.000
406,56,221,386,566.2200,284.3000,1,1,2026-08-24T00:00:00.000
407,230,136,363,567.5900,285.0000,1,1,2026-08-24T00:00:00.000
408,14,-1,4,568.9600,285.7000,1,1,2026-08-24T00:00:00.000
409,69,352,153,570.3300,286.4000,1,1,2026-08-24T00:00:00.000
410,233,275,197,571.7000,287.1000,1,1,2026-08-24T00:00:00.000
411,362,85,116,573.0700,287.8000,1,1,2026-08-24T00:00:00.000
412,63,361,330,574.4400,288.5000,1,1,2026-08-24T00:00:00.000
413,125,190,476,575.8100,289.2000,1,1,2026-08-24T00:00:00.000
414,35,121,172,577.1800,289.9000,1,1,2026-08-24T00:00:00.000
415,199,177,319,578.5500,290.6000,1,1,2026-08-24T00:00:00.000
416,163,350,43,579.9200,291.3000,1,1,2026-08-24T00:00:00.000
417,440,414,138,581.2900,292.0000,1,1,2026-08-24T00:00:00.000
418,28,433,197,582.6600,292.7000,1,1,2026-08-24T00:00:00.000
419,12,109,375,584.0300,293.4000,1,1,2026-08-24T00:00:00.000
420,220,456,452,585.4000,294.1000,1,1,2026-08-24T00:00:00.000
421,194,2,148,586.7700,294.8000,1,1,2026-08-24T00:00:00.000
422,162,454,391,588.1400,295.5000,1,1,2026-08-24T00:00:00.000
423,180,139,499,589.5100,296.2000,1,1,2026-08-24T00:00:00.000
424,496,304,358,590.8800,296.9000,1,1,2026-08-24T00:00:00.000
425,61,-1,234,592.2500,297.6000,1,1,2026-08-24T00:00:00.000
426,7,245,448,593.6200,298.3000,1,1,2026-08-24T00:00:00.000
427,319,453,363,594.9900,299.0000,1,1,2026-08-24T00:00:00.000
428,344,398,211,596.3600,299.7000,1,1,2026-08-24T00:00:00.000
429,337,88,496,597.7300,300.4000,1,1,2026-08-24T00:00:00.000
430,164,260,342,599.1000,301.1000,1,1,2026-08-24T00:00:00.000
431,357,303,297,600.4700,301.8000,1,1,2026-08-24T00:00:00.000
432,75,155,395,601.8400,302.5000,1,1,2026-08-24T00:00:00.000
433,415,98,356,603.2100,303.2000,1,1,2026-08-24T00:00:00.000
434,23,94,27,604.5800,303.9000,1,1,2026-08-24T00:00:00.000
435,313,479,115,605.9500,304.6000,1,1,2026-08-24T00:00:00.000
436,345,52,82,607.3200,305.3000,1,1,2026-08-24T00:00:00.000
437,137,452,283,608.6900,306.0000,1,1,2026-08-24T00:00:00.000
438,1,473,214,610.0600,306.7000,1,1,2026-08-24T00:00:00.000
439,269,426,353,611.4300,307.4000,1,1,2026-08-24T00:00:00.000
440,369,339,308,612.8000,308.1000,1,1,2026-08-24T00:00:00.000
441,157,489,434,614.1700,308.8000,1,1,2026-08-24T00:00:00.000
442,12,-1,301,615.5400,309.5000,1,1,2026-08-24T00:00:00.000
443,151,481,47,616.9100,310.2000,1,1,2026-08-24T00:00:00.000
444,116,198,361,618.2800,310.9000,1,1,2026-08-24T00:00:00.000
445,481,149,332,619.6500,311.6000,1,1,2026-08-24T00:00:00.000
446,495,438,301,621.0200,312.3000,1,1,2026-08-24T00:00:00.000
447,332,441,126,622.3900,313.0000,1,1,2026-08-24T00:00:00.000
448,81,238,95,623.7600,313.7000,1,1,2026-08-24T00:00:00.000
449,479,423,65,625.1300,314.4000,1,1,2026-08-24T00:00:00.000
450,402,369,198,626.5000,315.1000,1,1,2026-08-24T00:00:00.000
451,236,35,149,627.8700,315.8000,1,1,2026-08-24T00:00:00.000
452,62,328,74,629.2400,316.5000,1,1,2026-08-24T00:00:00.000
453,393,59,230,630.6100,317.2000,1,1,2026-08-24T00:00:00.000
454,466,213,411,631.9800,317.9000,1,1,2026-08-24T00:00:00.000
455,48,331,326,633.3500,318.6000,1,1,2026-08-24T00:00:00.000
456,306,473,66,634.7200,319.3000,1,1,2026-08-24T00:00:00.000
457,175,310,181,636.0900,320.0000,1,1,2026-08-24T00:00:00.000
458,145,287,153,637.4600,320.7000,1,1,2026-08-24T00:00:00.000
459,267,-1,408,638.8300,321.4000,1,1,2026-08-24T00:00:00.000
460,465,367,243,640.2000,322.1000,1,1,2026-08-24T00:00:00.000
461,224,288,80,641.5700,322.8000,1,1,2026-08-24T00:00:00.000
462,263,191,139,642.9400,323.5000,1,1,2026-08-24T00:00:00.000
463,113,52,248,644.3100,324.2000,1,1,2026-08-24T00:00:00.000
464,90,186,250,645.6800,324.9000,1,1,2026-08-24T00:00:00.000
465,486,325,364,647.0500,325.6000,1,1,2026-08-24T00:00:00.000
466,179,149,317,648.4200,326.3000,1,1,2026-08-24T00:00:00.000
467,359,172,391,649.7900,327.0000,1,1,2026-08-24T00:00:00.000
468,69,353,438,651.1600,327.7000,1,1,2026-08-24T00:00:00.000
469,35,317,445,652.5300,328.4000,1,1,2026-08-24T00:00:00.000
470,5,304,52,653.9000,329.1000,1,1,2026-08-24T00:00:00.000
471,286,47,415,655.2700,329.8000,1,1,2026-08-24T00:00:00.000
472,200,441,307,656.6400,330.5000,1,1,2026-08-24T00:00:00.000
473,179,348,414,658.0100,331.2000,1,1,2026-08-24T00:00:00.000
474,88,300,218,659.3800,331.9000,1,1,2026-08-24T00:00:00.000
475,41,131,365,660.7500,332.6000,1,1,2026-08-24T00:00:00.000
476,478,-1,67,662.1200,333.3000,1,1,2026-08-24T00:00:00.000
477,137,77,122,663.4900,334.0000,1,1,2026-08-24T00:00:00.000
478,390,364,354,664.8600,334.7000,1,1,2026-08-24T00:00:00.000
479,142,384,214,666.2300,335.4000,1,1,2026-08-24T00:00:00.000
480,269,377,140,667.6000,336.1000,1,1,2026-08-24T00:00:00.000
481,191,382,389,668.9700,336.8000,1,1,2026-08-24T00:00:00.000
482,196,69,218,670.3400,337.5000,1,1,2026-08-24T00:00:00.000
483,463,108,488,671.7100,338.2000,1,1,2026-08-24T00:00:00.000
484,24,19,380,673.0800,338.9000,1,1,2026-08-24T00:00:00.000
485,485,457,275,674.4500,339.6000,1,1,2026-08-24T00:00:00.000
486,242,81,337,675.8200,340.3000,1,1,2026-08-24T00:00:00.000
487,269,268,408,677.1900,341.0000,1,1,2026-08-24T00:00:00.000
488,486,428,170,678.5600,341.7000,1,1,2026-08-24T00:00:00.000
489,67,2,440,679.9300,342.4000,1,1,2026-08-24T00:00:00.000
490,165,118,389,681.3000,343.1000,1,1,2026-08-24T00:00:00.000
491,217,271,407,682.6700,343.8000,1,1,2026-08-24T00:00:00.000
492,131,14,78,684.0400,344.5000,1,1,2026-08-24T00:00:00.000
493,225,-1,480,685.4100,345.2000,1,1,2026-08-24T00:00:00.000
494,129,272,74,686.7800,345.9000,1,1,2026-08-24T00:00:00.000
495,335,263,398,688.1500,346.6000,1,1,2026-08-24T00:00:00.000
496,31,94,249,689.5200,347.3000,1,1,2026-08-24T00:00:00.000
497,477,165,263,690.8900,348.0000,1,1,2026-08-24T00:00:00.000
498,110,421,443,692.2600,348.7000,1,1,2026-08-24T00:00:00.000
499,73,103,260,693.6300,349.4000,1,1,2026-08-24T00:00:00.000
500,57,385,148,695.0000,350.1000,1,1,2026-08-24T00:00:00.000
