FinanceCostComponentAllocationKey,FinanceProductCostVersionKey,FinanceCostComponentDetailKey,FinanceCostElementDetailKey,AllocationRatio,ComponentCostAmount,SourceSystemKey,BatchId,LoadedAtUtc
372,451,188,195,373.000000,519.6400,1,1,2026-08-24T00:00:00.000
373,319,376,383,374.000000,521.0100,1,1,2026-08-24T00:00:00.000
374,26,417,389,375.000000,522.3800,1,1,2026-08-24T00:00:00.000
375,468,95,237,376.000000,523.7500,1,1,2026-08-24T00:00:00.000
376,199,424,238,377.000000,525.1200,1,1,2026-08-24T00:00:00.000
377,46,267,72,378.000000,526.4900,1,1,2026-08-24T00:00:00.000
378,73,153,353,379.000000,527.8600,1,1,2026-08-24T00:00:00.000
379,475,463,359,380.000000,529.2300,1,1,2026-08-24T00:00:00.000
380,267,361,103,381.000000,530.6000,1,1,2026-08-24T00:00:00.000
381,448,327,240,382.000000,531.9700,1,1,2026-08-24T00:00:00.000
382,377,236,73,383.000000,533.3400,1,1,2026-08-24T00:00:00.000
383,439,216,160,384.000000,534.7100,1,1,2026-08-24T00:00:00.000
384,249,275,421,385.000000,536.0800,1,1,2026-08-24T00:00:00.000
385,206,80,453,386.000000,537.4500,1,1,2026-08-24T00:00:00.000
386,469,417,486,387.000000,538.8200,1,1,2026-08-24T00:00:00.000
387,68,79,367,388.000000,540.1900,1,1,2026-08-24T00:00:00.000
388,293,421,338,389.000000,541.5600,1,1,2026-08-24T00:00:00.000
389,326,192,392,390.000000,542.9300,1,1,2026-08-24T00:00:00.000
390,398,322,184,391.000000,544.3000,1,1,2026-08-24T00:00:00.000
391,326,260,294,392.000000,545.6700,1,1,2026-08-24T00:00:00.000
392,89,101,136,393.000000,547.0400,1,1,2026-08-24T00:00:00.000
393,473,462,462,394.000000,548.4100,1,1,2026-08-24T00:00:00.000
394,96,253,209,395.000000,549.7800,1,1,2026-08-24T00:00:00.000
395,255,306,396,396.000000,551.1500,1,1,2026-08-24T00:00:00.000
396,262,223,413,397.000000,552.5200,1,1,2026-08-24T00:00:00.000
397,56,376,239,398.000000,553.8900,1,1,2026-08-24T00:00:00.000
398,445,70,437,399.000000,555.2600,1,1,2026-08-24T00:00:00.000
399,384,338,200,400.000000,556.6300,1,1,2026-08-24T00:00:00.000
400,332,203,441,401.000000,558.0000,1,1,2026-08-24T00:00:00.000
401,177,320,84,402.000000,559.3700,1,1,2026-08-24T00:00:00.000
402,195,335,39,403.000000,560.7400,1,1,2026-08-24T00:00:00.000
403,333,436,304,404.000000,562.1100,1,1,2026-08-24T00:00:00.000
404,214,419,259,405.000000,563.4800,1,1,2026-08-24T00:00:00.000
405,115,417,447,406.000000,564.8500,1,1,2026-08-24T00:00:00.000
406,323,105,303,407.000000,566.2200,1,1,2026-08-24T00:00:00.000
407,95,448,320,408.000000,567.5900,1,1,2026-08-24T00:00:00.000
408,235,113,386,409.000000,568.9600,1,1,2026-08-24T00:00:00.000
409,23,78,196,410.000000,570.3300,1,1,2026-08-24T00:00:00.000
410,180,403,339,411.000000,571.7000,1,1,2026-08-24T00:00:00.000
411,82,379,213,412.000000,573.0700,1,1,2026-08-24T00:00:00.000
412,253,342,369,413.000000,574.4400,1,1,2026-08-24T00:00:00.000
413,275,423,254,414.000000,575.8100,1,1,2026-08-24T00:00:00.000
414,443,127,232,415.000000,577.1800,1,1,2026-08-24T00:00:00.000
415,282,16,178,416.000000,578.5500,1,1,2026-08-24T00:00:00.000
416,6,82,291,417.000000,579.9200,1,1,2026-08-24T00:00:00.000
417,246,12,466,418.000000,581.2900,1,1,2026-08-24T00:00:00.000
418,122,468,86,419.000000,582.6600,1,1,2026-08-24T00:00:00.000
419,490,145,494,420.000000,584.0300,1,1,2026-08-24T00:00:00.000
420,340,350,41,421.000000,585.4000,1,1,2026-08-24T00:00:00.000
421,99,147,251,422.000000,586.7700,1,1,2026-08-24T00:00:00.000
422,488,232,309,423.000000,588.1400,1,1,2026-08-24T00:00:00.000
423,1,468,290,424.000000,589.5100,1,1,2026-08-24T00:00:00.000
424,3,306,406,425.000000,590.8800,1,1,2026-08-24T00:00:00.000
425,481,313,497,426.000000,592.2500,1,1,2026-08-24T00:00:00.000
426,1,163,146,427.000000,593.6200,1,1,2026-08-24T00:00:00.000
427,6,425,458,428.000000,594.9900,1,1,2026-08-24T00:00:00.000
428,105,154,374,429.000000,596.3600,1,1,2026-08-24T00:00:00.000
429,188,109,21,430.000000,597.7300,1,1,2026-08-24T00:00:00.000
430,86,375,262,431.000000,599.1000,1,1,2026-08-24T00:00:00.000
431,101,308,255,432.000000,600.4700,1,1,2026-08-24T00:00:00.000
432,51,343,62,433.000000,601.8400,1,1,2026-08-24T00:00:00.000
433,129,356,44,434.000000,603.2100,1,1,2026-08-24T00:00:00.000
434,10,325,94,435.000000,604.5800,1,1,2026-08-24T00:00:00.000
435,253,393,119,436.000000,605.9500,1,1,2026-08-24T00:00:00.000
436,479,97,209,437.000000,607.3200,1,1,2026-08-24T00:00:00.000
437,36,495,116,438.000000,608.6900,1,1,2026-08-24T00:00:00.000
438,265,400,497,439.000000,610.0600,1,1,2026-08-24T00:00:00.000
439,148,74,316,440.000000,611.4300,1,1,2026-08-24T00:00:00.000
440,406,207,396,441.000000,612.8000,1,1,2026-08-24T00:00:00.000
441,457,270,376,442.000000,614.1700,1,1,2026-08-24T00:00:00.000
442,100,412,215,443.000000,615.5400,1,1,2026-08-24T00:00:00.000
443,282,237,151,444.000000,616.9100,1,1,2026-08-24T00:00:00.000
444,484,233,186,445.000000,618.2800,1,1,2026-08-24T00:00:00.000
445,445,157,291,446.000000,619.6500,1,1,2026-08-24T00:00:00.000
446,93,366,189,447.000000,621.0200,1,1,2026-08-24T00:00:00.000
447,174,334,124,448.000000,622.3900,1,1,2026-08-24T00:00:00.000
448,100,263,103,449.000000,623.7600,1,1,2026-08-24T00:00:00.000
449,462,306,81,450.000000,625.1300,1,1,2026-08-24T00:00:00.000
450,19,189,188,451.000000,626.5000,1,1,2026-08-24T00:00:00.000
451,34,175,387,452.000000,627.8700,1,1,2026-08-24T00:00:00.000
452,345,98,19,453.000000,629.2400,1,1,2026-08-24T00:00:00.000
453,52,313,426,454.000000,630.6100,1,1,2026-08-24T00:00:00.000
454,14,67,481,455.000000,631.9800,1,1,2026-08-24T00:00:00.000
455,375,221,98,456.000000,633.3500,1,1,2026-08-24T00:00:00.000
456,387,350,388,457.000000,634.7200,1,1,2026-08-24T00:00:00.000
457,405,271,76,458.000000,636.0900,1,1,2026-08-24T00:00:00.000
458,318,137,491,459.000000,637.4600,1,1,2026-08-24T00:00:00.000
459,320,228,483,460.000000,638.8300,1,1,2026-08-24T00:00:00.000
460,343,233,376,461.000000,640.2000,1,1,2026-08-24T00:00:00.000
461,181,436,79,462.000000,641.5700,1,1,2026-08-24T00:00:00.000
462,290,28,382,463.000000,642.9400,1,1,2026-08-24T00:00:00.000
463,356,340,145,464.000000,644.3100,1,1,2026-08-24T00:00:00.000
464,395,419,137,465.000000,645.6800,1,1,2026-08-24T00:00:00.000
465,374,425,28,466.000000,647.0500,1,1,2026-08-24T00:00:00.000
466,499,268,364,467.000000,648.4200,1,1,2026-08-24T00:00:00.000
467,364,411,264,468.000000,649.7900,1,1,2026-08-24T00:00:00.000
468,91,87,383,469.000000,651.1600,1,1,2026-08-24T00:00:00.000
469,280,161,474,470.000000,652.5300,1,1,2026-08-24T00:00:00.000
470,134,62,181,471.000000,653.9000,1,1,2026-08-24T00:00:00.000
471,113,485,427,472.000000,655.2700,1,1,2026-08-24T00:00:00.000
472,481,358,367,473.000000,656.6400,1,1,2026-08-24T00:00:00.000
473,290,174,268,474.000000,658.0100,1,1,2026-08-24T00:00:00.000
474,172,427,345,475.000000,659.3800,1,1,2026-08-24T00:00:00.000
475,191,153,221,476.000000,660.7500,1,1,2026-08-24T00:00:00.000
476,96,258,393,477.000000,662.1200,1,1,2026-08-24T00:00:00.000
477,328,116,404,478.000000,663.4900,1,1,2026-08-24T00:00:00.000
478,236,118,276,479.000000,664.8600,1,1,2026-08-24T00:00:00.000
479,55,413,3,480.000000,666.2300,1,1,2026-08-24T00:00:00.000
480,441,420,313,481.000000,667.6000,1,1,2026-08-24T00:00:00.000
481,469,431,216,482.000000,668.9700,1,1,2026-08-24T00:00:00.000
482,112,455,234,483.000000,670.3400,1,1,2026-08-24T00:00:00.000
483,164,459,106,484.000000,671.7100,1,1,2026-08-24T00:00:00.000
484,350,233,270,485.000000,673.0800,1,1,2026-08-24T00:00:00.000
485,362,378,7,486.000000,674.4500,1,1,2026-08-24T00:00:00.000
486,102,374,27,487.000000,675.8200,1,1,2026-08-24T00:00:00.000
487,293,321,329,488.000000,677.1900,1,1,2026-08-24T00:00:00.000
488,79,489,298,489.000000,678.5600,1,1,2026-08-24T00:00:00.000
489,197,347,190,490.000000,679.9300,1,1,2026-08-24T00:00:00.000
490,115,352,86,491.000000,681.3000,1,1,2026-08-24T00:00:00.000
491,416,101,352,492.000000,682.6700,1,1,2026-08-24T00:00:00.000
492,464,455,169,493.000000,684.0400,1,1,2026-08-24T00:00:00.000
493,90,402,492,494.000000,685.4100,1,1,2026-08-24T00:00:00.000
494,437,440,199,495.000000,686.7800,1,1,2026-08-24T00:00:00.000
495,163,431,80,496.000000,688.1500,1,1,2026-08-24T00:00:00.000
496,211,20,89,497.000000,689.5200,1,1,2026-08-24T00:00:00.000
497,271,371,98,498.000000,690.8900,1,1,2026-08-24T00:00:00.000
498,397,289,198,499.000000,692.2600,1,1,2026-08-24T00:00:00.000
499,383,227,445,500.000000,693.6300,1,1,2026-08-24T00:00:00.000
500,65,264,176,501.000000,695.0000,1,1,2026-08-24T00:00:00.000
