InventoryContainerContentKey,InventoryContainerKey,InventoryLotKey,InventorySerialNumberKey,ContentQuantity,SourceSystemKey,BatchId,LoadedAtUtc
431,453,314,3,301.8000,1,1,2026-08-24T00:00:00.000
432,440,71,312,302.5000,1,1,2026-08-24T00:00:00.000
433,101,337,233,303.2000,1,1,2026-08-24T00:00:00.000
434,151,85,472,303.9000,1,1,2026-08-24T00:00:00.000
435,460,494,297,304.6000,1,1,2026-08-24T00:00:00.000
436,135,287,196,305.3000,1,1,2026-08-24T00:00:00.000
437,243,3,440,306.0000,1,1,2026-08-24T00:00:00.000
438,312,10,21,306.7000,1,1,2026-08-24T00:00:00.000
439,433,269,108,307.4000,1,1,2026-08-24T00:00:00.000
440,203,90,387,308.1000,1,1,2026-08-24T00:00:00.000
441,16,159,42,308.8000,1,1,2026-08-24T00:00:00.000
442,150,-1,-1,309.5000,1,1,2026-08-24T00:00:00.000
443,359,100,348,310.2000,1,1,2026-08-24T00:00:00.000
444,174,339,252,310.9000,1,1,2026-08-24T00:00:00.000
445,378,248,312,311.6000,1,1,2026-08-24T00:00:00.000
446,26,11,73,312.3000,1,1,2026-08-24T00:00:00.000
447,383,168,271,313.0000,1,1,2026-08-24T00:00:00.000
448,183,42,352,313.7000,1,1,2026-08-24T00:00:00.000
449,454,110,465,314.4000,1,1,2026-08-24T00:00:00.000
450,200,121,311,315.1000,1,1,2026-08-24T00:00:00.000
451,320,372,392,315.8000,1,1,2026-08-24T00:00:00.000
452,154,298,277,316.5000,1,1,2026-08-24T00:00:00.000
453,351,236,401,317.2000,1,1,2026-08-24T00:00:00.000
454,476,255,219,317.9000,1,1,2026-08-24T00:00:00.000
455,273,57,419,318.6000,1,1,2026-08-24T00:00:00.000
456,348,384,18,319.3000,1,1,2026-08-24T00:00:00.000
457,130,161,175,320.0000,1,1,2026-08-24T00:00:00.000
458,403,7,423,320.7000,1,1,2026-08-24T00:00:00.000
459,266,-1,-1,321.4000,1,1,2026-08-24T00:00:00.000
460,491,336,411,322.1000,1,1,2026-08-24T00:00:00.000
461,430,440,378,322.8000,1,1,2026-08-24T00:00:00.000
462,268,381,437,323.5000,1,1,2026-08-24T00:00:00.000
463,192,60,49,324.2000,1,1,2026-08-24T00:00:00.000
464,17,179,259,324.9000,1,1,2026-08-24T00:00:00.000
465,274,4,486,325.6000,1,1,2026-08-24T00:00:00.000
466,397,319,316,326.3000,1,1,2026-08-24T00:00:00.000
467,471,183,314,327.0000,1,1,2026-08-24T00:00:00.000
468,58,34,204,327.7000,1,1,2026-08-24T00:00:00.000
469,248,30,294,328.4000,1,1,2026-08-24T00:00:00.000
470,105,467,35,329.1000,1,1,2026-08-24T00:00:00.000
471,409,469,455,329.8000,1,1,2026-08-24T00:00:00.000
472,161,120,256,330.5000,1,1,2026-08-24T00:00:00.000
473,288,252,120,331.2000,1,1,2026-08-24T00:00:00.000
474,233,427,243,331.9000,1,1,2026-08-24T00:00:00.000
475,61,258,262,332.6000,1,1,2026-08-24T00:00:00.000
476,265,-1,-1,333.3000,1,1,2026-08-24T00:00:00.000
477,85,335,291,334.0000,1,1,2026-08-24T00:00:00.000
478,176,390,331,334.7000,1,1,2026-08-24T00:00:00.000
479,374,324,399,335.4000,1,1,2026-08-24T00:00:00.000
480,77,51,63,336.1000,1,1,2026-08-24T00:00:00.000
481,44,209,59,336.8000,1,1,2026-08-24T00:00:00.000
482,34,194,316,337.5000,1,1,2026-08-24T00:00:00.000
483,403,230,260,338.2000,1,1,2026-08-24T00:00:00.000
484,199,470,45,338.9000,1,1,2026-08-24T00:00:00.000
485,89,375,322,339.6000,1,1,2026-08-24T00:00:00.000
486,151,126,340,340.3000,1,1,2026-08-24T00:00:00.000
487,410,3,11,341.0000,1,1,2026-08-24T00:00:00.000
488,149,147,152,341.7000,1,1,2026-08-24T00:00:00.000
489,303,32,255,342.4000,1,1,2026-08-24T00:00:00.000
490,134,126,407,343.1000,1,1,2026-08-24T00:00:00.000
491,367,171,391,343.8000,1,1,2026-08-24T00:00:00.000
492,458,28,185,344.5000,1,1,2026-08-24T00:00:00.000
493,303,-1,-1,345.2000,1,1,2026-08-24T00:00:00.000
494,411,384,70,345.9000,1,1,2026-08-24T00:00:00.000
495,309,391,177,346.6000,1,1,2026-08-24T00:00:00.000
496,186,255,324,347.3000,1,1,2026-08-24T00:00:00.000
497,230,377,218,348.0000,1,1,2026-08-24T00:00:00.000
498,228,306,236,348.7000,1,1,2026-08-24T00:00:00.000
499,87,255,179,349.4000,1,1,2026-08-24T00:00:00.000
500,500,35,307,350.1000,1,1,2026-08-24T00:00:00.000
