ServiceOrderPartKey,ServiceRepairCodeKey,ProductKey,UnitOfMeasureKey,StandardPartQuantity,IsMandatoryPart,SourceSystemKey,BatchId,LoadedAtUtc
406,419,369,2,284.3000,1,1,1,2026-08-24T00:00:00.000
407,298,92,3,285.0000,1,1,1,2026-08-24T00:00:00.000
408,194,381,3,285.7000,1,1,1,2026-08-24T00:00:00.000
409,475,85,2,286.4000,1,1,1,2026-08-24T00:00:00.000
410,89,213,1,287.1000,0,1,1,2026-08-24T00:00:00.000
411,68,49,5,287.8000,1,1,1,2026-08-24T00:00:00.000
412,387,203,1,288.5000,1,1,1,2026-08-24T00:00:00.000
413,364,375,6,289.2000,1,1,1,2026-08-24T00:00:00.000
414,83,71,7,289.9000,1,1,1,2026-08-24T00:00:00.000
415,287,475,7,290.6000,0,1,1,2026-08-24T00:00:00.000
416,333,235,2,291.3000,1,1,1,2026-08-24T00:00:00.000
417,274,35,7,292.0000,1,1,1,2026-08-24T00:00:00.000
418,14,324,2,292.7000,1,1,1,2026-08-24T00:00:00.000
419,313,262,5,293.4000,1,1,1,2026-08-24T00:00:00.000
420,258,86,5,294.1000,0,1,1,2026-08-24T00:00:00.000
421,311,303,7,294.8000,1,1,1,2026-08-24T00:00:00.000
422,289,421,7,295.5000,1,1,1,2026-08-24T00:00:00.000
423,435,280,3,296.2000,1,1,1,2026-08-24T00:00:00.000
424,114,197,6,296.9000,1,1,1,2026-08-24T00:00:00.000
425,118,313,4,297.6000,0,1,1,2026-08-24T00:00:00.000
426,293,173,2,298.3000,1,1,1,2026-08-24T00:00:00.000
427,305,189,1,299.0000,1,1,1,2026-08-24T00:00:00.000
428,279,52,1,299.7000,1,1,1,2026-08-24T00:00:00.000
429,101,419,5,300.4000,1,1,1,2026-08-24T00:00:00.000
430,490,336,1,301.1000,0,1,1,2026-08-24T00:00:00.000
431,132,146,3,301.8000,1,1,1,2026-08-24T00:00:00.000
432,433,229,1,302.5000,1,1,1,2026-08-24T00:00:00.000
433,335,488,2,303.2000,1,1,1,2026-08-24T00:00:00.000
434,356,337,7,303.9000,1,1,1,2026-08-24T00:00:00.000
435,21,256,4,304.6000,0,1,1,2026-08-24T00:00:00.000
436,114,98,3,305.3000,1,1,1,2026-08-24T00:00:00.000
437,265,249,4,306.0000,1,1,1,2026-08-24T00:00:00.000
438,156,146,5,306.7000,1,1,1,2026-08-24T00:00:00.000
439,247,168,4,307.4000,1,1,1,2026-08-24T00:00:00.000
440,238,7,4,308.1000,0,1,1,2026-08-24T00:00:00.000
441,61,321,7,308.8000,1,1,1,2026-08-24T00:00:00.000
442,442,493,4,309.5000,1,1,1,2026-08-24T00:00:00.000
443,455,290,2,310.2000,1,1,1,2026-08-24T00:00:00.000
444,433,130,4,310.9000,1,1,1,2026-08-24T00:00:00.000
445,455,490,4,311.6000,0,1,1,2026-08-24T00:00:00.000
446,422,17,1,312.3000,1,1,1,2026-08-24T00:00:00.000
447,235,479,4,313.0000,1,1,1,2026-08-24T00:00:00.000
448,496,319,6,313.7000,1,1,1,2026-08-24T00:00:00.000
449,475,405,5,314.4000,1,1,1,2026-08-24T00:00:00.000
450,128,357,5,315.1000,0,1,1,2026-08-24T00:00:00.000
451,488,55,4,315.8000,1,1,1,2026-08-24T00:00:00.000
452,5,150,3,316.5000,1,1,1,2026-08-24T00:00:00.000
453,370,117,5,317.2000,1,1,1,2026-08-24T00:00:00.000
454,122,3,4,317.9000,1,1,1,2026-08-24T00:00:00.000
455,51,187,7,318.6000,0,1,1,2026-08-24T00:00:00.000
456,75,50,1,319.3000,1,1,1,2026-08-24T00:00:00.000
457,263,148,1,320.0000,1,1,1,2026-08-24T00:00:00.000
458,152,397,1,320.7000,1,1,1,2026-08-24T00:00:00.000
459,221,55,4,321.4000,1,1,1,2026-08-24T00:00:00.000
460,397,316,7,322.1000,0,1,1,2026-08-24T00:00:00.000
461,58,487,3,322.8000,1,1,1,2026-08-24T00:00:00.000
462,195,336,2,323.5000,1,1,1,2026-08-24T00:00:00.000
463,334,251,4,324.2000,1,1,1,2026-08-24T00:00:00.000
464,210,475,2,324.9000,1,1,1,2026-08-24T00:00:00.000
465,222,1,2,325.6000,0,1,1,2026-08-24T00:00:00.000
466,124,228,7,326.3000,1,1,1,2026-08-24T00:00:00.000
467,222,197,2,327.0000,1,1,1,2026-08-24T00:00:00.000
468,471,90,7,327.7000,1,1,1,2026-08-24T00:00:00.000
469,19,107,5,328.4000,1,1,1,2026-08-24T00:00:00.000
470,218,474,4,329.1000,0,1,1,2026-08-24T00:00:00.000
471,37,76,7,329.8000,1,1,1,2026-08-24T00:00:00.000
472,155,176,3,330.5000,1,1,1,2026-08-24T00:00:00.000
473,460,194,1,331.2000,1,1,1,2026-08-24T00:00:00.000
474,428,199,4,331.9000,1,1,1,2026-08-24T00:00:00.000
475,222,422,5,332.6000,0,1,1,2026-08-24T00:00:00.000
476,140,75,7,333.3000,1,1,1,2026-08-24T00:00:00.000
477,337,4,5,334.0000,1,1,1,2026-08-24T00:00:00.000
478,372,333,2,334.7000,1,1,1,2026-08-24T00:00:00.000
479,274,295,6,335.4000,1,1,1,2026-08-24T00:00:00.000
480,24,349,7,336.1000,0,1,1,2026-08-24T00:00:00.000
481,324,202,4,336.8000,1,1,1,2026-08-24T00:00:00.000
482,407,150,4,337.5000,1,1,1,2026-08-24T00:00:00.000
483,231,225,5,338.2000,1,1,1,2026-08-24T00:00:00.000
484,427,238,2,338.9000,1,1,1,2026-08-24T00:00:00.000
485,461,351,1,339.6000,0,1,1,2026-08-24T00:00:00.000
486,154,87,1,340.3000,1,1,1,2026-08-24T00:00:00.000
487,449,418,5,341.0000,1,1,1,2026-08-24T00:00:00.000
488,417,432,4,341.7000,1,1,1,2026-08-24T00:00:00.000
489,369,453,4,342.4000,1,1,1,2026-08-24T00:00:00.000
490,14,350,2,343.1000,0,1,1,2026-08-24T00:00:00.000
491,90,74,7,343.8000,1,1,1,2026-08-24T00:00:00.000
492,24,162,2,344.5000,1,1,1,2026-08-24T00:00:00.000
493,3,449,1,345.2000,1,1,1,2026-08-24T00:00:00.000
494,264,447,3,345.9000,1,1,1,2026-08-24T00:00:00.000
495,412,113,1,346.6000,0,1,1,2026-08-24T00:00:00.000
496,87,108,5,347.3000,1,1,1,2026-08-24T00:00:00.000
497,263,7,1,348.0000,1,1,1,2026-08-24T00:00:00.000
498,207,78,4,348.7000,1,1,1,2026-08-24T00:00:00.000
499,405,193,7,349.4000,1,1,1,2026-08-24T00:00:00.000
500,90,385,2,350.1000,0,1,1,2026-08-24T00:00:00.000
