EnergyMeterAssetKey,EnergyMeterPointKey,AssetKey,AllocationRatio,EffectiveStartDate,EffectiveEndDate,SourceSystemKey,BatchId,LoadedAtUtc
314,284,171,315.000000,2020-11-10,2021-11-10,1,1,2026-08-24T00:00:00.000
315,470,176,316.000000,2020-11-11,2021-11-11,1,1,2026-08-24T00:00:00.000
316,146,95,317.000000,2020-11-12,2021-11-12,1,1,2026-08-24T00:00:00.000
317,321,368,318.000000,2020-11-13,2021-11-13,1,1,2026-08-24T00:00:00.000
318,123,60,319.000000,2020-11-14,2021-11-14,1,1,2026-08-24T00:00:00.000
319,407,338,320.000000,2020-11-15,2021-11-15,1,1,2026-08-24T00:00:00.000
320,24,427,321.000000,2020-11-16,2021-11-16,1,1,2026-08-24T00:00:00.000
321,20,204,322.000000,2020-11-17,2021-11-17,1,1,2026-08-24T00:00:00.000
322,461,140,323.000000,2020-11-18,2021-11-18,1,1,2026-08-24T00:00:00.000
323,246,131,324.000000,2020-11-19,2021-11-19,1,1,2026-08-24T00:00:00.000
324,192,385,325.000000,2020-11-20,2021-11-20,1,1,2026-08-24T00:00:00.000
325,284,149,326.000000,2020-11-21,2021-11-21,1,1,2026-08-24T00:00:00.000
326,149,424,327.000000,2020-11-22,2021-11-22,1,1,2026-08-24T00:00:00.000
327,259,275,328.000000,2020-11-23,2021-11-23,1,1,2026-08-24T00:00:00.000
328,47,19,329.000000,2020-11-24,2021-11-24,1,1,2026-08-24T00:00:00.000
329,418,121,330.000000,2020-11-25,2021-11-25,1,1,2026-08-24T00:00:00.000
330,399,282,331.000000,2020-11-26,2021-11-26,1,1,2026-08-24T00:00:00.000
331,98,243,332.000000,2020-11-27,2021-11-27,1,1,2026-08-24T00:00:00.000
332,5,17,333.000000,2020-11-28,2021-11-28,1,1,2026-08-24T00:00:00.000
333,461,216,334.000000,2020-11-29,2021-11-29,1,1,2026-08-24T00:00:00.000
334,167,348,335.000000,2020-11-30,2021-11-30,1,1,2026-08-24T00:00:00.000
335,370,408,336.000000,2020-12-01,2021-12-01,1,1,2026-08-24T00:00:00.000
336,497,344,337.000000,2020-12-02,2021-12-02,1,1,2026-08-24T00:00:00.000
337,132,440,338.000000,2020-12-03,2021-12-03,1,1,2026-08-24T00:00:00.000
338,147,54,339.000000,2020-12-04,2021-12-04,1,1,2026-08-24T00:00:00.000
339,477,228,340.000000,2020-12-05,2021-12-05,1,1,2026-08-24T00:00:00.000
340,348,291,341.000000,2020-12-06,2021-12-06,1,1,2026-08-24T00:00:00.000
341,368,324,342.000000,2020-12-07,2021-12-07,1,1,2026-08-24T00:00:00.000
342,228,359,343.000000,2020-12-08,2021-12-08,1,1,2026-08-24T00:00:00.000
343,10,451,344.000000,2020-12-09,2021-12-09,1,1,2026-08-24T00:00:00.000
344,437,356,345.000000,2020-12-10,2021-12-10,1,1,2026-08-24T00:00:00.000
345,444,483,346.000000,2020-12-11,2021-12-11,1,1,2026-08-24T00:00:00.000
346,268,212,347.000000,2020-12-12,2021-12-12,1,1,2026-08-24T00:00:00.000
347,322,55,348.000000,2020-12-13,2021-12-13,1,1,2026-08-24T00:00:00.000
348,50,299,349.000000,2020-12-14,2021-12-14,1,1,2026-08-24T00:00:00.000
349,390,7,350.000000,2020-12-15,2021-12-15,1,1,2026-08-24T00:00:00.000
350,284,478,351.000000,2020-12-16,2021-12-16,1,1,2026-08-24T00:00:00.000
351,55,230,352.000000,2020-12-17,2021-12-17,1,1,2026-08-24T00:00:00.000
352,490,351,353.000000,2020-12-18,2021-12-18,1,1,2026-08-24T00:00:00.000
353,251,147,354.000000,2020-12-19,2021-12-19,1,1,2026-08-24T00:00:00.000
354,23,364,355.000000,2020-12-20,2021-12-20,1,1,2026-08-24T00:00:00.000
355,94,398,356.000000,2020-12-21,2021-12-21,1,1,2026-08-24T00:00:00.000
356,401,415,357.000000,2020-12-22,2021-12-22,1,1,2026-08-24T00:00:00.000
357,279,482,358.000000,2020-12-23,2021-12-23,1,1,2026-08-24T00:00:00.000
358,111,361,359.000000,2020-12-24,2021-12-24,1,1,2026-08-24T00:00:00.000
359,111,298,360.000000,2020-12-25,2021-12-25,1,1,2026-08-24T00:00:00.000
360,293,275,361.000000,2020-12-26,2021-12-26,1,1,2026-08-24T00:00:00.000
361,425,286,362.000000,2020-12-27,2021-12-27,1,1,2026-08-24T00:00:00.000
362,482,180,363.000000,2020-12-28,2021-12-28,1,1,2026-08-24T00:00:00.000
363,175,459,364.000000,2020-12-29,2021-12-29,1,1,2026-08-24T00:00:00.000
364,274,266,365.000000,2020-12-30,2021-12-30,1,1,2026-08-24T00:00:00.000
365,464,474,366.000000,2020-12-31,2021-12-31,1,1,2026-08-24T00:00:00.000
366,291,42,367.000000,2021-01-01,2022-01-01,1,1,2026-08-24T00:00:00.000
367,116,353,368.000000,2021-01-02,2022-01-02,1,1,2026-08-24T00:00:00.000
368,74,99,369.000000,2021-01-03,2022-01-03,1,1,2026-08-24T00:00:00.000
369,389,73,370.000000,2021-01-04,2022-01-04,1,1,2026-08-24T00:00:00.000
370,436,207,371.000000,2021-01-05,2022-01-05,1,1,2026-08-24T00:00:00.000
371,376,23,372.000000,2021-01-06,2022-01-06,1,1,2026-08-24T00:00:00.000
372,316,88,373.000000,2021-01-07,2022-01-07,1,1,2026-08-24T00:00:00.000
373,209,102,374.000000,2021-01-08,2022-01-08,1,1,2026-08-24T00:00:00.000
374,465,91,375.000000,2021-01-09,2022-01-09,1,1,2026-08-24T00:00:00.000
375,478,192,376.000000,2021-01-10,2022-01-10,1,1,2026-08-24T00:00:00.000
376,210,91,377.000000,2021-01-11,2022-01-11,1,1,2026-08-24T00:00:00.000
377,148,107,378.000000,2021-01-12,2022-01-12,1,1,2026-08-24T00:00:00.000
378,474,139,379.000000,2021-01-13,2022-01-13,1,1,2026-08-24T00:00:00.000
379,285,144,380.000000,2021-01-14,2022-01-14,1,1,2026-08-24T00:00:00.000
380,79,166,381.000000,2021-01-15,2022-01-15,1,1,2026-08-24T00:00:00.000
381,359,136,382.000000,2021-01-16,2022-01-16,1,1,2026-08-24T00:00:00.000
382,453,147,383.000000,2021-01-17,2022-01-17,1,1,2026-08-24T00:00:00.000
383,244,300,384.000000,2021-01-18,2022-01-18,1,1,2026-08-24T00:00:00.000
384,265,184,385.000000,2021-01-19,2022-01-19,1,1,2026-08-24T00:00:00.000
385,125,146,386.000000,2021-01-20,2022-01-20,1,1,2026-08-24T00:00:00.000
386,76,304,387.000000,2021-01-21,2022-01-21,1,1,2026-08-24T00:00:00.000
387,130,13,388.000000,2021-01-22,2022-01-22,1,1,2026-08-24T00:00:00.000
388,257,377,389.000000,2021-01-23,2022-01-23,1,1,2026-08-24T00:00:00.000
389,194,329,390.000000,2021-01-24,2022-01-24,1,1,2026-08-24T00:00:00.000
390,230,437,391.000000,2021-01-25,2022-01-25,1,1,2026-08-24T00:00:00.000
391,57,315,392.000000,2021-01-26,2022-01-26,1,1,2026-08-24T00:00:00.000
392,364,469,393.000000,2021-01-27,2022-01-27,1,1,2026-08-24T00:00:00.000
393,230,127,394.000000,2021-01-28,2022-01-28,1,1,2026-08-24T00:00:00.000
394,485,396,395.000000,2021-01-29,2022-01-29,1,1,2026-08-24T00:00:00.000
395,281,164,396.000000,2021-01-30,2022-01-30,1,1,2026-08-24T00:00:00.000
396,420,230,397.000000,2021-01-31,2022-01-31,1,1,2026-08-24T00:00:00.000
397,262,51,398.000000,2021-02-01,2022-02-01,1,1,2026-08-24T00:00:00.000
398,319,290,399.000000,2021-02-02,2022-02-02,1,1,2026-08-24T00:00:00.000
399,419,53,400.000000,2021-02-03,2022-02-03,1,1,2026-08-24T00:00:00.000
400,267,71,401.000000,2021-02-04,2022-02-04,1,1,2026-08-24T00:00:00.000
401,422,385,402.000000,2021-02-05,2022-02-05,1,1,2026-08-24T00:00:00.000
402,223,203,403.000000,2021-02-06,2022-02-06,1,1,2026-08-24T00:00:00.000
403,218,234,404.000000,2021-02-07,2022-02-07,1,1,2026-08-24T00:00:00.000
404,193,116,405.000000,2021-02-08,2022-02-08,1,1,2026-08-24T00:00:00.000
405,494,411,406.000000,2021-02-09,2022-02-09,1,1,2026-08-24T00:00:00.000
406,10,265,407.000000,2021-02-10,2022-02-10,1,1,2026-08-24T00:00:00.000
407,438,89,408.000000,2021-02-11,2022-02-11,1,1,2026-08-24T00:00:00.000
408,45,367,409.000000,2021-02-12,2022-02-12,1,1,2026-08-24T00:00:00.000
409,42,224,410.000000,2021-02-13,2022-02-13,1,1,2026-08-24T00:00:00.000
410,366,436,411.000000,2021-02-14,2022-02-14,1,1,2026-08-24T00:00:00.000
411,34,200,412.000000,2021-02-15,2022-02-15,1,1,2026-08-24T00:00:00.000
412,5,394,413.000000,2021-02-16,2022-02-16,1,1,2026-08-24T00:00:00.000
413,37,36,414.000000,2021-02-17,2022-02-17,1,1,2026-08-24T00:00:00.000
414,264,412,415.000000,2021-02-18,2022-02-18,1,1,2026-08-24T00:00:00.000
415,328,278,416.000000,2021-02-19,2022-02-19,1,1,2026-08-24T00:00:00.000
416,255,169,417.000000,2021-02-20,2022-02-20,1,1,2026-08-24T00:00:00.000
417,77,431,418.000000,2021-02-21,2022-02-21,1,1,2026-08-24T00:00:00.000
418,405,230,419.000000,2021-02-22,2022-02-22,1,1,2026-08-24T00:00:00.000
419,414,139,420.000000,2021-02-23,2022-02-23,1,1,2026-08-24T00:00:00.000
420,322,311,421.000000,2021-02-24,2022-02-24,1,1,2026-08-24T00:00:00.000
421,422,38,422.000000,2021-02-25,2022-02-25,1,1,2026-08-24T00:00:00.000
422,218,320,423.000000,2021-02-26,2022-02-26,1,1,2026-08-24T00:00:00.000
423,29,418,424.000000,2021-02-27,2022-02-27,1,1,2026-08-24T00:00:00.000
424,308,101,425.000000,2021-02-28,2022-02-28,1,1,2026-08-24T00:00:00.000
425,12,157,426.000000,2021-03-01,2022-03-01,1,1,2026-08-24T00:00:00.000
426,183,434,427.000000,2021-03-02,2022-03-02,1,1,2026-08-24T00:00:00.000
427,83,58,428.000000,2021-03-03,2022-03-03,1,1,2026-08-24T00:00:00.000
428,204,438,429.000000,2021-03-04,2022-03-04,1,1,2026-08-24T00:00:00.000
429,231,357,430.000000,2021-03-05,2022-03-05,1,1,2026-08-24T00:00:00.000
430,124,287,431.000000,2021-03-06,2022-03-06,1,1,2026-08-24T00:00:00.000
431,448,300,432.000000,2021-03-07,2022-03-07,1,1,2026-08-24T00:00:00.000
432,345,474,433.000000,2021-03-08,2022-03-08,1,1,2026-08-24T00:00:00.000
433,249,136,434.000000,2021-03-09,2022-03-09,1,1,2026-08-24T00:00:00.000
434,175,187,435.000000,2021-03-10,2022-03-10,1,1,2026-08-24T00:00:00.000
435,133,450,436.000000,2021-03-11,2022-03-11,1,1,2026-08-24T00:00:00.000
436,490,224,437.000000,2021-03-12,2022-03-12,1,1,2026-08-24T00:00:00.000
437,131,345,438.000000,2021-03-13,2022-03-13,1,1,2026-08-24T00:00:00.000
438,194,328,439.000000,2021-03-14,2022-03-14,1,1,2026-08-24T00:00:00.000
439,16,494,440.000000,2021-03-15,2022-03-15,1,1,2026-08-24T00:00:00.000
440,219,403,441.000000,2021-03-16,2022-03-16,1,1,2026-08-24T00:00:00.000
441,229,393,442.000000,2021-03-17,2022-03-17,1,1,2026-08-24T00:00:00.000
442,2,304,443.000000,2021-03-18,2022-03-18,1,1,2026-08-24T00:00:00.000
443,196,360,444.000000,2021-03-19,2022-03-19,1,1,2026-08-24T00:00:00.000
444,165,396,445.000000,2021-03-20,2022-03-20,1,1,2026-08-24T00:00:00.000
445,127,364,446.000000,2021-03-21,2022-03-21,1,1,2026-08-24T00:00:00.000
446,156,157,447.000000,2021-03-22,2022-03-22,1,1,2026-08-24T00:00:00.000
447,17,182,448.000000,2021-03-23,2022-03-23,1,1,2026-08-24T00:00:00.000
448,60,35,449.000000,2021-03-24,2022-03-24,1,1,2026-08-24T00:00:00.000
449,418,357,450.000000,2021-03-25,2022-03-25,1,1,2026-08-24T00:00:00.000
450,432,385,451.000000,2021-03-26,2022-03-26,1,1,2026-08-24T00:00:00.000
451,49,438,452.000000,2021-03-27,2022-03-27,1,1,2026-08-24T00:00:00.000
452,90,92,453.000000,2021-03-28,2022-03-28,1,1,2026-08-24T00:00:00.000
453,229,177,454.000000,2021-03-29,2022-03-29,1,1,2026-08-24T00:00:00.000
454,235,295,455.000000,2021-03-30,2022-03-30,1,1,2026-08-24T00:00:00.000
455,95,117,456.000000,2021-03-31,2022-03-31,1,1,2026-08-24T00:00:00.000
456,342,123,457.000000,2021-04-01,2022-04-01,1,1,2026-08-24T00:00:00.000
457,499,43,458.000000,2021-04-02,2022-04-02,1,1,2026-08-24T00:00:00.000
458,174,231,459.000000,2021-04-03,2022-04-03,1,1,2026-08-24T00:00:00.000
459,148,52,460.000000,2021-04-04,2022-04-04,1,1,2026-08-24T00:00:00.000
460,127,348,461.000000,2021-04-05,2022-04-05,1,1,2026-08-24T00:00:00.000
461,129,20,462.000000,2021-04-06,2022-04-06,1,1,2026-08-24T00:00:00.000
462,263,135,463.000000,2021-04-07,2022-04-07,1,1,2026-08-24T00:00:00.000
463,251,54,464.000000,2021-04-08,2022-04-08,1,1,2026-08-24T00:00:00.000
464,92,289,465.000000,2021-04-09,2022-04-09,1,1,2026-08-24T00:00:00.000
465,465,445,466.000000,2021-04-10,2022-04-10,1,1,2026-08-24T00:00:00.000
466,51,80,467.000000,2021-04-11,2022-04-11,1,1,2026-08-24T00:00:00.000
467,446,54,468.000000,2021-04-12,2022-04-12,1,1,2026-08-24T00:00:00.000
468,330,139,469.000000,2021-04-13,2022-04-13,1,1,2026-08-24T00:00:00.000
469,217,187,470.000000,2021-04-14,2022-04-14,1,1,2026-08-24T00:00:00.000
470,215,146,471.000000,2021-04-15,2022-04-15,1,1,2026-08-24T00:00:00.000
471,480,482,472.000000,2021-04-16,2022-04-16,1,1,2026-08-24T00:00:00.000
472,142,427,473.000000,2021-04-17,2022-04-17,1,1,2026-08-24T00:00:00.000
473,198,288,474.000000,2021-04-18,2022-04-18,1,1,2026-08-24T00:00:00.000
474,24,75,475.000000,2021-04-19,2022-04-19,1,1,2026-08-24T00:00:00.000
475,76,220,476.000000,2021-04-20,2022-04-20,1,1,2026-08-24T00:00:00.000
476,343,433,477.000000,2021-04-21,2022-04-21,1,1,2026-08-24T00:00:00.000
477,171,197,478.000000,2021-04-22,2022-04-22,1,1,2026-08-24T00:00:00.000
478,240,427,479.000000,2021-04-23,2022-04-23,1,1,2026-08-24T00:00:00.000
479,30,79,480.000000,2021-04-24,2022-04-24,1,1,2026-08-24T00:00:00.000
480,350,221,481.000000,2021-04-25,2022-04-25,1,1,2026-08-24T00:00:00.000
481,481,295,482.000000,2021-04-26,2022-04-26,1,1,2026-08-24T00:00:00.000
482,123,449,483.000000,2021-04-27,2022-04-27,1,1,2026-08-24T00:00:00.000
483,383,409,484.000000,2021-04-28,2022-04-28,1,1,2026-08-24T00:00:00.000
484,295,50,485.000000,2021-04-29,2022-04-29,1,1,2026-08-24T00:00:00.000
485,395,370,486.000000,2021-04-30,2022-04-30,1,1,2026-08-24T00:00:00.000
486,217,153,487.000000,2021-05-01,2022-05-01,1,1,2026-08-24T00:00:00.000
487,376,176,488.000000,2021-05-02,2022-05-02,1,1,2026-08-24T00:00:00.000
488,113,500,489.000000,2021-05-03,2022-05-03,1,1,2026-08-24T00:00:00.000
489,355,85,490.000000,2021-05-04,2022-05-04,1,1,2026-08-24T00:00:00.000
490,428,58,491.000000,2021-05-05,2022-05-05,1,1,2026-08-24T00:00:00.000
491,227,258,492.000000,2021-05-06,2022-05-06,1,1,2026-08-24T00:00:00.000
492,201,48,493.000000,2021-05-07,2022-05-07,1,1,2026-08-24T00:00:00.000
493,317,193,494.000000,2021-05-08,2022-05-08,1,1,2026-08-24T00:00:00.000
494,73,101,495.000000,2021-05-09,2022-05-09,1,1,2026-08-24T00:00:00.000
495,88,19,496.000000,2021-05-10,2022-05-10,1,1,2026-08-24T00:00:00.000
496,69,448,497.000000,2021-05-11,2022-05-11,1,1,2026-08-24T00:00:00.000
497,265,214,498.000000,2021-05-12,2022-05-12,1,1,2026-08-24T00:00:00.000
498,152,491,499.000000,2021-05-13,2022-05-13,1,1,2026-08-24T00:00:00.000
499,335,14,500.000000,2021-05-14,2022-05-14,1,1,2026-08-24T00:00:00.000
500,25,369,501.000000,2021-05-15,2022-05-15,1,1,2026-08-24T00:00:00.000
