QualityGaugeCharacteristicKey,QualityGaugeKey,QualityInspectionCharacteristicKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
373,256,263,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,385,386,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,160,476,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,5,409,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,471,455,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,124,377,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,241,241,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,175,11,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,320,181,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,147,176,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,282,147,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,279,175,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,15,438,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,248,241,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,490,236,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,471,458,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,500,139,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,103,342,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,134,413,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,434,65,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,492,212,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,264,380,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,93,390,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,61,139,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,312,434,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,33,83,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,407,19,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,271,156,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,375,197,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,195,125,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,184,283,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,66,148,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,413,404,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,195,25,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,345,245,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,412,423,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,312,87,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,255,366,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,421,412,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,65,30,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,8,352,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,225,496,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,215,160,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,420,342,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,139,483,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,163,287,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,4,289,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,216,277,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,411,441,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,66,248,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,115,200,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,344,481,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,144,147,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,349,172,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,256,264,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,378,263,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,259,250,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,488,154,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,459,92,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,169,54,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,50,129,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,358,97,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,332,288,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,77,59,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,413,242,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,292,65,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,463,269,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,351,313,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,404,248,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,452,49,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,492,320,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,402,297,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,215,37,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,10,181,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,266,302,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,169,444,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,217,321,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,449,43,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,163,390,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,269,280,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,393,242,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,250,248,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,438,368,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,402,285,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,195,123,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,182,143,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,415,464,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,373,418,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,391,149,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,205,174,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,461,363,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,171,98,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,105,460,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,284,269,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,456,308,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,379,231,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,489,359,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,242,404,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,362,41,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,411,97,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,397,246,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,465,304,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,155,38,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,110,240,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,263,7,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,285,455,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,317,21,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,495,439,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,418,2,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,65,450,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,419,414,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,162,54,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,84,499,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,142,186,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,27,188,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,11,443,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,193,24,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,71,300,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,378,54,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,317,213,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,107,188,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,178,467,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,53,448,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,161,123,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,414,184,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,59,88,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,237,272,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,423,189,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
