LaborEmployeeCrewKey,EmployeeKey,LaborCrewKey,LaborTeamKey,AssignmentStartDate,AssignmentEndDate,AllocationRatio,SourceSystemKey,BatchId,LoadedAtUtc
300,299,342,363,2020-10-27,2021-10-27,301.0000,1,1,2026-08-24T00:00:00.000
301,267,53,430,2020-10-28,2021-10-28,302.0000,1,1,2026-08-24T00:00:00.000
302,499,181,140,2020-10-29,2021-10-29,303.0000,1,1,2026-08-24T00:00:00.000
303,481,137,180,2020-10-30,2021-10-30,304.0000,1,1,2026-08-24T00:00:00.000
304,460,259,121,2020-10-31,2021-10-31,305.0000,1,1,2026-08-24T00:00:00.000
305,52,363,167,2020-11-01,2021-11-01,306.0000,1,1,2026-08-24T00:00:00.000
306,41,187,472,2020-11-02,2021-11-02,307.0000,1,1,2026-08-24T00:00:00.000
307,343,17,375,2020-11-03,2021-11-03,308.0000,1,1,2026-08-24T00:00:00.000
308,258,112,213,2020-11-04,2021-11-04,309.0000,1,1,2026-08-24T00:00:00.000
309,490,186,403,2020-11-05,2021-11-05,310.0000,1,1,2026-08-24T00:00:00.000
310,355,257,134,2020-11-06,2021-11-06,311.0000,1,1,2026-08-24T00:00:00.000
311,190,412,353,2020-11-07,2021-11-07,312.0000,1,1,2026-08-24T00:00:00.000
312,201,231,155,2020-11-08,2021-11-08,313.0000,1,1,2026-08-24T00:00:00.000
313,119,173,436,2020-11-09,2021-11-09,314.0000,1,1,2026-08-24T00:00:00.000
314,328,274,273,2020-11-10,2021-11-10,315.0000,1,1,2026-08-24T00:00:00.000
315,398,8,108,2020-11-11,2021-11-11,316.0000,1,1,2026-08-24T00:00:00.000
316,138,16,411,2020-11-12,2021-11-12,317.0000,1,1,2026-08-24T00:00:00.000
317,245,107,8,2020-11-13,2021-11-13,318.0000,1,1,2026-08-24T00:00:00.000
318,388,165,413,2020-11-14,2021-11-14,319.0000,1,1,2026-08-24T00:00:00.000
319,313,387,42,2020-11-15,2021-11-15,320.0000,1,1,2026-08-24T00:00:00.000
320,59,172,310,2020-11-16,2021-11-16,321.0000,1,1,2026-08-24T00:00:00.000
321,45,488,457,2020-11-17,2021-11-17,322.0000,1,1,2026-08-24T00:00:00.000
322,210,176,281,2020-11-18,2021-11-18,323.0000,1,1,2026-08-24T00:00:00.000
323,290,121,466,2020-11-19,2021-11-19,324.0000,1,1,2026-08-24T00:00:00.000
324,427,84,191,2020-11-20,2021-11-20,325.0000,1,1,2026-08-24T00:00:00.000
325,426,155,434,2020-11-21,2021-11-21,326.0000,1,1,2026-08-24T00:00:00.000
326,328,406,101,2020-11-22,2021-11-22,327.0000,1,1,2026-08-24T00:00:00.000
327,342,34,63,2020-11-23,2021-11-23,328.0000,1,1,2026-08-24T00:00:00.000
328,417,180,302,2020-11-24,2021-11-24,329.0000,1,1,2026-08-24T00:00:00.000
329,417,90,233,2020-11-25,2021-11-25,330.0000,1,1,2026-08-24T00:00:00.000
330,455,171,405,2020-11-26,2021-11-26,331.0000,1,1,2026-08-24T00:00:00.000
331,441,75,380,2020-11-27,2021-11-27,332.0000,1,1,2026-08-24T00:00:00.000
332,350,477,121,2020-11-28,2021-11-28,333.0000,1,1,2026-08-24T00:00:00.000
333,246,471,423,2020-11-29,2021-11-29,334.0000,1,1,2026-08-24T00:00:00.000
334,14,425,382,2020-11-30,2021-11-30,335.0000,1,1,2026-08-24T00:00:00.000
335,166,200,298,2020-12-01,2021-12-01,336.0000,1,1,2026-08-24T00:00:00.000
336,341,284,439,2020-12-02,2021-12-02,337.0000,1,1,2026-08-24T00:00:00.000
337,381,138,284,2020-12-03,2021-12-03,338.0000,1,1,2026-08-24T00:00:00.000
338,494,352,160,2020-12-04,2021-12-04,339.0000,1,1,2026-08-24T00:00:00.000
339,6,386,391,2020-12-05,2021-12-05,340.0000,1,1,2026-08-24T00:00:00.000
340,77,404,167,2020-12-06,2021-12-06,341.0000,1,1,2026-08-24T00:00:00.000
341,57,50,14,2020-12-07,2021-12-07,342.0000,1,1,2026-08-24T00:00:00.000
342,174,407,486,2020-12-08,2021-12-08,343.0000,1,1,2026-08-24T00:00:00.000
343,281,487,250,2020-12-09,2021-12-09,344.0000,1,1,2026-08-24T00:00:00.000
344,346,303,382,2020-12-10,2021-12-10,345.0000,1,1,2026-08-24T00:00:00.000
345,357,18,120,2020-12-11,2021-12-11,346.0000,1,1,2026-08-24T00:00:00.000
346,426,210,245,2020-12-12,2021-12-12,347.0000,1,1,2026-08-24T00:00:00.000
347,19,44,180,2020-12-13,2021-12-13,348.0000,1,1,2026-08-24T00:00:00.000
348,112,184,59,2020-12-14,2021-12-14,349.0000,1,1,2026-08-24T00:00:00.000
349,351,150,182,2020-12-15,2021-12-15,350.0000,1,1,2026-08-24T00:00:00.000
350,367,20,49,2020-12-16,2021-12-16,351.0000,1,1,2026-08-24T00:00:00.000
351,424,243,236,2020-12-17,2021-12-17,352.0000,1,1,2026-08-24T00:00:00.000
352,281,291,141,2020-12-18,2021-12-18,353.0000,1,1,2026-08-24T00:00:00.000
353,49,450,79,2020-12-19,2021-12-19,354.0000,1,1,2026-08-24T00:00:00.000
354,91,111,10,2020-12-20,2021-12-20,355.0000,1,1,2026-08-24T00:00:00.000
355,461,207,253,2020-12-21,2021-12-21,356.0000,1,1,2026-08-24T00:00:00.000
356,237,447,216,2020-12-22,2021-12-22,357.0000,1,1,2026-08-24T00:00:00.000
357,363,119,61,2020-12-23,2021-12-23,358.0000,1,1,2026-08-24T00:00:00.000
358,192,332,368,2020-12-24,2021-12-24,359.0000,1,1,2026-08-24T00:00:00.000
359,169,328,404,2020-12-25,2021-12-25,360.0000,1,1,2026-08-24T00:00:00.000
360,84,277,65,2020-12-26,2021-12-26,361.0000,1,1,2026-08-24T00:00:00.000
361,164,283,341,2020-12-27,2021-12-27,362.0000,1,1,2026-08-24T00:00:00.000
362,346,353,28,2020-12-28,2021-12-28,363.0000,1,1,2026-08-24T00:00:00.000
363,162,489,131,2020-12-29,2021-12-29,364.0000,1,1,2026-08-24T00:00:00.000
364,257,94,17,2020-12-30,2021-12-30,365.0000,1,1,2026-08-24T00:00:00.000
365,212,53,384,2020-12-31,2021-12-31,366.0000,1,1,2026-08-24T00:00:00.000
366,296,35,18,2021-01-01,2022-01-01,367.0000,1,1,2026-08-24T00:00:00.000
367,400,328,218,2021-01-02,2022-01-02,368.0000,1,1,2026-08-24T00:00:00.000
368,337,404,145,2021-01-03,2022-01-03,369.0000,1,1,2026-08-24T00:00:00.000
369,123,212,456,2021-01-04,2022-01-04,370.0000,1,1,2026-08-24T00:00:00.000
370,398,17,294,2021-01-05,2022-01-05,371.0000,1,1,2026-08-24T00:00:00.000
371,477,80,328,2021-01-06,2022-01-06,372.0000,1,1,2026-08-24T00:00:00.000
372,181,105,186,2021-01-07,2022-01-07,373.0000,1,1,2026-08-24T00:00:00.000
373,160,437,188,2021-01-08,2022-01-08,374.0000,1,1,2026-08-24T00:00:00.000
374,89,294,250,2021-01-09,2022-01-09,375.0000,1,1,2026-08-24T00:00:00.000
375,318,366,219,2021-01-10,2022-01-10,376.0000,1,1,2026-08-24T00:00:00.000
376,314,401,10,2021-01-11,2022-01-11,377.0000,1,1,2026-08-24T00:00:00.000
377,107,119,150,2021-01-12,2022-01-12,378.0000,1,1,2026-08-24T00:00:00.000
378,44,321,468,2021-01-13,2022-01-13,379.0000,1,1,2026-08-24T00:00:00.000
379,460,15,296,2021-01-14,2022-01-14,380.0000,1,1,2026-08-24T00:00:00.000
380,283,407,318,2021-01-15,2022-01-15,381.0000,1,1,2026-08-24T00:00:00.000
381,429,339,196,2021-01-16,2022-01-16,382.0000,1,1,2026-08-24T00:00:00.000
382,451,377,10,2021-01-17,2022-01-17,383.0000,1,1,2026-08-24T00:00:00.000
383,228,388,252,2021-01-18,2022-01-18,384.0000,1,1,2026-08-24T00:00:00.000
384,280,317,193,2021-01-19,2022-01-19,385.0000,1,1,2026-08-24T00:00:00.000
385,14,223,278,2021-01-20,2022-01-20,386.0000,1,1,2026-08-24T00:00:00.000
386,39,6,314,2021-01-21,2022-01-21,387.0000,1,1,2026-08-24T00:00:00.000
387,176,484,171,2021-01-22,2022-01-22,388.0000,1,1,2026-08-24T00:00:00.000
388,407,37,428,2021-01-23,2022-01-23,389.0000,1,1,2026-08-24T00:00:00.000
389,404,480,61,2021-01-24,2022-01-24,390.0000,1,1,2026-08-24T00:00:00.000
390,453,347,161,2021-01-25,2022-01-25,391.0000,1,1,2026-08-24T00:00:00.000
391,366,215,396,2021-01-26,2022-01-26,392.0000,1,1,2026-08-24T00:00:00.000
392,492,78,31,2021-01-27,2022-01-27,393.0000,1,1,2026-08-24T00:00:00.000
393,102,113,211,2021-01-28,2022-01-28,394.0000,1,1,2026-08-24T00:00:00.000
394,259,108,233,2021-01-29,2022-01-29,395.0000,1,1,2026-08-24T00:00:00.000
395,428,338,128,2021-01-30,2022-01-30,396.0000,1,1,2026-08-24T00:00:00.000
396,401,43,197,2021-01-31,2022-01-31,397.0000,1,1,2026-08-24T00:00:00.000
397,312,212,261,2021-02-01,2022-02-01,398.0000,1,1,2026-08-24T00:00:00.000
398,173,399,67,2021-02-02,2022-02-02,399.0000,1,1,2026-08-24T00:00:00.000
399,94,447,357,2021-02-03,2022-02-03,400.0000,1,1,2026-08-24T00:00:00.000
400,31,114,44,2021-02-04,2022-02-04,401.0000,1,1,2026-08-24T00:00:00.000
401,457,423,76,2021-02-05,2022-02-05,402.0000,1,1,2026-08-24T00:00:00.000
402,500,215,101,2021-02-06,2022-02-06,403.0000,1,1,2026-08-24T00:00:00.000
403,89,64,41,2021-02-07,2022-02-07,404.0000,1,1,2026-08-24T00:00:00.000
404,330,415,14,2021-02-08,2022-02-08,405.0000,1,1,2026-08-24T00:00:00.000
405,163,138,113,2021-02-09,2022-02-09,406.0000,1,1,2026-08-24T00:00:00.000
406,271,310,368,2021-02-10,2022-02-10,407.0000,1,1,2026-08-24T00:00:00.000
407,499,286,449,2021-02-11,2022-02-11,408.0000,1,1,2026-08-24T00:00:00.000
408,122,207,281,2021-02-12,2022-02-12,409.0000,1,1,2026-08-24T00:00:00.000
409,67,219,5,2021-02-13,2022-02-13,410.0000,1,1,2026-08-24T00:00:00.000
410,406,190,102,2021-02-14,2022-02-14,411.0000,1,1,2026-08-24T00:00:00.000
411,315,286,106,2021-02-15,2022-02-15,412.0000,1,1,2026-08-24T00:00:00.000
412,62,217,207,2021-02-16,2022-02-16,413.0000,1,1,2026-08-24T00:00:00.000
413,311,54,118,2021-02-17,2022-02-17,414.0000,1,1,2026-08-24T00:00:00.000
414,374,233,429,2021-02-18,2022-02-18,415.0000,1,1,2026-08-24T00:00:00.000
415,23,108,264,2021-02-19,2022-02-19,416.0000,1,1,2026-08-24T00:00:00.000
416,358,119,433,2021-02-20,2022-02-20,417.0000,1,1,2026-08-24T00:00:00.000
417,284,345,407,2021-02-21,2022-02-21,418.0000,1,1,2026-08-24T00:00:00.000
418,269,4,192,2021-02-22,2022-02-22,419.0000,1,1,2026-08-24T00:00:00.000
419,129,147,136,2021-02-23,2022-02-23,420.0000,1,1,2026-08-24T00:00:00.000
420,204,129,25,2021-02-24,2022-02-24,421.0000,1,1,2026-08-24T00:00:00.000
421,96,385,429,2021-02-25,2022-02-25,422.0000,1,1,2026-08-24T00:00:00.000
422,280,453,37,2021-02-26,2022-02-26,423.0000,1,1,2026-08-24T00:00:00.000
423,474,182,122,2021-02-27,2022-02-27,424.0000,1,1,2026-08-24T00:00:00.000
424,234,301,161,2021-02-28,2022-02-28,425.0000,1,1,2026-08-24T00:00:00.000
425,333,16,219,2021-03-01,2022-03-01,426.0000,1,1,2026-08-24T00:00:00.000
426,255,237,46,2021-03-02,2022-03-02,427.0000,1,1,2026-08-24T00:00:00.000
427,459,184,150,2021-03-03,2022-03-03,428.0000,1,1,2026-08-24T00:00:00.000
428,85,241,55,2021-03-04,2022-03-04,429.0000,1,1,2026-08-24T00:00:00.000
429,212,430,276,2021-03-05,2022-03-05,430.0000,1,1,2026-08-24T00:00:00.000
430,352,352,65,2021-03-06,2022-03-06,431.0000,1,1,2026-08-24T00:00:00.000
431,223,336,76,2021-03-07,2022-03-07,432.0000,1,1,2026-08-24T00:00:00.000
432,240,73,107,2021-03-08,2022-03-08,433.0000,1,1,2026-08-24T00:00:00.000
433,28,365,436,2021-03-09,2022-03-09,434.0000,1,1,2026-08-24T00:00:00.000
434,61,69,22,2021-03-10,2022-03-10,435.0000,1,1,2026-08-24T00:00:00.000
435,396,284,468,2021-03-11,2022-03-11,436.0000,1,1,2026-08-24T00:00:00.000
436,184,268,21,2021-03-12,2022-03-12,437.0000,1,1,2026-08-24T00:00:00.000
437,158,129,168,2021-03-13,2022-03-13,438.0000,1,1,2026-08-24T00:00:00.000
438,371,37,373,2021-03-14,2022-03-14,439.0000,1,1,2026-08-24T00:00:00.000
439,284,221,169,2021-03-15,2022-03-15,440.0000,1,1,2026-08-24T00:00:00.000
440,27,241,434,2021-03-16,2022-03-16,441.0000,1,1,2026-08-24T00:00:00.000
441,418,63,55,2021-03-17,2022-03-17,442.0000,1,1,2026-08-24T00:00:00.000
442,262,380,408,2021-03-18,2022-03-18,443.0000,1,1,2026-08-24T00:00:00.000
443,262,16,317,2021-03-19,2022-03-19,444.0000,1,1,2026-08-24T00:00:00.000
444,213,387,450,2021-03-20,2022-03-20,445.0000,1,1,2026-08-24T00:00:00.000
445,406,73,81,2021-03-21,2022-03-21,446.0000,1,1,2026-08-24T00:00:00.000
446,196,193,9,2021-03-22,2022-03-22,447.0000,1,1,2026-08-24T00:00:00.000
447,306,130,385,2021-03-23,2022-03-23,448.0000,1,1,2026-08-24T00:00:00.000
448,447,309,186,2021-03-24,2022-03-24,449.0000,1,1,2026-08-24T00:00:00.000
449,364,96,449,2021-03-25,2022-03-25,450.0000,1,1,2026-08-24T00:00:00.000
450,387,6,18,2021-03-26,2022-03-26,451.0000,1,1,2026-08-24T00:00:00.000
451,61,135,386,2021-03-27,2022-03-27,452.0000,1,1,2026-08-24T00:00:00.000
452,49,232,367,2021-03-28,2022-03-28,453.0000,1,1,2026-08-24T00:00:00.000
453,237,239,76,2021-03-29,2022-03-29,454.0000,1,1,2026-08-24T00:00:00.000
454,376,328,288,2021-03-30,2022-03-30,455.0000,1,1,2026-08-24T00:00:00.000
455,138,314,19,2021-03-31,2022-03-31,456.0000,1,1,2026-08-24T00:00:00.000
456,384,57,76,2021-04-01,2022-04-01,457.0000,1,1,2026-08-24T00:00:00.000
457,89,451,306,2021-04-02,2022-04-02,458.0000,1,1,2026-08-24T00:00:00.000
458,331,403,51,2021-04-03,2022-04-03,459.0000,1,1,2026-08-24T00:00:00.000
459,378,117,30,2021-04-04,2022-04-04,460.0000,1,1,2026-08-24T00:00:00.000
460,359,379,329,2021-04-05,2022-04-05,461.0000,1,1,2026-08-24T00:00:00.000
461,23,435,160,2021-04-06,2022-04-06,462.0000,1,1,2026-08-24T00:00:00.000
462,313,232,103,2021-04-07,2022-04-07,463.0000,1,1,2026-08-24T00:00:00.000
463,427,187,119,2021-04-08,2022-04-08,464.0000,1,1,2026-08-24T00:00:00.000
464,370,423,435,2021-04-09,2022-04-09,465.0000,1,1,2026-08-24T00:00:00.000
465,287,380,126,2021-04-10,2022-04-10,466.0000,1,1,2026-08-24T00:00:00.000
466,485,150,330,2021-04-11,2022-04-11,467.0000,1,1,2026-08-24T00:00:00.000
467,7,65,388,2021-04-12,2022-04-12,468.0000,1,1,2026-08-24T00:00:00.000
468,72,397,198,2021-04-13,2022-04-13,469.0000,1,1,2026-08-24T00:00:00.000
469,470,383,340,2021-04-14,2022-04-14,470.0000,1,1,2026-08-24T00:00:00.000
470,467,153,270,2021-04-15,2022-04-15,471.0000,1,1,2026-08-24T00:00:00.000
471,499,491,469,2021-04-16,2022-04-16,472.0000,1,1,2026-08-24T00:00:00.000
472,331,149,50,2021-04-17,2022-04-17,473.0000,1,1,2026-08-24T00:00:00.000
473,251,477,83,2021-04-18,2022-04-18,474.0000,1,1,2026-08-24T00:00:00.000
474,214,476,444,2021-04-19,2022-04-19,475.0000,1,1,2026-08-24T00:00:00.000
475,442,354,188,2021-04-20,2022-04-20,476.0000,1,1,2026-08-24T00:00:00.000
476,94,230,247,2021-04-21,2022-04-21,477.0000,1,1,2026-08-24T00:00:00.000
477,320,132,116,2021-04-22,2022-04-22,478.0000,1,1,2026-08-24T00:00:00.000
478,29,109,493,2021-04-23,2022-04-23,479.0000,1,1,2026-08-24T00:00:00.000
479,353,131,425,2021-04-24,2022-04-24,480.0000,1,1,2026-08-24T00:00:00.000
480,489,119,73,2021-04-25,2022-04-25,481.0000,1,1,2026-08-24T00:00:00.000
481,45,403,118,2021-04-26,2022-04-26,482.0000,1,1,2026-08-24T00:00:00.000
482,492,308,476,2021-04-27,2022-04-27,483.0000,1,1,2026-08-24T00:00:00.000
483,135,397,28,2021-04-28,2022-04-28,484.0000,1,1,2026-08-24T00:00:00.000
484,5,437,392,2021-04-29,2022-04-29,485.0000,1,1,2026-08-24T00:00:00.000
485,338,153,147,2021-04-30,2022-04-30,486.0000,1,1,2026-08-24T00:00:00.000
486,323,371,332,2021-05-01,2022-05-01,487.0000,1,1,2026-08-24T00:00:00.000
487,436,35,491,2021-05-02,2022-05-02,488.0000,1,1,2026-08-24T00:00:00.000
488,157,208,255,2021-05-03,2022-05-03,489.0000,1,1,2026-08-24T00:00:00.000
489,5,13,285,2021-05-04,2022-05-04,490.0000,1,1,2026-08-24T00:00:00.000
490,15,205,500,2021-05-05,2022-05-05,491.0000,1,1,2026-08-24T00:00:00.000
491,138,164,39,2021-05-06,2022-05-06,492.0000,1,1,2026-08-24T00:00:00.000
492,462,156,448,2021-05-07,2022-05-07,493.0000,1,1,2026-08-24T00:00:00.000
493,436,447,183,2021-05-08,2022-05-08,494.0000,1,1,2026-08-24T00:00:00.000
494,108,380,324,2021-05-09,2022-05-09,495.0000,1,1,2026-08-24T00:00:00.000
495,130,32,2,2021-05-10,2022-05-10,496.0000,1,1,2026-08-24T00:00:00.000
496,191,468,354,2021-05-11,2022-05-11,497.0000,1,1,2026-08-24T00:00:00.000
497,158,246,410,2021-05-12,2022-05-12,498.0000,1,1,2026-08-24T00:00:00.000
498,199,253,432,2021-05-13,2022-05-13,499.0000,1,1,2026-08-24T00:00:00.000
499,167,362,415,2021-05-14,2022-05-14,500.0000,1,1,2026-08-24T00:00:00.000
500,366,185,442,2021-05-15,2022-05-15,501.0000,1,1,2026-08-24T00:00:00.000
