SafetyRiskAssessmentHazardKey,SafetyRiskAssessmentKey,SafetyHazardConditionKey,AssessedRiskScore,ControlEffectivenessScore,SourceSystemKey,BatchId,LoadedAtUtc
418,403,114,419.00,419.00,1,1,2026-08-24T00:00:00.000
419,424,394,420.00,420.00,1,1,2026-08-24T00:00:00.000
420,101,165,421.00,421.00,1,1,2026-08-24T00:00:00.000
421,164,478,422.00,422.00,1,1,2026-08-24T00:00:00.000
422,196,261,423.00,423.00,1,1,2026-08-24T00:00:00.000
423,265,51,424.00,424.00,1,1,2026-08-24T00:00:00.000
424,194,192,425.00,425.00,1,1,2026-08-24T00:00:00.000
425,5,144,426.00,426.00,1,1,2026-08-24T00:00:00.000
426,202,463,427.00,427.00,1,1,2026-08-24T00:00:00.000
427,92,358,428.00,428.00,1,1,2026-08-24T00:00:00.000
428,213,416,429.00,429.00,1,1,2026-08-24T00:00:00.000
429,145,444,430.00,430.00,1,1,2026-08-24T00:00:00.000
430,28,24,431.00,431.00,1,1,2026-08-24T00:00:00.000
431,8,6,432.00,432.00,1,1,2026-08-24T00:00:00.000
432,375,85,433.00,433.00,1,1,2026-08-24T00:00:00.000
433,190,186,434.00,434.00,1,1,2026-08-24T00:00:00.000
434,406,179,435.00,435.00,1,1,2026-08-24T00:00:00.000
435,348,445,436.00,436.00,1,1,2026-08-24T00:00:00.000
436,349,471,437.00,437.00,1,1,2026-08-24T00:00:00.000
437,177,394,438.00,438.00,1,1,2026-08-24T00:00:00.000
438,178,247,439.00,439.00,1,1,2026-08-24T00:00:00.000
439,188,49,440.00,440.00,1,1,2026-08-24T00:00:00.000
440,396,418,441.00,441.00,1,1,2026-08-24T00:00:00.000
441,67,288,442.00,442.00,1,1,2026-08-24T00:00:00.000
442,67,350,443.00,443.00,1,1,2026-08-24T00:00:00.000
443,472,244,444.00,444.00,1,1,2026-08-24T00:00:00.000
444,117,157,445.00,445.00,1,1,2026-08-24T00:00:00.000
445,219,466,446.00,446.00,1,1,2026-08-24T00:00:00.000
446,435,495,447.00,447.00,1,1,2026-08-24T00:00:00.000
447,465,100,448.00,448.00,1,1,2026-08-24T00:00:00.000
448,143,112,449.00,449.00,1,1,2026-08-24T00:00:00.000
449,123,49,450.00,450.00,1,1,2026-08-24T00:00:00.000
450,339,351,451.00,451.00,1,1,2026-08-24T00:00:00.000
451,78,267,452.00,452.00,1,1,2026-08-24T00:00:00.000
452,34,12,453.00,453.00,1,1,2026-08-24T00:00:00.000
453,315,53,454.00,454.00,1,1,2026-08-24T00:00:00.000
454,285,279,455.00,455.00,1,1,2026-08-24T00:00:00.000
455,63,55,456.00,456.00,1,1,2026-08-24T00:00:00.000
456,152,321,457.00,457.00,1,1,2026-08-24T00:00:00.000
457,304,470,458.00,458.00,1,1,2026-08-24T00:00:00.000
458,468,395,459.00,459.00,1,1,2026-08-24T00:00:00.000
459,308,190,460.00,460.00,1,1,2026-08-24T00:00:00.000
460,300,327,461.00,461.00,1,1,2026-08-24T00:00:00.000
461,365,51,462.00,462.00,1,1,2026-08-24T00:00:00.000
462,217,129,463.00,463.00,1,1,2026-08-24T00:00:00.000
463,279,75,464.00,464.00,1,1,2026-08-24T00:00:00.000
464,64,197,465.00,465.00,1,1,2026-08-24T00:00:00.000
465,12,15,466.00,466.00,1,1,2026-08-24T00:00:00.000
466,102,183,467.00,467.00,1,1,2026-08-24T00:00:00.000
467,34,105,468.00,468.00,1,1,2026-08-24T00:00:00.000
468,136,199,469.00,469.00,1,1,2026-08-24T00:00:00.000
469,250,372,470.00,470.00,1,1,2026-08-24T00:00:00.000
470,104,204,471.00,471.00,1,1,2026-08-24T00:00:00.000
471,143,270,472.00,472.00,1,1,2026-08-24T00:00:00.000
472,253,483,473.00,473.00,1,1,2026-08-24T00:00:00.000
473,392,311,474.00,474.00,1,1,2026-08-24T00:00:00.000
474,451,480,475.00,475.00,1,1,2026-08-24T00:00:00.000
475,304,407,476.00,476.00,1,1,2026-08-24T00:00:00.000
476,485,210,477.00,477.00,1,1,2026-08-24T00:00:00.000
477,272,386,478.00,478.00,1,1,2026-08-24T00:00:00.000
478,418,400,479.00,479.00,1,1,2026-08-24T00:00:00.000
479,381,9,480.00,480.00,1,1,2026-08-24T00:00:00.000
480,264,192,481.00,481.00,1,1,2026-08-24T00:00:00.000
481,464,233,482.00,482.00,1,1,2026-08-24T00:00:00.000
482,230,146,483.00,483.00,1,1,2026-08-24T00:00:00.000
483,465,288,484.00,484.00,1,1,2026-08-24T00:00:00.000
484,384,80,485.00,485.00,1,1,2026-08-24T00:00:00.000
485,59,441,486.00,486.00,1,1,2026-08-24T00:00:00.000
486,317,325,487.00,487.00,1,1,2026-08-24T00:00:00.000
487,81,144,488.00,488.00,1,1,2026-08-24T00:00:00.000
488,64,198,489.00,489.00,1,1,2026-08-24T00:00:00.000
489,495,110,490.00,490.00,1,1,2026-08-24T00:00:00.000
490,287,47,491.00,491.00,1,1,2026-08-24T00:00:00.000
491,351,370,492.00,492.00,1,1,2026-08-24T00:00:00.000
492,155,339,493.00,493.00,1,1,2026-08-24T00:00:00.000
493,126,233,494.00,494.00,1,1,2026-08-24T00:00:00.000
494,254,295,495.00,495.00,1,1,2026-08-24T00:00:00.000
495,212,279,496.00,496.00,1,1,2026-08-24T00:00:00.000
496,37,413,497.00,497.00,1,1,2026-08-24T00:00:00.000
497,240,333,498.00,498.00,1,1,2026-08-24T00:00:00.000
498,147,491,499.00,499.00,1,1,2026-08-24T00:00:00.000
499,66,186,500.00,500.00,1,1,2026-08-24T00:00:00.000
500,266,269,501.00,501.00,1,1,2026-08-24T00:00:00.000
