PurchaseOrderLineToReceiptKey,PurchaseOrderLineKey,ProductKey,PlantKey,PurchaseReceiptStatusKey,ReceivedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
405,206,156,146,8,283.6000,1,1,2026-08-24T00:00:00.000
406,125,423,162,5,284.3000,1,1,2026-08-24T00:00:00.000
407,484,306,147,8,285.0000,1,1,2026-08-24T00:00:00.000
408,390,-1,185,1,285.7000,1,1,2026-08-24T00:00:00.000
409,4,65,58,3,286.4000,1,1,2026-08-24T00:00:00.000
410,223,288,22,1,287.1000,1,1,2026-08-24T00:00:00.000
411,463,440,279,6,287.8000,1,1,2026-08-24T00:00:00.000
412,286,499,296,1,288.5000,1,1,2026-08-24T00:00:00.000
413,183,499,121,2,289.2000,1,1,2026-08-24T00:00:00.000
414,437,173,308,7,289.9000,1,1,2026-08-24T00:00:00.000
415,177,172,155,2,290.6000,1,1,2026-08-24T00:00:00.000
416,271,409,282,7,291.3000,1,1,2026-08-24T00:00:00.000
417,134,236,284,3,292.0000,1,1,2026-08-24T00:00:00.000
418,287,45,200,2,292.7000,1,1,2026-08-24T00:00:00.000
419,149,127,65,3,293.4000,1,1,2026-08-24T00:00:00.000
420,79,201,19,3,294.1000,1,1,2026-08-24T00:00:00.000
421,22,26,279,3,294.8000,1,1,2026-08-24T00:00:00.000
422,323,332,226,7,295.5000,1,1,2026-08-24T00:00:00.000
423,421,22,306,3,296.2000,1,1,2026-08-24T00:00:00.000
424,125,242,310,2,296.9000,1,1,2026-08-24T00:00:00.000
425,73,-1,292,8,297.6000,1,1,2026-08-24T00:00:00.000
426,51,332,49,1,298.3000,1,1,2026-08-24T00:00:00.000
427,325,437,190,1,299.0000,1,1,2026-08-24T00:00:00.000
428,157,471,173,5,299.7000,1,1,2026-08-24T00:00:00.000
429,201,325,117,5,300.4000,1,1,2026-08-24T00:00:00.000
430,30,123,247,2,301.1000,1,1,2026-08-24T00:00:00.000
431,376,247,244,4,301.8000,1,1,2026-08-24T00:00:00.000
432,108,489,280,4,302.5000,1,1,2026-08-24T00:00:00.000
433,398,199,114,7,303.2000,1,1,2026-08-24T00:00:00.000
434,457,478,206,7,303.9000,1,1,2026-08-24T00:00:00.000
435,356,65,215,4,304.6000,1,1,2026-08-24T00:00:00.000
436,210,324,329,7,305.3000,1,1,2026-08-24T00:00:00.000
437,490,19,261,8,306.0000,1,1,2026-08-24T00:00:00.000
438,128,103,248,6,306.7000,1,1,2026-08-24T00:00:00.000
439,305,27,312,6,307.4000,1,1,2026-08-24T00:00:00.000
440,278,211,102,8,308.1000,1,1,2026-08-24T00:00:00.000
441,260,262,324,8,308.8000,1,1,2026-08-24T00:00:00.000
442,167,-1,17,7,309.5000,1,1,2026-08-24T00:00:00.000
443,37,446,140,5,310.2000,1,1,2026-08-24T00:00:00.000
444,102,435,131,7,310.9000,1,1,2026-08-24T00:00:00.000
445,383,172,238,1,311.6000,1,1,2026-08-24T00:00:00.000
446,336,417,117,3,312.3000,1,1,2026-08-24T00:00:00.000
447,292,83,317,2,313.0000,1,1,2026-08-24T00:00:00.000
448,182,219,242,5,313.7000,1,1,2026-08-24T00:00:00.000
449,130,299,58,3,314.4000,1,1,2026-08-24T00:00:00.000
450,396,417,112,4,315.1000,1,1,2026-08-24T00:00:00.000
451,183,424,190,5,315.8000,1,1,2026-08-24T00:00:00.000
452,175,203,58,2,316.5000,1,1,2026-08-24T00:00:00.000
453,126,212,228,5,317.2000,1,1,2026-08-24T00:00:00.000
454,289,325,204,2,317.9000,1,1,2026-08-24T00:00:00.000
455,79,186,120,6,318.6000,1,1,2026-08-24T00:00:00.000
456,173,174,68,8,319.3000,1,1,2026-08-24T00:00:00.000
457,347,473,327,8,320.0000,1,1,2026-08-24T00:00:00.000
458,105,500,112,7,320.7000,1,1,2026-08-24T00:00:00.000
459,119,-1,24,1,321.4000,1,1,2026-08-24T00:00:00.000
460,35,328,306,1,322.1000,1,1,2026-08-24T00:00:00.000
461,362,165,54,1,322.8000,1,1,2026-08-24T00:00:00.000
462,133,45,273,1,323.5000,1,1,2026-08-24T00:00:00.000
463,133,135,44,8,324.2000,1,1,2026-08-24T00:00:00.000
464,385,421,46,6,324.9000,1,1,2026-08-24T00:00:00.000
465,163,195,58,3,325.6000,1,1,2026-08-24T00:00:00.000
466,445,49,80,3,326.3000,1,1,2026-08-24T00:00:00.000
467,72,101,61,2,327.0000,1,1,2026-08-24T00:00:00.000
468,420,433,338,2,327.7000,1,1,2026-08-24T00:00:00.000
469,134,100,29,3,328.4000,1,1,2026-08-24T00:00:00.000
470,197,359,277,4,329.1000,1,1,2026-08-24T00:00:00.000
471,54,226,261,8,329.8000,1,1,2026-08-24T00:00:00.000
472,382,144,144,3,330.5000,1,1,2026-08-24T00:00:00.000
473,106,477,130,6,331.2000,1,1,2026-08-24T00:00:00.000
474,279,307,66,6,331.9000,1,1,2026-08-24T00:00:00.000
475,99,41,66,3,332.6000,1,1,2026-08-24T00:00:00.000
476,340,-1,256,6,333.3000,1,1,2026-08-24T00:00:00.000
477,363,464,226,4,334.0000,1,1,2026-08-24T00:00:00.000
478,482,182,198,7,334.7000,1,1,2026-08-24T00:00:00.000
479,160,241,223,6,335.4000,1,1,2026-08-24T00:00:00.000
480,305,434,2,3,336.1000,1,1,2026-08-24T00:00:00.000
481,117,122,22,5,336.8000,1,1,2026-08-24T00:00:00.000
482,94,423,89,8,337.5000,1,1,2026-08-24T00:00:00.000
483,13,249,159,2,338.2000,1,1,2026-08-24T00:00:00.000
484,19,33,188,1,338.9000,1,1,2026-08-24T00:00:00.000
485,431,270,110,6,339.6000,1,1,2026-08-24T00:00:00.000
486,311,260,125,7,340.3000,1,1,2026-08-24T00:00:00.000
487,402,164,224,6,341.0000,1,1,2026-08-24T00:00:00.000
488,106,115,264,4,341.7000,1,1,2026-08-24T00:00:00.000
489,204,38,115,4,342.4000,1,1,2026-08-24T00:00:00.000
490,244,264,259,2,343.1000,1,1,2026-08-24T00:00:00.000
491,191,401,276,8,343.8000,1,1,2026-08-24T00:00:00.000
492,453,56,344,2,344.5000,1,1,2026-08-24T00:00:00.000
493,457,-1,305,2,345.2000,1,1,2026-08-24T00:00:00.000
494,305,19,322,3,345.9000,1,1,2026-08-24T00:00:00.000
495,155,173,44,4,346.6000,1,1,2026-08-24T00:00:00.000
496,86,254,9,2,347.3000,1,1,2026-08-24T00:00:00.000
497,211,166,143,1,348.0000,1,1,2026-08-24T00:00:00.000
498,19,112,148,6,348.7000,1,1,2026-08-24T00:00:00.000
499,158,190,150,2,349.4000,1,1,2026-08-24T00:00:00.000
500,419,112,295,2,350.1000,1,1,2026-08-24T00:00:00.000
