MaintenanceCrewEmployeeKey,MaintenanceCrewKey,EmployeeKey,MaintenanceCrewRoleKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
353,179,457,170,353,493.610000,0.0353,1,1,2026-08-24T00:00:00.000
354,336,369,124,354,494.980000,0.0354,1,1,2026-08-24T00:00:00.000
355,247,117,301,355,496.350000,0.0355,1,1,2026-08-24T00:00:00.000
356,265,239,390,356,497.720000,0.0356,1,1,2026-08-24T00:00:00.000
357,275,84,285,357,499.090000,0.0357,1,1,2026-08-24T00:00:00.000
358,293,410,411,358,500.460000,0.0358,1,1,2026-08-24T00:00:00.000
359,51,404,374,359,501.830000,0.0359,1,1,2026-08-24T00:00:00.000
360,23,100,6,360,503.200000,0.0360,1,1,2026-08-24T00:00:00.000
361,498,362,71,361,504.570000,0.0361,1,1,2026-08-24T00:00:00.000
362,323,412,325,362,505.940000,0.0362,1,1,2026-08-24T00:00:00.000
363,300,239,67,363,507.310000,0.0363,1,1,2026-08-24T00:00:00.000
364,65,365,399,364,508.680000,0.0364,1,1,2026-08-24T00:00:00.000
365,5,286,48,365,510.050000,0.0365,1,1,2026-08-24T00:00:00.000
366,483,54,394,366,511.420000,0.0366,1,1,2026-08-24T00:00:00.000
367,181,457,68,367,512.790000,0.0367,1,1,2026-08-24T00:00:00.000
368,19,412,299,368,514.160000,0.0368,1,1,2026-08-24T00:00:00.000
369,6,327,332,369,515.530000,0.0369,1,1,2026-08-24T00:00:00.000
370,17,110,13,370,516.900000,0.0370,1,1,2026-08-24T00:00:00.000
371,372,187,202,371,518.270000,0.0371,1,1,2026-08-24T00:00:00.000
372,142,270,343,372,519.640000,0.0372,1,1,2026-08-24T00:00:00.000
373,459,183,463,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,324,235,462,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,446,343,290,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,191,439,314,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,389,269,445,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,439,461,193,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,328,258,427,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,87,186,6,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,405,445,110,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,433,34,364,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,404,203,44,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,41,151,349,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,470,266,295,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,186,293,72,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,479,229,188,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,378,427,185,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,392,373,301,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,219,167,301,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,321,278,201,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,208,294,19,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,137,296,116,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,175,252,377,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,400,470,129,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,222,5,238,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,353,259,277,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,485,496,321,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,362,144,317,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,99,298,491,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,442,217,139,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,374,16,242,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,33,224,16,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,484,289,365,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,72,334,164,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,93,330,211,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,90,71,109,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,60,110,444,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,260,328,332,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,359,166,409,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,435,62,485,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,405,407,425,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,72,36,195,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,488,476,288,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,420,307,275,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,24,116,430,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,476,330,176,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,46,375,134,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,464,230,125,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,248,347,349,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,268,108,340,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,10,468,110,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,47,156,426,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,370,377,499,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,359,151,383,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,184,29,93,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,206,222,214,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,209,42,232,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,251,460,37,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,49,398,466,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,395,323,315,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,225,55,186,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,424,333,62,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,11,156,212,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,45,285,233,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,149,373,108,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,189,276,382,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,473,20,278,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,46,246,110,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,261,134,442,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,17,130,301,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,132,143,134,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,423,405,409,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,57,419,376,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,198,424,119,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,444,344,268,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,27,165,393,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,205,69,207,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,316,488,247,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,317,495,113,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,443,259,8,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,428,118,311,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,161,339,377,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,341,113,123,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,290,230,376,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,391,41,294,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,471,89,388,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,106,31,318,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,444,414,111,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,353,466,66,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,346,402,365,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,430,278,160,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,495,124,199,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,329,201,303,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,450,299,82,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,317,387,206,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,36,295,119,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,287,60,398,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,390,282,410,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,100,29,162,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,190,4,462,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,312,92,370,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,344,43,237,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,438,270,382,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,45,26,399,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,337,434,225,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,248,40,200,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,270,29,20,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,394,481,68,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,408,142,439,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,434,131,326,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,222,296,41,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,188,123,485,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,17,173,136,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,135,429,216,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,47,490,241,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,441,397,28,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,471,209,498,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,150,495,37,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,398,157,447,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,153,360,204,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,429,458,6,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,253,45,190,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,28,29,134,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,134,140,347,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,18,82,369,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,395,323,56,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,461,115,497,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,289,142,292,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,71,120,363,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
