LogisticsShipmentLineToContainerKey,LogisticsShipmentLineKey,LogisticsContainerKey,PackedQuantity,PackedWeightKg,SourceSystemKey,BatchId,LoadedAtUtc
395,315,179,276.6000,396.0000,1,1,2026-08-24T00:00:00.000
396,347,402,277.3000,397.0000,1,1,2026-08-24T00:00:00.000
397,38,179,278.0000,398.0000,1,1,2026-08-24T00:00:00.000
398,500,317,278.7000,399.0000,1,1,2026-08-24T00:00:00.000
399,410,483,279.4000,400.0000,1,1,2026-08-24T00:00:00.000
400,130,385,280.1000,401.0000,1,1,2026-08-24T00:00:00.000
401,390,87,280.8000,402.0000,1,1,2026-08-24T00:00:00.000
402,59,313,281.5000,403.0000,1,1,2026-08-24T00:00:00.000
403,71,285,282.2000,404.0000,1,1,2026-08-24T00:00:00.000
404,66,425,282.9000,405.0000,1,1,2026-08-24T00:00:00.000
405,223,369,283.6000,406.0000,1,1,2026-08-24T00:00:00.000
406,258,44,284.3000,407.0000,1,1,2026-08-24T00:00:00.000
407,219,105,285.0000,408.0000,1,1,2026-08-24T00:00:00.000
408,56,28,285.7000,409.0000,1,1,2026-08-24T00:00:00.000
409,281,26,286.4000,410.0000,1,1,2026-08-24T00:00:00.000
410,56,52,287.1000,411.0000,1,1,2026-08-24T00:00:00.000
411,240,478,287.8000,412.0000,1,1,2026-08-24T00:00:00.000
412,328,220,288.5000,413.0000,1,1,2026-08-24T00:00:00.000
413,304,49,289.2000,414.0000,1,1,2026-08-24T00:00:00.000
414,468,146,289.9000,415.0000,1,1,2026-08-24T00:00:00.000
415,345,374,290.6000,416.0000,1,1,2026-08-24T00:00:00.000
416,226,106,291.3000,417.0000,1,1,2026-08-24T00:00:00.000
417,482,428,292.0000,418.0000,1,1,2026-08-24T00:00:00.000
418,147,441,292.7000,419.0000,1,1,2026-08-24T00:00:00.000
419,452,7,293.4000,420.0000,1,1,2026-08-24T00:00:00.000
420,375,387,294.1000,421.0000,1,1,2026-08-24T00:00:00.000
421,16,357,294.8000,422.0000,1,1,2026-08-24T00:00:00.000
422,479,487,295.5000,423.0000,1,1,2026-08-24T00:00:00.000
423,130,195,296.2000,424.0000,1,1,2026-08-24T00:00:00.000
424,212,227,296.9000,425.0000,1,1,2026-08-24T00:00:00.000
425,424,154,297.6000,426.0000,1,1,2026-08-24T00:00:00.000
426,186,71,298.3000,427.0000,1,1,2026-08-24T00:00:00.000
427,207,439,299.0000,428.0000,1,1,2026-08-24T00:00:00.000
428,374,54,299.7000,429.0000,1,1,2026-08-24T00:00:00.000
429,444,61,300.4000,430.0000,1,1,2026-08-24T00:00:00.000
430,222,165,301.1000,431.0000,1,1,2026-08-24T00:00:00.000
431,14,145,301.8000,432.0000,1,1,2026-08-24T00:00:00.000
432,136,391,302.5000,433.0000,1,1,2026-08-24T00:00:00.000
433,279,195,303.2000,434.0000,1,1,2026-08-24T00:00:00.000
434,159,248,303.9000,435.0000,1,1,2026-08-24T00:00:00.000
435,377,141,304.6000,436.0000,1,1,2026-08-24T00:00:00.000
436,301,315,305.3000,437.0000,1,1,2026-08-24T00:00:00.000
437,347,269,306.0000,438.0000,1,1,2026-08-24T00:00:00.000
438,185,303,306.7000,439.0000,1,1,2026-08-24T00:00:00.000
439,215,174,307.4000,440.0000,1,1,2026-08-24T00:00:00.000
440,431,26,308.1000,441.0000,1,1,2026-08-24T00:00:00.000
441,44,383,308.8000,442.0000,1,1,2026-08-24T00:00:00.000
442,392,151,309.5000,443.0000,1,1,2026-08-24T00:00:00.000
443,266,429,310.2000,444.0000,1,1,2026-08-24T00:00:00.000
444,162,327,310.9000,445.0000,1,1,2026-08-24T00:00:00.000
445,372,41,311.6000,446.0000,1,1,2026-08-24T00:00:00.000
446,173,442,312.3000,447.0000,1,1,2026-08-24T00:00:00.000
447,286,29,313.0000,448.0000,1,1,2026-08-24T00:00:00.000
448,46,151,313.7000,449.0000,1,1,2026-08-24T00:00:00.000
449,175,44,314.4000,450.0000,1,1,2026-08-24T00:00:00.000
450,224,341,315.1000,451.0000,1,1,2026-08-24T00:00:00.000
451,299,150,315.8000,452.0000,1,1,2026-08-24T00:00:00.000
452,91,473,316.5000,453.0000,1,1,2026-08-24T00:00:00.000
453,60,174,317.2000,454.0000,1,1,2026-08-24T00:00:00.000
454,164,394,317.9000,455.0000,1,1,2026-08-24T00:00:00.000
455,34,380,318.6000,456.0000,1,1,2026-08-24T00:00:00.000
456,120,468,319.3000,457.0000,1,1,2026-08-24T00:00:00.000
457,216,298,320.0000,458.0000,1,1,2026-08-24T00:00:00.000
458,37,380,320.7000,459.0000,1,1,2026-08-24T00:00:00.000
459,343,444,321.4000,460.0000,1,1,2026-08-24T00:00:00.000
460,19,484,322.1000,461.0000,1,1,2026-08-24T00:00:00.000
461,452,409,322.8000,462.0000,1,1,2026-08-24T00:00:00.000
462,53,30,323.5000,463.0000,1,1,2026-08-24T00:00:00.000
463,334,45,324.2000,464.0000,1,1,2026-08-24T00:00:00.000
464,53,409,324.9000,465.0000,1,1,2026-08-24T00:00:00.000
465,234,295,325.6000,466.0000,1,1,2026-08-24T00:00:00.000
466,35,10,326.3000,467.0000,1,1,2026-08-24T00:00:00.000
467,255,15,327.0000,468.0000,1,1,2026-08-24T00:00:00.000
468,238,489,327.7000,469.0000,1,1,2026-08-24T00:00:00.000
469,446,381,328.4000,470.0000,1,1,2026-08-24T00:00:00.000
470,341,231,329.1000,471.0000,1,1,2026-08-24T00:00:00.000
471,27,479,329.8000,472.0000,1,1,2026-08-24T00:00:00.000
472,164,124,330.5000,473.0000,1,1,2026-08-24T00:00:00.000
473,36,451,331.2000,474.0000,1,1,2026-08-24T00:00:00.000
474,454,33,331.9000,475.0000,1,1,2026-08-24T00:00:00.000
475,55,115,332.6000,476.0000,1,1,2026-08-24T00:00:00.000
476,30,291,333.3000,477.0000,1,1,2026-08-24T00:00:00.000
477,44,296,334.0000,478.0000,1,1,2026-08-24T00:00:00.000
478,248,466,334.7000,479.0000,1,1,2026-08-24T00:00:00.000
479,5,318,335.4000,480.0000,1,1,2026-08-24T00:00:00.000
480,190,358,336.1000,481.0000,1,1,2026-08-24T00:00:00.000
481,174,287,336.8000,482.0000,1,1,2026-08-24T00:00:00.000
482,226,223,337.5000,483.0000,1,1,2026-08-24T00:00:00.000
483,222,107,338.2000,484.0000,1,1,2026-08-24T00:00:00.000
484,251,427,338.9000,485.0000,1,1,2026-08-24T00:00:00.000
485,227,326,339.6000,486.0000,1,1,2026-08-24T00:00:00.000
486,344,88,340.3000,487.0000,1,1,2026-08-24T00:00:00.000
487,259,365,341.0000,488.0000,1,1,2026-08-24T00:00:00.000
488,434,500,341.7000,489.0000,1,1,2026-08-24T00:00:00.000
489,399,49,342.4000,490.0000,1,1,2026-08-24T00:00:00.000
490,301,119,343.1000,491.0000,1,1,2026-08-24T00:00:00.000
491,442,333,343.8000,492.0000,1,1,2026-08-24T00:00:00.000
492,315,372,344.5000,493.0000,1,1,2026-08-24T00:00:00.000
493,128,249,345.2000,494.0000,1,1,2026-08-24T00:00:00.000
494,339,427,345.9000,495.0000,1,1,2026-08-24T00:00:00.000
495,447,401,346.6000,496.0000,1,1,2026-08-24T00:00:00.000
496,409,367,347.3000,497.0000,1,1,2026-08-24T00:00:00.000
497,235,61,348.0000,498.0000,1,1,2026-08-24T00:00:00.000
498,168,99,348.7000,499.0000,1,1,2026-08-24T00:00:00.000
499,198,144,349.4000,500.0000,1,1,2026-08-24T00:00:00.000
500,173,17,350.1000,501.0000,1,1,2026-08-24T00:00:00.000
