WarrantyClaimRepairCodeKey,WarrantyFailureModeKey,ServiceRepairCodeKey,RepairProbabilityRatio,StandardAllowanceAmount,SourceSystemKey,BatchId,LoadedAtUtc
394,351,373,395.000000,549.7800,1,1,2026-08-24T00:00:00.000
395,488,161,396.000000,551.1500,1,1,2026-08-24T00:00:00.000
396,189,195,397.000000,552.5200,1,1,2026-08-24T00:00:00.000
397,59,267,398.000000,553.8900,1,1,2026-08-24T00:00:00.000
398,251,343,399.000000,555.2600,1,1,2026-08-24T00:00:00.000
399,376,54,400.000000,556.6300,1,1,2026-08-24T00:00:00.000
400,237,169,401.000000,558.0000,1,1,2026-08-24T00:00:00.000
401,417,102,402.000000,559.3700,1,1,2026-08-24T00:00:00.000
402,352,247,403.000000,560.7400,1,1,2026-08-24T00:00:00.000
403,367,289,404.000000,562.1100,1,1,2026-08-24T00:00:00.000
404,109,95,405.000000,563.4800,1,1,2026-08-24T00:00:00.000
405,266,188,406.000000,564.8500,1,1,2026-08-24T00:00:00.000
406,352,234,407.000000,566.2200,1,1,2026-08-24T00:00:00.000
407,315,34,408.000000,567.5900,1,1,2026-08-24T00:00:00.000
408,386,65,409.000000,568.9600,1,1,2026-08-24T00:00:00.000
409,122,69,410.000000,570.3300,1,1,2026-08-24T00:00:00.000
410,10,55,411.000000,571.7000,1,1,2026-08-24T00:00:00.000
411,188,453,412.000000,573.0700,1,1,2026-08-24T00:00:00.000
412,17,323,413.000000,574.4400,1,1,2026-08-24T00:00:00.000
413,320,211,414.000000,575.8100,1,1,2026-08-24T00:00:00.000
414,424,418,415.000000,577.1800,1,1,2026-08-24T00:00:00.000
415,263,256,416.000000,578.5500,1,1,2026-08-24T00:00:00.000
416,216,283,417.000000,579.9200,1,1,2026-08-24T00:00:00.000
417,126,296,418.000000,581.2900,1,1,2026-08-24T00:00:00.000
418,111,154,419.000000,582.6600,1,1,2026-08-24T00:00:00.000
419,72,137,420.000000,584.0300,1,1,2026-08-24T00:00:00.000
420,365,297,421.000000,585.4000,1,1,2026-08-24T00:00:00.000
421,337,33,422.000000,586.7700,1,1,2026-08-24T00:00:00.000
422,53,60,423.000000,588.1400,1,1,2026-08-24T00:00:00.000
423,38,177,424.000000,589.5100,1,1,2026-08-24T00:00:00.000
424,470,72,425.000000,590.8800,1,1,2026-08-24T00:00:00.000
425,251,460,426.000000,592.2500,1,1,2026-08-24T00:00:00.000
426,437,291,427.000000,593.6200,1,1,2026-08-24T00:00:00.000
427,493,81,428.000000,594.9900,1,1,2026-08-24T00:00:00.000
428,332,339,429.000000,596.3600,1,1,2026-08-24T00:00:00.000
429,103,463,430.000000,597.7300,1,1,2026-08-24T00:00:00.000
430,360,378,431.000000,599.1000,1,1,2026-08-24T00:00:00.000
431,80,262,432.000000,600.4700,1,1,2026-08-24T00:00:00.000
432,295,303,433.000000,601.8400,1,1,2026-08-24T00:00:00.000
433,243,48,434.000000,603.2100,1,1,2026-08-24T00:00:00.000
434,94,268,435.000000,604.5800,1,1,2026-08-24T00:00:00.000
435,464,274,436.000000,605.9500,1,1,2026-08-24T00:00:00.000
436,292,254,437.000000,607.3200,1,1,2026-08-24T00:00:00.000
437,381,380,438.000000,608.6900,1,1,2026-08-24T00:00:00.000
438,304,459,439.000000,610.0600,1,1,2026-08-24T00:00:00.000
439,122,382,440.000000,611.4300,1,1,2026-08-24T00:00:00.000
440,62,440,441.000000,612.8000,1,1,2026-08-24T00:00:00.000
441,136,145,442.000000,614.1700,1,1,2026-08-24T00:00:00.000
442,194,145,443.000000,615.5400,1,1,2026-08-24T00:00:00.000
443,396,55,444.000000,616.9100,1,1,2026-08-24T00:00:00.000
444,377,318,445.000000,618.2800,1,1,2026-08-24T00:00:00.000
445,125,322,446.000000,619.6500,1,1,2026-08-24T00:00:00.000
446,260,20,447.000000,621.0200,1,1,2026-08-24T00:00:00.000
447,419,270,448.000000,622.3900,1,1,2026-08-24T00:00:00.000
448,68,320,449.000000,623.7600,1,1,2026-08-24T00:00:00.000
449,13,250,450.000000,625.1300,1,1,2026-08-24T00:00:00.000
450,181,104,451.000000,626.5000,1,1,2026-08-24T00:00:00.000
451,399,377,452.000000,627.8700,1,1,2026-08-24T00:00:00.000
452,117,451,453.000000,629.2400,1,1,2026-08-24T00:00:00.000
453,403,80,454.000000,630.6100,1,1,2026-08-24T00:00:00.000
454,264,428,455.000000,631.9800,1,1,2026-08-24T00:00:00.000
455,430,130,456.000000,633.3500,1,1,2026-08-24T00:00:00.000
456,310,482,457.000000,634.7200,1,1,2026-08-24T00:00:00.000
457,326,208,458.000000,636.0900,1,1,2026-08-24T00:00:00.000
458,144,280,459.000000,637.4600,1,1,2026-08-24T00:00:00.000
459,392,393,460.000000,638.8300,1,1,2026-08-24T00:00:00.000
460,114,15,461.000000,640.2000,1,1,2026-08-24T00:00:00.000
461,21,415,462.000000,641.5700,1,1,2026-08-24T00:00:00.000
462,47,151,463.000000,642.9400,1,1,2026-08-24T00:00:00.000
463,299,373,464.000000,644.3100,1,1,2026-08-24T00:00:00.000
464,221,14,465.000000,645.6800,1,1,2026-08-24T00:00:00.000
465,71,90,466.000000,647.0500,1,1,2026-08-24T00:00:00.000
466,456,441,467.000000,648.4200,1,1,2026-08-24T00:00:00.000
467,241,182,468.000000,649.7900,1,1,2026-08-24T00:00:00.000
468,153,156,469.000000,651.1600,1,1,2026-08-24T00:00:00.000
469,32,219,470.000000,652.5300,1,1,2026-08-24T00:00:00.000
470,451,183,471.000000,653.9000,1,1,2026-08-24T00:00:00.000
471,360,314,472.000000,655.2700,1,1,2026-08-24T00:00:00.000
472,114,50,473.000000,656.6400,1,1,2026-08-24T00:00:00.000
473,258,249,474.000000,658.0100,1,1,2026-08-24T00:00:00.000
474,491,405,475.000000,659.3800,1,1,2026-08-24T00:00:00.000
475,161,387,476.000000,660.7500,1,1,2026-08-24T00:00:00.000
476,49,54,477.000000,662.1200,1,1,2026-08-24T00:00:00.000
477,71,384,478.000000,663.4900,1,1,2026-08-24T00:00:00.000
478,58,371,479.000000,664.8600,1,1,2026-08-24T00:00:00.000
479,250,328,480.000000,666.2300,1,1,2026-08-24T00:00:00.000
480,367,314,481.000000,667.6000,1,1,2026-08-24T00:00:00.000
481,5,144,482.000000,668.9700,1,1,2026-08-24T00:00:00.000
482,374,283,483.000000,670.3400,1,1,2026-08-24T00:00:00.000
483,170,430,484.000000,671.7100,1,1,2026-08-24T00:00:00.000
484,457,188,485.000000,673.0800,1,1,2026-08-24T00:00:00.000
485,185,58,486.000000,674.4500,1,1,2026-08-24T00:00:00.000
486,184,343,487.000000,675.8200,1,1,2026-08-24T00:00:00.000
487,493,495,488.000000,677.1900,1,1,2026-08-24T00:00:00.000
488,413,467,489.000000,678.5600,1,1,2026-08-24T00:00:00.000
489,497,239,490.000000,679.9300,1,1,2026-08-24T00:00:00.000
490,17,285,491.000000,681.3000,1,1,2026-08-24T00:00:00.000
491,372,21,492.000000,682.6700,1,1,2026-08-24T00:00:00.000
492,94,208,493.000000,684.0400,1,1,2026-08-24T00:00:00.000
493,270,53,494.000000,685.4100,1,1,2026-08-24T00:00:00.000
494,373,118,495.000000,686.7800,1,1,2026-08-24T00:00:00.000
495,208,84,496.000000,688.1500,1,1,2026-08-24T00:00:00.000
496,416,14,497.000000,689.5200,1,1,2026-08-24T00:00:00.000
497,148,330,498.000000,690.8900,1,1,2026-08-24T00:00:00.000
498,89,49,499.000000,692.2600,1,1,2026-08-24T00:00:00.000
499,476,388,500.000000,693.6300,1,1,2026-08-24T00:00:00.000
500,228,479,501.000000,695.0000,1,1,2026-08-24T00:00:00.000
