InventoryLotBinAssignmentKey,InventoryLotKey,InventoryBinKey,InventoryStockStatusKey,AssignedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
432,114,9,9,302.5000,1,1,2026-08-24T00:00:00.000
433,143,47,1,303.2000,1,1,2026-08-24T00:00:00.000
434,112,263,7,303.9000,1,1,2026-08-24T00:00:00.000
435,309,367,8,304.6000,1,1,2026-08-24T00:00:00.000
436,67,400,6,305.3000,1,1,2026-08-24T00:00:00.000
437,326,394,4,306.0000,1,1,2026-08-24T00:00:00.000
438,7,433,10,306.7000,1,1,2026-08-24T00:00:00.000
439,458,248,7,307.4000,1,1,2026-08-24T00:00:00.000
440,270,69,4,308.1000,1,1,2026-08-24T00:00:00.000
441,22,388,5,308.8000,1,1,2026-08-24T00:00:00.000
442,448,488,5,309.5000,1,1,2026-08-24T00:00:00.000
443,212,39,3,310.2000,1,1,2026-08-24T00:00:00.000
444,455,298,6,310.9000,1,1,2026-08-24T00:00:00.000
445,101,291,10,311.6000,1,1,2026-08-24T00:00:00.000
446,219,259,9,312.3000,1,1,2026-08-24T00:00:00.000
447,180,227,8,313.0000,1,1,2026-08-24T00:00:00.000
448,24,137,8,313.7000,1,1,2026-08-24T00:00:00.000
449,73,382,2,314.4000,1,1,2026-08-24T00:00:00.000
450,60,75,3,315.1000,1,1,2026-08-24T00:00:00.000
451,332,294,5,315.8000,1,1,2026-08-24T00:00:00.000
452,106,433,7,316.5000,1,1,2026-08-24T00:00:00.000
453,233,448,1,317.2000,1,1,2026-08-24T00:00:00.000
454,472,270,5,317.9000,1,1,2026-08-24T00:00:00.000
455,404,295,2,318.6000,1,1,2026-08-24T00:00:00.000
456,445,334,2,319.3000,1,1,2026-08-24T00:00:00.000
457,193,445,8,320.0000,1,1,2026-08-24T00:00:00.000
458,53,119,7,320.7000,1,1,2026-08-24T00:00:00.000
459,472,18,5,321.4000,1,1,2026-08-24T00:00:00.000
460,408,127,4,322.1000,1,1,2026-08-24T00:00:00.000
461,182,417,6,322.8000,1,1,2026-08-24T00:00:00.000
462,395,466,5,323.5000,1,1,2026-08-24T00:00:00.000
463,431,499,5,324.2000,1,1,2026-08-24T00:00:00.000
464,171,206,10,324.9000,1,1,2026-08-24T00:00:00.000
465,285,481,6,325.6000,1,1,2026-08-24T00:00:00.000
466,180,461,9,326.3000,1,1,2026-08-24T00:00:00.000
467,369,218,2,327.0000,1,1,2026-08-24T00:00:00.000
468,225,451,5,327.7000,1,1,2026-08-24T00:00:00.000
469,329,425,4,328.4000,1,1,2026-08-24T00:00:00.000
470,385,129,1,329.1000,1,1,2026-08-24T00:00:00.000
471,414,34,10,329.8000,1,1,2026-08-24T00:00:00.000
472,280,239,5,330.5000,1,1,2026-08-24T00:00:00.000
473,455,129,4,331.2000,1,1,2026-08-24T00:00:00.000
474,278,237,10,331.9000,1,1,2026-08-24T00:00:00.000
475,30,378,7,332.6000,1,1,2026-08-24T00:00:00.000
476,437,198,1,333.3000,1,1,2026-08-24T00:00:00.000
477,223,62,8,334.0000,1,1,2026-08-24T00:00:00.000
478,326,366,7,334.7000,1,1,2026-08-24T00:00:00.000
479,193,150,3,335.4000,1,1,2026-08-24T00:00:00.000
480,369,450,6,336.1000,1,1,2026-08-24T00:00:00.000
481,458,137,7,336.8000,1,1,2026-08-24T00:00:00.000
482,436,259,1,337.5000,1,1,2026-08-24T00:00:00.000
483,106,322,2,338.2000,1,1,2026-08-24T00:00:00.000
484,399,80,8,338.9000,1,1,2026-08-24T00:00:00.000
485,349,44,4,339.6000,1,1,2026-08-24T00:00:00.000
486,264,289,3,340.3000,1,1,2026-08-24T00:00:00.000
487,450,208,6,341.0000,1,1,2026-08-24T00:00:00.000
488,164,499,4,341.7000,1,1,2026-08-24T00:00:00.000
489,137,127,3,342.4000,1,1,2026-08-24T00:00:00.000
490,478,363,8,343.1000,1,1,2026-08-24T00:00:00.000
491,61,13,6,343.8000,1,1,2026-08-24T00:00:00.000
492,115,286,3,344.5000,1,1,2026-08-24T00:00:00.000
493,466,286,3,345.2000,1,1,2026-08-24T00:00:00.000
494,138,171,3,345.9000,1,1,2026-08-24T00:00:00.000
495,349,238,2,346.6000,1,1,2026-08-24T00:00:00.000
496,304,262,2,347.3000,1,1,2026-08-24T00:00:00.000
497,141,322,4,348.0000,1,1,2026-08-24T00:00:00.000
498,360,49,2,348.7000,1,1,2026-08-24T00:00:00.000
499,175,323,10,349.4000,1,1,2026-08-24T00:00:00.000
500,426,266,6,350.1000,1,1,2026-08-24T00:00:00.000
