QualityDefectCharacteristicKey,QualityDefectCodeKey,QualityInspectionCharacteristicKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
373,240,401,373,521.010000,0.0373,1,1,2026-08-24T00:00:00.000
374,409,21,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,191,437,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,360,195,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,26,88,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,343,220,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,182,183,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,213,461,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,76,209,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,385,362,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,379,407,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,80,445,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,132,447,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,259,157,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,399,457,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,471,217,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,413,53,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,3,101,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,141,10,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,19,183,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,498,67,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,181,369,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,313,289,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,211,297,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,334,174,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,223,209,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,15,227,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,106,83,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,54,92,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,6,29,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,358,38,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,421,95,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,308,232,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,361,363,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,262,27,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,225,131,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,392,220,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,492,299,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,9,355,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,97,433,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,177,414,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,473,482,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,417,110,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,6,244,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,373,406,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,81,198,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,290,381,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,467,434,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,377,486,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,315,386,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,75,336,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,45,347,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,114,99,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,186,464,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,354,410,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,438,137,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,23,88,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,442,320,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,290,172,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,102,139,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,313,461,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,116,103,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,325,290,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,276,72,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,82,7,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,498,372,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,317,54,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,461,267,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,76,481,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,207,150,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,296,170,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,374,370,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,311,158,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,418,191,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,388,159,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,161,245,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,135,372,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,383,58,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,435,367,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,20,415,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,411,358,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,271,480,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,331,76,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,114,426,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,407,441,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,175,241,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,179,481,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,115,2,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,145,103,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,59,326,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,88,53,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,384,119,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,181,340,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,472,476,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,91,193,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,312,308,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,46,147,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,183,250,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,311,192,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,348,485,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,431,371,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,487,122,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,329,2,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,27,152,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,455,42,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,330,74,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,40,160,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,426,81,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,374,274,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,411,68,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,252,276,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,411,406,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,148,373,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,17,245,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,51,308,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,451,115,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,21,164,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,307,233,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,124,61,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,72,439,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,422,31,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,117,287,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,145,259,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,451,39,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,127,30,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,56,496,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,228,261,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,483,424,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
