InventorySerialBinAssignmentKey,InventorySerialNumberKey,InventoryBinKey,InventoryContainerKey,InventoryStockStatusKey,AssignmentSequenceNumber,SourceSystemKey,BatchId,LoadedAtUtc
444,127,387,288,6,444,1,1,2026-08-24T00:00:00.000
445,230,433,69,6,445,1,1,2026-08-24T00:00:00.000
446,17,403,119,7,446,1,1,2026-08-24T00:00:00.000
447,188,299,125,9,447,1,1,2026-08-24T00:00:00.000
448,49,491,117,2,448,1,1,2026-08-24T00:00:00.000
449,95,386,329,9,449,1,1,2026-08-24T00:00:00.000
450,240,118,68,10,450,1,1,2026-08-24T00:00:00.000
451,340,68,190,1,451,1,1,2026-08-24T00:00:00.000
452,351,396,359,8,452,1,1,2026-08-24T00:00:00.000
453,111,235,423,6,453,1,1,2026-08-24T00:00:00.000
454,23,181,377,2,454,1,1,2026-08-24T00:00:00.000
455,101,139,212,4,455,1,1,2026-08-24T00:00:00.000
456,491,284,489,7,456,1,1,2026-08-24T00:00:00.000
457,196,295,341,10,457,1,1,2026-08-24T00:00:00.000
458,48,243,116,6,458,1,1,2026-08-24T00:00:00.000
459,346,54,-1,7,459,1,1,2026-08-24T00:00:00.000
460,325,27,311,9,460,1,1,2026-08-24T00:00:00.000
461,480,266,275,1,461,1,1,2026-08-24T00:00:00.000
462,33,467,63,6,462,1,1,2026-08-24T00:00:00.000
463,18,80,231,6,463,1,1,2026-08-24T00:00:00.000
464,346,73,37,10,464,1,1,2026-08-24T00:00:00.000
465,394,155,248,4,465,1,1,2026-08-24T00:00:00.000
466,67,13,410,1,466,1,1,2026-08-24T00:00:00.000
467,310,477,84,9,467,1,1,2026-08-24T00:00:00.000
468,111,238,133,5,468,1,1,2026-08-24T00:00:00.000
469,202,188,125,4,469,1,1,2026-08-24T00:00:00.000
470,411,157,276,8,470,1,1,2026-08-24T00:00:00.000
471,231,359,20,9,471,1,1,2026-08-24T00:00:00.000
472,132,289,472,8,472,1,1,2026-08-24T00:00:00.000
473,82,257,304,7,473,1,1,2026-08-24T00:00:00.000
474,415,268,236,3,474,1,1,2026-08-24T00:00:00.000
475,456,95,293,5,475,1,1,2026-08-24T00:00:00.000
476,187,391,-1,3,476,1,1,2026-08-24T00:00:00.000
477,93,145,491,10,477,1,1,2026-08-24T00:00:00.000
478,10,194,274,10,478,1,1,2026-08-24T00:00:00.000
479,209,291,211,3,479,1,1,2026-08-24T00:00:00.000
480,162,406,278,5,480,1,1,2026-08-24T00:00:00.000
481,342,440,268,6,481,1,1,2026-08-24T00:00:00.000
482,10,274,32,2,482,1,1,2026-08-24T00:00:00.000
483,23,170,260,9,483,1,1,2026-08-24T00:00:00.000
484,27,477,292,10,484,1,1,2026-08-24T00:00:00.000
485,471,411,45,1,485,1,1,2026-08-24T00:00:00.000
486,359,192,413,3,486,1,1,2026-08-24T00:00:00.000
487,459,231,315,7,487,1,1,2026-08-24T00:00:00.000
488,350,411,440,8,488,1,1,2026-08-24T00:00:00.000
489,112,50,297,10,489,1,1,2026-08-24T00:00:00.000
490,480,383,429,10,490,1,1,2026-08-24T00:00:00.000
491,218,491,48,6,491,1,1,2026-08-24T00:00:00.000
492,15,77,64,3,492,1,1,2026-08-24T00:00:00.000
493,229,84,-1,1,493,1,1,2026-08-24T00:00:00.000
494,154,330,230,9,494,1,1,2026-08-24T00:00:00.000
495,410,305,405,9,495,1,1,2026-08-24T00:00:00.000
496,330,413,61,10,496,1,1,2026-08-24T00:00:00.000
497,65,350,15,2,497,1,1,2026-08-24T00:00:00.000
498,413,475,122,3,498,1,1,2026-08-24T00:00:00.000
499,149,405,114,6,499,1,1,2026-08-24T00:00:00.000
500,480,282,449,10,500,1,1,2026-08-24T00:00:00.000
