MachineSensorAssignmentKey,MachineKey,MachineSensorTagKey,SequenceNumber,QuantityValue,AllocationPercent,SourceSystemKey,BatchId,LoadedAtUtc
374,445,109,374,522.380000,0.0374,1,1,2026-08-24T00:00:00.000
375,205,300,375,523.750000,0.0375,1,1,2026-08-24T00:00:00.000
376,374,57,376,525.120000,0.0376,1,1,2026-08-24T00:00:00.000
377,239,273,377,526.490000,0.0377,1,1,2026-08-24T00:00:00.000
378,22,55,378,527.860000,0.0378,1,1,2026-08-24T00:00:00.000
379,374,448,379,529.230000,0.0379,1,1,2026-08-24T00:00:00.000
380,420,345,380,530.600000,0.0380,1,1,2026-08-24T00:00:00.000
381,67,337,381,531.970000,0.0381,1,1,2026-08-24T00:00:00.000
382,385,361,382,533.340000,0.0382,1,1,2026-08-24T00:00:00.000
383,402,354,383,534.710000,0.0383,1,1,2026-08-24T00:00:00.000
384,153,71,384,536.080000,0.0384,1,1,2026-08-24T00:00:00.000
385,46,411,385,537.450000,0.0385,1,1,2026-08-24T00:00:00.000
386,296,148,386,538.820000,0.0386,1,1,2026-08-24T00:00:00.000
387,185,213,387,540.190000,0.0387,1,1,2026-08-24T00:00:00.000
388,417,90,388,541.560000,0.0388,1,1,2026-08-24T00:00:00.000
389,489,72,389,542.930000,0.0389,1,1,2026-08-24T00:00:00.000
390,481,402,390,544.300000,0.0390,1,1,2026-08-24T00:00:00.000
391,222,487,391,545.670000,0.0391,1,1,2026-08-24T00:00:00.000
392,416,234,392,547.040000,0.0392,1,1,2026-08-24T00:00:00.000
393,79,131,393,548.410000,0.0393,1,1,2026-08-24T00:00:00.000
394,148,109,394,549.780000,0.0394,1,1,2026-08-24T00:00:00.000
395,224,3,395,551.150000,0.0395,1,1,2026-08-24T00:00:00.000
396,476,293,396,552.520000,0.0396,1,1,2026-08-24T00:00:00.000
397,102,250,397,553.890000,0.0397,1,1,2026-08-24T00:00:00.000
398,417,349,398,555.260000,0.0398,1,1,2026-08-24T00:00:00.000
399,231,462,399,556.630000,0.0399,1,1,2026-08-24T00:00:00.000
400,19,490,400,558.000000,0.0400,1,1,2026-08-24T00:00:00.000
401,376,280,401,559.370000,0.0401,1,1,2026-08-24T00:00:00.000
402,29,51,402,560.740000,0.0402,1,1,2026-08-24T00:00:00.000
403,449,500,403,562.110000,0.0403,1,1,2026-08-24T00:00:00.000
404,180,278,404,563.480000,0.0404,1,1,2026-08-24T00:00:00.000
405,338,172,405,564.850000,0.0405,1,1,2026-08-24T00:00:00.000
406,201,347,406,566.220000,0.0406,1,1,2026-08-24T00:00:00.000
407,1,313,407,567.590000,0.0407,1,1,2026-08-24T00:00:00.000
408,458,443,408,568.960000,0.0408,1,1,2026-08-24T00:00:00.000
409,3,324,409,570.330000,0.0409,1,1,2026-08-24T00:00:00.000
410,426,289,410,571.700000,0.0410,1,1,2026-08-24T00:00:00.000
411,352,479,411,573.070000,0.0411,1,1,2026-08-24T00:00:00.000
412,199,123,412,574.440000,0.0412,1,1,2026-08-24T00:00:00.000
413,53,193,413,575.810000,0.0413,1,1,2026-08-24T00:00:00.000
414,413,308,414,577.180000,0.0414,1,1,2026-08-24T00:00:00.000
415,291,452,415,578.550000,0.0415,1,1,2026-08-24T00:00:00.000
416,336,5,416,579.920000,0.0416,1,1,2026-08-24T00:00:00.000
417,467,384,417,581.290000,0.0417,1,1,2026-08-24T00:00:00.000
418,158,64,418,582.660000,0.0418,1,1,2026-08-24T00:00:00.000
419,144,471,419,584.030000,0.0419,1,1,2026-08-24T00:00:00.000
420,255,52,420,585.400000,0.0420,1,1,2026-08-24T00:00:00.000
421,473,58,421,586.770000,0.0421,1,1,2026-08-24T00:00:00.000
422,256,76,422,588.140000,0.0422,1,1,2026-08-24T00:00:00.000
423,34,450,423,589.510000,0.0423,1,1,2026-08-24T00:00:00.000
424,340,155,424,590.880000,0.0424,1,1,2026-08-24T00:00:00.000
425,355,111,425,592.250000,0.0425,1,1,2026-08-24T00:00:00.000
426,425,2,426,593.620000,0.0426,1,1,2026-08-24T00:00:00.000
427,187,496,427,594.990000,0.0427,1,1,2026-08-24T00:00:00.000
428,92,422,428,596.360000,0.0428,1,1,2026-08-24T00:00:00.000
429,246,282,429,597.730000,0.0429,1,1,2026-08-24T00:00:00.000
430,186,334,430,599.100000,0.0430,1,1,2026-08-24T00:00:00.000
431,210,149,431,600.470000,0.0431,1,1,2026-08-24T00:00:00.000
432,93,243,432,601.840000,0.0432,1,1,2026-08-24T00:00:00.000
433,46,477,433,603.210000,0.0433,1,1,2026-08-24T00:00:00.000
434,152,170,434,604.580000,0.0434,1,1,2026-08-24T00:00:00.000
435,70,402,435,605.950000,0.0435,1,1,2026-08-24T00:00:00.000
436,455,93,436,607.320000,0.0436,1,1,2026-08-24T00:00:00.000
437,65,145,437,608.690000,0.0437,1,1,2026-08-24T00:00:00.000
438,269,300,438,610.060000,0.0438,1,1,2026-08-24T00:00:00.000
439,373,307,439,611.430000,0.0439,1,1,2026-08-24T00:00:00.000
440,6,204,440,612.800000,0.0440,1,1,2026-08-24T00:00:00.000
441,78,323,441,614.170000,0.0441,1,1,2026-08-24T00:00:00.000
442,122,258,442,615.540000,0.0442,1,1,2026-08-24T00:00:00.000
443,430,307,443,616.910000,0.0443,1,1,2026-08-24T00:00:00.000
444,254,370,444,618.280000,0.0444,1,1,2026-08-24T00:00:00.000
445,469,376,445,619.650000,0.0445,1,1,2026-08-24T00:00:00.000
446,454,357,446,621.020000,0.0446,1,1,2026-08-24T00:00:00.000
447,217,231,447,622.390000,0.0447,1,1,2026-08-24T00:00:00.000
448,490,373,448,623.760000,0.0448,1,1,2026-08-24T00:00:00.000
449,417,243,449,625.130000,0.0449,1,1,2026-08-24T00:00:00.000
450,353,418,450,626.500000,0.0450,1,1,2026-08-24T00:00:00.000
451,385,200,451,627.870000,0.0451,1,1,2026-08-24T00:00:00.000
452,242,96,452,629.240000,0.0452,1,1,2026-08-24T00:00:00.000
453,488,306,453,630.610000,0.0453,1,1,2026-08-24T00:00:00.000
454,99,442,454,631.980000,0.0454,1,1,2026-08-24T00:00:00.000
455,117,436,455,633.350000,0.0455,1,1,2026-08-24T00:00:00.000
456,261,148,456,634.720000,0.0456,1,1,2026-08-24T00:00:00.000
457,70,436,457,636.090000,0.0457,1,1,2026-08-24T00:00:00.000
458,39,127,458,637.460000,0.0458,1,1,2026-08-24T00:00:00.000
459,414,167,459,638.830000,0.0459,1,1,2026-08-24T00:00:00.000
460,486,152,460,640.200000,0.0460,1,1,2026-08-24T00:00:00.000
461,455,71,461,641.570000,0.0461,1,1,2026-08-24T00:00:00.000
462,136,176,462,642.940000,0.0462,1,1,2026-08-24T00:00:00.000
463,412,350,463,644.310000,0.0463,1,1,2026-08-24T00:00:00.000
464,186,157,464,645.680000,0.0464,1,1,2026-08-24T00:00:00.000
465,369,216,465,647.050000,0.0465,1,1,2026-08-24T00:00:00.000
466,22,43,466,648.420000,0.0466,1,1,2026-08-24T00:00:00.000
467,287,421,467,649.790000,0.0467,1,1,2026-08-24T00:00:00.000
468,210,364,468,651.160000,0.0468,1,1,2026-08-24T00:00:00.000
469,349,451,469,652.530000,0.0469,1,1,2026-08-24T00:00:00.000
470,45,144,470,653.900000,0.0470,1,1,2026-08-24T00:00:00.000
471,352,390,471,655.270000,0.0471,1,1,2026-08-24T00:00:00.000
472,240,27,472,656.640000,0.0472,1,1,2026-08-24T00:00:00.000
473,324,440,473,658.010000,0.0473,1,1,2026-08-24T00:00:00.000
474,91,443,474,659.380000,0.0474,1,1,2026-08-24T00:00:00.000
475,292,281,475,660.750000,0.0475,1,1,2026-08-24T00:00:00.000
476,427,304,476,662.120000,0.0476,1,1,2026-08-24T00:00:00.000
477,443,162,477,663.490000,0.0477,1,1,2026-08-24T00:00:00.000
478,113,371,478,664.860000,0.0478,1,1,2026-08-24T00:00:00.000
479,43,32,479,666.230000,0.0479,1,1,2026-08-24T00:00:00.000
480,463,413,480,667.600000,0.0480,1,1,2026-08-24T00:00:00.000
481,198,263,481,668.970000,0.0481,1,1,2026-08-24T00:00:00.000
482,414,10,482,670.340000,0.0482,1,1,2026-08-24T00:00:00.000
483,360,239,483,671.710000,0.0483,1,1,2026-08-24T00:00:00.000
484,275,232,484,673.080000,0.0484,1,1,2026-08-24T00:00:00.000
485,197,350,485,674.450000,0.0485,1,1,2026-08-24T00:00:00.000
486,68,80,486,675.820000,0.0486,1,1,2026-08-24T00:00:00.000
487,46,81,487,677.190000,0.0487,1,1,2026-08-24T00:00:00.000
488,163,419,488,678.560000,0.0488,1,1,2026-08-24T00:00:00.000
489,370,18,489,679.930000,0.0489,1,1,2026-08-24T00:00:00.000
490,372,230,490,681.300000,0.0490,1,1,2026-08-24T00:00:00.000
491,474,114,491,682.670000,0.0491,1,1,2026-08-24T00:00:00.000
492,209,389,492,684.040000,0.0492,1,1,2026-08-24T00:00:00.000
493,160,64,493,685.410000,0.0493,1,1,2026-08-24T00:00:00.000
494,181,328,494,686.780000,0.0494,1,1,2026-08-24T00:00:00.000
495,18,388,495,688.150000,0.0495,1,1,2026-08-24T00:00:00.000
496,425,407,496,689.520000,0.0496,1,1,2026-08-24T00:00:00.000
497,296,236,497,690.890000,0.0497,1,1,2026-08-24T00:00:00.000
498,198,260,498,692.260000,0.0498,1,1,2026-08-24T00:00:00.000
499,266,393,499,693.630000,0.0499,1,1,2026-08-24T00:00:00.000
500,266,272,500,695.000000,0.0500,1,1,2026-08-24T00:00:00.000
