LaborEmployeeCertificationKey,EmployeeKey,LaborCertificationKey,RecordStatusKey,IssuedDate,ExpirationDate,CertificationScore,SourceSystemKey,BatchId,LoadedAtUtc
307,200,324,3,2020-11-03,2020-11-03,308.00,1,1,2026-08-24T00:00:00.000
308,185,449,3,2020-11-04,2020-11-04,309.00,1,1,2026-08-24T00:00:00.000
309,147,38,1,2020-11-05,2020-11-05,310.00,1,1,2026-08-24T00:00:00.000
310,138,132,1,2020-11-06,2020-11-06,311.00,1,1,2026-08-24T00:00:00.000
311,427,303,2,2020-11-07,2020-11-07,312.00,1,1,2026-08-24T00:00:00.000
312,313,478,1,2020-11-08,2020-11-08,313.00,1,1,2026-08-24T00:00:00.000
313,165,72,2,2020-11-09,2020-11-09,314.00,1,1,2026-08-24T00:00:00.000
314,139,410,2,2020-11-10,2020-11-10,315.00,1,1,2026-08-24T00:00:00.000
315,189,130,3,2020-11-11,2020-11-11,316.00,1,1,2026-08-24T00:00:00.000
316,125,363,3,2020-11-12,2020-11-12,317.00,1,1,2026-08-24T00:00:00.000
317,196,175,4,2020-11-13,2020-11-13,318.00,1,1,2026-08-24T00:00:00.000
318,276,276,2,2020-11-14,2020-11-14,319.00,1,1,2026-08-24T00:00:00.000
319,134,411,1,2020-11-15,2020-11-15,320.00,1,1,2026-08-24T00:00:00.000
320,132,270,2,2020-11-16,2020-11-16,321.00,1,1,2026-08-24T00:00:00.000
321,395,127,4,2020-11-17,2020-11-17,322.00,1,1,2026-08-24T00:00:00.000
322,158,392,3,2020-11-18,2020-11-18,323.00,1,1,2026-08-24T00:00:00.000
323,205,65,3,2020-11-19,2020-11-19,324.00,1,1,2026-08-24T00:00:00.000
324,163,316,4,2020-11-20,2020-11-20,325.00,1,1,2026-08-24T00:00:00.000
325,61,413,2,2020-11-21,2020-11-21,326.00,1,1,2026-08-24T00:00:00.000
326,196,231,1,2020-11-22,2020-11-22,327.00,1,1,2026-08-24T00:00:00.000
327,321,155,1,2020-11-23,2020-11-23,328.00,1,1,2026-08-24T00:00:00.000
328,481,412,2,2020-11-24,2020-11-24,329.00,1,1,2026-08-24T00:00:00.000
329,382,442,3,2020-11-25,2020-11-25,330.00,1,1,2026-08-24T00:00:00.000
330,491,7,2,2020-11-26,2020-11-26,331.00,1,1,2026-08-24T00:00:00.000
331,188,136,3,2020-11-27,2020-11-27,332.00,1,1,2026-08-24T00:00:00.000
332,463,14,2,2020-11-28,2020-11-28,333.00,1,1,2026-08-24T00:00:00.000
333,430,149,3,2020-11-29,2020-11-29,334.00,1,1,2026-08-24T00:00:00.000
334,204,7,1,2020-11-30,2020-11-30,335.00,1,1,2026-08-24T00:00:00.000
335,101,126,3,2020-12-01,2020-12-01,336.00,1,1,2026-08-24T00:00:00.000
336,70,245,2,2020-12-02,2020-12-02,337.00,1,1,2026-08-24T00:00:00.000
337,102,150,4,2020-12-03,2020-12-03,338.00,1,1,2026-08-24T00:00:00.000
338,337,407,4,2020-12-04,2020-12-04,339.00,1,1,2026-08-24T00:00:00.000
339,81,401,1,2020-12-05,2020-12-05,340.00,1,1,2026-08-24T00:00:00.000
340,326,336,4,2020-12-06,2020-12-06,341.00,1,1,2026-08-24T00:00:00.000
341,127,428,2,2020-12-07,2020-12-07,342.00,1,1,2026-08-24T00:00:00.000
342,57,304,2,2020-12-08,2020-12-08,343.00,1,1,2026-08-24T00:00:00.000
343,474,26,2,2020-12-09,2020-12-09,344.00,1,1,2026-08-24T00:00:00.000
344,30,162,3,2020-12-10,2020-12-10,345.00,1,1,2026-08-24T00:00:00.000
345,87,134,2,2020-12-11,2020-12-11,346.00,1,1,2026-08-24T00:00:00.000
346,118,387,3,2020-12-12,2020-12-12,347.00,1,1,2026-08-24T00:00:00.000
347,150,143,4,2020-12-13,2020-12-13,348.00,1,1,2026-08-24T00:00:00.000
348,224,112,3,2020-12-14,2020-12-14,349.00,1,1,2026-08-24T00:00:00.000
349,193,312,3,2020-12-15,2020-12-15,350.00,1,1,2026-08-24T00:00:00.000
350,23,52,1,2020-12-16,2020-12-16,351.00,1,1,2026-08-24T00:00:00.000
351,108,160,2,2020-12-17,2020-12-17,352.00,1,1,2026-08-24T00:00:00.000
352,177,397,3,2020-12-18,2020-12-18,353.00,1,1,2026-08-24T00:00:00.000
353,39,140,3,2020-12-19,2020-12-19,354.00,1,1,2026-08-24T00:00:00.000
354,335,425,3,2020-12-20,2020-12-20,355.00,1,1,2026-08-24T00:00:00.000
355,214,171,2,2020-12-21,2020-12-21,356.00,1,1,2026-08-24T00:00:00.000
356,485,165,1,2020-12-22,2020-12-22,357.00,1,1,2026-08-24T00:00:00.000
357,228,274,1,2020-12-23,2020-12-23,358.00,1,1,2026-08-24T00:00:00.000
358,233,210,4,2020-12-24,2020-12-24,359.00,1,1,2026-08-24T00:00:00.000
359,2,366,4,2020-12-25,2020-12-25,360.00,1,1,2026-08-24T00:00:00.000
360,347,249,3,2020-12-26,2020-12-26,361.00,1,1,2026-08-24T00:00:00.000
361,62,418,2,2020-12-27,2020-12-27,362.00,1,1,2026-08-24T00:00:00.000
362,28,479,4,2020-12-28,2020-12-28,363.00,1,1,2026-08-24T00:00:00.000
363,428,19,3,2020-12-29,2020-12-29,364.00,1,1,2026-08-24T00:00:00.000
364,383,448,2,2020-12-30,2020-12-30,365.00,1,1,2026-08-24T00:00:00.000
365,235,286,4,2020-12-31,2020-12-31,366.00,1,1,2026-08-24T00:00:00.000
366,416,56,3,2021-01-01,2021-01-01,367.00,1,1,2026-08-24T00:00:00.000
367,151,389,3,2021-01-02,2021-01-02,368.00,1,1,2026-08-24T00:00:00.000
368,44,80,4,2021-01-03,2021-01-03,369.00,1,1,2026-08-24T00:00:00.000
369,272,237,2,2021-01-04,2021-01-04,370.00,1,1,2026-08-24T00:00:00.000
370,209,204,3,2021-01-05,2021-01-05,371.00,1,1,2026-08-24T00:00:00.000
371,159,452,2,2021-01-06,2021-01-06,372.00,1,1,2026-08-24T00:00:00.000
372,386,206,3,2021-01-07,2021-01-07,373.00,1,1,2026-08-24T00:00:00.000
373,420,379,2,2021-01-08,2021-01-08,374.00,1,1,2026-08-24T00:00:00.000
374,401,339,2,2021-01-09,2021-01-09,375.00,1,1,2026-08-24T00:00:00.000
375,398,311,4,2021-01-10,2021-01-10,376.00,1,1,2026-08-24T00:00:00.000
376,43,337,2,2021-01-11,2021-01-11,377.00,1,1,2026-08-24T00:00:00.000
377,75,430,2,2021-01-12,2021-01-12,378.00,1,1,2026-08-24T00:00:00.000
378,497,188,1,2021-01-13,2021-01-13,379.00,1,1,2026-08-24T00:00:00.000
379,25,52,1,2021-01-14,2021-01-14,380.00,1,1,2026-08-24T00:00:00.000
380,431,315,1,2021-01-15,2021-01-15,381.00,1,1,2026-08-24T00:00:00.000
381,496,301,1,2021-01-16,2021-01-16,382.00,1,1,2026-08-24T00:00:00.000
382,356,262,2,2021-01-17,2021-01-17,383.00,1,1,2026-08-24T00:00:00.000
383,35,452,4,2021-01-18,2021-01-18,384.00,1,1,2026-08-24T00:00:00.000
384,194,84,2,2021-01-19,2021-01-19,385.00,1,1,2026-08-24T00:00:00.000
385,474,37,1,2021-01-20,2021-01-20,386.00,1,1,2026-08-24T00:00:00.000
386,88,394,4,2021-01-21,2021-01-21,387.00,1,1,2026-08-24T00:00:00.000
387,184,364,1,2021-01-22,2021-01-22,388.00,1,1,2026-08-24T00:00:00.000
388,126,479,3,2021-01-23,2021-01-23,389.00,1,1,2026-08-24T00:00:00.000
389,6,317,4,2021-01-24,2021-01-24,390.00,1,1,2026-08-24T00:00:00.000
390,447,11,2,2021-01-25,2021-01-25,391.00,1,1,2026-08-24T00:00:00.000
391,65,475,4,2021-01-26,2021-01-26,392.00,1,1,2026-08-24T00:00:00.000
392,101,314,4,2021-01-27,2021-01-27,393.00,1,1,2026-08-24T00:00:00.000
393,431,60,2,2021-01-28,2021-01-28,394.00,1,1,2026-08-24T00:00:00.000
394,110,277,3,2021-01-29,2021-01-29,395.00,1,1,2026-08-24T00:00:00.000
395,307,470,4,2021-01-30,2021-01-30,396.00,1,1,2026-08-24T00:00:00.000
396,370,99,4,2021-01-31,2021-01-31,397.00,1,1,2026-08-24T00:00:00.000
397,321,182,1,2021-02-01,2021-02-01,398.00,1,1,2026-08-24T00:00:00.000
398,220,5,3,2021-02-02,2021-02-02,399.00,1,1,2026-08-24T00:00:00.000
399,354,309,3,2021-02-03,2021-02-03,400.00,1,1,2026-08-24T00:00:00.000
400,479,459,2,2021-02-04,2021-02-04,401.00,1,1,2026-08-24T00:00:00.000
401,259,369,2,2021-02-05,2021-02-05,402.00,1,1,2026-08-24T00:00:00.000
402,236,328,4,2021-02-06,2021-02-06,403.00,1,1,2026-08-24T00:00:00.000
403,132,39,1,2021-02-07,2021-02-07,404.00,1,1,2026-08-24T00:00:00.000
404,466,231,4,2021-02-08,2021-02-08,405.00,1,1,2026-08-24T00:00:00.000
405,216,408,3,2021-02-09,2021-02-09,406.00,1,1,2026-08-24T00:00:00.000
406,56,144,4,2021-02-10,2021-02-10,407.00,1,1,2026-08-24T00:00:00.000
407,423,173,1,2021-02-11,2021-02-11,408.00,1,1,2026-08-24T00:00:00.000
408,356,243,2,2021-02-12,2021-02-12,409.00,1,1,2026-08-24T00:00:00.000
409,380,369,4,2021-02-13,2021-02-13,410.00,1,1,2026-08-24T00:00:00.000
410,32,364,4,2021-02-14,2021-02-14,411.00,1,1,2026-08-24T00:00:00.000
411,424,398,1,2021-02-15,2021-02-15,412.00,1,1,2026-08-24T00:00:00.000
412,73,16,2,2021-02-16,2021-02-16,413.00,1,1,2026-08-24T00:00:00.000
413,423,130,2,2021-02-17,2021-02-17,414.00,1,1,2026-08-24T00:00:00.000
414,333,244,3,2021-02-18,2021-02-18,415.00,1,1,2026-08-24T00:00:00.000
415,384,402,4,2021-02-19,2021-02-19,416.00,1,1,2026-08-24T00:00:00.000
416,422,442,1,2021-02-20,2021-02-20,417.00,1,1,2026-08-24T00:00:00.000
417,94,473,4,2021-02-21,2021-02-21,418.00,1,1,2026-08-24T00:00:00.000
418,22,175,1,2021-02-22,2021-02-22,419.00,1,1,2026-08-24T00:00:00.000
419,335,28,2,2021-02-23,2021-02-23,420.00,1,1,2026-08-24T00:00:00.000
420,361,165,2,2021-02-24,2021-02-24,421.00,1,1,2026-08-24T00:00:00.000
421,136,71,3,2021-02-25,2021-02-25,422.00,1,1,2026-08-24T00:00:00.000
422,384,103,1,2021-02-26,2021-02-26,423.00,1,1,2026-08-24T00:00:00.000
423,237,397,2,2021-02-27,2021-02-27,424.00,1,1,2026-08-24T00:00:00.000
424,390,244,1,2021-02-28,2021-02-28,425.00,1,1,2026-08-24T00:00:00.000
425,106,441,1,2021-03-01,2021-03-01,426.00,1,1,2026-08-24T00:00:00.000
426,126,318,3,2021-03-02,2021-03-02,427.00,1,1,2026-08-24T00:00:00.000
427,53,211,1,2021-03-03,2021-03-03,428.00,1,1,2026-08-24T00:00:00.000
428,493,49,1,2021-03-04,2021-03-04,429.00,1,1,2026-08-24T00:00:00.000
429,437,96,1,2021-03-05,2021-03-05,430.00,1,1,2026-08-24T00:00:00.000
430,98,85,3,2021-03-06,2021-03-06,431.00,1,1,2026-08-24T00:00:00.000
431,475,38,2,2021-03-07,2021-03-07,432.00,1,1,2026-08-24T00:00:00.000
432,6,460,4,2021-03-08,2021-03-08,433.00,1,1,2026-08-24T00:00:00.000
433,27,287,3,2021-03-09,2021-03-09,434.00,1,1,2026-08-24T00:00:00.000
434,32,465,1,2021-03-10,2021-03-10,435.00,1,1,2026-08-24T00:00:00.000
435,117,316,2,2021-03-11,2021-03-11,436.00,1,1,2026-08-24T00:00:00.000
436,308,367,2,2021-03-12,2021-03-12,437.00,1,1,2026-08-24T00:00:00.000
437,206,148,4,2021-03-13,2021-03-13,438.00,1,1,2026-08-24T00:00:00.000
438,297,86,4,2021-03-14,2021-03-14,439.00,1,1,2026-08-24T00:00:00.000
439,387,354,2,2021-03-15,2021-03-15,440.00,1,1,2026-08-24T00:00:00.000
440,418,336,3,2021-03-16,2021-03-16,441.00,1,1,2026-08-24T00:00:00.000
441,189,392,3,2021-03-17,2021-03-17,442.00,1,1,2026-08-24T00:00:00.000
442,119,171,1,2021-03-18,2021-03-18,443.00,1,1,2026-08-24T00:00:00.000
443,80,402,4,2021-03-19,2021-03-19,444.00,1,1,2026-08-24T00:00:00.000
444,466,17,1,2021-03-20,2021-03-20,445.00,1,1,2026-08-24T00:00:00.000
445,378,247,1,2021-03-21,2021-03-21,446.00,1,1,2026-08-24T00:00:00.000
446,385,61,2,2021-03-22,2021-03-22,447.00,1,1,2026-08-24T00:00:00.000
447,186,149,2,2021-03-23,2021-03-23,448.00,1,1,2026-08-24T00:00:00.000
448,22,148,1,2021-03-24,2021-03-24,449.00,1,1,2026-08-24T00:00:00.000
449,82,102,1,2021-03-25,2021-03-25,450.00,1,1,2026-08-24T00:00:00.000
450,18,379,4,2021-03-26,2021-03-26,451.00,1,1,2026-08-24T00:00:00.000
451,350,413,3,2021-03-27,2021-03-27,452.00,1,1,2026-08-24T00:00:00.000
452,263,463,4,2021-03-28,2021-03-28,453.00,1,1,2026-08-24T00:00:00.000
453,399,49,3,2021-03-29,2021-03-29,454.00,1,1,2026-08-24T00:00:00.000
454,280,1,1,2021-03-30,2021-03-30,455.00,1,1,2026-08-24T00:00:00.000
455,432,35,4,2021-03-31,2021-03-31,456.00,1,1,2026-08-24T00:00:00.000
456,38,357,4,2021-04-01,2021-04-01,457.00,1,1,2026-08-24T00:00:00.000
457,14,128,4,2021-04-02,2021-04-02,458.00,1,1,2026-08-24T00:00:00.000
458,204,223,1,2021-04-03,2021-04-03,459.00,1,1,2026-08-24T00:00:00.000
459,125,74,3,2021-04-04,2021-04-04,460.00,1,1,2026-08-24T00:00:00.000
460,306,372,2,2021-04-05,2021-04-05,461.00,1,1,2026-08-24T00:00:00.000
461,39,474,1,2021-04-06,2021-04-06,462.00,1,1,2026-08-24T00:00:00.000
462,171,310,4,2021-04-07,2021-04-07,463.00,1,1,2026-08-24T00:00:00.000
463,226,402,3,2021-04-08,2021-04-08,464.00,1,1,2026-08-24T00:00:00.000
464,115,49,3,2021-04-09,2021-04-09,465.00,1,1,2026-08-24T00:00:00.000
465,376,125,4,2021-04-10,2021-04-10,466.00,1,1,2026-08-24T00:00:00.000
466,228,487,3,2021-04-11,2021-04-11,467.00,1,1,2026-08-24T00:00:00.000
467,3,298,4,2021-04-12,2021-04-12,468.00,1,1,2026-08-24T00:00:00.000
468,446,46,2,2021-04-13,2021-04-13,469.00,1,1,2026-08-24T00:00:00.000
469,117,449,2,2021-04-14,2021-04-14,470.00,1,1,2026-08-24T00:00:00.000
470,162,477,4,2021-04-15,2021-04-15,471.00,1,1,2026-08-24T00:00:00.000
471,442,167,3,2021-04-16,2021-04-16,472.00,1,1,2026-08-24T00:00:00.000
472,16,210,3,2021-04-17,2021-04-17,473.00,1,1,2026-08-24T00:00:00.000
473,218,211,3,2021-04-18,2021-04-18,474.00,1,1,2026-08-24T00:00:00.000
474,310,261,3,2021-04-19,2021-04-19,475.00,1,1,2026-08-24T00:00:00.000
475,55,298,4,2021-04-20,2021-04-20,476.00,1,1,2026-08-24T00:00:00.000
476,115,176,3,2021-04-21,2021-04-21,477.00,1,1,2026-08-24T00:00:00.000
477,421,324,2,2021-04-22,2021-04-22,478.00,1,1,2026-08-24T00:00:00.000
478,228,415,1,2021-04-23,2021-04-23,479.00,1,1,2026-08-24T00:00:00.000
479,274,9,3,2021-04-24,2021-04-24,480.00,1,1,2026-08-24T00:00:00.000
480,353,67,1,2021-04-25,2021-04-25,481.00,1,1,2026-08-24T00:00:00.000
481,274,306,4,2021-04-26,2021-04-26,482.00,1,1,2026-08-24T00:00:00.000
482,431,484,4,2021-04-27,2021-04-27,483.00,1,1,2026-08-24T00:00:00.000
483,280,166,2,2021-04-28,2021-04-28,484.00,1,1,2026-08-24T00:00:00.000
484,26,353,1,2021-04-29,2021-04-29,485.00,1,1,2026-08-24T00:00:00.000
485,316,350,3,2021-04-30,2021-04-30,486.00,1,1,2026-08-24T00:00:00.000
486,13,8,1,2021-05-01,2021-05-01,487.00,1,1,2026-08-24T00:00:00.000
487,161,322,3,2021-05-02,2021-05-02,488.00,1,1,2026-08-24T00:00:00.000
488,105,370,4,2021-05-03,2021-05-03,489.00,1,1,2026-08-24T00:00:00.000
489,230,331,3,2021-05-04,2021-05-04,490.00,1,1,2026-08-24T00:00:00.000
490,184,260,4,2021-05-05,2021-05-05,491.00,1,1,2026-08-24T00:00:00.000
491,417,345,1,2021-05-06,2021-05-06,492.00,1,1,2026-08-24T00:00:00.000
492,101,82,2,2021-05-07,2021-05-07,493.00,1,1,2026-08-24T00:00:00.000
493,351,76,2,2021-05-08,2021-05-08,494.00,1,1,2026-08-24T00:00:00.000
494,274,482,3,2021-05-09,2021-05-09,495.00,1,1,2026-08-24T00:00:00.000
495,415,202,3,2021-05-10,2021-05-10,496.00,1,1,2026-08-24T00:00:00.000
496,283,462,1,2021-05-11,2021-05-11,497.00,1,1,2026-08-24T00:00:00.000
497,469,177,3,2021-05-12,2021-05-12,498.00,1,1,2026-08-24T00:00:00.000
498,453,4,2,2021-05-13,2021-05-13,499.00,1,1,2026-08-24T00:00:00.000
499,165,230,1,2021-05-14,2021-05-14,500.00,1,1,2026-08-24T00:00:00.000
500,422,143,3,2021-05-15,2021-05-15,501.00,1,1,2026-08-24T00:00:00.000
