SafetyEmployeePpeKey,EmployeeKey,SafetyPpeItemKey,IssuedDate,ReplacementDueDate,IssuedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
314,160,8,2020-11-10,2020-11-10,219.9000,1,1,2026-08-24T00:00:00.000
315,205,231,2020-11-11,2020-11-11,220.6000,1,1,2026-08-24T00:00:00.000
316,311,17,2020-11-12,2020-11-12,221.3000,1,1,2026-08-24T00:00:00.000
317,84,175,2020-11-13,2020-11-13,222.0000,1,1,2026-08-24T00:00:00.000
318,112,364,2020-11-14,2020-11-14,222.7000,1,1,2026-08-24T00:00:00.000
319,475,138,2020-11-15,2020-11-15,223.4000,1,1,2026-08-24T00:00:00.000
320,11,356,2020-11-16,2020-11-16,224.1000,1,1,2026-08-24T00:00:00.000
321,216,288,2020-11-17,2020-11-17,224.8000,1,1,2026-08-24T00:00:00.000
322,66,183,2020-11-18,2020-11-18,225.5000,1,1,2026-08-24T00:00:00.000
323,213,7,2020-11-19,2020-11-19,226.2000,1,1,2026-08-24T00:00:00.000
324,445,40,2020-11-20,2020-11-20,226.9000,1,1,2026-08-24T00:00:00.000
325,232,15,2020-11-21,2020-11-21,227.6000,1,1,2026-08-24T00:00:00.000
326,115,135,2020-11-22,2020-11-22,228.3000,1,1,2026-08-24T00:00:00.000
327,118,146,2020-11-23,2020-11-23,229.0000,1,1,2026-08-24T00:00:00.000
328,445,433,2020-11-24,2020-11-24,229.7000,1,1,2026-08-24T00:00:00.000
329,348,185,2020-11-25,2020-11-25,230.4000,1,1,2026-08-24T00:00:00.000
330,51,198,2020-11-26,2020-11-26,231.1000,1,1,2026-08-24T00:00:00.000
331,271,383,2020-11-27,2020-11-27,231.8000,1,1,2026-08-24T00:00:00.000
332,29,434,2020-11-28,2020-11-28,232.5000,1,1,2026-08-24T00:00:00.000
333,229,437,2020-11-29,2020-11-29,233.2000,1,1,2026-08-24T00:00:00.000
334,71,239,2020-11-30,2020-11-30,233.9000,1,1,2026-08-24T00:00:00.000
335,487,428,2020-12-01,2020-12-01,234.6000,1,1,2026-08-24T00:00:00.000
336,463,31,2020-12-02,2020-12-02,235.3000,1,1,2026-08-24T00:00:00.000
337,289,241,2020-12-03,2020-12-03,236.0000,1,1,2026-08-24T00:00:00.000
338,294,16,2020-12-04,2020-12-04,236.7000,1,1,2026-08-24T00:00:00.000
339,487,363,2020-12-05,2020-12-05,237.4000,1,1,2026-08-24T00:00:00.000
340,276,190,2020-12-06,2020-12-06,238.1000,1,1,2026-08-24T00:00:00.000
341,267,458,2020-12-07,2020-12-07,238.8000,1,1,2026-08-24T00:00:00.000
342,451,432,2020-12-08,2020-12-08,239.5000,1,1,2026-08-24T00:00:00.000
343,163,291,2020-12-09,2020-12-09,240.2000,1,1,2026-08-24T00:00:00.000
344,157,367,2020-12-10,2020-12-10,240.9000,1,1,2026-08-24T00:00:00.000
345,194,420,2020-12-11,2020-12-11,241.6000,1,1,2026-08-24T00:00:00.000
346,24,301,2020-12-12,2020-12-12,242.3000,1,1,2026-08-24T00:00:00.000
347,480,358,2020-12-13,2020-12-13,243.0000,1,1,2026-08-24T00:00:00.000
348,331,159,2020-12-14,2020-12-14,243.7000,1,1,2026-08-24T00:00:00.000
349,274,5,2020-12-15,2020-12-15,244.4000,1,1,2026-08-24T00:00:00.000
350,23,194,2020-12-16,2020-12-16,245.1000,1,1,2026-08-24T00:00:00.000
351,95,336,2020-12-17,2020-12-17,245.8000,1,1,2026-08-24T00:00:00.000
352,82,242,2020-12-18,2020-12-18,246.5000,1,1,2026-08-24T00:00:00.000
353,75,335,2020-12-19,2020-12-19,247.2000,1,1,2026-08-24T00:00:00.000
354,188,102,2020-12-20,2020-12-20,247.9000,1,1,2026-08-24T00:00:00.000
355,345,428,2020-12-21,2020-12-21,248.6000,1,1,2026-08-24T00:00:00.000
356,248,153,2020-12-22,2020-12-22,249.3000,1,1,2026-08-24T00:00:00.000
357,115,484,2020-12-23,2020-12-23,250.0000,1,1,2026-08-24T00:00:00.000
358,70,497,2020-12-24,2020-12-24,250.7000,1,1,2026-08-24T00:00:00.000
359,81,94,2020-12-25,2020-12-25,251.4000,1,1,2026-08-24T00:00:00.000
360,194,435,2020-12-26,2020-12-26,252.1000,1,1,2026-08-24T00:00:00.000
361,380,51,2020-12-27,2020-12-27,252.8000,1,1,2026-08-24T00:00:00.000
362,44,97,2020-12-28,2020-12-28,253.5000,1,1,2026-08-24T00:00:00.000
363,244,30,2020-12-29,2020-12-29,254.2000,1,1,2026-08-24T00:00:00.000
364,77,63,2020-12-30,2020-12-30,254.9000,1,1,2026-08-24T00:00:00.000
365,313,316,2020-12-31,2020-12-31,255.6000,1,1,2026-08-24T00:00:00.000
366,314,226,2021-01-01,2021-01-01,256.3000,1,1,2026-08-24T00:00:00.000
367,429,83,2021-01-02,2021-01-02,257.0000,1,1,2026-08-24T00:00:00.000
368,275,370,2021-01-03,2021-01-03,257.7000,1,1,2026-08-24T00:00:00.000
369,290,402,2021-01-04,2021-01-04,258.4000,1,1,2026-08-24T00:00:00.000
370,368,434,2021-01-05,2021-01-05,259.1000,1,1,2026-08-24T00:00:00.000
371,276,329,2021-01-06,2021-01-06,259.8000,1,1,2026-08-24T00:00:00.000
372,112,433,2021-01-07,2021-01-07,260.5000,1,1,2026-08-24T00:00:00.000
373,6,158,2021-01-08,2021-01-08,261.2000,1,1,2026-08-24T00:00:00.000
374,400,497,2021-01-09,2021-01-09,261.9000,1,1,2026-08-24T00:00:00.000
375,21,12,2021-01-10,2021-01-10,262.6000,1,1,2026-08-24T00:00:00.000
376,77,413,2021-01-11,2021-01-11,263.3000,1,1,2026-08-24T00:00:00.000
377,176,400,2021-01-12,2021-01-12,264.0000,1,1,2026-08-24T00:00:00.000
378,483,66,2021-01-13,2021-01-13,264.7000,1,1,2026-08-24T00:00:00.000
379,109,132,2021-01-14,2021-01-14,265.4000,1,1,2026-08-24T00:00:00.000
380,471,376,2021-01-15,2021-01-15,266.1000,1,1,2026-08-24T00:00:00.000
381,351,461,2021-01-16,2021-01-16,266.8000,1,1,2026-08-24T00:00:00.000
382,216,85,2021-01-17,2021-01-17,267.5000,1,1,2026-08-24T00:00:00.000
383,332,186,2021-01-18,2021-01-18,268.2000,1,1,2026-08-24T00:00:00.000
384,288,47,2021-01-19,2021-01-19,268.9000,1,1,2026-08-24T00:00:00.000
385,47,350,2021-01-20,2021-01-20,269.6000,1,1,2026-08-24T00:00:00.000
386,207,415,2021-01-21,2021-01-21,270.3000,1,1,2026-08-24T00:00:00.000
387,326,418,2021-01-22,2021-01-22,271.0000,1,1,2026-08-24T00:00:00.000
388,373,388,2021-01-23,2021-01-23,271.7000,1,1,2026-08-24T00:00:00.000
389,228,254,2021-01-24,2021-01-24,272.4000,1,1,2026-08-24T00:00:00.000
390,178,50,2021-01-25,2021-01-25,273.1000,1,1,2026-08-24T00:00:00.000
391,44,405,2021-01-26,2021-01-26,273.8000,1,1,2026-08-24T00:00:00.000
392,244,6,2021-01-27,2021-01-27,274.5000,1,1,2026-08-24T00:00:00.000
393,455,349,2021-01-28,2021-01-28,275.2000,1,1,2026-08-24T00:00:00.000
394,399,215,2021-01-29,2021-01-29,275.9000,1,1,2026-08-24T00:00:00.000
395,364,227,2021-01-30,2021-01-30,276.6000,1,1,2026-08-24T00:00:00.000
396,95,145,2021-01-31,2021-01-31,277.3000,1,1,2026-08-24T00:00:00.000
397,313,344,2021-02-01,2021-02-01,278.0000,1,1,2026-08-24T00:00:00.000
398,196,265,2021-02-02,2021-02-02,278.7000,1,1,2026-08-24T00:00:00.000
399,179,131,2021-02-03,2021-02-03,279.4000,1,1,2026-08-24T00:00:00.000
400,86,393,2021-02-04,2021-02-04,280.1000,1,1,2026-08-24T00:00:00.000
401,118,233,2021-02-05,2021-02-05,280.8000,1,1,2026-08-24T00:00:00.000
402,173,485,2021-02-06,2021-02-06,281.5000,1,1,2026-08-24T00:00:00.000
403,418,223,2021-02-07,2021-02-07,282.2000,1,1,2026-08-24T00:00:00.000
404,160,380,2021-02-08,2021-02-08,282.9000,1,1,2026-08-24T00:00:00.000
405,303,359,2021-02-09,2021-02-09,283.6000,1,1,2026-08-24T00:00:00.000
406,492,358,2021-02-10,2021-02-10,284.3000,1,1,2026-08-24T00:00:00.000
407,443,234,2021-02-11,2021-02-11,285.0000,1,1,2026-08-24T00:00:00.000
408,135,338,2021-02-12,2021-02-12,285.7000,1,1,2026-08-24T00:00:00.000
409,475,283,2021-02-13,2021-02-13,286.4000,1,1,2026-08-24T00:00:00.000
410,460,347,2021-02-14,2021-02-14,287.1000,1,1,2026-08-24T00:00:00.000
411,382,12,2021-02-15,2021-02-15,287.8000,1,1,2026-08-24T00:00:00.000
412,483,141,2021-02-16,2021-02-16,288.5000,1,1,2026-08-24T00:00:00.000
413,410,24,2021-02-17,2021-02-17,289.2000,1,1,2026-08-24T00:00:00.000
414,198,6,2021-02-18,2021-02-18,289.9000,1,1,2026-08-24T00:00:00.000
415,319,65,2021-02-19,2021-02-19,290.6000,1,1,2026-08-24T00:00:00.000
416,292,83,2021-02-20,2021-02-20,291.3000,1,1,2026-08-24T00:00:00.000
417,21,233,2021-02-21,2021-02-21,292.0000,1,1,2026-08-24T00:00:00.000
418,113,359,2021-02-22,2021-02-22,292.7000,1,1,2026-08-24T00:00:00.000
419,474,428,2021-02-23,2021-02-23,293.4000,1,1,2026-08-24T00:00:00.000
420,270,114,2021-02-24,2021-02-24,294.1000,1,1,2026-08-24T00:00:00.000
421,388,155,2021-02-25,2021-02-25,294.8000,1,1,2026-08-24T00:00:00.000
422,343,452,2021-02-26,2021-02-26,295.5000,1,1,2026-08-24T00:00:00.000
423,116,170,2021-02-27,2021-02-27,296.2000,1,1,2026-08-24T00:00:00.000
424,52,479,2021-02-28,2021-02-28,296.9000,1,1,2026-08-24T00:00:00.000
425,369,338,2021-03-01,2021-03-01,297.6000,1,1,2026-08-24T00:00:00.000
426,466,294,2021-03-02,2021-03-02,298.3000,1,1,2026-08-24T00:00:00.000
427,243,360,2021-03-03,2021-03-03,299.0000,1,1,2026-08-24T00:00:00.000
428,191,441,2021-03-04,2021-03-04,299.7000,1,1,2026-08-24T00:00:00.000
429,13,227,2021-03-05,2021-03-05,300.4000,1,1,2026-08-24T00:00:00.000
430,67,71,2021-03-06,2021-03-06,301.1000,1,1,2026-08-24T00:00:00.000
431,273,202,2021-03-07,2021-03-07,301.8000,1,1,2026-08-24T00:00:00.000
432,382,388,2021-03-08,2021-03-08,302.5000,1,1,2026-08-24T00:00:00.000
433,324,315,2021-03-09,2021-03-09,303.2000,1,1,2026-08-24T00:00:00.000
434,396,67,2021-03-10,2021-03-10,303.9000,1,1,2026-08-24T00:00:00.000
435,46,292,2021-03-11,2021-03-11,304.6000,1,1,2026-08-24T00:00:00.000
436,448,366,2021-03-12,2021-03-12,305.3000,1,1,2026-08-24T00:00:00.000
437,342,153,2021-03-13,2021-03-13,306.0000,1,1,2026-08-24T00:00:00.000
438,424,292,2021-03-14,2021-03-14,306.7000,1,1,2026-08-24T00:00:00.000
439,114,347,2021-03-15,2021-03-15,307.4000,1,1,2026-08-24T00:00:00.000
440,117,476,2021-03-16,2021-03-16,308.1000,1,1,2026-08-24T00:00:00.000
441,19,169,2021-03-17,2021-03-17,308.8000,1,1,2026-08-24T00:00:00.000
442,3,447,2021-03-18,2021-03-18,309.5000,1,1,2026-08-24T00:00:00.000
443,231,431,2021-03-19,2021-03-19,310.2000,1,1,2026-08-24T00:00:00.000
444,304,491,2021-03-20,2021-03-20,310.9000,1,1,2026-08-24T00:00:00.000
445,326,443,2021-03-21,2021-03-21,311.6000,1,1,2026-08-24T00:00:00.000
446,457,157,2021-03-22,2021-03-22,312.3000,1,1,2026-08-24T00:00:00.000
447,237,274,2021-03-23,2021-03-23,313.0000,1,1,2026-08-24T00:00:00.000
448,349,359,2021-03-24,2021-03-24,313.7000,1,1,2026-08-24T00:00:00.000
449,140,7,2021-03-25,2021-03-25,314.4000,1,1,2026-08-24T00:00:00.000
450,414,219,2021-03-26,2021-03-26,315.1000,1,1,2026-08-24T00:00:00.000
451,108,324,2021-03-27,2021-03-27,315.8000,1,1,2026-08-24T00:00:00.000
452,450,51,2021-03-28,2021-03-28,316.5000,1,1,2026-08-24T00:00:00.000
453,497,26,2021-03-29,2021-03-29,317.2000,1,1,2026-08-24T00:00:00.000
454,194,68,2021-03-30,2021-03-30,317.9000,1,1,2026-08-24T00:00:00.000
455,382,110,2021-03-31,2021-03-31,318.6000,1,1,2026-08-24T00:00:00.000
456,328,452,2021-04-01,2021-04-01,319.3000,1,1,2026-08-24T00:00:00.000
457,128,131,2021-04-02,2021-04-02,320.0000,1,1,2026-08-24T00:00:00.000
458,340,342,2021-04-03,2021-04-03,320.7000,1,1,2026-08-24T00:00:00.000
459,176,329,2021-04-04,2021-04-04,321.4000,1,1,2026-08-24T00:00:00.000
460,236,78,2021-04-05,2021-04-05,322.1000,1,1,2026-08-24T00:00:00.000
461,69,251,2021-04-06,2021-04-06,322.8000,1,1,2026-08-24T00:00:00.000
462,403,452,2021-04-07,2021-04-07,323.5000,1,1,2026-08-24T00:00:00.000
463,322,235,2021-04-08,2021-04-08,324.2000,1,1,2026-08-24T00:00:00.000
464,362,441,2021-04-09,2021-04-09,324.9000,1,1,2026-08-24T00:00:00.000
465,288,87,2021-04-10,2021-04-10,325.6000,1,1,2026-08-24T00:00:00.000
466,449,128,2021-04-11,2021-04-11,326.3000,1,1,2026-08-24T00:00:00.000
467,197,213,2021-04-12,2021-04-12,327.0000,1,1,2026-08-24T00:00:00.000
468,247,222,2021-04-13,2021-04-13,327.7000,1,1,2026-08-24T00:00:00.000
469,249,23,2021-04-14,2021-04-14,328.4000,1,1,2026-08-24T00:00:00.000
470,14,486,2021-04-15,2021-04-15,329.1000,1,1,2026-08-24T00:00:00.000
471,7,169,2021-04-16,2021-04-16,329.8000,1,1,2026-08-24T00:00:00.000
472,239,454,2021-04-17,2021-04-17,330.5000,1,1,2026-08-24T00:00:00.000
473,124,408,2021-04-18,2021-04-18,331.2000,1,1,2026-08-24T00:00:00.000
474,383,129,2021-04-19,2021-04-19,331.9000,1,1,2026-08-24T00:00:00.000
475,372,320,2021-04-20,2021-04-20,332.6000,1,1,2026-08-24T00:00:00.000
476,84,314,2021-04-21,2021-04-21,333.3000,1,1,2026-08-24T00:00:00.000
477,289,256,2021-04-22,2021-04-22,334.0000,1,1,2026-08-24T00:00:00.000
478,467,479,2021-04-23,2021-04-23,334.7000,1,1,2026-08-24T00:00:00.000
479,207,146,2021-04-24,2021-04-24,335.4000,1,1,2026-08-24T00:00:00.000
480,230,32,2021-04-25,2021-04-25,336.1000,1,1,2026-08-24T00:00:00.000
481,396,367,2021-04-26,2021-04-26,336.8000,1,1,2026-08-24T00:00:00.000
482,83,258,2021-04-27,2021-04-27,337.5000,1,1,2026-08-24T00:00:00.000
483,364,348,2021-04-28,2021-04-28,338.2000,1,1,2026-08-24T00:00:00.000
484,79,220,2021-04-29,2021-04-29,338.9000,1,1,2026-08-24T00:00:00.000
485,115,380,2021-04-30,2021-04-30,339.6000,1,1,2026-08-24T00:00:00.000
486,9,404,2021-05-01,2021-05-01,340.3000,1,1,2026-08-24T00:00:00.000
487,467,266,2021-05-02,2021-05-02,341.0000,1,1,2026-08-24T00:00:00.000
488,330,459,2021-05-03,2021-05-03,341.7000,1,1,2026-08-24T00:00:00.000
489,324,372,2021-05-04,2021-05-04,342.4000,1,1,2026-08-24T00:00:00.000
490,37,83,2021-05-05,2021-05-05,343.1000,1,1,2026-08-24T00:00:00.000
491,257,424,2021-05-06,2021-05-06,343.8000,1,1,2026-08-24T00:00:00.000
492,63,389,2021-05-07,2021-05-07,344.5000,1,1,2026-08-24T00:00:00.000
493,416,218,2021-05-08,2021-05-08,345.2000,1,1,2026-08-24T00:00:00.000
494,437,59,2021-05-09,2021-05-09,345.9000,1,1,2026-08-24T00:00:00.000
495,51,337,2021-05-10,2021-05-10,346.6000,1,1,2026-08-24T00:00:00.000
496,146,416,2021-05-11,2021-05-11,347.3000,1,1,2026-08-24T00:00:00.000
497,115,435,2021-05-12,2021-05-12,348.0000,1,1,2026-08-24T00:00:00.000
498,251,65,2021-05-13,2021-05-13,348.7000,1,1,2026-08-24T00:00:00.000
499,14,364,2021-05-14,2021-05-14,349.4000,1,1,2026-08-24T00:00:00.000
500,344,298,2021-05-15,2021-05-15,350.1000,1,1,2026-08-24T00:00:00.000
