SalesOrderToCustomerHierarchyKey,SalesOrderHeaderKey,CustomerKey,SalesCustomerNodeKey,AllocationRatio,SourceSystemKey,BatchId,LoadedAtUtc
432,65,57,240,433.000000,1,1,2026-08-24T00:00:00.000
433,398,131,478,434.000000,1,1,2026-08-24T00:00:00.000
434,205,488,100,435.000000,1,1,2026-08-24T00:00:00.000
435,34,144,268,436.000000,1,1,2026-08-24T00:00:00.000
436,130,181,104,437.000000,1,1,2026-08-24T00:00:00.000
437,236,142,274,438.000000,1,1,2026-08-24T00:00:00.000
438,172,88,125,439.000000,1,1,2026-08-24T00:00:00.000
439,362,42,129,440.000000,1,1,2026-08-24T00:00:00.000
440,477,97,161,441.000000,1,1,2026-08-24T00:00:00.000
441,335,488,95,442.000000,1,1,2026-08-24T00:00:00.000
442,79,364,341,443.000000,1,1,2026-08-24T00:00:00.000
443,475,353,139,444.000000,1,1,2026-08-24T00:00:00.000
444,6,244,320,445.000000,1,1,2026-08-24T00:00:00.000
445,118,186,203,446.000000,1,1,2026-08-24T00:00:00.000
446,323,281,90,447.000000,1,1,2026-08-24T00:00:00.000
447,147,329,486,448.000000,1,1,2026-08-24T00:00:00.000
448,209,418,74,449.000000,1,1,2026-08-24T00:00:00.000
449,263,172,239,450.000000,1,1,2026-08-24T00:00:00.000
450,478,359,100,451.000000,1,1,2026-08-24T00:00:00.000
451,218,254,175,452.000000,1,1,2026-08-24T00:00:00.000
452,59,390,28,453.000000,1,1,2026-08-24T00:00:00.000
453,301,124,34,454.000000,1,1,2026-08-24T00:00:00.000
454,14,362,106,455.000000,1,1,2026-08-24T00:00:00.000
455,366,315,397,456.000000,1,1,2026-08-24T00:00:00.000
456,109,162,132,457.000000,1,1,2026-08-24T00:00:00.000
457,334,354,478,458.000000,1,1,2026-08-24T00:00:00.000
458,482,155,111,459.000000,1,1,2026-08-24T00:00:00.000
459,133,408,57,460.000000,1,1,2026-08-24T00:00:00.000
460,310,128,237,461.000000,1,1,2026-08-24T00:00:00.000
461,302,343,76,462.000000,1,1,2026-08-24T00:00:00.000
462,468,360,40,463.000000,1,1,2026-08-24T00:00:00.000
463,220,480,485,464.000000,1,1,2026-08-24T00:00:00.000
464,248,36,217,465.000000,1,1,2026-08-24T00:00:00.000
465,450,291,113,466.000000,1,1,2026-08-24T00:00:00.000
466,2,125,452,467.000000,1,1,2026-08-24T00:00:00.000
467,423,294,459,468.000000,1,1,2026-08-24T00:00:00.000
468,189,96,88,469.000000,1,1,2026-08-24T00:00:00.000
469,464,416,360,470.000000,1,1,2026-08-24T00:00:00.000
470,274,257,200,471.000000,1,1,2026-08-24T00:00:00.000
471,68,9,327,472.000000,1,1,2026-08-24T00:00:00.000
472,364,474,141,473.000000,1,1,2026-08-24T00:00:00.000
473,409,322,194,474.000000,1,1,2026-08-24T00:00:00.000
474,456,290,390,475.000000,1,1,2026-08-24T00:00:00.000
475,131,174,372,476.000000,1,1,2026-08-24T00:00:00.000
476,259,470,100,477.000000,1,1,2026-08-24T00:00:00.000
477,409,322,331,478.000000,1,1,2026-08-24T00:00:00.000
478,318,110,137,479.000000,1,1,2026-08-24T00:00:00.000
479,5,162,228,480.000000,1,1,2026-08-24T00:00:00.000
480,254,91,40,481.000000,1,1,2026-08-24T00:00:00.000
481,137,292,188,482.000000,1,1,2026-08-24T00:00:00.000
482,332,72,97,483.000000,1,1,2026-08-24T00:00:00.000
483,213,265,434,484.000000,1,1,2026-08-24T00:00:00.000
484,479,337,145,485.000000,1,1,2026-08-24T00:00:00.000
485,141,254,245,486.000000,1,1,2026-08-24T00:00:00.000
486,196,363,224,487.000000,1,1,2026-08-24T00:00:00.000
487,165,85,223,488.000000,1,1,2026-08-24T00:00:00.000
488,483,132,487,489.000000,1,1,2026-08-24T00:00:00.000
489,320,47,28,490.000000,1,1,2026-08-24T00:00:00.000
490,357,87,483,491.000000,1,1,2026-08-24T00:00:00.000
491,242,328,304,492.000000,1,1,2026-08-24T00:00:00.000
492,246,495,89,493.000000,1,1,2026-08-24T00:00:00.000
493,443,225,180,494.000000,1,1,2026-08-24T00:00:00.000
494,27,383,11,495.000000,1,1,2026-08-24T00:00:00.000
495,78,98,204,496.000000,1,1,2026-08-24T00:00:00.000
496,153,220,271,497.000000,1,1,2026-08-24T00:00:00.000
497,45,494,451,498.000000,1,1,2026-08-24T00:00:00.000
498,148,3,149,499.000000,1,1,2026-08-24T00:00:00.000
499,130,377,291,500.000000,1,1,2026-08-24T00:00:00.000
500,94,388,111,501.000000,1,1,2026-08-24T00:00:00.000
