LogisticsShipmentExecutionKey,ShipDateKey,PlannedDeliveryDateKey,ActualDeliveryDateKey,ShipTimeOfDayKey,ActualDeliveryTimeOfDayKey,LogisticsShipmentHeaderKey,LogisticsShipmentLineKey,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,ProductKey,CustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,UnitOfMeasureKey,CurrencyKey,ShippedQuantity,ShippedWeightKg,FreightAmount,SourceSystemKey,BatchId,LoadedAtUtc
2830,20260716,20260809,20260628,75960,2580,415,32,475,222,457,196,1,13,4,2,981.1000,831.0000,3887.1000,1,1,2026-08-24T00:00:00.000
2831,20260712,20260531,20260811,72180,82800,442,376,460,43,188,128,7,5,4,2,981.8000,832.0000,3888.4700,1,1,2026-08-24T00:00:00.000
2832,20260727,20260712,20260702,39240,50160,498,51,236,484,133,310,13,7,7,1,982.5000,833.0000,3889.8400,1,1,2026-08-24T00:00:00.000
2833,20260602,20260824,20260728,24360,28320,20,207,493,373,138,33,11,8,3,4,983.2000,834.0000,3891.2100,1,1,2026-08-24T00:00:00.000
2834,20260712,20260602,20260530,59820,81840,105,351,350,165,229,391,14,17,1,5,983.9000,835.0000,3892.5800,1,1,2026-08-24T00:00:00.000
2835,20260803,20260528,20260811,79860,3480,329,470,392,140,426,261,5,4,1,2,984.6000,836.0000,3893.9500,1,1,2026-08-24T00:00:00.000
2836,20260801,20260714,20260715,51720,38100,384,421,469,408,404,319,8,12,1,4,985.3000,837.0000,3895.3200,1,1,2026-08-24T00:00:00.000
2837,20260607,20260627,20260707,25440,8400,76,105,208,384,255,116,6,2,3,5,986.0000,838.0000,3896.6900,1,1,2026-08-24T00:00:00.000
2838,20260719,20260602,20260807,37260,39420,319,483,45,79,379,459,4,15,6,1,986.7000,839.0000,3898.0600,1,1,2026-08-24T00:00:00.000
2839,20260611,20260613,20260529,50280,19920,50,498,353,238,341,-1,6,19,5,5,987.4000,840.0000,3899.4300,1,1,2026-08-24T00:00:00.000
2840,20260707,20260723,20260707,15720,84180,376,192,11,178,219,231,11,17,1,4,988.1000,841.0000,3900.8000,1,1,2026-08-24T00:00:00.000
2841,20260606,20260703,20260815,73620,31200,36,481,344,470,306,110,4,4,3,4,988.8000,842.0000,3902.1700,1,1,2026-08-24T00:00:00.000
2842,20260610,20260604,20260805,80640,8880,464,382,490,180,480,26,14,20,5,3,989.5000,843.0000,3903.5400,1,1,2026-08-24T00:00:00.000
2843,20260618,20260818,20260611,59460,53460,495,291,83,102,201,498,9,13,3,1,990.2000,844.0000,3904.9100,1,1,2026-08-24T00:00:00.000
2844,20260808,20260613,20260630,26220,6000,226,317,326,258,168,288,6,4,1,5,990.9000,845.0000,3906.2800,1,1,2026-08-24T00:00:00.000
2845,20260703,20260619,20260623,52320,21900,486,355,162,29,135,411,7,2,7,5,991.6000,846.0000,3907.6500,1,1,2026-08-24T00:00:00.000
2846,20260818,20260605,20260707,38280,49320,282,441,130,182,311,476,13,3,7,1,992.3000,847.0000,3909.0200,1,1,2026-08-24T00:00:00.000
2847,20260630,20260808,20260602,38520,16620,303,224,114,378,12,119,4,17,6,3,993.0000,848.0000,3910.3900,1,1,2026-08-24T00:00:00.000
2848,20260625,20260614,20260730,69420,30180,11,308,56,221,336,175,10,14,4,3,993.7000,849.0000,3911.7600,1,1,2026-08-24T00:00:00.000
2849,20260620,20260604,20260611,79140,8280,466,93,112,112,419,143,9,3,2,4,994.4000,850.0000,3913.1300,1,1,2026-08-24T00:00:00.000
2850,20260602,20260628,20260727,19320,41160,434,381,234,31,17,478,7,2,5,1,995.1000,851.0000,3914.5000,1,1,2026-08-24T00:00:00.000
2851,20260623,20260601,20260702,44820,36480,441,311,320,22,85,265,10,10,1,4,995.8000,852.0000,3915.8700,1,1,2026-08-24T00:00:00.000
2852,20260624,20260617,20260811,9540,5700,381,173,224,51,374,239,6,10,5,4,996.5000,853.0000,3917.2400,1,1,2026-08-24T00:00:00.000
2853,20260608,20260713,20260714,38100,40800,220,45,193,24,237,364,5,17,2,4,997.2000,854.0000,3918.6100,1,1,2026-08-24T00:00:00.000
2854,20260729,20260713,20260716,59880,65520,388,305,439,264,150,423,11,4,1,2,997.9000,855.0000,3919.9800,1,1,2026-08-24T00:00:00.000
2855,20260613,20260625,20260811,34800,14940,138,349,59,125,491,381,14,4,2,2,998.6000,856.0000,3921.3500,1,1,2026-08-24T00:00:00.000
2856,20260602,20260808,20260811,18300,66420,337,266,44,419,192,-1,14,5,5,1,999.3000,857.0000,3922.7200,1,1,2026-08-24T00:00:00.000
2857,20260819,20260607,20260620,71400,24300,334,205,45,478,105,394,8,18,4,3,1000.0000,858.0000,3924.0900,1,1,2026-08-24T00:00:00.000
2858,20260620,20260707,20260803,56580,63060,372,136,311,464,12,201,13,10,4,1,0.7000,859.0000,3925.4600,1,1,2026-08-24T00:00:00.000
2859,20260806,20260723,20260615,75720,47700,101,149,342,387,390,338,6,18,3,1,1.4000,860.0000,3926.8300,1,1,2026-08-24T00:00:00.000
2860,20260613,20260618,20260813,38400,54780,221,480,468,305,142,299,8,9,4,5,2.1000,861.0000,3928.2000,1,1,2026-08-24T00:00:00.000
2861,20260601,20260821,20260725,36840,68640,87,436,271,425,121,390,13,13,1,1,2.8000,862.0000,3929.5700,1,1,2026-08-24T00:00:00.000
2862,20260719,20260613,20260705,31020,31740,390,417,458,428,259,140,7,17,4,3,3.5000,863.0000,3930.9400,1,1,2026-08-24T00:00:00.000
2863,20260626,20260819,20260628,28920,6420,229,125,332,3,381,438,10,7,1,4,4.2000,864.0000,3932.3100,1,1,2026-08-24T00:00:00.000
2864,20260806,20260630,20260713,72480,27660,375,6,157,391,142,47,4,9,3,1,4.9000,865.0000,3933.6800,1,1,2026-08-24T00:00:00.000
2865,20260818,20260623,20260803,56460,35760,423,260,124,323,90,183,10,14,1,1,5.6000,866.0000,3935.0500,1,1,2026-08-24T00:00:00.000
2866,20260609,20260620,20260720,32820,16080,308,338,180,53,194,418,13,11,5,1,6.3000,867.0000,3936.4200,1,1,2026-08-24T00:00:00.000
2867,20260729,20260823,20260731,65400,85320,443,31,140,365,54,135,9,7,2,2,7.0000,868.0000,3937.7900,1,1,2026-08-24T00:00:00.000
2868,20260605,20260824,20260817,39240,36240,412,275,309,401,488,70,2,18,7,4,7.7000,869.0000,3939.1600,1,1,2026-08-24T00:00:00.000
2869,20260630,20260702,20260616,52200,22860,286,292,321,309,305,49,13,13,2,4,8.4000,870.0000,3940.5300,1,1,2026-08-24T00:00:00.000
2870,20260812,20260813,20260702,27420,18720,474,165,422,91,283,221,8,1,4,1,9.1000,871.0000,3941.9000,1,1,2026-08-24T00:00:00.000
2871,20260820,20260818,20260529,51240,64740,216,419,292,241,297,91,12,1,3,1,9.8000,872.0000,3943.2700,1,1,2026-08-24T00:00:00.000
2872,20260528,20260705,20260726,26100,50100,440,363,476,76,174,31,7,10,2,4,10.5000,873.0000,3944.6400,1,1,2026-08-24T00:00:00.000
2873,20260530,20260530,20260701,22140,12840,51,449,225,263,132,-1,12,18,2,4,11.2000,874.0000,3946.0100,1,1,2026-08-24T00:00:00.000
2874,20260802,20260821,20260824,55080,1080,14,276,152,73,299,370,11,17,6,4,11.9000,875.0000,3947.3800,1,1,2026-08-24T00:00:00.000
2875,20260607,20260822,20260814,82740,81480,441,118,241,205,266,194,12,17,1,3,12.6000,876.0000,3948.7500,1,1,2026-08-24T00:00:00.000
2876,20260620,20260803,20260716,83460,83700,105,26,241,345,469,80,7,19,3,4,13.3000,877.0000,3950.1200,1,1,2026-08-24T00:00:00.000
2877,20260718,20260714,20260714,77580,77160,23,162,441,329,16,80,1,1,2,5,14.0000,878.0000,3951.4900,1,1,2026-08-24T00:00:00.000
2878,20260702,20260703,20260808,61320,15060,337,154,461,147,383,107,13,14,5,2,14.7000,879.0000,3952.8600,1,1,2026-08-24T00:00:00.000
2879,20260730,20260717,20260617,72180,51600,31,37,287,303,252,292,10,2,5,5,15.4000,880.0000,3954.2300,1,1,2026-08-24T00:00:00.000
2880,20260529,20260824,20260706,32520,30600,123,343,304,105,72,382,3,20,7,5,16.1000,881.0000,3955.6000,1,1,2026-08-24T00:00:00.000
2881,20260727,20260721,20260606,59940,28980,99,300,168,60,39,277,11,8,3,3,16.8000,882.0000,3956.9700,1,1,2026-08-24T00:00:00.000
2882,20260630,20260701,20260712,57780,16080,353,81,475,373,407,406,9,16,6,2,17.5000,883.0000,3958.3400,1,1,2026-08-24T00:00:00.000
2883,20260723,20260728,20260822,23220,54180,462,113,486,375,366,244,6,3,3,1,18.2000,884.0000,3959.7100,1,1,2026-08-24T00:00:00.000
2884,20260724,20260627,20260723,84000,38520,269,51,415,187,173,129,14,3,3,5,18.9000,885.0000,3961.0800,1,1,2026-08-24T00:00:00.000
2885,20260609,20260805,20260730,2640,64500,268,235,490,239,488,388,9,2,7,1,19.6000,886.0000,3962.4500,1,1,2026-08-24T00:00:00.000
2886,20260630,20260608,20260711,3060,20100,481,225,128,90,199,340,7,12,7,4,20.3000,887.0000,3963.8200,1,1,2026-08-24T00:00:00.000
2887,20260527,20260808,20260713,82860,70320,202,455,92,155,298,14,3,14,5,1,21.0000,888.0000,3965.1900,1,1,2026-08-24T00:00:00.000
2888,20260821,20260619,20260714,24000,77160,41,378,55,43,255,376,7,6,4,2,21.7000,889.0000,3966.5600,1,1,2026-08-24T00:00:00.000
2889,20260804,20260726,20260704,81600,14580,200,40,382,143,479,99,8,10,2,2,22.4000,890.0000,3967.9300,1,1,2026-08-24T00:00:00.000
2890,20260625,20260610,20260625,81480,3240,344,440,71,258,122,-1,10,5,4,2,23.1000,891.0000,3969.3000,1,1,2026-08-24T00:00:00.000
2891,20260612,20260711,20260724,17100,32580,391,167,309,465,497,88,10,15,1,3,23.8000,892.0000,3970.6700,1,1,2026-08-24T00:00:00.000
2892,20260725,20260726,20260707,9900,56580,94,131,30,469,258,238,14,15,6,4,24.5000,893.0000,3972.0400,1,1,2026-08-24T00:00:00.000
2893,20260731,20260714,20260607,78480,27720,129,463,387,116,341,383,3,20,4,2,25.2000,894.0000,3973.4100,1,1,2026-08-24T00:00:00.000
2894,20260621,20260708,20260801,12420,15180,96,383,396,201,324,63,1,4,3,2,25.9000,895.0000,3974.7800,1,1,2026-08-24T00:00:00.000
2895,20260804,20260808,20260708,85200,48600,174,364,264,342,155,308,5,11,6,4,26.6000,896.0000,3976.1500,1,1,2026-08-24T00:00:00.000
2896,20260804,20260602,20260608,10860,21600,51,242,324,432,427,102,4,14,7,3,27.3000,897.0000,3977.5200,1,1,2026-08-24T00:00:00.000
2897,20260720,20260726,20260820,70320,7980,192,242,458,192,226,400,14,19,2,2,28.0000,898.0000,3978.8900,1,1,2026-08-24T00:00:00.000
2898,20260816,20260622,20260610,19320,71340,188,143,367,145,96,234,8,8,1,4,28.7000,899.0000,3980.2600,1,1,2026-08-24T00:00:00.000
2899,20260716,20260822,20260529,36480,38100,460,6,150,212,306,379,11,14,3,2,29.4000,900.0000,3981.6300,1,1,2026-08-24T00:00:00.000
2900,20260701,20260819,20260615,27540,29640,449,297,16,131,193,11,7,1,5,1,30.1000,901.0000,3983.0000,1,1,2026-08-24T00:00:00.000
2901,20260823,20260528,20260816,7920,80400,15,48,58,145,86,336,11,4,3,4,30.8000,902.0000,3984.3700,1,1,2026-08-24T00:00:00.000
2902,20260610,20260812,20260531,22740,52680,45,122,110,413,407,172,9,12,7,5,31.5000,903.0000,3985.7400,1,1,2026-08-24T00:00:00.000
2903,20260707,20260706,20260608,4440,13620,280,350,369,79,166,78,4,16,4,3,32.2000,904.0000,3987.1100,1,1,2026-08-24T00:00:00.000
2904,20260823,20260613,20260706,21780,37560,22,67,384,477,243,106,3,2,6,1,32.9000,905.0000,3988.4800,1,1,2026-08-24T00:00:00.000
2905,20260630,20260716,20260711,79320,52440,337,353,122,432,102,452,9,18,7,3,33.6000,906.0000,3989.8500,1,1,2026-08-24T00:00:00.000
2906,20260812,20260815,20260713,56940,11520,390,177,6,294,99,273,10,1,2,1,34.3000,907.0000,3991.2200,1,1,2026-08-24T00:00:00.000
2907,20260714,20260617,20260531,80820,38580,497,374,179,67,321,-1,3,6,3,4,35.0000,908.0000,3992.5900,1,1,2026-08-24T00:00:00.000
2908,20260623,20260706,20260712,82440,37320,280,216,494,289,206,254,2,9,5,3,35.7000,909.0000,3993.9600,1,1,2026-08-24T00:00:00.000
2909,20260620,20260726,20260706,15660,66060,2,241,298,15,346,322,1,7,5,4,36.4000,910.0000,3995.3300,1,1,2026-08-24T00:00:00.000
2910,20260622,20260623,20260627,67740,60840,376,471,74,442,50,474,6,13,4,5,37.1000,911.0000,3996.7000,1,1,2026-08-24T00:00:00.000
2911,20260713,20260625,20260616,16140,76920,339,237,24,258,54,36,8,20,7,5,37.8000,912.0000,3998.0700,1,1,2026-08-24T00:00:00.000
2912,20260708,20260624,20260708,11820,20460,67,254,88,60,319,153,14,16,1,1,38.5000,913.0000,3999.4400,1,1,2026-08-24T00:00:00.000
2913,20260624,20260619,20260824,40260,38880,134,371,88,376,500,18,12,7,7,4,39.2000,914.0000,4000.8100,1,1,2026-08-24T00:00:00.000
2914,20260711,20260702,20260817,37800,840,284,343,312,38,224,166,3,13,2,2,39.9000,915.0000,4002.1800,1,1,2026-08-24T00:00:00.000
2915,20260605,20260607,20260802,80940,840,146,423,127,442,366,382,12,6,5,2,40.6000,916.0000,4003.5500,1,1,2026-08-24T00:00:00.000
2916,20260821,20260711,20260630,55320,4620,179,415,106,421,290,461,10,7,6,1,41.3000,917.0000,4004.9200,1,1,2026-08-24T00:00:00.000
2917,20260531,20260714,20260717,36300,18000,471,284,399,251,397,314,1,1,7,5,42.0000,918.0000,4006.2900,1,1,2026-08-24T00:00:00.000
2918,20260706,20260725,20260603,51000,65880,498,365,259,17,341,236,5,20,4,5,42.7000,919.0000,4007.6600,1,1,2026-08-24T00:00:00.000
2919,20260723,20260729,20260606,78120,47520,81,294,149,62,225,388,9,20,5,5,43.4000,920.0000,4009.0300,1,1,2026-08-24T00:00:00.000
2920,20260726,20260619,20260729,31080,78720,424,109,76,86,226,476,14,9,1,2,44.1000,921.0000,4010.4000,1,1,2026-08-24T00:00:00.000
2921,20260605,20260703,20260818,33600,23940,326,360,452,166,191,33,1,6,2,1,44.8000,922.0000,4011.7700,1,1,2026-08-24T00:00:00.000
2922,20260527,20260528,20260808,1560,76140,207,195,368,67,15,171,1,17,2,4,45.5000,923.0000,4013.1400,1,1,2026-08-24T00:00:00.000
2923,20260728,20260715,20260715,84000,57480,5,176,193,116,490,331,4,9,7,3,46.2000,924.0000,4014.5100,1,1,2026-08-24T00:00:00.000
2924,20260726,20260730,20260614,21840,71760,317,20,52,15,73,-1,6,14,3,5,46.9000,925.0000,4015.8800,1,1,2026-08-24T00:00:00.000
2925,20260612,20260705,20260528,47880,72300,21,456,367,401,361,292,12,12,1,1,47.6000,926.0000,4017.2500,1,1,2026-08-24T00:00:00.000
2926,20260708,20260704,20260607,51060,1200,135,170,151,14,288,156,12,5,2,4,48.3000,927.0000,4018.6200,1,1,2026-08-24T00:00:00.000
2927,20260719,20260729,20260601,72360,71640,177,282,445,431,243,132,14,15,1,1,49.0000,928.0000,4019.9900,1,1,2026-08-24T00:00:00.000
2928,20260711,20260816,20260808,39900,28860,411,430,471,349,132,3,8,13,3,1,49.7000,929.0000,4021.3600,1,1,2026-08-24T00:00:00.000
2929,20260804,20260618,20260815,13080,28380,296,13,391,202,303,27,5,19,4,3,50.4000,930.0000,4022.7300,1,1,2026-08-24T00:00:00.000
2930,20260623,20260823,20260617,25200,17280,349,99,166,108,255,176,2,15,5,2,51.1000,931.0000,4024.1000,1,1,2026-08-24T00:00:00.000
2931,20260811,20260708,20260704,63720,35820,471,442,377,388,354,96,8,3,1,3,51.8000,932.0000,4025.4700,1,1,2026-08-24T00:00:00.000
2932,20260614,20260808,20260819,9060,72780,294,6,35,346,304,332,10,17,3,2,52.5000,933.0000,4026.8400,1,1,2026-08-24T00:00:00.000
2933,20260817,20260807,20260621,28140,79860,388,208,417,15,348,417,3,12,2,3,53.2000,934.0000,4028.2100,1,1,2026-08-24T00:00:00.000
2934,20260818,20260710,20260818,42000,51300,403,250,264,362,412,271,8,3,3,1,53.9000,935.0000,4029.5800,1,1,2026-08-24T00:00:00.000
2935,20260616,20260808,20260722,62220,43920,75,296,149,428,166,245,2,1,5,1,54.6000,936.0000,4030.9500,1,1,2026-08-24T00:00:00.000
2936,20260719,20260616,20260625,18240,15300,399,31,226,423,59,58,4,7,1,4,55.3000,937.0000,4032.3200,1,1,2026-08-24T00:00:00.000
2937,20260611,20260618,20260720,41040,81360,499,287,447,467,483,428,4,7,3,3,56.0000,938.0000,4033.6900,1,1,2026-08-24T00:00:00.000
2938,20260702,20260611,20260823,9840,3660,347,127,459,65,389,411,3,7,7,2,56.7000,939.0000,4035.0600,1,1,2026-08-24T00:00:00.000
2939,20260623,20260605,20260812,48720,11040,363,362,14,264,365,275,11,1,1,4,57.4000,940.0000,4036.4300,1,1,2026-08-24T00:00:00.000
2940,20260804,20260603,20260529,22980,24420,345,258,496,218,442,124,9,3,6,1,58.1000,941.0000,4037.8000,1,1,2026-08-24T00:00:00.000
2941,20260601,20260608,20260707,25440,27360,298,442,399,111,177,-1,6,1,4,2,58.8000,942.0000,4039.1700,1,1,2026-08-24T00:00:00.000
2942,20260819,20260807,20260714,18420,71220,275,338,436,379,484,334,13,17,2,1,59.5000,943.0000,4040.5400,1,1,2026-08-24T00:00:00.000
2943,20260716,20260619,20260712,28020,29460,32,440,27,113,199,432,14,10,3,1,60.2000,944.0000,4041.9100,1,1,2026-08-24T00:00:00.000
2944,20260822,20260701,20260628,60900,43980,29,88,53,447,287,134,8,10,6,3,60.9000,945.0000,4043.2800,1,1,2026-08-24T00:00:00.000
2945,20260718,20260719,20260715,83700,51000,219,412,147,277,312,280,1,5,1,5,61.6000,946.0000,4044.6500,1,1,2026-08-24T00:00:00.000
2946,20260808,20260728,20260822,46380,52080,40,202,297,417,472,279,3,12,1,4,62.3000,947.0000,4046.0200,1,1,2026-08-24T00:00:00.000
2947,20260818,20260604,20260624,4440,47340,15,498,34,405,243,83,6,6,4,3,63.0000,948.0000,4047.3900,1,1,2026-08-24T00:00:00.000
2948,20260528,20260710,20260627,22620,31740,257,157,129,235,265,332,4,6,6,4,63.7000,949.0000,4048.7600,1,1,2026-08-24T00:00:00.000
2949,20260611,20260530,20260813,9540,38040,224,266,383,405,39,247,10,10,6,1,64.4000,950.0000,4050.1300,1,1,2026-08-24T00:00:00.000
2950,20260806,20260808,20260730,22080,55020,76,347,402,106,205,121,11,7,4,3,65.1000,951.0000,4051.5000,1,1,2026-08-24T00:00:00.000
2951,20260705,20260617,20260823,63300,34140,6,188,380,143,124,260,3,9,2,1,65.8000,952.0000,4052.8700,1,1,2026-08-24T00:00:00.000
2952,20260814,20260601,20260616,78180,79980,8,223,101,404,262,68,10,11,3,3,66.5000,953.0000,4054.2400,1,1,2026-08-24T00:00:00.000
2953,20260803,20260617,20260619,9240,43680,407,180,111,78,317,208,9,11,6,1,67.2000,954.0000,4055.6100,1,1,2026-08-24T00:00:00.000
2954,20260728,20260713,20260821,39240,72900,223,478,173,292,430,411,8,19,1,3,67.9000,955.0000,4056.9800,1,1,2026-08-24T00:00:00.000
2955,20260818,20260710,20260601,80100,33120,271,313,29,105,421,259,10,18,2,2,68.6000,956.0000,4058.3500,1,1,2026-08-24T00:00:00.000
2956,20260714,20260802,20260531,71160,35700,487,79,85,387,240,83,2,2,7,3,69.3000,957.0000,4059.7200,1,1,2026-08-24T00:00:00.000
2957,20260601,20260606,20260713,14220,23640,295,109,379,298,383,224,6,2,2,2,70.0000,958.0000,4061.0900,1,1,2026-08-24T00:00:00.000
2958,20260805,20260719,20260705,54480,10320,301,483,99,277,297,-1,14,16,3,2,70.7000,959.0000,4062.4600,1,1,2026-08-24T00:00:00.000
2959,20260716,20260801,20260626,5400,72060,165,366,392,69,388,456,10,14,7,3,71.4000,960.0000,4063.8300,1,1,2026-08-24T00:00:00.000
2960,20260803,20260527,20260728,27360,21780,268,253,459,46,395,139,1,20,6,2,72.1000,961.0000,4065.2000,1,1,2026-08-24T00:00:00.000
2961,20260527,20260609,20260609,9720,77520,130,87,339,16,127,92,1,10,3,1,72.8000,962.0000,4066.5700,1,1,2026-08-24T00:00:00.000
2962,20260730,20260602,20260601,67020,59100,322,283,300,425,52,254,3,16,3,3,73.5000,963.0000,4067.9400,1,1,2026-08-24T00:00:00.000
2963,20260615,20260731,20260626,43020,9060,75,181,219,210,436,197,1,20,7,5,74.2000,964.0000,4069.3100,1,1,2026-08-24T00:00:00.000
2964,20260716,20260821,20260801,58560,74580,334,363,482,44,273,314,5,16,5,3,74.9000,965.0000,4070.6800,1,1,2026-08-24T00:00:00.000
2965,20260724,20260620,20260609,48840,20880,434,176,269,36,91,333,4,9,3,2,75.6000,966.0000,4072.0500,1,1,2026-08-24T00:00:00.000
2966,20260721,20260529,20260810,14340,69240,170,436,252,140,438,9,2,10,2,4,76.3000,967.0000,4073.4200,1,1,2026-08-24T00:00:00.000
2967,20260606,20260724,20260812,52320,3780,454,189,325,382,194,23,14,12,5,1,77.0000,968.0000,4074.7900,1,1,2026-08-24T00:00:00.000
2968,20260607,20260801,20260817,20160,80460,334,99,441,284,469,289,5,19,6,2,77.7000,969.0000,4076.1600,1,1,2026-08-24T00:00:00.000
2969,20260731,20260811,20260816,11040,45060,155,350,121,95,19,422,8,14,3,4,78.4000,970.0000,4077.5300,1,1,2026-08-24T00:00:00.000
2970,20260706,20260808,20260720,74520,63720,464,379,263,46,37,420,11,13,4,1,79.1000,971.0000,4078.9000,1,1,2026-08-24T00:00:00.000
2971,20260703,20260717,20260809,70920,44280,260,38,459,167,367,100,5,19,5,4,79.8000,972.0000,4080.2700,1,1,2026-08-24T00:00:00.000
2972,20260618,20260623,20260819,42060,72240,240,83,277,454,409,29,1,18,3,2,80.5000,973.0000,4081.6400,1,1,2026-08-24T00:00:00.000
2973,20260621,20260726,20260609,77220,86220,95,277,149,427,273,176,11,7,6,1,81.2000,974.0000,4083.0100,1,1,2026-08-24T00:00:00.000
2974,20260713,20260713,20260609,71400,70920,85,444,497,383,351,158,8,1,2,2,81.9000,975.0000,4084.3800,1,1,2026-08-24T00:00:00.000
2975,20260620,20260807,20260602,1380,25680,456,356,200,308,23,-1,1,12,3,4,82.6000,976.0000,4085.7500,1,1,2026-08-24T00:00:00.000
2976,20260527,20260612,20260624,79380,18060,404,493,469,318,181,330,6,19,5,2,83.3000,977.0000,4087.1200,1,1,2026-08-24T00:00:00.000
2977,20260712,20260803,20260806,72300,58800,497,146,352,190,169,231,1,1,3,2,84.0000,978.0000,4088.4900,1,1,2026-08-24T00:00:00.000
2978,20260819,20260714,20260623,77280,86280,444,96,187,419,213,441,5,3,6,3,84.7000,979.0000,4089.8600,1,1,2026-08-24T00:00:00.000
2979,20260716,20260601,20260802,2640,52200,306,53,423,88,81,17,4,13,2,3,85.4000,980.0000,4091.2300,1,1,2026-08-24T00:00:00.000
2980,20260627,20260702,20260813,27660,47160,371,335,334,48,241,24,5,11,1,4,86.1000,981.0000,4092.6000,1,1,2026-08-24T00:00:00.000
2981,20260806,20260710,20260527,10920,23220,191,332,304,460,270,424,13,13,1,1,86.8000,982.0000,4093.9700,1,1,2026-08-24T00:00:00.000
2982,20260621,20260811,20260713,55620,3240,259,233,325,492,2,151,7,7,3,1,87.5000,983.0000,4095.3400,1,1,2026-08-24T00:00:00.000
2983,20260803,20260731,20260530,41280,24660,416,167,346,39,8,243,5,6,2,2,88.2000,984.0000,4096.7100,1,1,2026-08-24T00:00:00.000
2984,20260807,20260705,20260717,23820,4740,487,446,252,250,194,17,6,19,7,4,88.9000,985.0000,4098.0800,1,1,2026-08-24T00:00:00.000
2985,20260628,20260607,20260710,20580,85860,474,94,70,293,307,77,7,1,3,2,89.6000,986.0000,4099.4500,1,1,2026-08-24T00:00:00.000
2986,20260617,20260705,20260724,45660,17280,138,218,279,64,468,171,12,1,6,2,90.3000,987.0000,4100.8200,1,1,2026-08-24T00:00:00.000
2987,20260629,20260720,20260712,78060,6180,14,136,63,246,51,13,8,3,6,5,91.0000,988.0000,4102.1900,1,1,2026-08-24T00:00:00.000
2988,20260801,20260727,20260816,41880,17760,423,180,153,87,6,382,14,8,1,4,91.7000,989.0000,4103.5600,1,1,2026-08-24T00:00:00.000
2989,20260725,20260815,20260530,22980,22620,357,67,193,55,117,267,13,1,6,1,92.4000,990.0000,4104.9300,1,1,2026-08-24T00:00:00.000
2990,20260605,20260702,20260708,15900,75600,472,81,301,74,32,348,12,1,4,4,93.1000,991.0000,4106.3000,1,1,2026-08-24T00:00:00.000
2991,20260610,20260717,20260704,14400,77760,34,320,469,387,120,390,2,15,3,2,93.8000,992.0000,4107.6700,1,1,2026-08-24T00:00:00.000
2992,20260602,20260629,20260609,59760,69360,125,385,307,437,262,-1,4,2,2,2,94.5000,993.0000,4109.0400,1,1,2026-08-24T00:00:00.000
2993,20260620,20260728,20260608,51480,63900,62,262,463,129,217,163,9,13,3,5,95.2000,994.0000,4110.4100,1,1,2026-08-24T00:00:00.000
2994,20260619,20260615,20260803,44940,34080,139,349,395,244,424,371,12,5,2,3,95.9000,995.0000,4111.7800,1,1,2026-08-24T00:00:00.000
2995,20260528,20260603,20260729,31440,48720,57,107,112,143,157,73,7,7,3,1,96.6000,996.0000,4113.1500,1,1,2026-08-24T00:00:00.000
2996,20260706,20260601,20260813,76320,37860,185,266,267,302,370,379,11,4,1,4,97.3000,997.0000,4114.5200,1,1,2026-08-24T00:00:00.000
2997,20260818,20260615,20260701,78180,17760,77,276,85,391,434,259,7,4,6,3,98.0000,998.0000,4115.8900,1,1,2026-08-24T00:00:00.000
2998,20260728,20260806,20260713,37920,84060,268,98,360,132,369,56,7,13,7,1,98.7000,999.0000,4117.2600,1,1,2026-08-24T00:00:00.000
2999,20260806,20260721,20260704,75420,68580,22,403,59,409,411,405,7,10,3,3,99.4000,1000.0000,4118.6300,1,1,2026-08-24T00:00:00.000
3000,20260531,20260818,20260619,45180,18900,277,373,312,130,190,148,4,20,6,1,100.1000,1.0000,4120.0000,1,1,2026-08-24T00:00:00.000
3001,20260607,20260614,20260707,81960,3960,20,57,98,122,303,343,13,5,6,2,100.8000,2.0000,4121.3700,1,1,2026-08-24T00:00:00.000
3002,20260527,20260705,20260812,9780,76980,206,168,99,211,108,254,4,6,1,1,101.5000,3.0000,4122.7400,1,1,2026-08-24T00:00:00.000
3003,20260627,20260624,20260626,10680,63720,325,32,381,208,179,404,8,11,3,4,102.2000,4.0000,4124.1100,1,1,2026-08-24T00:00:00.000
3004,20260622,20260820,20260627,25440,29100,253,243,46,353,428,500,11,15,3,5,102.9000,5.0000,4125.4800,1,1,2026-08-24T00:00:00.000
3005,20260626,20260709,20260814,13920,28260,467,460,109,114,242,2,9,13,4,2,103.6000,6.0000,4126.8500,1,1,2026-08-24T00:00:00.000
3006,20260713,20260802,20260814,79560,38160,25,96,339,156,263,395,12,1,1,2,104.3000,7.0000,4128.2200,1,1,2026-08-24T00:00:00.000
3007,20260821,20260615,20260621,64440,33360,413,257,453,38,122,72,11,19,4,5,105.0000,8.0000,4129.5900,1,1,2026-08-24T00:00:00.000
3008,20260728,20260719,20260707,57120,69780,36,28,196,473,322,446,10,2,3,3,105.7000,9.0000,4130.9600,1,1,2026-08-24T00:00:00.000
3009,20260608,20260601,20260815,32520,24600,370,394,64,161,122,-1,3,20,4,3,106.4000,10.0000,4132.3300,1,1,2026-08-24T00:00:00.000
