PurchaseSupplierScoreSnapshotKey,SnapshotDateKey,SupplierKey,PurchaseCommodityKey,PurchaseSupplierScorecardKey,QualityScore,DeliveryScore,CostScore,OverallScore,SourceSystemKey,BatchId,LoadedAtUtc
271,20260619,369,107,16,272.0000,272.0000,381.2700,272.0000,1,1,2026-08-24T00:00:00.000
272,20260625,74,382,41,273.0000,273.0000,382.6400,273.0000,1,1,2026-08-24T00:00:00.000
273,20260612,348,194,304,274.0000,274.0000,384.0100,274.0000,1,1,2026-08-24T00:00:00.000
274,20260818,440,380,242,275.0000,275.0000,385.3800,275.0000,1,1,2026-08-24T00:00:00.000
275,20260606,146,18,490,276.0000,276.0000,386.7500,276.0000,1,1,2026-08-24T00:00:00.000
276,20260711,61,114,252,277.0000,277.0000,388.1200,277.0000,1,1,2026-08-24T00:00:00.000
277,20260730,19,110,90,278.0000,278.0000,389.4900,278.0000,1,1,2026-08-24T00:00:00.000
278,20260624,159,373,59,279.0000,279.0000,390.8600,279.0000,1,1,2026-08-24T00:00:00.000
279,20260714,233,161,462,280.0000,280.0000,392.2300,280.0000,1,1,2026-08-24T00:00:00.000
280,20260817,158,416,330,281.0000,281.0000,393.6000,281.0000,1,1,2026-08-24T00:00:00.000
281,20260713,380,39,375,282.0000,282.0000,394.9700,282.0000,1,1,2026-08-24T00:00:00.000
282,20260727,8,154,227,283.0000,283.0000,396.3400,283.0000,1,1,2026-08-24T00:00:00.000
283,20260815,432,299,344,284.0000,284.0000,397.7100,284.0000,1,1,2026-08-24T00:00:00.000
284,20260819,288,497,486,285.0000,285.0000,399.0800,285.0000,1,1,2026-08-24T00:00:00.000
285,20260815,50,155,83,286.0000,286.0000,400.4500,286.0000,1,1,2026-08-24T00:00:00.000
286,20260817,487,116,459,287.0000,287.0000,401.8200,287.0000,1,1,2026-08-24T00:00:00.000
287,20260813,72,310,93,288.0000,288.0000,403.1900,288.0000,1,1,2026-08-24T00:00:00.000
288,20260701,482,243,379,289.0000,289.0000,404.5600,289.0000,1,1,2026-08-24T00:00:00.000
289,20260723,144,484,228,290.0000,290.0000,405.9300,290.0000,1,1,2026-08-24T00:00:00.000
290,20260819,352,471,321,291.0000,291.0000,407.3000,291.0000,1,1,2026-08-24T00:00:00.000
291,20260617,156,242,79,292.0000,292.0000,408.6700,292.0000,1,1,2026-08-24T00:00:00.000
292,20260815,400,283,156,293.0000,293.0000,410.0400,293.0000,1,1,2026-08-24T00:00:00.000
293,20260615,400,92,360,294.0000,294.0000,411.4100,294.0000,1,1,2026-08-24T00:00:00.000
294,20260817,369,32,285,295.0000,295.0000,412.7800,295.0000,1,1,2026-08-24T00:00:00.000
295,20260527,354,177,117,296.0000,296.0000,414.1500,296.0000,1,1,2026-08-24T00:00:00.000
296,20260722,472,197,401,297.0000,297.0000,415.5200,297.0000,1,1,2026-08-24T00:00:00.000
297,20260624,60,256,250,298.0000,298.0000,416.8900,298.0000,1,1,2026-08-24T00:00:00.000
298,20260711,113,344,125,299.0000,299.0000,418.2600,299.0000,1,1,2026-08-24T00:00:00.000
299,20260723,202,221,367,300.0000,300.0000,419.6300,300.0000,1,1,2026-08-24T00:00:00.000
300,20260816,210,172,25,301.0000,301.0000,421.0000,301.0000,1,1,2026-08-24T00:00:00.000
301,20260807,166,447,144,302.0000,302.0000,422.3700,302.0000,1,1,2026-08-24T00:00:00.000
302,20260619,326,192,126,303.0000,303.0000,423.7400,303.0000,1,1,2026-08-24T00:00:00.000
303,20260802,211,120,127,304.0000,304.0000,425.1100,304.0000,1,1,2026-08-24T00:00:00.000
304,20260727,434,481,75,305.0000,305.0000,426.4800,305.0000,1,1,2026-08-24T00:00:00.000
305,20260528,392,3,51,306.0000,306.0000,427.8500,306.0000,1,1,2026-08-24T00:00:00.000
306,20260709,316,328,333,307.0000,307.0000,429.2200,307.0000,1,1,2026-08-24T00:00:00.000
307,20260812,191,300,107,308.0000,308.0000,430.5900,308.0000,1,1,2026-08-24T00:00:00.000
308,20260729,348,328,130,309.0000,309.0000,431.9600,309.0000,1,1,2026-08-24T00:00:00.000
309,20260702,87,78,113,310.0000,310.0000,433.3300,310.0000,1,1,2026-08-24T00:00:00.000
310,20260810,324,476,430,311.0000,311.0000,434.7000,311.0000,1,1,2026-08-24T00:00:00.000
311,20260708,348,207,91,312.0000,312.0000,436.0700,312.0000,1,1,2026-08-24T00:00:00.000
312,20260615,295,326,384,313.0000,313.0000,437.4400,313.0000,1,1,2026-08-24T00:00:00.000
313,20260623,329,84,410,314.0000,314.0000,438.8100,314.0000,1,1,2026-08-24T00:00:00.000
314,20260725,106,155,482,315.0000,315.0000,440.1800,315.0000,1,1,2026-08-24T00:00:00.000
315,20260625,373,396,15,316.0000,316.0000,441.5500,316.0000,1,1,2026-08-24T00:00:00.000
316,20260618,280,396,389,317.0000,317.0000,442.9200,317.0000,1,1,2026-08-24T00:00:00.000
317,20260724,313,340,171,318.0000,318.0000,444.2900,318.0000,1,1,2026-08-24T00:00:00.000
318,20260619,200,269,288,319.0000,319.0000,445.6600,319.0000,1,1,2026-08-24T00:00:00.000
319,20260616,318,230,454,320.0000,320.0000,447.0300,320.0000,1,1,2026-08-24T00:00:00.000
320,20260714,311,154,182,321.0000,321.0000,448.4000,321.0000,1,1,2026-08-24T00:00:00.000
321,20260712,87,321,77,322.0000,322.0000,449.7700,322.0000,1,1,2026-08-24T00:00:00.000
322,20260811,319,410,247,323.0000,323.0000,451.1400,323.0000,1,1,2026-08-24T00:00:00.000
323,20260816,9,210,270,324.0000,324.0000,452.5100,324.0000,1,1,2026-08-24T00:00:00.000
324,20260613,28,24,130,325.0000,325.0000,453.8800,325.0000,1,1,2026-08-24T00:00:00.000
325,20260611,83,499,164,326.0000,326.0000,455.2500,326.0000,1,1,2026-08-24T00:00:00.000
326,20260728,375,208,476,327.0000,327.0000,456.6200,327.0000,1,1,2026-08-24T00:00:00.000
327,20260621,77,268,292,328.0000,328.0000,457.9900,328.0000,1,1,2026-08-24T00:00:00.000
328,20260715,78,141,304,329.0000,329.0000,459.3600,329.0000,1,1,2026-08-24T00:00:00.000
329,20260528,197,376,59,330.0000,330.0000,460.7300,330.0000,1,1,2026-08-24T00:00:00.000
330,20260822,261,224,292,331.0000,331.0000,462.1000,331.0000,1,1,2026-08-24T00:00:00.000
331,20260802,76,161,115,332.0000,332.0000,463.4700,332.0000,1,1,2026-08-24T00:00:00.000
332,20260816,441,178,425,333.0000,333.0000,464.8400,333.0000,1,1,2026-08-24T00:00:00.000
333,20260610,187,459,199,334.0000,334.0000,466.2100,334.0000,1,1,2026-08-24T00:00:00.000
334,20260709,466,185,109,335.0000,335.0000,467.5800,335.0000,1,1,2026-08-24T00:00:00.000
335,20260629,169,422,207,336.0000,336.0000,468.9500,336.0000,1,1,2026-08-24T00:00:00.000
336,20260603,212,243,280,337.0000,337.0000,470.3200,337.0000,1,1,2026-08-24T00:00:00.000
337,20260814,269,57,426,338.0000,338.0000,471.6900,338.0000,1,1,2026-08-24T00:00:00.000
338,20260701,378,477,23,339.0000,339.0000,473.0600,339.0000,1,1,2026-08-24T00:00:00.000
339,20260620,309,342,166,340.0000,340.0000,474.4300,340.0000,1,1,2026-08-24T00:00:00.000
340,20260606,177,113,170,341.0000,341.0000,475.8000,341.0000,1,1,2026-08-24T00:00:00.000
341,20260807,10,491,63,342.0000,342.0000,477.1700,342.0000,1,1,2026-08-24T00:00:00.000
342,20260601,152,42,322,343.0000,343.0000,478.5400,343.0000,1,1,2026-08-24T00:00:00.000
343,20260807,225,329,344,344.0000,344.0000,479.9100,344.0000,1,1,2026-08-24T00:00:00.000
344,20260820,455,253,19,345.0000,345.0000,481.2800,345.0000,1,1,2026-08-24T00:00:00.000
345,20260616,16,209,122,346.0000,346.0000,482.6500,346.0000,1,1,2026-08-24T00:00:00.000
346,20260721,102,229,33,347.0000,347.0000,484.0200,347.0000,1,1,2026-08-24T00:00:00.000
347,20260618,489,492,302,348.0000,348.0000,485.3900,348.0000,1,1,2026-08-24T00:00:00.000
348,20260625,493,267,41,349.0000,349.0000,486.7600,349.0000,1,1,2026-08-24T00:00:00.000
349,20260811,77,122,273,350.0000,350.0000,488.1300,350.0000,1,1,2026-08-24T00:00:00.000
350,20260818,315,357,4,351.0000,351.0000,489.5000,351.0000,1,1,2026-08-24T00:00:00.000
351,20260810,144,370,270,352.0000,352.0000,490.8700,352.0000,1,1,2026-08-24T00:00:00.000
352,20260603,274,191,220,353.0000,353.0000,492.2400,353.0000,1,1,2026-08-24T00:00:00.000
353,20260818,389,231,253,354.0000,354.0000,493.6100,354.0000,1,1,2026-08-24T00:00:00.000
354,20260710,97,110,239,355.0000,355.0000,494.9800,355.0000,1,1,2026-08-24T00:00:00.000
355,20260813,201,478,389,356.0000,356.0000,496.3500,356.0000,1,1,2026-08-24T00:00:00.000
356,20260527,202,136,203,357.0000,357.0000,497.7200,357.0000,1,1,2026-08-24T00:00:00.000
357,20260706,408,154,407,358.0000,358.0000,499.0900,358.0000,1,1,2026-08-24T00:00:00.000
358,20260822,411,470,404,359.0000,359.0000,500.4600,359.0000,1,1,2026-08-24T00:00:00.000
359,20260805,256,373,300,360.0000,360.0000,501.8300,360.0000,1,1,2026-08-24T00:00:00.000
360,20260812,482,372,467,361.0000,361.0000,503.2000,361.0000,1,1,2026-08-24T00:00:00.000
361,20260613,101,147,208,362.0000,362.0000,504.5700,362.0000,1,1,2026-08-24T00:00:00.000
362,20260813,499,445,207,363.0000,363.0000,505.9400,363.0000,1,1,2026-08-24T00:00:00.000
363,20260724,357,288,144,364.0000,364.0000,507.3100,364.0000,1,1,2026-08-24T00:00:00.000
364,20260629,18,192,213,365.0000,365.0000,508.6800,365.0000,1,1,2026-08-24T00:00:00.000
365,20260711,13,397,485,366.0000,366.0000,510.0500,366.0000,1,1,2026-08-24T00:00:00.000
366,20260607,285,4,302,367.0000,367.0000,511.4200,367.0000,1,1,2026-08-24T00:00:00.000
367,20260810,52,12,435,368.0000,368.0000,512.7900,368.0000,1,1,2026-08-24T00:00:00.000
368,20260701,328,334,380,369.0000,369.0000,514.1600,369.0000,1,1,2026-08-24T00:00:00.000
369,20260730,43,415,142,370.0000,370.0000,515.5300,370.0000,1,1,2026-08-24T00:00:00.000
370,20260527,44,169,24,371.0000,371.0000,516.9000,371.0000,1,1,2026-08-24T00:00:00.000
371,20260627,416,91,51,372.0000,372.0000,518.2700,372.0000,1,1,2026-08-24T00:00:00.000
372,20260818,272,9,156,373.0000,373.0000,519.6400,373.0000,1,1,2026-08-24T00:00:00.000
373,20260614,240,344,183,374.0000,374.0000,521.0100,374.0000,1,1,2026-08-24T00:00:00.000
374,20260730,161,317,82,375.0000,375.0000,522.3800,375.0000,1,1,2026-08-24T00:00:00.000
375,20260605,238,472,366,376.0000,376.0000,523.7500,376.0000,1,1,2026-08-24T00:00:00.000
376,20260728,484,164,355,377.0000,377.0000,525.1200,377.0000,1,1,2026-08-24T00:00:00.000
377,20260722,494,197,434,378.0000,378.0000,526.4900,378.0000,1,1,2026-08-24T00:00:00.000
378,20260613,352,385,366,379.0000,379.0000,527.8600,379.0000,1,1,2026-08-24T00:00:00.000
379,20260714,26,201,217,380.0000,380.0000,529.2300,380.0000,1,1,2026-08-24T00:00:00.000
380,20260805,454,141,498,381.0000,381.0000,530.6000,381.0000,1,1,2026-08-24T00:00:00.000
381,20260616,387,325,225,382.0000,382.0000,531.9700,382.0000,1,1,2026-08-24T00:00:00.000
382,20260629,412,492,105,383.0000,383.0000,533.3400,383.0000,1,1,2026-08-24T00:00:00.000
383,20260721,222,65,432,384.0000,384.0000,534.7100,384.0000,1,1,2026-08-24T00:00:00.000
384,20260823,380,302,188,385.0000,385.0000,536.0800,385.0000,1,1,2026-08-24T00:00:00.000
385,20260710,68,192,12,386.0000,386.0000,537.4500,386.0000,1,1,2026-08-24T00:00:00.000
386,20260530,180,67,483,387.0000,387.0000,538.8200,387.0000,1,1,2026-08-24T00:00:00.000
387,20260528,314,218,439,388.0000,388.0000,540.1900,388.0000,1,1,2026-08-24T00:00:00.000
388,20260824,129,310,489,389.0000,389.0000,541.5600,389.0000,1,1,2026-08-24T00:00:00.000
389,20260822,99,442,126,390.0000,390.0000,542.9300,390.0000,1,1,2026-08-24T00:00:00.000
390,20260701,227,368,348,391.0000,391.0000,544.3000,391.0000,1,1,2026-08-24T00:00:00.000
391,20260604,432,288,191,392.0000,392.0000,545.6700,392.0000,1,1,2026-08-24T00:00:00.000
392,20260712,81,86,113,393.0000,393.0000,547.0400,393.0000,1,1,2026-08-24T00:00:00.000
393,20260821,447,50,157,394.0000,394.0000,548.4100,394.0000,1,1,2026-08-24T00:00:00.000
394,20260715,306,446,351,395.0000,395.0000,549.7800,395.0000,1,1,2026-08-24T00:00:00.000
395,20260818,25,291,484,396.0000,396.0000,551.1500,396.0000,1,1,2026-08-24T00:00:00.000
396,20260819,89,325,368,397.0000,397.0000,552.5200,397.0000,1,1,2026-08-24T00:00:00.000
397,20260720,24,296,394,398.0000,398.0000,553.8900,398.0000,1,1,2026-08-24T00:00:00.000
398,20260701,103,464,388,399.0000,399.0000,555.2600,399.0000,1,1,2026-08-24T00:00:00.000
399,20260627,130,466,181,400.0000,400.0000,556.6300,400.0000,1,1,2026-08-24T00:00:00.000
400,20260619,214,344,492,401.0000,401.0000,558.0000,401.0000,1,1,2026-08-24T00:00:00.000
401,20260625,169,120,173,402.0000,402.0000,559.3700,402.0000,1,1,2026-08-24T00:00:00.000
402,20260621,384,319,402,403.0000,403.0000,560.7400,403.0000,1,1,2026-08-24T00:00:00.000
403,20260619,26,424,338,404.0000,404.0000,562.1100,404.0000,1,1,2026-08-24T00:00:00.000
404,20260627,467,33,232,405.0000,405.0000,563.4800,405.0000,1,1,2026-08-24T00:00:00.000
405,20260717,61,222,324,406.0000,406.0000,564.8500,406.0000,1,1,2026-08-24T00:00:00.000
406,20260623,383,213,5,407.0000,407.0000,566.2200,407.0000,1,1,2026-08-24T00:00:00.000
407,20260611,82,456,176,408.0000,408.0000,567.5900,408.0000,1,1,2026-08-24T00:00:00.000
408,20260808,280,158,393,409.0000,409.0000,568.9600,409.0000,1,1,2026-08-24T00:00:00.000
409,20260702,469,187,102,410.0000,410.0000,570.3300,410.0000,1,1,2026-08-24T00:00:00.000
410,20260629,159,408,386,411.0000,411.0000,571.7000,411.0000,1,1,2026-08-24T00:00:00.000
411,20260710,273,102,483,412.0000,412.0000,573.0700,412.0000,1,1,2026-08-24T00:00:00.000
412,20260716,252,301,328,413.0000,413.0000,574.4400,413.0000,1,1,2026-08-24T00:00:00.000
413,20260612,266,473,480,414.0000,414.0000,575.8100,414.0000,1,1,2026-08-24T00:00:00.000
414,20260624,433,307,268,415.0000,415.0000,577.1800,415.0000,1,1,2026-08-24T00:00:00.000
415,20260701,391,481,446,416.0000,416.0000,578.5500,416.0000,1,1,2026-08-24T00:00:00.000
416,20260730,286,294,216,417.0000,417.0000,579.9200,417.0000,1,1,2026-08-24T00:00:00.000
417,20260727,481,20,106,418.0000,418.0000,581.2900,418.0000,1,1,2026-08-24T00:00:00.000
418,20260809,169,223,415,419.0000,419.0000,582.6600,419.0000,1,1,2026-08-24T00:00:00.000
419,20260716,69,57,424,420.0000,420.0000,584.0300,420.0000,1,1,2026-08-24T00:00:00.000
420,20260612,48,257,234,421.0000,421.0000,585.4000,421.0000,1,1,2026-08-24T00:00:00.000
421,20260818,259,316,68,422.0000,422.0000,586.7700,422.0000,1,1,2026-08-24T00:00:00.000
422,20260624,252,298,21,423.0000,423.0000,588.1400,423.0000,1,1,2026-08-24T00:00:00.000
423,20260814,174,370,210,424.0000,424.0000,589.5100,424.0000,1,1,2026-08-24T00:00:00.000
424,20260804,277,472,79,425.0000,425.0000,590.8800,425.0000,1,1,2026-08-24T00:00:00.000
425,20260622,73,60,229,426.0000,426.0000,592.2500,426.0000,1,1,2026-08-24T00:00:00.000
426,20260529,353,10,359,427.0000,427.0000,593.6200,427.0000,1,1,2026-08-24T00:00:00.000
427,20260704,394,46,114,428.0000,428.0000,594.9900,428.0000,1,1,2026-08-24T00:00:00.000
428,20260811,167,499,451,429.0000,429.0000,596.3600,429.0000,1,1,2026-08-24T00:00:00.000
429,20260718,283,294,155,430.0000,430.0000,597.7300,430.0000,1,1,2026-08-24T00:00:00.000
430,20260711,239,106,473,431.0000,431.0000,599.1000,431.0000,1,1,2026-08-24T00:00:00.000
431,20260807,202,14,272,432.0000,432.0000,600.4700,432.0000,1,1,2026-08-24T00:00:00.000
432,20260719,246,396,315,433.0000,433.0000,601.8400,433.0000,1,1,2026-08-24T00:00:00.000
433,20260821,447,475,171,434.0000,434.0000,603.2100,434.0000,1,1,2026-08-24T00:00:00.000
434,20260628,83,237,262,435.0000,435.0000,604.5800,435.0000,1,1,2026-08-24T00:00:00.000
435,20260627,99,5,2,436.0000,436.0000,605.9500,436.0000,1,1,2026-08-24T00:00:00.000
436,20260627,80,46,420,437.0000,437.0000,607.3200,437.0000,1,1,2026-08-24T00:00:00.000
437,20260824,399,34,382,438.0000,438.0000,608.6900,438.0000,1,1,2026-08-24T00:00:00.000
438,20260621,92,182,49,439.0000,439.0000,610.0600,439.0000,1,1,2026-08-24T00:00:00.000
439,20260809,319,294,104,440.0000,440.0000,611.4300,440.0000,1,1,2026-08-24T00:00:00.000
440,20260815,409,286,319,441.0000,441.0000,612.8000,441.0000,1,1,2026-08-24T00:00:00.000
441,20260714,386,470,294,442.0000,442.0000,614.1700,442.0000,1,1,2026-08-24T00:00:00.000
442,20260527,28,39,370,443.0000,443.0000,615.5400,443.0000,1,1,2026-08-24T00:00:00.000
443,20260602,312,447,430,444.0000,444.0000,616.9100,444.0000,1,1,2026-08-24T00:00:00.000
444,20260810,336,230,498,445.0000,445.0000,618.2800,445.0000,1,1,2026-08-24T00:00:00.000
445,20260716,27,23,426,446.0000,446.0000,619.6500,446.0000,1,1,2026-08-24T00:00:00.000
446,20260713,479,259,406,447.0000,447.0000,621.0200,447.0000,1,1,2026-08-24T00:00:00.000
447,20260609,52,464,110,448.0000,448.0000,622.3900,448.0000,1,1,2026-08-24T00:00:00.000
448,20260728,321,377,129,449.0000,449.0000,623.7600,449.0000,1,1,2026-08-24T00:00:00.000
449,20260722,131,361,399,450.0000,450.0000,625.1300,450.0000,1,1,2026-08-24T00:00:00.000
450,20260718,357,281,59,451.0000,451.0000,626.5000,451.0000,1,1,2026-08-24T00:00:00.000
451,20260708,437,447,169,452.0000,452.0000,627.8700,452.0000,1,1,2026-08-24T00:00:00.000
452,20260606,49,82,352,453.0000,453.0000,629.2400,453.0000,1,1,2026-08-24T00:00:00.000
453,20260616,193,130,405,454.0000,454.0000,630.6100,454.0000,1,1,2026-08-24T00:00:00.000
454,20260602,314,191,366,455.0000,455.0000,631.9800,455.0000,1,1,2026-08-24T00:00:00.000
455,20260530,225,354,179,456.0000,456.0000,633.3500,456.0000,1,1,2026-08-24T00:00:00.000
456,20260724,441,17,456,457.0000,457.0000,634.7200,457.0000,1,1,2026-08-24T00:00:00.000
457,20260531,254,413,333,458.0000,458.0000,636.0900,458.0000,1,1,2026-08-24T00:00:00.000
458,20260731,298,6,338,459.0000,459.0000,637.4600,459.0000,1,1,2026-08-24T00:00:00.000
459,20260706,317,462,449,460.0000,460.0000,638.8300,460.0000,1,1,2026-08-24T00:00:00.000
460,20260618,135,350,354,461.0000,461.0000,640.2000,461.0000,1,1,2026-08-24T00:00:00.000
461,20260706,230,107,435,462.0000,462.0000,641.5700,462.0000,1,1,2026-08-24T00:00:00.000
462,20260709,294,125,205,463.0000,463.0000,642.9400,463.0000,1,1,2026-08-24T00:00:00.000
463,20260602,461,254,377,464.0000,464.0000,644.3100,464.0000,1,1,2026-08-24T00:00:00.000
464,20260605,2,416,298,465.0000,465.0000,645.6800,465.0000,1,1,2026-08-24T00:00:00.000
465,20260813,467,481,345,466.0000,466.0000,647.0500,466.0000,1,1,2026-08-24T00:00:00.000
466,20260620,114,349,24,467.0000,467.0000,648.4200,467.0000,1,1,2026-08-24T00:00:00.000
467,20260617,277,99,138,468.0000,468.0000,649.7900,468.0000,1,1,2026-08-24T00:00:00.000
468,20260620,169,44,452,469.0000,469.0000,651.1600,469.0000,1,1,2026-08-24T00:00:00.000
469,20260608,371,78,28,470.0000,470.0000,652.5300,470.0000,1,1,2026-08-24T00:00:00.000
470,20260809,459,101,30,471.0000,471.0000,653.9000,471.0000,1,1,2026-08-24T00:00:00.000
471,20260619,100,103,50,472.0000,472.0000,655.2700,472.0000,1,1,2026-08-24T00:00:00.000
472,20260609,384,497,161,473.0000,473.0000,656.6400,473.0000,1,1,2026-08-24T00:00:00.000
473,20260626,151,135,75,474.0000,474.0000,658.0100,474.0000,1,1,2026-08-24T00:00:00.000
474,20260720,87,322,335,475.0000,475.0000,659.3800,475.0000,1,1,2026-08-24T00:00:00.000
475,20260824,244,109,427,476.0000,476.0000,660.7500,476.0000,1,1,2026-08-24T00:00:00.000
476,20260704,360,299,446,477.0000,477.0000,662.1200,477.0000,1,1,2026-08-24T00:00:00.000
477,20260607,467,184,424,478.0000,478.0000,663.4900,478.0000,1,1,2026-08-24T00:00:00.000
478,20260702,457,196,376,479.0000,479.0000,664.8600,479.0000,1,1,2026-08-24T00:00:00.000
479,20260607,174,72,126,480.0000,480.0000,666.2300,480.0000,1,1,2026-08-24T00:00:00.000
480,20260806,84,249,225,481.0000,481.0000,667.6000,481.0000,1,1,2026-08-24T00:00:00.000
481,20260602,230,408,342,482.0000,482.0000,668.9700,482.0000,1,1,2026-08-24T00:00:00.000
482,20260623,195,299,325,483.0000,483.0000,670.3400,483.0000,1,1,2026-08-24T00:00:00.000
483,20260617,410,192,166,484.0000,484.0000,671.7100,484.0000,1,1,2026-08-24T00:00:00.000
484,20260725,311,148,33,485.0000,485.0000,673.0800,485.0000,1,1,2026-08-24T00:00:00.000
485,20260609,44,147,281,486.0000,486.0000,674.4500,486.0000,1,1,2026-08-24T00:00:00.000
486,20260622,53,270,457,487.0000,487.0000,675.8200,487.0000,1,1,2026-08-24T00:00:00.000
487,20260721,205,142,482,488.0000,488.0000,677.1900,488.0000,1,1,2026-08-24T00:00:00.000
488,20260530,43,388,173,489.0000,489.0000,678.5600,489.0000,1,1,2026-08-24T00:00:00.000
489,20260628,394,62,184,490.0000,490.0000,679.9300,490.0000,1,1,2026-08-24T00:00:00.000
490,20260801,233,356,7,491.0000,491.0000,681.3000,491.0000,1,1,2026-08-24T00:00:00.000
491,20260728,169,194,471,492.0000,492.0000,682.6700,492.0000,1,1,2026-08-24T00:00:00.000
492,20260802,171,101,132,493.0000,493.0000,684.0400,493.0000,1,1,2026-08-24T00:00:00.000
493,20260610,396,271,300,494.0000,494.0000,685.4100,494.0000,1,1,2026-08-24T00:00:00.000
494,20260801,402,114,132,495.0000,495.0000,686.7800,495.0000,1,1,2026-08-24T00:00:00.000
495,20260701,271,80,324,496.0000,496.0000,688.1500,496.0000,1,1,2026-08-24T00:00:00.000
496,20260726,155,135,340,497.0000,497.0000,689.5200,497.0000,1,1,2026-08-24T00:00:00.000
497,20260725,500,188,105,498.0000,498.0000,690.8900,498.0000,1,1,2026-08-24T00:00:00.000
498,20260625,457,164,483,499.0000,499.0000,692.2600,499.0000,1,1,2026-08-24T00:00:00.000
499,20260622,292,365,336,500.0000,500.0000,693.6300,500.0000,1,1,2026-08-24T00:00:00.000
500,20260618,195,459,316,501.0000,501.0000,695.0000,501.0000,1,1,2026-08-24T00:00:00.000
501,20260624,338,188,140,502.0000,502.0000,696.3700,502.0000,1,1,2026-08-24T00:00:00.000
502,20260728,477,499,444,503.0000,503.0000,697.7400,503.0000,1,1,2026-08-24T00:00:00.000
503,20260613,150,491,95,504.0000,504.0000,699.1100,504.0000,1,1,2026-08-24T00:00:00.000
504,20260801,411,162,233,505.0000,505.0000,700.4800,505.0000,1,1,2026-08-24T00:00:00.000
505,20260612,279,81,233,506.0000,506.0000,701.8500,506.0000,1,1,2026-08-24T00:00:00.000
506,20260709,127,441,217,507.0000,507.0000,703.2200,507.0000,1,1,2026-08-24T00:00:00.000
507,20260609,284,412,489,508.0000,508.0000,704.5900,508.0000,1,1,2026-08-24T00:00:00.000
508,20260610,214,191,397,509.0000,509.0000,705.9600,509.0000,1,1,2026-08-24T00:00:00.000
509,20260811,383,199,130,510.0000,510.0000,707.3300,510.0000,1,1,2026-08-24T00:00:00.000
510,20260704,365,218,195,511.0000,511.0000,708.7000,511.0000,1,1,2026-08-24T00:00:00.000
511,20260821,324,428,416,512.0000,512.0000,710.0700,512.0000,1,1,2026-08-24T00:00:00.000
512,20260527,84,136,150,513.0000,513.0000,711.4400,513.0000,1,1,2026-08-24T00:00:00.000
513,20260724,439,134,469,514.0000,514.0000,712.8100,514.0000,1,1,2026-08-24T00:00:00.000
514,20260611,308,171,268,515.0000,515.0000,714.1800,515.0000,1,1,2026-08-24T00:00:00.000
515,20260623,371,276,28,516.0000,516.0000,715.5500,516.0000,1,1,2026-08-24T00:00:00.000
516,20260807,496,99,87,517.0000,517.0000,716.9200,517.0000,1,1,2026-08-24T00:00:00.000
517,20260715,178,85,370,518.0000,518.0000,718.2900,518.0000,1,1,2026-08-24T00:00:00.000
518,20260716,293,60,456,519.0000,519.0000,719.6600,519.0000,1,1,2026-08-24T00:00:00.000
519,20260612,493,432,344,520.0000,520.0000,721.0300,520.0000,1,1,2026-08-24T00:00:00.000
520,20260610,404,342,490,521.0000,521.0000,722.4000,521.0000,1,1,2026-08-24T00:00:00.000
521,20260710,480,289,35,522.0000,522.0000,723.7700,522.0000,1,1,2026-08-24T00:00:00.000
522,20260602,446,337,397,523.0000,523.0000,725.1400,523.0000,1,1,2026-08-24T00:00:00.000
523,20260628,370,79,261,524.0000,524.0000,726.5100,524.0000,1,1,2026-08-24T00:00:00.000
524,20260605,306,417,42,525.0000,525.0000,727.8800,525.0000,1,1,2026-08-24T00:00:00.000
525,20260719,207,435,178,526.0000,526.0000,729.2500,526.0000,1,1,2026-08-24T00:00:00.000
526,20260810,279,373,70,527.0000,527.0000,730.6200,527.0000,1,1,2026-08-24T00:00:00.000
