MachineSensorReadingKey,ReadingDateKey,ReadingTimeOfDayKey,MachineKey,MachineSensorTagKey,WorkCenterKey,PlantKey,MachineSensorTypeKey,UnitOfMeasureKey,ReadingSequenceNumber,EventCount,QuantityAmount,DurationMinutes,CostAmount,SourceSystemKey,BatchId,LoadedAtUtc
233,20260816,24960,322,391,393,324,8,7,233,234,329.2100,238.0000,329.2100,1,1,2026-08-24T00:00:00.000
234,20260721,29580,276,136,27,282,4,4,234,235,330.5800,239.0000,330.5800,1,1,2026-08-24T00:00:00.000
235,20260602,39960,284,160,246,49,9,1,235,236,331.9500,240.0000,331.9500,1,1,2026-08-24T00:00:00.000
236,20260815,74940,171,186,442,109,12,7,236,237,333.3200,241.0000,333.3200,1,1,2026-08-24T00:00:00.000
237,20260701,52260,340,49,238,315,6,2,237,238,334.6900,242.0000,334.6900,1,1,2026-08-24T00:00:00.000
238,20260811,45600,168,188,55,26,2,2,238,239,336.0600,243.0000,336.0600,1,1,2026-08-24T00:00:00.000
239,20260809,79620,182,163,99,15,10,6,239,240,337.4300,244.0000,337.4300,1,1,2026-08-24T00:00:00.000
240,20260802,20940,429,156,48,350,7,5,240,241,338.8000,245.0000,338.8000,1,1,2026-08-24T00:00:00.000
241,20260605,4500,397,428,271,346,2,1,241,242,340.1700,246.0000,340.1700,1,1,2026-08-24T00:00:00.000
242,20260726,8400,386,107,60,347,1,3,242,243,341.5400,247.0000,341.5400,1,1,2026-08-24T00:00:00.000
243,20260706,78060,48,25,360,114,12,4,243,244,342.9100,248.0000,342.9100,1,1,2026-08-24T00:00:00.000
244,20260701,75180,14,111,419,243,5,5,244,245,344.2800,249.0000,344.2800,1,1,2026-08-24T00:00:00.000
245,20260802,22800,107,395,183,200,8,2,245,246,345.6500,250.0000,345.6500,1,1,2026-08-24T00:00:00.000
246,20260731,30780,154,401,447,14,7,7,246,247,347.0200,251.0000,347.0200,1,1,2026-08-24T00:00:00.000
247,20260808,5220,101,183,275,258,4,1,247,248,348.3900,252.0000,348.3900,1,1,2026-08-24T00:00:00.000
248,20260818,34860,486,119,61,138,3,5,248,249,349.7600,253.0000,349.7600,1,1,2026-08-24T00:00:00.000
249,20260720,20520,156,128,203,251,6,3,249,250,351.1300,254.0000,351.1300,1,1,2026-08-24T00:00:00.000
250,20260610,24300,382,45,259,90,5,4,250,251,352.5000,255.0000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260620,70320,186,256,50,241,9,6,251,252,353.8700,256.0000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260702,24000,46,27,165,87,8,2,252,253,355.2400,257.0000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260711,59580,17,303,269,157,1,2,253,254,356.6100,258.0000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260625,65160,491,2,233,129,9,3,254,255,357.9800,259.0000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260621,57120,43,496,490,228,4,2,255,256,359.3500,260.0000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260815,50040,209,243,45,263,9,3,256,257,360.7200,261.0000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260711,55980,175,32,436,171,1,6,257,258,362.0900,262.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260724,81240,73,91,205,302,9,6,258,259,363.4600,263.0000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260716,26340,87,198,210,304,7,6,259,260,364.8300,264.0000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260624,37260,3,291,408,213,6,7,260,261,366.2000,265.0000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260809,17820,311,24,112,166,1,5,261,262,367.5700,266.0000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260815,8580,211,284,480,164,9,2,262,263,368.9400,267.0000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260630,56220,45,364,80,144,4,4,263,264,370.3100,268.0000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260819,34680,198,126,138,273,8,7,264,265,371.6800,269.0000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260714,64320,393,158,46,306,1,6,265,266,373.0500,270.0000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260615,58320,331,198,359,255,12,1,266,267,374.4200,271.0000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260819,29160,273,293,259,3,1,1,267,268,375.7900,272.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260720,68100,86,163,350,339,12,3,268,269,377.1600,273.0000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260729,51120,367,393,75,41,10,7,269,270,378.5300,274.0000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260605,17640,56,90,283,325,12,2,270,271,379.9000,275.0000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260531,62640,196,163,372,222,4,1,271,272,381.2700,276.0000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260819,11400,471,16,137,315,2,3,272,273,382.6400,277.0000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260810,73560,359,288,320,325,2,2,273,274,384.0100,278.0000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260812,11400,484,340,220,101,9,3,274,275,385.3800,279.0000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260530,53160,280,275,251,147,1,5,275,276,386.7500,280.0000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260624,43620,315,204,29,156,7,4,276,277,388.1200,281.0000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260604,21600,465,490,128,18,10,1,277,278,389.4900,282.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260605,68280,150,334,52,36,2,1,278,279,390.8600,283.0000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260622,78000,462,55,84,74,11,6,279,280,392.2300,284.0000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260708,46500,59,150,332,337,9,1,280,281,393.6000,285.0000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260724,33060,485,336,162,66,8,2,281,282,394.9700,286.0000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260723,23760,363,222,288,42,8,3,282,283,396.3400,287.0000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260703,23400,388,290,54,49,11,2,283,284,397.7100,288.0000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260804,75180,269,313,236,39,3,1,284,285,399.0800,289.0000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260627,13920,389,445,393,311,10,1,285,286,400.4500,290.0000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260626,53760,462,400,263,147,7,7,286,287,401.8200,291.0000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260725,69840,356,159,420,260,12,2,287,288,403.1900,292.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260621,69960,187,494,54,84,5,4,288,289,404.5600,293.0000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260714,29940,51,444,96,197,4,7,289,290,405.9300,294.0000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260622,59100,23,408,427,189,4,3,290,291,407.3000,295.0000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260605,29460,96,132,492,91,8,3,291,292,408.6700,296.0000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260725,73800,385,92,403,18,12,5,292,293,410.0400,297.0000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260724,77760,412,168,51,218,2,4,293,294,411.4100,298.0000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260813,44580,489,73,106,46,9,5,294,295,412.7800,299.0000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260622,71940,214,318,292,20,4,4,295,296,414.1500,300.0000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260823,69180,65,78,30,12,3,5,296,297,415.5200,301.0000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260813,60660,198,108,60,225,5,6,297,298,416.8900,302.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260611,45000,198,385,204,196,6,2,298,299,418.2600,303.0000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260723,4140,16,398,323,311,1,7,299,300,419.6300,304.0000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260610,79680,114,312,68,77,8,5,300,301,421.0000,305.0000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260820,68640,117,413,416,126,1,2,301,302,422.3700,306.0000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260618,73800,123,304,406,128,5,1,302,303,423.7400,307.0000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260722,22680,426,52,224,74,10,3,303,304,425.1100,308.0000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260603,76320,78,496,427,331,8,2,304,305,426.4800,309.0000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260623,3780,385,272,115,311,11,6,305,306,427.8500,310.0000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260724,19080,196,481,441,91,4,1,306,307,429.2200,311.0000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260702,76800,12,500,197,4,12,4,307,308,430.5900,312.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260630,77520,343,23,255,182,9,7,308,309,431.9600,313.0000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260626,61500,387,204,204,332,7,4,309,310,433.3300,314.0000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260607,18600,206,432,378,257,1,3,310,311,434.7000,315.0000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260714,40020,139,101,226,17,4,6,311,312,436.0700,316.0000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260609,17580,313,58,206,15,3,6,312,313,437.4400,317.0000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260718,52200,427,392,166,214,8,6,313,314,438.8100,318.0000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260810,85440,425,14,466,112,10,6,314,315,440.1800,319.0000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260701,2040,162,278,85,296,11,5,315,316,441.5500,320.0000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260602,72900,401,455,345,10,7,1,316,317,442.9200,321.0000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260529,60840,209,479,317,292,6,3,317,318,444.2900,322.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260701,42600,279,441,136,172,9,3,318,319,445.6600,323.0000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260822,3120,97,248,426,339,8,5,319,320,447.0300,324.0000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260703,62940,336,460,241,175,5,7,320,321,448.4000,325.0000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260624,61140,391,232,47,302,8,2,321,322,449.7700,326.0000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260803,30180,482,147,300,3,2,4,322,323,451.1400,327.0000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260819,54600,9,361,319,287,11,2,323,324,452.5100,328.0000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260815,73680,416,56,69,203,1,5,324,325,453.8800,329.0000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260803,23760,392,465,194,8,5,4,325,326,455.2500,330.0000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260808,79560,27,427,69,34,2,6,326,327,456.6200,331.0000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260629,20700,331,439,72,267,10,6,327,328,457.9900,332.0000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260702,77520,377,451,277,231,2,1,328,329,459.3600,333.0000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260528,52980,288,126,116,237,4,2,329,330,460.7300,334.0000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260803,15240,5,11,48,138,6,5,330,331,462.1000,335.0000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260604,59940,163,373,199,315,12,1,331,332,463.4700,336.0000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260802,54960,153,242,285,281,8,3,332,333,464.8400,337.0000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260613,17460,449,36,75,95,6,4,333,334,466.2100,338.0000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260822,26220,35,421,64,215,8,2,334,335,467.5800,339.0000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260724,36420,303,344,64,136,3,6,335,336,468.9500,340.0000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260812,27420,138,360,61,8,11,4,336,337,470.3200,341.0000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260717,81660,147,322,213,244,7,4,337,338,471.6900,342.0000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260630,36120,152,272,225,243,12,6,338,339,473.0600,343.0000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260709,14880,7,375,202,251,3,6,339,340,474.4300,344.0000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260616,13620,392,116,448,45,7,3,340,341,475.8000,345.0000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260815,80940,273,495,465,81,3,1,341,342,477.1700,346.0000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260606,21900,256,350,221,330,6,2,342,343,478.5400,347.0000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260714,76620,385,127,251,96,2,2,343,344,479.9100,348.0000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260602,12900,274,496,450,51,3,1,344,345,481.2800,349.0000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260801,30180,103,374,449,32,9,4,345,346,482.6500,350.0000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260719,72480,365,328,95,44,8,4,346,347,484.0200,351.0000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260628,57420,179,52,34,219,12,3,347,348,485.3900,352.0000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260717,23640,485,82,309,144,7,2,348,349,486.7600,353.0000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260807,82200,324,169,142,246,4,5,349,350,488.1300,354.0000,488.1300,1,1,2026-08-24T00:00:00.000
350,20260710,71220,283,109,263,258,8,6,350,351,489.5000,355.0000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260715,19080,353,481,50,315,3,4,351,352,490.8700,356.0000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260729,30900,390,26,190,333,4,6,352,353,492.2400,357.0000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260709,42540,54,308,57,39,1,1,353,354,493.6100,358.0000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260812,40560,389,193,47,136,2,7,354,355,494.9800,359.0000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260728,10500,62,330,66,323,4,1,355,356,496.3500,360.0000,496.3500,1,1,2026-08-24T00:00:00.000
356,20260701,66780,417,355,278,185,8,1,356,357,497.7200,361.0000,497.7200,1,1,2026-08-24T00:00:00.000
357,20260723,67620,247,128,185,274,9,4,357,358,499.0900,362.0000,499.0900,1,1,2026-08-24T00:00:00.000
358,20260628,43200,282,214,163,152,7,7,358,359,500.4600,363.0000,500.4600,1,1,2026-08-24T00:00:00.000
359,20260601,14100,231,415,197,188,4,6,359,360,501.8300,364.0000,501.8300,1,1,2026-08-24T00:00:00.000
360,20260530,43380,374,243,107,145,5,4,360,361,503.2000,365.0000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260614,38340,296,255,352,67,1,5,361,362,504.5700,366.0000,504.5700,1,1,2026-08-24T00:00:00.000
362,20260601,56580,51,39,286,314,11,2,362,363,505.9400,367.0000,505.9400,1,1,2026-08-24T00:00:00.000
363,20260823,28800,296,258,401,59,1,1,363,364,507.3100,368.0000,507.3100,1,1,2026-08-24T00:00:00.000
364,20260813,6900,404,42,134,45,12,1,364,365,508.6800,369.0000,508.6800,1,1,2026-08-24T00:00:00.000
365,20260628,83820,479,446,62,318,12,7,365,366,510.0500,370.0000,510.0500,1,1,2026-08-24T00:00:00.000
366,20260628,60540,128,478,20,51,7,7,366,367,511.4200,371.0000,511.4200,1,1,2026-08-24T00:00:00.000
367,20260603,83760,121,17,168,247,9,4,367,368,512.7900,372.0000,512.7900,1,1,2026-08-24T00:00:00.000
368,20260625,80160,143,445,157,135,12,3,368,369,514.1600,373.0000,514.1600,1,1,2026-08-24T00:00:00.000
369,20260701,48300,500,435,20,280,5,7,369,370,515.5300,374.0000,515.5300,1,1,2026-08-24T00:00:00.000
370,20260730,81060,88,355,71,257,1,7,370,371,516.9000,375.0000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260716,2460,166,190,114,18,10,4,371,372,518.2700,376.0000,518.2700,1,1,2026-08-24T00:00:00.000
372,20260808,1380,388,211,2,54,8,5,372,373,519.6400,377.0000,519.6400,1,1,2026-08-24T00:00:00.000
373,20260707,18720,90,56,350,348,11,4,373,374,521.0100,378.0000,521.0100,1,1,2026-08-24T00:00:00.000
374,20260611,52020,281,90,271,8,11,2,374,375,522.3800,379.0000,522.3800,1,1,2026-08-24T00:00:00.000
375,20260701,68580,383,71,126,48,7,2,375,376,523.7500,380.0000,523.7500,1,1,2026-08-24T00:00:00.000
376,20260816,26880,409,15,98,211,4,7,376,377,525.1200,381.0000,525.1200,1,1,2026-08-24T00:00:00.000
377,20260807,32940,71,447,91,188,3,1,377,378,526.4900,382.0000,526.4900,1,1,2026-08-24T00:00:00.000
378,20260606,83760,148,393,244,181,8,5,378,379,527.8600,383.0000,527.8600,1,1,2026-08-24T00:00:00.000
379,20260712,79440,129,401,65,24,11,3,379,380,529.2300,384.0000,529.2300,1,1,2026-08-24T00:00:00.000
380,20260630,7140,394,420,270,329,1,2,380,381,530.6000,385.0000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260701,57060,489,288,191,348,11,2,381,382,531.9700,386.0000,531.9700,1,1,2026-08-24T00:00:00.000
382,20260607,25920,416,82,301,147,9,7,382,383,533.3400,387.0000,533.3400,1,1,2026-08-24T00:00:00.000
383,20260603,14340,20,493,105,56,8,1,383,384,534.7100,388.0000,534.7100,1,1,2026-08-24T00:00:00.000
384,20260608,8460,486,136,400,28,11,1,384,385,536.0800,389.0000,536.0800,1,1,2026-08-24T00:00:00.000
385,20260710,55680,115,300,338,144,1,2,385,386,537.4500,390.0000,537.4500,1,1,2026-08-24T00:00:00.000
386,20260613,39900,479,377,472,334,9,2,386,387,538.8200,391.0000,538.8200,1,1,2026-08-24T00:00:00.000
387,20260721,27120,107,301,11,177,1,3,387,388,540.1900,392.0000,540.1900,1,1,2026-08-24T00:00:00.000
388,20260718,33360,260,276,204,97,8,6,388,389,541.5600,393.0000,541.5600,1,1,2026-08-24T00:00:00.000
389,20260627,84480,49,405,223,145,1,3,389,390,542.9300,394.0000,542.9300,1,1,2026-08-24T00:00:00.000
390,20260809,46800,170,449,386,192,4,6,390,391,544.3000,395.0000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260721,28200,45,475,286,242,5,6,391,392,545.6700,396.0000,545.6700,1,1,2026-08-24T00:00:00.000
392,20260601,72000,284,78,275,207,10,6,392,393,547.0400,397.0000,547.0400,1,1,2026-08-24T00:00:00.000
393,20260628,32280,54,470,100,184,4,3,393,394,548.4100,398.0000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260727,29100,416,16,313,344,8,4,394,395,549.7800,399.0000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260622,25140,193,441,175,293,3,1,395,396,551.1500,400.0000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260804,72720,48,323,3,139,2,6,396,397,552.5200,401.0000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260703,60,476,204,234,1,11,3,397,398,553.8900,402.0000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260716,4020,465,499,121,284,4,3,398,399,555.2600,403.0000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260602,20280,114,415,147,76,10,7,399,400,556.6300,404.0000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260818,59700,105,145,99,98,7,6,400,401,558.0000,405.0000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260810,69060,395,80,487,169,2,2,401,402,559.3700,406.0000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260813,50700,140,250,129,288,6,7,402,403,560.7400,407.0000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260531,60000,490,325,449,41,5,1,403,404,562.1100,408.0000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260804,26700,400,155,221,255,11,7,404,405,563.4800,409.0000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260804,420,70,409,187,270,12,2,405,406,564.8500,410.0000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260602,43020,451,18,363,208,5,4,406,407,566.2200,411.0000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260719,23340,217,407,23,176,11,2,407,408,567.5900,412.0000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260726,58800,469,221,312,302,5,3,408,409,568.9600,413.0000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260610,38880,74,114,4,65,11,1,409,410,570.3300,414.0000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260602,48480,431,340,293,36,1,5,410,411,571.7000,415.0000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260530,10260,400,332,259,142,11,6,411,412,573.0700,416.0000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260801,70560,198,374,500,87,7,6,412,413,574.4400,417.0000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260529,81840,375,438,496,177,8,3,413,414,575.8100,418.0000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260726,54660,387,481,357,154,6,3,414,415,577.1800,419.0000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260609,83220,59,253,402,126,3,7,415,416,578.5500,420.0000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260725,43860,326,241,203,54,4,7,416,417,579.9200,421.0000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260812,28680,466,130,152,202,4,1,417,418,581.2900,422.0000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260821,52860,208,221,156,74,2,2,418,419,582.6600,423.0000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260530,61380,104,369,26,257,10,3,419,420,584.0300,424.0000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260617,6120,146,17,125,115,12,3,420,421,585.4000,425.0000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260814,43980,358,303,237,347,2,6,421,422,586.7700,426.0000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260710,61920,222,158,256,182,4,2,422,423,588.1400,427.0000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260805,81720,280,125,164,276,9,7,423,424,589.5100,428.0000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260619,82200,140,217,441,237,2,4,424,425,590.8800,429.0000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260718,39180,332,118,336,121,9,5,425,426,592.2500,430.0000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260615,11880,323,346,106,27,9,4,426,427,593.6200,431.0000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260731,50820,400,171,487,208,7,1,427,428,594.9900,432.0000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260806,63720,291,323,357,303,9,1,428,429,596.3600,433.0000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260709,44160,368,410,9,4,3,6,429,430,597.7300,434.0000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260801,60420,492,233,269,252,12,2,430,431,599.1000,435.0000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260606,82080,20,337,364,262,10,4,431,432,600.4700,436.0000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260701,54540,432,166,365,98,12,3,432,433,601.8400,437.0000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260807,47100,274,303,343,118,8,7,433,434,603.2100,438.0000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260623,42420,237,46,92,21,5,3,434,435,604.5800,439.0000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260729,32700,393,264,36,59,11,1,435,436,605.9500,440.0000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260606,63840,16,200,181,221,4,1,436,437,607.3200,441.0000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260613,46440,380,434,162,31,1,4,437,438,608.6900,442.0000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260727,55020,213,244,87,328,3,5,438,439,610.0600,443.0000,610.0600,1,1,2026-08-24T00:00:00.000
439,20260808,62760,187,385,84,304,3,7,439,440,611.4300,444.0000,611.4300,1,1,2026-08-24T00:00:00.000
440,20260622,44580,51,480,256,235,11,2,440,441,612.8000,445.0000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260717,84360,500,257,292,142,10,7,441,442,614.1700,446.0000,614.1700,1,1,2026-08-24T00:00:00.000
442,20260702,69600,498,66,201,240,8,4,442,443,615.5400,447.0000,615.5400,1,1,2026-08-24T00:00:00.000
443,20260630,17700,90,373,281,18,6,6,443,444,616.9100,448.0000,616.9100,1,1,2026-08-24T00:00:00.000
444,20260626,84360,291,150,385,177,11,7,444,445,618.2800,449.0000,618.2800,1,1,2026-08-24T00:00:00.000
445,20260731,33120,225,344,240,315,11,1,445,446,619.6500,450.0000,619.6500,1,1,2026-08-24T00:00:00.000
446,20260606,1740,79,306,154,92,1,6,446,447,621.0200,451.0000,621.0200,1,1,2026-08-24T00:00:00.000
447,20260804,73800,365,63,171,43,12,3,447,448,622.3900,452.0000,622.3900,1,1,2026-08-24T00:00:00.000
448,20260620,19860,254,256,359,257,10,2,448,449,623.7600,453.0000,623.7600,1,1,2026-08-24T00:00:00.000
449,20260731,69720,194,82,103,67,7,5,449,450,625.1300,454.0000,625.1300,1,1,2026-08-24T00:00:00.000
450,20260629,22740,349,75,485,15,8,2,450,451,626.5000,455.0000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260715,60240,306,131,136,224,8,1,451,452,627.8700,456.0000,627.8700,1,1,2026-08-24T00:00:00.000
452,20260801,53580,323,13,315,99,8,5,452,453,629.2400,457.0000,629.2400,1,1,2026-08-24T00:00:00.000
453,20260822,4080,170,460,174,135,8,5,453,454,630.6100,458.0000,630.6100,1,1,2026-08-24T00:00:00.000
454,20260620,61320,361,422,269,233,5,5,454,455,631.9800,459.0000,631.9800,1,1,2026-08-24T00:00:00.000
455,20260823,64860,280,143,456,200,1,7,455,456,633.3500,460.0000,633.3500,1,1,2026-08-24T00:00:00.000
456,20260614,75780,390,259,300,149,2,1,456,457,634.7200,461.0000,634.7200,1,1,2026-08-24T00:00:00.000
457,20260704,23220,177,1,16,321,5,1,457,458,636.0900,462.0000,636.0900,1,1,2026-08-24T00:00:00.000
458,20260713,51960,453,283,240,74,11,3,458,459,637.4600,463.0000,637.4600,1,1,2026-08-24T00:00:00.000
459,20260820,38940,145,404,9,338,3,3,459,460,638.8300,464.0000,638.8300,1,1,2026-08-24T00:00:00.000
460,20260725,46260,286,113,293,85,4,3,460,461,640.2000,465.0000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260530,50160,144,196,41,89,10,1,461,462,641.5700,466.0000,641.5700,1,1,2026-08-24T00:00:00.000
462,20260712,480,290,388,257,347,1,1,462,463,642.9400,467.0000,642.9400,1,1,2026-08-24T00:00:00.000
463,20260720,70860,479,368,120,79,8,6,463,464,644.3100,468.0000,644.3100,1,1,2026-08-24T00:00:00.000
464,20260715,77760,351,339,175,251,2,2,464,465,645.6800,469.0000,645.6800,1,1,2026-08-24T00:00:00.000
465,20260610,42480,55,88,273,5,5,5,465,466,647.0500,470.0000,647.0500,1,1,2026-08-24T00:00:00.000
466,20260716,5640,364,58,335,136,10,5,466,467,648.4200,471.0000,648.4200,1,1,2026-08-24T00:00:00.000
