InventorySafetyStockSnapshotKey,SnapshotDateKey,InventorySafetyStockPolicyKey,ProductKey,PlantKey,InventoryAbcClassKey,UnitOfMeasureKey,OnHandQuantity,SafetyStockQuantity,ShortageQuantity,ShortageValueAmount,SourceSystemKey,BatchId,LoadedAtUtc
250,20260618,483,34,149,4,4,175.1000,175.1000,175.1000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260727,357,192,161,5,5,175.8000,175.8000,175.8000,353.8700,1,1,2026-08-24T00:00:00.000
252,20260803,477,295,91,1,6,176.5000,176.5000,176.5000,355.2400,1,1,2026-08-24T00:00:00.000
253,20260811,465,109,165,2,7,177.2000,177.2000,177.2000,356.6100,1,1,2026-08-24T00:00:00.000
254,20260530,14,66,316,1,5,177.9000,177.9000,177.9000,357.9800,1,1,2026-08-24T00:00:00.000
255,20260726,178,215,284,5,2,178.6000,178.6000,178.6000,359.3500,1,1,2026-08-24T00:00:00.000
256,20260619,217,438,277,4,3,179.3000,179.3000,179.3000,360.7200,1,1,2026-08-24T00:00:00.000
257,20260821,58,56,303,4,7,180.0000,180.0000,180.0000,362.0900,1,1,2026-08-24T00:00:00.000
258,20260801,137,60,109,3,7,180.7000,180.7000,180.7000,363.4600,1,1,2026-08-24T00:00:00.000
259,20260703,203,94,124,4,3,181.4000,181.4000,181.4000,364.8300,1,1,2026-08-24T00:00:00.000
260,20260702,366,16,100,5,6,182.1000,182.1000,182.1000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260813,427,177,192,3,1,182.8000,182.8000,182.8000,367.5700,1,1,2026-08-24T00:00:00.000
262,20260603,284,477,134,3,1,183.5000,183.5000,183.5000,368.9400,1,1,2026-08-24T00:00:00.000
263,20260705,48,294,93,4,6,184.2000,184.2000,184.2000,370.3100,1,1,2026-08-24T00:00:00.000
264,20260617,281,315,169,3,1,184.9000,184.9000,184.9000,371.6800,1,1,2026-08-24T00:00:00.000
265,20260712,403,239,321,3,1,185.6000,185.6000,185.6000,373.0500,1,1,2026-08-24T00:00:00.000
266,20260721,390,29,166,3,3,186.3000,186.3000,186.3000,374.4200,1,1,2026-08-24T00:00:00.000
267,20260813,41,137,146,4,6,187.0000,187.0000,187.0000,375.7900,1,1,2026-08-24T00:00:00.000
268,20260628,121,1,118,2,4,187.7000,187.7000,187.7000,377.1600,1,1,2026-08-24T00:00:00.000
269,20260623,388,269,331,3,7,188.4000,188.4000,188.4000,378.5300,1,1,2026-08-24T00:00:00.000
270,20260603,294,48,305,5,4,189.1000,189.1000,189.1000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260624,377,410,177,2,3,189.8000,189.8000,189.8000,381.2700,1,1,2026-08-24T00:00:00.000
272,20260712,195,3,131,5,6,190.5000,190.5000,190.5000,382.6400,1,1,2026-08-24T00:00:00.000
273,20260717,287,199,71,1,6,191.2000,191.2000,191.2000,384.0100,1,1,2026-08-24T00:00:00.000
274,20260528,118,333,330,3,6,191.9000,191.9000,191.9000,385.3800,1,1,2026-08-24T00:00:00.000
275,20260726,442,88,32,1,2,192.6000,192.6000,192.6000,386.7500,1,1,2026-08-24T00:00:00.000
276,20260814,439,259,1,4,1,193.3000,193.3000,193.3000,388.1200,1,1,2026-08-24T00:00:00.000
277,20260705,237,228,202,2,2,194.0000,194.0000,194.0000,389.4900,1,1,2026-08-24T00:00:00.000
278,20260820,434,320,259,2,7,194.7000,194.7000,194.7000,390.8600,1,1,2026-08-24T00:00:00.000
279,20260817,491,289,220,1,6,195.4000,195.4000,195.4000,392.2300,1,1,2026-08-24T00:00:00.000
280,20260813,343,317,50,1,3,196.1000,196.1000,196.1000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260808,475,425,26,2,1,196.8000,196.8000,196.8000,394.9700,1,1,2026-08-24T00:00:00.000
282,20260816,171,287,207,1,2,197.5000,197.5000,197.5000,396.3400,1,1,2026-08-24T00:00:00.000
283,20260624,105,312,55,5,3,198.2000,198.2000,198.2000,397.7100,1,1,2026-08-24T00:00:00.000
284,20260804,6,384,35,5,2,198.9000,198.9000,198.9000,399.0800,1,1,2026-08-24T00:00:00.000
285,20260607,25,84,200,5,3,199.6000,199.6000,199.6000,400.4500,1,1,2026-08-24T00:00:00.000
286,20260806,294,98,198,2,7,200.3000,200.3000,200.3000,401.8200,1,1,2026-08-24T00:00:00.000
287,20260620,299,493,117,5,7,201.0000,201.0000,201.0000,403.1900,1,1,2026-08-24T00:00:00.000
288,20260806,148,325,343,4,1,201.7000,201.7000,201.7000,404.5600,1,1,2026-08-24T00:00:00.000
289,20260701,483,425,112,2,6,202.4000,202.4000,202.4000,405.9300,1,1,2026-08-24T00:00:00.000
290,20260731,478,30,94,1,3,203.1000,203.1000,203.1000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260609,255,416,277,3,6,203.8000,203.8000,203.8000,408.6700,1,1,2026-08-24T00:00:00.000
292,20260705,48,350,333,1,1,204.5000,204.5000,204.5000,410.0400,1,1,2026-08-24T00:00:00.000
293,20260723,433,417,340,4,1,205.2000,205.2000,205.2000,411.4100,1,1,2026-08-24T00:00:00.000
294,20260824,186,3,323,1,4,205.9000,205.9000,205.9000,412.7800,1,1,2026-08-24T00:00:00.000
295,20260621,498,418,233,4,3,206.6000,206.6000,206.6000,414.1500,1,1,2026-08-24T00:00:00.000
296,20260605,257,44,232,3,5,207.3000,207.3000,207.3000,415.5200,1,1,2026-08-24T00:00:00.000
297,20260624,63,371,285,3,1,208.0000,208.0000,208.0000,416.8900,1,1,2026-08-24T00:00:00.000
298,20260616,491,73,100,4,7,208.7000,208.7000,208.7000,418.2600,1,1,2026-08-24T00:00:00.000
299,20260716,211,477,45,4,2,209.4000,209.4000,209.4000,419.6300,1,1,2026-08-24T00:00:00.000
300,20260624,276,469,235,2,1,210.1000,210.1000,210.1000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260815,465,334,249,1,7,210.8000,210.8000,210.8000,422.3700,1,1,2026-08-24T00:00:00.000
302,20260723,386,251,243,5,6,211.5000,211.5000,211.5000,423.7400,1,1,2026-08-24T00:00:00.000
303,20260729,39,151,128,3,7,212.2000,212.2000,212.2000,425.1100,1,1,2026-08-24T00:00:00.000
304,20260626,276,296,152,2,5,212.9000,212.9000,212.9000,426.4800,1,1,2026-08-24T00:00:00.000
305,20260613,130,105,45,1,1,213.6000,213.6000,213.6000,427.8500,1,1,2026-08-24T00:00:00.000
306,20260716,398,50,160,5,7,214.3000,214.3000,214.3000,429.2200,1,1,2026-08-24T00:00:00.000
307,20260616,157,251,182,4,5,215.0000,215.0000,215.0000,430.5900,1,1,2026-08-24T00:00:00.000
308,20260723,316,457,306,4,5,215.7000,215.7000,215.7000,431.9600,1,1,2026-08-24T00:00:00.000
309,20260810,113,477,263,1,7,216.4000,216.4000,216.4000,433.3300,1,1,2026-08-24T00:00:00.000
310,20260802,28,280,115,1,5,217.1000,217.1000,217.1000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260801,454,51,190,3,4,217.8000,217.8000,217.8000,436.0700,1,1,2026-08-24T00:00:00.000
312,20260810,310,500,147,2,4,218.5000,218.5000,218.5000,437.4400,1,1,2026-08-24T00:00:00.000
313,20260823,258,191,228,1,6,219.2000,219.2000,219.2000,438.8100,1,1,2026-08-24T00:00:00.000
314,20260819,498,166,281,2,4,219.9000,219.9000,219.9000,440.1800,1,1,2026-08-24T00:00:00.000
315,20260802,81,367,124,3,7,220.6000,220.6000,220.6000,441.5500,1,1,2026-08-24T00:00:00.000
316,20260606,234,78,340,2,6,221.3000,221.3000,221.3000,442.9200,1,1,2026-08-24T00:00:00.000
317,20260807,197,259,327,2,7,222.0000,222.0000,222.0000,444.2900,1,1,2026-08-24T00:00:00.000
318,20260617,22,419,167,4,6,222.7000,222.7000,222.7000,445.6600,1,1,2026-08-24T00:00:00.000
319,20260615,48,147,3,3,6,223.4000,223.4000,223.4000,447.0300,1,1,2026-08-24T00:00:00.000
320,20260723,493,262,90,3,4,224.1000,224.1000,224.1000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260624,362,141,179,4,3,224.8000,224.8000,224.8000,449.7700,1,1,2026-08-24T00:00:00.000
322,20260605,223,130,165,5,7,225.5000,225.5000,225.5000,451.1400,1,1,2026-08-24T00:00:00.000
323,20260719,343,283,94,2,6,226.2000,226.2000,226.2000,452.5100,1,1,2026-08-24T00:00:00.000
324,20260624,431,377,297,2,2,226.9000,226.9000,226.9000,453.8800,1,1,2026-08-24T00:00:00.000
325,20260622,93,181,83,3,7,227.6000,227.6000,227.6000,455.2500,1,1,2026-08-24T00:00:00.000
326,20260701,399,64,125,4,3,228.3000,228.3000,228.3000,456.6200,1,1,2026-08-24T00:00:00.000
327,20260615,128,73,316,5,6,229.0000,229.0000,229.0000,457.9900,1,1,2026-08-24T00:00:00.000
328,20260620,417,80,320,3,2,229.7000,229.7000,229.7000,459.3600,1,1,2026-08-24T00:00:00.000
329,20260815,288,41,6,2,4,230.4000,230.4000,230.4000,460.7300,1,1,2026-08-24T00:00:00.000
330,20260720,31,98,203,5,5,231.1000,231.1000,231.1000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260722,451,326,257,5,6,231.8000,231.8000,231.8000,463.4700,1,1,2026-08-24T00:00:00.000
332,20260629,72,295,114,3,1,232.5000,232.5000,232.5000,464.8400,1,1,2026-08-24T00:00:00.000
333,20260819,249,211,45,5,1,233.2000,233.2000,233.2000,466.2100,1,1,2026-08-24T00:00:00.000
334,20260606,379,26,26,2,2,233.9000,233.9000,233.9000,467.5800,1,1,2026-08-24T00:00:00.000
335,20260625,480,75,41,1,2,234.6000,234.6000,234.6000,468.9500,1,1,2026-08-24T00:00:00.000
336,20260530,232,453,105,3,4,235.3000,235.3000,235.3000,470.3200,1,1,2026-08-24T00:00:00.000
337,20260630,315,492,311,5,7,236.0000,236.0000,236.0000,471.6900,1,1,2026-08-24T00:00:00.000
338,20260614,313,35,119,1,5,236.7000,236.7000,236.7000,473.0600,1,1,2026-08-24T00:00:00.000
339,20260816,202,429,142,1,5,237.4000,237.4000,237.4000,474.4300,1,1,2026-08-24T00:00:00.000
340,20260709,276,134,265,1,6,238.1000,238.1000,238.1000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260607,445,363,299,4,5,238.8000,238.8000,238.8000,477.1700,1,1,2026-08-24T00:00:00.000
342,20260730,176,313,11,1,1,239.5000,239.5000,239.5000,478.5400,1,1,2026-08-24T00:00:00.000
343,20260810,479,141,182,3,3,240.2000,240.2000,240.2000,479.9100,1,1,2026-08-24T00:00:00.000
344,20260824,452,231,316,2,2,240.9000,240.9000,240.9000,481.2800,1,1,2026-08-24T00:00:00.000
345,20260723,345,138,50,3,1,241.6000,241.6000,241.6000,482.6500,1,1,2026-08-24T00:00:00.000
346,20260715,402,37,138,5,7,242.3000,242.3000,242.3000,484.0200,1,1,2026-08-24T00:00:00.000
347,20260603,452,302,41,4,4,243.0000,243.0000,243.0000,485.3900,1,1,2026-08-24T00:00:00.000
348,20260816,473,137,348,2,4,243.7000,243.7000,243.7000,486.7600,1,1,2026-08-24T00:00:00.000
349,20260810,415,222,9,3,7,244.4000,244.4000,244.4000,488.1300,1,1,2026-08-24T00:00:00.000
350,20260817,45,281,152,5,2,245.1000,245.1000,245.1000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260611,25,339,338,4,5,245.8000,245.8000,245.8000,490.8700,1,1,2026-08-24T00:00:00.000
352,20260709,415,173,19,5,2,246.5000,246.5000,246.5000,492.2400,1,1,2026-08-24T00:00:00.000
353,20260604,458,347,97,5,5,247.2000,247.2000,247.2000,493.6100,1,1,2026-08-24T00:00:00.000
354,20260730,220,367,260,5,3,247.9000,247.9000,247.9000,494.9800,1,1,2026-08-24T00:00:00.000
355,20260722,446,17,120,5,7,248.6000,248.6000,248.6000,496.3500,1,1,2026-08-24T00:00:00.000
356,20260811,176,352,185,2,7,249.3000,249.3000,249.3000,497.7200,1,1,2026-08-24T00:00:00.000
357,20260819,133,255,153,2,5,250.0000,250.0000,250.0000,499.0900,1,1,2026-08-24T00:00:00.000
358,20260701,478,362,135,2,5,250.7000,250.7000,250.7000,500.4600,1,1,2026-08-24T00:00:00.000
359,20260530,110,468,110,4,7,251.4000,251.4000,251.4000,501.8300,1,1,2026-08-24T00:00:00.000
360,20260715,463,241,293,1,4,252.1000,252.1000,252.1000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260615,353,115,55,5,2,252.8000,252.8000,252.8000,504.5700,1,1,2026-08-24T00:00:00.000
362,20260627,121,348,244,3,4,253.5000,253.5000,253.5000,505.9400,1,1,2026-08-24T00:00:00.000
363,20260812,220,400,233,4,2,254.2000,254.2000,254.2000,507.3100,1,1,2026-08-24T00:00:00.000
364,20260717,403,411,66,3,5,254.9000,254.9000,254.9000,508.6800,1,1,2026-08-24T00:00:00.000
365,20260803,384,320,340,3,5,255.6000,255.6000,255.6000,510.0500,1,1,2026-08-24T00:00:00.000
366,20260725,91,12,246,3,7,256.3000,256.3000,256.3000,511.4200,1,1,2026-08-24T00:00:00.000
367,20260708,52,362,33,2,5,257.0000,257.0000,257.0000,512.7900,1,1,2026-08-24T00:00:00.000
368,20260613,375,15,311,1,5,257.7000,257.7000,257.7000,514.1600,1,1,2026-08-24T00:00:00.000
369,20260820,2,428,312,4,1,258.4000,258.4000,258.4000,515.5300,1,1,2026-08-24T00:00:00.000
370,20260805,354,327,127,3,3,259.1000,259.1000,259.1000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260724,356,452,332,1,3,259.8000,259.8000,259.8000,518.2700,1,1,2026-08-24T00:00:00.000
372,20260607,354,480,221,5,3,260.5000,260.5000,260.5000,519.6400,1,1,2026-08-24T00:00:00.000
373,20260722,253,164,80,4,2,261.2000,261.2000,261.2000,521.0100,1,1,2026-08-24T00:00:00.000
374,20260628,13,401,14,3,7,261.9000,261.9000,261.9000,522.3800,1,1,2026-08-24T00:00:00.000
375,20260605,272,411,22,3,4,262.6000,262.6000,262.6000,523.7500,1,1,2026-08-24T00:00:00.000
376,20260613,73,257,331,2,4,263.3000,263.3000,263.3000,525.1200,1,1,2026-08-24T00:00:00.000
377,20260609,426,176,330,4,6,264.0000,264.0000,264.0000,526.4900,1,1,2026-08-24T00:00:00.000
378,20260618,58,50,36,4,3,264.7000,264.7000,264.7000,527.8600,1,1,2026-08-24T00:00:00.000
379,20260616,461,344,265,2,3,265.4000,265.4000,265.4000,529.2300,1,1,2026-08-24T00:00:00.000
380,20260712,392,236,279,5,1,266.1000,266.1000,266.1000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260731,12,150,139,5,4,266.8000,266.8000,266.8000,531.9700,1,1,2026-08-24T00:00:00.000
382,20260721,212,320,259,2,6,267.5000,267.5000,267.5000,533.3400,1,1,2026-08-24T00:00:00.000
383,20260706,482,131,272,2,2,268.2000,268.2000,268.2000,534.7100,1,1,2026-08-24T00:00:00.000
384,20260806,118,61,245,5,4,268.9000,268.9000,268.9000,536.0800,1,1,2026-08-24T00:00:00.000
385,20260604,402,112,275,3,6,269.6000,269.6000,269.6000,537.4500,1,1,2026-08-24T00:00:00.000
386,20260612,129,493,69,1,4,270.3000,270.3000,270.3000,538.8200,1,1,2026-08-24T00:00:00.000
387,20260726,126,411,90,2,2,271.0000,271.0000,271.0000,540.1900,1,1,2026-08-24T00:00:00.000
388,20260823,433,417,251,1,2,271.7000,271.7000,271.7000,541.5600,1,1,2026-08-24T00:00:00.000
389,20260820,410,138,30,5,6,272.4000,272.4000,272.4000,542.9300,1,1,2026-08-24T00:00:00.000
390,20260602,241,115,29,2,1,273.1000,273.1000,273.1000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260816,153,157,129,3,6,273.8000,273.8000,273.8000,545.6700,1,1,2026-08-24T00:00:00.000
392,20260612,418,372,297,1,3,274.5000,274.5000,274.5000,547.0400,1,1,2026-08-24T00:00:00.000
393,20260717,17,117,254,4,3,275.2000,275.2000,275.2000,548.4100,1,1,2026-08-24T00:00:00.000
394,20260705,241,179,93,1,4,275.9000,275.9000,275.9000,549.7800,1,1,2026-08-24T00:00:00.000
395,20260611,189,56,344,5,4,276.6000,276.6000,276.6000,551.1500,1,1,2026-08-24T00:00:00.000
396,20260724,435,55,6,4,2,277.3000,277.3000,277.3000,552.5200,1,1,2026-08-24T00:00:00.000
397,20260730,307,88,45,1,3,278.0000,278.0000,278.0000,553.8900,1,1,2026-08-24T00:00:00.000
398,20260819,341,454,170,2,2,278.7000,278.7000,278.7000,555.2600,1,1,2026-08-24T00:00:00.000
399,20260710,154,305,108,5,1,279.4000,279.4000,279.4000,556.6300,1,1,2026-08-24T00:00:00.000
400,20260613,177,456,8,4,3,280.1000,280.1000,280.1000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260812,456,223,95,2,1,280.8000,280.8000,280.8000,559.3700,1,1,2026-08-24T00:00:00.000
402,20260716,362,63,131,4,3,281.5000,281.5000,281.5000,560.7400,1,1,2026-08-24T00:00:00.000
403,20260721,208,158,68,1,4,282.2000,282.2000,282.2000,562.1100,1,1,2026-08-24T00:00:00.000
404,20260812,205,272,313,2,4,282.9000,282.9000,282.9000,563.4800,1,1,2026-08-24T00:00:00.000
405,20260820,127,201,307,4,3,283.6000,283.6000,283.6000,564.8500,1,1,2026-08-24T00:00:00.000
406,20260623,288,93,79,5,5,284.3000,284.3000,284.3000,566.2200,1,1,2026-08-24T00:00:00.000
407,20260619,489,23,183,1,2,285.0000,285.0000,285.0000,567.5900,1,1,2026-08-24T00:00:00.000
408,20260703,269,98,98,3,4,285.7000,285.7000,285.7000,568.9600,1,1,2026-08-24T00:00:00.000
409,20260702,218,463,214,1,5,286.4000,286.4000,286.4000,570.3300,1,1,2026-08-24T00:00:00.000
410,20260630,269,301,335,2,5,287.1000,287.1000,287.1000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260602,157,280,15,5,1,287.8000,287.8000,287.8000,573.0700,1,1,2026-08-24T00:00:00.000
412,20260803,70,159,17,1,6,288.5000,288.5000,288.5000,574.4400,1,1,2026-08-24T00:00:00.000
413,20260617,292,295,122,3,3,289.2000,289.2000,289.2000,575.8100,1,1,2026-08-24T00:00:00.000
414,20260621,81,57,345,3,1,289.9000,289.9000,289.9000,577.1800,1,1,2026-08-24T00:00:00.000
415,20260810,29,169,305,4,3,290.6000,290.6000,290.6000,578.5500,1,1,2026-08-24T00:00:00.000
416,20260717,476,388,58,2,3,291.3000,291.3000,291.3000,579.9200,1,1,2026-08-24T00:00:00.000
417,20260625,19,258,144,3,1,292.0000,292.0000,292.0000,581.2900,1,1,2026-08-24T00:00:00.000
418,20260729,230,272,37,4,2,292.7000,292.7000,292.7000,582.6600,1,1,2026-08-24T00:00:00.000
419,20260805,133,466,313,3,1,293.4000,293.4000,293.4000,584.0300,1,1,2026-08-24T00:00:00.000
420,20260810,289,60,184,3,4,294.1000,294.1000,294.1000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260727,82,34,35,3,5,294.8000,294.8000,294.8000,586.7700,1,1,2026-08-24T00:00:00.000
422,20260701,115,242,295,5,7,295.5000,295.5000,295.5000,588.1400,1,1,2026-08-24T00:00:00.000
423,20260618,93,499,323,4,4,296.2000,296.2000,296.2000,589.5100,1,1,2026-08-24T00:00:00.000
424,20260605,95,437,225,5,3,296.9000,296.9000,296.9000,590.8800,1,1,2026-08-24T00:00:00.000
425,20260703,89,163,335,3,1,297.6000,297.6000,297.6000,592.2500,1,1,2026-08-24T00:00:00.000
426,20260820,226,106,293,4,3,298.3000,298.3000,298.3000,593.6200,1,1,2026-08-24T00:00:00.000
427,20260622,253,212,5,3,5,299.0000,299.0000,299.0000,594.9900,1,1,2026-08-24T00:00:00.000
428,20260710,271,283,300,2,4,299.7000,299.7000,299.7000,596.3600,1,1,2026-08-24T00:00:00.000
429,20260615,372,451,201,4,6,300.4000,300.4000,300.4000,597.7300,1,1,2026-08-24T00:00:00.000
430,20260814,165,483,23,3,6,301.1000,301.1000,301.1000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260819,362,279,124,3,4,301.8000,301.8000,301.8000,600.4700,1,1,2026-08-24T00:00:00.000
432,20260815,499,380,58,4,7,302.5000,302.5000,302.5000,601.8400,1,1,2026-08-24T00:00:00.000
433,20260529,485,110,101,3,7,303.2000,303.2000,303.2000,603.2100,1,1,2026-08-24T00:00:00.000
434,20260804,326,319,224,1,6,303.9000,303.9000,303.9000,604.5800,1,1,2026-08-24T00:00:00.000
435,20260622,112,120,349,3,7,304.6000,304.6000,304.6000,605.9500,1,1,2026-08-24T00:00:00.000
436,20260615,425,305,275,3,7,305.3000,305.3000,305.3000,607.3200,1,1,2026-08-24T00:00:00.000
437,20260618,100,489,178,5,1,306.0000,306.0000,306.0000,608.6900,1,1,2026-08-24T00:00:00.000
438,20260607,74,411,147,5,4,306.7000,306.7000,306.7000,610.0600,1,1,2026-08-24T00:00:00.000
439,20260627,28,6,213,2,3,307.4000,307.4000,307.4000,611.4300,1,1,2026-08-24T00:00:00.000
440,20260814,155,240,243,4,1,308.1000,308.1000,308.1000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260610,165,190,299,3,1,308.8000,308.8000,308.8000,614.1700,1,1,2026-08-24T00:00:00.000
442,20260818,492,243,333,5,1,309.5000,309.5000,309.5000,615.5400,1,1,2026-08-24T00:00:00.000
443,20260605,314,302,213,3,7,310.2000,310.2000,310.2000,616.9100,1,1,2026-08-24T00:00:00.000
444,20260623,431,477,126,1,7,310.9000,310.9000,310.9000,618.2800,1,1,2026-08-24T00:00:00.000
445,20260702,96,317,143,2,4,311.6000,311.6000,311.6000,619.6500,1,1,2026-08-24T00:00:00.000
446,20260706,60,42,258,3,7,312.3000,312.3000,312.3000,621.0200,1,1,2026-08-24T00:00:00.000
447,20260724,227,91,304,1,6,313.0000,313.0000,313.0000,622.3900,1,1,2026-08-24T00:00:00.000
448,20260629,275,321,1,3,7,313.7000,313.7000,313.7000,623.7600,1,1,2026-08-24T00:00:00.000
449,20260824,84,47,126,1,6,314.4000,314.4000,314.4000,625.1300,1,1,2026-08-24T00:00:00.000
450,20260622,152,26,158,2,6,315.1000,315.1000,315.1000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260630,422,302,183,4,2,315.8000,315.8000,315.8000,627.8700,1,1,2026-08-24T00:00:00.000
452,20260629,234,145,63,5,6,316.5000,316.5000,316.5000,629.2400,1,1,2026-08-24T00:00:00.000
453,20260612,168,209,339,2,4,317.2000,317.2000,317.2000,630.6100,1,1,2026-08-24T00:00:00.000
454,20260811,309,202,89,5,5,317.9000,317.9000,317.9000,631.9800,1,1,2026-08-24T00:00:00.000
455,20260619,371,436,207,2,2,318.6000,318.6000,318.6000,633.3500,1,1,2026-08-24T00:00:00.000
456,20260814,330,138,252,5,6,319.3000,319.3000,319.3000,634.7200,1,1,2026-08-24T00:00:00.000
457,20260721,71,142,192,3,1,320.0000,320.0000,320.0000,636.0900,1,1,2026-08-24T00:00:00.000
458,20260720,86,365,290,4,5,320.7000,320.7000,320.7000,637.4600,1,1,2026-08-24T00:00:00.000
459,20260727,15,78,82,1,5,321.4000,321.4000,321.4000,638.8300,1,1,2026-08-24T00:00:00.000
460,20260615,400,98,217,5,2,322.1000,322.1000,322.1000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260731,102,390,208,3,5,322.8000,322.8000,322.8000,641.5700,1,1,2026-08-24T00:00:00.000
462,20260620,353,369,35,4,4,323.5000,323.5000,323.5000,642.9400,1,1,2026-08-24T00:00:00.000
463,20260529,11,50,213,1,3,324.2000,324.2000,324.2000,644.3100,1,1,2026-08-24T00:00:00.000
464,20260710,24,200,119,1,4,324.9000,324.9000,324.9000,645.6800,1,1,2026-08-24T00:00:00.000
465,20260716,298,82,329,3,4,325.6000,325.6000,325.6000,647.0500,1,1,2026-08-24T00:00:00.000
466,20260629,139,403,22,5,4,326.3000,326.3000,326.3000,648.4200,1,1,2026-08-24T00:00:00.000
467,20260528,59,484,24,3,5,327.0000,327.0000,327.0000,649.7900,1,1,2026-08-24T00:00:00.000
468,20260601,194,261,64,5,5,327.7000,327.7000,327.7000,651.1600,1,1,2026-08-24T00:00:00.000
469,20260813,5,470,263,5,6,328.4000,328.4000,328.4000,652.5300,1,1,2026-08-24T00:00:00.000
470,20260817,201,59,332,2,3,329.1000,329.1000,329.1000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260605,84,373,200,1,5,329.8000,329.8000,329.8000,655.2700,1,1,2026-08-24T00:00:00.000
472,20260719,446,384,170,4,5,330.5000,330.5000,330.5000,656.6400,1,1,2026-08-24T00:00:00.000
473,20260811,480,123,331,4,4,331.2000,331.2000,331.2000,658.0100,1,1,2026-08-24T00:00:00.000
474,20260817,149,184,98,4,2,331.9000,331.9000,331.9000,659.3800,1,1,2026-08-24T00:00:00.000
475,20260614,64,371,196,2,3,332.6000,332.6000,332.6000,660.7500,1,1,2026-08-24T00:00:00.000
476,20260619,42,11,211,3,5,333.3000,333.3000,333.3000,662.1200,1,1,2026-08-24T00:00:00.000
477,20260605,281,224,55,5,6,334.0000,334.0000,334.0000,663.4900,1,1,2026-08-24T00:00:00.000
478,20260731,451,20,114,4,1,334.7000,334.7000,334.7000,664.8600,1,1,2026-08-24T00:00:00.000
479,20260603,447,179,172,1,6,335.4000,335.4000,335.4000,666.2300,1,1,2026-08-24T00:00:00.000
480,20260714,220,120,240,1,1,336.1000,336.1000,336.1000,667.6000,1,1,2026-08-24T00:00:00.000
481,20260719,228,426,94,5,1,336.8000,336.8000,336.8000,668.9700,1,1,2026-08-24T00:00:00.000
482,20260807,417,360,101,4,3,337.5000,337.5000,337.5000,670.3400,1,1,2026-08-24T00:00:00.000
483,20260626,120,401,64,5,1,338.2000,338.2000,338.2000,671.7100,1,1,2026-08-24T00:00:00.000
484,20260703,76,280,213,1,7,338.9000,338.9000,338.9000,673.0800,1,1,2026-08-24T00:00:00.000
485,20260802,385,348,187,5,7,339.6000,339.6000,339.6000,674.4500,1,1,2026-08-24T00:00:00.000
486,20260606,300,434,109,4,4,340.3000,340.3000,340.3000,675.8200,1,1,2026-08-24T00:00:00.000
487,20260818,266,269,26,4,7,341.0000,341.0000,341.0000,677.1900,1,1,2026-08-24T00:00:00.000
488,20260615,193,270,182,1,7,341.7000,341.7000,341.7000,678.5600,1,1,2026-08-24T00:00:00.000
489,20260602,252,474,265,5,2,342.4000,342.4000,342.4000,679.9300,1,1,2026-08-24T00:00:00.000
490,20260614,495,480,215,2,5,343.1000,343.1000,343.1000,681.3000,1,1,2026-08-24T00:00:00.000
491,20260627,96,243,154,5,4,343.8000,343.8000,343.8000,682.6700,1,1,2026-08-24T00:00:00.000
492,20260622,448,56,141,5,5,344.5000,344.5000,344.5000,684.0400,1,1,2026-08-24T00:00:00.000
493,20260606,82,406,151,5,7,345.2000,345.2000,345.2000,685.4100,1,1,2026-08-24T00:00:00.000
494,20260618,3,195,151,2,5,345.9000,345.9000,345.9000,686.7800,1,1,2026-08-24T00:00:00.000
495,20260614,379,163,254,2,2,346.6000,346.6000,346.6000,688.1500,1,1,2026-08-24T00:00:00.000
496,20260723,268,499,348,2,3,347.3000,347.3000,347.3000,689.5200,1,1,2026-08-24T00:00:00.000
497,20260802,268,410,93,2,7,348.0000,348.0000,348.0000,690.8900,1,1,2026-08-24T00:00:00.000
498,20260804,499,294,240,1,3,348.7000,348.7000,348.7000,692.2600,1,1,2026-08-24T00:00:00.000
499,20260706,412,119,273,3,6,349.4000,349.4000,349.4000,693.6300,1,1,2026-08-24T00:00:00.000
500,20260729,101,406,348,2,6,350.1000,350.1000,350.1000,695.0000,1,1,2026-08-24T00:00:00.000
