FinanceProductCostSnapshotKey,SnapshotDateKey,EffectiveDateKey,ProductKey,PlantKey,FinanceProductCostVersionKey,FinanceCostComponentDetailKey,FinanceCostElementDetailKey,FinanceCostingMethodKey,CurrencyKey,StandardCostAmount,ActualCostAmount,CostVarianceAmount,CostQuantity,SourceSystemKey,BatchId,LoadedAtUtc
956,20260727,20260701,436,51,208,282,80,7,3,1319.7200,1319.7200,1319.7200,1319.7200,1,1,2026-08-24T00:00:00.000
957,20260606,20260528,409,263,422,268,314,5,2,1321.0900,1321.0900,1321.0900,1321.0900,1,1,2026-08-24T00:00:00.000
958,20260822,20260625,480,185,109,451,152,4,1,1322.4600,1322.4600,1322.4600,1322.4600,1,1,2026-08-24T00:00:00.000
959,20260713,20260727,58,146,420,388,236,6,1,1323.8300,1323.8300,1323.8300,1323.8300,1,1,2026-08-24T00:00:00.000
960,20260611,20260629,125,109,319,415,142,4,2,1325.2000,1325.2000,1325.2000,1325.2000,1,1,2026-08-24T00:00:00.000
961,20260602,20260716,391,110,266,214,336,8,4,1326.5700,1326.5700,1326.5700,1326.5700,1,1,2026-08-24T00:00:00.000
962,20260705,20260804,186,235,470,385,344,1,3,1327.9400,1327.9400,1327.9400,1327.9400,1,1,2026-08-24T00:00:00.000
963,20260720,20260814,487,304,10,492,371,1,5,1329.3100,1329.3100,1329.3100,1329.3100,1,1,2026-08-24T00:00:00.000
964,20260824,20260606,475,41,234,313,170,3,4,1330.6800,1330.6800,1330.6800,1330.6800,1,1,2026-08-24T00:00:00.000
965,20260722,20260703,413,273,220,377,239,7,2,1332.0500,1332.0500,1332.0500,1332.0500,1,1,2026-08-24T00:00:00.000
966,20260710,20260602,77,36,476,32,458,3,4,1333.4200,1333.4200,1333.4200,1333.4200,1,1,2026-08-24T00:00:00.000
967,20260812,20260717,163,337,470,34,230,1,4,1334.7900,1334.7900,1334.7900,1334.7900,1,1,2026-08-24T00:00:00.000
968,20260803,20260815,2,223,196,52,385,6,4,1336.1600,1336.1600,1336.1600,1336.1600,1,1,2026-08-24T00:00:00.000
969,20260808,20260803,320,302,15,207,100,7,3,1337.5300,1337.5300,1337.5300,1337.5300,1,1,2026-08-24T00:00:00.000
970,20260610,20260725,29,185,228,417,209,7,4,1338.9000,1338.9000,1338.9000,1338.9000,1,1,2026-08-24T00:00:00.000
971,20260527,20260628,146,106,170,403,454,6,2,1340.2700,1340.2700,1340.2700,1340.2700,1,1,2026-08-24T00:00:00.000
972,20260615,20260727,364,269,22,384,209,2,3,1341.6400,1341.6400,1341.6400,1341.6400,1,1,2026-08-24T00:00:00.000
973,20260713,20260707,277,151,486,446,261,5,2,1343.0100,1343.0100,1343.0100,1343.0100,1,1,2026-08-24T00:00:00.000
974,20260706,20260819,403,206,250,159,236,7,4,1344.3800,1344.3800,1344.3800,1344.3800,1,1,2026-08-24T00:00:00.000
975,20260820,20260613,349,96,454,316,333,8,4,1345.7500,1345.7500,1345.7500,1345.7500,1,1,2026-08-24T00:00:00.000
976,20260601,20260619,314,251,89,48,432,6,4,1347.1200,1347.1200,1347.1200,1347.1200,1,1,2026-08-24T00:00:00.000
977,20260808,20260624,446,269,284,209,59,8,2,1348.4900,1348.4900,1348.4900,1348.4900,1,1,2026-08-24T00:00:00.000
978,20260604,20260530,67,174,445,195,494,1,5,1349.8600,1349.8600,1349.8600,1349.8600,1,1,2026-08-24T00:00:00.000
979,20260822,20260718,139,280,169,112,325,5,5,1351.2300,1351.2300,1351.2300,1351.2300,1,1,2026-08-24T00:00:00.000
980,20260806,20260527,161,150,484,361,287,3,4,1352.6000,1352.6000,1352.6000,1352.6000,1,1,2026-08-24T00:00:00.000
981,20260714,20260729,246,163,316,117,243,8,1,1353.9700,1353.9700,1353.9700,1353.9700,1,1,2026-08-24T00:00:00.000
982,20260618,20260702,172,13,236,164,216,2,3,1355.3400,1355.3400,1355.3400,1355.3400,1,1,2026-08-24T00:00:00.000
983,20260723,20260611,473,177,198,416,460,5,4,1356.7100,1356.7100,1356.7100,1356.7100,1,1,2026-08-24T00:00:00.000
984,20260609,20260701,261,296,303,87,471,5,4,1358.0800,1358.0800,1358.0800,1358.0800,1,1,2026-08-24T00:00:00.000
985,20260824,20260630,320,335,264,147,152,6,2,1359.4500,1359.4500,1359.4500,1359.4500,1,1,2026-08-24T00:00:00.000
986,20260726,20260603,338,328,337,283,420,3,2,1360.8200,1360.8200,1360.8200,1360.8200,1,1,2026-08-24T00:00:00.000
987,20260716,20260701,363,285,235,334,128,4,5,1362.1900,1362.1900,1362.1900,1362.1900,1,1,2026-08-24T00:00:00.000
988,20260817,20260624,149,179,222,87,14,8,3,1363.5600,1363.5600,1363.5600,1363.5600,1,1,2026-08-24T00:00:00.000
989,20260704,20260607,73,257,298,6,431,2,2,1364.9300,1364.9300,1364.9300,1364.9300,1,1,2026-08-24T00:00:00.000
990,20260817,20260618,81,333,241,382,450,4,2,1366.3000,1366.3000,1366.3000,1366.3000,1,1,2026-08-24T00:00:00.000
991,20260607,20260604,326,145,339,202,395,6,2,1367.6700,1367.6700,1367.6700,1367.6700,1,1,2026-08-24T00:00:00.000
992,20260819,20260807,7,145,177,445,289,1,4,1369.0400,1369.0400,1369.0400,1369.0400,1,1,2026-08-24T00:00:00.000
993,20260702,20260609,272,203,342,49,31,7,2,1370.4100,1370.4100,1370.4100,1370.4100,1,1,2026-08-24T00:00:00.000
994,20260820,20260815,86,54,2,300,181,7,3,1371.7800,1371.7800,1371.7800,1371.7800,1,1,2026-08-24T00:00:00.000
995,20260812,20260805,259,251,386,286,29,2,5,1373.1500,1373.1500,1373.1500,1373.1500,1,1,2026-08-24T00:00:00.000
996,20260801,20260816,87,158,431,486,252,8,4,1374.5200,1374.5200,1374.5200,1374.5200,1,1,2026-08-24T00:00:00.000
997,20260824,20260821,348,3,292,165,497,4,1,1375.8900,1375.8900,1375.8900,1375.8900,1,1,2026-08-24T00:00:00.000
998,20260721,20260712,487,343,336,132,354,3,5,1377.2600,1377.2600,1377.2600,1377.2600,1,1,2026-08-24T00:00:00.000
999,20260816,20260805,335,298,65,435,240,2,1,1378.6300,1378.6300,1378.6300,1378.6300,1,1,2026-08-24T00:00:00.000
1000,20260628,20260616,133,222,176,35,386,7,3,1380.0000,1380.0000,1380.0000,1380.0000,1,1,2026-08-24T00:00:00.000
1001,20260722,20260702,203,201,481,91,346,3,1,1381.3700,1381.3700,1381.3700,1381.3700,1,1,2026-08-24T00:00:00.000
1002,20260804,20260614,439,269,347,311,400,5,5,1382.7400,1382.7400,1382.7400,1382.7400,1,1,2026-08-24T00:00:00.000
1003,20260805,20260622,126,330,481,140,356,4,1,1384.1100,1384.1100,1384.1100,1384.1100,1,1,2026-08-24T00:00:00.000
1004,20260726,20260618,307,47,157,271,474,3,3,1385.4800,1385.4800,1385.4800,1385.4800,1,1,2026-08-24T00:00:00.000
1005,20260611,20260611,25,236,300,380,302,8,1,1386.8500,1386.8500,1386.8500,1386.8500,1,1,2026-08-24T00:00:00.000
1006,20260702,20260727,176,147,433,134,467,6,4,1388.2200,1388.2200,1388.2200,1388.2200,1,1,2026-08-24T00:00:00.000
1007,20260719,20260606,477,202,201,90,233,5,4,1389.5900,1389.5900,1389.5900,1389.5900,1,1,2026-08-24T00:00:00.000
1008,20260621,20260709,483,79,173,80,164,2,4,1390.9600,1390.9600,1390.9600,1390.9600,1,1,2026-08-24T00:00:00.000
1009,20260823,20260602,271,53,493,335,167,4,1,1392.3300,1392.3300,1392.3300,1392.3300,1,1,2026-08-24T00:00:00.000
1010,20260603,20260722,317,242,264,131,358,2,3,1393.7000,1393.7000,1393.7000,1393.7000,1,1,2026-08-24T00:00:00.000
1011,20260605,20260527,164,90,110,326,166,7,4,1395.0700,1395.0700,1395.0700,1395.0700,1,1,2026-08-24T00:00:00.000
1012,20260814,20260807,290,269,362,220,240,4,2,1396.4400,1396.4400,1396.4400,1396.4400,1,1,2026-08-24T00:00:00.000
1013,20260727,20260701,465,255,167,189,94,1,4,1397.8100,1397.8100,1397.8100,1397.8100,1,1,2026-08-24T00:00:00.000
1014,20260612,20260726,301,237,365,106,139,8,4,1399.1800,1399.1800,1399.1800,1399.1800,1,1,2026-08-24T00:00:00.000
1015,20260715,20260704,396,315,243,437,249,6,1,1400.5500,1400.5500,1400.5500,1400.5500,1,1,2026-08-24T00:00:00.000
1016,20260529,20260614,287,204,360,21,492,1,2,1401.9200,1401.9200,1401.9200,1401.9200,1,1,2026-08-24T00:00:00.000
1017,20260707,20260531,362,133,21,290,171,5,2,1403.2900,1403.2900,1403.2900,1403.2900,1,1,2026-08-24T00:00:00.000
1018,20260722,20260810,126,285,20,322,438,2,5,1404.6600,1404.6600,1404.6600,1404.6600,1,1,2026-08-24T00:00:00.000
1019,20260823,20260716,11,82,376,16,428,8,2,1406.0300,1406.0300,1406.0300,1406.0300,1,1,2026-08-24T00:00:00.000
1020,20260629,20260806,183,11,250,431,484,6,4,1407.4000,1407.4000,1407.4000,1407.4000,1,1,2026-08-24T00:00:00.000
1021,20260704,20260818,405,338,179,408,456,7,4,1408.7700,1408.7700,1408.7700,1408.7700,1,1,2026-08-24T00:00:00.000
1022,20260725,20260802,151,106,362,454,49,3,4,1410.1400,1410.1400,1410.1400,1410.1400,1,1,2026-08-24T00:00:00.000
1023,20260808,20260531,387,276,263,273,295,7,1,1411.5100,1411.5100,1411.5100,1411.5100,1,1,2026-08-24T00:00:00.000
1024,20260729,20260616,393,175,309,84,171,8,1,1412.8800,1412.8800,1412.8800,1412.8800,1,1,2026-08-24T00:00:00.000
1025,20260824,20260703,401,258,133,65,498,7,3,1414.2500,1414.2500,1414.2500,1414.2500,1,1,2026-08-24T00:00:00.000
1026,20260705,20260817,489,245,234,210,338,5,3,1415.6200,1415.6200,1415.6200,1415.6200,1,1,2026-08-24T00:00:00.000
1027,20260822,20260813,329,276,292,417,174,8,2,1416.9900,1416.9900,1416.9900,1416.9900,1,1,2026-08-24T00:00:00.000
1028,20260604,20260814,204,237,467,13,10,7,2,1418.3600,1418.3600,1418.3600,1418.3600,1,1,2026-08-24T00:00:00.000
1029,20260625,20260818,86,178,122,446,386,8,5,1419.7300,1419.7300,1419.7300,1419.7300,1,1,2026-08-24T00:00:00.000
1030,20260615,20260603,474,117,344,272,284,7,3,1421.1000,1421.1000,1421.1000,1421.1000,1,1,2026-08-24T00:00:00.000
1031,20260712,20260611,64,165,451,384,428,5,2,1422.4700,1422.4700,1422.4700,1422.4700,1,1,2026-08-24T00:00:00.000
1032,20260816,20260719,12,318,387,53,221,1,5,1423.8400,1423.8400,1423.8400,1423.8400,1,1,2026-08-24T00:00:00.000
1033,20260801,20260621,171,310,126,470,42,6,3,1425.2100,1425.2100,1425.2100,1425.2100,1,1,2026-08-24T00:00:00.000
1034,20260813,20260602,417,88,133,34,189,2,2,1426.5800,1426.5800,1426.5800,1426.5800,1,1,2026-08-24T00:00:00.000
1035,20260604,20260629,262,132,135,55,68,8,5,1427.9500,1427.9500,1427.9500,1427.9500,1,1,2026-08-24T00:00:00.000
1036,20260601,20260819,166,245,65,310,190,7,2,1429.3200,1429.3200,1429.3200,1429.3200,1,1,2026-08-24T00:00:00.000
1037,20260821,20260604,176,10,281,41,117,4,3,1430.6900,1430.6900,1430.6900,1430.6900,1,1,2026-08-24T00:00:00.000
1038,20260710,20260803,154,39,279,143,454,3,3,1432.0600,1432.0600,1432.0600,1432.0600,1,1,2026-08-24T00:00:00.000
1039,20260622,20260614,215,280,341,384,19,3,4,1433.4300,1433.4300,1433.4300,1433.4300,1,1,2026-08-24T00:00:00.000
1040,20260811,20260729,163,341,69,48,278,6,3,1434.8000,1434.8000,1434.8000,1434.8000,1,1,2026-08-24T00:00:00.000
1041,20260527,20260801,57,150,473,366,297,5,1,1436.1700,1436.1700,1436.1700,1436.1700,1,1,2026-08-24T00:00:00.000
1042,20260721,20260718,36,254,394,201,141,6,5,1437.5400,1437.5400,1437.5400,1437.5400,1,1,2026-08-24T00:00:00.000
1043,20260709,20260704,420,159,226,471,315,2,4,1438.9100,1438.9100,1438.9100,1438.9100,1,1,2026-08-24T00:00:00.000
1044,20260803,20260809,38,76,271,277,360,1,2,1440.2800,1440.2800,1440.2800,1440.2800,1,1,2026-08-24T00:00:00.000
1045,20260731,20260723,138,198,418,208,418,3,4,1441.6500,1441.6500,1441.6500,1441.6500,1,1,2026-08-24T00:00:00.000
1046,20260704,20260625,287,56,454,272,317,1,1,1443.0200,1443.0200,1443.0200,1443.0200,1,1,2026-08-24T00:00:00.000
1047,20260731,20260701,213,142,411,472,351,3,2,1444.3900,1444.3900,1444.3900,1444.3900,1,1,2026-08-24T00:00:00.000
1048,20260701,20260618,352,69,133,133,339,4,3,1445.7600,1445.7600,1445.7600,1445.7600,1,1,2026-08-24T00:00:00.000
1049,20260724,20260702,429,208,159,278,46,8,2,1447.1300,1447.1300,1447.1300,1447.1300,1,1,2026-08-24T00:00:00.000
1050,20260816,20260715,363,198,4,325,311,3,2,1448.5000,1448.5000,1448.5000,1448.5000,1,1,2026-08-24T00:00:00.000
1051,20260724,20260813,74,122,278,210,346,5,4,1449.8700,1449.8700,1449.8700,1449.8700,1,1,2026-08-24T00:00:00.000
1052,20260611,20260727,81,98,6,91,89,6,5,1451.2400,1451.2400,1451.2400,1451.2400,1,1,2026-08-24T00:00:00.000
1053,20260820,20260531,139,50,112,65,433,3,4,1452.6100,1452.6100,1452.6100,1452.6100,1,1,2026-08-24T00:00:00.000
1054,20260618,20260813,158,150,199,370,92,2,1,1453.9800,1453.9800,1453.9800,1453.9800,1,1,2026-08-24T00:00:00.000
1055,20260719,20260823,141,28,33,424,249,3,5,1455.3500,1455.3500,1455.3500,1455.3500,1,1,2026-08-24T00:00:00.000
1056,20260703,20260721,188,263,364,151,135,6,5,1456.7200,1456.7200,1456.7200,1456.7200,1,1,2026-08-24T00:00:00.000
1057,20260612,20260801,273,182,161,470,164,3,5,1458.0900,1458.0900,1458.0900,1458.0900,1,1,2026-08-24T00:00:00.000
1058,20260722,20260814,360,208,382,47,362,2,1,1459.4600,1459.4600,1459.4600,1459.4600,1,1,2026-08-24T00:00:00.000
1059,20260719,20260807,160,315,277,197,49,2,4,1460.8300,1460.8300,1460.8300,1460.8300,1,1,2026-08-24T00:00:00.000
1060,20260802,20260615,498,88,387,76,185,7,2,1462.2000,1462.2000,1462.2000,1462.2000,1,1,2026-08-24T00:00:00.000
1061,20260816,20260809,306,179,217,103,23,1,3,1463.5700,1463.5700,1463.5700,1463.5700,1,1,2026-08-24T00:00:00.000
1062,20260531,20260805,162,278,301,256,366,3,2,1464.9400,1464.9400,1464.9400,1464.9400,1,1,2026-08-24T00:00:00.000
1063,20260609,20260708,453,36,99,417,91,3,2,1466.3100,1466.3100,1466.3100,1466.3100,1,1,2026-08-24T00:00:00.000
1064,20260624,20260627,381,234,432,465,339,7,2,1467.6800,1467.6800,1467.6800,1467.6800,1,1,2026-08-24T00:00:00.000
1065,20260814,20260805,478,10,56,397,24,4,3,1469.0500,1469.0500,1469.0500,1469.0500,1,1,2026-08-24T00:00:00.000
1066,20260817,20260713,209,284,284,422,128,1,4,1470.4200,1470.4200,1470.4200,1470.4200,1,1,2026-08-24T00:00:00.000
1067,20260704,20260722,391,135,494,211,286,8,1,1471.7900,1471.7900,1471.7900,1471.7900,1,1,2026-08-24T00:00:00.000
1068,20260721,20260801,382,148,344,243,372,5,4,1473.1600,1473.1600,1473.1600,1473.1600,1,1,2026-08-24T00:00:00.000
1069,20260613,20260622,462,288,401,392,22,8,2,1474.5300,1474.5300,1474.5300,1474.5300,1,1,2026-08-24T00:00:00.000
1070,20260731,20260730,252,58,225,391,113,8,5,1475.9000,1475.9000,1475.9000,1475.9000,1,1,2026-08-24T00:00:00.000
1071,20260706,20260818,343,50,96,146,380,2,4,1477.2700,1477.2700,1477.2700,1477.2700,1,1,2026-08-24T00:00:00.000
1072,20260609,20260621,153,331,21,194,231,4,3,1478.6400,1478.6400,1478.6400,1478.6400,1,1,2026-08-24T00:00:00.000
1073,20260612,20260716,210,128,255,467,213,7,5,1480.0100,1480.0100,1480.0100,1480.0100,1,1,2026-08-24T00:00:00.000
1074,20260808,20260725,324,24,374,230,240,7,4,1481.3800,1481.3800,1481.3800,1481.3800,1,1,2026-08-24T00:00:00.000
1075,20260617,20260604,279,312,66,290,471,6,5,1482.7500,1482.7500,1482.7500,1482.7500,1,1,2026-08-24T00:00:00.000
1076,20260610,20260604,192,259,413,56,213,6,4,1484.1200,1484.1200,1484.1200,1484.1200,1,1,2026-08-24T00:00:00.000
1077,20260625,20260530,151,226,483,483,356,5,2,1485.4900,1485.4900,1485.4900,1485.4900,1,1,2026-08-24T00:00:00.000
1078,20260625,20260705,246,107,43,84,227,6,5,1486.8600,1486.8600,1486.8600,1486.8600,1,1,2026-08-24T00:00:00.000
1079,20260806,20260713,412,39,53,45,249,6,1,1488.2300,1488.2300,1488.2300,1488.2300,1,1,2026-08-24T00:00:00.000
1080,20260722,20260802,455,34,392,386,90,3,4,1489.6000,1489.6000,1489.6000,1489.6000,1,1,2026-08-24T00:00:00.000
1081,20260720,20260528,268,133,205,73,157,3,5,1490.9700,1490.9700,1490.9700,1490.9700,1,1,2026-08-24T00:00:00.000
1082,20260712,20260804,53,56,345,431,242,4,5,1492.3400,1492.3400,1492.3400,1492.3400,1,1,2026-08-24T00:00:00.000
1083,20260714,20260809,134,200,237,485,208,1,5,1493.7100,1493.7100,1493.7100,1493.7100,1,1,2026-08-24T00:00:00.000
1084,20260723,20260728,342,267,77,298,269,1,2,1495.0800,1495.0800,1495.0800,1495.0800,1,1,2026-08-24T00:00:00.000
1085,20260806,20260620,100,119,164,332,325,8,5,1496.4500,1496.4500,1496.4500,1496.4500,1,1,2026-08-24T00:00:00.000
1086,20260717,20260612,231,267,284,498,431,6,5,1497.8200,1497.8200,1497.8200,1497.8200,1,1,2026-08-24T00:00:00.000
1087,20260818,20260614,305,242,188,31,437,1,5,1499.1900,1499.1900,1499.1900,1499.1900,1,1,2026-08-24T00:00:00.000
1088,20260725,20260713,160,317,121,44,46,7,3,1500.5600,1500.5600,1500.5600,1500.5600,1,1,2026-08-24T00:00:00.000
1089,20260603,20260603,490,121,472,306,420,8,5,1501.9300,1501.9300,1501.9300,1501.9300,1,1,2026-08-24T00:00:00.000
1090,20260815,20260616,430,165,2,54,166,5,5,1503.3000,1503.3000,1503.3000,1503.3000,1,1,2026-08-24T00:00:00.000
1091,20260814,20260602,54,52,197,326,321,8,1,1504.6700,1504.6700,1504.6700,1504.6700,1,1,2026-08-24T00:00:00.000
1092,20260619,20260613,460,314,326,180,365,8,1,1506.0400,1506.0400,1506.0400,1506.0400,1,1,2026-08-24T00:00:00.000
1093,20260823,20260714,250,22,365,7,460,8,2,1507.4100,1507.4100,1507.4100,1507.4100,1,1,2026-08-24T00:00:00.000
1094,20260807,20260529,471,131,117,187,143,6,4,1508.7800,1508.7800,1508.7800,1508.7800,1,1,2026-08-24T00:00:00.000
1095,20260807,20260818,316,261,360,290,387,6,4,1510.1500,1510.1500,1510.1500,1510.1500,1,1,2026-08-24T00:00:00.000
1096,20260527,20260707,214,250,53,391,211,7,4,1511.5200,1511.5200,1511.5200,1511.5200,1,1,2026-08-24T00:00:00.000
1097,20260725,20260730,234,54,234,272,390,4,3,1512.8900,1512.8900,1512.8900,1512.8900,1,1,2026-08-24T00:00:00.000
1098,20260812,20260719,180,130,123,171,409,3,5,1514.2600,1514.2600,1514.2600,1514.2600,1,1,2026-08-24T00:00:00.000
1099,20260609,20260814,107,192,394,335,322,8,5,1515.6300,1515.6300,1515.6300,1515.6300,1,1,2026-08-24T00:00:00.000
1100,20260626,20260617,390,196,73,181,443,7,4,1517.0000,1517.0000,1517.0000,1517.0000,1,1,2026-08-24T00:00:00.000
1101,20260729,20260720,98,322,390,420,199,3,2,1518.3700,1518.3700,1518.3700,1518.3700,1,1,2026-08-24T00:00:00.000
1102,20260710,20260628,408,257,89,325,76,7,1,1519.7400,1519.7400,1519.7400,1519.7400,1,1,2026-08-24T00:00:00.000
1103,20260824,20260819,178,105,229,170,298,8,5,1521.1100,1521.1100,1521.1100,1521.1100,1,1,2026-08-24T00:00:00.000
1104,20260527,20260717,223,87,226,252,52,7,2,1522.4800,1522.4800,1522.4800,1522.4800,1,1,2026-08-24T00:00:00.000
1105,20260804,20260803,297,30,42,232,385,1,4,1523.8500,1523.8500,1523.8500,1523.8500,1,1,2026-08-24T00:00:00.000
1106,20260615,20260623,171,329,458,461,475,4,4,1525.2200,1525.2200,1525.2200,1525.2200,1,1,2026-08-24T00:00:00.000
1107,20260820,20260804,432,143,22,461,23,6,1,1526.5900,1526.5900,1526.5900,1526.5900,1,1,2026-08-24T00:00:00.000
1108,20260720,20260811,485,250,205,75,298,7,1,1527.9600,1527.9600,1527.9600,1527.9600,1,1,2026-08-24T00:00:00.000
1109,20260621,20260702,426,332,291,434,337,5,2,1529.3300,1529.3300,1529.3300,1529.3300,1,1,2026-08-24T00:00:00.000
1110,20260619,20260629,417,324,396,466,178,3,1,1530.7000,1530.7000,1530.7000,1530.7000,1,1,2026-08-24T00:00:00.000
1111,20260722,20260807,215,84,249,202,364,4,4,1532.0700,1532.0700,1532.0700,1532.0700,1,1,2026-08-24T00:00:00.000
1112,20260528,20260608,319,13,27,346,429,3,5,1533.4400,1533.4400,1533.4400,1533.4400,1,1,2026-08-24T00:00:00.000
1113,20260623,20260801,486,56,482,483,455,1,2,1534.8100,1534.8100,1534.8100,1534.8100,1,1,2026-08-24T00:00:00.000
1114,20260712,20260622,58,123,196,269,421,7,2,1536.1800,1536.1800,1536.1800,1536.1800,1,1,2026-08-24T00:00:00.000
1115,20260720,20260813,169,33,462,250,100,7,1,1537.5500,1537.5500,1537.5500,1537.5500,1,1,2026-08-24T00:00:00.000
1116,20260730,20260821,18,132,222,63,38,2,2,1538.9200,1538.9200,1538.9200,1538.9200,1,1,2026-08-24T00:00:00.000
1117,20260712,20260606,477,66,51,83,331,2,5,1540.2900,1540.2900,1540.2900,1540.2900,1,1,2026-08-24T00:00:00.000
1118,20260818,20260815,4,124,315,177,127,4,4,1541.6600,1541.6600,1541.6600,1541.6600,1,1,2026-08-24T00:00:00.000
1119,20260811,20260816,128,287,443,353,248,4,5,1543.0300,1543.0300,1543.0300,1543.0300,1,1,2026-08-24T00:00:00.000
1120,20260719,20260815,176,203,400,218,26,4,1,1544.4000,1544.4000,1544.4000,1544.4000,1,1,2026-08-24T00:00:00.000
1121,20260724,20260613,207,247,214,238,237,5,4,1545.7700,1545.7700,1545.7700,1545.7700,1,1,2026-08-24T00:00:00.000
1122,20260608,20260528,434,167,165,480,331,5,3,1547.1400,1547.1400,1547.1400,1547.1400,1,1,2026-08-24T00:00:00.000
1123,20260530,20260622,497,97,243,150,12,3,1,1548.5100,1548.5100,1548.5100,1548.5100,1,1,2026-08-24T00:00:00.000
1124,20260721,20260723,254,304,192,424,327,1,5,1549.8800,1549.8800,1549.8800,1549.8800,1,1,2026-08-24T00:00:00.000
1125,20260727,20260706,159,201,434,449,51,6,4,1551.2500,1551.2500,1551.2500,1551.2500,1,1,2026-08-24T00:00:00.000
1126,20260812,20260805,178,274,449,62,304,8,5,1552.6200,1552.6200,1552.6200,1552.6200,1,1,2026-08-24T00:00:00.000
1127,20260619,20260621,426,77,85,488,450,8,2,1553.9900,1553.9900,1553.9900,1553.9900,1,1,2026-08-24T00:00:00.000
1128,20260620,20260616,255,41,449,165,475,6,1,1555.3600,1555.3600,1555.3600,1555.3600,1,1,2026-08-24T00:00:00.000
1129,20260817,20260606,185,159,48,492,251,2,1,1556.7300,1556.7300,1556.7300,1556.7300,1,1,2026-08-24T00:00:00.000
1130,20260801,20260528,466,220,11,480,256,8,5,1558.1000,1558.1000,1558.1000,1558.1000,1,1,2026-08-24T00:00:00.000
1131,20260607,20260528,385,170,398,212,209,8,1,1559.4700,1559.4700,1559.4700,1559.4700,1,1,2026-08-24T00:00:00.000
1132,20260531,20260630,408,214,134,457,216,1,2,1560.8400,1560.8400,1560.8400,1560.8400,1,1,2026-08-24T00:00:00.000
1133,20260728,20260621,324,125,247,491,90,7,3,1562.2100,1562.2100,1562.2100,1562.2100,1,1,2026-08-24T00:00:00.000
1134,20260728,20260822,356,155,330,413,480,6,3,1563.5800,1563.5800,1563.5800,1563.5800,1,1,2026-08-24T00:00:00.000
1135,20260714,20260808,188,156,481,490,338,1,4,1564.9500,1564.9500,1564.9500,1564.9500,1,1,2026-08-24T00:00:00.000
1136,20260730,20260701,439,255,299,490,306,5,1,1566.3200,1566.3200,1566.3200,1566.3200,1,1,2026-08-24T00:00:00.000
1137,20260617,20260530,475,107,491,217,468,6,4,1567.6900,1567.6900,1567.6900,1567.6900,1,1,2026-08-24T00:00:00.000
1138,20260706,20260722,476,233,171,236,367,2,2,1569.0600,1569.0600,1569.0600,1569.0600,1,1,2026-08-24T00:00:00.000
1139,20260625,20260820,13,23,278,40,62,4,2,1570.4300,1570.4300,1570.4300,1570.4300,1,1,2026-08-24T00:00:00.000
1140,20260610,20260622,24,209,365,226,62,7,3,1571.8000,1571.8000,1571.8000,1571.8000,1,1,2026-08-24T00:00:00.000
1141,20260820,20260814,289,138,21,348,382,5,2,1573.1700,1573.1700,1573.1700,1573.1700,1,1,2026-08-24T00:00:00.000
1142,20260622,20260809,242,193,261,414,75,7,4,1574.5400,1574.5400,1574.5400,1574.5400,1,1,2026-08-24T00:00:00.000
1143,20260607,20260613,317,226,419,300,464,4,1,1575.9100,1575.9100,1575.9100,1575.9100,1,1,2026-08-24T00:00:00.000
1144,20260617,20260615,353,313,460,116,20,1,1,1577.2800,1577.2800,1577.2800,1577.2800,1,1,2026-08-24T00:00:00.000
1145,20260720,20260629,119,46,267,387,271,7,1,1578.6500,1578.6500,1578.6500,1578.6500,1,1,2026-08-24T00:00:00.000
1146,20260727,20260805,159,105,336,73,275,1,1,1580.0200,1580.0200,1580.0200,1580.0200,1,1,2026-08-24T00:00:00.000
1147,20260724,20260624,422,190,434,248,407,4,3,1581.3900,1581.3900,1581.3900,1581.3900,1,1,2026-08-24T00:00:00.000
1148,20260529,20260811,192,37,357,136,41,4,4,1582.7600,1582.7600,1582.7600,1582.7600,1,1,2026-08-24T00:00:00.000
1149,20260616,20260605,206,143,422,496,456,8,5,1584.1300,1584.1300,1584.1300,1584.1300,1,1,2026-08-24T00:00:00.000
1150,20260622,20260628,79,23,353,99,313,6,1,1585.5000,1585.5000,1585.5000,1585.5000,1,1,2026-08-24T00:00:00.000
1151,20260528,20260718,162,218,244,476,245,8,5,1586.8700,1586.8700,1586.8700,1586.8700,1,1,2026-08-24T00:00:00.000
1152,20260801,20260621,25,119,10,175,369,6,4,1588.2400,1588.2400,1588.2400,1588.2400,1,1,2026-08-24T00:00:00.000
1153,20260617,20260717,318,204,161,371,104,4,5,1589.6100,1589.6100,1589.6100,1589.6100,1,1,2026-08-24T00:00:00.000
1154,20260810,20260817,460,304,249,352,354,2,5,1590.9800,1590.9800,1590.9800,1590.9800,1,1,2026-08-24T00:00:00.000
1155,20260627,20260821,308,171,35,474,208,5,3,1592.3500,1592.3500,1592.3500,1592.3500,1,1,2026-08-24T00:00:00.000
1156,20260811,20260708,255,125,217,247,190,2,5,1593.7200,1593.7200,1593.7200,1593.7200,1,1,2026-08-24T00:00:00.000
1157,20260629,20260812,386,86,44,167,101,2,2,1595.0900,1595.0900,1595.0900,1595.0900,1,1,2026-08-24T00:00:00.000
1158,20260627,20260708,474,293,395,203,89,4,1,1596.4600,1596.4600,1596.4600,1596.4600,1,1,2026-08-24T00:00:00.000
1159,20260706,20260721,256,290,481,212,151,3,3,1597.8300,1597.8300,1597.8300,1597.8300,1,1,2026-08-24T00:00:00.000
