FinancePurchasePriceVarianceKey,PostingDateKey,InvoiceDateKey,ProductKey,PlantKey,SupplierKey,CostCenterKey,FinanceCostElementDetailKey,FinanceVarianceTypeKey,CurrencyKey,SupplierInvoiceNumber,PurchaseOrderNumber,InvoiceQuantity,StandardCostAmount,ActualPriceAmount,PurchasePriceVarianceAmount,SourceSystemKey,BatchId,LoadedAtUtc
424,20260608,20260819,203,154,263,458,340,14,1,FPPV000424,FPPV000424,296.9000,590.8800,590.8800,590.8800,1,1,2026-08-24T00:00:00.000
425,20260702,20260729,70,286,115,-1,19,10,2,FPPV000425,FPPV000425,297.6000,592.2500,592.2500,592.2500,1,1,2026-08-24T00:00:00.000
426,20260808,20260811,99,104,186,328,452,20,1,FPPV000426,FPPV000426,298.3000,593.6200,593.6200,593.6200,1,1,2026-08-24T00:00:00.000
427,20260628,20260602,402,273,260,441,391,7,2,FPPV000427,FPPV000427,299.0000,594.9900,594.9900,594.9900,1,1,2026-08-24T00:00:00.000
428,20260803,20260701,452,144,175,179,353,1,4,FPPV000428,FPPV000428,299.7000,596.3600,596.3600,596.3600,1,1,2026-08-24T00:00:00.000
429,20260609,20260806,39,345,54,63,467,1,1,FPPV000429,FPPV000429,300.4000,597.7300,597.7300,597.7300,1,1,2026-08-24T00:00:00.000
430,20260613,20260727,498,292,297,394,258,19,5,FPPV000430,FPPV000430,301.1000,599.1000,599.1000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260715,20260628,390,58,468,36,399,17,5,FPPV000431,FPPV000431,301.8000,600.4700,600.4700,600.4700,1,1,2026-08-24T00:00:00.000
432,20260620,20260617,467,250,38,444,405,12,5,FPPV000432,FPPV000432,302.5000,601.8400,601.8400,601.8400,1,1,2026-08-24T00:00:00.000
433,20260715,20260709,432,49,330,219,217,3,3,FPPV000433,FPPV000433,303.2000,603.2100,603.2100,603.2100,1,1,2026-08-24T00:00:00.000
434,20260805,20260601,299,187,215,367,387,11,5,FPPV000434,FPPV000434,303.9000,604.5800,604.5800,604.5800,1,1,2026-08-24T00:00:00.000
435,20260707,20260715,417,30,257,166,159,12,3,FPPV000435,FPPV000435,304.6000,605.9500,605.9500,605.9500,1,1,2026-08-24T00:00:00.000
436,20260705,20260823,172,336,92,373,199,12,2,FPPV000436,FPPV000436,305.3000,607.3200,607.3200,607.3200,1,1,2026-08-24T00:00:00.000
437,20260616,20260719,81,146,419,54,175,7,1,FPPV000437,FPPV000437,306.0000,608.6900,608.6900,608.6900,1,1,2026-08-24T00:00:00.000
438,20260705,20260702,460,2,126,388,238,14,2,FPPV000438,FPPV000438,306.7000,610.0600,610.0600,610.0600,1,1,2026-08-24T00:00:00.000
439,20260819,20260723,272,163,93,368,206,6,5,FPPV000439,FPPV000439,307.4000,611.4300,611.4300,611.4300,1,1,2026-08-24T00:00:00.000
440,20260719,20260727,201,339,280,38,107,19,4,FPPV000440,FPPV000440,308.1000,612.8000,612.8000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260613,20260823,69,262,379,363,197,6,1,FPPV000441,FPPV000441,308.8000,614.1700,614.1700,614.1700,1,1,2026-08-24T00:00:00.000
442,20260602,20260614,336,118,141,-1,101,6,2,FPPV000442,FPPV000442,309.5000,615.5400,615.5400,615.5400,1,1,2026-08-24T00:00:00.000
443,20260614,20260619,123,331,127,30,256,11,1,FPPV000443,FPPV000443,310.2000,616.9100,616.9100,616.9100,1,1,2026-08-24T00:00:00.000
444,20260529,20260719,435,338,218,105,361,17,2,FPPV000444,FPPV000444,310.9000,618.2800,618.2800,618.2800,1,1,2026-08-24T00:00:00.000
445,20260818,20260708,189,109,136,276,485,12,3,FPPV000445,FPPV000445,311.6000,619.6500,619.6500,619.6500,1,1,2026-08-24T00:00:00.000
446,20260816,20260709,166,227,318,319,376,10,3,FPPV000446,FPPV000446,312.3000,621.0200,621.0200,621.0200,1,1,2026-08-24T00:00:00.000
447,20260721,20260721,341,232,437,474,339,15,3,FPPV000447,FPPV000447,313.0000,622.3900,622.3900,622.3900,1,1,2026-08-24T00:00:00.000
448,20260814,20260530,283,279,240,174,86,13,2,FPPV000448,FPPV000448,313.7000,623.7600,623.7600,623.7600,1,1,2026-08-24T00:00:00.000
449,20260712,20260627,454,61,272,67,205,16,4,FPPV000449,FPPV000449,314.4000,625.1300,625.1300,625.1300,1,1,2026-08-24T00:00:00.000
450,20260824,20260614,150,342,74,258,3,8,4,FPPV000450,FPPV000450,315.1000,626.5000,626.5000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260629,20260719,439,155,408,257,357,15,2,FPPV000451,FPPV000451,315.8000,627.8700,627.8700,627.8700,1,1,2026-08-24T00:00:00.000
452,20260823,20260604,214,239,399,489,429,5,3,FPPV000452,FPPV000452,316.5000,629.2400,629.2400,629.2400,1,1,2026-08-24T00:00:00.000
453,20260816,20260528,45,311,130,500,339,16,2,FPPV000453,FPPV000453,317.2000,630.6100,630.6100,630.6100,1,1,2026-08-24T00:00:00.000
454,20260607,20260811,486,222,316,111,311,5,2,FPPV000454,FPPV000454,317.9000,631.9800,631.9800,631.9800,1,1,2026-08-24T00:00:00.000
455,20260718,20260703,247,325,321,20,46,9,4,FPPV000455,FPPV000455,318.6000,633.3500,633.3500,633.3500,1,1,2026-08-24T00:00:00.000
456,20260704,20260620,326,240,274,341,149,11,3,FPPV000456,FPPV000456,319.3000,634.7200,634.7200,634.7200,1,1,2026-08-24T00:00:00.000
457,20260619,20260618,272,122,112,412,428,2,5,FPPV000457,FPPV000457,320.0000,636.0900,636.0900,636.0900,1,1,2026-08-24T00:00:00.000
458,20260606,20260628,370,256,92,103,477,12,5,FPPV000458,FPPV000458,320.7000,637.4600,637.4600,637.4600,1,1,2026-08-24T00:00:00.000
459,20260618,20260612,191,59,405,-1,165,10,5,FPPV000459,FPPV000459,321.4000,638.8300,638.8300,638.8300,1,1,2026-08-24T00:00:00.000
460,20260611,20260603,50,79,288,379,471,12,4,FPPV000460,FPPV000460,322.1000,640.2000,640.2000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260731,20260713,236,93,62,45,65,4,4,FPPV000461,FPPV000461,322.8000,641.5700,641.5700,641.5700,1,1,2026-08-24T00:00:00.000
462,20260708,20260627,37,91,141,293,79,9,4,FPPV000462,FPPV000462,323.5000,642.9400,642.9400,642.9400,1,1,2026-08-24T00:00:00.000
463,20260729,20260806,348,38,386,76,329,7,3,FPPV000463,FPPV000463,324.2000,644.3100,644.3100,644.3100,1,1,2026-08-24T00:00:00.000
464,20260626,20260707,264,85,431,120,397,1,5,FPPV000464,FPPV000464,324.9000,645.6800,645.6800,645.6800,1,1,2026-08-24T00:00:00.000
465,20260721,20260625,126,225,373,233,300,4,4,FPPV000465,FPPV000465,325.6000,647.0500,647.0500,647.0500,1,1,2026-08-24T00:00:00.000
466,20260705,20260730,399,289,435,490,328,2,3,FPPV000466,FPPV000466,326.3000,648.4200,648.4200,648.4200,1,1,2026-08-24T00:00:00.000
467,20260529,20260619,96,191,119,478,341,6,4,FPPV000467,FPPV000467,327.0000,649.7900,649.7900,649.7900,1,1,2026-08-24T00:00:00.000
468,20260601,20260530,112,231,189,57,124,17,3,FPPV000468,FPPV000468,327.7000,651.1600,651.1600,651.1600,1,1,2026-08-24T00:00:00.000
469,20260717,20260724,299,90,130,249,215,4,4,FPPV000469,FPPV000469,328.4000,652.5300,652.5300,652.5300,1,1,2026-08-24T00:00:00.000
470,20260814,20260731,433,43,409,145,117,8,5,FPPV000470,FPPV000470,329.1000,653.9000,653.9000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260531,20260617,45,33,90,188,358,13,1,FPPV000471,FPPV000471,329.8000,655.2700,655.2700,655.2700,1,1,2026-08-24T00:00:00.000
472,20260714,20260607,278,298,161,443,217,14,2,FPPV000472,FPPV000472,330.5000,656.6400,656.6400,656.6400,1,1,2026-08-24T00:00:00.000
473,20260612,20260623,90,117,339,331,112,2,1,FPPV000473,FPPV000473,331.2000,658.0100,658.0100,658.0100,1,1,2026-08-24T00:00:00.000
474,20260728,20260729,52,111,147,461,292,13,2,FPPV000474,FPPV000474,331.9000,659.3800,659.3800,659.3800,1,1,2026-08-24T00:00:00.000
475,20260714,20260615,244,316,163,64,474,7,4,FPPV000475,FPPV000475,332.6000,660.7500,660.7500,660.7500,1,1,2026-08-24T00:00:00.000
476,20260803,20260814,59,276,22,-1,297,11,5,FPPV000476,FPPV000476,333.3000,662.1200,662.1200,662.1200,1,1,2026-08-24T00:00:00.000
477,20260614,20260629,309,138,24,443,489,11,5,FPPV000477,FPPV000477,334.0000,663.4900,663.4900,663.4900,1,1,2026-08-24T00:00:00.000
478,20260610,20260611,147,210,395,15,421,1,3,FPPV000478,FPPV000478,334.7000,664.8600,664.8600,664.8600,1,1,2026-08-24T00:00:00.000
479,20260704,20260713,242,301,351,25,334,6,5,FPPV000479,FPPV000479,335.4000,666.2300,666.2300,666.2300,1,1,2026-08-24T00:00:00.000
480,20260731,20260821,177,251,125,379,451,20,4,FPPV000480,FPPV000480,336.1000,667.6000,667.6000,667.6000,1,1,2026-08-24T00:00:00.000
481,20260613,20260722,171,197,246,212,100,5,4,FPPV000481,FPPV000481,336.8000,668.9700,668.9700,668.9700,1,1,2026-08-24T00:00:00.000
482,20260613,20260601,255,93,76,409,329,9,1,FPPV000482,FPPV000482,337.5000,670.3400,670.3400,670.3400,1,1,2026-08-24T00:00:00.000
483,20260629,20260706,381,142,436,442,145,7,2,FPPV000483,FPPV000483,338.2000,671.7100,671.7100,671.7100,1,1,2026-08-24T00:00:00.000
484,20260531,20260621,187,233,229,243,52,13,2,FPPV000484,FPPV000484,338.9000,673.0800,673.0800,673.0800,1,1,2026-08-24T00:00:00.000
485,20260726,20260703,158,118,365,184,205,4,3,FPPV000485,FPPV000485,339.6000,674.4500,674.4500,674.4500,1,1,2026-08-24T00:00:00.000
486,20260621,20260722,243,258,435,381,382,20,3,FPPV000486,FPPV000486,340.3000,675.8200,675.8200,675.8200,1,1,2026-08-24T00:00:00.000
487,20260603,20260619,398,251,319,74,244,20,2,FPPV000487,FPPV000487,341.0000,677.1900,677.1900,677.1900,1,1,2026-08-24T00:00:00.000
488,20260718,20260823,484,244,413,263,137,9,1,FPPV000488,FPPV000488,341.7000,678.5600,678.5600,678.5600,1,1,2026-08-24T00:00:00.000
489,20260628,20260617,278,182,241,375,50,5,3,FPPV000489,FPPV000489,342.4000,679.9300,679.9300,679.9300,1,1,2026-08-24T00:00:00.000
490,20260815,20260611,371,144,286,124,211,3,3,FPPV000490,FPPV000490,343.1000,681.3000,681.3000,681.3000,1,1,2026-08-24T00:00:00.000
491,20260815,20260725,158,55,441,144,376,5,4,FPPV000491,FPPV000491,343.8000,682.6700,682.6700,682.6700,1,1,2026-08-24T00:00:00.000
492,20260810,20260708,284,162,71,124,14,18,4,FPPV000492,FPPV000492,344.5000,684.0400,684.0400,684.0400,1,1,2026-08-24T00:00:00.000
493,20260710,20260824,454,318,191,-1,363,16,5,FPPV000493,FPPV000493,345.2000,685.4100,685.4100,685.4100,1,1,2026-08-24T00:00:00.000
494,20260802,20260707,125,154,79,269,316,1,2,FPPV000494,FPPV000494,345.9000,686.7800,686.7800,686.7800,1,1,2026-08-24T00:00:00.000
495,20260812,20260622,163,47,24,257,56,6,4,FPPV000495,FPPV000495,346.6000,688.1500,688.1500,688.1500,1,1,2026-08-24T00:00:00.000
496,20260619,20260713,298,268,89,65,482,5,4,FPPV000496,FPPV000496,347.3000,689.5200,689.5200,689.5200,1,1,2026-08-24T00:00:00.000
497,20260725,20260808,124,295,481,66,354,19,5,FPPV000497,FPPV000497,348.0000,690.8900,690.8900,690.8900,1,1,2026-08-24T00:00:00.000
498,20260724,20260623,396,113,5,7,158,20,2,FPPV000498,FPPV000498,348.7000,692.2600,692.2600,692.2600,1,1,2026-08-24T00:00:00.000
499,20260820,20260808,255,50,492,35,31,12,2,FPPV000499,FPPV000499,349.4000,693.6300,693.6300,693.6300,1,1,2026-08-24T00:00:00.000
500,20260629,20260823,3,205,441,339,143,16,5,FPPV000500,FPPV000500,350.1000,695.0000,695.0000,695.0000,1,1,2026-08-24T00:00:00.000
501,20260807,20260823,136,33,421,397,216,3,1,FPPV000501,FPPV000501,350.8000,696.3700,696.3700,696.3700,1,1,2026-08-24T00:00:00.000
502,20260611,20260724,227,74,453,97,119,18,1,FPPV000502,FPPV000502,351.5000,697.7400,697.7400,697.7400,1,1,2026-08-24T00:00:00.000
503,20260603,20260713,126,159,394,243,370,12,5,FPPV000503,FPPV000503,352.2000,699.1100,699.1100,699.1100,1,1,2026-08-24T00:00:00.000
504,20260715,20260529,435,284,4,424,427,13,3,FPPV000504,FPPV000504,352.9000,700.4800,700.4800,700.4800,1,1,2026-08-24T00:00:00.000
505,20260618,20260709,391,162,293,125,237,5,1,FPPV000505,FPPV000505,353.6000,701.8500,701.8500,701.8500,1,1,2026-08-24T00:00:00.000
506,20260620,20260824,79,143,242,17,94,20,4,FPPV000506,FPPV000506,354.3000,703.2200,703.2200,703.2200,1,1,2026-08-24T00:00:00.000
507,20260603,20260612,194,105,483,137,293,9,2,FPPV000507,FPPV000507,355.0000,704.5900,704.5900,704.5900,1,1,2026-08-24T00:00:00.000
508,20260602,20260822,428,80,442,470,48,7,1,FPPV000508,FPPV000508,355.7000,705.9600,705.9600,705.9600,1,1,2026-08-24T00:00:00.000
509,20260712,20260602,134,169,322,340,221,1,4,FPPV000509,FPPV000509,356.4000,707.3300,707.3300,707.3300,1,1,2026-08-24T00:00:00.000
510,20260707,20260614,371,169,137,-1,51,5,1,FPPV000510,FPPV000510,357.1000,708.7000,708.7000,708.7000,1,1,2026-08-24T00:00:00.000
511,20260804,20260711,306,299,268,308,257,13,5,FPPV000511,FPPV000511,357.8000,710.0700,710.0700,710.0700,1,1,2026-08-24T00:00:00.000
512,20260608,20260614,385,46,407,295,281,3,1,FPPV000512,FPPV000512,358.5000,711.4400,711.4400,711.4400,1,1,2026-08-24T00:00:00.000
513,20260802,20260715,229,156,202,468,351,11,3,FPPV000513,FPPV000513,359.2000,712.8100,712.8100,712.8100,1,1,2026-08-24T00:00:00.000
514,20260811,20260629,49,222,132,305,169,15,5,FPPV000514,FPPV000514,359.9000,714.1800,714.1800,714.1800,1,1,2026-08-24T00:00:00.000
515,20260712,20260706,341,54,448,156,474,17,4,FPPV000515,FPPV000515,360.6000,715.5500,715.5500,715.5500,1,1,2026-08-24T00:00:00.000
516,20260602,20260704,300,56,461,362,350,17,2,FPPV000516,FPPV000516,361.3000,716.9200,716.9200,716.9200,1,1,2026-08-24T00:00:00.000
517,20260603,20260716,414,127,375,282,309,7,3,FPPV000517,FPPV000517,362.0000,718.2900,718.2900,718.2900,1,1,2026-08-24T00:00:00.000
518,20260701,20260704,451,346,340,428,393,16,5,FPPV000518,FPPV000518,362.7000,719.6600,719.6600,719.6600,1,1,2026-08-24T00:00:00.000
519,20260804,20260727,368,55,249,156,9,16,2,FPPV000519,FPPV000519,363.4000,721.0300,721.0300,721.0300,1,1,2026-08-24T00:00:00.000
520,20260608,20260604,399,9,203,493,8,15,2,FPPV000520,FPPV000520,364.1000,722.4000,722.4000,722.4000,1,1,2026-08-24T00:00:00.000
521,20260726,20260817,366,153,109,271,127,16,1,FPPV000521,FPPV000521,364.8000,723.7700,723.7700,723.7700,1,1,2026-08-24T00:00:00.000
522,20260823,20260730,168,194,239,273,33,13,5,FPPV000522,FPPV000522,365.5000,725.1400,725.1400,725.1400,1,1,2026-08-24T00:00:00.000
523,20260706,20260626,179,163,154,442,480,15,2,FPPV000523,FPPV000523,366.2000,726.5100,726.5100,726.5100,1,1,2026-08-24T00:00:00.000
524,20260714,20260613,334,35,284,112,411,19,1,FPPV000524,FPPV000524,366.9000,727.8800,727.8800,727.8800,1,1,2026-08-24T00:00:00.000
525,20260629,20260702,251,260,400,407,119,9,4,FPPV000525,FPPV000525,367.6000,729.2500,729.2500,729.2500,1,1,2026-08-24T00:00:00.000
526,20260809,20260727,354,271,316,128,124,20,2,FPPV000526,FPPV000526,368.3000,730.6200,730.6200,730.6200,1,1,2026-08-24T00:00:00.000
527,20260622,20260725,332,16,443,-1,131,15,4,FPPV000527,FPPV000527,369.0000,731.9900,731.9900,731.9900,1,1,2026-08-24T00:00:00.000
528,20260606,20260701,468,326,244,168,318,14,1,FPPV000528,FPPV000528,369.7000,733.3600,733.3600,733.3600,1,1,2026-08-24T00:00:00.000
529,20260710,20260612,284,325,478,2,41,6,3,FPPV000529,FPPV000529,370.4000,734.7300,734.7300,734.7300,1,1,2026-08-24T00:00:00.000
530,20260811,20260609,366,326,341,142,374,12,5,FPPV000530,FPPV000530,371.1000,736.1000,736.1000,736.1000,1,1,2026-08-24T00:00:00.000
531,20260625,20260619,481,286,259,385,365,14,2,FPPV000531,FPPV000531,371.8000,737.4700,737.4700,737.4700,1,1,2026-08-24T00:00:00.000
532,20260617,20260730,265,193,343,496,372,8,4,FPPV000532,FPPV000532,372.5000,738.8400,738.8400,738.8400,1,1,2026-08-24T00:00:00.000
533,20260816,20260713,241,216,374,385,128,20,2,FPPV000533,FPPV000533,373.2000,740.2100,740.2100,740.2100,1,1,2026-08-24T00:00:00.000
534,20260815,20260820,156,283,149,94,20,20,3,FPPV000534,FPPV000534,373.9000,741.5800,741.5800,741.5800,1,1,2026-08-24T00:00:00.000
535,20260822,20260621,500,162,424,215,291,20,4,FPPV000535,FPPV000535,374.6000,742.9500,742.9500,742.9500,1,1,2026-08-24T00:00:00.000
536,20260730,20260608,257,153,366,332,446,16,3,FPPV000536,FPPV000536,375.3000,744.3200,744.3200,744.3200,1,1,2026-08-24T00:00:00.000
537,20260709,20260814,412,51,292,107,107,17,2,FPPV000537,FPPV000537,376.0000,745.6900,745.6900,745.6900,1,1,2026-08-24T00:00:00.000
538,20260611,20260801,500,206,120,124,267,8,5,FPPV000538,FPPV000538,376.7000,747.0600,747.0600,747.0600,1,1,2026-08-24T00:00:00.000
539,20260707,20260824,461,100,130,222,167,1,2,FPPV000539,FPPV000539,377.4000,748.4300,748.4300,748.4300,1,1,2026-08-24T00:00:00.000
540,20260626,20260810,184,55,135,350,86,17,5,FPPV000540,FPPV000540,378.1000,749.8000,749.8000,749.8000,1,1,2026-08-24T00:00:00.000
541,20260803,20260824,39,112,326,457,183,9,5,FPPV000541,FPPV000541,378.8000,751.1700,751.1700,751.1700,1,1,2026-08-24T00:00:00.000
542,20260817,20260612,150,250,450,304,465,12,1,FPPV000542,FPPV000542,379.5000,752.5400,752.5400,752.5400,1,1,2026-08-24T00:00:00.000
543,20260822,20260808,328,302,102,247,43,19,4,FPPV000543,FPPV000543,380.2000,753.9100,753.9100,753.9100,1,1,2026-08-24T00:00:00.000
544,20260531,20260820,338,148,321,-1,153,6,2,FPPV000544,FPPV000544,380.9000,755.2800,755.2800,755.2800,1,1,2026-08-24T00:00:00.000
545,20260623,20260613,213,17,189,303,1,14,1,FPPV000545,FPPV000545,381.6000,756.6500,756.6500,756.6500,1,1,2026-08-24T00:00:00.000
546,20260806,20260822,378,265,159,251,83,12,4,FPPV000546,FPPV000546,382.3000,758.0200,758.0200,758.0200,1,1,2026-08-24T00:00:00.000
547,20260627,20260711,142,263,312,497,327,7,1,FPPV000547,FPPV000547,383.0000,759.3900,759.3900,759.3900,1,1,2026-08-24T00:00:00.000
548,20260731,20260629,401,12,306,455,45,8,4,FPPV000548,FPPV000548,383.7000,760.7600,760.7600,760.7600,1,1,2026-08-24T00:00:00.000
549,20260824,20260801,387,7,410,94,69,11,1,FPPV000549,FPPV000549,384.4000,762.1300,762.1300,762.1300,1,1,2026-08-24T00:00:00.000
550,20260629,20260630,121,244,258,118,59,17,5,FPPV000550,FPPV000550,385.1000,763.5000,763.5000,763.5000,1,1,2026-08-24T00:00:00.000
551,20260805,20260716,50,298,112,376,168,7,1,FPPV000551,FPPV000551,385.8000,764.8700,764.8700,764.8700,1,1,2026-08-24T00:00:00.000
552,20260621,20260725,405,123,254,91,310,19,1,FPPV000552,FPPV000552,386.5000,766.2400,766.2400,766.2400,1,1,2026-08-24T00:00:00.000
553,20260822,20260801,274,203,87,446,291,18,1,FPPV000553,FPPV000553,387.2000,767.6100,767.6100,767.6100,1,1,2026-08-24T00:00:00.000
554,20260725,20260613,111,182,425,163,37,2,4,FPPV000554,FPPV000554,387.9000,768.9800,768.9800,768.9800,1,1,2026-08-24T00:00:00.000
555,20260615,20260531,95,62,153,198,186,6,4,FPPV000555,FPPV000555,388.6000,770.3500,770.3500,770.3500,1,1,2026-08-24T00:00:00.000
556,20260629,20260724,202,55,200,484,402,2,1,FPPV000556,FPPV000556,389.3000,771.7200,771.7200,771.7200,1,1,2026-08-24T00:00:00.000
557,20260807,20260806,222,218,281,413,374,19,4,FPPV000557,FPPV000557,390.0000,773.0900,773.0900,773.0900,1,1,2026-08-24T00:00:00.000
558,20260618,20260720,491,161,358,380,461,13,5,FPPV000558,FPPV000558,390.7000,774.4600,774.4600,774.4600,1,1,2026-08-24T00:00:00.000
559,20260723,20260627,223,82,316,245,99,7,2,FPPV000559,FPPV000559,391.4000,775.8300,775.8300,775.8300,1,1,2026-08-24T00:00:00.000
560,20260705,20260807,79,81,341,24,398,4,3,FPPV000560,FPPV000560,392.1000,777.2000,777.2000,777.2000,1,1,2026-08-24T00:00:00.000
561,20260528,20260725,170,206,203,-1,309,17,2,FPPV000561,FPPV000561,392.8000,778.5700,778.5700,778.5700,1,1,2026-08-24T00:00:00.000
562,20260727,20260623,60,171,163,356,304,4,4,FPPV000562,FPPV000562,393.5000,779.9400,779.9400,779.9400,1,1,2026-08-24T00:00:00.000
563,20260601,20260724,83,239,275,219,98,18,5,FPPV000563,FPPV000563,394.2000,781.3100,781.3100,781.3100,1,1,2026-08-24T00:00:00.000
564,20260628,20260801,185,315,42,476,180,14,4,FPPV000564,FPPV000564,394.9000,782.6800,782.6800,782.6800,1,1,2026-08-24T00:00:00.000
565,20260705,20260627,251,56,176,256,279,7,1,FPPV000565,FPPV000565,395.6000,784.0500,784.0500,784.0500,1,1,2026-08-24T00:00:00.000
566,20260625,20260607,266,132,313,111,361,17,1,FPPV000566,FPPV000566,396.3000,785.4200,785.4200,785.4200,1,1,2026-08-24T00:00:00.000
567,20260605,20260817,16,243,377,187,25,8,4,FPPV000567,FPPV000567,397.0000,786.7900,786.7900,786.7900,1,1,2026-08-24T00:00:00.000
568,20260602,20260823,225,152,32,1,486,10,2,FPPV000568,FPPV000568,397.7000,788.1600,788.1600,788.1600,1,1,2026-08-24T00:00:00.000
569,20260804,20260620,4,222,209,389,160,18,1,FPPV000569,FPPV000569,398.4000,789.5300,789.5300,789.5300,1,1,2026-08-24T00:00:00.000
570,20260622,20260623,33,204,33,50,236,2,5,FPPV000570,FPPV000570,399.1000,790.9000,790.9000,790.9000,1,1,2026-08-24T00:00:00.000
571,20260529,20260817,124,25,85,477,409,10,5,FPPV000571,FPPV000571,399.8000,792.2700,792.2700,792.2700,1,1,2026-08-24T00:00:00.000
572,20260701,20260725,378,204,276,257,493,6,2,FPPV000572,FPPV000572,400.5000,793.6400,793.6400,793.6400,1,1,2026-08-24T00:00:00.000
573,20260709,20260606,74,65,334,418,38,3,3,FPPV000573,FPPV000573,401.2000,795.0100,795.0100,795.0100,1,1,2026-08-24T00:00:00.000
574,20260725,20260807,387,274,401,245,104,14,5,FPPV000574,FPPV000574,401.9000,796.3800,796.3800,796.3800,1,1,2026-08-24T00:00:00.000
575,20260612,20260812,27,98,413,9,189,3,3,FPPV000575,FPPV000575,402.6000,797.7500,797.7500,797.7500,1,1,2026-08-24T00:00:00.000
576,20260812,20260625,441,276,25,216,161,8,4,FPPV000576,FPPV000576,403.3000,799.1200,799.1200,799.1200,1,1,2026-08-24T00:00:00.000
577,20260625,20260804,5,221,41,144,129,3,2,FPPV000577,FPPV000577,404.0000,800.4900,800.4900,800.4900,1,1,2026-08-24T00:00:00.000
578,20260814,20260625,232,5,81,-1,195,19,4,FPPV000578,FPPV000578,404.7000,801.8600,801.8600,801.8600,1,1,2026-08-24T00:00:00.000
579,20260609,20260707,450,234,179,26,65,7,2,FPPV000579,FPPV000579,405.4000,803.2300,803.2300,803.2300,1,1,2026-08-24T00:00:00.000
580,20260802,20260708,138,86,156,155,445,12,5,FPPV000580,FPPV000580,406.1000,804.6000,804.6000,804.6000,1,1,2026-08-24T00:00:00.000
581,20260803,20260721,366,13,10,458,248,1,2,FPPV000581,FPPV000581,406.8000,805.9700,805.9700,805.9700,1,1,2026-08-24T00:00:00.000
582,20260810,20260707,66,213,323,35,335,4,2,FPPV000582,FPPV000582,407.5000,807.3400,807.3400,807.3400,1,1,2026-08-24T00:00:00.000
583,20260701,20260727,486,40,408,257,300,19,2,FPPV000583,FPPV000583,408.2000,808.7100,808.7100,808.7100,1,1,2026-08-24T00:00:00.000
584,20260713,20260816,278,94,409,390,201,18,5,FPPV000584,FPPV000584,408.9000,810.0800,810.0800,810.0800,1,1,2026-08-24T00:00:00.000
585,20260728,20260818,234,138,446,374,142,2,5,FPPV000585,FPPV000585,409.6000,811.4500,811.4500,811.4500,1,1,2026-08-24T00:00:00.000
586,20260803,20260605,29,110,278,125,161,8,1,FPPV000586,FPPV000586,410.3000,812.8200,812.8200,812.8200,1,1,2026-08-24T00:00:00.000
587,20260622,20260604,87,178,165,270,18,9,3,FPPV000587,FPPV000587,411.0000,814.1900,814.1900,814.1900,1,1,2026-08-24T00:00:00.000
588,20260717,20260816,316,95,53,448,208,9,3,FPPV000588,FPPV000588,411.7000,815.5600,815.5600,815.5600,1,1,2026-08-24T00:00:00.000
589,20260809,20260606,455,14,427,429,175,1,5,FPPV000589,FPPV000589,412.4000,816.9300,816.9300,816.9300,1,1,2026-08-24T00:00:00.000
590,20260722,20260724,193,201,433,356,219,17,4,FPPV000590,FPPV000590,413.1000,818.3000,818.3000,818.3000,1,1,2026-08-24T00:00:00.000
591,20260610,20260607,480,49,456,13,41,10,4,FPPV000591,FPPV000591,413.8000,819.6700,819.6700,819.6700,1,1,2026-08-24T00:00:00.000
592,20260705,20260704,21,182,271,320,415,13,1,FPPV000592,FPPV000592,414.5000,821.0400,821.0400,821.0400,1,1,2026-08-24T00:00:00.000
593,20260805,20260719,210,164,271,374,412,6,4,FPPV000593,FPPV000593,415.2000,822.4100,822.4100,822.4100,1,1,2026-08-24T00:00:00.000
594,20260629,20260822,180,62,100,485,194,6,3,FPPV000594,FPPV000594,415.9000,823.7800,823.7800,823.7800,1,1,2026-08-24T00:00:00.000
595,20260606,20260811,218,129,237,-1,255,12,1,FPPV000595,FPPV000595,416.6000,825.1500,825.1500,825.1500,1,1,2026-08-24T00:00:00.000
596,20260626,20260822,38,89,118,41,84,9,2,FPPV000596,FPPV000596,417.3000,826.5200,826.5200,826.5200,1,1,2026-08-24T00:00:00.000
597,20260807,20260527,25,132,410,344,122,15,3,FPPV000597,FPPV000597,418.0000,827.8900,827.8900,827.8900,1,1,2026-08-24T00:00:00.000
598,20260628,20260819,260,259,134,461,23,3,5,FPPV000598,FPPV000598,418.7000,829.2600,829.2600,829.2600,1,1,2026-08-24T00:00:00.000
599,20260806,20260606,40,259,395,185,3,17,2,FPPV000599,FPPV000599,419.4000,830.6300,830.6300,830.6300,1,1,2026-08-24T00:00:00.000
600,20260814,20260821,189,125,280,158,207,14,3,FPPV000600,FPPV000600,420.1000,832.0000,832.0000,832.0000,1,1,2026-08-24T00:00:00.000
601,20260823,20260612,470,105,424,133,238,6,3,FPPV000601,FPPV000601,420.8000,833.3700,833.3700,833.3700,1,1,2026-08-24T00:00:00.000
602,20260823,20260812,435,177,5,259,215,10,4,FPPV000602,FPPV000602,421.5000,834.7400,834.7400,834.7400,1,1,2026-08-24T00:00:00.000
