SafetyNearMissKey,ObservedDateKey,SubmittedDateKey,ObservedTimeOfDayKey,PlantKey,WorkCenterKey,ReporterEmployeeKey,SafetyIncidentTypeKey,SafetyHazardConditionKey,SafetyIncidentStatusKey,SeverityKey,NearMissNumber,ObservationCount,PotentialRiskScore,SourceSystemKey,BatchId,LoadedAtUtc
478,20260718,20260804,33600,30,157,368,171,95,1,3,SNM000478,479,479.00,1,1,2026-08-24T00:00:00.000
479,20260812,20260821,64260,129,198,315,45,389,4,3,SNM000479,480,480.00,1,1,2026-08-24T00:00:00.000
480,20260602,20260603,51540,97,46,163,78,198,4,3,SNM000480,481,481.00,1,1,2026-08-24T00:00:00.000
481,20260708,20260612,30180,60,317,380,303,230,3,1,SNM000481,482,482.00,1,1,2026-08-24T00:00:00.000
482,20260720,20260730,7380,97,231,151,91,74,3,5,SNM000482,483,483.00,1,1,2026-08-24T00:00:00.000
483,20260721,20260706,16980,136,320,347,437,210,4,2,SNM000483,484,484.00,1,1,2026-08-24T00:00:00.000
484,20260804,20260708,72780,142,195,205,403,442,8,4,SNM000484,485,485.00,1,1,2026-08-24T00:00:00.000
485,20260528,20260622,72240,350,404,102,48,179,1,4,SNM000485,486,486.00,1,1,2026-08-24T00:00:00.000
486,20260621,20260715,20340,53,141,184,411,418,2,4,SNM000486,487,487.00,1,1,2026-08-24T00:00:00.000
487,20260726,20260824,36720,335,139,171,149,281,1,5,SNM000487,488,488.00,1,1,2026-08-24T00:00:00.000
488,20260620,20260622,29220,193,42,463,376,479,7,1,SNM000488,489,489.00,1,1,2026-08-24T00:00:00.000
489,20260812,20260609,71520,256,26,58,311,302,7,2,SNM000489,490,490.00,1,1,2026-08-24T00:00:00.000
490,20260531,20260707,49500,54,319,460,415,232,5,1,SNM000490,491,491.00,1,1,2026-08-24T00:00:00.000
491,20260811,20260628,24180,258,156,205,417,451,1,5,SNM000491,492,492.00,1,1,2026-08-24T00:00:00.000
492,20260721,20260616,25680,134,369,462,113,226,4,3,SNM000492,493,493.00,1,1,2026-08-24T00:00:00.000
493,20260809,20260605,48540,74,-1,-1,414,184,1,4,SNM000493,494,494.00,1,1,2026-08-24T00:00:00.000
494,20260529,20260609,57540,231,394,53,119,337,1,3,SNM000494,495,495.00,1,1,2026-08-24T00:00:00.000
495,20260713,20260606,37260,100,282,367,196,384,1,4,SNM000495,496,496.00,1,1,2026-08-24T00:00:00.000
496,20260615,20260718,79860,302,409,309,292,209,5,4,SNM000496,497,497.00,1,1,2026-08-24T00:00:00.000
497,20260814,20260705,6960,226,203,57,155,388,4,4,SNM000497,498,498.00,1,1,2026-08-24T00:00:00.000
498,20260819,20260727,8760,72,67,118,236,460,7,1,SNM000498,499,499.00,1,1,2026-08-24T00:00:00.000
499,20260816,20260624,72420,131,297,175,256,114,5,5,SNM000499,500,500.00,1,1,2026-08-24T00:00:00.000
500,20260616,20260704,6960,5,301,68,112,333,4,5,SNM000500,501,501.00,1,1,2026-08-24T00:00:00.000
501,20260730,20260703,5460,105,458,250,42,130,1,3,SNM000501,502,502.00,1,1,2026-08-24T00:00:00.000
502,20260603,20260727,80820,212,224,185,396,287,4,3,SNM000502,503,503.00,1,1,2026-08-24T00:00:00.000
503,20260707,20260603,59520,261,184,170,319,445,5,2,SNM000503,504,504.00,1,1,2026-08-24T00:00:00.000
504,20260620,20260605,51840,301,359,52,378,249,1,1,SNM000504,505,505.00,1,1,2026-08-24T00:00:00.000
505,20260607,20260731,43740,8,343,99,121,351,4,1,SNM000505,506,506.00,1,1,2026-08-24T00:00:00.000
506,20260813,20260720,29040,47,209,187,161,355,3,3,SNM000506,507,507.00,1,1,2026-08-24T00:00:00.000
507,20260805,20260730,68160,173,86,217,24,469,4,1,SNM000507,508,508.00,1,1,2026-08-24T00:00:00.000
508,20260822,20260611,14040,274,190,201,289,347,4,3,SNM000508,509,509.00,1,1,2026-08-24T00:00:00.000
509,20260804,20260724,85380,212,161,116,65,395,2,4,SNM000509,510,510.00,1,1,2026-08-24T00:00:00.000
510,20260809,20260604,45180,43,-1,-1,27,381,7,1,SNM000510,511,511.00,1,1,2026-08-24T00:00:00.000
511,20260730,20260702,46440,71,30,375,414,112,6,5,SNM000511,512,512.00,1,1,2026-08-24T00:00:00.000
512,20260629,20260529,70680,268,457,319,81,172,4,5,SNM000512,513,513.00,1,1,2026-08-24T00:00:00.000
513,20260720,20260707,58620,312,343,175,441,418,5,3,SNM000513,514,514.00,1,1,2026-08-24T00:00:00.000
514,20260628,20260824,25560,135,478,329,427,196,7,5,SNM000514,515,515.00,1,1,2026-08-24T00:00:00.000
515,20260602,20260720,72840,170,442,155,78,165,3,4,SNM000515,516,516.00,1,1,2026-08-24T00:00:00.000
516,20260719,20260527,65280,235,13,477,33,196,5,4,SNM000516,517,517.00,1,1,2026-08-24T00:00:00.000
517,20260602,20260814,38220,242,101,56,219,209,7,1,SNM000517,518,518.00,1,1,2026-08-24T00:00:00.000
518,20260728,20260729,73380,6,40,165,273,470,5,3,SNM000518,519,519.00,1,1,2026-08-24T00:00:00.000
519,20260622,20260808,49980,291,364,400,79,494,3,3,SNM000519,520,520.00,1,1,2026-08-24T00:00:00.000
520,20260817,20260801,22680,67,450,194,39,124,4,2,SNM000520,521,521.00,1,1,2026-08-24T00:00:00.000
521,20260618,20260814,0,31,332,112,164,219,4,3,SNM000521,522,522.00,1,1,2026-08-24T00:00:00.000
522,20260731,20260531,69780,294,167,82,32,467,7,2,SNM000522,523,523.00,1,1,2026-08-24T00:00:00.000
523,20260817,20260615,40140,267,164,135,335,258,5,5,SNM000523,524,524.00,1,1,2026-08-24T00:00:00.000
524,20260817,20260816,69240,243,298,408,325,434,2,2,SNM000524,525,525.00,1,1,2026-08-24T00:00:00.000
525,20260626,20260619,24240,333,175,429,241,285,4,4,SNM000525,526,526.00,1,1,2026-08-24T00:00:00.000
526,20260627,20260729,4320,201,468,5,394,365,1,1,SNM000526,527,527.00,1,1,2026-08-24T00:00:00.000
527,20260627,20260618,62700,56,-1,-1,195,338,5,4,SNM000527,528,528.00,1,1,2026-08-24T00:00:00.000
528,20260609,20260625,57060,37,345,30,195,167,4,5,SNM000528,529,529.00,1,1,2026-08-24T00:00:00.000
529,20260701,20260623,14760,38,373,405,271,320,5,2,SNM000529,530,530.00,1,1,2026-08-24T00:00:00.000
530,20260822,20260821,63480,111,440,256,50,470,1,4,SNM000530,531,531.00,1,1,2026-08-24T00:00:00.000
531,20260711,20260529,31020,249,419,198,85,324,7,5,SNM000531,532,532.00,1,1,2026-08-24T00:00:00.000
532,20260619,20260710,78300,313,246,168,262,204,6,5,SNM000532,533,533.00,1,1,2026-08-24T00:00:00.000
533,20260607,20260610,35580,177,296,454,65,73,5,1,SNM000533,534,534.00,1,1,2026-08-24T00:00:00.000
534,20260803,20260707,59280,257,496,145,223,146,1,5,SNM000534,535,535.00,1,1,2026-08-24T00:00:00.000
535,20260720,20260730,9540,36,498,226,260,269,5,1,SNM000535,536,536.00,1,1,2026-08-24T00:00:00.000
536,20260701,20260812,67380,252,481,157,58,430,4,1,SNM000536,537,537.00,1,1,2026-08-24T00:00:00.000
537,20260626,20260621,41700,201,183,394,425,421,8,5,SNM000537,538,538.00,1,1,2026-08-24T00:00:00.000
538,20260710,20260823,81840,142,427,475,392,218,4,3,SNM000538,539,539.00,1,1,2026-08-24T00:00:00.000
539,20260705,20260718,35040,268,33,153,224,47,3,2,SNM000539,540,540.00,1,1,2026-08-24T00:00:00.000
540,20260730,20260608,34320,113,257,12,315,240,4,2,SNM000540,541,541.00,1,1,2026-08-24T00:00:00.000
541,20260611,20260713,85140,7,88,329,333,304,4,5,SNM000541,542,542.00,1,1,2026-08-24T00:00:00.000
542,20260528,20260716,19920,259,18,339,331,6,5,4,SNM000542,543,543.00,1,1,2026-08-24T00:00:00.000
543,20260619,20260616,86100,30,34,265,38,212,1,5,SNM000543,544,544.00,1,1,2026-08-24T00:00:00.000
544,20260711,20260623,43860,22,-1,-1,256,12,5,3,SNM000544,545,545.00,1,1,2026-08-24T00:00:00.000
545,20260818,20260803,33180,223,180,41,344,119,5,2,SNM000545,546,546.00,1,1,2026-08-24T00:00:00.000
546,20260611,20260721,54180,136,205,13,43,47,2,5,SNM000546,547,547.00,1,1,2026-08-24T00:00:00.000
547,20260808,20260714,5640,91,441,316,371,73,3,3,SNM000547,548,548.00,1,1,2026-08-24T00:00:00.000
548,20260613,20260626,68640,275,309,14,296,17,5,5,SNM000548,549,549.00,1,1,2026-08-24T00:00:00.000
549,20260619,20260616,79440,344,158,125,218,148,4,1,SNM000549,550,550.00,1,1,2026-08-24T00:00:00.000
550,20260823,20260706,32820,176,462,462,46,118,6,5,SNM000550,551,551.00,1,1,2026-08-24T00:00:00.000
551,20260701,20260712,67560,256,95,403,87,320,7,5,SNM000551,552,552.00,1,1,2026-08-24T00:00:00.000
552,20260601,20260607,39480,302,500,24,25,494,3,3,SNM000552,553,553.00,1,1,2026-08-24T00:00:00.000
553,20260616,20260624,42000,291,414,7,41,329,3,1,SNM000553,554,554.00,1,1,2026-08-24T00:00:00.000
554,20260810,20260719,70740,25,387,356,224,379,3,5,SNM000554,555,555.00,1,1,2026-08-24T00:00:00.000
555,20260724,20260615,78900,130,34,128,30,100,3,3,SNM000555,556,556.00,1,1,2026-08-24T00:00:00.000
556,20260812,20260623,67020,267,405,113,123,96,1,3,SNM000556,557,557.00,1,1,2026-08-24T00:00:00.000
557,20260715,20260610,9120,142,283,31,268,281,3,3,SNM000557,558,558.00,1,1,2026-08-24T00:00:00.000
558,20260622,20260718,14640,75,457,242,120,415,8,2,SNM000558,559,559.00,1,1,2026-08-24T00:00:00.000
559,20260709,20260806,19440,274,65,140,253,405,3,3,SNM000559,560,560.00,1,1,2026-08-24T00:00:00.000
560,20260726,20260620,74340,93,276,464,333,300,2,2,SNM000560,561,561.00,1,1,2026-08-24T00:00:00.000
561,20260809,20260721,60540,295,-1,-1,198,15,8,1,SNM000561,562,562.00,1,1,2026-08-24T00:00:00.000
562,20260728,20260623,11760,28,75,261,340,205,7,4,SNM000562,563,563.00,1,1,2026-08-24T00:00:00.000
563,20260804,20260731,76680,62,232,298,104,420,2,1,SNM000563,564,564.00,1,1,2026-08-24T00:00:00.000
564,20260621,20260602,50280,340,204,139,202,416,8,2,SNM000564,565,565.00,1,1,2026-08-24T00:00:00.000
565,20260531,20260815,61020,173,292,442,234,346,4,3,SNM000565,566,566.00,1,1,2026-08-24T00:00:00.000
566,20260622,20260818,70140,128,55,459,92,204,7,2,SNM000566,567,567.00,1,1,2026-08-24T00:00:00.000
567,20260612,20260816,61020,129,78,112,111,236,4,3,SNM000567,568,568.00,1,1,2026-08-24T00:00:00.000
568,20260717,20260821,42240,153,191,273,178,397,5,4,SNM000568,569,569.00,1,1,2026-08-24T00:00:00.000
569,20260629,20260722,4320,201,81,254,292,321,3,2,SNM000569,570,570.00,1,1,2026-08-24T00:00:00.000
570,20260711,20260628,6180,319,336,143,148,32,6,5,SNM000570,571,571.00,1,1,2026-08-24T00:00:00.000
571,20260708,20260824,70380,309,121,47,107,296,4,5,SNM000571,572,572.00,1,1,2026-08-24T00:00:00.000
572,20260720,20260604,66180,249,94,319,323,447,2,1,SNM000572,573,573.00,1,1,2026-08-24T00:00:00.000
573,20260706,20260723,76440,158,324,195,177,275,8,1,SNM000573,574,574.00,1,1,2026-08-24T00:00:00.000
574,20260531,20260701,16980,225,400,369,159,495,7,2,SNM000574,575,575.00,1,1,2026-08-24T00:00:00.000
575,20260613,20260727,71820,132,467,222,207,313,8,1,SNM000575,576,576.00,1,1,2026-08-24T00:00:00.000
576,20260809,20260711,37920,211,33,102,287,335,1,5,SNM000576,577,577.00,1,1,2026-08-24T00:00:00.000
577,20260603,20260619,9360,165,28,444,206,278,7,2,SNM000577,578,578.00,1,1,2026-08-24T00:00:00.000
578,20260704,20260601,58560,37,-1,-1,190,310,1,4,SNM000578,579,579.00,1,1,2026-08-24T00:00:00.000
579,20260707,20260718,57900,178,480,336,313,459,8,5,SNM000579,580,580.00,1,1,2026-08-24T00:00:00.000
580,20260807,20260609,70440,275,142,182,35,369,6,5,SNM000580,581,581.00,1,1,2026-08-24T00:00:00.000
581,20260618,20260531,10020,54,494,396,293,234,7,2,SNM000581,582,582.00,1,1,2026-08-24T00:00:00.000
582,20260602,20260727,35340,29,402,177,311,283,3,4,SNM000582,583,583.00,1,1,2026-08-24T00:00:00.000
583,20260717,20260624,11280,67,147,206,290,481,5,4,SNM000583,584,584.00,1,1,2026-08-24T00:00:00.000
584,20260802,20260802,38040,265,145,317,37,21,7,1,SNM000584,585,585.00,1,1,2026-08-24T00:00:00.000
585,20260719,20260728,63780,140,175,215,17,321,3,3,SNM000585,586,586.00,1,1,2026-08-24T00:00:00.000
586,20260609,20260706,76920,173,214,463,290,453,5,5,SNM000586,587,587.00,1,1,2026-08-24T00:00:00.000
587,20260609,20260727,67320,53,182,98,149,195,4,2,SNM000587,588,588.00,1,1,2026-08-24T00:00:00.000
588,20260627,20260816,66900,330,144,468,269,443,7,5,SNM000588,589,589.00,1,1,2026-08-24T00:00:00.000
589,20260805,20260603,78420,202,5,454,284,244,1,5,SNM000589,590,590.00,1,1,2026-08-24T00:00:00.000
590,20260726,20260802,31500,268,133,211,188,254,4,2,SNM000590,591,591.00,1,1,2026-08-24T00:00:00.000
591,20260706,20260823,34980,299,350,235,410,176,5,2,SNM000591,592,592.00,1,1,2026-08-24T00:00:00.000
592,20260628,20260709,79140,64,386,206,311,341,1,5,SNM000592,593,593.00,1,1,2026-08-24T00:00:00.000
593,20260629,20260626,27300,333,3,319,384,131,2,5,SNM000593,594,594.00,1,1,2026-08-24T00:00:00.000
594,20260622,20260608,37020,30,302,460,72,163,8,1,SNM000594,595,595.00,1,1,2026-08-24T00:00:00.000
595,20260810,20260616,32760,16,-1,-1,107,356,7,3,SNM000595,596,596.00,1,1,2026-08-24T00:00:00.000
596,20260729,20260625,35280,282,241,24,131,475,4,2,SNM000596,597,597.00,1,1,2026-08-24T00:00:00.000
597,20260821,20260810,40140,168,216,346,77,494,2,4,SNM000597,598,598.00,1,1,2026-08-24T00:00:00.000
598,20260701,20260723,49980,54,479,128,74,203,5,5,SNM000598,599,599.00,1,1,2026-08-24T00:00:00.000
599,20260620,20260531,77640,113,324,368,132,275,1,2,SNM000599,600,600.00,1,1,2026-08-24T00:00:00.000
600,20260613,20260622,26820,264,483,98,407,418,5,1,SNM000600,601,601.00,1,1,2026-08-24T00:00:00.000
601,20260624,20260731,45900,239,165,479,101,451,2,5,SNM000601,602,602.00,1,1,2026-08-24T00:00:00.000
602,20260527,20260716,52200,178,139,273,352,248,5,5,SNM000602,603,603.00,1,1,2026-08-24T00:00:00.000
603,20260624,20260710,27840,141,23,190,256,26,7,5,SNM000603,604,604.00,1,1,2026-08-24T00:00:00.000
604,20260815,20260711,29700,2,118,430,357,72,1,2,SNM000604,605,605.00,1,1,2026-08-24T00:00:00.000
605,20260810,20260603,72120,156,110,92,261,101,6,3,SNM000605,606,606.00,1,1,2026-08-24T00:00:00.000
606,20260808,20260614,31500,216,24,462,410,44,5,3,SNM000606,607,607.00,1,1,2026-08-24T00:00:00.000
607,20260529,20260610,2640,164,10,272,3,13,8,2,SNM000607,608,608.00,1,1,2026-08-24T00:00:00.000
608,20260818,20260606,20280,90,25,447,41,334,3,4,SNM000608,609,609.00,1,1,2026-08-24T00:00:00.000
609,20260809,20260804,58380,168,384,294,49,499,2,3,SNM000609,610,610.00,1,1,2026-08-24T00:00:00.000
610,20260717,20260719,60840,71,487,209,441,455,1,2,SNM000610,611,611.00,1,1,2026-08-24T00:00:00.000
611,20260801,20260804,62220,340,367,489,309,290,2,1,SNM000611,612,612.00,1,1,2026-08-24T00:00:00.000
612,20260816,20260725,50700,81,-1,-1,407,326,1,1,SNM000612,613,613.00,1,1,2026-08-24T00:00:00.000
613,20260608,20260711,45360,200,336,473,358,37,3,3,SNM000613,614,614.00,1,1,2026-08-24T00:00:00.000
614,20260628,20260707,17820,210,308,406,374,412,3,4,SNM000614,615,615.00,1,1,2026-08-24T00:00:00.000
615,20260729,20260608,30060,54,476,292,304,175,2,4,SNM000615,616,616.00,1,1,2026-08-24T00:00:00.000
616,20260713,20260607,83400,129,405,356,59,157,2,5,SNM000616,617,617.00,1,1,2026-08-24T00:00:00.000
617,20260822,20260804,15180,204,6,454,330,33,7,5,SNM000617,618,618.00,1,1,2026-08-24T00:00:00.000
618,20260710,20260605,58980,265,212,124,9,434,3,2,SNM000618,619,619.00,1,1,2026-08-24T00:00:00.000
619,20260713,20260808,37680,234,102,47,408,180,4,1,SNM000619,620,620.00,1,1,2026-08-24T00:00:00.000
620,20260714,20260630,27600,120,83,423,98,56,8,4,SNM000620,621,621.00,1,1,2026-08-24T00:00:00.000
621,20260723,20260824,16440,324,405,186,239,454,4,5,SNM000621,622,622.00,1,1,2026-08-24T00:00:00.000
622,20260708,20260602,50100,154,15,453,449,383,6,1,SNM000622,623,623.00,1,1,2026-08-24T00:00:00.000
623,20260727,20260604,59220,1,310,435,139,177,8,4,SNM000623,624,624.00,1,1,2026-08-24T00:00:00.000
624,20260605,20260711,86280,344,436,112,107,271,2,5,SNM000624,625,625.00,1,1,2026-08-24T00:00:00.000
625,20260726,20260614,74520,327,477,236,98,266,5,3,SNM000625,626,626.00,1,1,2026-08-24T00:00:00.000
626,20260626,20260803,70200,8,410,373,372,144,8,4,SNM000626,627,627.00,1,1,2026-08-24T00:00:00.000
627,20260816,20260712,19200,281,460,215,380,256,3,2,SNM000627,628,628.00,1,1,2026-08-24T00:00:00.000
628,20260601,20260803,47100,285,499,254,406,390,1,4,SNM000628,629,629.00,1,1,2026-08-24T00:00:00.000
629,20260702,20260618,59040,152,-1,-1,178,362,1,2,SNM000629,630,630.00,1,1,2026-08-24T00:00:00.000
630,20260808,20260616,64740,342,469,343,290,301,6,5,SNM000630,631,631.00,1,1,2026-08-24T00:00:00.000
631,20260718,20260806,11160,260,204,138,361,168,6,2,SNM000631,632,632.00,1,1,2026-08-24T00:00:00.000
632,20260725,20260602,58800,81,289,427,355,352,6,5,SNM000632,633,633.00,1,1,2026-08-24T00:00:00.000
633,20260624,20260614,84840,102,231,81,165,278,4,1,SNM000633,634,634.00,1,1,2026-08-24T00:00:00.000
634,20260623,20260715,61320,144,85,214,147,299,8,2,SNM000634,635,635.00,1,1,2026-08-24T00:00:00.000
635,20260824,20260608,29580,309,425,266,55,142,5,2,SNM000635,636,636.00,1,1,2026-08-24T00:00:00.000
636,20260707,20260626,19200,158,131,18,319,124,6,5,SNM000636,637,637.00,1,1,2026-08-24T00:00:00.000
637,20260717,20260820,15960,235,10,387,368,72,6,5,SNM000637,638,638.00,1,1,2026-08-24T00:00:00.000
638,20260814,20260709,17400,56,195,112,192,430,3,5,SNM000638,639,639.00,1,1,2026-08-24T00:00:00.000
639,20260625,20260630,40320,40,46,23,265,253,3,4,SNM000639,640,640.00,1,1,2026-08-24T00:00:00.000
640,20260716,20260711,63900,201,161,82,373,34,1,2,SNM000640,641,641.00,1,1,2026-08-24T00:00:00.000
641,20260824,20260703,9300,311,174,268,68,293,2,1,SNM000641,642,642.00,1,1,2026-08-24T00:00:00.000
642,20260717,20260709,47400,39,102,452,298,265,5,2,SNM000642,643,643.00,1,1,2026-08-24T00:00:00.000
643,20260713,20260630,5340,296,3,290,128,132,8,4,SNM000643,644,644.00,1,1,2026-08-24T00:00:00.000
644,20260717,20260610,76980,43,372,316,302,28,2,4,SNM000644,645,645.00,1,1,2026-08-24T00:00:00.000
645,20260705,20260613,22860,58,96,292,260,211,1,3,SNM000645,646,646.00,1,1,2026-08-24T00:00:00.000
646,20260601,20260723,33480,20,-1,-1,28,150,2,3,SNM000646,647,647.00,1,1,2026-08-24T00:00:00.000
647,20260605,20260814,64680,120,97,4,327,242,5,5,SNM000647,648,648.00,1,1,2026-08-24T00:00:00.000
648,20260803,20260823,63480,152,204,117,380,333,5,5,SNM000648,649,649.00,1,1,2026-08-24T00:00:00.000
649,20260817,20260531,540,195,211,80,121,463,5,5,SNM000649,650,650.00,1,1,2026-08-24T00:00:00.000
650,20260710,20260823,56340,164,403,281,68,499,7,5,SNM000650,651,651.00,1,1,2026-08-24T00:00:00.000
651,20260711,20260614,72720,85,398,290,102,143,2,1,SNM000651,652,652.00,1,1,2026-08-24T00:00:00.000
652,20260624,20260706,47520,111,68,25,355,404,5,3,SNM000652,653,653.00,1,1,2026-08-24T00:00:00.000
653,20260820,20260608,71520,293,429,384,366,68,8,2,SNM000653,654,654.00,1,1,2026-08-24T00:00:00.000
654,20260618,20260821,53640,230,461,277,240,24,3,2,SNM000654,655,655.00,1,1,2026-08-24T00:00:00.000
655,20260801,20260815,64620,138,386,134,19,201,1,5,SNM000655,656,656.00,1,1,2026-08-24T00:00:00.000
656,20260802,20260728,52680,113,186,339,263,83,5,3,SNM000656,657,657.00,1,1,2026-08-24T00:00:00.000
657,20260811,20260824,1920,121,7,170,74,13,7,5,SNM000657,658,658.00,1,1,2026-08-24T00:00:00.000
658,20260807,20260719,76260,327,23,307,43,437,5,4,SNM000658,659,659.00,1,1,2026-08-24T00:00:00.000
659,20260530,20260803,6300,322,137,273,282,327,8,5,SNM000659,660,660.00,1,1,2026-08-24T00:00:00.000
660,20260602,20260804,16920,289,169,262,350,364,8,3,SNM000660,661,661.00,1,1,2026-08-24T00:00:00.000
661,20260715,20260726,78120,195,150,389,172,369,8,3,SNM000661,662,662.00,1,1,2026-08-24T00:00:00.000
662,20260626,20260622,81660,27,468,36,343,291,6,3,SNM000662,663,663.00,1,1,2026-08-24T00:00:00.000
663,20260803,20260616,53700,291,-1,-1,153,166,7,2,SNM000663,664,664.00,1,1,2026-08-24T00:00:00.000
664,20260718,20260714,67620,2,370,19,350,461,7,2,SNM000664,665,665.00,1,1,2026-08-24T00:00:00.000
665,20260617,20260627,17040,298,477,11,446,68,7,4,SNM000665,666,666.00,1,1,2026-08-24T00:00:00.000
666,20260530,20260802,81180,250,280,163,93,83,6,2,SNM000666,667,667.00,1,1,2026-08-24T00:00:00.000
667,20260705,20260605,39720,328,270,418,253,278,8,1,SNM000667,668,668.00,1,1,2026-08-24T00:00:00.000
668,20260625,20260609,50580,65,341,491,106,178,4,1,SNM000668,669,669.00,1,1,2026-08-24T00:00:00.000
669,20260705,20260809,81060,278,229,174,76,45,4,5,SNM000669,670,670.00,1,1,2026-08-24T00:00:00.000
670,20260624,20260708,78120,227,312,248,443,208,5,2,SNM000670,671,671.00,1,1,2026-08-24T00:00:00.000
671,20260527,20260823,46740,330,117,497,450,176,3,2,SNM000671,672,672.00,1,1,2026-08-24T00:00:00.000
672,20260715,20260611,83040,67,208,171,204,9,2,3,SNM000672,673,673.00,1,1,2026-08-24T00:00:00.000
673,20260621,20260620,71520,7,166,440,255,486,6,2,SNM000673,674,674.00,1,1,2026-08-24T00:00:00.000
674,20260701,20260622,10200,318,421,253,270,337,3,4,SNM000674,675,675.00,1,1,2026-08-24T00:00:00.000
675,20260603,20260811,61560,331,239,3,409,231,4,2,SNM000675,676,676.00,1,1,2026-08-24T00:00:00.000
676,20260713,20260819,9360,191,121,264,249,29,5,3,SNM000676,677,677.00,1,1,2026-08-24T00:00:00.000
677,20260715,20260802,1620,305,223,185,177,467,8,3,SNM000677,678,678.00,1,1,2026-08-24T00:00:00.000
678,20260814,20260712,59460,205,98,497,246,307,2,4,SNM000678,679,679.00,1,1,2026-08-24T00:00:00.000
679,20260821,20260725,60600,36,53,436,421,51,3,3,SNM000679,680,680.00,1,1,2026-08-24T00:00:00.000
680,20260720,20260816,72360,259,-1,-1,261,363,2,1,SNM000680,681,681.00,1,1,2026-08-24T00:00:00.000
681,20260614,20260615,6120,4,403,464,125,396,8,4,SNM000681,682,682.00,1,1,2026-08-24T00:00:00.000
682,20260714,20260810,16980,161,273,44,202,487,2,1,SNM000682,683,683.00,1,1,2026-08-24T00:00:00.000
683,20260629,20260730,62880,165,71,334,331,182,4,5,SNM000683,684,684.00,1,1,2026-08-24T00:00:00.000
684,20260710,20260616,59220,197,486,47,74,370,1,4,SNM000684,685,685.00,1,1,2026-08-24T00:00:00.000
685,20260623,20260529,27000,171,97,118,198,129,4,5,SNM000685,686,686.00,1,1,2026-08-24T00:00:00.000
686,20260609,20260815,1680,136,207,439,31,190,7,4,SNM000686,687,687.00,1,1,2026-08-24T00:00:00.000
687,20260721,20260808,76920,256,398,434,428,373,4,5,SNM000687,688,688.00,1,1,2026-08-24T00:00:00.000
688,20260818,20260818,17760,141,284,382,166,171,7,4,SNM000688,689,689.00,1,1,2026-08-24T00:00:00.000
689,20260619,20260606,38760,49,81,499,132,169,1,1,SNM000689,690,690.00,1,1,2026-08-24T00:00:00.000
690,20260527,20260804,42600,294,213,346,427,411,7,4,SNM000690,691,691.00,1,1,2026-08-24T00:00:00.000
691,20260528,20260801,62460,20,71,74,160,203,3,2,SNM000691,692,692.00,1,1,2026-08-24T00:00:00.000
692,20260618,20260612,85320,57,361,187,250,251,3,4,SNM000692,693,693.00,1,1,2026-08-24T00:00:00.000
693,20260607,20260709,56220,194,107,350,148,279,6,4,SNM000693,694,694.00,1,1,2026-08-24T00:00:00.000
694,20260626,20260820,68460,339,229,243,172,248,7,1,SNM000694,695,695.00,1,1,2026-08-24T00:00:00.000
695,20260808,20260529,85980,229,183,333,412,371,4,2,SNM000695,696,696.00,1,1,2026-08-24T00:00:00.000
696,20260612,20260822,28920,113,234,141,263,237,3,5,SNM000696,697,697.00,1,1,2026-08-24T00:00:00.000
697,20260719,20260728,63000,166,-1,-1,385,36,7,3,SNM000697,698,698.00,1,1,2026-08-24T00:00:00.000
698,20260806,20260630,51120,282,250,284,365,40,3,1,SNM000698,699,699.00,1,1,2026-08-24T00:00:00.000
699,20260629,20260729,55680,227,218,449,52,287,2,3,SNM000699,700,700.00,1,1,2026-08-24T00:00:00.000
700,20260628,20260824,30540,187,309,187,67,395,8,3,SNM000700,701,701.00,1,1,2026-08-24T00:00:00.000
701,20260717,20260722,71760,310,24,62,285,104,8,2,SNM000701,702,702.00,1,1,2026-08-24T00:00:00.000
702,20260607,20260617,46260,231,477,383,442,462,2,1,SNM000702,703,703.00,1,1,2026-08-24T00:00:00.000
703,20260803,20260815,9480,63,110,55,32,69,6,5,SNM000703,704,704.00,1,1,2026-08-24T00:00:00.000
704,20260622,20260618,30420,162,186,299,208,229,8,4,SNM000704,705,705.00,1,1,2026-08-24T00:00:00.000
705,20260609,20260726,46080,315,368,347,315,262,4,3,SNM000705,706,706.00,1,1,2026-08-24T00:00:00.000
706,20260719,20260812,80160,172,234,144,222,104,4,4,SNM000706,707,707.00,1,1,2026-08-24T00:00:00.000
707,20260713,20260823,1320,257,145,16,53,418,3,5,SNM000707,708,708.00,1,1,2026-08-24T00:00:00.000
708,20260607,20260728,38640,232,255,123,143,162,3,4,SNM000708,709,709.00,1,1,2026-08-24T00:00:00.000
709,20260711,20260613,42720,146,417,114,344,413,1,5,SNM000709,710,710.00,1,1,2026-08-24T00:00:00.000
710,20260622,20260822,5340,175,282,18,274,451,5,4,SNM000710,711,711.00,1,1,2026-08-24T00:00:00.000
711,20260607,20260623,22680,104,133,479,184,404,4,5,SNM000711,712,712.00,1,1,2026-08-24T00:00:00.000
712,20260808,20260818,14100,185,134,483,102,213,2,3,SNM000712,713,713.00,1,1,2026-08-24T00:00:00.000
713,20260714,20260718,68100,91,342,220,193,241,2,5,SNM000713,714,714.00,1,1,2026-08-24T00:00:00.000
714,20260821,20260824,84300,153,-1,-1,422,119,4,4,SNM000714,715,715.00,1,1,2026-08-24T00:00:00.000
715,20260813,20260729,31740,258,13,95,297,128,7,4,SNM000715,716,716.00,1,1,2026-08-24T00:00:00.000
