SalesOrderAllocationKey,AllocationDateKey,PromiseShipDateKey,AllocationTimeOfDayKey,SalesOrderLineKey,SalesFulfillmentPromiseKey,ProductKey,FulfillmentPlantKey,SalesAllocationStatusKey,UnitOfMeasureKey,AllocationDocumentNumber,RequestedQuantity,AllocatedQuantity,UnallocatedQuantity,SourceSystemKey,BatchId,LoadedAtUtc
824,20260627,20260806,14340,230,179,338,49,5,2,SOA000824,576.9000,576.9000,576.9000,1,1,2026-08-24T00:00:00.000
825,20260610,20260714,28680,146,20,337,164,1,1,SOA000825,577.6000,577.6000,577.6000,1,1,2026-08-24T00:00:00.000
826,20260714,20260702,61380,85,219,93,278,4,6,SOA000826,578.3000,578.3000,578.3000,1,1,2026-08-24T00:00:00.000
827,20260629,20260619,4800,100,474,464,204,8,4,SOA000827,579.0000,579.0000,579.0000,1,1,2026-08-24T00:00:00.000
828,20260531,20260721,11880,296,422,459,143,4,2,SOA000828,579.7000,579.7000,579.7000,1,1,2026-08-24T00:00:00.000
829,20260808,20260609,45060,375,343,319,285,10,2,SOA000829,580.4000,580.4000,580.4000,1,1,2026-08-24T00:00:00.000
830,20260819,20260811,44880,281,4,39,253,9,1,SOA000830,581.1000,581.1000,581.1000,1,1,2026-08-24T00:00:00.000
831,20260805,20260816,52320,457,145,222,184,3,1,SOA000831,581.8000,581.8000,581.8000,1,1,2026-08-24T00:00:00.000
832,20260806,20260613,50700,452,384,258,12,5,6,SOA000832,582.5000,582.5000,582.5000,1,1,2026-08-24T00:00:00.000
833,20260606,20260709,23760,174,218,60,6,3,6,SOA000833,583.2000,583.2000,583.2000,1,1,2026-08-24T00:00:00.000
834,20260710,20260615,69240,162,288,177,172,5,5,SOA000834,583.9000,583.9000,583.9000,1,1,2026-08-24T00:00:00.000
835,20260628,20260730,7800,214,96,23,297,1,7,SOA000835,584.6000,584.6000,584.6000,1,1,2026-08-24T00:00:00.000
836,20260706,20260720,59880,65,117,197,190,4,4,SOA000836,585.3000,585.3000,585.3000,1,1,2026-08-24T00:00:00.000
837,20260805,20260617,36120,387,158,405,149,5,7,SOA000837,586.0000,586.0000,586.0000,1,1,2026-08-24T00:00:00.000
838,20260801,20260711,49080,11,203,108,20,5,5,SOA000838,586.7000,586.7000,586.7000,1,1,2026-08-24T00:00:00.000
839,20260611,20260719,76680,318,381,455,244,4,2,SOA000839,587.4000,587.4000,587.4000,1,1,2026-08-24T00:00:00.000
840,20260627,20260624,83100,277,305,170,244,9,3,SOA000840,588.1000,588.1000,588.1000,1,1,2026-08-24T00:00:00.000
841,20260618,20260714,21300,392,203,405,51,7,1,SOA000841,588.8000,588.8000,588.8000,1,1,2026-08-24T00:00:00.000
842,20260609,20260613,26340,473,1,478,53,6,1,SOA000842,589.5000,589.5000,589.5000,1,1,2026-08-24T00:00:00.000
843,20260801,20260602,14880,211,368,10,14,4,1,SOA000843,590.2000,590.2000,590.2000,1,1,2026-08-24T00:00:00.000
844,20260624,20260824,40080,463,247,423,299,2,1,SOA000844,590.9000,590.9000,590.9000,1,1,2026-08-24T00:00:00.000
845,20260719,20260719,28500,187,474,92,229,6,6,SOA000845,591.6000,591.6000,591.6000,1,1,2026-08-24T00:00:00.000
846,20260629,20260703,12480,439,148,345,32,4,2,SOA000846,592.3000,592.3000,592.3000,1,1,2026-08-24T00:00:00.000
847,20260717,20260626,67200,441,50,173,231,10,1,SOA000847,593.0000,593.0000,593.0000,1,1,2026-08-24T00:00:00.000
848,20260613,20260728,16440,312,274,46,309,3,1,SOA000848,593.7000,593.7000,593.7000,1,1,2026-08-24T00:00:00.000
849,20260614,20260703,32220,325,397,440,79,7,2,SOA000849,594.4000,594.4000,594.4000,1,1,2026-08-24T00:00:00.000
850,20260824,20260730,28380,234,272,20,29,1,6,SOA000850,595.1000,595.1000,595.1000,1,1,2026-08-24T00:00:00.000
851,20260802,20260725,56400,293,123,132,305,8,7,SOA000851,595.8000,595.8000,595.8000,1,1,2026-08-24T00:00:00.000
852,20260713,20260724,12840,435,38,327,117,2,5,SOA000852,596.5000,596.5000,596.5000,1,1,2026-08-24T00:00:00.000
853,20260706,20260628,240,444,272,137,85,1,3,SOA000853,597.2000,597.2000,597.2000,1,1,2026-08-24T00:00:00.000
854,20260619,20260812,7620,315,301,71,332,4,2,SOA000854,597.9000,597.9000,597.9000,1,1,2026-08-24T00:00:00.000
855,20260627,20260730,35880,316,338,5,133,7,2,SOA000855,598.6000,598.6000,598.6000,1,1,2026-08-24T00:00:00.000
856,20260814,20260712,33900,261,405,198,140,7,5,SOA000856,599.3000,599.3000,599.3000,1,1,2026-08-24T00:00:00.000
857,20260810,20260707,72960,81,362,302,210,2,3,SOA000857,600.0000,600.0000,600.0000,1,1,2026-08-24T00:00:00.000
858,20260818,20260611,15060,239,388,281,281,5,6,SOA000858,600.7000,600.7000,600.7000,1,1,2026-08-24T00:00:00.000
859,20260603,20260816,73560,77,7,14,317,3,2,SOA000859,601.4000,601.4000,601.4000,1,1,2026-08-24T00:00:00.000
860,20260802,20260809,39720,377,153,42,100,5,3,SOA000860,602.1000,602.1000,602.1000,1,1,2026-08-24T00:00:00.000
861,20260824,20260725,73980,443,322,75,320,3,1,SOA000861,602.8000,602.8000,602.8000,1,1,2026-08-24T00:00:00.000
862,20260816,20260802,7800,141,346,282,172,6,6,SOA000862,603.5000,603.5000,603.5000,1,1,2026-08-24T00:00:00.000
863,20260719,20260608,23160,160,497,242,209,6,7,SOA000863,604.2000,604.2000,604.2000,1,1,2026-08-24T00:00:00.000
864,20260727,20260625,9480,188,490,359,58,4,2,SOA000864,604.9000,604.9000,604.9000,1,1,2026-08-24T00:00:00.000
865,20260711,20260719,38700,234,119,234,109,6,5,SOA000865,605.6000,605.6000,605.6000,1,1,2026-08-24T00:00:00.000
866,20260711,20260603,37800,254,219,462,146,1,5,SOA000866,606.3000,606.3000,606.3000,1,1,2026-08-24T00:00:00.000
867,20260619,20260730,3780,232,378,275,350,2,6,SOA000867,607.0000,607.0000,607.0000,1,1,2026-08-24T00:00:00.000
868,20260729,20260623,60240,305,425,214,293,7,2,SOA000868,607.7000,607.7000,607.7000,1,1,2026-08-24T00:00:00.000
869,20260809,20260722,23640,163,444,31,17,10,1,SOA000869,608.4000,608.4000,608.4000,1,1,2026-08-24T00:00:00.000
870,20260801,20260616,86100,55,314,118,193,5,6,SOA000870,609.1000,609.1000,609.1000,1,1,2026-08-24T00:00:00.000
871,20260625,20260630,6840,372,445,318,174,2,4,SOA000871,609.8000,609.8000,609.8000,1,1,2026-08-24T00:00:00.000
872,20260627,20260620,58920,286,247,481,187,2,1,SOA000872,610.5000,610.5000,610.5000,1,1,2026-08-24T00:00:00.000
873,20260619,20260815,50520,66,171,151,125,2,4,SOA000873,611.2000,611.2000,611.2000,1,1,2026-08-24T00:00:00.000
874,20260717,20260529,56520,141,66,386,96,8,5,SOA000874,611.9000,611.9000,611.9000,1,1,2026-08-24T00:00:00.000
875,20260811,20260703,74340,352,144,404,1,3,3,SOA000875,612.6000,612.6000,612.6000,1,1,2026-08-24T00:00:00.000
876,20260527,20260714,42360,284,368,42,19,3,2,SOA000876,613.3000,613.3000,613.3000,1,1,2026-08-24T00:00:00.000
877,20260629,20260719,51660,475,453,115,98,3,5,SOA000877,614.0000,614.0000,614.0000,1,1,2026-08-24T00:00:00.000
878,20260527,20260621,2160,492,152,195,212,10,5,SOA000878,614.7000,614.7000,614.7000,1,1,2026-08-24T00:00:00.000
879,20260601,20260730,77820,77,265,385,14,3,4,SOA000879,615.4000,615.4000,615.4000,1,1,2026-08-24T00:00:00.000
880,20260608,20260711,46320,153,101,26,130,8,2,SOA000880,616.1000,616.1000,616.1000,1,1,2026-08-24T00:00:00.000
881,20260705,20260807,82140,455,184,145,260,1,1,SOA000881,616.8000,616.8000,616.8000,1,1,2026-08-24T00:00:00.000
882,20260711,20260719,660,101,67,458,180,10,5,SOA000882,617.5000,617.5000,617.5000,1,1,2026-08-24T00:00:00.000
883,20260809,20260606,33780,329,295,149,28,6,5,SOA000883,618.2000,618.2000,618.2000,1,1,2026-08-24T00:00:00.000
884,20260619,20260713,69240,415,211,346,207,8,5,SOA000884,618.9000,618.9000,618.9000,1,1,2026-08-24T00:00:00.000
885,20260724,20260708,20820,117,225,12,239,6,7,SOA000885,619.6000,619.6000,619.6000,1,1,2026-08-24T00:00:00.000
886,20260726,20260719,61380,327,411,119,167,2,1,SOA000886,620.3000,620.3000,620.3000,1,1,2026-08-24T00:00:00.000
887,20260726,20260621,29100,72,468,372,202,4,6,SOA000887,621.0000,621.0000,621.0000,1,1,2026-08-24T00:00:00.000
888,20260816,20260708,51180,284,234,49,332,3,7,SOA000888,621.7000,621.7000,621.7000,1,1,2026-08-24T00:00:00.000
889,20260617,20260805,19740,389,428,288,106,5,3,SOA000889,622.4000,622.4000,622.4000,1,1,2026-08-24T00:00:00.000
890,20260727,20260625,79380,63,120,130,16,4,1,SOA000890,623.1000,623.1000,623.1000,1,1,2026-08-24T00:00:00.000
891,20260617,20260709,60900,255,376,397,152,4,5,SOA000891,623.8000,623.8000,623.8000,1,1,2026-08-24T00:00:00.000
892,20260816,20260812,20280,188,119,315,126,1,1,SOA000892,624.5000,624.5000,624.5000,1,1,2026-08-24T00:00:00.000
893,20260625,20260610,33540,157,392,400,307,3,4,SOA000893,625.2000,625.2000,625.2000,1,1,2026-08-24T00:00:00.000
894,20260810,20260726,23160,370,410,397,206,1,2,SOA000894,625.9000,625.9000,625.9000,1,1,2026-08-24T00:00:00.000
895,20260601,20260819,16800,470,329,79,271,3,7,SOA000895,626.6000,626.6000,626.6000,1,1,2026-08-24T00:00:00.000
896,20260610,20260622,29640,227,405,137,167,9,4,SOA000896,627.3000,627.3000,627.3000,1,1,2026-08-24T00:00:00.000
897,20260712,20260714,31320,498,8,314,320,7,7,SOA000897,628.0000,628.0000,628.0000,1,1,2026-08-24T00:00:00.000
898,20260803,20260705,82740,92,339,242,202,3,7,SOA000898,628.7000,628.7000,628.7000,1,1,2026-08-24T00:00:00.000
899,20260809,20260616,57840,118,436,50,251,2,4,SOA000899,629.4000,629.4000,629.4000,1,1,2026-08-24T00:00:00.000
900,20260722,20260528,86280,395,182,339,184,1,2,SOA000900,630.1000,630.1000,630.1000,1,1,2026-08-24T00:00:00.000
901,20260706,20260703,33780,35,189,139,6,8,2,SOA000901,630.8000,630.8000,630.8000,1,1,2026-08-24T00:00:00.000
902,20260808,20260725,32520,389,418,344,175,1,6,SOA000902,631.5000,631.5000,631.5000,1,1,2026-08-24T00:00:00.000
903,20260615,20260808,78000,392,367,56,253,6,1,SOA000903,632.2000,632.2000,632.2000,1,1,2026-08-24T00:00:00.000
904,20260610,20260527,63900,334,66,176,220,7,7,SOA000904,632.9000,632.9000,632.9000,1,1,2026-08-24T00:00:00.000
905,20260621,20260714,45300,266,187,32,107,4,4,SOA000905,633.6000,633.6000,633.6000,1,1,2026-08-24T00:00:00.000
906,20260820,20260814,44460,47,151,144,199,6,7,SOA000906,634.3000,634.3000,634.3000,1,1,2026-08-24T00:00:00.000
907,20260809,20260804,20280,64,316,187,66,4,1,SOA000907,635.0000,635.0000,635.0000,1,1,2026-08-24T00:00:00.000
908,20260603,20260625,9360,64,16,448,33,6,5,SOA000908,635.7000,635.7000,635.7000,1,1,2026-08-24T00:00:00.000
909,20260705,20260812,59340,370,364,355,258,7,4,SOA000909,636.4000,636.4000,636.4000,1,1,2026-08-24T00:00:00.000
910,20260712,20260529,6420,500,413,303,2,3,5,SOA000910,637.1000,637.1000,637.1000,1,1,2026-08-24T00:00:00.000
911,20260728,20260720,38760,229,254,98,156,8,4,SOA000911,637.8000,637.8000,637.8000,1,1,2026-08-24T00:00:00.000
912,20260703,20260709,4320,113,66,254,319,6,5,SOA000912,638.5000,638.5000,638.5000,1,1,2026-08-24T00:00:00.000
913,20260721,20260610,21240,202,454,179,247,7,6,SOA000913,639.2000,639.2000,639.2000,1,1,2026-08-24T00:00:00.000
914,20260621,20260722,21660,68,447,385,317,10,7,SOA000914,639.9000,639.9000,639.9000,1,1,2026-08-24T00:00:00.000
915,20260701,20260725,840,37,341,62,130,9,4,SOA000915,640.6000,640.6000,640.6000,1,1,2026-08-24T00:00:00.000
916,20260618,20260705,120,218,124,37,104,2,1,SOA000916,641.3000,641.3000,641.3000,1,1,2026-08-24T00:00:00.000
917,20260706,20260613,43080,202,177,238,251,7,4,SOA000917,642.0000,642.0000,642.0000,1,1,2026-08-24T00:00:00.000
918,20260824,20260625,59280,199,108,76,36,8,1,SOA000918,642.7000,642.7000,642.7000,1,1,2026-08-24T00:00:00.000
919,20260704,20260609,28740,45,246,412,53,1,3,SOA000919,643.4000,643.4000,643.4000,1,1,2026-08-24T00:00:00.000
920,20260708,20260709,18180,215,284,194,29,9,3,SOA000920,644.1000,644.1000,644.1000,1,1,2026-08-24T00:00:00.000
921,20260611,20260713,3240,84,374,146,279,7,6,SOA000921,644.8000,644.8000,644.8000,1,1,2026-08-24T00:00:00.000
922,20260805,20260610,44100,169,18,263,44,1,7,SOA000922,645.5000,645.5000,645.5000,1,1,2026-08-24T00:00:00.000
923,20260715,20260816,40020,120,56,440,22,1,4,SOA000923,646.2000,646.2000,646.2000,1,1,2026-08-24T00:00:00.000
924,20260614,20260824,43200,285,93,399,161,8,5,SOA000924,646.9000,646.9000,646.9000,1,1,2026-08-24T00:00:00.000
925,20260617,20260708,58260,67,263,157,292,7,2,SOA000925,647.6000,647.6000,647.6000,1,1,2026-08-24T00:00:00.000
926,20260714,20260602,19200,480,360,55,250,9,2,SOA000926,648.3000,648.3000,648.3000,1,1,2026-08-24T00:00:00.000
927,20260622,20260712,39900,254,236,341,11,8,1,SOA000927,649.0000,649.0000,649.0000,1,1,2026-08-24T00:00:00.000
928,20260608,20260611,30300,181,421,462,70,10,5,SOA000928,649.7000,649.7000,649.7000,1,1,2026-08-24T00:00:00.000
929,20260817,20260815,80640,240,389,256,143,8,4,SOA000929,650.4000,650.4000,650.4000,1,1,2026-08-24T00:00:00.000
930,20260714,20260529,51660,478,24,309,289,5,5,SOA000930,651.1000,651.1000,651.1000,1,1,2026-08-24T00:00:00.000
931,20260528,20260527,33060,29,197,324,22,1,6,SOA000931,651.8000,651.8000,651.8000,1,1,2026-08-24T00:00:00.000
932,20260613,20260705,62460,126,416,42,319,5,1,SOA000932,652.5000,652.5000,652.5000,1,1,2026-08-24T00:00:00.000
933,20260611,20260605,32760,133,481,235,296,9,2,SOA000933,653.2000,653.2000,653.2000,1,1,2026-08-24T00:00:00.000
934,20260626,20260629,40740,428,270,468,156,8,5,SOA000934,653.9000,653.9000,653.9000,1,1,2026-08-24T00:00:00.000
935,20260528,20260706,32040,268,71,109,185,6,2,SOA000935,654.6000,654.6000,654.6000,1,1,2026-08-24T00:00:00.000
936,20260620,20260601,78060,124,39,360,56,8,4,SOA000936,655.3000,655.3000,655.3000,1,1,2026-08-24T00:00:00.000
937,20260707,20260812,67140,183,346,352,121,9,1,SOA000937,656.0000,656.0000,656.0000,1,1,2026-08-24T00:00:00.000
938,20260813,20260711,31260,368,445,404,162,7,5,SOA000938,656.7000,656.7000,656.7000,1,1,2026-08-24T00:00:00.000
939,20260722,20260813,73680,471,334,1,275,1,3,SOA000939,657.4000,657.4000,657.4000,1,1,2026-08-24T00:00:00.000
940,20260806,20260615,50160,179,44,268,212,2,3,SOA000940,658.1000,658.1000,658.1000,1,1,2026-08-24T00:00:00.000
941,20260713,20260814,83580,100,206,66,297,6,5,SOA000941,658.8000,658.8000,658.8000,1,1,2026-08-24T00:00:00.000
942,20260723,20260724,70740,426,237,117,280,9,3,SOA000942,659.5000,659.5000,659.5000,1,1,2026-08-24T00:00:00.000
943,20260528,20260810,64320,277,88,15,146,4,7,SOA000943,660.2000,660.2000,660.2000,1,1,2026-08-24T00:00:00.000
944,20260621,20260612,80640,50,239,9,311,5,7,SOA000944,660.9000,660.9000,660.9000,1,1,2026-08-24T00:00:00.000
945,20260714,20260725,69960,249,439,244,36,8,4,SOA000945,661.6000,661.6000,661.6000,1,1,2026-08-24T00:00:00.000
946,20260804,20260620,7800,117,306,93,160,4,2,SOA000946,662.3000,662.3000,662.3000,1,1,2026-08-24T00:00:00.000
947,20260719,20260824,69120,430,81,271,174,4,4,SOA000947,663.0000,663.0000,663.0000,1,1,2026-08-24T00:00:00.000
948,20260815,20260717,83280,193,229,312,11,4,1,SOA000948,663.7000,663.7000,663.7000,1,1,2026-08-24T00:00:00.000
949,20260727,20260815,37980,279,203,6,145,3,1,SOA000949,664.4000,664.4000,664.4000,1,1,2026-08-24T00:00:00.000
950,20260806,20260809,30180,152,317,181,192,5,5,SOA000950,665.1000,665.1000,665.1000,1,1,2026-08-24T00:00:00.000
951,20260628,20260618,75060,213,249,370,283,1,5,SOA000951,665.8000,665.8000,665.8000,1,1,2026-08-24T00:00:00.000
952,20260811,20260815,35520,96,441,332,86,8,5,SOA000952,666.5000,666.5000,666.5000,1,1,2026-08-24T00:00:00.000
953,20260819,20260622,45540,17,17,461,207,8,1,SOA000953,667.2000,667.2000,667.2000,1,1,2026-08-24T00:00:00.000
954,20260812,20260707,8520,272,459,329,96,2,2,SOA000954,667.9000,667.9000,667.9000,1,1,2026-08-24T00:00:00.000
955,20260703,20260602,61380,11,445,354,212,6,7,SOA000955,668.6000,668.6000,668.6000,1,1,2026-08-24T00:00:00.000
956,20260816,20260603,72720,193,97,471,114,9,3,SOA000956,669.3000,669.3000,669.3000,1,1,2026-08-24T00:00:00.000
957,20260622,20260719,68460,240,488,351,138,4,6,SOA000957,670.0000,670.0000,670.0000,1,1,2026-08-24T00:00:00.000
958,20260604,20260814,36540,139,134,345,295,5,7,SOA000958,670.7000,670.7000,670.7000,1,1,2026-08-24T00:00:00.000
959,20260610,20260718,5880,111,164,350,317,2,3,SOA000959,671.4000,671.4000,671.4000,1,1,2026-08-24T00:00:00.000
960,20260812,20260608,79800,242,277,421,77,7,4,SOA000960,672.1000,672.1000,672.1000,1,1,2026-08-24T00:00:00.000
961,20260804,20260701,65940,123,463,409,248,3,5,SOA000961,672.8000,672.8000,672.8000,1,1,2026-08-24T00:00:00.000
962,20260607,20260721,68940,20,445,346,313,1,1,SOA000962,673.5000,673.5000,673.5000,1,1,2026-08-24T00:00:00.000
963,20260821,20260603,22440,141,469,166,73,7,1,SOA000963,674.2000,674.2000,674.2000,1,1,2026-08-24T00:00:00.000
964,20260622,20260608,27540,105,251,159,320,8,7,SOA000964,674.9000,674.9000,674.9000,1,1,2026-08-24T00:00:00.000
965,20260725,20260720,39000,403,154,197,215,9,2,SOA000965,675.6000,675.6000,675.6000,1,1,2026-08-24T00:00:00.000
966,20260629,20260811,15360,208,8,369,25,1,4,SOA000966,676.3000,676.3000,676.3000,1,1,2026-08-24T00:00:00.000
967,20260611,20260607,27060,281,296,487,241,9,7,SOA000967,677.0000,677.0000,677.0000,1,1,2026-08-24T00:00:00.000
968,20260701,20260623,15780,243,90,53,209,7,1,SOA000968,677.7000,677.7000,677.7000,1,1,2026-08-24T00:00:00.000
969,20260726,20260819,69180,315,425,41,190,2,2,SOA000969,678.4000,678.4000,678.4000,1,1,2026-08-24T00:00:00.000
970,20260723,20260624,16380,241,286,282,264,3,2,SOA000970,679.1000,679.1000,679.1000,1,1,2026-08-24T00:00:00.000
971,20260731,20260706,23820,346,52,422,253,4,6,SOA000971,679.8000,679.8000,679.8000,1,1,2026-08-24T00:00:00.000
972,20260602,20260801,63720,13,12,454,34,7,5,SOA000972,680.5000,680.5000,680.5000,1,1,2026-08-24T00:00:00.000
973,20260615,20260724,16140,70,157,249,346,3,4,SOA000973,681.2000,681.2000,681.2000,1,1,2026-08-24T00:00:00.000
974,20260708,20260814,72960,414,97,238,281,10,2,SOA000974,681.9000,681.9000,681.9000,1,1,2026-08-24T00:00:00.000
975,20260528,20260726,10500,166,96,336,244,1,3,SOA000975,682.6000,682.6000,682.6000,1,1,2026-08-24T00:00:00.000
976,20260527,20260614,8100,31,247,353,233,2,6,SOA000976,683.3000,683.3000,683.3000,1,1,2026-08-24T00:00:00.000
977,20260616,20260606,55380,73,467,350,280,1,4,SOA000977,684.0000,684.0000,684.0000,1,1,2026-08-24T00:00:00.000
978,20260616,20260724,41400,41,431,448,65,5,3,SOA000978,684.7000,684.7000,684.7000,1,1,2026-08-24T00:00:00.000
979,20260706,20260710,30240,222,463,265,25,5,3,SOA000979,685.4000,685.4000,685.4000,1,1,2026-08-24T00:00:00.000
980,20260610,20260807,12360,112,30,18,246,4,6,SOA000980,686.1000,686.1000,686.1000,1,1,2026-08-24T00:00:00.000
981,20260824,20260809,3360,88,361,181,273,2,2,SOA000981,686.8000,686.8000,686.8000,1,1,2026-08-24T00:00:00.000
982,20260714,20260710,21600,199,364,392,165,4,3,SOA000982,687.5000,687.5000,687.5000,1,1,2026-08-24T00:00:00.000
983,20260808,20260615,57480,210,351,256,296,6,7,SOA000983,688.2000,688.2000,688.2000,1,1,2026-08-24T00:00:00.000
984,20260803,20260603,37980,217,82,184,166,1,7,SOA000984,688.9000,688.9000,688.9000,1,1,2026-08-24T00:00:00.000
985,20260718,20260726,75240,177,389,38,7,1,6,SOA000985,689.6000,689.6000,689.6000,1,1,2026-08-24T00:00:00.000
986,20260602,20260727,43140,185,130,342,65,5,1,SOA000986,690.3000,690.3000,690.3000,1,1,2026-08-24T00:00:00.000
987,20260607,20260623,46560,323,450,65,162,10,7,SOA000987,691.0000,691.0000,691.0000,1,1,2026-08-24T00:00:00.000
988,20260620,20260729,76680,415,36,281,246,8,6,SOA000988,691.7000,691.7000,691.7000,1,1,2026-08-24T00:00:00.000
989,20260616,20260617,57180,158,323,105,295,10,7,SOA000989,692.4000,692.4000,692.4000,1,1,2026-08-24T00:00:00.000
990,20260616,20260721,15480,377,79,325,66,8,5,SOA000990,693.1000,693.1000,693.1000,1,1,2026-08-24T00:00:00.000
991,20260802,20260801,23520,472,351,438,123,9,7,SOA000991,693.8000,693.8000,693.8000,1,1,2026-08-24T00:00:00.000
992,20260728,20260624,18540,106,143,73,107,3,5,SOA000992,694.5000,694.5000,694.5000,1,1,2026-08-24T00:00:00.000
993,20260718,20260705,83220,89,165,235,227,6,4,SOA000993,695.2000,695.2000,695.2000,1,1,2026-08-24T00:00:00.000
994,20260811,20260612,37080,253,437,69,147,3,7,SOA000994,695.9000,695.9000,695.9000,1,1,2026-08-24T00:00:00.000
995,20260730,20260630,17340,275,455,64,173,3,5,SOA000995,696.6000,696.6000,696.6000,1,1,2026-08-24T00:00:00.000
996,20260629,20260626,76620,264,250,427,318,10,1,SOA000996,697.3000,697.3000,697.3000,1,1,2026-08-24T00:00:00.000
997,20260605,20260709,55920,93,59,36,15,1,1,SOA000997,698.0000,698.0000,698.0000,1,1,2026-08-24T00:00:00.000
998,20260529,20260618,45960,229,292,435,156,7,4,SOA000998,698.7000,698.7000,698.7000,1,1,2026-08-24T00:00:00.000
999,20260814,20260801,19740,368,294,146,95,6,5,SOA000999,699.4000,699.4000,699.4000,1,1,2026-08-24T00:00:00.000
1000,20260707,20260625,30960,442,79,220,309,4,4,SOA001000,700.1000,700.1000,700.1000,1,1,2026-08-24T00:00:00.000
1001,20260709,20260619,38100,377,37,442,39,9,7,SOA001001,700.8000,700.8000,700.8000,1,1,2026-08-24T00:00:00.000
1002,20260604,20260718,55560,83,54,173,60,8,6,SOA001002,701.5000,701.5000,701.5000,1,1,2026-08-24T00:00:00.000
1003,20260604,20260820,53220,164,227,102,341,7,3,SOA001003,702.2000,702.2000,702.2000,1,1,2026-08-24T00:00:00.000
1004,20260804,20260811,17460,425,411,263,305,6,3,SOA001004,702.9000,702.9000,702.9000,1,1,2026-08-24T00:00:00.000
1005,20260608,20260807,67860,62,7,83,132,10,2,SOA001005,703.6000,703.6000,703.6000,1,1,2026-08-24T00:00:00.000
1006,20260731,20260809,300,222,348,164,315,8,3,SOA001006,704.3000,704.3000,704.3000,1,1,2026-08-24T00:00:00.000
1007,20260726,20260703,14220,132,305,424,56,10,4,SOA001007,705.0000,705.0000,705.0000,1,1,2026-08-24T00:00:00.000
1008,20260816,20260614,7740,254,193,230,74,9,6,SOA001008,705.7000,705.7000,705.7000,1,1,2026-08-24T00:00:00.000
1009,20260713,20260603,46800,167,367,12,92,5,4,SOA001009,706.4000,706.4000,706.4000,1,1,2026-08-24T00:00:00.000
1010,20260803,20260802,37020,479,334,24,204,4,1,SOA001010,707.1000,707.1000,707.1000,1,1,2026-08-24T00:00:00.000
1011,20260729,20260801,25020,419,229,118,8,9,6,SOA001011,707.8000,707.8000,707.8000,1,1,2026-08-24T00:00:00.000
1012,20260622,20260814,75840,212,413,294,48,9,7,SOA001012,708.5000,708.5000,708.5000,1,1,2026-08-24T00:00:00.000
1013,20260527,20260813,27000,464,398,176,207,1,7,SOA001013,709.2000,709.2000,709.2000,1,1,2026-08-24T00:00:00.000
1014,20260627,20260703,82920,335,355,20,47,8,1,SOA001014,709.9000,709.9000,709.9000,1,1,2026-08-24T00:00:00.000
1015,20260707,20260724,78960,404,181,61,337,4,3,SOA001015,710.6000,710.6000,710.6000,1,1,2026-08-24T00:00:00.000
1016,20260623,20260703,55140,263,398,366,150,3,3,SOA001016,711.3000,711.3000,711.3000,1,1,2026-08-24T00:00:00.000
1017,20260614,20260527,23700,144,81,142,269,4,6,SOA001017,712.0000,712.0000,712.0000,1,1,2026-08-24T00:00:00.000
1018,20260809,20260527,11340,425,281,201,310,2,3,SOA001018,712.7000,712.7000,712.7000,1,1,2026-08-24T00:00:00.000
1019,20260712,20260604,66480,65,478,473,302,1,6,SOA001019,713.4000,713.4000,713.4000,1,1,2026-08-24T00:00:00.000
1020,20260704,20260804,60600,162,24,274,114,3,7,SOA001020,714.1000,714.1000,714.1000,1,1,2026-08-24T00:00:00.000
1021,20260701,20260630,32580,429,133,83,104,2,1,SOA001021,714.8000,714.8000,714.8000,1,1,2026-08-24T00:00:00.000
1022,20260621,20260602,70620,430,307,186,126,8,7,SOA001022,715.5000,715.5000,715.5000,1,1,2026-08-24T00:00:00.000
1023,20260615,20260620,34140,482,433,388,30,6,1,SOA001023,716.2000,716.2000,716.2000,1,1,2026-08-24T00:00:00.000
1024,20260604,20260712,79920,247,437,331,96,8,6,SOA001024,716.9000,716.9000,716.9000,1,1,2026-08-24T00:00:00.000
1025,20260719,20260601,12120,209,125,226,272,2,7,SOA001025,717.6000,717.6000,717.6000,1,1,2026-08-24T00:00:00.000
1026,20260805,20260612,5640,361,52,339,337,2,7,SOA001026,718.3000,718.3000,718.3000,1,1,2026-08-24T00:00:00.000
1027,20260724,20260728,42660,221,422,454,325,1,2,SOA001027,719.0000,719.0000,719.0000,1,1,2026-08-24T00:00:00.000
1028,20260824,20260816,63720,49,166,345,104,7,3,SOA001028,719.7000,719.7000,719.7000,1,1,2026-08-24T00:00:00.000
1029,20260618,20260615,44700,460,194,48,308,1,5,SOA001029,720.4000,720.4000,720.4000,1,1,2026-08-24T00:00:00.000
1030,20260804,20260704,57420,464,196,309,89,1,3,SOA001030,721.1000,721.1000,721.1000,1,1,2026-08-24T00:00:00.000
1031,20260811,20260729,18060,267,254,377,51,6,3,SOA001031,721.8000,721.8000,721.8000,1,1,2026-08-24T00:00:00.000
1032,20260623,20260714,180,317,378,79,310,2,4,SOA001032,722.5000,722.5000,722.5000,1,1,2026-08-24T00:00:00.000
1033,20260824,20260729,12780,496,76,419,335,5,7,SOA001033,723.2000,723.2000,723.2000,1,1,2026-08-24T00:00:00.000
1034,20260718,20260820,55620,72,134,156,230,10,3,SOA001034,723.9000,723.9000,723.9000,1,1,2026-08-24T00:00:00.000
1035,20260609,20260616,21060,267,318,38,78,3,5,SOA001035,724.6000,724.6000,724.6000,1,1,2026-08-24T00:00:00.000
