LaborHeadcountSnapshotKey,SnapshotDateKey,PlantKey,CostCenterKey,BusinessUnitKey,LaborJobGradeKey,LaborEmploymentStatusKey,HeadcountQuantity,FullTimeEquivalentQuantity,OpenPositionQuantity,SourceSystemKey,BatchId,LoadedAtUtc
640,20260704,64,96,125,9,4,448.1000,448.1000,448.1000,1,1,2026-08-24T00:00:00.000
641,20260821,163,41,219,19,2,448.8000,448.8000,448.8000,1,1,2026-08-24T00:00:00.000
642,20260530,302,462,490,4,6,449.5000,449.5000,449.5000,1,1,2026-08-24T00:00:00.000
643,20260615,242,340,402,10,7,450.2000,450.2000,450.2000,1,1,2026-08-24T00:00:00.000
644,20260721,284,463,416,25,3,450.9000,450.9000,450.9000,1,1,2026-08-24T00:00:00.000
645,20260711,69,130,65,19,1,451.6000,451.6000,451.6000,1,1,2026-08-24T00:00:00.000
646,20260610,250,97,97,30,8,452.3000,452.3000,452.3000,1,1,2026-08-24T00:00:00.000
647,20260630,107,286,75,19,2,453.0000,453.0000,453.0000,1,1,2026-08-24T00:00:00.000
648,20260716,227,309,93,34,1,453.7000,453.7000,453.7000,1,1,2026-08-24T00:00:00.000
649,20260724,40,88,227,32,6,454.4000,454.4000,454.4000,1,1,2026-08-24T00:00:00.000
650,20260808,174,461,444,10,8,455.1000,455.1000,455.1000,1,1,2026-08-24T00:00:00.000
651,20260616,74,91,359,28,5,455.8000,455.8000,455.8000,1,1,2026-08-24T00:00:00.000
652,20260722,45,59,326,16,8,456.5000,456.5000,456.5000,1,1,2026-08-24T00:00:00.000
653,20260819,120,342,287,29,3,457.2000,457.2000,457.2000,1,1,2026-08-24T00:00:00.000
654,20260706,127,442,442,6,8,457.9000,457.9000,457.9000,1,1,2026-08-24T00:00:00.000
655,20260804,265,301,300,3,4,458.6000,458.6000,458.6000,1,1,2026-08-24T00:00:00.000
656,20260713,221,112,275,32,7,459.3000,459.3000,459.3000,1,1,2026-08-24T00:00:00.000
657,20260617,103,160,175,33,8,460.0000,460.0000,460.0000,1,1,2026-08-24T00:00:00.000
658,20260528,148,205,388,3,1,460.7000,460.7000,460.7000,1,1,2026-08-24T00:00:00.000
659,20260713,89,39,492,29,6,461.4000,461.4000,461.4000,1,1,2026-08-24T00:00:00.000
660,20260726,292,454,311,27,7,462.1000,462.1000,462.1000,1,1,2026-08-24T00:00:00.000
661,20260529,6,289,269,22,8,462.8000,462.8000,462.8000,1,1,2026-08-24T00:00:00.000
662,20260703,200,129,236,22,4,463.5000,463.5000,463.5000,1,1,2026-08-24T00:00:00.000
663,20260817,136,41,30,6,7,464.2000,464.2000,464.2000,1,1,2026-08-24T00:00:00.000
664,20260528,279,128,221,31,8,464.9000,464.9000,464.9000,1,1,2026-08-24T00:00:00.000
665,20260603,254,440,21,31,6,465.6000,465.6000,465.6000,1,1,2026-08-24T00:00:00.000
666,20260728,226,125,349,12,4,466.3000,466.3000,466.3000,1,1,2026-08-24T00:00:00.000
667,20260606,209,285,475,12,5,467.0000,467.0000,467.0000,1,1,2026-08-24T00:00:00.000
668,20260714,49,331,101,30,3,467.7000,467.7000,467.7000,1,1,2026-08-24T00:00:00.000
669,20260816,219,361,212,7,4,468.4000,468.4000,468.4000,1,1,2026-08-24T00:00:00.000
670,20260725,73,185,471,23,8,469.1000,469.1000,469.1000,1,1,2026-08-24T00:00:00.000
671,20260806,246,108,349,20,8,469.8000,469.8000,469.8000,1,1,2026-08-24T00:00:00.000
672,20260801,36,140,305,17,8,470.5000,470.5000,470.5000,1,1,2026-08-24T00:00:00.000
673,20260529,192,426,58,26,2,471.2000,471.2000,471.2000,1,1,2026-08-24T00:00:00.000
674,20260627,340,78,470,2,5,471.9000,471.9000,471.9000,1,1,2026-08-24T00:00:00.000
675,20260606,322,260,484,31,4,472.6000,472.6000,472.6000,1,1,2026-08-24T00:00:00.000
676,20260815,177,270,216,27,4,473.3000,473.3000,473.3000,1,1,2026-08-24T00:00:00.000
677,20260720,22,364,252,21,7,474.0000,474.0000,474.0000,1,1,2026-08-24T00:00:00.000
678,20260819,2,18,140,6,4,474.7000,474.7000,474.7000,1,1,2026-08-24T00:00:00.000
679,20260529,272,216,367,21,4,475.4000,475.4000,475.4000,1,1,2026-08-24T00:00:00.000
680,20260612,299,165,100,11,1,476.1000,476.1000,476.1000,1,1,2026-08-24T00:00:00.000
681,20260727,298,263,405,7,3,476.8000,476.8000,476.8000,1,1,2026-08-24T00:00:00.000
682,20260615,280,14,395,23,2,477.5000,477.5000,477.5000,1,1,2026-08-24T00:00:00.000
683,20260611,164,42,84,10,2,478.2000,478.2000,478.2000,1,1,2026-08-24T00:00:00.000
684,20260608,74,196,316,9,3,478.9000,478.9000,478.9000,1,1,2026-08-24T00:00:00.000
685,20260724,36,258,12,16,8,479.6000,479.6000,479.6000,1,1,2026-08-24T00:00:00.000
686,20260630,35,425,82,28,3,480.3000,480.3000,480.3000,1,1,2026-08-24T00:00:00.000
687,20260710,103,335,171,19,4,481.0000,481.0000,481.0000,1,1,2026-08-24T00:00:00.000
688,20260717,164,161,488,18,1,481.7000,481.7000,481.7000,1,1,2026-08-24T00:00:00.000
689,20260729,295,128,269,2,2,482.4000,482.4000,482.4000,1,1,2026-08-24T00:00:00.000
690,20260824,179,217,328,8,8,483.1000,483.1000,483.1000,1,1,2026-08-24T00:00:00.000
691,20260725,187,27,264,34,4,483.8000,483.8000,483.8000,1,1,2026-08-24T00:00:00.000
692,20260605,126,383,449,9,4,484.5000,484.5000,484.5000,1,1,2026-08-24T00:00:00.000
693,20260818,257,121,267,13,2,485.2000,485.2000,485.2000,1,1,2026-08-24T00:00:00.000
694,20260618,141,332,151,9,8,485.9000,485.9000,485.9000,1,1,2026-08-24T00:00:00.000
695,20260602,193,345,86,11,6,486.6000,486.6000,486.6000,1,1,2026-08-24T00:00:00.000
696,20260713,310,178,333,4,3,487.3000,487.3000,487.3000,1,1,2026-08-24T00:00:00.000
697,20260602,297,151,470,25,6,488.0000,488.0000,488.0000,1,1,2026-08-24T00:00:00.000
698,20260822,271,325,214,6,1,488.7000,488.7000,488.7000,1,1,2026-08-24T00:00:00.000
699,20260805,83,71,219,4,5,489.4000,489.4000,489.4000,1,1,2026-08-24T00:00:00.000
700,20260614,18,132,497,28,4,490.1000,490.1000,490.1000,1,1,2026-08-24T00:00:00.000
701,20260629,246,201,296,29,4,490.8000,490.8000,490.8000,1,1,2026-08-24T00:00:00.000
702,20260601,315,292,263,29,3,491.5000,491.5000,491.5000,1,1,2026-08-24T00:00:00.000
703,20260603,38,354,357,24,8,492.2000,492.2000,492.2000,1,1,2026-08-24T00:00:00.000
704,20260610,193,149,193,33,3,492.9000,492.9000,492.9000,1,1,2026-08-24T00:00:00.000
705,20260713,318,235,369,11,1,493.6000,493.6000,493.6000,1,1,2026-08-24T00:00:00.000
706,20260723,79,78,206,19,5,494.3000,494.3000,494.3000,1,1,2026-08-24T00:00:00.000
707,20260724,187,437,91,26,5,495.0000,495.0000,495.0000,1,1,2026-08-24T00:00:00.000
708,20260817,21,448,269,6,1,495.7000,495.7000,495.7000,1,1,2026-08-24T00:00:00.000
709,20260626,81,286,236,16,1,496.4000,496.4000,496.4000,1,1,2026-08-24T00:00:00.000
710,20260807,113,149,1,13,1,497.1000,497.1000,497.1000,1,1,2026-08-24T00:00:00.000
711,20260529,313,419,426,4,1,497.8000,497.8000,497.8000,1,1,2026-08-24T00:00:00.000
712,20260622,288,251,169,19,8,498.5000,498.5000,498.5000,1,1,2026-08-24T00:00:00.000
713,20260602,10,375,36,6,3,499.2000,499.2000,499.2000,1,1,2026-08-24T00:00:00.000
714,20260815,38,50,312,29,8,499.9000,499.9000,499.9000,1,1,2026-08-24T00:00:00.000
715,20260810,265,170,202,1,5,500.6000,500.6000,500.6000,1,1,2026-08-24T00:00:00.000
716,20260822,315,5,300,6,5,501.3000,501.3000,501.3000,1,1,2026-08-24T00:00:00.000
717,20260615,40,454,381,21,6,502.0000,502.0000,502.0000,1,1,2026-08-24T00:00:00.000
718,20260822,178,300,147,28,3,502.7000,502.7000,502.7000,1,1,2026-08-24T00:00:00.000
719,20260820,218,469,188,22,2,503.4000,503.4000,503.4000,1,1,2026-08-24T00:00:00.000
720,20260809,178,407,428,7,5,504.1000,504.1000,504.1000,1,1,2026-08-24T00:00:00.000
721,20260714,164,270,258,7,6,504.8000,504.8000,504.8000,1,1,2026-08-24T00:00:00.000
722,20260714,232,368,64,4,5,505.5000,505.5000,505.5000,1,1,2026-08-24T00:00:00.000
723,20260725,299,380,57,28,2,506.2000,506.2000,506.2000,1,1,2026-08-24T00:00:00.000
724,20260729,264,404,216,23,8,506.9000,506.9000,506.9000,1,1,2026-08-24T00:00:00.000
725,20260616,36,210,11,15,6,507.6000,507.6000,507.6000,1,1,2026-08-24T00:00:00.000
726,20260812,17,223,325,33,6,508.3000,508.3000,508.3000,1,1,2026-08-24T00:00:00.000
727,20260626,36,366,303,1,1,509.0000,509.0000,509.0000,1,1,2026-08-24T00:00:00.000
728,20260630,93,199,175,22,2,509.7000,509.7000,509.7000,1,1,2026-08-24T00:00:00.000
729,20260621,190,374,267,29,7,510.4000,510.4000,510.4000,1,1,2026-08-24T00:00:00.000
730,20260611,319,421,26,24,6,511.1000,511.1000,511.1000,1,1,2026-08-24T00:00:00.000
731,20260822,102,327,144,8,1,511.8000,511.8000,511.8000,1,1,2026-08-24T00:00:00.000
732,20260627,108,225,421,18,6,512.5000,512.5000,512.5000,1,1,2026-08-24T00:00:00.000
733,20260606,60,470,258,30,6,513.2000,513.2000,513.2000,1,1,2026-08-24T00:00:00.000
734,20260612,19,397,116,11,7,513.9000,513.9000,513.9000,1,1,2026-08-24T00:00:00.000
735,20260804,288,252,64,8,2,514.6000,514.6000,514.6000,1,1,2026-08-24T00:00:00.000
736,20260703,130,11,294,5,2,515.3000,515.3000,515.3000,1,1,2026-08-24T00:00:00.000
737,20260711,230,259,63,17,1,516.0000,516.0000,516.0000,1,1,2026-08-24T00:00:00.000
738,20260728,20,252,303,10,2,516.7000,516.7000,516.7000,1,1,2026-08-24T00:00:00.000
739,20260803,36,238,281,30,5,517.4000,517.4000,517.4000,1,1,2026-08-24T00:00:00.000
740,20260820,102,25,14,9,7,518.1000,518.1000,518.1000,1,1,2026-08-24T00:00:00.000
741,20260709,127,98,179,19,1,518.8000,518.8000,518.8000,1,1,2026-08-24T00:00:00.000
742,20260822,232,108,388,1,1,519.5000,519.5000,519.5000,1,1,2026-08-24T00:00:00.000
743,20260729,194,461,299,8,1,520.2000,520.2000,520.2000,1,1,2026-08-24T00:00:00.000
744,20260530,304,358,36,31,2,520.9000,520.9000,520.9000,1,1,2026-08-24T00:00:00.000
745,20260802,201,91,254,26,3,521.6000,521.6000,521.6000,1,1,2026-08-24T00:00:00.000
746,20260606,163,115,258,17,6,522.3000,522.3000,522.3000,1,1,2026-08-24T00:00:00.000
747,20260621,174,417,75,16,8,523.0000,523.0000,523.0000,1,1,2026-08-24T00:00:00.000
748,20260804,208,155,452,32,3,523.7000,523.7000,523.7000,1,1,2026-08-24T00:00:00.000
749,20260715,304,66,378,26,6,524.4000,524.4000,524.4000,1,1,2026-08-24T00:00:00.000
750,20260621,146,182,95,1,5,525.1000,525.1000,525.1000,1,1,2026-08-24T00:00:00.000
751,20260606,346,499,343,23,3,525.8000,525.8000,525.8000,1,1,2026-08-24T00:00:00.000
752,20260802,335,13,264,22,8,526.5000,526.5000,526.5000,1,1,2026-08-24T00:00:00.000
753,20260805,68,385,218,13,7,527.2000,527.2000,527.2000,1,1,2026-08-24T00:00:00.000
754,20260625,246,466,190,2,1,527.9000,527.9000,527.9000,1,1,2026-08-24T00:00:00.000
755,20260814,125,403,298,13,1,528.6000,528.6000,528.6000,1,1,2026-08-24T00:00:00.000
756,20260618,222,360,145,23,3,529.3000,529.3000,529.3000,1,1,2026-08-24T00:00:00.000
757,20260726,234,32,103,29,2,530.0000,530.0000,530.0000,1,1,2026-08-24T00:00:00.000
758,20260604,287,41,347,30,7,530.7000,530.7000,530.7000,1,1,2026-08-24T00:00:00.000
759,20260702,46,95,263,29,8,531.4000,531.4000,531.4000,1,1,2026-08-24T00:00:00.000
760,20260810,22,224,6,27,7,532.1000,532.1000,532.1000,1,1,2026-08-24T00:00:00.000
761,20260731,136,265,56,32,6,532.8000,532.8000,532.8000,1,1,2026-08-24T00:00:00.000
762,20260715,303,338,419,2,3,533.5000,533.5000,533.5000,1,1,2026-08-24T00:00:00.000
763,20260715,155,309,475,31,7,534.2000,534.2000,534.2000,1,1,2026-08-24T00:00:00.000
764,20260722,238,368,391,1,4,534.9000,534.9000,534.9000,1,1,2026-08-24T00:00:00.000
765,20260809,210,151,67,11,5,535.6000,535.6000,535.6000,1,1,2026-08-24T00:00:00.000
766,20260530,287,326,102,13,5,536.3000,536.3000,536.3000,1,1,2026-08-24T00:00:00.000
767,20260726,322,140,148,33,6,537.0000,537.0000,537.0000,1,1,2026-08-24T00:00:00.000
768,20260811,258,371,149,30,3,537.7000,537.7000,537.7000,1,1,2026-08-24T00:00:00.000
769,20260623,350,266,331,15,4,538.4000,538.4000,538.4000,1,1,2026-08-24T00:00:00.000
770,20260601,296,444,208,12,1,539.1000,539.1000,539.1000,1,1,2026-08-24T00:00:00.000
771,20260616,320,440,216,5,8,539.8000,539.8000,539.8000,1,1,2026-08-24T00:00:00.000
772,20260727,82,493,497,3,7,540.5000,540.5000,540.5000,1,1,2026-08-24T00:00:00.000
773,20260809,92,215,291,33,7,541.2000,541.2000,541.2000,1,1,2026-08-24T00:00:00.000
774,20260705,125,239,358,34,4,541.9000,541.9000,541.9000,1,1,2026-08-24T00:00:00.000
775,20260820,195,445,244,13,2,542.6000,542.6000,542.6000,1,1,2026-08-24T00:00:00.000
776,20260608,309,344,441,11,6,543.3000,543.3000,543.3000,1,1,2026-08-24T00:00:00.000
777,20260817,274,428,392,29,7,544.0000,544.0000,544.0000,1,1,2026-08-24T00:00:00.000
778,20260616,243,256,306,33,6,544.7000,544.7000,544.7000,1,1,2026-08-24T00:00:00.000
779,20260725,74,236,136,2,7,545.4000,545.4000,545.4000,1,1,2026-08-24T00:00:00.000
780,20260722,26,406,262,22,4,546.1000,546.1000,546.1000,1,1,2026-08-24T00:00:00.000
781,20260706,280,351,174,12,5,546.8000,546.8000,546.8000,1,1,2026-08-24T00:00:00.000
782,20260629,103,351,378,23,5,547.5000,547.5000,547.5000,1,1,2026-08-24T00:00:00.000
783,20260703,343,438,452,10,4,548.2000,548.2000,548.2000,1,1,2026-08-24T00:00:00.000
784,20260812,5,395,33,8,8,548.9000,548.9000,548.9000,1,1,2026-08-24T00:00:00.000
785,20260706,157,29,42,3,5,549.6000,549.6000,549.6000,1,1,2026-08-24T00:00:00.000
786,20260715,83,429,82,8,1,550.3000,550.3000,550.3000,1,1,2026-08-24T00:00:00.000
787,20260808,146,108,422,16,1,551.0000,551.0000,551.0000,1,1,2026-08-24T00:00:00.000
788,20260709,146,287,20,22,1,551.7000,551.7000,551.7000,1,1,2026-08-24T00:00:00.000
789,20260823,19,436,212,15,6,552.4000,552.4000,552.4000,1,1,2026-08-24T00:00:00.000
790,20260822,135,309,220,4,7,553.1000,553.1000,553.1000,1,1,2026-08-24T00:00:00.000
791,20260728,94,255,241,16,6,553.8000,553.8000,553.8000,1,1,2026-08-24T00:00:00.000
792,20260723,119,254,249,5,5,554.5000,554.5000,554.5000,1,1,2026-08-24T00:00:00.000
793,20260628,25,322,298,30,7,555.2000,555.2000,555.2000,1,1,2026-08-24T00:00:00.000
794,20260630,229,14,285,19,4,555.9000,555.9000,555.9000,1,1,2026-08-24T00:00:00.000
795,20260627,163,307,246,24,1,556.6000,556.6000,556.6000,1,1,2026-08-24T00:00:00.000
796,20260629,36,83,14,11,2,557.3000,557.3000,557.3000,1,1,2026-08-24T00:00:00.000
797,20260726,154,48,403,14,7,558.0000,558.0000,558.0000,1,1,2026-08-24T00:00:00.000
798,20260708,2,481,281,24,3,558.7000,558.7000,558.7000,1,1,2026-08-24T00:00:00.000
799,20260807,129,483,482,2,7,559.4000,559.4000,559.4000,1,1,2026-08-24T00:00:00.000
800,20260816,13,114,15,5,5,560.1000,560.1000,560.1000,1,1,2026-08-24T00:00:00.000
801,20260731,350,205,302,1,5,560.8000,560.8000,560.8000,1,1,2026-08-24T00:00:00.000
802,20260620,31,127,20,29,7,561.5000,561.5000,561.5000,1,1,2026-08-24T00:00:00.000
803,20260813,17,267,229,33,1,562.2000,562.2000,562.2000,1,1,2026-08-24T00:00:00.000
804,20260618,296,129,375,29,4,562.9000,562.9000,562.9000,1,1,2026-08-24T00:00:00.000
805,20260821,221,387,237,3,1,563.6000,563.6000,563.6000,1,1,2026-08-24T00:00:00.000
806,20260806,288,467,304,21,6,564.3000,564.3000,564.3000,1,1,2026-08-24T00:00:00.000
807,20260620,47,416,471,8,7,565.0000,565.0000,565.0000,1,1,2026-08-24T00:00:00.000
808,20260628,79,480,362,19,5,565.7000,565.7000,565.7000,1,1,2026-08-24T00:00:00.000
809,20260801,121,43,348,8,5,566.4000,566.4000,566.4000,1,1,2026-08-24T00:00:00.000
810,20260612,10,195,409,25,8,567.1000,567.1000,567.1000,1,1,2026-08-24T00:00:00.000
811,20260608,15,241,25,11,4,567.8000,567.8000,567.8000,1,1,2026-08-24T00:00:00.000
812,20260527,245,313,403,27,7,568.5000,568.5000,568.5000,1,1,2026-08-24T00:00:00.000
813,20260718,220,104,447,14,6,569.2000,569.2000,569.2000,1,1,2026-08-24T00:00:00.000
814,20260606,332,94,131,28,5,569.9000,569.9000,569.9000,1,1,2026-08-24T00:00:00.000
815,20260529,92,45,123,8,8,570.6000,570.6000,570.6000,1,1,2026-08-24T00:00:00.000
816,20260615,189,363,24,9,6,571.3000,571.3000,571.3000,1,1,2026-08-24T00:00:00.000
817,20260803,215,12,258,26,4,572.0000,572.0000,572.0000,1,1,2026-08-24T00:00:00.000
818,20260717,53,43,252,6,2,572.7000,572.7000,572.7000,1,1,2026-08-24T00:00:00.000
819,20260712,174,147,445,3,6,573.4000,573.4000,573.4000,1,1,2026-08-24T00:00:00.000
820,20260707,238,305,200,3,6,574.1000,574.1000,574.1000,1,1,2026-08-24T00:00:00.000
821,20260718,47,245,68,34,4,574.8000,574.8000,574.8000,1,1,2026-08-24T00:00:00.000
822,20260714,167,406,239,14,6,575.5000,575.5000,575.5000,1,1,2026-08-24T00:00:00.000
823,20260622,244,149,379,22,2,576.2000,576.2000,576.2000,1,1,2026-08-24T00:00:00.000
824,20260528,235,430,201,16,2,576.9000,576.9000,576.9000,1,1,2026-08-24T00:00:00.000
825,20260717,264,274,126,5,3,577.6000,577.6000,577.6000,1,1,2026-08-24T00:00:00.000
826,20260630,262,161,324,20,3,578.3000,578.3000,578.3000,1,1,2026-08-24T00:00:00.000
827,20260618,187,81,208,23,7,579.0000,579.0000,579.0000,1,1,2026-08-24T00:00:00.000
828,20260604,237,304,409,8,5,579.7000,579.7000,579.7000,1,1,2026-08-24T00:00:00.000
829,20260709,63,492,211,7,8,580.4000,580.4000,580.4000,1,1,2026-08-24T00:00:00.000
830,20260614,189,43,451,29,2,581.1000,581.1000,581.1000,1,1,2026-08-24T00:00:00.000
831,20260622,203,353,11,5,3,581.8000,581.8000,581.8000,1,1,2026-08-24T00:00:00.000
832,20260704,307,20,83,20,3,582.5000,582.5000,582.5000,1,1,2026-08-24T00:00:00.000
833,20260727,138,314,194,27,6,583.2000,583.2000,583.2000,1,1,2026-08-24T00:00:00.000
834,20260818,59,111,18,29,8,583.9000,583.9000,583.9000,1,1,2026-08-24T00:00:00.000
835,20260810,313,354,421,25,7,584.6000,584.6000,584.6000,1,1,2026-08-24T00:00:00.000
836,20260616,330,59,264,27,3,585.3000,585.3000,585.3000,1,1,2026-08-24T00:00:00.000
837,20260618,276,32,470,30,4,586.0000,586.0000,586.0000,1,1,2026-08-24T00:00:00.000
838,20260607,139,233,392,1,8,586.7000,586.7000,586.7000,1,1,2026-08-24T00:00:00.000
839,20260716,281,470,25,29,2,587.4000,587.4000,587.4000,1,1,2026-08-24T00:00:00.000
840,20260528,346,314,276,1,8,588.1000,588.1000,588.1000,1,1,2026-08-24T00:00:00.000
841,20260824,313,48,397,15,5,588.8000,588.8000,588.8000,1,1,2026-08-24T00:00:00.000
842,20260818,61,151,133,22,8,589.5000,589.5000,589.5000,1,1,2026-08-24T00:00:00.000
843,20260528,120,346,329,27,8,590.2000,590.2000,590.2000,1,1,2026-08-24T00:00:00.000
844,20260614,162,439,414,21,4,590.9000,590.9000,590.9000,1,1,2026-08-24T00:00:00.000
845,20260618,26,289,11,13,6,591.6000,591.6000,591.6000,1,1,2026-08-24T00:00:00.000
846,20260621,196,342,241,14,1,592.3000,592.3000,592.3000,1,1,2026-08-24T00:00:00.000
847,20260823,156,35,243,30,2,593.0000,593.0000,593.0000,1,1,2026-08-24T00:00:00.000
848,20260802,138,320,112,30,8,593.7000,593.7000,593.7000,1,1,2026-08-24T00:00:00.000
849,20260710,103,44,16,1,7,594.4000,594.4000,594.4000,1,1,2026-08-24T00:00:00.000
850,20260702,136,438,321,10,7,595.1000,595.1000,595.1000,1,1,2026-08-24T00:00:00.000
851,20260628,116,64,168,26,1,595.8000,595.8000,595.8000,1,1,2026-08-24T00:00:00.000
852,20260530,328,448,150,28,1,596.5000,596.5000,596.5000,1,1,2026-08-24T00:00:00.000
853,20260616,80,382,330,1,5,597.2000,597.2000,597.2000,1,1,2026-08-24T00:00:00.000
854,20260723,83,332,452,18,1,597.9000,597.9000,597.9000,1,1,2026-08-24T00:00:00.000
855,20260820,271,395,436,30,7,598.6000,598.6000,598.6000,1,1,2026-08-24T00:00:00.000
856,20260810,254,72,438,28,5,599.3000,599.3000,599.3000,1,1,2026-08-24T00:00:00.000
857,20260806,73,475,241,20,6,600.0000,600.0000,600.0000,1,1,2026-08-24T00:00:00.000
858,20260610,333,59,439,21,5,600.7000,600.7000,600.7000,1,1,2026-08-24T00:00:00.000
859,20260702,124,28,449,10,3,601.4000,601.4000,601.4000,1,1,2026-08-24T00:00:00.000
860,20260725,228,390,175,15,4,602.1000,602.1000,602.1000,1,1,2026-08-24T00:00:00.000
861,20260619,102,275,300,2,8,602.8000,602.8000,602.8000,1,1,2026-08-24T00:00:00.000
862,20260731,87,177,459,17,5,603.5000,603.5000,603.5000,1,1,2026-08-24T00:00:00.000
863,20260616,225,364,303,18,4,604.2000,604.2000,604.2000,1,1,2026-08-24T00:00:00.000
864,20260601,316,119,291,34,3,604.9000,604.9000,604.9000,1,1,2026-08-24T00:00:00.000
865,20260807,175,29,210,16,5,605.6000,605.6000,605.6000,1,1,2026-08-24T00:00:00.000
866,20260703,80,11,90,25,2,606.3000,606.3000,606.3000,1,1,2026-08-24T00:00:00.000
867,20260530,76,325,362,8,2,607.0000,607.0000,607.0000,1,1,2026-08-24T00:00:00.000
868,20260824,68,324,251,12,7,607.7000,607.7000,607.7000,1,1,2026-08-24T00:00:00.000
869,20260708,184,45,388,24,2,608.4000,608.4000,608.4000,1,1,2026-08-24T00:00:00.000
870,20260609,264,112,373,4,6,609.1000,609.1000,609.1000,1,1,2026-08-24T00:00:00.000
871,20260530,341,119,160,28,7,609.8000,609.8000,609.8000,1,1,2026-08-24T00:00:00.000
872,20260717,206,102,143,33,1,610.5000,610.5000,610.5000,1,1,2026-08-24T00:00:00.000
873,20260618,131,9,86,23,5,611.2000,611.2000,611.2000,1,1,2026-08-24T00:00:00.000
874,20260711,157,118,309,5,8,611.9000,611.9000,611.9000,1,1,2026-08-24T00:00:00.000
875,20260707,230,396,42,34,6,612.6000,612.6000,612.6000,1,1,2026-08-24T00:00:00.000
876,20260626,213,335,303,11,8,613.3000,613.3000,613.3000,1,1,2026-08-24T00:00:00.000
877,20260608,16,407,187,34,2,614.0000,614.0000,614.0000,1,1,2026-08-24T00:00:00.000
878,20260623,274,38,353,26,2,614.7000,614.7000,614.7000,1,1,2026-08-24T00:00:00.000
879,20260819,105,321,388,33,8,615.4000,615.4000,615.4000,1,1,2026-08-24T00:00:00.000
880,20260724,78,212,117,13,6,616.1000,616.1000,616.1000,1,1,2026-08-24T00:00:00.000
881,20260726,289,34,317,4,4,616.8000,616.8000,616.8000,1,1,2026-08-24T00:00:00.000
882,20260705,297,27,395,5,3,617.5000,617.5000,617.5000,1,1,2026-08-24T00:00:00.000
883,20260727,124,473,407,18,8,618.2000,618.2000,618.2000,1,1,2026-08-24T00:00:00.000
884,20260720,266,151,361,26,4,618.9000,618.9000,618.9000,1,1,2026-08-24T00:00:00.000
885,20260606,177,179,398,2,2,619.6000,619.6000,619.6000,1,1,2026-08-24T00:00:00.000
886,20260818,219,123,111,7,6,620.3000,620.3000,620.3000,1,1,2026-08-24T00:00:00.000
887,20260622,120,392,400,1,6,621.0000,621.0000,621.0000,1,1,2026-08-24T00:00:00.000
888,20260613,45,462,191,7,3,621.7000,621.7000,621.7000,1,1,2026-08-24T00:00:00.000
889,20260608,258,130,188,18,8,622.4000,622.4000,622.4000,1,1,2026-08-24T00:00:00.000
890,20260708,284,209,140,13,5,623.1000,623.1000,623.1000,1,1,2026-08-24T00:00:00.000
891,20260609,63,362,185,27,5,623.8000,623.8000,623.8000,1,1,2026-08-24T00:00:00.000
892,20260708,22,372,97,10,6,624.5000,624.5000,624.5000,1,1,2026-08-24T00:00:00.000
893,20260717,283,109,28,31,4,625.2000,625.2000,625.2000,1,1,2026-08-24T00:00:00.000
894,20260616,32,212,121,1,8,625.9000,625.9000,625.9000,1,1,2026-08-24T00:00:00.000
895,20260823,96,109,26,19,2,626.6000,626.6000,626.6000,1,1,2026-08-24T00:00:00.000
896,20260627,341,309,418,5,7,627.3000,627.3000,627.3000,1,1,2026-08-24T00:00:00.000
897,20260714,345,451,247,9,6,628.0000,628.0000,628.0000,1,1,2026-08-24T00:00:00.000
898,20260616,42,202,157,5,8,628.7000,628.7000,628.7000,1,1,2026-08-24T00:00:00.000
899,20260620,50,197,275,22,4,629.4000,629.4000,629.4000,1,1,2026-08-24T00:00:00.000
900,20260725,106,158,297,12,4,630.1000,630.1000,630.1000,1,1,2026-08-24T00:00:00.000
901,20260712,106,382,131,27,4,630.8000,630.8000,630.8000,1,1,2026-08-24T00:00:00.000
902,20260708,197,375,68,27,5,631.5000,631.5000,631.5000,1,1,2026-08-24T00:00:00.000
903,20260710,185,437,251,2,2,632.2000,632.2000,632.2000,1,1,2026-08-24T00:00:00.000
904,20260705,142,462,155,20,4,632.9000,632.9000,632.9000,1,1,2026-08-24T00:00:00.000
905,20260708,82,99,327,32,8,633.6000,633.6000,633.6000,1,1,2026-08-24T00:00:00.000
906,20260709,90,12,310,15,6,634.3000,634.3000,634.3000,1,1,2026-08-24T00:00:00.000
907,20260809,214,212,162,18,6,635.0000,635.0000,635.0000,1,1,2026-08-24T00:00:00.000
908,20260629,298,416,76,30,1,635.7000,635.7000,635.7000,1,1,2026-08-24T00:00:00.000
909,20260527,249,163,316,9,8,636.4000,636.4000,636.4000,1,1,2026-08-24T00:00:00.000
910,20260705,113,390,275,15,6,637.1000,637.1000,637.1000,1,1,2026-08-24T00:00:00.000
911,20260710,132,208,174,21,2,637.8000,637.8000,637.8000,1,1,2026-08-24T00:00:00.000
912,20260730,26,470,186,33,6,638.5000,638.5000,638.5000,1,1,2026-08-24T00:00:00.000
913,20260606,5,306,258,20,2,639.2000,639.2000,639.2000,1,1,2026-08-24T00:00:00.000
914,20260817,229,4,65,6,3,639.9000,639.9000,639.9000,1,1,2026-08-24T00:00:00.000
915,20260621,323,293,163,7,5,640.6000,640.6000,640.6000,1,1,2026-08-24T00:00:00.000
916,20260529,51,453,13,14,1,641.3000,641.3000,641.3000,1,1,2026-08-24T00:00:00.000
