SalesCreditExposureSnapshotKey,SnapshotDateKey,CustomerKey,BusinessUnitKey,SalesCustomerCreditProfileKey,SalesCreditStatusKey,CurrencyKey,CreditLimitAmount,OpenOrderAmount,ReceivableAmount,AvailableCreditAmount,SourceSystemKey,BatchId,LoadedAtUtc
250,20260603,287,26,476,3,4,352.5000,352.5000,352.5000,352.5000,1,1,2026-08-24T00:00:00.000
251,20260714,292,331,82,6,3,353.8700,353.8700,353.8700,353.8700,1,1,2026-08-24T00:00:00.000
252,20260611,271,152,12,5,4,355.2400,355.2400,355.2400,355.2400,1,1,2026-08-24T00:00:00.000
253,20260611,218,324,262,6,4,356.6100,356.6100,356.6100,356.6100,1,1,2026-08-24T00:00:00.000
254,20260705,260,352,334,4,3,357.9800,357.9800,357.9800,357.9800,1,1,2026-08-24T00:00:00.000
255,20260823,374,-1,436,7,3,359.3500,359.3500,359.3500,359.3500,1,1,2026-08-24T00:00:00.000
256,20260726,300,90,412,4,1,360.7200,360.7200,360.7200,360.7200,1,1,2026-08-24T00:00:00.000
257,20260806,164,166,233,4,1,362.0900,362.0900,362.0900,362.0900,1,1,2026-08-24T00:00:00.000
258,20260527,321,78,65,5,5,363.4600,363.4600,363.4600,363.4600,1,1,2026-08-24T00:00:00.000
259,20260623,208,100,47,7,1,364.8300,364.8300,364.8300,364.8300,1,1,2026-08-24T00:00:00.000
260,20260527,453,65,467,6,4,366.2000,366.2000,366.2000,366.2000,1,1,2026-08-24T00:00:00.000
261,20260808,268,404,76,7,1,367.5700,367.5700,367.5700,367.5700,1,1,2026-08-24T00:00:00.000
262,20260617,406,243,282,6,4,368.9400,368.9400,368.9400,368.9400,1,1,2026-08-24T00:00:00.000
263,20260627,304,395,317,4,1,370.3100,370.3100,370.3100,370.3100,1,1,2026-08-24T00:00:00.000
264,20260812,98,232,401,3,4,371.6800,371.6800,371.6800,371.6800,1,1,2026-08-24T00:00:00.000
265,20260808,39,457,190,3,3,373.0500,373.0500,373.0500,373.0500,1,1,2026-08-24T00:00:00.000
266,20260807,125,219,358,4,5,374.4200,374.4200,374.4200,374.4200,1,1,2026-08-24T00:00:00.000
267,20260726,64,19,447,8,3,375.7900,375.7900,375.7900,375.7900,1,1,2026-08-24T00:00:00.000
268,20260704,230,193,284,5,3,377.1600,377.1600,377.1600,377.1600,1,1,2026-08-24T00:00:00.000
269,20260618,438,234,206,7,2,378.5300,378.5300,378.5300,378.5300,1,1,2026-08-24T00:00:00.000
270,20260823,185,143,490,6,1,379.9000,379.9000,379.9000,379.9000,1,1,2026-08-24T00:00:00.000
271,20260808,299,121,18,8,5,381.2700,381.2700,381.2700,381.2700,1,1,2026-08-24T00:00:00.000
272,20260802,488,-1,424,6,3,382.6400,382.6400,382.6400,382.6400,1,1,2026-08-24T00:00:00.000
273,20260619,47,32,49,8,4,384.0100,384.0100,384.0100,384.0100,1,1,2026-08-24T00:00:00.000
274,20260719,203,445,280,3,1,385.3800,385.3800,385.3800,385.3800,1,1,2026-08-24T00:00:00.000
275,20260609,85,238,496,6,2,386.7500,386.7500,386.7500,386.7500,1,1,2026-08-24T00:00:00.000
276,20260612,291,64,375,8,1,388.1200,388.1200,388.1200,388.1200,1,1,2026-08-24T00:00:00.000
277,20260627,359,264,467,4,2,389.4900,389.4900,389.4900,389.4900,1,1,2026-08-24T00:00:00.000
278,20260529,8,262,486,7,1,390.8600,390.8600,390.8600,390.8600,1,1,2026-08-24T00:00:00.000
279,20260608,84,260,359,7,2,392.2300,392.2300,392.2300,392.2300,1,1,2026-08-24T00:00:00.000
280,20260710,256,56,416,7,5,393.6000,393.6000,393.6000,393.6000,1,1,2026-08-24T00:00:00.000
281,20260607,48,266,16,1,5,394.9700,394.9700,394.9700,394.9700,1,1,2026-08-24T00:00:00.000
282,20260527,290,142,491,7,3,396.3400,396.3400,396.3400,396.3400,1,1,2026-08-24T00:00:00.000
283,20260725,247,427,321,1,2,397.7100,397.7100,397.7100,397.7100,1,1,2026-08-24T00:00:00.000
284,20260629,181,169,104,6,5,399.0800,399.0800,399.0800,399.0800,1,1,2026-08-24T00:00:00.000
285,20260819,61,449,188,6,5,400.4500,400.4500,400.4500,400.4500,1,1,2026-08-24T00:00:00.000
286,20260824,54,177,101,4,1,401.8200,401.8200,401.8200,401.8200,1,1,2026-08-24T00:00:00.000
287,20260620,180,175,80,7,2,403.1900,403.1900,403.1900,403.1900,1,1,2026-08-24T00:00:00.000
288,20260718,236,488,87,5,2,404.5600,404.5600,404.5600,404.5600,1,1,2026-08-24T00:00:00.000
289,20260804,320,-1,481,1,5,405.9300,405.9300,405.9300,405.9300,1,1,2026-08-24T00:00:00.000
290,20260718,422,24,204,8,2,407.3000,407.3000,407.3000,407.3000,1,1,2026-08-24T00:00:00.000
291,20260726,308,98,357,2,1,408.6700,408.6700,408.6700,408.6700,1,1,2026-08-24T00:00:00.000
292,20260812,202,133,286,7,1,410.0400,410.0400,410.0400,410.0400,1,1,2026-08-24T00:00:00.000
293,20260607,400,113,492,6,4,411.4100,411.4100,411.4100,411.4100,1,1,2026-08-24T00:00:00.000
294,20260725,402,30,422,5,5,412.7800,412.7800,412.7800,412.7800,1,1,2026-08-24T00:00:00.000
295,20260814,257,81,173,3,2,414.1500,414.1500,414.1500,414.1500,1,1,2026-08-24T00:00:00.000
296,20260622,83,6,347,4,5,415.5200,415.5200,415.5200,415.5200,1,1,2026-08-24T00:00:00.000
297,20260616,17,50,168,4,5,416.8900,416.8900,416.8900,416.8900,1,1,2026-08-24T00:00:00.000
298,20260725,109,354,278,2,4,418.2600,418.2600,418.2600,418.2600,1,1,2026-08-24T00:00:00.000
299,20260602,116,311,362,7,4,419.6300,419.6300,419.6300,419.6300,1,1,2026-08-24T00:00:00.000
300,20260820,239,496,420,1,4,421.0000,421.0000,421.0000,421.0000,1,1,2026-08-24T00:00:00.000
301,20260724,478,160,321,2,1,422.3700,422.3700,422.3700,422.3700,1,1,2026-08-24T00:00:00.000
302,20260720,14,265,31,7,5,423.7400,423.7400,423.7400,423.7400,1,1,2026-08-24T00:00:00.000
303,20260619,41,141,376,2,4,425.1100,425.1100,425.1100,425.1100,1,1,2026-08-24T00:00:00.000
304,20260711,450,312,144,2,3,426.4800,426.4800,426.4800,426.4800,1,1,2026-08-24T00:00:00.000
305,20260714,478,304,352,7,1,427.8500,427.8500,427.8500,427.8500,1,1,2026-08-24T00:00:00.000
306,20260721,496,-1,53,3,1,429.2200,429.2200,429.2200,429.2200,1,1,2026-08-24T00:00:00.000
307,20260623,186,225,108,3,4,430.5900,430.5900,430.5900,430.5900,1,1,2026-08-24T00:00:00.000
308,20260611,491,85,435,3,2,431.9600,431.9600,431.9600,431.9600,1,1,2026-08-24T00:00:00.000
309,20260824,344,14,220,5,1,433.3300,433.3300,433.3300,433.3300,1,1,2026-08-24T00:00:00.000
310,20260705,297,293,162,2,1,434.7000,434.7000,434.7000,434.7000,1,1,2026-08-24T00:00:00.000
311,20260804,323,53,500,5,4,436.0700,436.0700,436.0700,436.0700,1,1,2026-08-24T00:00:00.000
312,20260618,207,368,475,8,4,437.4400,437.4400,437.4400,437.4400,1,1,2026-08-24T00:00:00.000
313,20260716,363,225,319,7,1,438.8100,438.8100,438.8100,438.8100,1,1,2026-08-24T00:00:00.000
314,20260814,497,409,68,2,1,440.1800,440.1800,440.1800,440.1800,1,1,2026-08-24T00:00:00.000
315,20260823,486,206,372,8,1,441.5500,441.5500,441.5500,441.5500,1,1,2026-08-24T00:00:00.000
316,20260720,314,233,120,2,2,442.9200,442.9200,442.9200,442.9200,1,1,2026-08-24T00:00:00.000
317,20260802,276,209,291,3,3,444.2900,444.2900,444.2900,444.2900,1,1,2026-08-24T00:00:00.000
318,20260721,57,426,368,8,4,445.6600,445.6600,445.6600,445.6600,1,1,2026-08-24T00:00:00.000
319,20260707,298,478,311,5,3,447.0300,447.0300,447.0300,447.0300,1,1,2026-08-24T00:00:00.000
320,20260715,452,153,84,4,4,448.4000,448.4000,448.4000,448.4000,1,1,2026-08-24T00:00:00.000
321,20260824,227,292,277,2,4,449.7700,449.7700,449.7700,449.7700,1,1,2026-08-24T00:00:00.000
322,20260729,349,455,99,8,5,451.1400,451.1400,451.1400,451.1400,1,1,2026-08-24T00:00:00.000
323,20260719,178,-1,12,1,5,452.5100,452.5100,452.5100,452.5100,1,1,2026-08-24T00:00:00.000
324,20260612,357,84,422,6,5,453.8800,453.8800,453.8800,453.8800,1,1,2026-08-24T00:00:00.000
325,20260626,107,229,322,4,5,455.2500,455.2500,455.2500,455.2500,1,1,2026-08-24T00:00:00.000
326,20260701,114,53,361,1,5,456.6200,456.6200,456.6200,456.6200,1,1,2026-08-24T00:00:00.000
327,20260623,14,200,89,8,2,457.9900,457.9900,457.9900,457.9900,1,1,2026-08-24T00:00:00.000
328,20260822,126,418,121,6,1,459.3600,459.3600,459.3600,459.3600,1,1,2026-08-24T00:00:00.000
329,20260820,51,217,327,4,5,460.7300,460.7300,460.7300,460.7300,1,1,2026-08-24T00:00:00.000
330,20260623,71,280,104,6,3,462.1000,462.1000,462.1000,462.1000,1,1,2026-08-24T00:00:00.000
331,20260724,191,12,277,6,3,463.4700,463.4700,463.4700,463.4700,1,1,2026-08-24T00:00:00.000
332,20260807,234,205,72,1,4,464.8400,464.8400,464.8400,464.8400,1,1,2026-08-24T00:00:00.000
333,20260529,410,423,149,3,3,466.2100,466.2100,466.2100,466.2100,1,1,2026-08-24T00:00:00.000
334,20260809,87,275,279,7,4,467.5800,467.5800,467.5800,467.5800,1,1,2026-08-24T00:00:00.000
335,20260821,275,485,325,3,1,468.9500,468.9500,468.9500,468.9500,1,1,2026-08-24T00:00:00.000
336,20260705,201,29,135,2,3,470.3200,470.3200,470.3200,470.3200,1,1,2026-08-24T00:00:00.000
337,20260720,336,294,23,7,3,471.6900,471.6900,471.6900,471.6900,1,1,2026-08-24T00:00:00.000
338,20260529,481,78,489,6,5,473.0600,473.0600,473.0600,473.0600,1,1,2026-08-24T00:00:00.000
339,20260808,379,388,76,5,4,474.4300,474.4300,474.4300,474.4300,1,1,2026-08-24T00:00:00.000
340,20260728,40,-1,303,3,4,475.8000,475.8000,475.8000,475.8000,1,1,2026-08-24T00:00:00.000
341,20260710,261,454,53,6,5,477.1700,477.1700,477.1700,477.1700,1,1,2026-08-24T00:00:00.000
342,20260601,233,370,164,1,5,478.5400,478.5400,478.5400,478.5400,1,1,2026-08-24T00:00:00.000
343,20260613,19,229,153,4,2,479.9100,479.9100,479.9100,479.9100,1,1,2026-08-24T00:00:00.000
344,20260802,364,360,149,1,2,481.2800,481.2800,481.2800,481.2800,1,1,2026-08-24T00:00:00.000
345,20260702,367,291,87,1,4,482.6500,482.6500,482.6500,482.6500,1,1,2026-08-24T00:00:00.000
346,20260628,315,15,327,7,5,484.0200,484.0200,484.0200,484.0200,1,1,2026-08-24T00:00:00.000
347,20260610,348,478,363,3,1,485.3900,485.3900,485.3900,485.3900,1,1,2026-08-24T00:00:00.000
348,20260531,94,133,479,8,4,486.7600,486.7600,486.7600,486.7600,1,1,2026-08-24T00:00:00.000
349,20260608,338,81,473,6,3,488.1300,488.1300,488.1300,488.1300,1,1,2026-08-24T00:00:00.000
350,20260724,302,51,212,8,5,489.5000,489.5000,489.5000,489.5000,1,1,2026-08-24T00:00:00.000
351,20260818,112,398,379,6,2,490.8700,490.8700,490.8700,490.8700,1,1,2026-08-24T00:00:00.000
352,20260609,108,224,334,5,1,492.2400,492.2400,492.2400,492.2400,1,1,2026-08-24T00:00:00.000
353,20260703,85,281,197,7,1,493.6100,493.6100,493.6100,493.6100,1,1,2026-08-24T00:00:00.000
354,20260821,350,389,292,1,4,494.9800,494.9800,494.9800,494.9800,1,1,2026-08-24T00:00:00.000
355,20260612,129,140,460,7,5,496.3500,496.3500,496.3500,496.3500,1,1,2026-08-24T00:00:00.000
356,20260607,451,388,275,2,4,497.7200,497.7200,497.7200,497.7200,1,1,2026-08-24T00:00:00.000
357,20260601,172,-1,94,2,4,499.0900,499.0900,499.0900,499.0900,1,1,2026-08-24T00:00:00.000
358,20260727,231,379,315,6,3,500.4600,500.4600,500.4600,500.4600,1,1,2026-08-24T00:00:00.000
359,20260731,254,291,279,7,3,501.8300,501.8300,501.8300,501.8300,1,1,2026-08-24T00:00:00.000
360,20260702,355,400,326,6,3,503.2000,503.2000,503.2000,503.2000,1,1,2026-08-24T00:00:00.000
361,20260817,173,374,375,3,1,504.5700,504.5700,504.5700,504.5700,1,1,2026-08-24T00:00:00.000
362,20260820,289,445,284,2,2,505.9400,505.9400,505.9400,505.9400,1,1,2026-08-24T00:00:00.000
363,20260823,239,275,157,1,4,507.3100,507.3100,507.3100,507.3100,1,1,2026-08-24T00:00:00.000
364,20260617,15,402,131,5,3,508.6800,508.6800,508.6800,508.6800,1,1,2026-08-24T00:00:00.000
365,20260731,260,404,312,1,1,510.0500,510.0500,510.0500,510.0500,1,1,2026-08-24T00:00:00.000
366,20260527,320,292,412,3,2,511.4200,511.4200,511.4200,511.4200,1,1,2026-08-24T00:00:00.000
367,20260816,54,200,457,4,1,512.7900,512.7900,512.7900,512.7900,1,1,2026-08-24T00:00:00.000
368,20260715,46,34,187,1,2,514.1600,514.1600,514.1600,514.1600,1,1,2026-08-24T00:00:00.000
369,20260602,133,169,365,5,3,515.5300,515.5300,515.5300,515.5300,1,1,2026-08-24T00:00:00.000
370,20260823,381,138,373,3,5,516.9000,516.9000,516.9000,516.9000,1,1,2026-08-24T00:00:00.000
371,20260709,152,434,405,8,1,518.2700,518.2700,518.2700,518.2700,1,1,2026-08-24T00:00:00.000
372,20260601,165,64,404,7,1,519.6400,519.6400,519.6400,519.6400,1,1,2026-08-24T00:00:00.000
373,20260704,115,187,383,4,5,521.0100,521.0100,521.0100,521.0100,1,1,2026-08-24T00:00:00.000
374,20260812,371,-1,216,6,3,522.3800,522.3800,522.3800,522.3800,1,1,2026-08-24T00:00:00.000
375,20260727,477,389,198,4,4,523.7500,523.7500,523.7500,523.7500,1,1,2026-08-24T00:00:00.000
376,20260822,152,456,463,1,2,525.1200,525.1200,525.1200,525.1200,1,1,2026-08-24T00:00:00.000
377,20260719,184,85,192,5,3,526.4900,526.4900,526.4900,526.4900,1,1,2026-08-24T00:00:00.000
378,20260611,87,466,304,7,5,527.8600,527.8600,527.8600,527.8600,1,1,2026-08-24T00:00:00.000
379,20260528,302,275,157,5,2,529.2300,529.2300,529.2300,529.2300,1,1,2026-08-24T00:00:00.000
380,20260723,277,357,144,3,1,530.6000,530.6000,530.6000,530.6000,1,1,2026-08-24T00:00:00.000
381,20260709,172,82,121,6,4,531.9700,531.9700,531.9700,531.9700,1,1,2026-08-24T00:00:00.000
382,20260623,349,391,24,5,3,533.3400,533.3400,533.3400,533.3400,1,1,2026-08-24T00:00:00.000
383,20260613,15,185,334,6,5,534.7100,534.7100,534.7100,534.7100,1,1,2026-08-24T00:00:00.000
384,20260611,337,9,346,3,2,536.0800,536.0800,536.0800,536.0800,1,1,2026-08-24T00:00:00.000
385,20260818,200,249,259,5,2,537.4500,537.4500,537.4500,537.4500,1,1,2026-08-24T00:00:00.000
386,20260627,229,191,59,4,3,538.8200,538.8200,538.8200,538.8200,1,1,2026-08-24T00:00:00.000
387,20260625,436,22,186,2,1,540.1900,540.1900,540.1900,540.1900,1,1,2026-08-24T00:00:00.000
388,20260805,175,334,12,1,2,541.5600,541.5600,541.5600,541.5600,1,1,2026-08-24T00:00:00.000
389,20260704,492,239,427,3,3,542.9300,542.9300,542.9300,542.9300,1,1,2026-08-24T00:00:00.000
390,20260809,337,22,228,1,1,544.3000,544.3000,544.3000,544.3000,1,1,2026-08-24T00:00:00.000
391,20260706,13,-1,208,7,4,545.6700,545.6700,545.6700,545.6700,1,1,2026-08-24T00:00:00.000
392,20260620,253,49,400,3,5,547.0400,547.0400,547.0400,547.0400,1,1,2026-08-24T00:00:00.000
393,20260630,406,495,391,1,4,548.4100,548.4100,548.4100,548.4100,1,1,2026-08-24T00:00:00.000
394,20260625,9,240,487,6,1,549.7800,549.7800,549.7800,549.7800,1,1,2026-08-24T00:00:00.000
395,20260804,39,349,21,8,3,551.1500,551.1500,551.1500,551.1500,1,1,2026-08-24T00:00:00.000
396,20260716,150,371,341,5,2,552.5200,552.5200,552.5200,552.5200,1,1,2026-08-24T00:00:00.000
397,20260718,47,325,137,6,3,553.8900,553.8900,553.8900,553.8900,1,1,2026-08-24T00:00:00.000
398,20260817,156,320,464,8,1,555.2600,555.2600,555.2600,555.2600,1,1,2026-08-24T00:00:00.000
399,20260702,338,368,334,2,5,556.6300,556.6300,556.6300,556.6300,1,1,2026-08-24T00:00:00.000
400,20260703,90,46,178,7,1,558.0000,558.0000,558.0000,558.0000,1,1,2026-08-24T00:00:00.000
401,20260629,230,31,174,7,2,559.3700,559.3700,559.3700,559.3700,1,1,2026-08-24T00:00:00.000
402,20260708,263,441,344,6,2,560.7400,560.7400,560.7400,560.7400,1,1,2026-08-24T00:00:00.000
403,20260722,445,3,125,5,2,562.1100,562.1100,562.1100,562.1100,1,1,2026-08-24T00:00:00.000
404,20260609,234,489,102,5,1,563.4800,563.4800,563.4800,563.4800,1,1,2026-08-24T00:00:00.000
405,20260814,207,359,160,5,1,564.8500,564.8500,564.8500,564.8500,1,1,2026-08-24T00:00:00.000
406,20260820,469,279,158,7,5,566.2200,566.2200,566.2200,566.2200,1,1,2026-08-24T00:00:00.000
407,20260612,208,318,479,5,1,567.5900,567.5900,567.5900,567.5900,1,1,2026-08-24T00:00:00.000
408,20260808,228,-1,214,2,3,568.9600,568.9600,568.9600,568.9600,1,1,2026-08-24T00:00:00.000
409,20260621,55,12,109,2,2,570.3300,570.3300,570.3300,570.3300,1,1,2026-08-24T00:00:00.000
410,20260821,439,408,456,8,2,571.7000,571.7000,571.7000,571.7000,1,1,2026-08-24T00:00:00.000
411,20260803,439,97,69,8,2,573.0700,573.0700,573.0700,573.0700,1,1,2026-08-24T00:00:00.000
412,20260615,133,33,256,4,1,574.4400,574.4400,574.4400,574.4400,1,1,2026-08-24T00:00:00.000
413,20260620,56,133,495,6,3,575.8100,575.8100,575.8100,575.8100,1,1,2026-08-24T00:00:00.000
414,20260628,126,488,402,6,4,577.1800,577.1800,577.1800,577.1800,1,1,2026-08-24T00:00:00.000
415,20260808,277,438,293,6,5,578.5500,578.5500,578.5500,578.5500,1,1,2026-08-24T00:00:00.000
416,20260719,475,8,49,5,3,579.9200,579.9200,579.9200,579.9200,1,1,2026-08-24T00:00:00.000
417,20260617,258,289,399,5,4,581.2900,581.2900,581.2900,581.2900,1,1,2026-08-24T00:00:00.000
418,20260717,160,62,121,1,5,582.6600,582.6600,582.6600,582.6600,1,1,2026-08-24T00:00:00.000
419,20260724,389,379,470,7,4,584.0300,584.0300,584.0300,584.0300,1,1,2026-08-24T00:00:00.000
420,20260626,462,180,145,1,2,585.4000,585.4000,585.4000,585.4000,1,1,2026-08-24T00:00:00.000
421,20260706,256,263,138,8,1,586.7700,586.7700,586.7700,586.7700,1,1,2026-08-24T00:00:00.000
422,20260702,364,228,262,3,4,588.1400,588.1400,588.1400,588.1400,1,1,2026-08-24T00:00:00.000
423,20260727,455,101,174,3,4,589.5100,589.5100,589.5100,589.5100,1,1,2026-08-24T00:00:00.000
424,20260603,490,391,25,4,3,590.8800,590.8800,590.8800,590.8800,1,1,2026-08-24T00:00:00.000
425,20260806,411,-1,253,6,1,592.2500,592.2500,592.2500,592.2500,1,1,2026-08-24T00:00:00.000
426,20260725,401,112,437,6,1,593.6200,593.6200,593.6200,593.6200,1,1,2026-08-24T00:00:00.000
427,20260605,67,365,314,5,3,594.9900,594.9900,594.9900,594.9900,1,1,2026-08-24T00:00:00.000
428,20260709,189,498,147,4,2,596.3600,596.3600,596.3600,596.3600,1,1,2026-08-24T00:00:00.000
429,20260528,15,433,239,3,1,597.7300,597.7300,597.7300,597.7300,1,1,2026-08-24T00:00:00.000
430,20260824,146,189,460,8,4,599.1000,599.1000,599.1000,599.1000,1,1,2026-08-24T00:00:00.000
431,20260727,173,418,187,7,4,600.4700,600.4700,600.4700,600.4700,1,1,2026-08-24T00:00:00.000
432,20260802,121,500,455,2,1,601.8400,601.8400,601.8400,601.8400,1,1,2026-08-24T00:00:00.000
433,20260608,153,23,79,7,5,603.2100,603.2100,603.2100,603.2100,1,1,2026-08-24T00:00:00.000
434,20260710,449,10,1,5,1,604.5800,604.5800,604.5800,604.5800,1,1,2026-08-24T00:00:00.000
435,20260726,168,113,159,8,4,605.9500,605.9500,605.9500,605.9500,1,1,2026-08-24T00:00:00.000
436,20260726,138,53,246,1,4,607.3200,607.3200,607.3200,607.3200,1,1,2026-08-24T00:00:00.000
437,20260628,230,319,362,4,5,608.6900,608.6900,608.6900,608.6900,1,1,2026-08-24T00:00:00.000
438,20260614,18,423,72,6,4,610.0600,610.0600,610.0600,610.0600,1,1,2026-08-24T00:00:00.000
439,20260807,318,236,299,5,2,611.4300,611.4300,611.4300,611.4300,1,1,2026-08-24T00:00:00.000
440,20260602,34,408,413,5,2,612.8000,612.8000,612.8000,612.8000,1,1,2026-08-24T00:00:00.000
441,20260807,198,240,211,2,5,614.1700,614.1700,614.1700,614.1700,1,1,2026-08-24T00:00:00.000
442,20260528,17,-1,293,4,4,615.5400,615.5400,615.5400,615.5400,1,1,2026-08-24T00:00:00.000
443,20260602,169,330,422,8,4,616.9100,616.9100,616.9100,616.9100,1,1,2026-08-24T00:00:00.000
444,20260729,119,24,145,4,2,618.2800,618.2800,618.2800,618.2800,1,1,2026-08-24T00:00:00.000
445,20260627,282,45,418,5,3,619.6500,619.6500,619.6500,619.6500,1,1,2026-08-24T00:00:00.000
446,20260625,442,294,170,8,2,621.0200,621.0200,621.0200,621.0200,1,1,2026-08-24T00:00:00.000
447,20260528,160,449,346,3,3,622.3900,622.3900,622.3900,622.3900,1,1,2026-08-24T00:00:00.000
448,20260821,395,231,220,2,2,623.7600,623.7600,623.7600,623.7600,1,1,2026-08-24T00:00:00.000
449,20260823,41,315,355,2,4,625.1300,625.1300,625.1300,625.1300,1,1,2026-08-24T00:00:00.000
450,20260729,68,482,197,2,3,626.5000,626.5000,626.5000,626.5000,1,1,2026-08-24T00:00:00.000
451,20260823,111,116,369,6,1,627.8700,627.8700,627.8700,627.8700,1,1,2026-08-24T00:00:00.000
452,20260720,321,56,227,4,4,629.2400,629.2400,629.2400,629.2400,1,1,2026-08-24T00:00:00.000
453,20260726,52,110,239,4,4,630.6100,630.6100,630.6100,630.6100,1,1,2026-08-24T00:00:00.000
454,20260528,242,416,399,8,5,631.9800,631.9800,631.9800,631.9800,1,1,2026-08-24T00:00:00.000
455,20260625,74,142,496,6,2,633.3500,633.3500,633.3500,633.3500,1,1,2026-08-24T00:00:00.000
456,20260815,185,494,440,2,4,634.7200,634.7200,634.7200,634.7200,1,1,2026-08-24T00:00:00.000
457,20260621,448,190,390,8,2,636.0900,636.0900,636.0900,636.0900,1,1,2026-08-24T00:00:00.000
458,20260624,139,421,259,4,3,637.4600,637.4600,637.4600,637.4600,1,1,2026-08-24T00:00:00.000
459,20260530,287,-1,455,2,3,638.8300,638.8300,638.8300,638.8300,1,1,2026-08-24T00:00:00.000
460,20260618,110,277,473,3,3,640.2000,640.2000,640.2000,640.2000,1,1,2026-08-24T00:00:00.000
461,20260712,121,121,265,1,4,641.5700,641.5700,641.5700,641.5700,1,1,2026-08-24T00:00:00.000
462,20260726,104,77,214,8,3,642.9400,642.9400,642.9400,642.9400,1,1,2026-08-24T00:00:00.000
463,20260823,154,214,376,6,1,644.3100,644.3100,644.3100,644.3100,1,1,2026-08-24T00:00:00.000
464,20260625,273,472,116,4,2,645.6800,645.6800,645.6800,645.6800,1,1,2026-08-24T00:00:00.000
465,20260804,201,251,8,2,4,647.0500,647.0500,647.0500,647.0500,1,1,2026-08-24T00:00:00.000
466,20260611,338,330,433,2,3,648.4200,648.4200,648.4200,648.4200,1,1,2026-08-24T00:00:00.000
467,20260805,489,346,170,8,3,649.7900,649.7900,649.7900,649.7900,1,1,2026-08-24T00:00:00.000
468,20260629,292,118,456,5,3,651.1600,651.1600,651.1600,651.1600,1,1,2026-08-24T00:00:00.000
469,20260726,220,351,295,5,5,652.5300,652.5300,652.5300,652.5300,1,1,2026-08-24T00:00:00.000
470,20260628,139,72,296,8,1,653.9000,653.9000,653.9000,653.9000,1,1,2026-08-24T00:00:00.000
471,20260626,8,68,336,6,4,655.2700,655.2700,655.2700,655.2700,1,1,2026-08-24T00:00:00.000
472,20260527,202,458,136,4,2,656.6400,656.6400,656.6400,656.6400,1,1,2026-08-24T00:00:00.000
473,20260709,392,461,473,6,2,658.0100,658.0100,658.0100,658.0100,1,1,2026-08-24T00:00:00.000
474,20260705,161,96,325,3,2,659.3800,659.3800,659.3800,659.3800,1,1,2026-08-24T00:00:00.000
475,20260725,163,284,402,3,5,660.7500,660.7500,660.7500,660.7500,1,1,2026-08-24T00:00:00.000
476,20260613,334,-1,490,4,4,662.1200,662.1200,662.1200,662.1200,1,1,2026-08-24T00:00:00.000
477,20260816,377,436,55,5,5,663.4900,663.4900,663.4900,663.4900,1,1,2026-08-24T00:00:00.000
478,20260613,458,219,291,4,3,664.8600,664.8600,664.8600,664.8600,1,1,2026-08-24T00:00:00.000
479,20260608,103,149,418,3,1,666.2300,666.2300,666.2300,666.2300,1,1,2026-08-24T00:00:00.000
480,20260717,49,452,144,3,1,667.6000,667.6000,667.6000,667.6000,1,1,2026-08-24T00:00:00.000
481,20260610,108,75,140,2,3,668.9700,668.9700,668.9700,668.9700,1,1,2026-08-24T00:00:00.000
482,20260801,347,426,339,1,2,670.3400,670.3400,670.3400,670.3400,1,1,2026-08-24T00:00:00.000
483,20260808,246,20,152,3,5,671.7100,671.7100,671.7100,671.7100,1,1,2026-08-24T00:00:00.000
484,20260630,175,309,402,8,1,673.0800,673.0800,673.0800,673.0800,1,1,2026-08-24T00:00:00.000
485,20260711,330,388,87,4,1,674.4500,674.4500,674.4500,674.4500,1,1,2026-08-24T00:00:00.000
486,20260609,246,488,210,5,1,675.8200,675.8200,675.8200,675.8200,1,1,2026-08-24T00:00:00.000
487,20260531,437,361,259,1,2,677.1900,677.1900,677.1900,677.1900,1,1,2026-08-24T00:00:00.000
488,20260606,444,132,317,2,3,678.5600,678.5600,678.5600,678.5600,1,1,2026-08-24T00:00:00.000
489,20260727,424,25,420,3,4,679.9300,679.9300,679.9300,679.9300,1,1,2026-08-24T00:00:00.000
490,20260530,32,159,281,1,1,681.3000,681.3000,681.3000,681.3000,1,1,2026-08-24T00:00:00.000
491,20260605,488,38,102,3,5,682.6700,682.6700,682.6700,682.6700,1,1,2026-08-24T00:00:00.000
492,20260803,84,481,37,1,3,684.0400,684.0400,684.0400,684.0400,1,1,2026-08-24T00:00:00.000
493,20260723,57,-1,289,7,3,685.4100,685.4100,685.4100,685.4100,1,1,2026-08-24T00:00:00.000
494,20260630,298,273,142,5,2,686.7800,686.7800,686.7800,686.7800,1,1,2026-08-24T00:00:00.000
495,20260722,193,453,289,4,3,688.1500,688.1500,688.1500,688.1500,1,1,2026-08-24T00:00:00.000
496,20260607,20,444,245,3,1,689.5200,689.5200,689.5200,689.5200,1,1,2026-08-24T00:00:00.000
497,20260810,495,311,437,5,2,690.8900,690.8900,690.8900,690.8900,1,1,2026-08-24T00:00:00.000
498,20260706,92,426,305,7,4,692.2600,692.2600,692.2600,692.2600,1,1,2026-08-24T00:00:00.000
499,20260719,73,284,106,8,4,693.6300,693.6300,693.6300,693.6300,1,1,2026-08-24T00:00:00.000
500,20260716,341,419,338,3,3,695.0000,695.0000,695.0000,695.0000,1,1,2026-08-24T00:00:00.000
