TableLoadConfigId,SourceObjectName,TargetSchemaName,TargetTableName,LoadPatternName,IsEnabled
352,seed.dim.SafetyCorrectiveActionType,dim,SafetyCorrectiveActionType,Dimension,1
353,seed.dim.SafetyHazardCategory,dim,SafetyHazardCategory,Dimension,1
354,seed.dim.SafetyHazardCondition,dim,SafetyHazardCondition,Dimension,1
355,seed.dim.SafetyHazardFamily,dim,SafetyHazardFamily,Dimension,1
356,seed.dim.SafetyHazardType,dim,SafetyHazardType,Dimension,1
357,seed.dim.SafetyIncidentType,dim,SafetyIncidentType,Dimension,1
358,seed.dim.SafetyObligation,dim,SafetyObligation,Dimension,1
359,seed.dim.SafetyPermitType,dim,SafetyPermitType,Dimension,1
360,seed.dim.SafetyPpeItem,dim,SafetyPpeItem,SCD2,1
361,seed.dim.SafetyRegulationDomain,dim,SafetyRegulationDomain,Dimension,1
362,seed.dim.SafetyRegulationProgram,dim,SafetyRegulationProgram,Dimension,1
363,seed.dim.SafetyRiskAssessment,dim,SafetyRiskAssessment,SCD2,1
364,seed.dim.SafetySdsDocument,dim,SafetySdsDocument,Dimension,1
365,seed.dim.SafetyWasteStream,dim,SafetyWasteStream,SCD2,1
366,seed.dim.SalesChannel,dim,SalesChannel,Dimension,1
367,seed.dim.SalesChannelFamily,dim,SalesChannelFamily,Dimension,1
368,seed.dim.SalesChannelSegment,dim,SalesChannelSegment,Dimension,1
369,seed.dim.SalesCustomerChain,dim,SalesCustomerChain,Dimension,1
370,seed.dim.SalesCustomerCreditProfile,dim,SalesCustomerCreditProfile,SCD2,1
371,seed.dim.SalesCustomerDivision,dim,SalesCustomerDivision,Dimension,1
372,seed.dim.SalesCustomerGroup,dim,SalesCustomerGroup,Dimension,1
373,seed.dim.SalesCustomerNode,dim,SalesCustomerNode,Dimension,1
374,seed.dim.SalesDistrict,dim,SalesDistrict,Dimension,1
375,seed.dim.SalesFulfillmentPromise,dim,SalesFulfillmentPromise,SCD2,1
376,seed.dim.SalesOrderHeader,dim,SalesOrderHeader,SCD2,1
377,seed.dim.SalesOrderLine,dim,SalesOrderLine,SCD2,1
378,seed.dim.SalesPriceList,dim,SalesPriceList,SCD2,1
379,seed.dim.SalesPromotion,dim,SalesPromotion,SCD2,1
380,seed.dim.SalesPromotionCampaign,dim,SalesPromotionCampaign,Dimension,1
381,seed.dim.SalesPromotionOffer,dim,SalesPromotionOffer,Dimension,1
382,seed.dim.SalesPromotionProgram,dim,SalesPromotionProgram,Dimension,1
383,seed.dim.SalesPromotionTactic,dim,SalesPromotionTactic,Dimension,1
384,seed.dim.SalesRegion,dim,SalesRegion,Dimension,1
385,seed.dim.SalesRouteToMarket,dim,SalesRouteToMarket,Dimension,1
386,seed.dim.SalesTerritory,dim,SalesTerritory,Dimension,1
387,seed.dim.SalesTerritoryPod,dim,SalesTerritoryPod,Dimension,1
388,seed.dim.ServiceCampaign,dim,ServiceCampaign,Dimension,1
389,seed.dim.ServiceCampaignPortfolio,dim,ServiceCampaignPortfolio,Dimension,1
390,seed.dim.ServiceCampaignProgram,dim,ServiceCampaignProgram,Dimension,1
391,seed.dim.ServiceContract,dim,ServiceContract,SCD2,1
392,seed.dim.ServiceGeoBranch,dim,ServiceGeoBranch,Dimension,1
393,seed.dim.ServiceGeoDistrict,dim,ServiceGeoDistrict,Dimension,1
394,seed.dim.ServiceGeoRegion,dim,ServiceGeoRegion,Dimension,1
395,seed.dim.ServicePartDisposition,dim,ServicePartDisposition,Dimension,1
396,seed.dim.ServiceRecallActivity,dim,ServiceRecallActivity,Dimension,1
397,seed.dim.ServiceRepairAction,dim,ServiceRepairAction,Dimension,1
398,seed.dim.ServiceRepairCategory,dim,ServiceRepairCategory,Dimension,1
399,seed.dim.ServiceRepairCode,dim,ServiceRepairCode,Dimension,1
400,seed.dim.ServiceRepairSubcategory,dim,ServiceRepairSubcategory,Dimension,1
401,seed.dim.ServiceTechnicianProfile,dim,ServiceTechnicianProfile,SCD2,1
402,seed.dim.ServiceTerritory,dim,ServiceTerritory,Dimension,1
403,seed.dim.Site,dim,Site,Dimension,1
404,seed.dim.Supplier,dim,Supplier,SCD2,1
405,seed.dim.SupplierCategory,dim,SupplierCategory,Dimension,1
406,seed.dim.SupplierRiskClass,dim,SupplierRiskClass,Dimension,1
407,seed.dim.SupplierTier,dim,SupplierTier,Dimension,1
408,seed.dim.TimeOfDay,dim,TimeOfDay,Dimension,1
409,seed.dim.WarrantyClaimChannel,dim,WarrantyClaimChannel,Dimension,1
410,seed.dim.WarrantyComplaintType,dim,WarrantyComplaintType,Dimension,1
411,seed.dim.WarrantyCoverageFamily,dim,WarrantyCoverageFamily,Dimension,1
412,seed.dim.WarrantyCoverageProgram,dim,WarrantyCoverageProgram,Dimension,1
413,seed.dim.WarrantyFailureMode,dim,WarrantyFailureMode,Dimension,1
414,seed.dim.WarrantyPolicy,dim,WarrantyPolicy,Dimension,1
415,seed.dim.WarrantyTerm,dim,WarrantyTerm,Dimension,1
416,seed.dim.WorkCenter,dim,WorkCenter,SCD2,1
417,seed.dim.WorkCenterCapability,dim,WorkCenterCapability,Dimension,1
418,seed.dim.WorkCenterType,dim,WorkCenterType,Dimension,1
419,seed.fact.BomComponentUsage,fact,BomComponentUsage,Fact,1
420,seed.fact.EnergyDemandPeak,fact,EnergyDemandPeak,Fact,1
421,seed.fact.EnergyGreenhouseGasSnapshot,fact,EnergyGreenhouseGasSnapshot,Fact,1
422,seed.fact.EnergyMeterReading,fact,EnergyMeterReading,Fact,1
423,seed.fact.EnergyUtilityCost,fact,EnergyUtilityCost,Fact,1
424,seed.fact.EngineeringChangeLifecycle,fact,EngineeringChangeLifecycle,Fact,1
425,seed.fact.EngineeringDocumentRevisionEvent,fact,EngineeringDocumentRevisionEvent,Fact,1
426,seed.fact.EngineeringSpecificationCoverage,fact,EngineeringSpecificationCoverage,Fact,1
427,seed.fact.FieldServiceOrderTransaction,fact,FieldServiceOrderTransaction,Fact,1
428,seed.fact.FinanceBudgetForecast,fact,FinanceBudgetForecast,Fact,1
429,seed.fact.FinanceGlPosting,fact,FinanceGlPosting,Fact,1
430,seed.fact.FinanceManufacturingVariance,fact,FinanceManufacturingVariance,Fact,1
431,seed.fact.FinanceProductCostSnapshot,fact,FinanceProductCostSnapshot,Fact,1
432,seed.fact.FinanceProductionOrderSettlement,fact,FinanceProductionOrderSettlement,Fact,1
433,seed.fact.FinancePurchasePriceVariance,fact,FinancePurchasePriceVariance,Fact,1
434,seed.fact.InventoryBalanceSnapshot,fact,InventoryBalanceSnapshot,Fact,1
435,seed.fact.InventoryCycleCount,fact,InventoryCycleCount,Fact,1
436,seed.fact.InventoryMovement,fact,InventoryMovement,Fact,1
437,seed.fact.InventoryPhysicalInventory,fact,InventoryPhysicalInventory,Fact,1
438,seed.fact.InventorySafetyStockSnapshot,fact,InventorySafetyStockSnapshot,Fact,1
439,seed.fact.LaborAbsence,fact,LaborAbsence,Fact,1
440,seed.fact.LaborHeadcountSnapshot,fact,LaborHeadcountSnapshot,Fact,1
441,seed.fact.LaborTimesheet,fact,LaborTimesheet,Fact,1
442,seed.fact.LaborTrainingCompletion,fact,LaborTrainingCompletion,Fact,1
443,seed.fact.LogisticsCustomsClearanceCycle,fact,LogisticsCustomsClearanceCycle,Fact,1
444,seed.fact.LogisticsDeliveryPerformance,fact,LogisticsDeliveryPerformance,Fact,1
445,seed.fact.LogisticsFreightCharge,fact,LogisticsFreightCharge,Fact,1
446,seed.fact.LogisticsShipmentExecution,fact,LogisticsShipmentExecution,Fact,1
447,seed.fact.LogisticsTrackingEvent,fact,LogisticsTrackingEvent,Fact,1
448,seed.fact.MachineChangeoverEvent,fact,MachineChangeoverEvent,Fact,1
449,seed.fact.MachineSensorReading,fact,MachineSensorReading,Fact,1
450,seed.fact.MachineStateEvent,fact,MachineStateEvent,Fact,1
451,seed.fact.MaintenanceConditionReading,fact,MaintenanceConditionReading,Fact,1
452,seed.fact.MaintenanceDowntimeAttribution,fact,MaintenanceDowntimeAttribution,Fact,1
453,seed.fact.MaintenanceLaborConfirmation,fact,MaintenanceLaborConfirmation,Fact,1
454,seed.fact.MaintenanceSparePartUsage,fact,MaintenanceSparePartUsage,Fact,1
455,seed.fact.MaintenanceWorkOrderLifecycle,fact,MaintenanceWorkOrderLifecycle,Fact,1
456,seed.fact.OeeLossEvent,fact,OeeLossEvent,Fact,1
457,seed.fact.OeePeriodicSnapshot,fact,OeePeriodicSnapshot,Fact,1
458,seed.fact.ProductionDowntimeEvent,fact,ProductionDowntimeEvent,Fact,1
459,seed.fact.ProductionOperationConfirmation,fact,ProductionOperationConfirmation,Fact,1
460,seed.fact.ProductionRunYield,fact,ProductionRunYield,Fact,1
461,seed.fact.ProductionScrapReworkEvent,fact,ProductionScrapReworkEvent,Fact,1
462,seed.fact.ProductionShiftOutputSnapshot,fact,ProductionShiftOutputSnapshot,Fact,1
463,seed.fact.ProductionWorkOrderLifecycle,fact,ProductionWorkOrderLifecycle,Fact,1
464,seed.fact.PurchaseGoodsReceipt,fact,PurchaseGoodsReceipt,Fact,1
465,seed.fact.PurchaseInvoiceMatch,fact,PurchaseInvoiceMatch,Fact,1
466,seed.fact.PurchaseOrderSpend,fact,PurchaseOrderSpend,Fact,1
467,seed.fact.PurchaseSourcingCycle,fact,PurchaseSourcingCycle,Fact,1
468,seed.fact.PurchaseSupplierScoreSnapshot,fact,PurchaseSupplierScoreSnapshot,Fact,1
469,seed.fact.QualityCapaLifecycle,fact,QualityCapaLifecycle,Fact,1
470,seed.fact.QualityGaugeCalibration,fact,QualityGaugeCalibration,Fact,1
471,seed.fact.QualityInspectionResult,fact,QualityInspectionResult,Fact,1
472,seed.fact.QualityNonConformanceEvent,fact,QualityNonConformanceEvent,Fact,1
473,seed.fact.QualitySpcSample,fact,QualitySpcSample,Fact,1
474,seed.fact.RoutingOperationStandard,fact,RoutingOperationStandard,Fact,1
475,seed.fact.SafetyAuditFinding,fact,SafetyAuditFinding,Fact,1
476,seed.fact.SafetyIncident,fact,SafetyIncident,Fact,1
477,seed.fact.SafetyNearMiss,fact,SafetyNearMiss,Fact,1
478,seed.fact.SafetyWasteShipment,fact,SafetyWasteShipment,Fact,1
479,seed.fact.SalesBackorderSnapshot,fact,SalesBackorderSnapshot,Fact,1
480,seed.fact.SalesCreditExposureSnapshot,fact,SalesCreditExposureSnapshot,Fact,1
481,seed.fact.SalesFulfillmentCycle,fact,SalesFulfillmentCycle,Fact,1
482,seed.fact.SalesOrderAllocation,fact,SalesOrderAllocation,Fact,1
483,seed.fact.SalesOrderBooking,fact,SalesOrderBooking,Fact,1
484,seed.fact.WarrantyClaimLifecycle,fact,WarrantyClaimLifecycle,Fact,1
485,seed.fact.WarrantyCustomerComplaint,fact,WarrantyCustomerComplaint,Fact,1
486,seed.fact.WarrantyRmaTransaction,fact,WarrantyRmaTransaction,Fact,1
