ProductionLotKey,ProductionLotNumber,ProductKey,PlantKey,ProductionLotDispositionGroupKey,UnitOfMeasureKey,RecordStatusKey,ProductionLotName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
101,PL000101,233,214,214,1,4,Atlas ProductionLot 101,PL000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56cfdf30e9745440946f21ebf4edd9e856cfdf30e9745440946f21ebf4edd9e8
102,PL000102,218,134,13,2,2,Riverton ProductionLot 102,PL000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,15a4043a18d85e7cadb9ebc05b1a721915a4043a18d85e7cadb9ebc05b1a7219
103,PL000103,495,98,483,6,2,Junction ProductionLot 103,PL000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64a34cf55f9e5e21886f52f3d416de1264a34cf55f9e5e21886f52f3d416de12
104,PL000104,92,236,441,3,4,Delta ProductionLot 104,PL000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01b2c00b8688569694344f260ac9878601b2c00b8688569694344f260ac98786
105,PL000105,336,58,214,7,1,Evergreen ProductionLot 105,PL000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f662ed97c4759c292c6a03b2816945a6f662ed97c4759c292c6a03b2816945a
106,PL000106,496,86,136,3,1,Keystone ProductionLot 106,PL000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd9410d0704e52a390e51ccf8bca8586fd9410d0704e52a390e51ccf8bca8586
107,PL000107,293,330,108,5,2,Willow ProductionLot 107,PL000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edb1ab12f8d8591e97c310ee55d2e21eedb1ab12f8d8591e97c310ee55d2e21e
108,PL000108,343,181,227,3,1,Vertex ProductionLot 108,PL000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c8f5a3784eb856839b5ea871fa733f88c8f5a3784eb856839b5ea871fa733f88
109,PL000109,355,150,107,4,1,Ion ProductionLot 109,PL000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,80e2cb2f9ed2500c9637655ca0bbdc0680e2cb2f9ed2500c9637655ca0bbdc06
110,PL000110,415,343,234,1,3,Summit ProductionLot 110,PL000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2bfe237de93159aebba22774c15c45962bfe237de93159aebba22774c15c4596
111,PL000111,43,59,186,6,2,Northstar ProductionLot 111,PL000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5cb65068564d5cdd8623745f2c4eeb1b5cb65068564d5cdd8623745f2c4eeb1b
112,PL000112,259,211,204,3,2,Keystone ProductionLot 112,PL000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03fbf996ed955b0da1f94a2b75548da703fbf996ed955b0da1f94a2b75548da7
113,PL000113,159,163,33,7,3,Liberty ProductionLot 113,PL000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a24aa7008e4157f0ab1c01d5300bca57a24aa7008e4157f0ab1c01d5300bca57
114,PL000114,183,349,432,4,4,Orion ProductionLot 114,PL000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a00090577f55809a5b1ee361d4e64796a00090577f55809a5b1ee361d4e6479
115,PL000115,496,298,359,6,4,Cedar ProductionLot 115,PL000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7683e848a68d5f7f88eb495b8bef50a17683e848a68d5f7f88eb495b8bef50a1
116,PL000116,285,278,225,7,4,Granite ProductionLot 116,PL000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a6331079ac1b5f73a63a913c12d7adb5a6331079ac1b5f73a63a913c12d7adb5
117,PL000117,443,84,127,5,4,Granite ProductionLot 117,PL000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b70cee619374550fb55629c4b2f9544db70cee619374550fb55629c4b2f9544d
118,PL000118,386,160,472,1,1,Quartz ProductionLot 118,PL000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec8b870173d055b8a4322f71c9c3ea31ec8b870173d055b8a4322f71c9c3ea31
119,PL000119,327,199,190,5,3,Beacon ProductionLot 119,PL000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54dacefc5f22588a8d0031e4f5c34ebf54dacefc5f22588a8d0031e4f5c34ebf
120,PL000120,185,67,166,4,3,Orion ProductionLot 120,PL000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49c0a21dd33958fd8c64878403ff886149c0a21dd33958fd8c64878403ff8861
121,PL000121,53,21,90,5,2,Evergreen ProductionLot 121,PL000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,857299e8fcf753ee8b5975bd85baa5ce857299e8fcf753ee8b5975bd85baa5ce
122,PL000122,316,144,224,4,2,Willow ProductionLot 122,PL000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,634ec84b382b5c6197b27ed1d4e77b33634ec84b382b5c6197b27ed1d4e77b33
123,PL000123,7,244,148,3,2,Orion ProductionLot 123,PL000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c1d1dcacb5e45f3896b6f8edcc0c1cf8c1d1dcacb5e45f3896b6f8edcc0c1cf8
124,PL000124,297,34,497,4,4,Unity ProductionLot 124,PL000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de47164d689d566a9f03a6c4d40e918fde47164d689d566a9f03a6c4d40e918f
125,PL000125,229,75,470,5,3,Harbor ProductionLot 125,PL000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c15202af0b255494816df0b78857ba76c15202af0b255494816df0b78857ba76
126,PL000126,300,109,257,7,3,Riverton ProductionLot 126,PL000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7fa6215d8cb5d94ac78ddb1f1ae46a5e7fa6215d8cb5d94ac78ddb1f1ae46a5
127,PL000127,280,64,366,6,3,Orion ProductionLot 127,PL000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9025ffc8b4eb516dbe80acfca3edfdd09025ffc8b4eb516dbe80acfca3edfdd0
128,PL000128,29,337,421,1,2,Evergreen ProductionLot 128,PL000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e408738cb9b52eeaa1ae1a9b23fcb6f8e408738cb9b52eeaa1ae1a9b23fcb6f
129,PL000129,454,267,433,2,1,Ion ProductionLot 129,PL000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3bf040455b4d508dbffc82762af6a1333bf040455b4d508dbffc82762af6a133
130,PL000130,409,49,86,7,2,Unity ProductionLot 130,PL000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cd1a98ba2f85559b4e9ec77645a9b697cd1a98ba2f85559b4e9ec77645a9b69
131,PL000131,337,294,379,3,4,Meridian ProductionLot 131,PL000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e29c1a1236485d2491cc6b2ca006dc91e29c1a1236485d2491cc6b2ca006dc91
132,PL000132,32,269,250,2,1,Cedar ProductionLot 132,PL000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2f3aa08cb2c540c9ede57f9d1e85effc2f3aa08cb2c540c9ede57f9d1e85eff
133,PL000133,396,129,66,6,4,Vertex ProductionLot 133,PL000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,707a782557d25b9f9d84e357e8696d92707a782557d25b9f9d84e357e8696d92
134,PL000134,437,34,246,2,1,Liberty ProductionLot 134,PL000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0e3597ed4265b85a7ce18d7e73c6272b0e3597ed4265b85a7ce18d7e73c6272
135,PL000135,33,290,133,2,1,Liberty ProductionLot 135,PL000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4acba3ad08f6545e8b510cf1e8e6b51a4acba3ad08f6545e8b510cf1e8e6b51a
136,PL000136,182,209,440,3,4,Summit ProductionLot 136,PL000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fd66bb50a925d74a0a86d9a211a1c088fd66bb50a925d74a0a86d9a211a1c08
137,PL000137,77,201,410,6,4,Harbor ProductionLot 137,PL000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b20bc04767850fdbe1f43a8e19872564b20bc04767850fdbe1f43a8e1987256
138,PL000138,438,295,436,1,2,Zenith ProductionLot 138,PL000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7374ff55be1d59edbd63067dd1ef0d757374ff55be1d59edbd63067dd1ef0d75
139,PL000139,401,187,218,7,4,Titan ProductionLot 139,PL000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e33388bd260567fbe2a0284b88314748e33388bd260567fbe2a0284b8831474
140,PL000140,77,222,360,1,2,Evergreen ProductionLot 140,PL000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a41cf8c3cfc553c7877f7b7c77dd5f4ba41cf8c3cfc553c7877f7b7c77dd5f4b
141,PL000141,427,170,200,4,2,Delta ProductionLot 141,PL000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c2467af9a955ee3b7c91a6089ff20516c2467af9a955ee3b7c91a6089ff2051
142,PL000142,216,148,489,6,4,Atlas ProductionLot 142,PL000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,52b49241a4e55ae69aef43d1796a51a952b49241a4e55ae69aef43d1796a51a9
143,PL000143,101,55,349,3,3,Pioneer ProductionLot 143,PL000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3ba541d4cd057f4b2b5622b8d382c66d3ba541d4cd057f4b2b5622b8d382c66
144,PL000144,447,242,355,6,3,Willow ProductionLot 144,PL000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6368fe3128615cfdbb0df20ac05419626368fe3128615cfdbb0df20ac0541962
145,PL000145,425,170,382,7,2,Orion ProductionLot 145,PL000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97b67787fd8158e8904d7869e16344b497b67787fd8158e8904d7869e16344b4
146,PL000146,322,37,322,2,3,Zenith ProductionLot 146,PL000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95beff4bf9e15f20823f1ccf84bcb1f995beff4bf9e15f20823f1ccf84bcb1f9
147,PL000147,488,103,215,3,1,Summit ProductionLot 147,PL000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c62d071a98e1548396d7401e1e82e825c62d071a98e1548396d7401e1e82e825
148,PL000148,285,52,2,7,1,Unity ProductionLot 148,PL000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,042fdd8f0b615250ba0c0e01f618aab7042fdd8f0b615250ba0c0e01f618aab7
149,PL000149,197,250,376,5,3,Keystone ProductionLot 149,PL000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9135f395227552a4931a92edb13f98059135f395227552a4931a92edb13f9805
150,PL000150,419,288,462,2,1,Orion ProductionLot 150,PL000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f92b3dddab65f0c847e9d7aca63af150f92b3dddab65f0c847e9d7aca63af15
151,PL000151,185,46,366,2,2,Junction ProductionLot 151,PL000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6dffc99ac18f5916b902feacaecd9ae16dffc99ac18f5916b902feacaecd9ae1
152,PL000152,241,20,467,1,1,Orion ProductionLot 152,PL000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5610d78e97b508e96164b993dfaf779f5610d78e97b508e96164b993dfaf779
153,PL000153,32,349,137,3,4,Evergreen ProductionLot 153,PL000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ec545c45efa75618a604a816344eec85ec545c45efa75618a604a816344eec85
154,PL000154,107,266,241,2,4,Zenith ProductionLot 154,PL000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0df70d506e975ff0804d0c79f81022fd0df70d506e975ff0804d0c79f81022fd
155,PL000155,429,63,257,6,3,Zenith ProductionLot 155,PL000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,27609a02c21d5970b575f2085224633e27609a02c21d5970b575f2085224633e
156,PL000156,299,240,167,2,4,Northstar ProductionLot 156,PL000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2231a9f77f365562a13ca7ddf31ee9802231a9f77f365562a13ca7ddf31ee980
157,PL000157,139,228,33,4,3,Ion ProductionLot 157,PL000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65663d012ace55228cae5d26153c445d65663d012ace55228cae5d26153c445d
158,PL000158,471,56,92,4,3,Willow ProductionLot 158,PL000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b8728b9e5a7f53bba80445b45b0c546bb8728b9e5a7f53bba80445b45b0c546b
159,PL000159,328,53,374,1,3,Vertex ProductionLot 159,PL000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e2bb847d3f33509dac127275436d274fe2bb847d3f33509dac127275436d274f
160,PL000160,264,37,137,7,3,Harbor ProductionLot 160,PL000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a75691e765b75813bc2dd6412c74e603a75691e765b75813bc2dd6412c74e603
161,PL000161,193,90,56,7,3,Riverton ProductionLot 161,PL000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a89d1e2e13e25754be2b51852b1801ffa89d1e2e13e25754be2b51852b1801ff
162,PL000162,164,152,89,5,2,Delta ProductionLot 162,PL000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6ac81d1e21065a88bcd2934e7d69301b6ac81d1e21065a88bcd2934e7d69301b
163,PL000163,83,288,278,1,4,Northstar ProductionLot 163,PL000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,601f420e0767505cb0dcc559d3dcdbee601f420e0767505cb0dcc559d3dcdbee
164,PL000164,423,16,286,3,2,Quartz ProductionLot 164,PL000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6393f5a35a8a54f589d32c3e0f5bde696393f5a35a8a54f589d32c3e0f5bde69
165,PL000165,70,104,54,1,3,Keystone ProductionLot 165,PL000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bcdd940e9aa5812b4cf40f17fc2b4226bcdd940e9aa5812b4cf40f17fc2b422
166,PL000166,87,98,194,4,4,Pioneer ProductionLot 166,PL000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ffed673acb55a2bb16b75e2c25d9d313ffed673acb55a2bb16b75e2c25d9d31
167,PL000167,214,220,328,1,2,Willow ProductionLot 167,PL000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5782812369e25aac9cf06ad6515d9d445782812369e25aac9cf06ad6515d9d44
168,PL000168,491,113,452,3,3,Meridian ProductionLot 168,PL000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e5084d19e4c581f8f0f30f656461f577e5084d19e4c581f8f0f30f656461f57
169,PL000169,65,236,125,4,1,Meridian ProductionLot 169,PL000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4fb2e5612b75963b07be6b361113076f4fb2e5612b75963b07be6b361113076
170,PL000170,76,253,390,6,4,Delta ProductionLot 170,PL000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4db2200a11a858e2b6aec2808bba1d9c4db2200a11a858e2b6aec2808bba1d9c
171,PL000171,4,189,250,7,4,Quartz ProductionLot 171,PL000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b044729d2975c1d91b79f17d5cda5738b044729d2975c1d91b79f17d5cda573
172,PL000172,252,95,50,2,4,Summit ProductionLot 172,PL000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e3f806aab85829a14d1fd0c4449a6c43e3f806aab85829a14d1fd0c4449a6c
173,PL000173,494,220,499,7,3,Ion ProductionLot 173,PL000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54b6d24158355f718c093cba186a6b5e54b6d24158355f718c093cba186a6b5e
174,PL000174,491,266,454,7,2,Willow ProductionLot 174,PL000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc6cb1c47a215419a357b15da778fd6cdc6cb1c47a215419a357b15da778fd6c
175,PL000175,414,150,156,3,3,Granite ProductionLot 175,PL000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b6aff4f8e66590a959b703c0b43e2b41b6aff4f8e66590a959b703c0b43e2b4
176,PL000176,429,165,304,7,1,Cedar ProductionLot 176,PL000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c926a1303d76568c98a39f3d2763aef5c926a1303d76568c98a39f3d2763aef5
177,PL000177,468,182,306,7,3,Vertex ProductionLot 177,PL000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,044b24c99712509a8bf9750ca254037c044b24c99712509a8bf9750ca254037c
178,PL000178,333,306,223,4,1,Liberty ProductionLot 178,PL000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a7fbab210bbb59e88024e85a4b2863dca7fbab210bbb59e88024e85a4b2863dc
179,PL000179,132,147,55,5,1,Meridian ProductionLot 179,PL000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,897237022264569cb4420fa3594e8566897237022264569cb4420fa3594e8566
180,PL000180,37,55,71,3,1,Northstar ProductionLot 180,PL000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,763c09f9299d58af810d29147dfa98f5763c09f9299d58af810d29147dfa98f5
181,PL000181,474,345,128,3,3,Delta ProductionLot 181,PL000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e17973d14625c73937405fb971902a65e17973d14625c73937405fb971902a6
182,PL000182,110,308,493,3,2,Willow ProductionLot 182,PL000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56c163eba1725c91899fdb2eceef871a56c163eba1725c91899fdb2eceef871a
183,PL000183,434,37,272,1,2,Zenith ProductionLot 183,PL000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce50053b87f45b0498cbff040f573215ce50053b87f45b0498cbff040f573215
184,PL000184,164,70,322,7,4,Keystone ProductionLot 184,PL000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfba6fbf15bf5a25a60e934b3a7068fbcfba6fbf15bf5a25a60e934b3a7068fb
185,PL000185,483,150,478,2,2,Atlas ProductionLot 185,PL000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70a511b4bf9d5be19596f3218905b7d270a511b4bf9d5be19596f3218905b7d2
186,PL000186,379,139,478,1,4,Orion ProductionLot 186,PL000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e85899ec325b118982704fc542575950e85899ec325b118982704fc5425759
187,PL000187,466,137,419,7,1,Unity ProductionLot 187,PL000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cfaa48e9a637578aa75b8c82060afc76cfaa48e9a637578aa75b8c82060afc76
188,PL000188,155,201,179,4,4,Meridian ProductionLot 188,PL000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17c9a3dfecf9576b8f3ddd1f1526471717c9a3dfecf9576b8f3ddd1f15264717
189,PL000189,225,146,373,4,1,Quartz ProductionLot 189,PL000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d28e2d31bfc5c21a6f20e66434ea4ad8d28e2d31bfc5c21a6f20e66434ea4ad
190,PL000190,261,335,313,3,2,Titan ProductionLot 190,PL000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f472b100b908546b854b87e25e0823a2f472b100b908546b854b87e25e0823a2
191,PL000191,22,47,92,5,3,Vertex ProductionLot 191,PL000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76b7bf7bb0ea57deb7b8a4355ddf78c976b7bf7bb0ea57deb7b8a4355ddf78c9
192,PL000192,308,241,454,5,3,Harbor ProductionLot 192,PL000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,467d48d4daf65b4cb0bd56dfb8bc63f3467d48d4daf65b4cb0bd56dfb8bc63f3
193,PL000193,115,14,374,3,4,Northstar ProductionLot 193,PL000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f3be0b1272d58239d4a2c20f13f02646f3be0b1272d58239d4a2c20f13f0264
194,PL000194,332,158,60,1,3,Forge ProductionLot 194,PL000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95f35f08adab5be88c5f1689a95a4c7495f35f08adab5be88c5f1689a95a4c74
195,PL000195,179,228,194,5,4,Willow ProductionLot 195,PL000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,195f90ce128d5bb7b51bd91cfb8f51af195f90ce128d5bb7b51bd91cfb8f51af
196,PL000196,367,9,43,7,2,Harbor ProductionLot 196,PL000196,1,278.5200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a31dc9f347da542a98cec92eb01a2432a31dc9f347da542a98cec92eb01a2432
197,PL000197,471,70,247,4,3,Northstar ProductionLot 197,PL000197,1,279.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4206fa2e86b0508e8e9826282e9f3ee44206fa2e86b0508e8e9826282e9f3ee4
198,PL000198,18,73,321,5,1,Meridian ProductionLot 198,PL000198,1,281.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e60f56c0f8fd5de39f23cd56fbc4ea57e60f56c0f8fd5de39f23cd56fbc4ea57
199,PL000199,172,43,218,2,2,Unity ProductionLot 199,PL000199,1,282.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67d7ace42dff5282bb58b52e20d05b2267d7ace42dff5282bb58b52e20d05b22
200,PL000200,333,171,369,3,2,Cedar ProductionLot 200,PL000200,0,284.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,136ed35f1ddb5233b04010e17dd01115136ed35f1ddb5233b04010e17dd01115
201,PL000201,232,144,126,3,4,Vertex ProductionLot 201,PL000201,1,285.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c57b63715813554c9fad2411d287e090c57b63715813554c9fad2411d287e090
202,PL000202,124,327,365,3,2,Evergreen ProductionLot 202,PL000202,1,286.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,189c4209ae4351bb8d581fed1eb4cf60189c4209ae4351bb8d581fed1eb4cf60
