CalendarWeekKey,CalendarWeekCode,CalendarMonthKey,CalendarWeekName,SourceSystemKey,BatchId,LoadedAtUtc
333,CW000333,195,Summit CalendarWeek 333,1,1,2026-08-24T00:00:00.000
334,CW000334,65,Quartz CalendarWeek 334,1,1,2026-08-24T00:00:00.000
335,CW000335,79,Zenith CalendarWeek 335,1,1,2026-08-24T00:00:00.000
336,CW000336,188,Meridian CalendarWeek 336,1,1,2026-08-24T00:00:00.000
337,CW000337,149,Keystone CalendarWeek 337,1,1,2026-08-24T00:00:00.000
338,CW000338,10,Delta CalendarWeek 338,1,1,2026-08-24T00:00:00.000
339,CW000339,71,Quartz CalendarWeek 339,1,1,2026-08-24T00:00:00.000
340,CW000340,229,Beacon CalendarWeek 340,1,1,2026-08-24T00:00:00.000
341,CW000341,73,Riverton CalendarWeek 341,1,1,2026-08-24T00:00:00.000
342,CW000342,89,Vertex CalendarWeek 342,1,1,2026-08-24T00:00:00.000
343,CW000343,87,Vertex CalendarWeek 343,1,1,2026-08-24T00:00:00.000
344,CW000344,41,Northstar CalendarWeek 344,1,1,2026-08-24T00:00:00.000
345,CW000345,78,Vertex CalendarWeek 345,1,1,2026-08-24T00:00:00.000
346,CW000346,89,Titan CalendarWeek 346,1,1,2026-08-24T00:00:00.000
347,CW000347,147,Atlas CalendarWeek 347,1,1,2026-08-24T00:00:00.000
348,CW000348,206,Zenith CalendarWeek 348,1,1,2026-08-24T00:00:00.000
349,CW000349,129,Cedar CalendarWeek 349,1,1,2026-08-24T00:00:00.000
350,CW000350,237,Orion CalendarWeek 350,1,1,2026-08-24T00:00:00.000
351,CW000351,122,Northstar CalendarWeek 351,1,1,2026-08-24T00:00:00.000
352,CW000352,203,Zenith CalendarWeek 352,1,1,2026-08-24T00:00:00.000
353,CW000353,49,Beacon CalendarWeek 353,1,1,2026-08-24T00:00:00.000
354,CW000354,18,Orion CalendarWeek 354,1,1,2026-08-24T00:00:00.000
355,CW000355,197,Delta CalendarWeek 355,1,1,2026-08-24T00:00:00.000
356,CW000356,156,Liberty CalendarWeek 356,1,1,2026-08-24T00:00:00.000
357,CW000357,195,Titan CalendarWeek 357,1,1,2026-08-24T00:00:00.000
358,CW000358,197,Atlas CalendarWeek 358,1,1,2026-08-24T00:00:00.000
359,CW000359,150,Harbor CalendarWeek 359,1,1,2026-08-24T00:00:00.000
360,CW000360,73,Liberty CalendarWeek 360,1,1,2026-08-24T00:00:00.000
361,CW000361,58,Granite CalendarWeek 361,1,1,2026-08-24T00:00:00.000
362,CW000362,127,Atlas CalendarWeek 362,1,1,2026-08-24T00:00:00.000
363,CW000363,26,Pioneer CalendarWeek 363,1,1,2026-08-24T00:00:00.000
364,CW000364,69,Cedar CalendarWeek 364,1,1,2026-08-24T00:00:00.000
365,CW000365,47,Granite CalendarWeek 365,1,1,2026-08-24T00:00:00.000
366,CW000366,117,Beacon CalendarWeek 366,1,1,2026-08-24T00:00:00.000
367,CW000367,211,Ion CalendarWeek 367,1,1,2026-08-24T00:00:00.000
368,CW000368,33,Willow CalendarWeek 368,1,1,2026-08-24T00:00:00.000
369,CW000369,139,Ion CalendarWeek 369,1,1,2026-08-24T00:00:00.000
370,CW000370,82,Zenith CalendarWeek 370,1,1,2026-08-24T00:00:00.000
371,CW000371,173,Meridian CalendarWeek 371,1,1,2026-08-24T00:00:00.000
372,CW000372,39,Keystone CalendarWeek 372,1,1,2026-08-24T00:00:00.000
373,CW000373,240,Willow CalendarWeek 373,1,1,2026-08-24T00:00:00.000
374,CW000374,38,Meridian CalendarWeek 374,1,1,2026-08-24T00:00:00.000
375,CW000375,92,Granite CalendarWeek 375,1,1,2026-08-24T00:00:00.000
376,CW000376,136,Harbor CalendarWeek 376,1,1,2026-08-24T00:00:00.000
377,CW000377,7,Beacon CalendarWeek 377,1,1,2026-08-24T00:00:00.000
378,CW000378,139,Junction CalendarWeek 378,1,1,2026-08-24T00:00:00.000
379,CW000379,211,Harbor CalendarWeek 379,1,1,2026-08-24T00:00:00.000
380,CW000380,144,Beacon CalendarWeek 380,1,1,2026-08-24T00:00:00.000
381,CW000381,102,Unity CalendarWeek 381,1,1,2026-08-24T00:00:00.000
382,CW000382,116,Cedar CalendarWeek 382,1,1,2026-08-24T00:00:00.000
383,CW000383,34,Harbor CalendarWeek 383,1,1,2026-08-24T00:00:00.000
384,CW000384,185,Delta CalendarWeek 384,1,1,2026-08-24T00:00:00.000
385,CW000385,197,Summit CalendarWeek 385,1,1,2026-08-24T00:00:00.000
386,CW000386,110,Delta CalendarWeek 386,1,1,2026-08-24T00:00:00.000
387,CW000387,46,Beacon CalendarWeek 387,1,1,2026-08-24T00:00:00.000
388,CW000388,73,Evergreen CalendarWeek 388,1,1,2026-08-24T00:00:00.000
389,CW000389,215,Cedar CalendarWeek 389,1,1,2026-08-24T00:00:00.000
390,CW000390,68,Atlas CalendarWeek 390,1,1,2026-08-24T00:00:00.000
391,CW000391,64,Liberty CalendarWeek 391,1,1,2026-08-24T00:00:00.000
392,CW000392,35,Junction CalendarWeek 392,1,1,2026-08-24T00:00:00.000
393,CW000393,182,Ion CalendarWeek 393,1,1,2026-08-24T00:00:00.000
394,CW000394,228,Orion CalendarWeek 394,1,1,2026-08-24T00:00:00.000
395,CW000395,124,Granite CalendarWeek 395,1,1,2026-08-24T00:00:00.000
396,CW000396,158,Harbor CalendarWeek 396,1,1,2026-08-24T00:00:00.000
397,CW000397,173,Evergreen CalendarWeek 397,1,1,2026-08-24T00:00:00.000
398,CW000398,214,Ion CalendarWeek 398,1,1,2026-08-24T00:00:00.000
399,CW000399,144,Granite CalendarWeek 399,1,1,2026-08-24T00:00:00.000
400,CW000400,56,Zenith CalendarWeek 400,1,1,2026-08-24T00:00:00.000
401,CW000401,169,Harbor CalendarWeek 401,1,1,2026-08-24T00:00:00.000
402,CW000402,109,Beacon CalendarWeek 402,1,1,2026-08-24T00:00:00.000
403,CW000403,78,Quartz CalendarWeek 403,1,1,2026-08-24T00:00:00.000
404,CW000404,73,Riverton CalendarWeek 404,1,1,2026-08-24T00:00:00.000
405,CW000405,125,Summit CalendarWeek 405,1,1,2026-08-24T00:00:00.000
406,CW000406,104,Granite CalendarWeek 406,1,1,2026-08-24T00:00:00.000
407,CW000407,36,Evergreen CalendarWeek 407,1,1,2026-08-24T00:00:00.000
408,CW000408,226,Summit CalendarWeek 408,1,1,2026-08-24T00:00:00.000
409,CW000409,65,Northstar CalendarWeek 409,1,1,2026-08-24T00:00:00.000
410,CW000410,16,Cedar CalendarWeek 410,1,1,2026-08-24T00:00:00.000
411,CW000411,4,Liberty CalendarWeek 411,1,1,2026-08-24T00:00:00.000
412,CW000412,112,Meridian CalendarWeek 412,1,1,2026-08-24T00:00:00.000
413,CW000413,63,Forge CalendarWeek 413,1,1,2026-08-24T00:00:00.000
414,CW000414,46,Meridian CalendarWeek 414,1,1,2026-08-24T00:00:00.000
415,CW000415,161,Harbor CalendarWeek 415,1,1,2026-08-24T00:00:00.000
416,CW000416,15,Granite CalendarWeek 416,1,1,2026-08-24T00:00:00.000
417,CW000417,74,Quartz CalendarWeek 417,1,1,2026-08-24T00:00:00.000
418,CW000418,203,Zenith CalendarWeek 418,1,1,2026-08-24T00:00:00.000
419,CW000419,213,Cedar CalendarWeek 419,1,1,2026-08-24T00:00:00.000
420,CW000420,174,Junction CalendarWeek 420,1,1,2026-08-24T00:00:00.000
421,CW000421,233,Liberty CalendarWeek 421,1,1,2026-08-24T00:00:00.000
422,CW000422,65,Unity CalendarWeek 422,1,1,2026-08-24T00:00:00.000
423,CW000423,109,Cedar CalendarWeek 423,1,1,2026-08-24T00:00:00.000
424,CW000424,17,Quartz CalendarWeek 424,1,1,2026-08-24T00:00:00.000
425,CW000425,180,Pioneer CalendarWeek 425,1,1,2026-08-24T00:00:00.000
426,CW000426,184,Northstar CalendarWeek 426,1,1,2026-08-24T00:00:00.000
427,CW000427,141,Granite CalendarWeek 427,1,1,2026-08-24T00:00:00.000
428,CW000428,180,Atlas CalendarWeek 428,1,1,2026-08-24T00:00:00.000
429,CW000429,39,Zenith CalendarWeek 429,1,1,2026-08-24T00:00:00.000
430,CW000430,200,Pioneer CalendarWeek 430,1,1,2026-08-24T00:00:00.000
431,CW000431,16,Meridian CalendarWeek 431,1,1,2026-08-24T00:00:00.000
432,CW000432,90,Beacon CalendarWeek 432,1,1,2026-08-24T00:00:00.000
433,CW000433,45,Vertex CalendarWeek 433,1,1,2026-08-24T00:00:00.000
434,CW000434,56,Forge CalendarWeek 434,1,1,2026-08-24T00:00:00.000
435,CW000435,101,Quartz CalendarWeek 435,1,1,2026-08-24T00:00:00.000
436,CW000436,145,Junction CalendarWeek 436,1,1,2026-08-24T00:00:00.000
437,CW000437,146,Riverton CalendarWeek 437,1,1,2026-08-24T00:00:00.000
438,CW000438,46,Willow CalendarWeek 438,1,1,2026-08-24T00:00:00.000
439,CW000439,89,Summit CalendarWeek 439,1,1,2026-08-24T00:00:00.000
440,CW000440,225,Keystone CalendarWeek 440,1,1,2026-08-24T00:00:00.000
441,CW000441,233,Orion CalendarWeek 441,1,1,2026-08-24T00:00:00.000
442,CW000442,1,Ion CalendarWeek 442,1,1,2026-08-24T00:00:00.000
443,CW000443,137,Atlas CalendarWeek 443,1,1,2026-08-24T00:00:00.000
444,CW000444,1,Atlas CalendarWeek 444,1,1,2026-08-24T00:00:00.000
445,CW000445,133,Cedar CalendarWeek 445,1,1,2026-08-24T00:00:00.000
446,CW000446,161,Atlas CalendarWeek 446,1,1,2026-08-24T00:00:00.000
447,CW000447,134,Beacon CalendarWeek 447,1,1,2026-08-24T00:00:00.000
448,CW000448,89,Delta CalendarWeek 448,1,1,2026-08-24T00:00:00.000
449,CW000449,136,Liberty CalendarWeek 449,1,1,2026-08-24T00:00:00.000
450,CW000450,52,Beacon CalendarWeek 450,1,1,2026-08-24T00:00:00.000
451,CW000451,51,Willow CalendarWeek 451,1,1,2026-08-24T00:00:00.000
452,CW000452,87,Liberty CalendarWeek 452,1,1,2026-08-24T00:00:00.000
453,CW000453,207,Zenith CalendarWeek 453,1,1,2026-08-24T00:00:00.000
454,CW000454,58,Forge CalendarWeek 454,1,1,2026-08-24T00:00:00.000
455,CW000455,191,Summit CalendarWeek 455,1,1,2026-08-24T00:00:00.000
456,CW000456,3,Orion CalendarWeek 456,1,1,2026-08-24T00:00:00.000
457,CW000457,37,Zenith CalendarWeek 457,1,1,2026-08-24T00:00:00.000
458,CW000458,52,Summit CalendarWeek 458,1,1,2026-08-24T00:00:00.000
459,CW000459,222,Evergreen CalendarWeek 459,1,1,2026-08-24T00:00:00.000
460,CW000460,42,Atlas CalendarWeek 460,1,1,2026-08-24T00:00:00.000
461,CW000461,117,Northstar CalendarWeek 461,1,1,2026-08-24T00:00:00.000
462,CW000462,210,Junction CalendarWeek 462,1,1,2026-08-24T00:00:00.000
463,CW000463,101,Atlas CalendarWeek 463,1,1,2026-08-24T00:00:00.000
464,CW000464,149,Evergreen CalendarWeek 464,1,1,2026-08-24T00:00:00.000
465,CW000465,235,Titan CalendarWeek 465,1,1,2026-08-24T00:00:00.000
466,CW000466,157,Pioneer CalendarWeek 466,1,1,2026-08-24T00:00:00.000
467,CW000467,20,Granite CalendarWeek 467,1,1,2026-08-24T00:00:00.000
468,CW000468,185,Vertex CalendarWeek 468,1,1,2026-08-24T00:00:00.000
469,CW000469,34,Quartz CalendarWeek 469,1,1,2026-08-24T00:00:00.000
470,CW000470,70,Cedar CalendarWeek 470,1,1,2026-08-24T00:00:00.000
471,CW000471,134,Orion CalendarWeek 471,1,1,2026-08-24T00:00:00.000
472,CW000472,10,Meridian CalendarWeek 472,1,1,2026-08-24T00:00:00.000
473,CW000473,22,Granite CalendarWeek 473,1,1,2026-08-24T00:00:00.000
474,CW000474,42,Vertex CalendarWeek 474,1,1,2026-08-24T00:00:00.000
475,CW000475,200,Quartz CalendarWeek 475,1,1,2026-08-24T00:00:00.000
476,CW000476,142,Willow CalendarWeek 476,1,1,2026-08-24T00:00:00.000
477,CW000477,191,Zenith CalendarWeek 477,1,1,2026-08-24T00:00:00.000
478,CW000478,150,Beacon CalendarWeek 478,1,1,2026-08-24T00:00:00.000
479,CW000479,94,Cedar CalendarWeek 479,1,1,2026-08-24T00:00:00.000
480,CW000480,180,Evergreen CalendarWeek 480,1,1,2026-08-24T00:00:00.000
481,CW000481,84,Granite CalendarWeek 481,1,1,2026-08-24T00:00:00.000
482,CW000482,218,Cedar CalendarWeek 482,1,1,2026-08-24T00:00:00.000
483,CW000483,135,Ion CalendarWeek 483,1,1,2026-08-24T00:00:00.000
484,CW000484,39,Forge CalendarWeek 484,1,1,2026-08-24T00:00:00.000
485,CW000485,103,Willow CalendarWeek 485,1,1,2026-08-24T00:00:00.000
486,CW000486,69,Quartz CalendarWeek 486,1,1,2026-08-24T00:00:00.000
487,CW000487,53,Northstar CalendarWeek 487,1,1,2026-08-24T00:00:00.000
488,CW000488,5,Quartz CalendarWeek 488,1,1,2026-08-24T00:00:00.000
489,CW000489,76,Atlas CalendarWeek 489,1,1,2026-08-24T00:00:00.000
490,CW000490,146,Zenith CalendarWeek 490,1,1,2026-08-24T00:00:00.000
491,CW000491,24,Unity CalendarWeek 491,1,1,2026-08-24T00:00:00.000
492,CW000492,29,Vertex CalendarWeek 492,1,1,2026-08-24T00:00:00.000
493,CW000493,105,Pioneer CalendarWeek 493,1,1,2026-08-24T00:00:00.000
494,CW000494,112,Unity CalendarWeek 494,1,1,2026-08-24T00:00:00.000
495,CW000495,164,Granite CalendarWeek 495,1,1,2026-08-24T00:00:00.000
496,CW000496,223,Granite CalendarWeek 496,1,1,2026-08-24T00:00:00.000
497,CW000497,49,Orion CalendarWeek 497,1,1,2026-08-24T00:00:00.000
498,CW000498,227,Keystone CalendarWeek 498,1,1,2026-08-24T00:00:00.000
499,CW000499,60,Junction CalendarWeek 499,1,1,2026-08-24T00:00:00.000
500,CW000500,105,Meridian CalendarWeek 500,1,1,2026-08-24T00:00:00.000
