PurchaseCommodityKey,PurchaseCommodityCode,PurchaseCommoditySubcategoryKey,PurchaseCommodityName,SourceSystemKey,BatchId,LoadedAtUtc
317,PC000317,373,Liberty PurchaseCommodity 317,1,1,2026-08-24T00:00:00.000
318,PC000318,299,Titan PurchaseCommodity 318,1,1,2026-08-24T00:00:00.000
319,PC000319,103,Forge PurchaseCommodity 319,1,1,2026-08-24T00:00:00.000
320,PC000320,451,Unity PurchaseCommodity 320,1,1,2026-08-24T00:00:00.000
321,PC000321,254,Willow PurchaseCommodity 321,1,1,2026-08-24T00:00:00.000
322,PC000322,169,Harbor PurchaseCommodity 322,1,1,2026-08-24T00:00:00.000
323,PC000323,89,Quartz PurchaseCommodity 323,1,1,2026-08-24T00:00:00.000
324,PC000324,23,Keystone PurchaseCommodity 324,1,1,2026-08-24T00:00:00.000
325,PC000325,152,Granite PurchaseCommodity 325,1,1,2026-08-24T00:00:00.000
326,PC000326,491,Atlas PurchaseCommodity 326,1,1,2026-08-24T00:00:00.000
327,PC000327,460,Junction PurchaseCommodity 327,1,1,2026-08-24T00:00:00.000
328,PC000328,78,Liberty PurchaseCommodity 328,1,1,2026-08-24T00:00:00.000
329,PC000329,389,Beacon PurchaseCommodity 329,1,1,2026-08-24T00:00:00.000
330,PC000330,197,Evergreen PurchaseCommodity 330,1,1,2026-08-24T00:00:00.000
331,PC000331,347,Pioneer PurchaseCommodity 331,1,1,2026-08-24T00:00:00.000
332,PC000332,485,Beacon PurchaseCommodity 332,1,1,2026-08-24T00:00:00.000
333,PC000333,493,Quartz PurchaseCommodity 333,1,1,2026-08-24T00:00:00.000
334,PC000334,313,Pioneer PurchaseCommodity 334,1,1,2026-08-24T00:00:00.000
335,PC000335,109,Harbor PurchaseCommodity 335,1,1,2026-08-24T00:00:00.000
336,PC000336,263,Beacon PurchaseCommodity 336,1,1,2026-08-24T00:00:00.000
337,PC000337,267,Zenith PurchaseCommodity 337,1,1,2026-08-24T00:00:00.000
338,PC000338,164,Quartz PurchaseCommodity 338,1,1,2026-08-24T00:00:00.000
339,PC000339,277,Orion PurchaseCommodity 339,1,1,2026-08-24T00:00:00.000
340,PC000340,28,Orion PurchaseCommodity 340,1,1,2026-08-24T00:00:00.000
341,PC000341,164,Unity PurchaseCommodity 341,1,1,2026-08-24T00:00:00.000
342,PC000342,26,Atlas PurchaseCommodity 342,1,1,2026-08-24T00:00:00.000
343,PC000343,219,Titan PurchaseCommodity 343,1,1,2026-08-24T00:00:00.000
344,PC000344,158,Forge PurchaseCommodity 344,1,1,2026-08-24T00:00:00.000
345,PC000345,463,Atlas PurchaseCommodity 345,1,1,2026-08-24T00:00:00.000
346,PC000346,235,Unity PurchaseCommodity 346,1,1,2026-08-24T00:00:00.000
347,PC000347,15,Titan PurchaseCommodity 347,1,1,2026-08-24T00:00:00.000
348,PC000348,400,Beacon PurchaseCommodity 348,1,1,2026-08-24T00:00:00.000
349,PC000349,126,Quartz PurchaseCommodity 349,1,1,2026-08-24T00:00:00.000
350,PC000350,251,Atlas PurchaseCommodity 350,1,1,2026-08-24T00:00:00.000
351,PC000351,309,Harbor PurchaseCommodity 351,1,1,2026-08-24T00:00:00.000
352,PC000352,412,Unity PurchaseCommodity 352,1,1,2026-08-24T00:00:00.000
353,PC000353,395,Forge PurchaseCommodity 353,1,1,2026-08-24T00:00:00.000
354,PC000354,60,Keystone PurchaseCommodity 354,1,1,2026-08-24T00:00:00.000
355,PC000355,78,Ion PurchaseCommodity 355,1,1,2026-08-24T00:00:00.000
356,PC000356,82,Beacon PurchaseCommodity 356,1,1,2026-08-24T00:00:00.000
357,PC000357,27,Unity PurchaseCommodity 357,1,1,2026-08-24T00:00:00.000
358,PC000358,230,Forge PurchaseCommodity 358,1,1,2026-08-24T00:00:00.000
359,PC000359,334,Keystone PurchaseCommodity 359,1,1,2026-08-24T00:00:00.000
360,PC000360,111,Summit PurchaseCommodity 360,1,1,2026-08-24T00:00:00.000
361,PC000361,13,Quartz PurchaseCommodity 361,1,1,2026-08-24T00:00:00.000
362,PC000362,63,Quartz PurchaseCommodity 362,1,1,2026-08-24T00:00:00.000
363,PC000363,487,Quartz PurchaseCommodity 363,1,1,2026-08-24T00:00:00.000
364,PC000364,279,Atlas PurchaseCommodity 364,1,1,2026-08-24T00:00:00.000
365,PC000365,250,Unity PurchaseCommodity 365,1,1,2026-08-24T00:00:00.000
366,PC000366,113,Evergreen PurchaseCommodity 366,1,1,2026-08-24T00:00:00.000
367,PC000367,269,Liberty PurchaseCommodity 367,1,1,2026-08-24T00:00:00.000
368,PC000368,478,Riverton PurchaseCommodity 368,1,1,2026-08-24T00:00:00.000
369,PC000369,363,Evergreen PurchaseCommodity 369,1,1,2026-08-24T00:00:00.000
370,PC000370,85,Willow PurchaseCommodity 370,1,1,2026-08-24T00:00:00.000
371,PC000371,427,Orion PurchaseCommodity 371,1,1,2026-08-24T00:00:00.000
372,PC000372,305,Harbor PurchaseCommodity 372,1,1,2026-08-24T00:00:00.000
373,PC000373,249,Evergreen PurchaseCommodity 373,1,1,2026-08-24T00:00:00.000
374,PC000374,442,Vertex PurchaseCommodity 374,1,1,2026-08-24T00:00:00.000
375,PC000375,39,Evergreen PurchaseCommodity 375,1,1,2026-08-24T00:00:00.000
376,PC000376,280,Quartz PurchaseCommodity 376,1,1,2026-08-24T00:00:00.000
377,PC000377,81,Summit PurchaseCommodity 377,1,1,2026-08-24T00:00:00.000
378,PC000378,10,Atlas PurchaseCommodity 378,1,1,2026-08-24T00:00:00.000
379,PC000379,16,Forge PurchaseCommodity 379,1,1,2026-08-24T00:00:00.000
380,PC000380,327,Titan PurchaseCommodity 380,1,1,2026-08-24T00:00:00.000
381,PC000381,189,Forge PurchaseCommodity 381,1,1,2026-08-24T00:00:00.000
382,PC000382,118,Harbor PurchaseCommodity 382,1,1,2026-08-24T00:00:00.000
383,PC000383,205,Junction PurchaseCommodity 383,1,1,2026-08-24T00:00:00.000
384,PC000384,203,Zenith PurchaseCommodity 384,1,1,2026-08-24T00:00:00.000
385,PC000385,374,Beacon PurchaseCommodity 385,1,1,2026-08-24T00:00:00.000
386,PC000386,113,Keystone PurchaseCommodity 386,1,1,2026-08-24T00:00:00.000
387,PC000387,142,Ion PurchaseCommodity 387,1,1,2026-08-24T00:00:00.000
388,PC000388,314,Zenith PurchaseCommodity 388,1,1,2026-08-24T00:00:00.000
389,PC000389,340,Titan PurchaseCommodity 389,1,1,2026-08-24T00:00:00.000
390,PC000390,397,Granite PurchaseCommodity 390,1,1,2026-08-24T00:00:00.000
391,PC000391,465,Northstar PurchaseCommodity 391,1,1,2026-08-24T00:00:00.000
392,PC000392,257,Willow PurchaseCommodity 392,1,1,2026-08-24T00:00:00.000
393,PC000393,372,Riverton PurchaseCommodity 393,1,1,2026-08-24T00:00:00.000
394,PC000394,319,Atlas PurchaseCommodity 394,1,1,2026-08-24T00:00:00.000
395,PC000395,393,Pioneer PurchaseCommodity 395,1,1,2026-08-24T00:00:00.000
396,PC000396,111,Harbor PurchaseCommodity 396,1,1,2026-08-24T00:00:00.000
397,PC000397,60,Quartz PurchaseCommodity 397,1,1,2026-08-24T00:00:00.000
398,PC000398,500,Titan PurchaseCommodity 398,1,1,2026-08-24T00:00:00.000
399,PC000399,190,Harbor PurchaseCommodity 399,1,1,2026-08-24T00:00:00.000
400,PC000400,451,Quartz PurchaseCommodity 400,1,1,2026-08-24T00:00:00.000
401,PC000401,365,Junction PurchaseCommodity 401,1,1,2026-08-24T00:00:00.000
402,PC000402,319,Riverton PurchaseCommodity 402,1,1,2026-08-24T00:00:00.000
403,PC000403,20,Beacon PurchaseCommodity 403,1,1,2026-08-24T00:00:00.000
404,PC000404,110,Summit PurchaseCommodity 404,1,1,2026-08-24T00:00:00.000
405,PC000405,435,Orion PurchaseCommodity 405,1,1,2026-08-24T00:00:00.000
406,PC000406,106,Harbor PurchaseCommodity 406,1,1,2026-08-24T00:00:00.000
407,PC000407,76,Zenith PurchaseCommodity 407,1,1,2026-08-24T00:00:00.000
408,PC000408,376,Riverton PurchaseCommodity 408,1,1,2026-08-24T00:00:00.000
409,PC000409,162,Titan PurchaseCommodity 409,1,1,2026-08-24T00:00:00.000
410,PC000410,270,Unity PurchaseCommodity 410,1,1,2026-08-24T00:00:00.000
411,PC000411,150,Granite PurchaseCommodity 411,1,1,2026-08-24T00:00:00.000
412,PC000412,387,Forge PurchaseCommodity 412,1,1,2026-08-24T00:00:00.000
413,PC000413,494,Delta PurchaseCommodity 413,1,1,2026-08-24T00:00:00.000
414,PC000414,386,Atlas PurchaseCommodity 414,1,1,2026-08-24T00:00:00.000
415,PC000415,343,Titan PurchaseCommodity 415,1,1,2026-08-24T00:00:00.000
416,PC000416,422,Titan PurchaseCommodity 416,1,1,2026-08-24T00:00:00.000
417,PC000417,308,Delta PurchaseCommodity 417,1,1,2026-08-24T00:00:00.000
418,PC000418,209,Cedar PurchaseCommodity 418,1,1,2026-08-24T00:00:00.000
419,PC000419,485,Pioneer PurchaseCommodity 419,1,1,2026-08-24T00:00:00.000
420,PC000420,154,Quartz PurchaseCommodity 420,1,1,2026-08-24T00:00:00.000
421,PC000421,108,Junction PurchaseCommodity 421,1,1,2026-08-24T00:00:00.000
422,PC000422,485,Meridian PurchaseCommodity 422,1,1,2026-08-24T00:00:00.000
423,PC000423,442,Orion PurchaseCommodity 423,1,1,2026-08-24T00:00:00.000
424,PC000424,344,Titan PurchaseCommodity 424,1,1,2026-08-24T00:00:00.000
425,PC000425,284,Harbor PurchaseCommodity 425,1,1,2026-08-24T00:00:00.000
426,PC000426,245,Summit PurchaseCommodity 426,1,1,2026-08-24T00:00:00.000
427,PC000427,377,Keystone PurchaseCommodity 427,1,1,2026-08-24T00:00:00.000
428,PC000428,298,Pioneer PurchaseCommodity 428,1,1,2026-08-24T00:00:00.000
429,PC000429,46,Titan PurchaseCommodity 429,1,1,2026-08-24T00:00:00.000
430,PC000430,272,Summit PurchaseCommodity 430,1,1,2026-08-24T00:00:00.000
431,PC000431,107,Cedar PurchaseCommodity 431,1,1,2026-08-24T00:00:00.000
432,PC000432,473,Unity PurchaseCommodity 432,1,1,2026-08-24T00:00:00.000
433,PC000433,319,Cedar PurchaseCommodity 433,1,1,2026-08-24T00:00:00.000
434,PC000434,490,Keystone PurchaseCommodity 434,1,1,2026-08-24T00:00:00.000
435,PC000435,389,Meridian PurchaseCommodity 435,1,1,2026-08-24T00:00:00.000
436,PC000436,37,Junction PurchaseCommodity 436,1,1,2026-08-24T00:00:00.000
437,PC000437,158,Meridian PurchaseCommodity 437,1,1,2026-08-24T00:00:00.000
438,PC000438,313,Beacon PurchaseCommodity 438,1,1,2026-08-24T00:00:00.000
439,PC000439,499,Quartz PurchaseCommodity 439,1,1,2026-08-24T00:00:00.000
440,PC000440,273,Evergreen PurchaseCommodity 440,1,1,2026-08-24T00:00:00.000
441,PC000441,318,Pioneer PurchaseCommodity 441,1,1,2026-08-24T00:00:00.000
442,PC000442,45,Ion PurchaseCommodity 442,1,1,2026-08-24T00:00:00.000
443,PC000443,237,Evergreen PurchaseCommodity 443,1,1,2026-08-24T00:00:00.000
444,PC000444,81,Orion PurchaseCommodity 444,1,1,2026-08-24T00:00:00.000
445,PC000445,192,Zenith PurchaseCommodity 445,1,1,2026-08-24T00:00:00.000
446,PC000446,36,Junction PurchaseCommodity 446,1,1,2026-08-24T00:00:00.000
447,PC000447,61,Willow PurchaseCommodity 447,1,1,2026-08-24T00:00:00.000
448,PC000448,285,Riverton PurchaseCommodity 448,1,1,2026-08-24T00:00:00.000
449,PC000449,54,Beacon PurchaseCommodity 449,1,1,2026-08-24T00:00:00.000
450,PC000450,250,Vertex PurchaseCommodity 450,1,1,2026-08-24T00:00:00.000
451,PC000451,105,Delta PurchaseCommodity 451,1,1,2026-08-24T00:00:00.000
452,PC000452,341,Orion PurchaseCommodity 452,1,1,2026-08-24T00:00:00.000
453,PC000453,403,Atlas PurchaseCommodity 453,1,1,2026-08-24T00:00:00.000
454,PC000454,221,Riverton PurchaseCommodity 454,1,1,2026-08-24T00:00:00.000
455,PC000455,91,Zenith PurchaseCommodity 455,1,1,2026-08-24T00:00:00.000
456,PC000456,309,Quartz PurchaseCommodity 456,1,1,2026-08-24T00:00:00.000
457,PC000457,181,Pioneer PurchaseCommodity 457,1,1,2026-08-24T00:00:00.000
458,PC000458,145,Atlas PurchaseCommodity 458,1,1,2026-08-24T00:00:00.000
459,PC000459,222,Titan PurchaseCommodity 459,1,1,2026-08-24T00:00:00.000
460,PC000460,274,Zenith PurchaseCommodity 460,1,1,2026-08-24T00:00:00.000
461,PC000461,255,Unity PurchaseCommodity 461,1,1,2026-08-24T00:00:00.000
462,PC000462,112,Junction PurchaseCommodity 462,1,1,2026-08-24T00:00:00.000
463,PC000463,285,Zenith PurchaseCommodity 463,1,1,2026-08-24T00:00:00.000
464,PC000464,419,Forge PurchaseCommodity 464,1,1,2026-08-24T00:00:00.000
465,PC000465,222,Quartz PurchaseCommodity 465,1,1,2026-08-24T00:00:00.000
466,PC000466,253,Summit PurchaseCommodity 466,1,1,2026-08-24T00:00:00.000
467,PC000467,255,Ion PurchaseCommodity 467,1,1,2026-08-24T00:00:00.000
468,PC000468,159,Forge PurchaseCommodity 468,1,1,2026-08-24T00:00:00.000
469,PC000469,101,Riverton PurchaseCommodity 469,1,1,2026-08-24T00:00:00.000
470,PC000470,396,Quartz PurchaseCommodity 470,1,1,2026-08-24T00:00:00.000
471,PC000471,364,Summit PurchaseCommodity 471,1,1,2026-08-24T00:00:00.000
472,PC000472,211,Pioneer PurchaseCommodity 472,1,1,2026-08-24T00:00:00.000
473,PC000473,11,Titan PurchaseCommodity 473,1,1,2026-08-24T00:00:00.000
474,PC000474,423,Zenith PurchaseCommodity 474,1,1,2026-08-24T00:00:00.000
475,PC000475,334,Unity PurchaseCommodity 475,1,1,2026-08-24T00:00:00.000
476,PC000476,156,Liberty PurchaseCommodity 476,1,1,2026-08-24T00:00:00.000
477,PC000477,59,Orion PurchaseCommodity 477,1,1,2026-08-24T00:00:00.000
478,PC000478,123,Titan PurchaseCommodity 478,1,1,2026-08-24T00:00:00.000
479,PC000479,200,Unity PurchaseCommodity 479,1,1,2026-08-24T00:00:00.000
480,PC000480,27,Harbor PurchaseCommodity 480,1,1,2026-08-24T00:00:00.000
481,PC000481,81,Delta PurchaseCommodity 481,1,1,2026-08-24T00:00:00.000
482,PC000482,468,Atlas PurchaseCommodity 482,1,1,2026-08-24T00:00:00.000
483,PC000483,138,Beacon PurchaseCommodity 483,1,1,2026-08-24T00:00:00.000
484,PC000484,15,Orion PurchaseCommodity 484,1,1,2026-08-24T00:00:00.000
485,PC000485,347,Junction PurchaseCommodity 485,1,1,2026-08-24T00:00:00.000
486,PC000486,25,Vertex PurchaseCommodity 486,1,1,2026-08-24T00:00:00.000
487,PC000487,77,Pioneer PurchaseCommodity 487,1,1,2026-08-24T00:00:00.000
488,PC000488,461,Unity PurchaseCommodity 488,1,1,2026-08-24T00:00:00.000
489,PC000489,25,Vertex PurchaseCommodity 489,1,1,2026-08-24T00:00:00.000
490,PC000490,183,Junction PurchaseCommodity 490,1,1,2026-08-24T00:00:00.000
491,PC000491,117,Cedar PurchaseCommodity 491,1,1,2026-08-24T00:00:00.000
492,PC000492,456,Vertex PurchaseCommodity 492,1,1,2026-08-24T00:00:00.000
493,PC000493,351,Liberty PurchaseCommodity 493,1,1,2026-08-24T00:00:00.000
494,PC000494,151,Northstar PurchaseCommodity 494,1,1,2026-08-24T00:00:00.000
495,PC000495,185,Quartz PurchaseCommodity 495,1,1,2026-08-24T00:00:00.000
496,PC000496,217,Pioneer PurchaseCommodity 496,1,1,2026-08-24T00:00:00.000
497,PC000497,498,Beacon PurchaseCommodity 497,1,1,2026-08-24T00:00:00.000
498,PC000498,313,Zenith PurchaseCommodity 498,1,1,2026-08-24T00:00:00.000
499,PC000499,293,Titan PurchaseCommodity 499,1,1,2026-08-24T00:00:00.000
500,PC000500,149,Unity PurchaseCommodity 500,1,1,2026-08-24T00:00:00.000
