WarrantyTermKey,WarrantyTermCode,WarrantyPolicyKey,WarrantyTermName,CoverageMonths,MileageLimitQuantity,SourceSystemKey,BatchId,LoadedAtUtc
296,WT000296,391,Granite WarrantyTerm 296,9,296,1,1,2026-08-24T00:00:00.000
297,WT000297,2,Vertex WarrantyTerm 297,10,297,1,1,2026-08-24T00:00:00.000
298,WT000298,483,Junction WarrantyTerm 298,11,298,1,1,2026-08-24T00:00:00.000
299,WT000299,327,Pioneer WarrantyTerm 299,12,299,1,1,2026-08-24T00:00:00.000
300,WT000300,200,Liberty WarrantyTerm 300,1,300,1,1,2026-08-24T00:00:00.000
301,WT000301,232,Zenith WarrantyTerm 301,2,301,1,1,2026-08-24T00:00:00.000
302,WT000302,432,Evergreen WarrantyTerm 302,3,302,1,1,2026-08-24T00:00:00.000
303,WT000303,57,Willow WarrantyTerm 303,4,303,1,1,2026-08-24T00:00:00.000
304,WT000304,304,Willow WarrantyTerm 304,5,304,1,1,2026-08-24T00:00:00.000
305,WT000305,75,Northstar WarrantyTerm 305,6,305,1,1,2026-08-24T00:00:00.000
306,WT000306,195,Quartz WarrantyTerm 306,7,306,1,1,2026-08-24T00:00:00.000
307,WT000307,485,Titan WarrantyTerm 307,8,307,1,1,2026-08-24T00:00:00.000
308,WT000308,362,Evergreen WarrantyTerm 308,9,308,1,1,2026-08-24T00:00:00.000
309,WT000309,265,Beacon WarrantyTerm 309,10,309,1,1,2026-08-24T00:00:00.000
310,WT000310,221,Delta WarrantyTerm 310,11,310,1,1,2026-08-24T00:00:00.000
311,WT000311,474,Junction WarrantyTerm 311,12,311,1,1,2026-08-24T00:00:00.000
312,WT000312,166,Atlas WarrantyTerm 312,1,312,1,1,2026-08-24T00:00:00.000
313,WT000313,231,Vertex WarrantyTerm 313,2,313,1,1,2026-08-24T00:00:00.000
314,WT000314,445,Delta WarrantyTerm 314,3,314,1,1,2026-08-24T00:00:00.000
315,WT000315,230,Harbor WarrantyTerm 315,4,315,1,1,2026-08-24T00:00:00.000
316,WT000316,101,Quartz WarrantyTerm 316,5,316,1,1,2026-08-24T00:00:00.000
317,WT000317,460,Forge WarrantyTerm 317,6,317,1,1,2026-08-24T00:00:00.000
318,WT000318,62,Titan WarrantyTerm 318,7,318,1,1,2026-08-24T00:00:00.000
319,WT000319,26,Evergreen WarrantyTerm 319,8,319,1,1,2026-08-24T00:00:00.000
320,WT000320,205,Keystone WarrantyTerm 320,9,320,1,1,2026-08-24T00:00:00.000
321,WT000321,397,Cedar WarrantyTerm 321,10,321,1,1,2026-08-24T00:00:00.000
322,WT000322,78,Riverton WarrantyTerm 322,11,322,1,1,2026-08-24T00:00:00.000
323,WT000323,300,Pioneer WarrantyTerm 323,12,323,1,1,2026-08-24T00:00:00.000
324,WT000324,250,Granite WarrantyTerm 324,1,324,1,1,2026-08-24T00:00:00.000
325,WT000325,301,Titan WarrantyTerm 325,2,325,1,1,2026-08-24T00:00:00.000
326,WT000326,27,Orion WarrantyTerm 326,3,326,1,1,2026-08-24T00:00:00.000
327,WT000327,371,Forge WarrantyTerm 327,4,327,1,1,2026-08-24T00:00:00.000
328,WT000328,107,Delta WarrantyTerm 328,5,328,1,1,2026-08-24T00:00:00.000
329,WT000329,434,Evergreen WarrantyTerm 329,6,329,1,1,2026-08-24T00:00:00.000
330,WT000330,358,Unity WarrantyTerm 330,7,330,1,1,2026-08-24T00:00:00.000
331,WT000331,84,Beacon WarrantyTerm 331,8,331,1,1,2026-08-24T00:00:00.000
332,WT000332,165,Unity WarrantyTerm 332,9,332,1,1,2026-08-24T00:00:00.000
333,WT000333,225,Harbor WarrantyTerm 333,10,333,1,1,2026-08-24T00:00:00.000
334,WT000334,227,Beacon WarrantyTerm 334,11,334,1,1,2026-08-24T00:00:00.000
335,WT000335,31,Beacon WarrantyTerm 335,12,335,1,1,2026-08-24T00:00:00.000
336,WT000336,343,Atlas WarrantyTerm 336,1,336,1,1,2026-08-24T00:00:00.000
337,WT000337,54,Delta WarrantyTerm 337,2,337,1,1,2026-08-24T00:00:00.000
338,WT000338,256,Evergreen WarrantyTerm 338,3,338,1,1,2026-08-24T00:00:00.000
339,WT000339,207,Meridian WarrantyTerm 339,4,339,1,1,2026-08-24T00:00:00.000
340,WT000340,227,Junction WarrantyTerm 340,5,340,1,1,2026-08-24T00:00:00.000
341,WT000341,480,Delta WarrantyTerm 341,6,341,1,1,2026-08-24T00:00:00.000
342,WT000342,295,Beacon WarrantyTerm 342,7,342,1,1,2026-08-24T00:00:00.000
343,WT000343,171,Northstar WarrantyTerm 343,8,343,1,1,2026-08-24T00:00:00.000
344,WT000344,130,Northstar WarrantyTerm 344,9,344,1,1,2026-08-24T00:00:00.000
345,WT000345,194,Liberty WarrantyTerm 345,10,345,1,1,2026-08-24T00:00:00.000
346,WT000346,303,Quartz WarrantyTerm 346,11,346,1,1,2026-08-24T00:00:00.000
347,WT000347,142,Titan WarrantyTerm 347,12,347,1,1,2026-08-24T00:00:00.000
348,WT000348,373,Delta WarrantyTerm 348,1,348,1,1,2026-08-24T00:00:00.000
349,WT000349,314,Meridian WarrantyTerm 349,2,349,1,1,2026-08-24T00:00:00.000
350,WT000350,279,Beacon WarrantyTerm 350,3,350,1,1,2026-08-24T00:00:00.000
351,WT000351,150,Ion WarrantyTerm 351,4,351,1,1,2026-08-24T00:00:00.000
352,WT000352,160,Vertex WarrantyTerm 352,5,352,1,1,2026-08-24T00:00:00.000
353,WT000353,492,Junction WarrantyTerm 353,6,353,1,1,2026-08-24T00:00:00.000
354,WT000354,303,Forge WarrantyTerm 354,7,354,1,1,2026-08-24T00:00:00.000
355,WT000355,143,Northstar WarrantyTerm 355,8,355,1,1,2026-08-24T00:00:00.000
356,WT000356,488,Junction WarrantyTerm 356,9,356,1,1,2026-08-24T00:00:00.000
357,WT000357,475,Zenith WarrantyTerm 357,10,357,1,1,2026-08-24T00:00:00.000
358,WT000358,303,Cedar WarrantyTerm 358,11,358,1,1,2026-08-24T00:00:00.000
359,WT000359,304,Northstar WarrantyTerm 359,12,359,1,1,2026-08-24T00:00:00.000
360,WT000360,300,Vertex WarrantyTerm 360,1,360,1,1,2026-08-24T00:00:00.000
361,WT000361,226,Pioneer WarrantyTerm 361,2,361,1,1,2026-08-24T00:00:00.000
362,WT000362,488,Delta WarrantyTerm 362,3,362,1,1,2026-08-24T00:00:00.000
363,WT000363,306,Pioneer WarrantyTerm 363,4,363,1,1,2026-08-24T00:00:00.000
364,WT000364,223,Granite WarrantyTerm 364,5,364,1,1,2026-08-24T00:00:00.000
365,WT000365,70,Orion WarrantyTerm 365,6,365,1,1,2026-08-24T00:00:00.000
366,WT000366,443,Cedar WarrantyTerm 366,7,366,1,1,2026-08-24T00:00:00.000
367,WT000367,114,Willow WarrantyTerm 367,8,367,1,1,2026-08-24T00:00:00.000
368,WT000368,88,Unity WarrantyTerm 368,9,368,1,1,2026-08-24T00:00:00.000
369,WT000369,323,Delta WarrantyTerm 369,10,369,1,1,2026-08-24T00:00:00.000
370,WT000370,481,Liberty WarrantyTerm 370,11,370,1,1,2026-08-24T00:00:00.000
371,WT000371,257,Willow WarrantyTerm 371,12,371,1,1,2026-08-24T00:00:00.000
372,WT000372,355,Harbor WarrantyTerm 372,1,372,1,1,2026-08-24T00:00:00.000
373,WT000373,301,Vertex WarrantyTerm 373,2,373,1,1,2026-08-24T00:00:00.000
374,WT000374,242,Delta WarrantyTerm 374,3,374,1,1,2026-08-24T00:00:00.000
375,WT000375,270,Northstar WarrantyTerm 375,4,375,1,1,2026-08-24T00:00:00.000
376,WT000376,65,Orion WarrantyTerm 376,5,376,1,1,2026-08-24T00:00:00.000
377,WT000377,490,Titan WarrantyTerm 377,6,377,1,1,2026-08-24T00:00:00.000
378,WT000378,177,Riverton WarrantyTerm 378,7,378,1,1,2026-08-24T00:00:00.000
379,WT000379,348,Titan WarrantyTerm 379,8,379,1,1,2026-08-24T00:00:00.000
380,WT000380,436,Orion WarrantyTerm 380,9,380,1,1,2026-08-24T00:00:00.000
381,WT000381,345,Quartz WarrantyTerm 381,10,381,1,1,2026-08-24T00:00:00.000
382,WT000382,489,Cedar WarrantyTerm 382,11,382,1,1,2026-08-24T00:00:00.000
383,WT000383,336,Forge WarrantyTerm 383,12,383,1,1,2026-08-24T00:00:00.000
384,WT000384,54,Quartz WarrantyTerm 384,1,384,1,1,2026-08-24T00:00:00.000
385,WT000385,476,Vertex WarrantyTerm 385,2,385,1,1,2026-08-24T00:00:00.000
386,WT000386,468,Junction WarrantyTerm 386,3,386,1,1,2026-08-24T00:00:00.000
387,WT000387,334,Beacon WarrantyTerm 387,4,387,1,1,2026-08-24T00:00:00.000
388,WT000388,163,Ion WarrantyTerm 388,5,388,1,1,2026-08-24T00:00:00.000
389,WT000389,87,Orion WarrantyTerm 389,6,389,1,1,2026-08-24T00:00:00.000
390,WT000390,468,Harbor WarrantyTerm 390,7,390,1,1,2026-08-24T00:00:00.000
391,WT000391,117,Keystone WarrantyTerm 391,8,391,1,1,2026-08-24T00:00:00.000
392,WT000392,370,Junction WarrantyTerm 392,9,392,1,1,2026-08-24T00:00:00.000
393,WT000393,299,Northstar WarrantyTerm 393,10,393,1,1,2026-08-24T00:00:00.000
394,WT000394,342,Cedar WarrantyTerm 394,11,394,1,1,2026-08-24T00:00:00.000
395,WT000395,378,Harbor WarrantyTerm 395,12,395,1,1,2026-08-24T00:00:00.000
396,WT000396,152,Summit WarrantyTerm 396,1,396,1,1,2026-08-24T00:00:00.000
397,WT000397,309,Unity WarrantyTerm 397,2,397,1,1,2026-08-24T00:00:00.000
398,WT000398,493,Delta WarrantyTerm 398,3,398,1,1,2026-08-24T00:00:00.000
399,WT000399,241,Summit WarrantyTerm 399,4,399,1,1,2026-08-24T00:00:00.000
400,WT000400,272,Summit WarrantyTerm 400,5,400,1,1,2026-08-24T00:00:00.000
401,WT000401,360,Ion WarrantyTerm 401,6,401,1,1,2026-08-24T00:00:00.000
402,WT000402,70,Keystone WarrantyTerm 402,7,402,1,1,2026-08-24T00:00:00.000
403,WT000403,176,Northstar WarrantyTerm 403,8,403,1,1,2026-08-24T00:00:00.000
404,WT000404,209,Cedar WarrantyTerm 404,9,404,1,1,2026-08-24T00:00:00.000
405,WT000405,78,Harbor WarrantyTerm 405,10,405,1,1,2026-08-24T00:00:00.000
406,WT000406,129,Keystone WarrantyTerm 406,11,406,1,1,2026-08-24T00:00:00.000
407,WT000407,90,Ion WarrantyTerm 407,12,407,1,1,2026-08-24T00:00:00.000
408,WT000408,405,Titan WarrantyTerm 408,1,408,1,1,2026-08-24T00:00:00.000
409,WT000409,104,Unity WarrantyTerm 409,2,409,1,1,2026-08-24T00:00:00.000
410,WT000410,221,Liberty WarrantyTerm 410,3,410,1,1,2026-08-24T00:00:00.000
411,WT000411,476,Riverton WarrantyTerm 411,4,411,1,1,2026-08-24T00:00:00.000
412,WT000412,197,Forge WarrantyTerm 412,5,412,1,1,2026-08-24T00:00:00.000
413,WT000413,306,Willow WarrantyTerm 413,6,413,1,1,2026-08-24T00:00:00.000
414,WT000414,285,Keystone WarrantyTerm 414,7,414,1,1,2026-08-24T00:00:00.000
415,WT000415,461,Summit WarrantyTerm 415,8,415,1,1,2026-08-24T00:00:00.000
416,WT000416,129,Willow WarrantyTerm 416,9,416,1,1,2026-08-24T00:00:00.000
417,WT000417,420,Meridian WarrantyTerm 417,10,417,1,1,2026-08-24T00:00:00.000
418,WT000418,133,Quartz WarrantyTerm 418,11,418,1,1,2026-08-24T00:00:00.000
419,WT000419,55,Evergreen WarrantyTerm 419,12,419,1,1,2026-08-24T00:00:00.000
420,WT000420,127,Liberty WarrantyTerm 420,1,420,1,1,2026-08-24T00:00:00.000
421,WT000421,90,Pioneer WarrantyTerm 421,2,421,1,1,2026-08-24T00:00:00.000
422,WT000422,440,Forge WarrantyTerm 422,3,422,1,1,2026-08-24T00:00:00.000
423,WT000423,212,Junction WarrantyTerm 423,4,423,1,1,2026-08-24T00:00:00.000
424,WT000424,114,Unity WarrantyTerm 424,5,424,1,1,2026-08-24T00:00:00.000
425,WT000425,67,Atlas WarrantyTerm 425,6,425,1,1,2026-08-24T00:00:00.000
426,WT000426,446,Evergreen WarrantyTerm 426,7,426,1,1,2026-08-24T00:00:00.000
427,WT000427,469,Meridian WarrantyTerm 427,8,427,1,1,2026-08-24T00:00:00.000
428,WT000428,127,Evergreen WarrantyTerm 428,9,428,1,1,2026-08-24T00:00:00.000
429,WT000429,94,Quartz WarrantyTerm 429,10,429,1,1,2026-08-24T00:00:00.000
430,WT000430,419,Junction WarrantyTerm 430,11,430,1,1,2026-08-24T00:00:00.000
431,WT000431,268,Zenith WarrantyTerm 431,12,431,1,1,2026-08-24T00:00:00.000
432,WT000432,430,Forge WarrantyTerm 432,1,432,1,1,2026-08-24T00:00:00.000
433,WT000433,56,Delta WarrantyTerm 433,2,433,1,1,2026-08-24T00:00:00.000
434,WT000434,348,Atlas WarrantyTerm 434,3,434,1,1,2026-08-24T00:00:00.000
435,WT000435,316,Pioneer WarrantyTerm 435,4,435,1,1,2026-08-24T00:00:00.000
436,WT000436,35,Forge WarrantyTerm 436,5,436,1,1,2026-08-24T00:00:00.000
437,WT000437,45,Northstar WarrantyTerm 437,6,437,1,1,2026-08-24T00:00:00.000
438,WT000438,385,Summit WarrantyTerm 438,7,438,1,1,2026-08-24T00:00:00.000
439,WT000439,377,Beacon WarrantyTerm 439,8,439,1,1,2026-08-24T00:00:00.000
440,WT000440,40,Cedar WarrantyTerm 440,9,440,1,1,2026-08-24T00:00:00.000
441,WT000441,293,Pioneer WarrantyTerm 441,10,441,1,1,2026-08-24T00:00:00.000
442,WT000442,421,Vertex WarrantyTerm 442,11,442,1,1,2026-08-24T00:00:00.000
443,WT000443,249,Beacon WarrantyTerm 443,12,443,1,1,2026-08-24T00:00:00.000
444,WT000444,90,Willow WarrantyTerm 444,1,444,1,1,2026-08-24T00:00:00.000
445,WT000445,432,Unity WarrantyTerm 445,2,445,1,1,2026-08-24T00:00:00.000
446,WT000446,123,Keystone WarrantyTerm 446,3,446,1,1,2026-08-24T00:00:00.000
447,WT000447,116,Zenith WarrantyTerm 447,4,447,1,1,2026-08-24T00:00:00.000
448,WT000448,10,Delta WarrantyTerm 448,5,448,1,1,2026-08-24T00:00:00.000
449,WT000449,471,Pioneer WarrantyTerm 449,6,449,1,1,2026-08-24T00:00:00.000
450,WT000450,414,Summit WarrantyTerm 450,7,450,1,1,2026-08-24T00:00:00.000
451,WT000451,99,Meridian WarrantyTerm 451,8,451,1,1,2026-08-24T00:00:00.000
452,WT000452,89,Meridian WarrantyTerm 452,9,452,1,1,2026-08-24T00:00:00.000
453,WT000453,255,Meridian WarrantyTerm 453,10,453,1,1,2026-08-24T00:00:00.000
454,WT000454,86,Quartz WarrantyTerm 454,11,454,1,1,2026-08-24T00:00:00.000
455,WT000455,34,Summit WarrantyTerm 455,12,455,1,1,2026-08-24T00:00:00.000
456,WT000456,216,Harbor WarrantyTerm 456,1,456,1,1,2026-08-24T00:00:00.000
457,WT000457,419,Orion WarrantyTerm 457,2,457,1,1,2026-08-24T00:00:00.000
458,WT000458,289,Willow WarrantyTerm 458,3,458,1,1,2026-08-24T00:00:00.000
459,WT000459,358,Ion WarrantyTerm 459,4,459,1,1,2026-08-24T00:00:00.000
460,WT000460,494,Cedar WarrantyTerm 460,5,460,1,1,2026-08-24T00:00:00.000
461,WT000461,212,Titan WarrantyTerm 461,6,461,1,1,2026-08-24T00:00:00.000
462,WT000462,476,Liberty WarrantyTerm 462,7,462,1,1,2026-08-24T00:00:00.000
463,WT000463,477,Quartz WarrantyTerm 463,8,463,1,1,2026-08-24T00:00:00.000
464,WT000464,175,Delta WarrantyTerm 464,9,464,1,1,2026-08-24T00:00:00.000
465,WT000465,321,Titan WarrantyTerm 465,10,465,1,1,2026-08-24T00:00:00.000
466,WT000466,279,Delta WarrantyTerm 466,11,466,1,1,2026-08-24T00:00:00.000
467,WT000467,429,Junction WarrantyTerm 467,12,467,1,1,2026-08-24T00:00:00.000
468,WT000468,173,Vertex WarrantyTerm 468,1,468,1,1,2026-08-24T00:00:00.000
469,WT000469,235,Liberty WarrantyTerm 469,2,469,1,1,2026-08-24T00:00:00.000
470,WT000470,12,Titan WarrantyTerm 470,3,470,1,1,2026-08-24T00:00:00.000
471,WT000471,246,Riverton WarrantyTerm 471,4,471,1,1,2026-08-24T00:00:00.000
472,WT000472,95,Harbor WarrantyTerm 472,5,472,1,1,2026-08-24T00:00:00.000
473,WT000473,123,Northstar WarrantyTerm 473,6,473,1,1,2026-08-24T00:00:00.000
474,WT000474,324,Evergreen WarrantyTerm 474,7,474,1,1,2026-08-24T00:00:00.000
475,WT000475,195,Riverton WarrantyTerm 475,8,475,1,1,2026-08-24T00:00:00.000
476,WT000476,442,Delta WarrantyTerm 476,9,476,1,1,2026-08-24T00:00:00.000
477,WT000477,356,Titan WarrantyTerm 477,10,477,1,1,2026-08-24T00:00:00.000
478,WT000478,234,Willow WarrantyTerm 478,11,478,1,1,2026-08-24T00:00:00.000
479,WT000479,337,Ion WarrantyTerm 479,12,479,1,1,2026-08-24T00:00:00.000
480,WT000480,483,Cedar WarrantyTerm 480,1,480,1,1,2026-08-24T00:00:00.000
481,WT000481,498,Willow WarrantyTerm 481,2,481,1,1,2026-08-24T00:00:00.000
482,WT000482,149,Beacon WarrantyTerm 482,3,482,1,1,2026-08-24T00:00:00.000
483,WT000483,327,Keystone WarrantyTerm 483,4,483,1,1,2026-08-24T00:00:00.000
484,WT000484,367,Harbor WarrantyTerm 484,5,484,1,1,2026-08-24T00:00:00.000
485,WT000485,354,Summit WarrantyTerm 485,6,485,1,1,2026-08-24T00:00:00.000
486,WT000486,119,Ion WarrantyTerm 486,7,486,1,1,2026-08-24T00:00:00.000
487,WT000487,241,Riverton WarrantyTerm 487,8,487,1,1,2026-08-24T00:00:00.000
488,WT000488,473,Willow WarrantyTerm 488,9,488,1,1,2026-08-24T00:00:00.000
489,WT000489,12,Harbor WarrantyTerm 489,10,489,1,1,2026-08-24T00:00:00.000
490,WT000490,396,Titan WarrantyTerm 490,11,490,1,1,2026-08-24T00:00:00.000
491,WT000491,213,Northstar WarrantyTerm 491,12,491,1,1,2026-08-24T00:00:00.000
492,WT000492,153,Liberty WarrantyTerm 492,1,492,1,1,2026-08-24T00:00:00.000
493,WT000493,46,Keystone WarrantyTerm 493,2,493,1,1,2026-08-24T00:00:00.000
494,WT000494,33,Titan WarrantyTerm 494,3,494,1,1,2026-08-24T00:00:00.000
495,WT000495,369,Riverton WarrantyTerm 495,4,495,1,1,2026-08-24T00:00:00.000
496,WT000496,194,Ion WarrantyTerm 496,5,496,1,1,2026-08-24T00:00:00.000
497,WT000497,495,Vertex WarrantyTerm 497,6,497,1,1,2026-08-24T00:00:00.000
498,WT000498,339,Orion WarrantyTerm 498,7,498,1,1,2026-08-24T00:00:00.000
499,WT000499,227,Meridian WarrantyTerm 499,8,499,1,1,2026-08-24T00:00:00.000
500,WT000500,374,Liberty WarrantyTerm 500,9,500,1,1,2026-08-24T00:00:00.000
