EngineeringPartRevisionKey,PartRevisionNumber,ProductKey,EngineeringTeamKey,EngineeringLifecycleStatusKey,UnitOfMeasureKey,EngineeringPartRevisionName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
98,EPR000098,278,351,6,3,Liberty EngineeringPartRevision 98,EPR000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd45c3c26eaf546ca668051d7e78fa96fd45c3c26eaf546ca668051d7e78fa96
99,EPR000099,227,181,7,1,Summit EngineeringPartRevision 99,EPR000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d61c0a2efb905cb6a391683005dd38c9d61c0a2efb905cb6a391683005dd38c9
100,EPR000100,197,59,5,2,Vertex EngineeringPartRevision 100,EPR000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b9d78d9a70f59018e5bd74d1cc8abb33b9d78d9a70f59018e5bd74d1cc8abb3
101,EPR000101,84,280,5,5,Junction EngineeringPartRevision 101,EPR000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04312ae64e9c52b69b49afd841be233304312ae64e9c52b69b49afd841be2333
102,EPR000102,132,179,4,2,Meridian EngineeringPartRevision 102,EPR000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99440ca11c0c51b5bf5f5d601e671c3c99440ca11c0c51b5bf5f5d601e671c3c
103,EPR000103,415,404,9,7,Forge EngineeringPartRevision 103,EPR000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,991a9eb5080f595c8fab27a3d7f63ded991a9eb5080f595c8fab27a3d7f63ded
104,EPR000104,443,20,2,2,Liberty EngineeringPartRevision 104,EPR000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0d864ad17c655ef5917c0155927b73ff0d864ad17c655ef5917c0155927b73ff
105,EPR000105,430,182,6,6,Junction EngineeringPartRevision 105,EPR000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7619d9ec267c574abc24fa4111e74f6f7619d9ec267c574abc24fa4111e74f6f
106,EPR000106,218,297,9,5,Granite EngineeringPartRevision 106,EPR000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f837055c446a5e74933651c9765bf6b0f837055c446a5e74933651c9765bf6b0
107,EPR000107,371,438,9,2,Delta EngineeringPartRevision 107,EPR000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,03f7f603f21e517f9af9dd120373cf1103f7f603f21e517f9af9dd120373cf11
108,EPR000108,377,414,2,4,Willow EngineeringPartRevision 108,EPR000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,016040b13ee6509ba7480ba8243eb4c7016040b13ee6509ba7480ba8243eb4c7
109,EPR000109,242,77,10,2,Atlas EngineeringPartRevision 109,EPR000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4508ad1ab7f055f39f8731cfce32f8874508ad1ab7f055f39f8731cfce32f887
110,EPR000110,70,96,9,1,Quartz EngineeringPartRevision 110,EPR000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ce60a1cc5e0557fda0e53834320c8c63ce60a1cc5e0557fda0e53834320c8c63
111,EPR000111,184,130,9,6,Unity EngineeringPartRevision 111,EPR000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d4c2dbc7a0b75fee941ae697d472de23d4c2dbc7a0b75fee941ae697d472de23
112,EPR000112,67,36,3,6,Vertex EngineeringPartRevision 112,EPR000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3d7ded8d29d5ee69e7964e4487eba92d3d7ded8d29d5ee69e7964e4487eba92
113,EPR000113,478,351,6,5,Beacon EngineeringPartRevision 113,EPR000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5c91a9c80de155c78efaedfa9615bbbf5c91a9c80de155c78efaedfa9615bbbf
114,EPR000114,361,102,1,6,Granite EngineeringPartRevision 114,EPR000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0fe69b14d1885f5fa289489e0a20d0250fe69b14d1885f5fa289489e0a20d025
115,EPR000115,161,390,9,1,Willow EngineeringPartRevision 115,EPR000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d01abd4a04d7573991cbf3417987cf04d01abd4a04d7573991cbf3417987cf04
116,EPR000116,2,426,3,1,Evergreen EngineeringPartRevision 116,EPR000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,26a6d2ed959a52cb82608fffe538fb3926a6d2ed959a52cb82608fffe538fb39
117,EPR000117,152,426,10,6,Keystone EngineeringPartRevision 117,EPR000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ecb3b8be23eb5dd180665942c3ddba50ecb3b8be23eb5dd180665942c3ddba50
118,EPR000118,77,372,5,1,Northstar EngineeringPartRevision 118,EPR000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79a2835f805b59a1812b5971fd52740c79a2835f805b59a1812b5971fd52740c
119,EPR000119,149,366,1,1,Willow EngineeringPartRevision 119,EPR000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e8255dee64950d08066581b6681d3f81e8255dee64950d08066581b6681d3f8
120,EPR000120,4,383,7,4,Ion EngineeringPartRevision 120,EPR000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f49a9d90ec7b5c47ac1e0c1d1c5e06cff49a9d90ec7b5c47ac1e0c1d1c5e06cf
121,EPR000121,396,102,4,3,Meridian EngineeringPartRevision 121,EPR000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8ef478469db4540f90ad68c3c04684448ef478469db4540f90ad68c3c0468444
122,EPR000122,97,249,8,4,Beacon EngineeringPartRevision 122,EPR000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d40efa405dd5ffda4905aea4c46ab611d40efa405dd5ffda4905aea4c46ab61
123,EPR000123,75,221,9,3,Titan EngineeringPartRevision 123,EPR000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbbe528b86165a609785790c10ff0b2efbbe528b86165a609785790c10ff0b2e
124,EPR000124,16,362,4,6,Northstar EngineeringPartRevision 124,EPR000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,72efbd878e22528185d0c80db4cc88f372efbd878e22528185d0c80db4cc88f3
125,EPR000125,462,180,7,5,Atlas EngineeringPartRevision 125,EPR000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,564547f080565cdd902894b7348ff09d564547f080565cdd902894b7348ff09d
126,EPR000126,253,39,1,5,Forge EngineeringPartRevision 126,EPR000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c930894e6375fb59d59264ed85d1b270c930894e6375fb59d59264ed85d1b27
127,EPR000127,226,147,4,5,Atlas EngineeringPartRevision 127,EPR000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,766495ab2d4c57d69090baf1e1b22c8b766495ab2d4c57d69090baf1e1b22c8b
128,EPR000128,306,420,1,5,Willow EngineeringPartRevision 128,EPR000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86086d3d81ea54aaac41fd5f08e6a4c586086d3d81ea54aaac41fd5f08e6a4c5
129,EPR000129,227,169,3,4,Ion EngineeringPartRevision 129,EPR000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,14539b4ae3ce5f90b76f00fed0c4dff914539b4ae3ce5f90b76f00fed0c4dff9
130,EPR000130,235,197,1,2,Keystone EngineeringPartRevision 130,EPR000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b244b16f2cf4571e9df0fdd6044067acb244b16f2cf4571e9df0fdd6044067ac
131,EPR000131,426,6,2,7,Riverton EngineeringPartRevision 131,EPR000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64195b00ed9d55bab942db6769e1c34864195b00ed9d55bab942db6769e1c348
132,EPR000132,106,167,3,7,Unity EngineeringPartRevision 132,EPR000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8026ea1ba7765b40affec6f977ee6cd58026ea1ba7765b40affec6f977ee6cd5
133,EPR000133,366,66,2,3,Unity EngineeringPartRevision 133,EPR000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d0c64642e17657f492e6b2d9c19fbe14d0c64642e17657f492e6b2d9c19fbe14
134,EPR000134,211,113,10,5,Ion EngineeringPartRevision 134,EPR000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,62a11b79e49f5782b9d8a2a38f70e03f62a11b79e49f5782b9d8a2a38f70e03f
135,EPR000135,410,443,8,1,Cedar EngineeringPartRevision 135,EPR000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40d8107c79675395900f57b9b0baa16b40d8107c79675395900f57b9b0baa16b
136,EPR000136,363,218,7,2,Willow EngineeringPartRevision 136,EPR000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b6fcf52f0a2f5e528b70b911ce9b2804b6fcf52f0a2f5e528b70b911ce9b2804
137,EPR000137,20,432,6,6,Quartz EngineeringPartRevision 137,EPR000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d16cf82b67654f9831e1c0be1fe5fe48d16cf82b67654f9831e1c0be1fe5fe4
138,EPR000138,86,299,5,4,Harbor EngineeringPartRevision 138,EPR000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d7b506487f20512099d7481caee2b5a9d7b506487f20512099d7481caee2b5a9
139,EPR000139,204,151,5,1,Harbor EngineeringPartRevision 139,EPR000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a648fe1b103559dfa1da6f9c4846f905a648fe1b103559dfa1da6f9c4846f905
140,EPR000140,64,110,2,1,Summit EngineeringPartRevision 140,EPR000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7dc570e1771c5526b9d810c06a2b06347dc570e1771c5526b9d810c06a2b0634
141,EPR000141,405,38,2,6,Beacon EngineeringPartRevision 141,EPR000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fc2af33d6d615373b4a96d7a9ab7d3c8fc2af33d6d615373b4a96d7a9ab7d3c8
142,EPR000142,261,246,4,7,Delta EngineeringPartRevision 142,EPR000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0625c46ee6ac5f5a9ece1ea55cc4930b0625c46ee6ac5f5a9ece1ea55cc4930b
143,EPR000143,88,124,4,2,Cedar EngineeringPartRevision 143,EPR000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a03cc712ec4652858e51754510f8fabba03cc712ec4652858e51754510f8fabb
144,EPR000144,470,364,3,1,Titan EngineeringPartRevision 144,EPR000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,806067bba48c53059f714472253e9d8f806067bba48c53059f714472253e9d8f
145,EPR000145,215,259,4,5,Atlas EngineeringPartRevision 145,EPR000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afdf3ceba846592fa66f6593a82c8e57afdf3ceba846592fa66f6593a82c8e57
146,EPR000146,208,41,7,3,Forge EngineeringPartRevision 146,EPR000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6027d00138885e97b37898f2eb74d6676027d00138885e97b37898f2eb74d667
147,EPR000147,237,277,9,2,Vertex EngineeringPartRevision 147,EPR000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd4733442b675cababf238a11ae1948bfd4733442b675cababf238a11ae1948b
148,EPR000148,30,416,8,1,Atlas EngineeringPartRevision 148,EPR000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1a272ead1ab1509485c0d25ca830bbb41a272ead1ab1509485c0d25ca830bbb4
149,EPR000149,60,355,8,1,Orion EngineeringPartRevision 149,EPR000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,95fddfff0e045e9b8eece2fc8dad404595fddfff0e045e9b8eece2fc8dad4045
150,EPR000150,372,147,8,4,Riverton EngineeringPartRevision 150,EPR000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d00a77a04305133be8507d066891a488d00a77a04305133be8507d066891a48
151,EPR000151,119,331,8,7,Delta EngineeringPartRevision 151,EPR000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e95a3f5f45b528a810a2179a831e5f90e95a3f5f45b528a810a2179a831e5f9
152,EPR000152,117,32,5,1,Ion EngineeringPartRevision 152,EPR000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43d7272fe3765b2ba0fe0bd8ee2093fc43d7272fe3765b2ba0fe0bd8ee2093fc
153,EPR000153,423,318,5,3,Riverton EngineeringPartRevision 153,EPR000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f2e5d0f56525c39b864fad726774a9f2f2e5d0f56525c39b864fad726774a9f
154,EPR000154,170,419,6,2,Quartz EngineeringPartRevision 154,EPR000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,548524fbcd125586bbfc6bfb06d1e320548524fbcd125586bbfc6bfb06d1e320
155,EPR000155,82,261,3,2,Granite EngineeringPartRevision 155,EPR000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fa3d5b4748ba52c88ba87601e2da877bfa3d5b4748ba52c88ba87601e2da877b
156,EPR000156,70,121,10,3,Riverton EngineeringPartRevision 156,EPR000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,83f0eafd1a5e5d358df781fca1772ff783f0eafd1a5e5d358df781fca1772ff7
157,EPR000157,365,255,1,1,Meridian EngineeringPartRevision 157,EPR000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7628d5cc2ecb538c8ee1c503d4129e207628d5cc2ecb538c8ee1c503d4129e20
158,EPR000158,306,319,1,5,Vertex EngineeringPartRevision 158,EPR000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56dac852fb9057ad88bfa0d2d57e054356dac852fb9057ad88bfa0d2d57e0543
159,EPR000159,233,405,1,3,Cedar EngineeringPartRevision 159,EPR000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a68ae0262a057d8af2ebde1a5d2566b7a68ae0262a057d8af2ebde1a5d2566b
160,EPR000160,375,75,3,7,Delta EngineeringPartRevision 160,EPR000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,edef6db7832c5464bd8aca400a312489edef6db7832c5464bd8aca400a312489
161,EPR000161,460,430,10,3,Granite EngineeringPartRevision 161,EPR000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5601c7c35cc59e7a9d0cfc2c131e52db5601c7c35cc59e7a9d0cfc2c131e52d
162,EPR000162,161,440,7,1,Beacon EngineeringPartRevision 162,EPR000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,66d0c87108d156cbbf055f0d4874091b66d0c87108d156cbbf055f0d4874091b
163,EPR000163,78,114,7,4,Beacon EngineeringPartRevision 163,EPR000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c93f9acfb7c95bc3a554be54a88748fec93f9acfb7c95bc3a554be54a88748fe
164,EPR000164,315,326,2,4,Atlas EngineeringPartRevision 164,EPR000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d97cfe78eead5b9d9eb70e3764ea906dd97cfe78eead5b9d9eb70e3764ea906d
165,EPR000165,8,101,7,1,Riverton EngineeringPartRevision 165,EPR000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4f35e2b5eb85b80839cf8e0a20a6efda4f35e2b5eb85b80839cf8e0a20a6efd
166,EPR000166,347,388,7,2,Granite EngineeringPartRevision 166,EPR000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,469931e897f35228afa9e8a9216212b9469931e897f35228afa9e8a9216212b9
167,EPR000167,143,362,10,6,Atlas EngineeringPartRevision 167,EPR000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,532fec4bda6650db86dcfc4e974817ba532fec4bda6650db86dcfc4e974817ba
168,EPR000168,452,380,7,6,Delta EngineeringPartRevision 168,EPR000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e539002eb515a918dfecbd7c29cbab82e539002eb515a918dfecbd7c29cbab8
169,EPR000169,51,189,4,7,Delta EngineeringPartRevision 169,EPR000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5893d5dff81c50eca0155e8d08475e295893d5dff81c50eca0155e8d08475e29
170,EPR000170,398,135,8,7,Cedar EngineeringPartRevision 170,EPR000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,083aadfbf6fe5355b06fdbe5733a8757083aadfbf6fe5355b06fdbe5733a8757
171,EPR000171,218,243,4,5,Liberty EngineeringPartRevision 171,EPR000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67b7824e042a57629f3ab5d81833016267b7824e042a57629f3ab5d818330162
172,EPR000172,306,198,3,6,Northstar EngineeringPartRevision 172,EPR000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b68f02bc33e59688a7bd2a944c3f6e97b68f02bc33e59688a7bd2a944c3f6e9
173,EPR000173,89,16,6,6,Pioneer EngineeringPartRevision 173,EPR000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f29fa84c763e501f854a226b804d9b3df29fa84c763e501f854a226b804d9b3d
174,EPR000174,375,34,8,5,Titan EngineeringPartRevision 174,EPR000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58fb7ff237fe566ab3a5a8866094ef6758fb7ff237fe566ab3a5a8866094ef67
175,EPR000175,312,26,2,6,Titan EngineeringPartRevision 175,EPR000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d0f9033ef635e90a52c664aa8d96d124d0f9033ef635e90a52c664aa8d96d12
176,EPR000176,333,136,1,2,Zenith EngineeringPartRevision 176,EPR000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb86c564147354b697ab42d965b1912fbb86c564147354b697ab42d965b1912f
177,EPR000177,130,230,10,6,Junction EngineeringPartRevision 177,EPR000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3f7f1f2245755aab65a702710cc54c7d3f7f1f2245755aab65a702710cc54c7
178,EPR000178,476,222,7,4,Cedar EngineeringPartRevision 178,EPR000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5615ac8fb8d855008d03f95fee49d4785615ac8fb8d855008d03f95fee49d478
179,EPR000179,169,77,5,2,Ion EngineeringPartRevision 179,EPR000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac22bb5bb2cc57b192cb22981ee56243ac22bb5bb2cc57b192cb22981ee56243
180,EPR000180,279,118,7,7,Granite EngineeringPartRevision 180,EPR000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47c8f0e70dc85d50b14d4b1fe49f12bf47c8f0e70dc85d50b14d4b1fe49f12bf
181,EPR000181,310,415,5,5,Zenith EngineeringPartRevision 181,EPR000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c82252ae76c512bbcab097fe8e2d9079c82252ae76c512bbcab097fe8e2d907
182,EPR000182,126,137,1,7,Cedar EngineeringPartRevision 182,EPR000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a71926440f6c59ba9afa26cb80b5d78fa71926440f6c59ba9afa26cb80b5d78f
183,EPR000183,177,200,8,1,Northstar EngineeringPartRevision 183,EPR000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d9c0712edb81551cb7ba13b492b3390bd9c0712edb81551cb7ba13b492b3390b
184,EPR000184,88,283,5,5,Keystone EngineeringPartRevision 184,EPR000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f06b19e7c6e55d385e152d81924c2234f06b19e7c6e55d385e152d81924c223
185,EPR000185,233,243,10,6,Liberty EngineeringPartRevision 185,EPR000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f78bdea34d705f6c88e893a576b03267f78bdea34d705f6c88e893a576b03267
186,EPR000186,58,423,7,6,Granite EngineeringPartRevision 186,EPR000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eabf87a17aa45362a2d317dbc778cbf5eabf87a17aa45362a2d317dbc778cbf5
187,EPR000187,293,132,7,7,Orion EngineeringPartRevision 187,EPR000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91c24e92ac3b5d8f88fa263331cb1ef691c24e92ac3b5d8f88fa263331cb1ef6
188,EPR000188,367,312,5,7,Orion EngineeringPartRevision 188,EPR000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fe2373a284b5fcba72a17736e598bfd2fe2373a284b5fcba72a17736e598bfd
189,EPR000189,387,315,6,7,Liberty EngineeringPartRevision 189,EPR000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d221a879ee9c546489dab8b0c6af7bfcd221a879ee9c546489dab8b0c6af7bfc
190,EPR000190,495,403,8,3,Titan EngineeringPartRevision 190,EPR000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b4d9112b4aa5be1b897af499f148ba21b4d9112b4aa5be1b897af499f148ba2
191,EPR000191,236,122,7,6,Ion EngineeringPartRevision 191,EPR000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,34c8abd5ff00528cab8cc68ad5886bbd34c8abd5ff00528cab8cc68ad5886bbd
192,EPR000192,348,186,6,6,Summit EngineeringPartRevision 192,EPR000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e78a520a2644576c8bb2171a564d574be78a520a2644576c8bb2171a564d574b
193,EPR000193,182,55,1,7,Evergreen EngineeringPartRevision 193,EPR000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,37cb3934b5ae59afbfbfe35f73220c7437cb3934b5ae59afbfbfe35f73220c74
194,EPR000194,478,306,9,4,Orion EngineeringPartRevision 194,EPR000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b029b7c784365d28bb430a66f8b5313fb029b7c784365d28bb430a66f8b5313f
195,EPR000195,180,100,8,7,Junction EngineeringPartRevision 195,EPR000195,0,277.1500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2dc36d42dd7b505f9a4ee0f769e7a7242dc36d42dd7b505f9a4ee0f769e7a724
