QualityInspectionCharacteristicKey,InspectionCharacteristicCode,QualityCharacteristicTypeKey,UnitOfMeasureKey,QualityResultStatusKey,QualityInspectionCharacteristicName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
97,QIC000097,315,1,6,Harbor QualityInspectionCharacteristic 97,QIC000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f1a571efe58e57bdb42716a3df24aea2f1a571efe58e57bdb42716a3df24aea2
98,QIC000098,116,6,11,Meridian QualityInspectionCharacteristic 98,QIC000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e07bc42b18255d9a6295252f51d9fc47e07bc42b18255d9a6295252f51d9fc4
99,QIC000099,304,7,4,Evergreen QualityInspectionCharacteristic 99,QIC000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e7161c283105866ab26b7cb394ac4918e7161c283105866ab26b7cb394ac491
100,QIC000100,494,5,10,Liberty QualityInspectionCharacteristic 100,QIC000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,309d94564f7753e38d05491e047c10f5309d94564f7753e38d05491e047c10f5
101,QIC000101,261,2,8,Meridian QualityInspectionCharacteristic 101,QIC000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,51ae7f14090356f89b7cadabce361fbe51ae7f14090356f89b7cadabce361fbe
102,QIC000102,230,4,9,Summit QualityInspectionCharacteristic 102,QIC000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aaa7d10e922d5f83b6975078c95b6bf6aaa7d10e922d5f83b6975078c95b6bf6
103,QIC000103,111,6,6,Meridian QualityInspectionCharacteristic 103,QIC000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcff7399f178536098389df18d303ce9fcff7399f178536098389df18d303ce9
104,QIC000104,71,7,8,Zenith QualityInspectionCharacteristic 104,QIC000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b5d1d14fdee754a6a3f4782417c2c107b5d1d14fdee754a6a3f4782417c2c107
105,QIC000105,412,5,12,Riverton QualityInspectionCharacteristic 105,QIC000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d52bdaf12e495802afd34d747d75c06dd52bdaf12e495802afd34d747d75c06d
106,QIC000106,274,5,3,Atlas QualityInspectionCharacteristic 106,QIC000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f50389511d995618be0ccecbc5145fa0f50389511d995618be0ccecbc5145fa0
107,QIC000107,450,2,2,Liberty QualityInspectionCharacteristic 107,QIC000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,57f7d11d593a58858ed30c96882fad0657f7d11d593a58858ed30c96882fad06
108,QIC000108,387,1,2,Northstar QualityInspectionCharacteristic 108,QIC000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed10a0405720563e9325f5daa17fc3b6ed10a0405720563e9325f5daa17fc3b6
109,QIC000109,268,4,12,Pioneer QualityInspectionCharacteristic 109,QIC000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,697b97eb57125629b5244693c9745d5a697b97eb57125629b5244693c9745d5a
110,QIC000110,174,6,11,Vertex QualityInspectionCharacteristic 110,QIC000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4ac7b24679c5f609bfde0f3f0f94f34f4ac7b24679c5f609bfde0f3f0f94f34
111,QIC000111,217,3,8,Vertex QualityInspectionCharacteristic 111,QIC000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,36437a6a3d615775900577e311081c3936437a6a3d615775900577e311081c39
112,QIC000112,77,4,1,Beacon QualityInspectionCharacteristic 112,QIC000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c0ddc85994835964946fba6d757e5277c0ddc85994835964946fba6d757e5277
113,QIC000113,473,1,7,Pioneer QualityInspectionCharacteristic 113,QIC000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05e3df258453507f890307e108b0062905e3df258453507f890307e108b00629
114,QIC000114,146,6,12,Zenith QualityInspectionCharacteristic 114,QIC000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bfa3bd1368d5db5b046a81b72692ecb8bfa3bd1368d5db5b046a81b72692ecb
115,QIC000115,379,6,9,Beacon QualityInspectionCharacteristic 115,QIC000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3d9997f20a8754cd92dc49473f4361f73d9997f20a8754cd92dc49473f4361f7
116,QIC000116,429,7,11,Keystone QualityInspectionCharacteristic 116,QIC000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f8aa2f09324b5424a0da58ce346fd8fef8aa2f09324b5424a0da58ce346fd8fe
117,QIC000117,76,3,2,Titan QualityInspectionCharacteristic 117,QIC000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0dadba6ce6e552e922e97daff0a6a8cb0dadba6ce6e552e922e97daff0a6a8c
118,QIC000118,321,2,5,Zenith QualityInspectionCharacteristic 118,QIC000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,97454722f28c5723ad597c96af74476c97454722f28c5723ad597c96af74476c
119,QIC000119,368,6,3,Titan QualityInspectionCharacteristic 119,QIC000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a29f5c158f1d525e816d1709ed45f386a29f5c158f1d525e816d1709ed45f386
120,QIC000120,45,5,5,Vertex QualityInspectionCharacteristic 120,QIC000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ceb666a9d9f05165860a3c527a967544ceb666a9d9f05165860a3c527a967544
121,QIC000121,319,7,12,Liberty QualityInspectionCharacteristic 121,QIC000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5380f4e2a0df5788a28a5922446f30955380f4e2a0df5788a28a5922446f3095
122,QIC000122,23,5,12,Willow QualityInspectionCharacteristic 122,QIC000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd4d6f81d98d5434a535e34b54859739bd4d6f81d98d5434a535e34b54859739
123,QIC000123,270,2,10,Ion QualityInspectionCharacteristic 123,QIC000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d53d47cf57855bb4b2e616d135ab5326d53d47cf57855bb4b2e616d135ab5326
124,QIC000124,95,3,12,Evergreen QualityInspectionCharacteristic 124,QIC000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d18f7112677b5d21b0699daee674f771d18f7112677b5d21b0699daee674f771
125,QIC000125,87,2,1,Titan QualityInspectionCharacteristic 125,QIC000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,458d38fdc6035145a7ea4ee7d9480758458d38fdc6035145a7ea4ee7d9480758
126,QIC000126,468,3,11,Delta QualityInspectionCharacteristic 126,QIC000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd3e4561200e54e9ae20ea117545e77bdd3e4561200e54e9ae20ea117545e77b
127,QIC000127,353,1,12,Beacon QualityInspectionCharacteristic 127,QIC000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,39f3b140ba7f5c9f83a0d95eea0ca93439f3b140ba7f5c9f83a0d95eea0ca934
128,QIC000128,289,4,4,Orion QualityInspectionCharacteristic 128,QIC000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7e71ad1e29675b0ea61f7ea65e62d4cf7e71ad1e29675b0ea61f7ea65e62d4cf
129,QIC000129,215,4,8,Zenith QualityInspectionCharacteristic 129,QIC000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79243b7e2b5953498a29676826aef16879243b7e2b5953498a29676826aef168
130,QIC000130,335,5,8,Meridian QualityInspectionCharacteristic 130,QIC000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8a2d6fea6ef5bdba1b28f784dfc2b4dd8a2d6fea6ef5bdba1b28f784dfc2b4d
131,QIC000131,377,7,7,Quartz QualityInspectionCharacteristic 131,QIC000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7957852339015fa99d353a2a39ee01bf7957852339015fa99d353a2a39ee01bf
132,QIC000132,103,7,5,Keystone QualityInspectionCharacteristic 132,QIC000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,640531d98abe5cfcb8885af5d2438170640531d98abe5cfcb8885af5d2438170
133,QIC000133,483,2,6,Quartz QualityInspectionCharacteristic 133,QIC000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17c2341407a65e04b76a6fa5749bbc3317c2341407a65e04b76a6fa5749bbc33
134,QIC000134,256,1,7,Keystone QualityInspectionCharacteristic 134,QIC000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,afc1753a179b5834a1610291bd525049afc1753a179b5834a1610291bd525049
135,QIC000135,250,7,1,Evergreen QualityInspectionCharacteristic 135,QIC000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee90ed2bae8b5c7e8c5db845fa8abdfdee90ed2bae8b5c7e8c5db845fa8abdfd
136,QIC000136,450,5,6,Summit QualityInspectionCharacteristic 136,QIC000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a8df391145e352f98d82989016386067a8df391145e352f98d82989016386067
137,QIC000137,20,6,6,Unity QualityInspectionCharacteristic 137,QIC000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2b1735b281d95b9288efe1e7e076e7422b1735b281d95b9288efe1e7e076e742
138,QIC000138,344,7,5,Harbor QualityInspectionCharacteristic 138,QIC000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5f24bb6875957e7abf35b848d50d508f5f24bb6875957e7abf35b848d50d508
139,QIC000139,445,5,1,Zenith QualityInspectionCharacteristic 139,QIC000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,649da72afc1d575b92b570b67f4a6fdb649da72afc1d575b92b570b67f4a6fdb
140,QIC000140,441,5,4,Vertex QualityInspectionCharacteristic 140,QIC000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17025cfb6e4f59f886e570e715f6f93617025cfb6e4f59f886e570e715f6f936
141,QIC000141,16,2,10,Ion QualityInspectionCharacteristic 141,QIC000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c2ae2a2c6b35a39b87f0e92448f74f81c2ae2a2c6b35a39b87f0e92448f74f8
142,QIC000142,479,6,9,Keystone QualityInspectionCharacteristic 142,QIC000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f11714c6b2525b87b8fa88b1c3a2817df11714c6b2525b87b8fa88b1c3a2817d
143,QIC000143,74,4,1,Evergreen QualityInspectionCharacteristic 143,QIC000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5704d10b79145f259ae338c3c9a858325704d10b79145f259ae338c3c9a85832
144,QIC000144,159,1,3,Delta QualityInspectionCharacteristic 144,QIC000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7314c37283ec502084e0efa57bb8d5fd7314c37283ec502084e0efa57bb8d5fd
145,QIC000145,129,2,11,Granite QualityInspectionCharacteristic 145,QIC000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3d7fafd826950b8ac8e344b6115ee9dd3d7fafd826950b8ac8e344b6115ee9d
146,QIC000146,42,6,10,Summit QualityInspectionCharacteristic 146,QIC000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,718f238c085a5bfe9f7b2be39cc410ce718f238c085a5bfe9f7b2be39cc410ce
147,QIC000147,500,5,8,Harbor QualityInspectionCharacteristic 147,QIC000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5286e092e44c54a3a57d180fd3d7ecff5286e092e44c54a3a57d180fd3d7ecff
148,QIC000148,51,1,6,Quartz QualityInspectionCharacteristic 148,QIC000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b338ea3ff0a0599da8deaf9a6b94054fb338ea3ff0a0599da8deaf9a6b94054f
149,QIC000149,342,3,4,Atlas QualityInspectionCharacteristic 149,QIC000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c55a01ec11e656ab944061812546f52bc55a01ec11e656ab944061812546f52b
150,QIC000150,208,3,5,Orion QualityInspectionCharacteristic 150,QIC000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4468a551900a5868908aeff5d1c582f44468a551900a5868908aeff5d1c582f4
151,QIC000151,366,4,7,Willow QualityInspectionCharacteristic 151,QIC000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1796e984eca358b48a515f753420d0991796e984eca358b48a515f753420d099
152,QIC000152,345,4,6,Liberty QualityInspectionCharacteristic 152,QIC000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fb3a6dd342bb5f918141ce523e348fecfb3a6dd342bb5f918141ce523e348fec
153,QIC000153,238,7,2,Keystone QualityInspectionCharacteristic 153,QIC000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71833f2d7e2e56489525b16f926ddd4771833f2d7e2e56489525b16f926ddd47
154,QIC000154,104,3,9,Riverton QualityInspectionCharacteristic 154,QIC000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f57113f1e242535b84117527b0c12b7ff57113f1e242535b84117527b0c12b7f
155,QIC000155,310,2,3,Titan QualityInspectionCharacteristic 155,QIC000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ee50a9fd3d955cdbae7ea8fe9bd46d15ee50a9fd3d955cdbae7ea8fe9bd46d1
156,QIC000156,272,2,2,Delta QualityInspectionCharacteristic 156,QIC000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fe0aee425fd851be88809fc91ff58d1bfe0aee425fd851be88809fc91ff58d1b
157,QIC000157,19,6,12,Atlas QualityInspectionCharacteristic 157,QIC000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,048714ebf4dd55be86ac683a2d8bd803048714ebf4dd55be86ac683a2d8bd803
158,QIC000158,109,1,3,Willow QualityInspectionCharacteristic 158,QIC000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,991f5e52d8715f8bb8dbf706cea3bcec991f5e52d8715f8bb8dbf706cea3bcec
159,QIC000159,162,7,4,Cedar QualityInspectionCharacteristic 159,QIC000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9e3e126ef485171875c2864aa1bdd94c9e3e126ef485171875c2864aa1bdd94
160,QIC000160,188,2,4,Northstar QualityInspectionCharacteristic 160,QIC000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2526402017c558d4b88c85d72d4a0e6a2526402017c558d4b88c85d72d4a0e6a
161,QIC000161,135,6,2,Meridian QualityInspectionCharacteristic 161,QIC000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f5334ad87b950c3a3e5a8bb47f631ea0f5334ad87b950c3a3e5a8bb47f631ea
162,QIC000162,340,5,1,Zenith QualityInspectionCharacteristic 162,QIC000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9fcabde6f5cc54ef83c6863c2a16c57b9fcabde6f5cc54ef83c6863c2a16c57b
163,QIC000163,295,6,1,Titan QualityInspectionCharacteristic 163,QIC000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,142e4e19bc585a5db7d0c5a94104874d142e4e19bc585a5db7d0c5a94104874d
164,QIC000164,116,6,3,Pioneer QualityInspectionCharacteristic 164,QIC000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c0a5ad4a5995d47869c40ebc5db19740c0a5ad4a5995d47869c40ebc5db1974
165,QIC000165,95,3,9,Liberty QualityInspectionCharacteristic 165,QIC000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,729f6b760d1454f9a20de22098d41e25729f6b760d1454f9a20de22098d41e25
166,QIC000166,128,1,10,Harbor QualityInspectionCharacteristic 166,QIC000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,939195d299985dae8f52c8ef9e54e367939195d299985dae8f52c8ef9e54e367
167,QIC000167,298,2,10,Willow QualityInspectionCharacteristic 167,QIC000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e4487e97e67955a597259dc930a4096de4487e97e67955a597259dc930a4096d
168,QIC000168,16,5,2,Orion QualityInspectionCharacteristic 168,QIC000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b51cffab57905bbc80834e4020eb98c9b51cffab57905bbc80834e4020eb98c9
169,QIC000169,365,4,2,Unity QualityInspectionCharacteristic 169,QIC000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5488ec59b01e5662ab4a2d8ffa9af7cb5488ec59b01e5662ab4a2d8ffa9af7cb
170,QIC000170,199,3,8,Evergreen QualityInspectionCharacteristic 170,QIC000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b968e480ef8552b5b9adc81a54ec529fb968e480ef8552b5b9adc81a54ec529f
171,QIC000171,201,3,12,Keystone QualityInspectionCharacteristic 171,QIC000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f359bfd5f04e5fd9ad9848f3a4298739f359bfd5f04e5fd9ad9848f3a4298739
172,QIC000172,436,5,10,Northstar QualityInspectionCharacteristic 172,QIC000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b7bf8b3c932518aba935f86da107ac39b7bf8b3c932518aba935f86da107ac3
173,QIC000173,219,5,6,Orion QualityInspectionCharacteristic 173,QIC000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e933ffb1a72506a81e1ae27e8db5dcd8e933ffb1a72506a81e1ae27e8db5dcd
174,QIC000174,153,4,8,Beacon QualityInspectionCharacteristic 174,QIC000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f341386029a25380843def84147236ecf341386029a25380843def84147236ec
175,QIC000175,416,6,4,Cedar QualityInspectionCharacteristic 175,QIC000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ea8caf5bb22a50ff93b0d9023a543ad9ea8caf5bb22a50ff93b0d9023a543ad9
176,QIC000176,109,6,4,Willow QualityInspectionCharacteristic 176,QIC000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,923559dc0c3556d8ab7d4d3c9068c471923559dc0c3556d8ab7d4d3c9068c471
177,QIC000177,22,1,11,Keystone QualityInspectionCharacteristic 177,QIC000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f758db5d77505d58b6e579a059837d66f758db5d77505d58b6e579a059837d66
178,QIC000178,51,6,6,Evergreen QualityInspectionCharacteristic 178,QIC000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a58d8b8969b152999a06ebcbbd92871da58d8b8969b152999a06ebcbbd92871d
179,QIC000179,205,3,10,Vertex QualityInspectionCharacteristic 179,QIC000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a6d7e42b45856d78c11620278c7e3a92a6d7e42b45856d78c11620278c7e3a9
180,QIC000180,364,5,8,Harbor QualityInspectionCharacteristic 180,QIC000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,61b765fc484e53e995e87efe2e3e166c61b765fc484e53e995e87efe2e3e166c
181,QIC000181,258,5,5,Unity QualityInspectionCharacteristic 181,QIC000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e50b3a5808750d1a5fbd9572e3017bc0e50b3a5808750d1a5fbd9572e3017bc
182,QIC000182,380,3,10,Harbor QualityInspectionCharacteristic 182,QIC000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1659701a4b20568ea336fcebcb6457251659701a4b20568ea336fcebcb645725
183,QIC000183,457,4,4,Zenith QualityInspectionCharacteristic 183,QIC000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9ad5e9eb5b495db78086b603764e21b19ad5e9eb5b495db78086b603764e21b1
184,QIC000184,175,5,5,Orion QualityInspectionCharacteristic 184,QIC000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f2cc1c73de6b550bafc708f3bf7c0fdbf2cc1c73de6b550bafc708f3bf7c0fdb
185,QIC000185,340,6,7,Delta QualityInspectionCharacteristic 185,QIC000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3687efd70b55313a16027c2d3050734d3687efd70b55313a16027c2d3050734
186,QIC000186,345,3,11,Riverton QualityInspectionCharacteristic 186,QIC000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d5354842165056408d532ebc53771084d5354842165056408d532ebc53771084
187,QIC000187,299,6,3,Forge QualityInspectionCharacteristic 187,QIC000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c4114da4fa1e5c76b6694b2eb7725596c4114da4fa1e5c76b6694b2eb7725596
188,QIC000188,371,7,2,Orion QualityInspectionCharacteristic 188,QIC000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c5ebdd0bfa1f5f7c97a611b85a32c82dc5ebdd0bfa1f5f7c97a611b85a32c82d
189,QIC000189,359,5,11,Orion QualityInspectionCharacteristic 189,QIC000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d63f913d939d514a9412f2815b9c406cd63f913d939d514a9412f2815b9c406c
190,QIC000190,172,2,6,Forge QualityInspectionCharacteristic 190,QIC000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82603bfe7a2052cfa58a2915a619e3b682603bfe7a2052cfa58a2915a619e3b6
191,QIC000191,411,4,2,Cedar QualityInspectionCharacteristic 191,QIC000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,393cf50d072e50e68ce40b6ce131e0ed393cf50d072e50e68ce40b6ce131e0ed
192,QIC000192,486,5,5,Delta QualityInspectionCharacteristic 192,QIC000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,082a35b8cc7b5da3bfa3814e019983d7082a35b8cc7b5da3bfa3814e019983d7
193,QIC000193,226,5,8,Meridian QualityInspectionCharacteristic 193,QIC000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad56d7aa384f583f9c03f95f7230b7eead56d7aa384f583f9c03f95f7230b7ee
194,QIC000194,11,4,10,Atlas QualityInspectionCharacteristic 194,QIC000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47701281b183568ea28ed0c54215899647701281b183568ea28ed0c542158996
