FinanceProductCostVersionKey,ProductCostVersionCode,ProductKey,PlantKey,FinanceCostComponentDetailKey,FinanceCostingMethodKey,CurrencyKey,CostVersionName,EffectiveDate,ExpirationDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
95,FPCV000095,227,104,247,7,3,Vertex FinanceProductCostVersion 95,2020-04-05,2020-04-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c15efacebd82576180b317a70fd0fce3c15efacebd82576180b317a70fd0fce3
96,FPCV000096,482,240,18,8,4,Summit FinanceProductCostVersion 96,2020-04-06,2020-04-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0607a3f10c45545c9e3dd05757f93e4f0607a3f10c45545c9e3dd05757f93e4f
97,FPCV000097,17,85,435,2,1,Junction FinanceProductCostVersion 97,2020-04-07,2020-04-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,203e0c6daea053f0a6222b72e7acbe30203e0c6daea053f0a6222b72e7acbe30
98,FPCV000098,350,63,407,3,1,Zenith FinanceProductCostVersion 98,2020-04-08,2020-04-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d99bf5732c475771857e3f52ce06ca11d99bf5732c475771857e3f52ce06ca11
99,FPCV000099,221,54,169,3,2,Atlas FinanceProductCostVersion 99,2020-04-09,2020-04-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,00559c78c7ad55cc9073e147c453d86f00559c78c7ad55cc9073e147c453d86f
100,FPCV000100,353,3,236,6,1,Orion FinanceProductCostVersion 100,2020-04-10,2020-04-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a6fd7d9373d5b2683e3e1f141f16c630a6fd7d9373d5b2683e3e1f141f16c63
101,FPCV000101,192,229,408,8,3,Forge FinanceProductCostVersion 101,2020-04-11,2020-04-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b5f8dbee8ce5d42a50cd3c1b2664e8c5b5f8dbee8ce5d42a50cd3c1b2664e8c
102,FPCV000102,18,41,165,2,4,Harbor FinanceProductCostVersion 102,2020-04-12,2020-04-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1fb5b0e4ab1e5cdaa80fb6aad109cb9c1fb5b0e4ab1e5cdaa80fb6aad109cb9c
103,FPCV000103,492,325,429,8,5,Junction FinanceProductCostVersion 103,2020-04-13,2020-04-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,210ed1c6f4cd5884894488006d1a0d61210ed1c6f4cd5884894488006d1a0d61
104,FPCV000104,441,235,83,2,1,Junction FinanceProductCostVersion 104,2020-04-14,2020-04-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8bdb3f570bfd55adac4831f367f7b74a8bdb3f570bfd55adac4831f367f7b74a
105,FPCV000105,63,326,494,2,3,Summit FinanceProductCostVersion 105,2020-04-15,2020-04-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,74563fc03ac25b11b204157b8989137874563fc03ac25b11b204157b89891378
106,FPCV000106,493,125,37,3,1,Forge FinanceProductCostVersion 106,2020-04-16,2020-04-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0d09dffbaee521a9cd2e57a8336492ba0d09dffbaee521a9cd2e57a8336492b
107,FPCV000107,194,177,350,1,3,Cedar FinanceProductCostVersion 107,2020-04-17,2020-04-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9423f085d1375ccd82c253293c194d039423f085d1375ccd82c253293c194d03
108,FPCV000108,359,76,435,2,1,Granite FinanceProductCostVersion 108,2020-04-18,2020-04-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b691a0daa87153418f2beb2fee472bf5b691a0daa87153418f2beb2fee472bf5
109,FPCV000109,162,293,367,5,4,Liberty FinanceProductCostVersion 109,2020-04-19,2020-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a9d80155b6c35f5aa5a8d884ee90b99da9d80155b6c35f5aa5a8d884ee90b99d
110,FPCV000110,174,272,225,7,2,Orion FinanceProductCostVersion 110,2020-04-20,2020-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b37325f58ff755f3b9d6091a557c4e81b37325f58ff755f3b9d6091a557c4e81
111,FPCV000111,92,113,176,1,1,Quartz FinanceProductCostVersion 111,2020-04-21,2020-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f750db079f775f9f973e18bad0221265f750db079f775f9f973e18bad0221265
112,FPCV000112,344,275,326,4,4,Zenith FinanceProductCostVersion 112,2020-04-22,2020-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,516a5b055e165a279ea90cce3ddf480d516a5b055e165a279ea90cce3ddf480d
113,FPCV000113,370,120,10,1,5,Willow FinanceProductCostVersion 113,2020-04-23,2020-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8556584f7393509f885fba01d838e5898556584f7393509f885fba01d838e589
114,FPCV000114,169,347,248,1,2,Meridian FinanceProductCostVersion 114,2020-04-24,2020-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b95368acf695ac59f7a07ad2de9add98b95368acf695ac59f7a07ad2de9add9
115,FPCV000115,498,327,37,8,5,Beacon FinanceProductCostVersion 115,2020-04-25,2020-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5f0a2ed4ffb15556ac0cc1b1783540bd5f0a2ed4ffb15556ac0cc1b1783540bd
116,FPCV000116,221,240,282,2,1,Atlas FinanceProductCostVersion 116,2020-04-26,2020-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cf4f99f374fc53d6b8809fa42cc0cae5cf4f99f374fc53d6b8809fa42cc0cae5
117,FPCV000117,335,249,158,5,3,Riverton FinanceProductCostVersion 117,2020-04-27,2020-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,07decc2f8e3d5552be0a704ed870e79a07decc2f8e3d5552be0a704ed870e79a
118,FPCV000118,424,161,58,1,4,Granite FinanceProductCostVersion 118,2020-04-28,2020-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bbe18597170c5ea89f3ad3da4b00682abbe18597170c5ea89f3ad3da4b00682a
119,FPCV000119,437,283,198,7,1,Orion FinanceProductCostVersion 119,2020-04-29,2020-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,04a1f10c43a6545ebb79fe3a1a4578e504a1f10c43a6545ebb79fe3a1a4578e5
120,FPCV000120,339,291,497,5,3,Liberty FinanceProductCostVersion 120,2020-04-30,2020-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc57d520c6c65b7393f2116292067e1ebc57d520c6c65b7393f2116292067e1e
121,FPCV000121,351,314,269,4,2,Quartz FinanceProductCostVersion 121,2020-05-01,2020-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac3305abc94258afb61f7293d711a1cfac3305abc94258afb61f7293d711a1cf
122,FPCV000122,60,342,392,3,5,Keystone FinanceProductCostVersion 122,2020-05-02,2020-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,19562320421a5fbf940c616d958bb2bb19562320421a5fbf940c616d958bb2bb
123,FPCV000123,55,78,36,6,1,Unity FinanceProductCostVersion 123,2020-05-03,2020-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cba49e6ddd51593097c370bb7f6ae174cba49e6ddd51593097c370bb7f6ae174
124,FPCV000124,206,212,360,3,3,Unity FinanceProductCostVersion 124,2020-05-04,2020-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cb8545e93ae5255a87d372a75e39e508cb8545e93ae5255a87d372a75e39e50
125,FPCV000125,433,286,252,2,1,Granite FinanceProductCostVersion 125,2020-05-05,2020-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc54783be47e520494f25daefad1784dbc54783be47e520494f25daefad1784d
126,FPCV000126,318,77,64,6,3,Northstar FinanceProductCostVersion 126,2020-05-06,2020-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a739ffb221be596e89433226532735f2a739ffb221be596e89433226532735f2
127,FPCV000127,82,113,325,5,4,Keystone FinanceProductCostVersion 127,2020-05-07,2020-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1d7cb6fc8f5356028b437fb06a446e9f1d7cb6fc8f5356028b437fb06a446e9f
128,FPCV000128,9,144,359,8,2,Granite FinanceProductCostVersion 128,2020-05-08,2020-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,82862ddb1de85568a132552eae5c114e82862ddb1de85568a132552eae5c114e
129,FPCV000129,259,305,417,3,3,Vertex FinanceProductCostVersion 129,2020-05-09,2020-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b741499910fe547396fe0f9a085d56c3b741499910fe547396fe0f9a085d56c3
130,FPCV000130,399,271,393,4,4,Cedar FinanceProductCostVersion 130,2020-05-10,2020-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b86cd5da61c53609305dd897ed5a7428b86cd5da61c53609305dd897ed5a742
131,FPCV000131,493,85,222,7,4,Summit FinanceProductCostVersion 131,2020-05-11,2020-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,932e469a1338578ab8598a86f2071803932e469a1338578ab8598a86f2071803
132,FPCV000132,182,95,412,7,1,Unity FinanceProductCostVersion 132,2020-05-12,2020-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,776ee255820058cfa921d89536ec9a5d776ee255820058cfa921d89536ec9a5d
133,FPCV000133,229,274,486,6,5,Northstar FinanceProductCostVersion 133,2020-05-13,2020-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e4a533183da56dbb6f0a71da45d4d371e4a533183da56dbb6f0a71da45d4d37
134,FPCV000134,403,62,250,4,5,Atlas FinanceProductCostVersion 134,2020-05-14,2020-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ba30a82159c598a9bba5c1ff22d877e0ba30a82159c598a9bba5c1ff22d877e
135,FPCV000135,77,247,427,6,5,Keystone FinanceProductCostVersion 135,2020-05-15,2020-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92d8d67fd8a254b4bdd3b228655a7dfc92d8d67fd8a254b4bdd3b228655a7dfc
136,FPCV000136,311,10,252,8,4,Evergreen FinanceProductCostVersion 136,2020-05-16,2020-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7d362e3533bf56c2a8cb94d86e50f1db7d362e3533bf56c2a8cb94d86e50f1db
137,FPCV000137,338,284,16,5,5,Summit FinanceProductCostVersion 137,2020-05-17,2020-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bba61c569f65d4bae662e90d9b89bcb4bba61c569f65d4bae662e90d9b89bcb
138,FPCV000138,341,302,381,7,2,Keystone FinanceProductCostVersion 138,2020-05-18,2020-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f27b9ddd30e50ee9cb9a5f72b624bca2f27b9ddd30e50ee9cb9a5f72b624bca
139,FPCV000139,143,244,355,3,1,Forge FinanceProductCostVersion 139,2020-05-19,2020-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,107528b2016a5d00b1fcd0a2d31fba08107528b2016a5d00b1fcd0a2d31fba08
140,FPCV000140,263,344,165,7,5,Evergreen FinanceProductCostVersion 140,2020-05-20,2020-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50b892356c275523ab8b24551855ee4b50b892356c275523ab8b24551855ee4b
141,FPCV000141,166,275,307,7,1,Cedar FinanceProductCostVersion 141,2020-05-21,2020-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,55e7f32aeac1551494e912e58a058e8055e7f32aeac1551494e912e58a058e80
142,FPCV000142,395,45,366,7,4,Riverton FinanceProductCostVersion 142,2020-05-22,2020-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7af20df5085251809e8be3c3fd1419997af20df5085251809e8be3c3fd141999
143,FPCV000143,93,243,95,1,3,Pioneer FinanceProductCostVersion 143,2020-05-23,2020-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c2130052a2d5d5195e31dbe24572c1a8c2130052a2d5d5195e31dbe24572c1a
144,FPCV000144,23,84,313,2,2,Cedar FinanceProductCostVersion 144,2020-05-24,2020-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09a713ca19f7516ab89d4b5a84dcd27609a713ca19f7516ab89d4b5a84dcd276
145,FPCV000145,303,280,42,5,1,Zenith FinanceProductCostVersion 145,2020-05-25,2020-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c771fa2b0d3b50cca0c0787aaf9eb57ec771fa2b0d3b50cca0c0787aaf9eb57e
146,FPCV000146,195,242,251,7,4,Cedar FinanceProductCostVersion 146,2020-05-26,2020-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,154e1f78f7765ff5a7e337e3abd89638154e1f78f7765ff5a7e337e3abd89638
147,FPCV000147,266,161,395,1,5,Willow FinanceProductCostVersion 147,2020-05-27,2020-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d1b94441d8eb58b2b1f96b22f98b3209d1b94441d8eb58b2b1f96b22f98b3209
148,FPCV000148,444,167,184,5,1,Willow FinanceProductCostVersion 148,2020-05-28,2020-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d67a6089bc655e5d96bd4bfee8d87b60d67a6089bc655e5d96bd4bfee8d87b60
149,FPCV000149,335,60,164,4,1,Granite FinanceProductCostVersion 149,2020-05-29,2020-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92383b3bb25d529ca6db58fc8ec03ea192383b3bb25d529ca6db58fc8ec03ea1
150,FPCV000150,299,160,131,4,5,Northstar FinanceProductCostVersion 150,2020-05-30,2020-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,09f273a44c645846b566004a891fad0e09f273a44c645846b566004a891fad0e
151,FPCV000151,96,335,261,1,4,Forge FinanceProductCostVersion 151,2020-05-31,2020-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a03b8454392959fda2a2f16d5be4bd70a03b8454392959fda2a2f16d5be4bd70
152,FPCV000152,20,138,361,3,4,Ion FinanceProductCostVersion 152,2020-06-01,2020-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b51644637655c26b34b429270492ff37b51644637655c26b34b429270492ff3
153,FPCV000153,496,217,88,8,2,Quartz FinanceProductCostVersion 153,2020-06-02,2020-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b74b7b8132fb57a3a8278f8d2d20df1fb74b7b8132fb57a3a8278f8d2d20df1f
154,FPCV000154,8,235,43,1,2,Delta FinanceProductCostVersion 154,2020-06-03,2020-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fe2fde11d795a20bf42c6d1e06e59f04fe2fde11d795a20bf42c6d1e06e59f0
155,FPCV000155,48,111,383,8,5,Cedar FinanceProductCostVersion 155,2020-06-04,2020-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0462f7768c215a6f9bfe31685e95c6350462f7768c215a6f9bfe31685e95c635
156,FPCV000156,389,216,455,7,4,Junction FinanceProductCostVersion 156,2020-06-05,2020-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d05a398b7ca57ce9311994182cf6ffb8d05a398b7ca57ce9311994182cf6ffb
157,FPCV000157,44,38,10,2,4,Zenith FinanceProductCostVersion 157,2020-06-06,2020-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,25ed0165bb8d5ed0a4d5c825d3cf429225ed0165bb8d5ed0a4d5c825d3cf4292
158,FPCV000158,443,296,203,5,5,Forge FinanceProductCostVersion 158,2020-06-07,2020-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,086c3b462c0d5d9d901b7109a4b1cb81086c3b462c0d5d9d901b7109a4b1cb81
159,FPCV000159,139,160,297,8,5,Summit FinanceProductCostVersion 159,2020-06-08,2020-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7a9b687dda505142a4f9c4a4171381ff7a9b687dda505142a4f9c4a4171381ff
160,FPCV000160,419,214,158,8,4,Atlas FinanceProductCostVersion 160,2020-06-09,2020-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d8a757953d85a27b7a64f04b1b24b174d8a757953d85a27b7a64f04b1b24b17
161,FPCV000161,416,252,34,3,2,Orion FinanceProductCostVersion 161,2020-06-10,2020-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbd16eec35b75cdd99d2978f343598b8fbd16eec35b75cdd99d2978f343598b8
162,FPCV000162,210,276,290,1,4,Evergreen FinanceProductCostVersion 162,2020-06-11,2020-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,54505f861bad563d8a8d73844bb370df54505f861bad563d8a8d73844bb370df
163,FPCV000163,321,101,491,4,2,Pioneer FinanceProductCostVersion 163,2020-06-12,2020-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bc789c4fddd8525e9762a3581037d4babc789c4fddd8525e9762a3581037d4ba
164,FPCV000164,149,73,234,5,3,Willow FinanceProductCostVersion 164,2020-06-13,2020-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,12a427c42115593ab158290d26fe304e12a427c42115593ab158290d26fe304e
165,FPCV000165,233,192,342,4,1,Meridian FinanceProductCostVersion 165,2020-06-14,2020-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8eac7c6f6f5f5834a4c5c5c24977c0168eac7c6f6f5f5834a4c5c5c24977c016
166,FPCV000166,21,309,225,1,2,Vertex FinanceProductCostVersion 166,2020-06-15,2020-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0a80bf6d611055e0b3ccdbb03b29e8c30a80bf6d611055e0b3ccdbb03b29e8c3
167,FPCV000167,398,186,185,2,1,Riverton FinanceProductCostVersion 167,2020-06-16,2020-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e816fbcad74a5f7faaeb0b18cd14067be816fbcad74a5f7faaeb0b18cd14067b
168,FPCV000168,272,241,351,4,1,Willow FinanceProductCostVersion 168,2020-06-17,2020-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6833cc7ff5f65ecab2d02f725d6ba8fb6833cc7ff5f65ecab2d02f725d6ba8fb
169,FPCV000169,448,96,6,1,2,Junction FinanceProductCostVersion 169,2020-06-18,2020-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,92c616156c585b589b61b1d22979ab7492c616156c585b589b61b1d22979ab74
170,FPCV000170,172,166,486,4,2,Northstar FinanceProductCostVersion 170,2020-06-19,2020-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4faa1ed5fcbd52599c916e3846a2e8154faa1ed5fcbd52599c916e3846a2e815
171,FPCV000171,472,212,459,4,1,Summit FinanceProductCostVersion 171,2020-06-20,2020-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dd8d75986fa952e6bca2b7c25663c78fdd8d75986fa952e6bca2b7c25663c78f
172,FPCV000172,161,37,38,7,5,Riverton FinanceProductCostVersion 172,2020-06-21,2020-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c76f6d6b3be54d8bd989cd3f76361749c76f6d6b3be54d8bd989cd3f7636174
173,FPCV000173,94,207,265,5,3,Quartz FinanceProductCostVersion 173,2020-06-22,2020-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,464b6b82ab7e5b11a9b67742e0d6ee7c464b6b82ab7e5b11a9b67742e0d6ee7c
174,FPCV000174,44,347,295,1,4,Riverton FinanceProductCostVersion 174,2020-06-23,2020-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31bfa7dbbe3a592bac00bdc77faecb6831bfa7dbbe3a592bac00bdc77faecb68
175,FPCV000175,209,143,263,7,3,Summit FinanceProductCostVersion 175,2020-06-24,2020-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4ecfbcf027355469b3144913812c39b84ecfbcf027355469b3144913812c39b8
176,FPCV000176,461,49,215,5,5,Harbor FinanceProductCostVersion 176,2020-06-25,2020-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a21b709c852d5d46a4639e7bdf14a9dda21b709c852d5d46a4639e7bdf14a9dd
177,FPCV000177,364,206,336,4,5,Beacon FinanceProductCostVersion 177,2020-06-26,2020-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ac6ba41fcbe25a529526849b6720b6deac6ba41fcbe25a529526849b6720b6de
178,FPCV000178,108,344,124,3,2,Vertex FinanceProductCostVersion 178,2020-06-27,2020-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6def5e8a726511286978841ab0e795be6def5e8a726511286978841ab0e795b
179,FPCV000179,322,143,175,8,4,Liberty FinanceProductCostVersion 179,2020-06-28,2020-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,93fa5796e27d5665b281e4d65946070593fa5796e27d5665b281e4d659460705
180,FPCV000180,491,143,50,3,1,Meridian FinanceProductCostVersion 180,2020-06-29,2020-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,176cc8f9c2b852aca61aeee14ebf12a9176cc8f9c2b852aca61aeee14ebf12a9
181,FPCV000181,416,69,55,2,1,Riverton FinanceProductCostVersion 181,2020-06-30,2020-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ef1de53bafd5da7b1afe8ef84d0ff522ef1de53bafd5da7b1afe8ef84d0ff52
182,FPCV000182,481,96,408,7,5,Cedar FinanceProductCostVersion 182,2020-07-01,2020-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3fdf346b8e85c07adf005bdea918cc0d3fdf346b8e85c07adf005bdea918cc0
183,FPCV000183,278,111,499,7,4,Zenith FinanceProductCostVersion 183,2020-07-02,2020-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abbd97e1bef953c3be41d7d1d9b2eaf4abbd97e1bef953c3be41d7d1d9b2eaf4
184,FPCV000184,359,23,456,7,1,Northstar FinanceProductCostVersion 184,2020-07-03,2020-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,90dcffb6101759069aa6b52690f8f1cb90dcffb6101759069aa6b52690f8f1cb
185,FPCV000185,22,233,214,8,3,Evergreen FinanceProductCostVersion 185,2020-07-04,2020-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,64b4548d93935c5190892e3cb4901b8764b4548d93935c5190892e3cb4901b87
186,FPCV000186,237,249,330,3,1,Evergreen FinanceProductCostVersion 186,2020-07-05,2020-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f30f858e42eb5c5c8e6be7fd26107449f30f858e42eb5c5c8e6be7fd26107449
187,FPCV000187,411,30,261,1,2,Unity FinanceProductCostVersion 187,2020-07-06,2020-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b016f63218345fc19a37c84502e466d3b016f63218345fc19a37c84502e466d3
188,FPCV000188,400,5,270,1,4,Orion FinanceProductCostVersion 188,2020-07-07,2020-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f39d0702d175d46859bb3e7340d31c32f39d0702d175d46859bb3e7340d31c3
189,FPCV000189,205,254,385,1,4,Northstar FinanceProductCostVersion 189,2020-07-08,2020-07-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81c021bd19025bee9a5dccc8566a431281c021bd19025bee9a5dccc8566a4312
