LaborCrewKey,LaborCrewCode,LaborCrewAreaKey,LaborCrewName,SourceSystemKey,BatchId,LoadedAtUtc
341,LC000341,122,Riverton LaborCrew 341,1,1,2026-08-24T00:00:00.000
342,LC000342,78,Granite LaborCrew 342,1,1,2026-08-24T00:00:00.000
343,LC000343,128,Granite LaborCrew 343,1,1,2026-08-24T00:00:00.000
344,LC000344,57,Cedar LaborCrew 344,1,1,2026-08-24T00:00:00.000
345,LC000345,104,Quartz LaborCrew 345,1,1,2026-08-24T00:00:00.000
346,LC000346,56,Zenith LaborCrew 346,1,1,2026-08-24T00:00:00.000
347,LC000347,84,Atlas LaborCrew 347,1,1,2026-08-24T00:00:00.000
348,LC000348,8,Harbor LaborCrew 348,1,1,2026-08-24T00:00:00.000
349,LC000349,31,Ion LaborCrew 349,1,1,2026-08-24T00:00:00.000
350,LC000350,89,Orion LaborCrew 350,1,1,2026-08-24T00:00:00.000
351,LC000351,112,Granite LaborCrew 351,1,1,2026-08-24T00:00:00.000
352,LC000352,89,Evergreen LaborCrew 352,1,1,2026-08-24T00:00:00.000
353,LC000353,29,Willow LaborCrew 353,1,1,2026-08-24T00:00:00.000
354,LC000354,152,Beacon LaborCrew 354,1,1,2026-08-24T00:00:00.000
355,LC000355,104,Orion LaborCrew 355,1,1,2026-08-24T00:00:00.000
356,LC000356,17,Meridian LaborCrew 356,1,1,2026-08-24T00:00:00.000
357,LC000357,4,Orion LaborCrew 357,1,1,2026-08-24T00:00:00.000
358,LC000358,143,Northstar LaborCrew 358,1,1,2026-08-24T00:00:00.000
359,LC000359,154,Liberty LaborCrew 359,1,1,2026-08-24T00:00:00.000
360,LC000360,23,Liberty LaborCrew 360,1,1,2026-08-24T00:00:00.000
361,LC000361,101,Orion LaborCrew 361,1,1,2026-08-24T00:00:00.000
362,LC000362,27,Evergreen LaborCrew 362,1,1,2026-08-24T00:00:00.000
363,LC000363,15,Ion LaborCrew 363,1,1,2026-08-24T00:00:00.000
364,LC000364,150,Liberty LaborCrew 364,1,1,2026-08-24T00:00:00.000
365,LC000365,28,Cedar LaborCrew 365,1,1,2026-08-24T00:00:00.000
366,LC000366,84,Beacon LaborCrew 366,1,1,2026-08-24T00:00:00.000
367,LC000367,130,Harbor LaborCrew 367,1,1,2026-08-24T00:00:00.000
368,LC000368,61,Meridian LaborCrew 368,1,1,2026-08-24T00:00:00.000
369,LC000369,44,Forge LaborCrew 369,1,1,2026-08-24T00:00:00.000
370,LC000370,136,Titan LaborCrew 370,1,1,2026-08-24T00:00:00.000
371,LC000371,74,Keystone LaborCrew 371,1,1,2026-08-24T00:00:00.000
372,LC000372,81,Atlas LaborCrew 372,1,1,2026-08-24T00:00:00.000
373,LC000373,55,Atlas LaborCrew 373,1,1,2026-08-24T00:00:00.000
374,LC000374,93,Junction LaborCrew 374,1,1,2026-08-24T00:00:00.000
375,LC000375,139,Granite LaborCrew 375,1,1,2026-08-24T00:00:00.000
376,LC000376,109,Liberty LaborCrew 376,1,1,2026-08-24T00:00:00.000
377,LC000377,56,Vertex LaborCrew 377,1,1,2026-08-24T00:00:00.000
378,LC000378,3,Beacon LaborCrew 378,1,1,2026-08-24T00:00:00.000
379,LC000379,66,Unity LaborCrew 379,1,1,2026-08-24T00:00:00.000
380,LC000380,40,Cedar LaborCrew 380,1,1,2026-08-24T00:00:00.000
381,LC000381,103,Quartz LaborCrew 381,1,1,2026-08-24T00:00:00.000
382,LC000382,115,Harbor LaborCrew 382,1,1,2026-08-24T00:00:00.000
383,LC000383,22,Forge LaborCrew 383,1,1,2026-08-24T00:00:00.000
384,LC000384,89,Cedar LaborCrew 384,1,1,2026-08-24T00:00:00.000
385,LC000385,115,Pioneer LaborCrew 385,1,1,2026-08-24T00:00:00.000
386,LC000386,64,Liberty LaborCrew 386,1,1,2026-08-24T00:00:00.000
387,LC000387,27,Granite LaborCrew 387,1,1,2026-08-24T00:00:00.000
388,LC000388,146,Orion LaborCrew 388,1,1,2026-08-24T00:00:00.000
389,LC000389,70,Keystone LaborCrew 389,1,1,2026-08-24T00:00:00.000
390,LC000390,114,Willow LaborCrew 390,1,1,2026-08-24T00:00:00.000
391,LC000391,113,Unity LaborCrew 391,1,1,2026-08-24T00:00:00.000
392,LC000392,57,Beacon LaborCrew 392,1,1,2026-08-24T00:00:00.000
393,LC000393,108,Atlas LaborCrew 393,1,1,2026-08-24T00:00:00.000
394,LC000394,90,Atlas LaborCrew 394,1,1,2026-08-24T00:00:00.000
395,LC000395,46,Atlas LaborCrew 395,1,1,2026-08-24T00:00:00.000
396,LC000396,71,Titan LaborCrew 396,1,1,2026-08-24T00:00:00.000
397,LC000397,132,Willow LaborCrew 397,1,1,2026-08-24T00:00:00.000
398,LC000398,70,Unity LaborCrew 398,1,1,2026-08-24T00:00:00.000
399,LC000399,5,Zenith LaborCrew 399,1,1,2026-08-24T00:00:00.000
400,LC000400,158,Evergreen LaborCrew 400,1,1,2026-08-24T00:00:00.000
401,LC000401,7,Evergreen LaborCrew 401,1,1,2026-08-24T00:00:00.000
402,LC000402,24,Summit LaborCrew 402,1,1,2026-08-24T00:00:00.000
403,LC000403,150,Orion LaborCrew 403,1,1,2026-08-24T00:00:00.000
404,LC000404,130,Ion LaborCrew 404,1,1,2026-08-24T00:00:00.000
405,LC000405,56,Orion LaborCrew 405,1,1,2026-08-24T00:00:00.000
406,LC000406,122,Zenith LaborCrew 406,1,1,2026-08-24T00:00:00.000
407,LC000407,129,Cedar LaborCrew 407,1,1,2026-08-24T00:00:00.000
408,LC000408,101,Beacon LaborCrew 408,1,1,2026-08-24T00:00:00.000
409,LC000409,138,Willow LaborCrew 409,1,1,2026-08-24T00:00:00.000
410,LC000410,5,Riverton LaborCrew 410,1,1,2026-08-24T00:00:00.000
411,LC000411,103,Delta LaborCrew 411,1,1,2026-08-24T00:00:00.000
412,LC000412,68,Riverton LaborCrew 412,1,1,2026-08-24T00:00:00.000
413,LC000413,114,Quartz LaborCrew 413,1,1,2026-08-24T00:00:00.000
414,LC000414,26,Atlas LaborCrew 414,1,1,2026-08-24T00:00:00.000
415,LC000415,53,Titan LaborCrew 415,1,1,2026-08-24T00:00:00.000
416,LC000416,137,Northstar LaborCrew 416,1,1,2026-08-24T00:00:00.000
417,LC000417,148,Summit LaborCrew 417,1,1,2026-08-24T00:00:00.000
418,LC000418,159,Northstar LaborCrew 418,1,1,2026-08-24T00:00:00.000
419,LC000419,41,Orion LaborCrew 419,1,1,2026-08-24T00:00:00.000
420,LC000420,107,Ion LaborCrew 420,1,1,2026-08-24T00:00:00.000
421,LC000421,44,Meridian LaborCrew 421,1,1,2026-08-24T00:00:00.000
422,LC000422,14,Cedar LaborCrew 422,1,1,2026-08-24T00:00:00.000
423,LC000423,153,Liberty LaborCrew 423,1,1,2026-08-24T00:00:00.000
424,LC000424,19,Unity LaborCrew 424,1,1,2026-08-24T00:00:00.000
425,LC000425,125,Northstar LaborCrew 425,1,1,2026-08-24T00:00:00.000
426,LC000426,69,Cedar LaborCrew 426,1,1,2026-08-24T00:00:00.000
427,LC000427,75,Zenith LaborCrew 427,1,1,2026-08-24T00:00:00.000
428,LC000428,37,Granite LaborCrew 428,1,1,2026-08-24T00:00:00.000
429,LC000429,112,Willow LaborCrew 429,1,1,2026-08-24T00:00:00.000
430,LC000430,56,Evergreen LaborCrew 430,1,1,2026-08-24T00:00:00.000
431,LC000431,25,Ion LaborCrew 431,1,1,2026-08-24T00:00:00.000
432,LC000432,25,Harbor LaborCrew 432,1,1,2026-08-24T00:00:00.000
433,LC000433,82,Liberty LaborCrew 433,1,1,2026-08-24T00:00:00.000
434,LC000434,146,Harbor LaborCrew 434,1,1,2026-08-24T00:00:00.000
435,LC000435,93,Vertex LaborCrew 435,1,1,2026-08-24T00:00:00.000
436,LC000436,36,Northstar LaborCrew 436,1,1,2026-08-24T00:00:00.000
437,LC000437,155,Zenith LaborCrew 437,1,1,2026-08-24T00:00:00.000
438,LC000438,63,Vertex LaborCrew 438,1,1,2026-08-24T00:00:00.000
439,LC000439,130,Vertex LaborCrew 439,1,1,2026-08-24T00:00:00.000
440,LC000440,44,Harbor LaborCrew 440,1,1,2026-08-24T00:00:00.000
441,LC000441,49,Zenith LaborCrew 441,1,1,2026-08-24T00:00:00.000
442,LC000442,20,Pioneer LaborCrew 442,1,1,2026-08-24T00:00:00.000
443,LC000443,21,Granite LaborCrew 443,1,1,2026-08-24T00:00:00.000
444,LC000444,90,Quartz LaborCrew 444,1,1,2026-08-24T00:00:00.000
445,LC000445,62,Zenith LaborCrew 445,1,1,2026-08-24T00:00:00.000
446,LC000446,46,Delta LaborCrew 446,1,1,2026-08-24T00:00:00.000
447,LC000447,51,Keystone LaborCrew 447,1,1,2026-08-24T00:00:00.000
448,LC000448,84,Meridian LaborCrew 448,1,1,2026-08-24T00:00:00.000
449,LC000449,105,Orion LaborCrew 449,1,1,2026-08-24T00:00:00.000
450,LC000450,153,Vertex LaborCrew 450,1,1,2026-08-24T00:00:00.000
451,LC000451,100,Granite LaborCrew 451,1,1,2026-08-24T00:00:00.000
452,LC000452,27,Ion LaborCrew 452,1,1,2026-08-24T00:00:00.000
453,LC000453,8,Riverton LaborCrew 453,1,1,2026-08-24T00:00:00.000
454,LC000454,144,Willow LaborCrew 454,1,1,2026-08-24T00:00:00.000
455,LC000455,48,Pioneer LaborCrew 455,1,1,2026-08-24T00:00:00.000
456,LC000456,4,Evergreen LaborCrew 456,1,1,2026-08-24T00:00:00.000
457,LC000457,6,Junction LaborCrew 457,1,1,2026-08-24T00:00:00.000
458,LC000458,49,Ion LaborCrew 458,1,1,2026-08-24T00:00:00.000
459,LC000459,15,Unity LaborCrew 459,1,1,2026-08-24T00:00:00.000
460,LC000460,140,Unity LaborCrew 460,1,1,2026-08-24T00:00:00.000
461,LC000461,43,Liberty LaborCrew 461,1,1,2026-08-24T00:00:00.000
462,LC000462,130,Evergreen LaborCrew 462,1,1,2026-08-24T00:00:00.000
463,LC000463,158,Atlas LaborCrew 463,1,1,2026-08-24T00:00:00.000
464,LC000464,41,Vertex LaborCrew 464,1,1,2026-08-24T00:00:00.000
465,LC000465,144,Forge LaborCrew 465,1,1,2026-08-24T00:00:00.000
466,LC000466,92,Titan LaborCrew 466,1,1,2026-08-24T00:00:00.000
467,LC000467,100,Liberty LaborCrew 467,1,1,2026-08-24T00:00:00.000
468,LC000468,15,Atlas LaborCrew 468,1,1,2026-08-24T00:00:00.000
469,LC000469,125,Quartz LaborCrew 469,1,1,2026-08-24T00:00:00.000
470,LC000470,132,Granite LaborCrew 470,1,1,2026-08-24T00:00:00.000
471,LC000471,11,Atlas LaborCrew 471,1,1,2026-08-24T00:00:00.000
472,LC000472,99,Willow LaborCrew 472,1,1,2026-08-24T00:00:00.000
473,LC000473,104,Atlas LaborCrew 473,1,1,2026-08-24T00:00:00.000
474,LC000474,12,Keystone LaborCrew 474,1,1,2026-08-24T00:00:00.000
475,LC000475,61,Vertex LaborCrew 475,1,1,2026-08-24T00:00:00.000
476,LC000476,104,Keystone LaborCrew 476,1,1,2026-08-24T00:00:00.000
477,LC000477,127,Liberty LaborCrew 477,1,1,2026-08-24T00:00:00.000
478,LC000478,82,Summit LaborCrew 478,1,1,2026-08-24T00:00:00.000
479,LC000479,71,Cedar LaborCrew 479,1,1,2026-08-24T00:00:00.000
480,LC000480,10,Orion LaborCrew 480,1,1,2026-08-24T00:00:00.000
481,LC000481,96,Keystone LaborCrew 481,1,1,2026-08-24T00:00:00.000
482,LC000482,105,Vertex LaborCrew 482,1,1,2026-08-24T00:00:00.000
483,LC000483,145,Granite LaborCrew 483,1,1,2026-08-24T00:00:00.000
484,LC000484,1,Pioneer LaborCrew 484,1,1,2026-08-24T00:00:00.000
485,LC000485,4,Pioneer LaborCrew 485,1,1,2026-08-24T00:00:00.000
486,LC000486,113,Orion LaborCrew 486,1,1,2026-08-24T00:00:00.000
487,LC000487,104,Zenith LaborCrew 487,1,1,2026-08-24T00:00:00.000
488,LC000488,41,Junction LaborCrew 488,1,1,2026-08-24T00:00:00.000
489,LC000489,155,Pioneer LaborCrew 489,1,1,2026-08-24T00:00:00.000
490,LC000490,37,Willow LaborCrew 490,1,1,2026-08-24T00:00:00.000
491,LC000491,136,Beacon LaborCrew 491,1,1,2026-08-24T00:00:00.000
492,LC000492,135,Harbor LaborCrew 492,1,1,2026-08-24T00:00:00.000
493,LC000493,93,Liberty LaborCrew 493,1,1,2026-08-24T00:00:00.000
494,LC000494,108,Liberty LaborCrew 494,1,1,2026-08-24T00:00:00.000
495,LC000495,65,Junction LaborCrew 495,1,1,2026-08-24T00:00:00.000
496,LC000496,123,Titan LaborCrew 496,1,1,2026-08-24T00:00:00.000
497,LC000497,46,Junction LaborCrew 497,1,1,2026-08-24T00:00:00.000
498,LC000498,112,Titan LaborCrew 498,1,1,2026-08-24T00:00:00.000
499,LC000499,72,Zenith LaborCrew 499,1,1,2026-08-24T00:00:00.000
500,LC000500,83,Zenith LaborCrew 500,1,1,2026-08-24T00:00:00.000
