FinanceCostComponentKey,FinanceCostComponentCode,FinanceCostComponentGroupKey,FinanceCostComponentName,SourceSystemKey,BatchId,LoadedAtUtc
310,FCC000310,80,Quartz FinanceCostComponent 310,1,1,2026-08-24T00:00:00.000
311,FCC000311,53,Harbor FinanceCostComponent 311,1,1,2026-08-24T00:00:00.000
312,FCC000312,47,Northstar FinanceCostComponent 312,1,1,2026-08-24T00:00:00.000
313,FCC000313,2,Evergreen FinanceCostComponent 313,1,1,2026-08-24T00:00:00.000
314,FCC000314,25,Liberty FinanceCostComponent 314,1,1,2026-08-24T00:00:00.000
315,FCC000315,43,Ion FinanceCostComponent 315,1,1,2026-08-24T00:00:00.000
316,FCC000316,74,Summit FinanceCostComponent 316,1,1,2026-08-24T00:00:00.000
317,FCC000317,39,Unity FinanceCostComponent 317,1,1,2026-08-24T00:00:00.000
318,FCC000318,4,Orion FinanceCostComponent 318,1,1,2026-08-24T00:00:00.000
319,FCC000319,13,Vertex FinanceCostComponent 319,1,1,2026-08-24T00:00:00.000
320,FCC000320,9,Unity FinanceCostComponent 320,1,1,2026-08-24T00:00:00.000
321,FCC000321,1,Quartz FinanceCostComponent 321,1,1,2026-08-24T00:00:00.000
322,FCC000322,25,Vertex FinanceCostComponent 322,1,1,2026-08-24T00:00:00.000
323,FCC000323,10,Vertex FinanceCostComponent 323,1,1,2026-08-24T00:00:00.000
324,FCC000324,78,Meridian FinanceCostComponent 324,1,1,2026-08-24T00:00:00.000
325,FCC000325,61,Northstar FinanceCostComponent 325,1,1,2026-08-24T00:00:00.000
326,FCC000326,3,Delta FinanceCostComponent 326,1,1,2026-08-24T00:00:00.000
327,FCC000327,42,Summit FinanceCostComponent 327,1,1,2026-08-24T00:00:00.000
328,FCC000328,57,Northstar FinanceCostComponent 328,1,1,2026-08-24T00:00:00.000
329,FCC000329,80,Beacon FinanceCostComponent 329,1,1,2026-08-24T00:00:00.000
330,FCC000330,9,Delta FinanceCostComponent 330,1,1,2026-08-24T00:00:00.000
331,FCC000331,35,Cedar FinanceCostComponent 331,1,1,2026-08-24T00:00:00.000
332,FCC000332,31,Zenith FinanceCostComponent 332,1,1,2026-08-24T00:00:00.000
333,FCC000333,61,Atlas FinanceCostComponent 333,1,1,2026-08-24T00:00:00.000
334,FCC000334,79,Northstar FinanceCostComponent 334,1,1,2026-08-24T00:00:00.000
335,FCC000335,33,Northstar FinanceCostComponent 335,1,1,2026-08-24T00:00:00.000
336,FCC000336,34,Granite FinanceCostComponent 336,1,1,2026-08-24T00:00:00.000
337,FCC000337,59,Titan FinanceCostComponent 337,1,1,2026-08-24T00:00:00.000
338,FCC000338,34,Beacon FinanceCostComponent 338,1,1,2026-08-24T00:00:00.000
339,FCC000339,59,Cedar FinanceCostComponent 339,1,1,2026-08-24T00:00:00.000
340,FCC000340,15,Beacon FinanceCostComponent 340,1,1,2026-08-24T00:00:00.000
341,FCC000341,39,Unity FinanceCostComponent 341,1,1,2026-08-24T00:00:00.000
342,FCC000342,69,Pioneer FinanceCostComponent 342,1,1,2026-08-24T00:00:00.000
343,FCC000343,37,Forge FinanceCostComponent 343,1,1,2026-08-24T00:00:00.000
344,FCC000344,11,Meridian FinanceCostComponent 344,1,1,2026-08-24T00:00:00.000
345,FCC000345,9,Delta FinanceCostComponent 345,1,1,2026-08-24T00:00:00.000
346,FCC000346,62,Evergreen FinanceCostComponent 346,1,1,2026-08-24T00:00:00.000
347,FCC000347,66,Zenith FinanceCostComponent 347,1,1,2026-08-24T00:00:00.000
348,FCC000348,61,Willow FinanceCostComponent 348,1,1,2026-08-24T00:00:00.000
349,FCC000349,80,Pioneer FinanceCostComponent 349,1,1,2026-08-24T00:00:00.000
350,FCC000350,37,Beacon FinanceCostComponent 350,1,1,2026-08-24T00:00:00.000
351,FCC000351,58,Keystone FinanceCostComponent 351,1,1,2026-08-24T00:00:00.000
352,FCC000352,18,Granite FinanceCostComponent 352,1,1,2026-08-24T00:00:00.000
353,FCC000353,5,Beacon FinanceCostComponent 353,1,1,2026-08-24T00:00:00.000
354,FCC000354,58,Junction FinanceCostComponent 354,1,1,2026-08-24T00:00:00.000
355,FCC000355,79,Riverton FinanceCostComponent 355,1,1,2026-08-24T00:00:00.000
356,FCC000356,24,Cedar FinanceCostComponent 356,1,1,2026-08-24T00:00:00.000
357,FCC000357,67,Summit FinanceCostComponent 357,1,1,2026-08-24T00:00:00.000
358,FCC000358,23,Meridian FinanceCostComponent 358,1,1,2026-08-24T00:00:00.000
359,FCC000359,5,Titan FinanceCostComponent 359,1,1,2026-08-24T00:00:00.000
360,FCC000360,35,Riverton FinanceCostComponent 360,1,1,2026-08-24T00:00:00.000
361,FCC000361,35,Granite FinanceCostComponent 361,1,1,2026-08-24T00:00:00.000
362,FCC000362,51,Willow FinanceCostComponent 362,1,1,2026-08-24T00:00:00.000
363,FCC000363,16,Granite FinanceCostComponent 363,1,1,2026-08-24T00:00:00.000
364,FCC000364,9,Atlas FinanceCostComponent 364,1,1,2026-08-24T00:00:00.000
365,FCC000365,69,Forge FinanceCostComponent 365,1,1,2026-08-24T00:00:00.000
366,FCC000366,31,Riverton FinanceCostComponent 366,1,1,2026-08-24T00:00:00.000
367,FCC000367,11,Orion FinanceCostComponent 367,1,1,2026-08-24T00:00:00.000
368,FCC000368,65,Delta FinanceCostComponent 368,1,1,2026-08-24T00:00:00.000
369,FCC000369,11,Harbor FinanceCostComponent 369,1,1,2026-08-24T00:00:00.000
370,FCC000370,50,Granite FinanceCostComponent 370,1,1,2026-08-24T00:00:00.000
371,FCC000371,49,Meridian FinanceCostComponent 371,1,1,2026-08-24T00:00:00.000
372,FCC000372,55,Atlas FinanceCostComponent 372,1,1,2026-08-24T00:00:00.000
373,FCC000373,39,Quartz FinanceCostComponent 373,1,1,2026-08-24T00:00:00.000
374,FCC000374,42,Keystone FinanceCostComponent 374,1,1,2026-08-24T00:00:00.000
375,FCC000375,52,Unity FinanceCostComponent 375,1,1,2026-08-24T00:00:00.000
376,FCC000376,1,Beacon FinanceCostComponent 376,1,1,2026-08-24T00:00:00.000
377,FCC000377,30,Quartz FinanceCostComponent 377,1,1,2026-08-24T00:00:00.000
378,FCC000378,56,Ion FinanceCostComponent 378,1,1,2026-08-24T00:00:00.000
379,FCC000379,7,Northstar FinanceCostComponent 379,1,1,2026-08-24T00:00:00.000
380,FCC000380,62,Ion FinanceCostComponent 380,1,1,2026-08-24T00:00:00.000
381,FCC000381,51,Junction FinanceCostComponent 381,1,1,2026-08-24T00:00:00.000
382,FCC000382,41,Unity FinanceCostComponent 382,1,1,2026-08-24T00:00:00.000
383,FCC000383,27,Delta FinanceCostComponent 383,1,1,2026-08-24T00:00:00.000
384,FCC000384,80,Willow FinanceCostComponent 384,1,1,2026-08-24T00:00:00.000
385,FCC000385,7,Titan FinanceCostComponent 385,1,1,2026-08-24T00:00:00.000
386,FCC000386,15,Ion FinanceCostComponent 386,1,1,2026-08-24T00:00:00.000
387,FCC000387,33,Forge FinanceCostComponent 387,1,1,2026-08-24T00:00:00.000
388,FCC000388,27,Quartz FinanceCostComponent 388,1,1,2026-08-24T00:00:00.000
389,FCC000389,75,Summit FinanceCostComponent 389,1,1,2026-08-24T00:00:00.000
390,FCC000390,19,Titan FinanceCostComponent 390,1,1,2026-08-24T00:00:00.000
391,FCC000391,24,Pioneer FinanceCostComponent 391,1,1,2026-08-24T00:00:00.000
392,FCC000392,60,Keystone FinanceCostComponent 392,1,1,2026-08-24T00:00:00.000
393,FCC000393,14,Junction FinanceCostComponent 393,1,1,2026-08-24T00:00:00.000
394,FCC000394,72,Zenith FinanceCostComponent 394,1,1,2026-08-24T00:00:00.000
395,FCC000395,69,Ion FinanceCostComponent 395,1,1,2026-08-24T00:00:00.000
396,FCC000396,31,Atlas FinanceCostComponent 396,1,1,2026-08-24T00:00:00.000
397,FCC000397,37,Cedar FinanceCostComponent 397,1,1,2026-08-24T00:00:00.000
398,FCC000398,16,Liberty FinanceCostComponent 398,1,1,2026-08-24T00:00:00.000
399,FCC000399,78,Beacon FinanceCostComponent 399,1,1,2026-08-24T00:00:00.000
400,FCC000400,30,Evergreen FinanceCostComponent 400,1,1,2026-08-24T00:00:00.000
401,FCC000401,6,Titan FinanceCostComponent 401,1,1,2026-08-24T00:00:00.000
402,FCC000402,61,Meridian FinanceCostComponent 402,1,1,2026-08-24T00:00:00.000
403,FCC000403,17,Delta FinanceCostComponent 403,1,1,2026-08-24T00:00:00.000
404,FCC000404,74,Beacon FinanceCostComponent 404,1,1,2026-08-24T00:00:00.000
405,FCC000405,32,Summit FinanceCostComponent 405,1,1,2026-08-24T00:00:00.000
406,FCC000406,80,Unity FinanceCostComponent 406,1,1,2026-08-24T00:00:00.000
407,FCC000407,53,Keystone FinanceCostComponent 407,1,1,2026-08-24T00:00:00.000
408,FCC000408,61,Junction FinanceCostComponent 408,1,1,2026-08-24T00:00:00.000
409,FCC000409,71,Meridian FinanceCostComponent 409,1,1,2026-08-24T00:00:00.000
410,FCC000410,51,Quartz FinanceCostComponent 410,1,1,2026-08-24T00:00:00.000
411,FCC000411,39,Titan FinanceCostComponent 411,1,1,2026-08-24T00:00:00.000
412,FCC000412,51,Orion FinanceCostComponent 412,1,1,2026-08-24T00:00:00.000
413,FCC000413,80,Zenith FinanceCostComponent 413,1,1,2026-08-24T00:00:00.000
414,FCC000414,44,Delta FinanceCostComponent 414,1,1,2026-08-24T00:00:00.000
415,FCC000415,60,Junction FinanceCostComponent 415,1,1,2026-08-24T00:00:00.000
416,FCC000416,50,Ion FinanceCostComponent 416,1,1,2026-08-24T00:00:00.000
417,FCC000417,23,Meridian FinanceCostComponent 417,1,1,2026-08-24T00:00:00.000
418,FCC000418,18,Harbor FinanceCostComponent 418,1,1,2026-08-24T00:00:00.000
419,FCC000419,13,Junction FinanceCostComponent 419,1,1,2026-08-24T00:00:00.000
420,FCC000420,61,Unity FinanceCostComponent 420,1,1,2026-08-24T00:00:00.000
421,FCC000421,58,Junction FinanceCostComponent 421,1,1,2026-08-24T00:00:00.000
422,FCC000422,66,Unity FinanceCostComponent 422,1,1,2026-08-24T00:00:00.000
423,FCC000423,49,Northstar FinanceCostComponent 423,1,1,2026-08-24T00:00:00.000
424,FCC000424,79,Northstar FinanceCostComponent 424,1,1,2026-08-24T00:00:00.000
425,FCC000425,17,Quartz FinanceCostComponent 425,1,1,2026-08-24T00:00:00.000
426,FCC000426,38,Forge FinanceCostComponent 426,1,1,2026-08-24T00:00:00.000
427,FCC000427,51,Atlas FinanceCostComponent 427,1,1,2026-08-24T00:00:00.000
428,FCC000428,1,Cedar FinanceCostComponent 428,1,1,2026-08-24T00:00:00.000
429,FCC000429,72,Liberty FinanceCostComponent 429,1,1,2026-08-24T00:00:00.000
430,FCC000430,66,Unity FinanceCostComponent 430,1,1,2026-08-24T00:00:00.000
431,FCC000431,45,Granite FinanceCostComponent 431,1,1,2026-08-24T00:00:00.000
432,FCC000432,2,Willow FinanceCostComponent 432,1,1,2026-08-24T00:00:00.000
433,FCC000433,66,Zenith FinanceCostComponent 433,1,1,2026-08-24T00:00:00.000
434,FCC000434,51,Zenith FinanceCostComponent 434,1,1,2026-08-24T00:00:00.000
435,FCC000435,78,Liberty FinanceCostComponent 435,1,1,2026-08-24T00:00:00.000
436,FCC000436,38,Ion FinanceCostComponent 436,1,1,2026-08-24T00:00:00.000
437,FCC000437,64,Liberty FinanceCostComponent 437,1,1,2026-08-24T00:00:00.000
438,FCC000438,43,Harbor FinanceCostComponent 438,1,1,2026-08-24T00:00:00.000
439,FCC000439,64,Liberty FinanceCostComponent 439,1,1,2026-08-24T00:00:00.000
440,FCC000440,18,Northstar FinanceCostComponent 440,1,1,2026-08-24T00:00:00.000
441,FCC000441,44,Harbor FinanceCostComponent 441,1,1,2026-08-24T00:00:00.000
442,FCC000442,16,Unity FinanceCostComponent 442,1,1,2026-08-24T00:00:00.000
443,FCC000443,52,Titan FinanceCostComponent 443,1,1,2026-08-24T00:00:00.000
444,FCC000444,75,Titan FinanceCostComponent 444,1,1,2026-08-24T00:00:00.000
445,FCC000445,5,Vertex FinanceCostComponent 445,1,1,2026-08-24T00:00:00.000
446,FCC000446,37,Harbor FinanceCostComponent 446,1,1,2026-08-24T00:00:00.000
447,FCC000447,11,Beacon FinanceCostComponent 447,1,1,2026-08-24T00:00:00.000
448,FCC000448,38,Summit FinanceCostComponent 448,1,1,2026-08-24T00:00:00.000
449,FCC000449,18,Meridian FinanceCostComponent 449,1,1,2026-08-24T00:00:00.000
450,FCC000450,22,Meridian FinanceCostComponent 450,1,1,2026-08-24T00:00:00.000
451,FCC000451,30,Liberty FinanceCostComponent 451,1,1,2026-08-24T00:00:00.000
452,FCC000452,24,Summit FinanceCostComponent 452,1,1,2026-08-24T00:00:00.000
453,FCC000453,25,Riverton FinanceCostComponent 453,1,1,2026-08-24T00:00:00.000
454,FCC000454,76,Zenith FinanceCostComponent 454,1,1,2026-08-24T00:00:00.000
455,FCC000455,72,Liberty FinanceCostComponent 455,1,1,2026-08-24T00:00:00.000
456,FCC000456,79,Meridian FinanceCostComponent 456,1,1,2026-08-24T00:00:00.000
457,FCC000457,56,Granite FinanceCostComponent 457,1,1,2026-08-24T00:00:00.000
458,FCC000458,15,Granite FinanceCostComponent 458,1,1,2026-08-24T00:00:00.000
459,FCC000459,1,Orion FinanceCostComponent 459,1,1,2026-08-24T00:00:00.000
460,FCC000460,49,Unity FinanceCostComponent 460,1,1,2026-08-24T00:00:00.000
461,FCC000461,21,Willow FinanceCostComponent 461,1,1,2026-08-24T00:00:00.000
462,FCC000462,37,Zenith FinanceCostComponent 462,1,1,2026-08-24T00:00:00.000
463,FCC000463,27,Vertex FinanceCostComponent 463,1,1,2026-08-24T00:00:00.000
464,FCC000464,3,Summit FinanceCostComponent 464,1,1,2026-08-24T00:00:00.000
465,FCC000465,76,Harbor FinanceCostComponent 465,1,1,2026-08-24T00:00:00.000
466,FCC000466,61,Keystone FinanceCostComponent 466,1,1,2026-08-24T00:00:00.000
467,FCC000467,36,Ion FinanceCostComponent 467,1,1,2026-08-24T00:00:00.000
468,FCC000468,58,Zenith FinanceCostComponent 468,1,1,2026-08-24T00:00:00.000
469,FCC000469,24,Willow FinanceCostComponent 469,1,1,2026-08-24T00:00:00.000
470,FCC000470,54,Beacon FinanceCostComponent 470,1,1,2026-08-24T00:00:00.000
471,FCC000471,25,Granite FinanceCostComponent 471,1,1,2026-08-24T00:00:00.000
472,FCC000472,69,Meridian FinanceCostComponent 472,1,1,2026-08-24T00:00:00.000
473,FCC000473,72,Meridian FinanceCostComponent 473,1,1,2026-08-24T00:00:00.000
474,FCC000474,10,Liberty FinanceCostComponent 474,1,1,2026-08-24T00:00:00.000
475,FCC000475,63,Pioneer FinanceCostComponent 475,1,1,2026-08-24T00:00:00.000
476,FCC000476,77,Beacon FinanceCostComponent 476,1,1,2026-08-24T00:00:00.000
477,FCC000477,31,Meridian FinanceCostComponent 477,1,1,2026-08-24T00:00:00.000
478,FCC000478,12,Pioneer FinanceCostComponent 478,1,1,2026-08-24T00:00:00.000
479,FCC000479,6,Granite FinanceCostComponent 479,1,1,2026-08-24T00:00:00.000
480,FCC000480,80,Summit FinanceCostComponent 480,1,1,2026-08-24T00:00:00.000
481,FCC000481,14,Zenith FinanceCostComponent 481,1,1,2026-08-24T00:00:00.000
482,FCC000482,29,Quartz FinanceCostComponent 482,1,1,2026-08-24T00:00:00.000
483,FCC000483,35,Harbor FinanceCostComponent 483,1,1,2026-08-24T00:00:00.000
484,FCC000484,44,Harbor FinanceCostComponent 484,1,1,2026-08-24T00:00:00.000
485,FCC000485,27,Quartz FinanceCostComponent 485,1,1,2026-08-24T00:00:00.000
486,FCC000486,70,Summit FinanceCostComponent 486,1,1,2026-08-24T00:00:00.000
487,FCC000487,75,Harbor FinanceCostComponent 487,1,1,2026-08-24T00:00:00.000
488,FCC000488,6,Forge FinanceCostComponent 488,1,1,2026-08-24T00:00:00.000
489,FCC000489,77,Beacon FinanceCostComponent 489,1,1,2026-08-24T00:00:00.000
490,FCC000490,17,Liberty FinanceCostComponent 490,1,1,2026-08-24T00:00:00.000
491,FCC000491,12,Liberty FinanceCostComponent 491,1,1,2026-08-24T00:00:00.000
492,FCC000492,7,Unity FinanceCostComponent 492,1,1,2026-08-24T00:00:00.000
493,FCC000493,40,Harbor FinanceCostComponent 493,1,1,2026-08-24T00:00:00.000
494,FCC000494,60,Unity FinanceCostComponent 494,1,1,2026-08-24T00:00:00.000
495,FCC000495,60,Summit FinanceCostComponent 495,1,1,2026-08-24T00:00:00.000
496,FCC000496,73,Keystone FinanceCostComponent 496,1,1,2026-08-24T00:00:00.000
497,FCC000497,48,Summit FinanceCostComponent 497,1,1,2026-08-24T00:00:00.000
498,FCC000498,26,Titan FinanceCostComponent 498,1,1,2026-08-24T00:00:00.000
499,FCC000499,67,Pioneer FinanceCostComponent 499,1,1,2026-08-24T00:00:00.000
500,FCC000500,57,Cedar FinanceCostComponent 500,1,1,2026-08-24T00:00:00.000
