LaborTeamKey,LaborTeamCode,LaborCrewKey,LaborTeamName,SourceSystemKey,BatchId,LoadedAtUtc
341,LT000341,302,Liberty LaborTeam 341,1,1,2026-08-24T00:00:00.000
342,LT000342,55,Vertex LaborTeam 342,1,1,2026-08-24T00:00:00.000
343,LT000343,244,Pioneer LaborTeam 343,1,1,2026-08-24T00:00:00.000
344,LT000344,392,Unity LaborTeam 344,1,1,2026-08-24T00:00:00.000
345,LT000345,10,Delta LaborTeam 345,1,1,2026-08-24T00:00:00.000
346,LT000346,460,Meridian LaborTeam 346,1,1,2026-08-24T00:00:00.000
347,LT000347,387,Cedar LaborTeam 347,1,1,2026-08-24T00:00:00.000
348,LT000348,302,Meridian LaborTeam 348,1,1,2026-08-24T00:00:00.000
349,LT000349,251,Quartz LaborTeam 349,1,1,2026-08-24T00:00:00.000
350,LT000350,456,Atlas LaborTeam 350,1,1,2026-08-24T00:00:00.000
351,LT000351,370,Atlas LaborTeam 351,1,1,2026-08-24T00:00:00.000
352,LT000352,284,Meridian LaborTeam 352,1,1,2026-08-24T00:00:00.000
353,LT000353,493,Delta LaborTeam 353,1,1,2026-08-24T00:00:00.000
354,LT000354,428,Liberty LaborTeam 354,1,1,2026-08-24T00:00:00.000
355,LT000355,152,Beacon LaborTeam 355,1,1,2026-08-24T00:00:00.000
356,LT000356,239,Zenith LaborTeam 356,1,1,2026-08-24T00:00:00.000
357,LT000357,137,Summit LaborTeam 357,1,1,2026-08-24T00:00:00.000
358,LT000358,381,Orion LaborTeam 358,1,1,2026-08-24T00:00:00.000
359,LT000359,422,Meridian LaborTeam 359,1,1,2026-08-24T00:00:00.000
360,LT000360,440,Cedar LaborTeam 360,1,1,2026-08-24T00:00:00.000
361,LT000361,130,Vertex LaborTeam 361,1,1,2026-08-24T00:00:00.000
362,LT000362,246,Unity LaborTeam 362,1,1,2026-08-24T00:00:00.000
363,LT000363,72,Zenith LaborTeam 363,1,1,2026-08-24T00:00:00.000
364,LT000364,122,Ion LaborTeam 364,1,1,2026-08-24T00:00:00.000
365,LT000365,343,Vertex LaborTeam 365,1,1,2026-08-24T00:00:00.000
366,LT000366,388,Cedar LaborTeam 366,1,1,2026-08-24T00:00:00.000
367,LT000367,270,Beacon LaborTeam 367,1,1,2026-08-24T00:00:00.000
368,LT000368,226,Riverton LaborTeam 368,1,1,2026-08-24T00:00:00.000
369,LT000369,138,Riverton LaborTeam 369,1,1,2026-08-24T00:00:00.000
370,LT000370,299,Unity LaborTeam 370,1,1,2026-08-24T00:00:00.000
371,LT000371,17,Pioneer LaborTeam 371,1,1,2026-08-24T00:00:00.000
372,LT000372,296,Granite LaborTeam 372,1,1,2026-08-24T00:00:00.000
373,LT000373,453,Willow LaborTeam 373,1,1,2026-08-24T00:00:00.000
374,LT000374,330,Willow LaborTeam 374,1,1,2026-08-24T00:00:00.000
375,LT000375,239,Vertex LaborTeam 375,1,1,2026-08-24T00:00:00.000
376,LT000376,58,Granite LaborTeam 376,1,1,2026-08-24T00:00:00.000
377,LT000377,315,Willow LaborTeam 377,1,1,2026-08-24T00:00:00.000
378,LT000378,244,Keystone LaborTeam 378,1,1,2026-08-24T00:00:00.000
379,LT000379,90,Zenith LaborTeam 379,1,1,2026-08-24T00:00:00.000
380,LT000380,255,Quartz LaborTeam 380,1,1,2026-08-24T00:00:00.000
381,LT000381,313,Delta LaborTeam 381,1,1,2026-08-24T00:00:00.000
382,LT000382,117,Atlas LaborTeam 382,1,1,2026-08-24T00:00:00.000
383,LT000383,91,Delta LaborTeam 383,1,1,2026-08-24T00:00:00.000
384,LT000384,57,Riverton LaborTeam 384,1,1,2026-08-24T00:00:00.000
385,LT000385,87,Titan LaborTeam 385,1,1,2026-08-24T00:00:00.000
386,LT000386,207,Quartz LaborTeam 386,1,1,2026-08-24T00:00:00.000
387,LT000387,12,Cedar LaborTeam 387,1,1,2026-08-24T00:00:00.000
388,LT000388,38,Titan LaborTeam 388,1,1,2026-08-24T00:00:00.000
389,LT000389,207,Willow LaborTeam 389,1,1,2026-08-24T00:00:00.000
390,LT000390,100,Beacon LaborTeam 390,1,1,2026-08-24T00:00:00.000
391,LT000391,492,Cedar LaborTeam 391,1,1,2026-08-24T00:00:00.000
392,LT000392,474,Forge LaborTeam 392,1,1,2026-08-24T00:00:00.000
393,LT000393,243,Atlas LaborTeam 393,1,1,2026-08-24T00:00:00.000
394,LT000394,125,Delta LaborTeam 394,1,1,2026-08-24T00:00:00.000
395,LT000395,393,Ion LaborTeam 395,1,1,2026-08-24T00:00:00.000
396,LT000396,241,Quartz LaborTeam 396,1,1,2026-08-24T00:00:00.000
397,LT000397,266,Granite LaborTeam 397,1,1,2026-08-24T00:00:00.000
398,LT000398,457,Willow LaborTeam 398,1,1,2026-08-24T00:00:00.000
399,LT000399,460,Liberty LaborTeam 399,1,1,2026-08-24T00:00:00.000
400,LT000400,476,Harbor LaborTeam 400,1,1,2026-08-24T00:00:00.000
401,LT000401,285,Cedar LaborTeam 401,1,1,2026-08-24T00:00:00.000
402,LT000402,181,Quartz LaborTeam 402,1,1,2026-08-24T00:00:00.000
403,LT000403,371,Vertex LaborTeam 403,1,1,2026-08-24T00:00:00.000
404,LT000404,91,Harbor LaborTeam 404,1,1,2026-08-24T00:00:00.000
405,LT000405,462,Summit LaborTeam 405,1,1,2026-08-24T00:00:00.000
406,LT000406,245,Junction LaborTeam 406,1,1,2026-08-24T00:00:00.000
407,LT000407,442,Meridian LaborTeam 407,1,1,2026-08-24T00:00:00.000
408,LT000408,198,Meridian LaborTeam 408,1,1,2026-08-24T00:00:00.000
409,LT000409,180,Delta LaborTeam 409,1,1,2026-08-24T00:00:00.000
410,LT000410,481,Junction LaborTeam 410,1,1,2026-08-24T00:00:00.000
411,LT000411,101,Ion LaborTeam 411,1,1,2026-08-24T00:00:00.000
412,LT000412,415,Delta LaborTeam 412,1,1,2026-08-24T00:00:00.000
413,LT000413,42,Ion LaborTeam 413,1,1,2026-08-24T00:00:00.000
414,LT000414,94,Keystone LaborTeam 414,1,1,2026-08-24T00:00:00.000
415,LT000415,284,Granite LaborTeam 415,1,1,2026-08-24T00:00:00.000
416,LT000416,200,Delta LaborTeam 416,1,1,2026-08-24T00:00:00.000
417,LT000417,232,Evergreen LaborTeam 417,1,1,2026-08-24T00:00:00.000
418,LT000418,237,Willow LaborTeam 418,1,1,2026-08-24T00:00:00.000
419,LT000419,313,Meridian LaborTeam 419,1,1,2026-08-24T00:00:00.000
420,LT000420,190,Keystone LaborTeam 420,1,1,2026-08-24T00:00:00.000
421,LT000421,436,Meridian LaborTeam 421,1,1,2026-08-24T00:00:00.000
422,LT000422,9,Ion LaborTeam 422,1,1,2026-08-24T00:00:00.000
423,LT000423,495,Willow LaborTeam 423,1,1,2026-08-24T00:00:00.000
424,LT000424,29,Unity LaborTeam 424,1,1,2026-08-24T00:00:00.000
425,LT000425,366,Riverton LaborTeam 425,1,1,2026-08-24T00:00:00.000
426,LT000426,5,Titan LaborTeam 426,1,1,2026-08-24T00:00:00.000
427,LT000427,299,Pioneer LaborTeam 427,1,1,2026-08-24T00:00:00.000
428,LT000428,13,Pioneer LaborTeam 428,1,1,2026-08-24T00:00:00.000
429,LT000429,280,Riverton LaborTeam 429,1,1,2026-08-24T00:00:00.000
430,LT000430,226,Evergreen LaborTeam 430,1,1,2026-08-24T00:00:00.000
431,LT000431,118,Junction LaborTeam 431,1,1,2026-08-24T00:00:00.000
432,LT000432,403,Liberty LaborTeam 432,1,1,2026-08-24T00:00:00.000
433,LT000433,329,Pioneer LaborTeam 433,1,1,2026-08-24T00:00:00.000
434,LT000434,69,Titan LaborTeam 434,1,1,2026-08-24T00:00:00.000
435,LT000435,453,Meridian LaborTeam 435,1,1,2026-08-24T00:00:00.000
436,LT000436,308,Pioneer LaborTeam 436,1,1,2026-08-24T00:00:00.000
437,LT000437,214,Beacon LaborTeam 437,1,1,2026-08-24T00:00:00.000
438,LT000438,105,Willow LaborTeam 438,1,1,2026-08-24T00:00:00.000
439,LT000439,371,Cedar LaborTeam 439,1,1,2026-08-24T00:00:00.000
440,LT000440,218,Orion LaborTeam 440,1,1,2026-08-24T00:00:00.000
441,LT000441,87,Northstar LaborTeam 441,1,1,2026-08-24T00:00:00.000
442,LT000442,352,Beacon LaborTeam 442,1,1,2026-08-24T00:00:00.000
443,LT000443,290,Delta LaborTeam 443,1,1,2026-08-24T00:00:00.000
444,LT000444,166,Forge LaborTeam 444,1,1,2026-08-24T00:00:00.000
445,LT000445,455,Vertex LaborTeam 445,1,1,2026-08-24T00:00:00.000
446,LT000446,13,Harbor LaborTeam 446,1,1,2026-08-24T00:00:00.000
447,LT000447,452,Harbor LaborTeam 447,1,1,2026-08-24T00:00:00.000
448,LT000448,122,Delta LaborTeam 448,1,1,2026-08-24T00:00:00.000
449,LT000449,201,Delta LaborTeam 449,1,1,2026-08-24T00:00:00.000
450,LT000450,349,Quartz LaborTeam 450,1,1,2026-08-24T00:00:00.000
451,LT000451,416,Pioneer LaborTeam 451,1,1,2026-08-24T00:00:00.000
452,LT000452,4,Meridian LaborTeam 452,1,1,2026-08-24T00:00:00.000
453,LT000453,154,Vertex LaborTeam 453,1,1,2026-08-24T00:00:00.000
454,LT000454,452,Titan LaborTeam 454,1,1,2026-08-24T00:00:00.000
455,LT000455,470,Titan LaborTeam 455,1,1,2026-08-24T00:00:00.000
456,LT000456,326,Northstar LaborTeam 456,1,1,2026-08-24T00:00:00.000
457,LT000457,378,Evergreen LaborTeam 457,1,1,2026-08-24T00:00:00.000
458,LT000458,34,Cedar LaborTeam 458,1,1,2026-08-24T00:00:00.000
459,LT000459,96,Orion LaborTeam 459,1,1,2026-08-24T00:00:00.000
460,LT000460,435,Delta LaborTeam 460,1,1,2026-08-24T00:00:00.000
461,LT000461,211,Granite LaborTeam 461,1,1,2026-08-24T00:00:00.000
462,LT000462,396,Titan LaborTeam 462,1,1,2026-08-24T00:00:00.000
463,LT000463,424,Unity LaborTeam 463,1,1,2026-08-24T00:00:00.000
464,LT000464,153,Pioneer LaborTeam 464,1,1,2026-08-24T00:00:00.000
465,LT000465,482,Delta LaborTeam 465,1,1,2026-08-24T00:00:00.000
466,LT000466,137,Willow LaborTeam 466,1,1,2026-08-24T00:00:00.000
467,LT000467,258,Forge LaborTeam 467,1,1,2026-08-24T00:00:00.000
468,LT000468,492,Delta LaborTeam 468,1,1,2026-08-24T00:00:00.000
469,LT000469,490,Orion LaborTeam 469,1,1,2026-08-24T00:00:00.000
470,LT000470,477,Delta LaborTeam 470,1,1,2026-08-24T00:00:00.000
471,LT000471,62,Vertex LaborTeam 471,1,1,2026-08-24T00:00:00.000
472,LT000472,356,Delta LaborTeam 472,1,1,2026-08-24T00:00:00.000
473,LT000473,304,Orion LaborTeam 473,1,1,2026-08-24T00:00:00.000
474,LT000474,51,Summit LaborTeam 474,1,1,2026-08-24T00:00:00.000
475,LT000475,483,Titan LaborTeam 475,1,1,2026-08-24T00:00:00.000
476,LT000476,162,Harbor LaborTeam 476,1,1,2026-08-24T00:00:00.000
477,LT000477,204,Granite LaborTeam 477,1,1,2026-08-24T00:00:00.000
478,LT000478,67,Northstar LaborTeam 478,1,1,2026-08-24T00:00:00.000
479,LT000479,259,Pioneer LaborTeam 479,1,1,2026-08-24T00:00:00.000
480,LT000480,188,Evergreen LaborTeam 480,1,1,2026-08-24T00:00:00.000
481,LT000481,295,Northstar LaborTeam 481,1,1,2026-08-24T00:00:00.000
482,LT000482,28,Liberty LaborTeam 482,1,1,2026-08-24T00:00:00.000
483,LT000483,67,Junction LaborTeam 483,1,1,2026-08-24T00:00:00.000
484,LT000484,37,Titan LaborTeam 484,1,1,2026-08-24T00:00:00.000
485,LT000485,251,Pioneer LaborTeam 485,1,1,2026-08-24T00:00:00.000
486,LT000486,341,Meridian LaborTeam 486,1,1,2026-08-24T00:00:00.000
487,LT000487,393,Meridian LaborTeam 487,1,1,2026-08-24T00:00:00.000
488,LT000488,19,Evergreen LaborTeam 488,1,1,2026-08-24T00:00:00.000
489,LT000489,97,Unity LaborTeam 489,1,1,2026-08-24T00:00:00.000
490,LT000490,119,Unity LaborTeam 490,1,1,2026-08-24T00:00:00.000
491,LT000491,190,Liberty LaborTeam 491,1,1,2026-08-24T00:00:00.000
492,LT000492,74,Granite LaborTeam 492,1,1,2026-08-24T00:00:00.000
493,LT000493,188,Titan LaborTeam 493,1,1,2026-08-24T00:00:00.000
494,LT000494,222,Northstar LaborTeam 494,1,1,2026-08-24T00:00:00.000
495,LT000495,66,Cedar LaborTeam 495,1,1,2026-08-24T00:00:00.000
496,LT000496,326,Orion LaborTeam 496,1,1,2026-08-24T00:00:00.000
497,LT000497,215,Ion LaborTeam 497,1,1,2026-08-24T00:00:00.000
498,LT000498,498,Riverton LaborTeam 498,1,1,2026-08-24T00:00:00.000
499,LT000499,469,Zenith LaborTeam 499,1,1,2026-08-24T00:00:00.000
500,LT000500,368,Junction LaborTeam 500,1,1,2026-08-24T00:00:00.000
