EnergyRateTierKey,EnergyRateTierCode,EnergyRateScheduleKey,EnergyRateTierName,TierMinimumQuantity,TierMaximumQuantity,SourceSystemKey,BatchId,LoadedAtUtc
257,ERT000257,449,Northstar EnergyRateTier 257,180.0000,180.0000,1,1,2026-08-24T00:00:00.000
258,ERT000258,340,Northstar EnergyRateTier 258,180.7000,180.7000,1,1,2026-08-24T00:00:00.000
259,ERT000259,200,Junction EnergyRateTier 259,181.4000,181.4000,1,1,2026-08-24T00:00:00.000
260,ERT000260,487,Pioneer EnergyRateTier 260,182.1000,182.1000,1,1,2026-08-24T00:00:00.000
261,ERT000261,212,Quartz EnergyRateTier 261,182.8000,182.8000,1,1,2026-08-24T00:00:00.000
262,ERT000262,194,Evergreen EnergyRateTier 262,183.5000,183.5000,1,1,2026-08-24T00:00:00.000
263,ERT000263,72,Liberty EnergyRateTier 263,184.2000,184.2000,1,1,2026-08-24T00:00:00.000
264,ERT000264,255,Cedar EnergyRateTier 264,184.9000,184.9000,1,1,2026-08-24T00:00:00.000
265,ERT000265,8,Atlas EnergyRateTier 265,185.6000,185.6000,1,1,2026-08-24T00:00:00.000
266,ERT000266,490,Zenith EnergyRateTier 266,186.3000,186.3000,1,1,2026-08-24T00:00:00.000
267,ERT000267,37,Willow EnergyRateTier 267,187.0000,187.0000,1,1,2026-08-24T00:00:00.000
268,ERT000268,208,Unity EnergyRateTier 268,187.7000,187.7000,1,1,2026-08-24T00:00:00.000
269,ERT000269,423,Forge EnergyRateTier 269,188.4000,188.4000,1,1,2026-08-24T00:00:00.000
270,ERT000270,225,Harbor EnergyRateTier 270,189.1000,189.1000,1,1,2026-08-24T00:00:00.000
271,ERT000271,189,Granite EnergyRateTier 271,189.8000,189.8000,1,1,2026-08-24T00:00:00.000
272,ERT000272,460,Evergreen EnergyRateTier 272,190.5000,190.5000,1,1,2026-08-24T00:00:00.000
273,ERT000273,40,Keystone EnergyRateTier 273,191.2000,191.2000,1,1,2026-08-24T00:00:00.000
274,ERT000274,200,Evergreen EnergyRateTier 274,191.9000,191.9000,1,1,2026-08-24T00:00:00.000
275,ERT000275,323,Forge EnergyRateTier 275,192.6000,192.6000,1,1,2026-08-24T00:00:00.000
276,ERT000276,133,Summit EnergyRateTier 276,193.3000,193.3000,1,1,2026-08-24T00:00:00.000
277,ERT000277,25,Willow EnergyRateTier 277,194.0000,194.0000,1,1,2026-08-24T00:00:00.000
278,ERT000278,249,Keystone EnergyRateTier 278,194.7000,194.7000,1,1,2026-08-24T00:00:00.000
279,ERT000279,341,Cedar EnergyRateTier 279,195.4000,195.4000,1,1,2026-08-24T00:00:00.000
280,ERT000280,253,Granite EnergyRateTier 280,196.1000,196.1000,1,1,2026-08-24T00:00:00.000
281,ERT000281,224,Atlas EnergyRateTier 281,196.8000,196.8000,1,1,2026-08-24T00:00:00.000
282,ERT000282,143,Vertex EnergyRateTier 282,197.5000,197.5000,1,1,2026-08-24T00:00:00.000
283,ERT000283,288,Liberty EnergyRateTier 283,198.2000,198.2000,1,1,2026-08-24T00:00:00.000
284,ERT000284,248,Riverton EnergyRateTier 284,198.9000,198.9000,1,1,2026-08-24T00:00:00.000
285,ERT000285,481,Granite EnergyRateTier 285,199.6000,199.6000,1,1,2026-08-24T00:00:00.000
286,ERT000286,235,Pioneer EnergyRateTier 286,200.3000,200.3000,1,1,2026-08-24T00:00:00.000
287,ERT000287,254,Titan EnergyRateTier 287,201.0000,201.0000,1,1,2026-08-24T00:00:00.000
288,ERT000288,295,Granite EnergyRateTier 288,201.7000,201.7000,1,1,2026-08-24T00:00:00.000
289,ERT000289,135,Orion EnergyRateTier 289,202.4000,202.4000,1,1,2026-08-24T00:00:00.000
290,ERT000290,193,Harbor EnergyRateTier 290,203.1000,203.1000,1,1,2026-08-24T00:00:00.000
291,ERT000291,300,Atlas EnergyRateTier 291,203.8000,203.8000,1,1,2026-08-24T00:00:00.000
292,ERT000292,454,Riverton EnergyRateTier 292,204.5000,204.5000,1,1,2026-08-24T00:00:00.000
293,ERT000293,466,Forge EnergyRateTier 293,205.2000,205.2000,1,1,2026-08-24T00:00:00.000
294,ERT000294,275,Keystone EnergyRateTier 294,205.9000,205.9000,1,1,2026-08-24T00:00:00.000
295,ERT000295,356,Vertex EnergyRateTier 295,206.6000,206.6000,1,1,2026-08-24T00:00:00.000
296,ERT000296,462,Vertex EnergyRateTier 296,207.3000,207.3000,1,1,2026-08-24T00:00:00.000
297,ERT000297,472,Unity EnergyRateTier 297,208.0000,208.0000,1,1,2026-08-24T00:00:00.000
298,ERT000298,54,Granite EnergyRateTier 298,208.7000,208.7000,1,1,2026-08-24T00:00:00.000
299,ERT000299,351,Summit EnergyRateTier 299,209.4000,209.4000,1,1,2026-08-24T00:00:00.000
300,ERT000300,156,Ion EnergyRateTier 300,210.1000,210.1000,1,1,2026-08-24T00:00:00.000
301,ERT000301,350,Junction EnergyRateTier 301,210.8000,210.8000,1,1,2026-08-24T00:00:00.000
302,ERT000302,368,Evergreen EnergyRateTier 302,211.5000,211.5000,1,1,2026-08-24T00:00:00.000
303,ERT000303,139,Atlas EnergyRateTier 303,212.2000,212.2000,1,1,2026-08-24T00:00:00.000
304,ERT000304,42,Ion EnergyRateTier 304,212.9000,212.9000,1,1,2026-08-24T00:00:00.000
305,ERT000305,40,Granite EnergyRateTier 305,213.6000,213.6000,1,1,2026-08-24T00:00:00.000
306,ERT000306,333,Orion EnergyRateTier 306,214.3000,214.3000,1,1,2026-08-24T00:00:00.000
307,ERT000307,217,Evergreen EnergyRateTier 307,215.0000,215.0000,1,1,2026-08-24T00:00:00.000
308,ERT000308,299,Pioneer EnergyRateTier 308,215.7000,215.7000,1,1,2026-08-24T00:00:00.000
309,ERT000309,457,Meridian EnergyRateTier 309,216.4000,216.4000,1,1,2026-08-24T00:00:00.000
310,ERT000310,461,Northstar EnergyRateTier 310,217.1000,217.1000,1,1,2026-08-24T00:00:00.000
311,ERT000311,481,Quartz EnergyRateTier 311,217.8000,217.8000,1,1,2026-08-24T00:00:00.000
312,ERT000312,147,Unity EnergyRateTier 312,218.5000,218.5000,1,1,2026-08-24T00:00:00.000
313,ERT000313,169,Keystone EnergyRateTier 313,219.2000,219.2000,1,1,2026-08-24T00:00:00.000
314,ERT000314,468,Orion EnergyRateTier 314,219.9000,219.9000,1,1,2026-08-24T00:00:00.000
315,ERT000315,212,Meridian EnergyRateTier 315,220.6000,220.6000,1,1,2026-08-24T00:00:00.000
316,ERT000316,111,Pioneer EnergyRateTier 316,221.3000,221.3000,1,1,2026-08-24T00:00:00.000
317,ERT000317,38,Harbor EnergyRateTier 317,222.0000,222.0000,1,1,2026-08-24T00:00:00.000
318,ERT000318,55,Zenith EnergyRateTier 318,222.7000,222.7000,1,1,2026-08-24T00:00:00.000
319,ERT000319,211,Northstar EnergyRateTier 319,223.4000,223.4000,1,1,2026-08-24T00:00:00.000
320,ERT000320,370,Summit EnergyRateTier 320,224.1000,224.1000,1,1,2026-08-24T00:00:00.000
321,ERT000321,497,Riverton EnergyRateTier 321,224.8000,224.8000,1,1,2026-08-24T00:00:00.000
322,ERT000322,276,Meridian EnergyRateTier 322,225.5000,225.5000,1,1,2026-08-24T00:00:00.000
323,ERT000323,225,Harbor EnergyRateTier 323,226.2000,226.2000,1,1,2026-08-24T00:00:00.000
324,ERT000324,249,Cedar EnergyRateTier 324,226.9000,226.9000,1,1,2026-08-24T00:00:00.000
325,ERT000325,303,Riverton EnergyRateTier 325,227.6000,227.6000,1,1,2026-08-24T00:00:00.000
326,ERT000326,334,Quartz EnergyRateTier 326,228.3000,228.3000,1,1,2026-08-24T00:00:00.000
327,ERT000327,238,Titan EnergyRateTier 327,229.0000,229.0000,1,1,2026-08-24T00:00:00.000
328,ERT000328,10,Harbor EnergyRateTier 328,229.7000,229.7000,1,1,2026-08-24T00:00:00.000
329,ERT000329,339,Harbor EnergyRateTier 329,230.4000,230.4000,1,1,2026-08-24T00:00:00.000
330,ERT000330,172,Quartz EnergyRateTier 330,231.1000,231.1000,1,1,2026-08-24T00:00:00.000
331,ERT000331,382,Keystone EnergyRateTier 331,231.8000,231.8000,1,1,2026-08-24T00:00:00.000
332,ERT000332,268,Keystone EnergyRateTier 332,232.5000,232.5000,1,1,2026-08-24T00:00:00.000
333,ERT000333,135,Pioneer EnergyRateTier 333,233.2000,233.2000,1,1,2026-08-24T00:00:00.000
334,ERT000334,305,Cedar EnergyRateTier 334,233.9000,233.9000,1,1,2026-08-24T00:00:00.000
335,ERT000335,115,Atlas EnergyRateTier 335,234.6000,234.6000,1,1,2026-08-24T00:00:00.000
336,ERT000336,101,Quartz EnergyRateTier 336,235.3000,235.3000,1,1,2026-08-24T00:00:00.000
337,ERT000337,178,Beacon EnergyRateTier 337,236.0000,236.0000,1,1,2026-08-24T00:00:00.000
338,ERT000338,412,Unity EnergyRateTier 338,236.7000,236.7000,1,1,2026-08-24T00:00:00.000
339,ERT000339,274,Orion EnergyRateTier 339,237.4000,237.4000,1,1,2026-08-24T00:00:00.000
340,ERT000340,122,Orion EnergyRateTier 340,238.1000,238.1000,1,1,2026-08-24T00:00:00.000
341,ERT000341,246,Beacon EnergyRateTier 341,238.8000,238.8000,1,1,2026-08-24T00:00:00.000
342,ERT000342,179,Cedar EnergyRateTier 342,239.5000,239.5000,1,1,2026-08-24T00:00:00.000
343,ERT000343,252,Willow EnergyRateTier 343,240.2000,240.2000,1,1,2026-08-24T00:00:00.000
344,ERT000344,400,Evergreen EnergyRateTier 344,240.9000,240.9000,1,1,2026-08-24T00:00:00.000
345,ERT000345,369,Zenith EnergyRateTier 345,241.6000,241.6000,1,1,2026-08-24T00:00:00.000
346,ERT000346,475,Orion EnergyRateTier 346,242.3000,242.3000,1,1,2026-08-24T00:00:00.000
347,ERT000347,304,Summit EnergyRateTier 347,243.0000,243.0000,1,1,2026-08-24T00:00:00.000
348,ERT000348,80,Forge EnergyRateTier 348,243.7000,243.7000,1,1,2026-08-24T00:00:00.000
349,ERT000349,418,Vertex EnergyRateTier 349,244.4000,244.4000,1,1,2026-08-24T00:00:00.000
350,ERT000350,307,Atlas EnergyRateTier 350,245.1000,245.1000,1,1,2026-08-24T00:00:00.000
351,ERT000351,391,Zenith EnergyRateTier 351,245.8000,245.8000,1,1,2026-08-24T00:00:00.000
352,ERT000352,234,Vertex EnergyRateTier 352,246.5000,246.5000,1,1,2026-08-24T00:00:00.000
353,ERT000353,221,Junction EnergyRateTier 353,247.2000,247.2000,1,1,2026-08-24T00:00:00.000
354,ERT000354,122,Liberty EnergyRateTier 354,247.9000,247.9000,1,1,2026-08-24T00:00:00.000
355,ERT000355,402,Willow EnergyRateTier 355,248.6000,248.6000,1,1,2026-08-24T00:00:00.000
356,ERT000356,404,Cedar EnergyRateTier 356,249.3000,249.3000,1,1,2026-08-24T00:00:00.000
357,ERT000357,466,Forge EnergyRateTier 357,250.0000,250.0000,1,1,2026-08-24T00:00:00.000
358,ERT000358,108,Titan EnergyRateTier 358,250.7000,250.7000,1,1,2026-08-24T00:00:00.000
359,ERT000359,318,Keystone EnergyRateTier 359,251.4000,251.4000,1,1,2026-08-24T00:00:00.000
360,ERT000360,451,Quartz EnergyRateTier 360,252.1000,252.1000,1,1,2026-08-24T00:00:00.000
361,ERT000361,111,Willow EnergyRateTier 361,252.8000,252.8000,1,1,2026-08-24T00:00:00.000
362,ERT000362,272,Delta EnergyRateTier 362,253.5000,253.5000,1,1,2026-08-24T00:00:00.000
363,ERT000363,193,Junction EnergyRateTier 363,254.2000,254.2000,1,1,2026-08-24T00:00:00.000
364,ERT000364,186,Granite EnergyRateTier 364,254.9000,254.9000,1,1,2026-08-24T00:00:00.000
365,ERT000365,163,Zenith EnergyRateTier 365,255.6000,255.6000,1,1,2026-08-24T00:00:00.000
366,ERT000366,118,Keystone EnergyRateTier 366,256.3000,256.3000,1,1,2026-08-24T00:00:00.000
367,ERT000367,396,Beacon EnergyRateTier 367,257.0000,257.0000,1,1,2026-08-24T00:00:00.000
368,ERT000368,360,Northstar EnergyRateTier 368,257.7000,257.7000,1,1,2026-08-24T00:00:00.000
369,ERT000369,321,Keystone EnergyRateTier 369,258.4000,258.4000,1,1,2026-08-24T00:00:00.000
370,ERT000370,166,Junction EnergyRateTier 370,259.1000,259.1000,1,1,2026-08-24T00:00:00.000
371,ERT000371,353,Riverton EnergyRateTier 371,259.8000,259.8000,1,1,2026-08-24T00:00:00.000
372,ERT000372,52,Northstar EnergyRateTier 372,260.5000,260.5000,1,1,2026-08-24T00:00:00.000
373,ERT000373,371,Junction EnergyRateTier 373,261.2000,261.2000,1,1,2026-08-24T00:00:00.000
374,ERT000374,418,Ion EnergyRateTier 374,261.9000,261.9000,1,1,2026-08-24T00:00:00.000
375,ERT000375,143,Evergreen EnergyRateTier 375,262.6000,262.6000,1,1,2026-08-24T00:00:00.000
376,ERT000376,332,Quartz EnergyRateTier 376,263.3000,263.3000,1,1,2026-08-24T00:00:00.000
377,ERT000377,77,Meridian EnergyRateTier 377,264.0000,264.0000,1,1,2026-08-24T00:00:00.000
378,ERT000378,485,Northstar EnergyRateTier 378,264.7000,264.7000,1,1,2026-08-24T00:00:00.000
379,ERT000379,130,Delta EnergyRateTier 379,265.4000,265.4000,1,1,2026-08-24T00:00:00.000
380,ERT000380,118,Meridian EnergyRateTier 380,266.1000,266.1000,1,1,2026-08-24T00:00:00.000
381,ERT000381,130,Willow EnergyRateTier 381,266.8000,266.8000,1,1,2026-08-24T00:00:00.000
382,ERT000382,475,Titan EnergyRateTier 382,267.5000,267.5000,1,1,2026-08-24T00:00:00.000
383,ERT000383,265,Riverton EnergyRateTier 383,268.2000,268.2000,1,1,2026-08-24T00:00:00.000
384,ERT000384,437,Titan EnergyRateTier 384,268.9000,268.9000,1,1,2026-08-24T00:00:00.000
385,ERT000385,474,Harbor EnergyRateTier 385,269.6000,269.6000,1,1,2026-08-24T00:00:00.000
386,ERT000386,477,Junction EnergyRateTier 386,270.3000,270.3000,1,1,2026-08-24T00:00:00.000
387,ERT000387,478,Zenith EnergyRateTier 387,271.0000,271.0000,1,1,2026-08-24T00:00:00.000
388,ERT000388,283,Orion EnergyRateTier 388,271.7000,271.7000,1,1,2026-08-24T00:00:00.000
389,ERT000389,170,Atlas EnergyRateTier 389,272.4000,272.4000,1,1,2026-08-24T00:00:00.000
390,ERT000390,34,Liberty EnergyRateTier 390,273.1000,273.1000,1,1,2026-08-24T00:00:00.000
391,ERT000391,368,Harbor EnergyRateTier 391,273.8000,273.8000,1,1,2026-08-24T00:00:00.000
392,ERT000392,274,Cedar EnergyRateTier 392,274.5000,274.5000,1,1,2026-08-24T00:00:00.000
393,ERT000393,331,Forge EnergyRateTier 393,275.2000,275.2000,1,1,2026-08-24T00:00:00.000
394,ERT000394,464,Summit EnergyRateTier 394,275.9000,275.9000,1,1,2026-08-24T00:00:00.000
395,ERT000395,487,Riverton EnergyRateTier 395,276.6000,276.6000,1,1,2026-08-24T00:00:00.000
396,ERT000396,446,Delta EnergyRateTier 396,277.3000,277.3000,1,1,2026-08-24T00:00:00.000
397,ERT000397,290,Forge EnergyRateTier 397,278.0000,278.0000,1,1,2026-08-24T00:00:00.000
398,ERT000398,229,Titan EnergyRateTier 398,278.7000,278.7000,1,1,2026-08-24T00:00:00.000
399,ERT000399,436,Northstar EnergyRateTier 399,279.4000,279.4000,1,1,2026-08-24T00:00:00.000
400,ERT000400,392,Harbor EnergyRateTier 400,280.1000,280.1000,1,1,2026-08-24T00:00:00.000
401,ERT000401,352,Evergreen EnergyRateTier 401,280.8000,280.8000,1,1,2026-08-24T00:00:00.000
402,ERT000402,369,Forge EnergyRateTier 402,281.5000,281.5000,1,1,2026-08-24T00:00:00.000
403,ERT000403,40,Pioneer EnergyRateTier 403,282.2000,282.2000,1,1,2026-08-24T00:00:00.000
404,ERT000404,5,Quartz EnergyRateTier 404,282.9000,282.9000,1,1,2026-08-24T00:00:00.000
405,ERT000405,128,Evergreen EnergyRateTier 405,283.6000,283.6000,1,1,2026-08-24T00:00:00.000
406,ERT000406,75,Meridian EnergyRateTier 406,284.3000,284.3000,1,1,2026-08-24T00:00:00.000
407,ERT000407,310,Orion EnergyRateTier 407,285.0000,285.0000,1,1,2026-08-24T00:00:00.000
408,ERT000408,8,Unity EnergyRateTier 408,285.7000,285.7000,1,1,2026-08-24T00:00:00.000
409,ERT000409,34,Liberty EnergyRateTier 409,286.4000,286.4000,1,1,2026-08-24T00:00:00.000
410,ERT000410,430,Unity EnergyRateTier 410,287.1000,287.1000,1,1,2026-08-24T00:00:00.000
411,ERT000411,106,Cedar EnergyRateTier 411,287.8000,287.8000,1,1,2026-08-24T00:00:00.000
412,ERT000412,93,Ion EnergyRateTier 412,288.5000,288.5000,1,1,2026-08-24T00:00:00.000
413,ERT000413,54,Cedar EnergyRateTier 413,289.2000,289.2000,1,1,2026-08-24T00:00:00.000
414,ERT000414,287,Keystone EnergyRateTier 414,289.9000,289.9000,1,1,2026-08-24T00:00:00.000
415,ERT000415,262,Ion EnergyRateTier 415,290.6000,290.6000,1,1,2026-08-24T00:00:00.000
416,ERT000416,244,Granite EnergyRateTier 416,291.3000,291.3000,1,1,2026-08-24T00:00:00.000
417,ERT000417,433,Vertex EnergyRateTier 417,292.0000,292.0000,1,1,2026-08-24T00:00:00.000
418,ERT000418,375,Zenith EnergyRateTier 418,292.7000,292.7000,1,1,2026-08-24T00:00:00.000
419,ERT000419,234,Forge EnergyRateTier 419,293.4000,293.4000,1,1,2026-08-24T00:00:00.000
420,ERT000420,497,Zenith EnergyRateTier 420,294.1000,294.1000,1,1,2026-08-24T00:00:00.000
421,ERT000421,96,Beacon EnergyRateTier 421,294.8000,294.8000,1,1,2026-08-24T00:00:00.000
422,ERT000422,167,Delta EnergyRateTier 422,295.5000,295.5000,1,1,2026-08-24T00:00:00.000
423,ERT000423,432,Northstar EnergyRateTier 423,296.2000,296.2000,1,1,2026-08-24T00:00:00.000
424,ERT000424,112,Cedar EnergyRateTier 424,296.9000,296.9000,1,1,2026-08-24T00:00:00.000
425,ERT000425,348,Junction EnergyRateTier 425,297.6000,297.6000,1,1,2026-08-24T00:00:00.000
426,ERT000426,36,Atlas EnergyRateTier 426,298.3000,298.3000,1,1,2026-08-24T00:00:00.000
427,ERT000427,319,Cedar EnergyRateTier 427,299.0000,299.0000,1,1,2026-08-24T00:00:00.000
428,ERT000428,232,Junction EnergyRateTier 428,299.7000,299.7000,1,1,2026-08-24T00:00:00.000
429,ERT000429,353,Unity EnergyRateTier 429,300.4000,300.4000,1,1,2026-08-24T00:00:00.000
430,ERT000430,359,Keystone EnergyRateTier 430,301.1000,301.1000,1,1,2026-08-24T00:00:00.000
431,ERT000431,170,Orion EnergyRateTier 431,301.8000,301.8000,1,1,2026-08-24T00:00:00.000
432,ERT000432,117,Beacon EnergyRateTier 432,302.5000,302.5000,1,1,2026-08-24T00:00:00.000
433,ERT000433,99,Beacon EnergyRateTier 433,303.2000,303.2000,1,1,2026-08-24T00:00:00.000
434,ERT000434,386,Evergreen EnergyRateTier 434,303.9000,303.9000,1,1,2026-08-24T00:00:00.000
435,ERT000435,282,Vertex EnergyRateTier 435,304.6000,304.6000,1,1,2026-08-24T00:00:00.000
436,ERT000436,376,Meridian EnergyRateTier 436,305.3000,305.3000,1,1,2026-08-24T00:00:00.000
437,ERT000437,365,Harbor EnergyRateTier 437,306.0000,306.0000,1,1,2026-08-24T00:00:00.000
438,ERT000438,480,Willow EnergyRateTier 438,306.7000,306.7000,1,1,2026-08-24T00:00:00.000
439,ERT000439,286,Delta EnergyRateTier 439,307.4000,307.4000,1,1,2026-08-24T00:00:00.000
440,ERT000440,363,Forge EnergyRateTier 440,308.1000,308.1000,1,1,2026-08-24T00:00:00.000
441,ERT000441,472,Cedar EnergyRateTier 441,308.8000,308.8000,1,1,2026-08-24T00:00:00.000
442,ERT000442,38,Meridian EnergyRateTier 442,309.5000,309.5000,1,1,2026-08-24T00:00:00.000
443,ERT000443,220,Junction EnergyRateTier 443,310.2000,310.2000,1,1,2026-08-24T00:00:00.000
444,ERT000444,237,Evergreen EnergyRateTier 444,310.9000,310.9000,1,1,2026-08-24T00:00:00.000
445,ERT000445,286,Ion EnergyRateTier 445,311.6000,311.6000,1,1,2026-08-24T00:00:00.000
446,ERT000446,220,Unity EnergyRateTier 446,312.3000,312.3000,1,1,2026-08-24T00:00:00.000
447,ERT000447,355,Junction EnergyRateTier 447,313.0000,313.0000,1,1,2026-08-24T00:00:00.000
448,ERT000448,215,Beacon EnergyRateTier 448,313.7000,313.7000,1,1,2026-08-24T00:00:00.000
449,ERT000449,406,Forge EnergyRateTier 449,314.4000,314.4000,1,1,2026-08-24T00:00:00.000
450,ERT000450,133,Evergreen EnergyRateTier 450,315.1000,315.1000,1,1,2026-08-24T00:00:00.000
451,ERT000451,423,Pioneer EnergyRateTier 451,315.8000,315.8000,1,1,2026-08-24T00:00:00.000
452,ERT000452,153,Northstar EnergyRateTier 452,316.5000,316.5000,1,1,2026-08-24T00:00:00.000
453,ERT000453,216,Forge EnergyRateTier 453,317.2000,317.2000,1,1,2026-08-24T00:00:00.000
454,ERT000454,326,Northstar EnergyRateTier 454,317.9000,317.9000,1,1,2026-08-24T00:00:00.000
455,ERT000455,243,Unity EnergyRateTier 455,318.6000,318.6000,1,1,2026-08-24T00:00:00.000
456,ERT000456,312,Zenith EnergyRateTier 456,319.3000,319.3000,1,1,2026-08-24T00:00:00.000
457,ERT000457,412,Meridian EnergyRateTier 457,320.0000,320.0000,1,1,2026-08-24T00:00:00.000
458,ERT000458,184,Junction EnergyRateTier 458,320.7000,320.7000,1,1,2026-08-24T00:00:00.000
459,ERT000459,24,Forge EnergyRateTier 459,321.4000,321.4000,1,1,2026-08-24T00:00:00.000
460,ERT000460,408,Cedar EnergyRateTier 460,322.1000,322.1000,1,1,2026-08-24T00:00:00.000
461,ERT000461,49,Junction EnergyRateTier 461,322.8000,322.8000,1,1,2026-08-24T00:00:00.000
462,ERT000462,362,Cedar EnergyRateTier 462,323.5000,323.5000,1,1,2026-08-24T00:00:00.000
463,ERT000463,332,Junction EnergyRateTier 463,324.2000,324.2000,1,1,2026-08-24T00:00:00.000
464,ERT000464,360,Ion EnergyRateTier 464,324.9000,324.9000,1,1,2026-08-24T00:00:00.000
465,ERT000465,194,Unity EnergyRateTier 465,325.6000,325.6000,1,1,2026-08-24T00:00:00.000
466,ERT000466,12,Vertex EnergyRateTier 466,326.3000,326.3000,1,1,2026-08-24T00:00:00.000
467,ERT000467,77,Quartz EnergyRateTier 467,327.0000,327.0000,1,1,2026-08-24T00:00:00.000
468,ERT000468,197,Liberty EnergyRateTier 468,327.7000,327.7000,1,1,2026-08-24T00:00:00.000
469,ERT000469,387,Granite EnergyRateTier 469,328.4000,328.4000,1,1,2026-08-24T00:00:00.000
470,ERT000470,84,Ion EnergyRateTier 470,329.1000,329.1000,1,1,2026-08-24T00:00:00.000
471,ERT000471,42,Ion EnergyRateTier 471,329.8000,329.8000,1,1,2026-08-24T00:00:00.000
472,ERT000472,138,Beacon EnergyRateTier 472,330.5000,330.5000,1,1,2026-08-24T00:00:00.000
473,ERT000473,498,Harbor EnergyRateTier 473,331.2000,331.2000,1,1,2026-08-24T00:00:00.000
474,ERT000474,186,Vertex EnergyRateTier 474,331.9000,331.9000,1,1,2026-08-24T00:00:00.000
475,ERT000475,257,Summit EnergyRateTier 475,332.6000,332.6000,1,1,2026-08-24T00:00:00.000
476,ERT000476,288,Beacon EnergyRateTier 476,333.3000,333.3000,1,1,2026-08-24T00:00:00.000
477,ERT000477,28,Evergreen EnergyRateTier 477,334.0000,334.0000,1,1,2026-08-24T00:00:00.000
478,ERT000478,148,Junction EnergyRateTier 478,334.7000,334.7000,1,1,2026-08-24T00:00:00.000
479,ERT000479,183,Meridian EnergyRateTier 479,335.4000,335.4000,1,1,2026-08-24T00:00:00.000
480,ERT000480,420,Riverton EnergyRateTier 480,336.1000,336.1000,1,1,2026-08-24T00:00:00.000
481,ERT000481,284,Beacon EnergyRateTier 481,336.8000,336.8000,1,1,2026-08-24T00:00:00.000
482,ERT000482,106,Zenith EnergyRateTier 482,337.5000,337.5000,1,1,2026-08-24T00:00:00.000
483,ERT000483,477,Ion EnergyRateTier 483,338.2000,338.2000,1,1,2026-08-24T00:00:00.000
484,ERT000484,354,Keystone EnergyRateTier 484,338.9000,338.9000,1,1,2026-08-24T00:00:00.000
485,ERT000485,268,Vertex EnergyRateTier 485,339.6000,339.6000,1,1,2026-08-24T00:00:00.000
486,ERT000486,3,Forge EnergyRateTier 486,340.3000,340.3000,1,1,2026-08-24T00:00:00.000
487,ERT000487,129,Cedar EnergyRateTier 487,341.0000,341.0000,1,1,2026-08-24T00:00:00.000
488,ERT000488,56,Zenith EnergyRateTier 488,341.7000,341.7000,1,1,2026-08-24T00:00:00.000
489,ERT000489,235,Summit EnergyRateTier 489,342.4000,342.4000,1,1,2026-08-24T00:00:00.000
490,ERT000490,236,Zenith EnergyRateTier 490,343.1000,343.1000,1,1,2026-08-24T00:00:00.000
491,ERT000491,148,Evergreen EnergyRateTier 491,343.8000,343.8000,1,1,2026-08-24T00:00:00.000
492,ERT000492,338,Meridian EnergyRateTier 492,344.5000,344.5000,1,1,2026-08-24T00:00:00.000
493,ERT000493,127,Liberty EnergyRateTier 493,345.2000,345.2000,1,1,2026-08-24T00:00:00.000
494,ERT000494,318,Quartz EnergyRateTier 494,345.9000,345.9000,1,1,2026-08-24T00:00:00.000
495,ERT000495,388,Delta EnergyRateTier 495,346.6000,346.6000,1,1,2026-08-24T00:00:00.000
496,ERT000496,108,Liberty EnergyRateTier 496,347.3000,347.3000,1,1,2026-08-24T00:00:00.000
497,ERT000497,198,Summit EnergyRateTier 497,348.0000,348.0000,1,1,2026-08-24T00:00:00.000
498,ERT000498,324,Liberty EnergyRateTier 498,348.7000,348.7000,1,1,2026-08-24T00:00:00.000
499,ERT000499,127,Granite EnergyRateTier 499,349.4000,349.4000,1,1,2026-08-24T00:00:00.000
500,ERT000500,277,Zenith EnergyRateTier 500,350.1000,350.1000,1,1,2026-08-24T00:00:00.000
