EngineeringMaterialSpecificationKey,MaterialSpecificationCode,EngineeringDisciplineKey,MeasurementSystemKey,ComplianceStandardKey,EngineeringMaterialSpecificationName,RevisionCode,ActiveFlag,StandardValue,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
97,EMS000097,25,2,3,Cedar EngineeringMaterialSpecification 97,EMS000097,1,142.8900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3b7e7e4e130b53bbab9a58738702b56f3b7e7e4e130b53bbab9a58738702b56f
98,EMS000098,15,1,8,Northstar EngineeringMaterialSpecification 98,EMS000098,1,144.2600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a4831e6a3a905ca7929247e3c13b3a3ea4831e6a3a905ca7929247e3c13b3a3e
99,EMS000099,28,2,16,Meridian EngineeringMaterialSpecification 99,EMS000099,1,145.6300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0617ed19431357e5ae9706c181bab6ca0617ed19431357e5ae9706c181bab6ca
100,EMS000100,18,2,24,Titan EngineeringMaterialSpecification 100,EMS000100,0,147.0000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dfd10cd51405a2cbde5b82818f7e55b4dfd10cd51405a2cbde5b82818f7e55b
101,EMS000101,16,3,24,Pioneer EngineeringMaterialSpecification 101,EMS000101,1,148.3700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b624a2a403035863812025751f410f87b624a2a403035863812025751f410f87
102,EMS000102,16,1,6,Zenith EngineeringMaterialSpecification 102,EMS000102,1,149.7400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3538e7ac0ea65874a08ce13221e6d0273538e7ac0ea65874a08ce13221e6d027
103,EMS000103,21,2,20,Forge EngineeringMaterialSpecification 103,EMS000103,1,151.1100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,211678438ccb50da9fc9a603ad3ebf70211678438ccb50da9fc9a603ad3ebf70
104,EMS000104,15,3,23,Forge EngineeringMaterialSpecification 104,EMS000104,1,152.4800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ef3dd7dbaac52618d06f9fd0b3c039f0ef3dd7dbaac52618d06f9fd0b3c039f
105,EMS000105,30,2,20,Pioneer EngineeringMaterialSpecification 105,EMS000105,0,153.8500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70900142ae0c593dac491ca0828d2f9870900142ae0c593dac491ca0828d2f98
106,EMS000106,17,1,24,Riverton EngineeringMaterialSpecification 106,EMS000106,1,155.2200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fbdfdf5092505178842800b6a2999d0dfbdfdf5092505178842800b6a2999d0d
107,EMS000107,33,3,17,Titan EngineeringMaterialSpecification 107,EMS000107,1,156.5900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3afe1fa8f75e57b490f6e66ae1bdd99e3afe1fa8f75e57b490f6e66ae1bdd99e
108,EMS000108,12,2,24,Riverton EngineeringMaterialSpecification 108,EMS000108,1,157.9600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7fe8049e5a7c506784b8638e483b3fcd7fe8049e5a7c506784b8638e483b3fcd
109,EMS000109,22,1,16,Atlas EngineeringMaterialSpecification 109,EMS000109,1,159.3300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,df23f21faab157a690a28eff2a4608bbdf23f21faab157a690a28eff2a4608bb
110,EMS000110,30,2,11,Delta EngineeringMaterialSpecification 110,EMS000110,0,160.7000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a59e49cb0bb05399a749ee635c2936b1a59e49cb0bb05399a749ee635c2936b1
111,EMS000111,5,3,25,Junction EngineeringMaterialSpecification 111,EMS000111,1,162.0700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1d3f1823b765fedaf8d2e976e862572e1d3f1823b765fedaf8d2e976e862572
112,EMS000112,15,2,24,Quartz EngineeringMaterialSpecification 112,EMS000112,1,163.4400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b40f405872e45265829f566acef2450fb40f405872e45265829f566acef2450f
113,EMS000113,17,1,23,Keystone EngineeringMaterialSpecification 113,EMS000113,1,164.8100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e1bf56379325af58ee77c97453d9b893e1bf56379325af58ee77c97453d9b89
114,EMS000114,7,2,10,Ion EngineeringMaterialSpecification 114,EMS000114,1,166.1800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d31240b615ab5725b3420016928f0d82d31240b615ab5725b3420016928f0d82
115,EMS000115,8,3,16,Riverton EngineeringMaterialSpecification 115,EMS000115,0,167.5500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3ba3558482a653738ccba9cecfcb98803ba3558482a653738ccba9cecfcb9880
116,EMS000116,15,3,25,Cedar EngineeringMaterialSpecification 116,EMS000116,1,168.9200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38f0731cfed3586cb9368b2a2a97328938f0731cfed3586cb9368b2a2a973289
117,EMS000117,18,3,22,Meridian EngineeringMaterialSpecification 117,EMS000117,1,170.2900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,025d049a4d945e21bd7a242119c0220b025d049a4d945e21bd7a242119c0220b
118,EMS000118,14,1,11,Junction EngineeringMaterialSpecification 118,EMS000118,1,171.6600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d42fbc2b2d855369866cebe941f161b2d42fbc2b2d855369866cebe941f161b2
119,EMS000119,9,3,18,Quartz EngineeringMaterialSpecification 119,EMS000119,1,173.0300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,91f7b7bc3e735bb5824cdc9c48e77f6c91f7b7bc3e735bb5824cdc9c48e77f6c
120,EMS000120,10,3,18,Titan EngineeringMaterialSpecification 120,EMS000120,0,174.4000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1cf5fba5271e5094a514e48b18680f4b1cf5fba5271e5094a514e48b18680f4b
121,EMS000121,32,2,6,Granite EngineeringMaterialSpecification 121,EMS000121,1,175.7700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,da1af47316e45d1ab6c1e90d8f97173fda1af47316e45d1ab6c1e90d8f97173f
122,EMS000122,32,3,11,Riverton EngineeringMaterialSpecification 122,EMS000122,1,177.1400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d0f09e4e2ba52c1820164f6e9becf7c2d0f09e4e2ba52c1820164f6e9becf7c
123,EMS000123,1,2,1,Granite EngineeringMaterialSpecification 123,EMS000123,1,178.5100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b20e5cae979454c4b52ac773ae0e8990b20e5cae979454c4b52ac773ae0e8990
124,EMS000124,30,1,19,Summit EngineeringMaterialSpecification 124,EMS000124,1,179.8800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e0b88efab1f954c3adfbfb60ae6b37fbe0b88efab1f954c3adfbfb60ae6b37fb
125,EMS000125,10,2,19,Northstar EngineeringMaterialSpecification 125,EMS000125,0,181.2500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f07aa93ee9175cfdb5078443f3ae4708f07aa93ee9175cfdb5078443f3ae4708
126,EMS000126,14,2,4,Atlas EngineeringMaterialSpecification 126,EMS000126,1,182.6200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81808d048f5f514fb55fe8180e5cbe3f81808d048f5f514fb55fe8180e5cbe3f
127,EMS000127,14,1,3,Delta EngineeringMaterialSpecification 127,EMS000127,1,183.9900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6109080451be56a28557e358820377a56109080451be56a28557e358820377a5
128,EMS000128,3,3,4,Junction EngineeringMaterialSpecification 128,EMS000128,1,185.3600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,63366ae49b205d8e9463f78810d94fce63366ae49b205d8e9463f78810d94fce
129,EMS000129,29,1,11,Vertex EngineeringMaterialSpecification 129,EMS000129,1,186.7300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,65ad094d4ff0577182e892a802898dab65ad094d4ff0577182e892a802898dab
130,EMS000130,12,3,2,Atlas EngineeringMaterialSpecification 130,EMS000130,0,188.1000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eec5ce0c214755cab9a9a29cfe44114feec5ce0c214755cab9a9a29cfe44114f
131,EMS000131,32,2,1,Liberty EngineeringMaterialSpecification 131,EMS000131,1,189.4700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,310784cd0d9e5d7e92b9b1858fa86b53310784cd0d9e5d7e92b9b1858fa86b53
132,EMS000132,34,3,7,Riverton EngineeringMaterialSpecification 132,EMS000132,1,190.8400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d6f2e05b543562ba4bdb201092adda08d6f2e05b543562ba4bdb201092adda0
133,EMS000133,24,3,10,Evergreen EngineeringMaterialSpecification 133,EMS000133,1,192.2100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,935fa2c63edb5a69a63a2c5adaa9d694935fa2c63edb5a69a63a2c5adaa9d694
134,EMS000134,23,3,7,Vertex EngineeringMaterialSpecification 134,EMS000134,1,193.5800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9aff416bb99e530b825245ff031e0eb09aff416bb99e530b825245ff031e0eb0
135,EMS000135,24,3,10,Summit EngineeringMaterialSpecification 135,EMS000135,0,194.9500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01a3fa5bd1b7515f845fc2a8008fc99401a3fa5bd1b7515f845fc2a8008fc994
136,EMS000136,1,1,13,Evergreen EngineeringMaterialSpecification 136,EMS000136,1,196.3200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31ad6801e6e75a00982c9fd43cce34d731ad6801e6e75a00982c9fd43cce34d7
137,EMS000137,16,3,16,Cedar EngineeringMaterialSpecification 137,EMS000137,1,197.6900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4526060d34bc55afb9027e57199372eb4526060d34bc55afb9027e57199372eb
138,EMS000138,20,1,13,Orion EngineeringMaterialSpecification 138,EMS000138,1,199.0600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,56afb3873f1c5206a82e534581a7abab56afb3873f1c5206a82e534581a7abab
139,EMS000139,32,3,4,Riverton EngineeringMaterialSpecification 139,EMS000139,1,200.4300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,311aa350de305a53b1436fd58a736398311aa350de305a53b1436fd58a736398
140,EMS000140,9,1,4,Quartz EngineeringMaterialSpecification 140,EMS000140,0,201.8000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4f394ca115c95502a53a42c404e5f2ed4f394ca115c95502a53a42c404e5f2ed
141,EMS000141,20,1,24,Junction EngineeringMaterialSpecification 141,EMS000141,1,203.1700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d58d8508f7b4565fabcdc0ffd51b901ad58d8508f7b4565fabcdc0ffd51b901a
142,EMS000142,17,2,2,Willow EngineeringMaterialSpecification 142,EMS000142,1,204.5400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bdb16badf6e75d13827cabbe9d6f7989bdb16badf6e75d13827cabbe9d6f7989
143,EMS000143,2,3,8,Atlas EngineeringMaterialSpecification 143,EMS000143,1,205.9100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d8751199f3995bb3a0fa32f2706c1db6d8751199f3995bb3a0fa32f2706c1db6
144,EMS000144,19,3,1,Meridian EngineeringMaterialSpecification 144,EMS000144,1,207.2800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5bd559547fbd59528d1fbed90d4a6fcf5bd559547fbd59528d1fbed90d4a6fcf
145,EMS000145,32,3,25,Meridian EngineeringMaterialSpecification 145,EMS000145,0,208.6500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d87219908b7b55fa8589fee7c8171214d87219908b7b55fa8589fee7c8171214
146,EMS000146,1,2,12,Beacon EngineeringMaterialSpecification 146,EMS000146,1,210.0200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e77f16c9991459479e62cf615bec6d4de77f16c9991459479e62cf615bec6d4d
147,EMS000147,2,1,5,Delta EngineeringMaterialSpecification 147,EMS000147,1,211.3900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2da0c053b41c5264b6baaa1f0efa57e32da0c053b41c5264b6baaa1f0efa57e3
148,EMS000148,22,1,21,Harbor EngineeringMaterialSpecification 148,EMS000148,1,212.7600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86af1c2492f85d4cbd48283cda23132e86af1c2492f85d4cbd48283cda23132e
149,EMS000149,16,1,13,Meridian EngineeringMaterialSpecification 149,EMS000149,1,214.1300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f344f421074588081a939f1b2af72b02f344f421074588081a939f1b2af72b0
150,EMS000150,32,3,3,Summit EngineeringMaterialSpecification 150,EMS000150,0,215.5000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfe1e56cef4851ccb56eff3dd70cecfbdfe1e56cef4851ccb56eff3dd70cecfb
151,EMS000151,17,1,4,Delta EngineeringMaterialSpecification 151,EMS000151,1,216.8700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1213d72806795668a6f51e0de792cb0c1213d72806795668a6f51e0de792cb0c
152,EMS000152,10,3,15,Pioneer EngineeringMaterialSpecification 152,EMS000152,1,218.2400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a2dfc3a297aa52d4a5fc062c80efd16ba2dfc3a297aa52d4a5fc062c80efd16b
153,EMS000153,27,3,12,Atlas EngineeringMaterialSpecification 153,EMS000153,1,219.6100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed73d7d27efb54479bd9e125546fc4c3ed73d7d27efb54479bd9e125546fc4c3
154,EMS000154,28,3,22,Riverton EngineeringMaterialSpecification 154,EMS000154,1,220.9800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4a56975194d95e9db78cc56e7ee230b04a56975194d95e9db78cc56e7ee230b0
155,EMS000155,18,3,18,Willow EngineeringMaterialSpecification 155,EMS000155,0,222.3500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cbeb0bfb6f3e5036bb139c548f21ebbacbeb0bfb6f3e5036bb139c548f21ebba
156,EMS000156,5,1,9,Granite EngineeringMaterialSpecification 156,EMS000156,1,223.7200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,70185ce25ba952828eed5ba488cfea4970185ce25ba952828eed5ba488cfea49
157,EMS000157,13,3,1,Meridian EngineeringMaterialSpecification 157,EMS000157,1,225.0900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5a304cf79e3659838f9cf0e90e996a595a304cf79e3659838f9cf0e90e996a59
158,EMS000158,26,1,3,Northstar EngineeringMaterialSpecification 158,EMS000158,1,226.4600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b6942822bf855968447098e2c25f59b4b6942822bf855968447098e2c25f59b
159,EMS000159,3,2,15,Evergreen EngineeringMaterialSpecification 159,EMS000159,1,227.8300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9b7df0722bc0594fa53466c1ebc875349b7df0722bc0594fa53466c1ebc87534
160,EMS000160,4,1,16,Orion EngineeringMaterialSpecification 160,EMS000160,0,229.2000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,48e563c25a4d577885f411be5bba79c248e563c25a4d577885f411be5bba79c2
161,EMS000161,16,1,20,Granite EngineeringMaterialSpecification 161,EMS000161,1,230.5700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2880b5cb688b51a69207f5be178fdacc2880b5cb688b51a69207f5be178fdacc
162,EMS000162,32,3,24,Forge EngineeringMaterialSpecification 162,EMS000162,1,231.9400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4bfa724080bb59278c4a2a383c6ebae34bfa724080bb59278c4a2a383c6ebae3
163,EMS000163,13,2,19,Cedar EngineeringMaterialSpecification 163,EMS000163,1,233.3100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,cb9d20d832ff517b8f8778d6026ae1a1cb9d20d832ff517b8f8778d6026ae1a1
164,EMS000164,21,2,17,Orion EngineeringMaterialSpecification 164,EMS000164,1,234.6800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5e83ffff3ed658b5a9c9f2445db07d565e83ffff3ed658b5a9c9f2445db07d56
165,EMS000165,28,2,10,Vertex EngineeringMaterialSpecification 165,EMS000165,0,236.0500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b9b0bd38e78f5d5a99f49c0325333648b9b0bd38e78f5d5a99f49c0325333648
166,EMS000166,13,2,9,Summit EngineeringMaterialSpecification 166,EMS000166,1,237.4200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f7f6462c93eb5d33bed7cee0b9a8bfaff7f6462c93eb5d33bed7cee0b9a8bfaf
167,EMS000167,9,3,5,Vertex EngineeringMaterialSpecification 167,EMS000167,1,238.7900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9e31612bee0f5a0ca689da32c0064dff9e31612bee0f5a0ca689da32c0064dff
168,EMS000168,24,1,15,Northstar EngineeringMaterialSpecification 168,EMS000168,1,240.1600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6412e06612f15df680ac4531aae8cd6b6412e06612f15df680ac4531aae8cd6b
169,EMS000169,8,3,11,Ion EngineeringMaterialSpecification 169,EMS000169,1,241.5300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2d5d0e6cc92a520d86f429c8e46bda502d5d0e6cc92a520d86f429c8e46bda50
170,EMS000170,22,3,18,Cedar EngineeringMaterialSpecification 170,EMS000170,0,242.9000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9c80ae21a89855ed88c5a7bd3217b23f9c80ae21a89855ed88c5a7bd3217b23f
171,EMS000171,22,2,6,Ion EngineeringMaterialSpecification 171,EMS000171,1,244.2700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e3f1b3d575b5b678a8d7c9ffff32bcf0e3f1b3d575b5b678a8d7c9ffff32bcf
172,EMS000172,7,3,13,Willow EngineeringMaterialSpecification 172,EMS000172,1,245.6400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cda2f4ffc615ac297be0e1627cb9f258cda2f4ffc615ac297be0e1627cb9f25
173,EMS000173,32,2,1,Unity EngineeringMaterialSpecification 173,EMS000173,1,247.0100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6fbf9d6558825116a312caaee7a39c576fbf9d6558825116a312caaee7a39c57
174,EMS000174,28,2,15,Orion EngineeringMaterialSpecification 174,EMS000174,1,248.3800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a99b9b2f114a5f00a28ec52ee90d4feda99b9b2f114a5f00a28ec52ee90d4fed
175,EMS000175,2,1,8,Junction EngineeringMaterialSpecification 175,EMS000175,0,249.7500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a28fca223f5f54e3b6098fb4c000c751a28fca223f5f54e3b6098fb4c000c751
176,EMS000176,3,3,3,Northstar EngineeringMaterialSpecification 176,EMS000176,1,251.1200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7bd2953d5b4659eba38a47936b2700537bd2953d5b4659eba38a47936b270053
177,EMS000177,22,3,20,Ion EngineeringMaterialSpecification 177,EMS000177,1,252.4900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8fe4a843020f5fd1a26ce15e825a0f008fe4a843020f5fd1a26ce15e825a0f00
178,EMS000178,30,3,1,Willow EngineeringMaterialSpecification 178,EMS000178,1,253.8600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c752c6b90b3354178dca3b31b1029f44c752c6b90b3354178dca3b31b1029f44
179,EMS000179,34,3,13,Granite EngineeringMaterialSpecification 179,EMS000179,1,255.2300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0db93b030b175d008c03c76ff35525b60db93b030b175d008c03c76ff35525b6
180,EMS000180,10,3,7,Harbor EngineeringMaterialSpecification 180,EMS000180,0,256.6000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e1fd94b47872587f8979757f92ca3271e1fd94b47872587f8979757f92ca3271
181,EMS000181,23,3,19,Willow EngineeringMaterialSpecification 181,EMS000181,1,257.9700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bb59ca98bf3056e98f400e6cbba34bbbbb59ca98bf3056e98f400e6cbba34bbb
182,EMS000182,18,3,16,Riverton EngineeringMaterialSpecification 182,EMS000182,1,259.3400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7b547e566a6f5fedad489497b461a3df7b547e566a6f5fedad489497b461a3df
183,EMS000183,20,3,22,Summit EngineeringMaterialSpecification 183,EMS000183,1,260.7100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,119cc1ec9f5a5d698a7cc3b6c4ddff12119cc1ec9f5a5d698a7cc3b6c4ddff12
184,EMS000184,31,1,23,Junction EngineeringMaterialSpecification 184,EMS000184,1,262.0800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c9b85c992da5567dae2cfdf5adc8c081c9b85c992da5567dae2cfdf5adc8c081
185,EMS000185,26,2,24,Riverton EngineeringMaterialSpecification 185,EMS000185,0,263.4500,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5488384f203355fbbe882302b96eb42a5488384f203355fbbe882302b96eb42a
186,EMS000186,21,2,4,Junction EngineeringMaterialSpecification 186,EMS000186,1,264.8200,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dbfb16a460295dd89c4345e7ef7cfb1edbfb16a460295dd89c4345e7ef7cfb1e
187,EMS000187,8,2,11,Forge EngineeringMaterialSpecification 187,EMS000187,1,266.1900,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,103e9e1bd74f556fa94fe056ac1aa1f8103e9e1bd74f556fa94fe056ac1aa1f8
188,EMS000188,3,1,6,Quartz EngineeringMaterialSpecification 188,EMS000188,1,267.5600,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,aeacc89b67435f41be7008eb73042893aeacc89b67435f41be7008eb73042893
189,EMS000189,23,3,16,Unity EngineeringMaterialSpecification 189,EMS000189,1,268.9300,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,18976c6515ef51b7b03f5b121908059218976c6515ef51b7b03f5b1219080592
190,EMS000190,19,3,25,Vertex EngineeringMaterialSpecification 190,EMS000190,0,270.3000,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d447a5ac3fa351f8a7bf7bb40c0f11a4d447a5ac3fa351f8a7bf7bb40c0f11a4
191,EMS000191,8,1,12,Unity EngineeringMaterialSpecification 191,EMS000191,1,271.6700,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4fc8a1998c8555679fa043f79a886bbf4fc8a1998c8555679fa043f79a886bbf
192,EMS000192,6,1,16,Meridian EngineeringMaterialSpecification 192,EMS000192,1,273.0400,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,47da0246dc93530f9b25b657e07d44fd47da0246dc93530f9b25b657e07d44fd
193,EMS000193,32,1,13,Unity EngineeringMaterialSpecification 193,EMS000193,1,274.4100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bf3eb72980a753298357e0818e801195bf3eb72980a753298357e0818e801195
194,EMS000194,21,3,1,Unity EngineeringMaterialSpecification 194,EMS000194,1,275.7800,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,87c09cdc6cd55c248395cc2cd1533ac187c09cdc6cd55c248395cc2cd1533ac1
