LogisticsShipmentHeaderKey,ShipmentNumber,LogisticsCarrierServiceOptionKey,LogisticsLaneSegmentKey,OriginPlantKey,DestinationCustomerCustomerKey,LogisticsShipmentStatusKey,LogisticsServiceLevelKey,ShipmentName,ProNumber,BillOfLadingNumber,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
94,LSH000094,30,280,223,27,1,16,Junction LogisticsShipmentHeader 94,LSH000094,LSH000094,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e507eb123f55a61ae84aecda2ff2eee1e507eb123f55a61ae84aecda2ff2eee
95,LSH000095,447,411,185,447,4,17,Titan LogisticsShipmentHeader 95,LSH000095,LSH000095,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,31115c3d8c275cf8b24635bce137e2b931115c3d8c275cf8b24635bce137e2b9
96,LSH000096,176,469,83,365,12,17,Ion LogisticsShipmentHeader 96,LSH000096,LSH000096,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3af06a75300e599f88934b4308b1a7ec3af06a75300e599f88934b4308b1a7ec
97,LSH000097,137,299,84,250,10,13,Junction LogisticsShipmentHeader 97,LSH000097,LSH000097,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c43ce28741185ad1b559186bb6d12f1ec43ce28741185ad1b559186bb6d12f1e
98,LSH000098,107,319,192,182,7,12,Keystone LogisticsShipmentHeader 98,LSH000098,LSH000098,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f6b34d14f6a65857a6d77fe12f09db6df6b34d14f6a65857a6d77fe12f09db6d
99,LSH000099,301,87,61,49,11,20,Liberty LogisticsShipmentHeader 99,LSH000099,LSH000099,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,797b6fe409d25c35837ee6c67092aa18797b6fe409d25c35837ee6c67092aa18
100,LSH000100,70,436,346,161,13,19,Summit LogisticsShipmentHeader 100,LSH000100,LSH000100,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0182d45cbbab5d16a8e68022c361304b0182d45cbbab5d16a8e68022c361304b
101,LSH000101,8,446,341,258,3,17,Meridian LogisticsShipmentHeader 101,LSH000101,LSH000101,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c136185b906e566a97ffa2ea12147615c136185b906e566a97ffa2ea12147615
102,LSH000102,478,487,-1,-1,14,14,Titan LogisticsShipmentHeader 102,LSH000102,LSH000102,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9430af6fe8451d68ecb211db48d7834f9430af6fe8451d68ecb211db48d7834
103,LSH000103,498,162,218,307,2,17,Evergreen LogisticsShipmentHeader 103,LSH000103,LSH000103,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a1c9bd5a6c2656358727b1d3202b2ff9a1c9bd5a6c2656358727b1d3202b2ff9
104,LSH000104,26,443,39,187,13,10,Meridian LogisticsShipmentHeader 104,LSH000104,LSH000104,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3f47a350f5ba580aa48ddff78f095a343f47a350f5ba580aa48ddff78f095a34
105,LSH000105,433,351,267,416,3,20,Pioneer LogisticsShipmentHeader 105,LSH000105,LSH000105,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,79b6cf15f28d5d0b9d2fd264a57f50fb79b6cf15f28d5d0b9d2fd264a57f50fb
106,LSH000106,458,270,284,450,1,9,Quartz LogisticsShipmentHeader 106,LSH000106,LSH000106,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,efbb8f24a86a5906aa59e726f7f1aadaefbb8f24a86a5906aa59e726f7f1aada
107,LSH000107,105,461,137,226,6,15,Meridian LogisticsShipmentHeader 107,LSH000107,LSH000107,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5ebee57a1b2f59c898984486aa382bf95ebee57a1b2f59c898984486aa382bf9
108,LSH000108,52,271,270,162,12,5,Summit LogisticsShipmentHeader 108,LSH000108,LSH000108,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4be9f1bf403254bc9f35532da4ae468f4be9f1bf403254bc9f35532da4ae468f
109,LSH000109,196,369,284,437,14,16,Delta LogisticsShipmentHeader 109,LSH000109,LSH000109,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e295ed52cc3528f8d2596c7a2f9eefc2e295ed52cc3528f8d2596c7a2f9eefc
110,LSH000110,134,114,98,304,3,16,Meridian LogisticsShipmentHeader 110,LSH000110,LSH000110,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,746a330e1d2855d19972120643ab09d0746a330e1d2855d19972120643ab09d0
111,LSH000111,191,468,249,32,6,8,Liberty LogisticsShipmentHeader 111,LSH000111,LSH000111,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d19afeca584857bab05a0fe125e2f43fd19afeca584857bab05a0fe125e2f43f
112,LSH000112,93,255,65,468,13,9,Pioneer LogisticsShipmentHeader 112,LSH000112,LSH000112,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b3c6fe36e45b5d5490af8d74dd86744bb3c6fe36e45b5d5490af8d74dd86744b
113,LSH000113,253,29,84,414,1,14,Delta LogisticsShipmentHeader 113,LSH000113,LSH000113,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,865a17626e2f5e30a7cbc0f8b4fb310a865a17626e2f5e30a7cbc0f8b4fb310a
114,LSH000114,226,452,73,294,11,2,Granite LogisticsShipmentHeader 114,LSH000114,LSH000114,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,142936b98731590784079a812a8aae25142936b98731590784079a812a8aae25
115,LSH000115,440,344,157,135,5,1,Junction LogisticsShipmentHeader 115,LSH000115,LSH000115,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f35545797bbd5bc9b975746f594f93eff35545797bbd5bc9b975746f594f93ef
116,LSH000116,104,352,262,210,7,16,Delta LogisticsShipmentHeader 116,LSH000116,LSH000116,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f9b1e6e4e0b75290b1a2debbd0410004f9b1e6e4e0b75290b1a2debbd0410004
117,LSH000117,134,493,278,366,9,13,Riverton LogisticsShipmentHeader 117,LSH000117,LSH000117,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c2d353347b9b50acb54add7dbe276caac2d353347b9b50acb54add7dbe276caa
118,LSH000118,370,340,301,420,4,17,Keystone LogisticsShipmentHeader 118,LSH000118,LSH000118,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81929773ab9b53ce918a75652d8bc85481929773ab9b53ce918a75652d8bc854
119,LSH000119,432,223,-1,-1,6,17,Delta LogisticsShipmentHeader 119,LSH000119,LSH000119,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2a54bbcbb0b550c8a3eb1eeacbfc81712a54bbcbb0b550c8a3eb1eeacbfc8171
120,LSH000120,435,72,312,184,10,14,Cedar LogisticsShipmentHeader 120,LSH000120,LSH000120,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ef829b831e0c5e16aab6899f981b1999ef829b831e0c5e16aab6899f981b1999
121,LSH000121,467,279,121,342,11,19,Vertex LogisticsShipmentHeader 121,LSH000121,LSH000121,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e87917e22f355ca9bea1fa5d4a265675e87917e22f355ca9bea1fa5d4a265675
122,LSH000122,53,142,153,5,5,20,Evergreen LogisticsShipmentHeader 122,LSH000122,LSH000122,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e8e435606b105f2ea0decf053f8954e4e8e435606b105f2ea0decf053f8954e4
123,LSH000123,8,173,67,17,5,4,Beacon LogisticsShipmentHeader 123,LSH000123,LSH000123,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a24aa7a97c56534191355dd6eee95107a24aa7a97c56534191355dd6eee95107
124,LSH000124,346,191,154,228,7,12,Beacon LogisticsShipmentHeader 124,LSH000124,LSH000124,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1489b607baff5c66858ed4232c598a751489b607baff5c66858ed4232c598a75
125,LSH000125,207,328,211,59,10,12,Meridian LogisticsShipmentHeader 125,LSH000125,LSH000125,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2cd0411d37935b4b857cdae0dd42855b2cd0411d37935b4b857cdae0dd42855b
126,LSH000126,64,60,34,449,12,10,Atlas LogisticsShipmentHeader 126,LSH000126,LSH000126,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,06cfec05a7185fc39c23bba640353b4206cfec05a7185fc39c23bba640353b42
127,LSH000127,148,374,17,70,3,6,Willow LogisticsShipmentHeader 127,LSH000127,LSH000127,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86e7ff333dfa5ca6ad541e5cf9a6a34786e7ff333dfa5ca6ad541e5cf9a6a347
128,LSH000128,54,171,125,197,3,5,Cedar LogisticsShipmentHeader 128,LSH000128,LSH000128,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d95aea766f995c2fb54b8b8829401ac2d95aea766f995c2fb54b8b8829401ac2
129,LSH000129,11,392,32,413,4,17,Ion LogisticsShipmentHeader 129,LSH000129,LSH000129,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc335cde8cfd5a1baab266ae62be82fadc335cde8cfd5a1baab266ae62be82fa
130,LSH000130,161,235,147,409,2,17,Northstar LogisticsShipmentHeader 130,LSH000130,LSH000130,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e02f5b8c79d529b9f02f793843a65841e02f5b8c79d529b9f02f793843a6584
131,LSH000131,247,323,71,137,3,14,Harbor LogisticsShipmentHeader 131,LSH000131,LSH000131,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba9faf1accd3577f912adfeda698e626ba9faf1accd3577f912adfeda698e626
132,LSH000132,80,459,303,211,12,4,Evergreen LogisticsShipmentHeader 132,LSH000132,LSH000132,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ed8c8e3c1c5e5eb0917e22fa08ca99ffed8c8e3c1c5e5eb0917e22fa08ca99ff
133,LSH000133,239,318,166,143,1,13,Unity LogisticsShipmentHeader 133,LSH000133,LSH000133,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a286de84c30e579d84ec95df8ced3aa4a286de84c30e579d84ec95df8ced3aa4
134,LSH000134,348,246,183,419,10,17,Junction LogisticsShipmentHeader 134,LSH000134,LSH000134,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50e04c590b1f51e3b6b8bb186038a62e50e04c590b1f51e3b6b8bb186038a62e
135,LSH000135,61,94,189,12,12,6,Liberty LogisticsShipmentHeader 135,LSH000135,LSH000135,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,432731bf6a3b5fbbabe2ac9bd55c3a3d432731bf6a3b5fbbabe2ac9bd55c3a3d
136,LSH000136,255,475,-1,-1,1,11,Meridian LogisticsShipmentHeader 136,LSH000136,LSH000136,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6c77914c32dd568bb57af8adddc1ec176c77914c32dd568bb57af8adddc1ec17
137,LSH000137,148,293,11,479,8,11,Harbor LogisticsShipmentHeader 137,LSH000137,LSH000137,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,032e86ede23b5079b9188ab7a7371cb9032e86ede23b5079b9188ab7a7371cb9
138,LSH000138,480,491,209,315,3,5,Vertex LogisticsShipmentHeader 138,LSH000138,LSH000138,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,195e7c4e655a5875991620b857840df2195e7c4e655a5875991620b857840df2
139,LSH000139,178,385,267,224,3,6,Orion LogisticsShipmentHeader 139,LSH000139,LSH000139,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,86410d09e0e259b48253bc92913c811686410d09e0e259b48253bc92913c8116
140,LSH000140,291,122,117,303,8,17,Titan LogisticsShipmentHeader 140,LSH000140,LSH000140,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2360a4e6421057fe913dce041e7958702360a4e6421057fe913dce041e795870
141,LSH000141,383,368,153,474,6,19,Beacon LogisticsShipmentHeader 141,LSH000141,LSH000141,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,093d7839d95c5b7a97ca5df0f303c103093d7839d95c5b7a97ca5df0f303c103
142,LSH000142,84,181,326,420,4,6,Atlas LogisticsShipmentHeader 142,LSH000142,LSH000142,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6535a60ea7c7578f88ef761550cfe3b16535a60ea7c7578f88ef761550cfe3b1
143,LSH000143,322,2,119,226,9,9,Northstar LogisticsShipmentHeader 143,LSH000143,LSH000143,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43b286bccb7e515a8b1360ffe415761343b286bccb7e515a8b1360ffe4157613
144,LSH000144,274,257,171,21,6,15,Orion LogisticsShipmentHeader 144,LSH000144,LSH000144,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5b808edea77254dabf559f2896ccd7775b808edea77254dabf559f2896ccd777
145,LSH000145,77,402,101,155,5,1,Riverton LogisticsShipmentHeader 145,LSH000145,LSH000145,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7425100fa4c65a4ebe8ac9ad96f273f27425100fa4c65a4ebe8ac9ad96f273f2
146,LSH000146,203,309,301,406,4,17,Keystone LogisticsShipmentHeader 146,LSH000146,LSH000146,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd9bfc12c0d458dca1ae9169450a2ce2fd9bfc12c0d458dca1ae9169450a2ce2
147,LSH000147,151,107,43,100,13,3,Titan LogisticsShipmentHeader 147,LSH000147,LSH000147,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6d348d40ab115c409410ffe8e2fb60076d348d40ab115c409410ffe8e2fb6007
148,LSH000148,238,20,333,178,3,9,Delta LogisticsShipmentHeader 148,LSH000148,LSH000148,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eabbe83fa54457169005c6b330403bddeabbe83fa54457169005c6b330403bdd
149,LSH000149,282,468,253,315,3,18,Summit LogisticsShipmentHeader 149,LSH000149,LSH000149,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,99beead0267c51a08e5f8d606fb5535399beead0267c51a08e5f8d606fb55353
150,LSH000150,34,431,177,108,5,12,Quartz LogisticsShipmentHeader 150,LSH000150,LSH000150,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d606baf0a68a53678434fb667d24292bd606baf0a68a53678434fb667d24292b
151,LSH000151,47,353,256,306,6,3,Evergreen LogisticsShipmentHeader 151,LSH000151,LSH000151,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,89bdf5c537d35a02a8db403d29ba19e189bdf5c537d35a02a8db403d29ba19e1
152,LSH000152,1,178,173,203,14,8,Granite LogisticsShipmentHeader 152,LSH000152,LSH000152,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0047a44e53bd5de8a7e47eee819fca1c0047a44e53bd5de8a7e47eee819fca1c
153,LSH000153,122,153,-1,-1,12,2,Junction LogisticsShipmentHeader 153,LSH000153,LSH000153,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2378850bbda35943848547bb3f1efc832378850bbda35943848547bb3f1efc83
154,LSH000154,94,290,9,184,13,8,Willow LogisticsShipmentHeader 154,LSH000154,LSH000154,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3e9ecd61dbd0504c9b70c10d4054e23e3e9ecd61dbd0504c9b70c10d4054e23e
155,LSH000155,88,496,322,378,14,13,Junction LogisticsShipmentHeader 155,LSH000155,LSH000155,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7cb9d65ef5a95317a1e660e955cf021c7cb9d65ef5a95317a1e660e955cf021c
156,LSH000156,116,96,158,335,2,19,Forge LogisticsShipmentHeader 156,LSH000156,LSH000156,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,faed9cd3bcb1554cb4f7f9b3d6468f5efaed9cd3bcb1554cb4f7f9b3d6468f5e
157,LSH000157,76,46,85,85,3,3,Pioneer LogisticsShipmentHeader 157,LSH000157,LSH000157,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd8d3cf8e540547a9b431daa006bf371bd8d3cf8e540547a9b431daa006bf371
158,LSH000158,444,408,311,143,9,2,Meridian LogisticsShipmentHeader 158,LSH000158,LSH000158,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d13f66a0f266553785fbea3d8c0f11c3d13f66a0f266553785fbea3d8c0f11c3
159,LSH000159,276,301,188,345,9,8,Orion LogisticsShipmentHeader 159,LSH000159,LSH000159,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d97a0ebe655f546cb9db8d18a1b1ce76d97a0ebe655f546cb9db8d18a1b1ce76
160,LSH000160,162,487,25,167,2,6,Willow LogisticsShipmentHeader 160,LSH000160,LSH000160,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5306027ded7c565bb2c1b92f89754b2f5306027ded7c565bb2c1b92f89754b2f
161,LSH000161,150,312,282,251,14,2,Keystone LogisticsShipmentHeader 161,LSH000161,LSH000161,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0000635db0ec589da08cb36b36275b4d0000635db0ec589da08cb36b36275b4d
162,LSH000162,440,281,87,385,6,18,Meridian LogisticsShipmentHeader 162,LSH000162,LSH000162,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fd963ecfffe05c1385da9487cb4c9b34fd963ecfffe05c1385da9487cb4c9b34
163,LSH000163,39,21,341,322,2,5,Riverton LogisticsShipmentHeader 163,LSH000163,LSH000163,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5576983ff3db5643a907ff8bdd66effc5576983ff3db5643a907ff8bdd66effc
164,LSH000164,13,110,278,220,9,2,Summit LogisticsShipmentHeader 164,LSH000164,LSH000164,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f0ea63d0534b5b0d8376819d7fd915a7f0ea63d0534b5b0d8376819d7fd915a7
165,LSH000165,159,436,220,198,14,6,Pioneer LogisticsShipmentHeader 165,LSH000165,LSH000165,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee3bdb9a81df5727a6242e30802b1cb7ee3bdb9a81df5727a6242e30802b1cb7
166,LSH000166,205,81,200,126,6,7,Atlas LogisticsShipmentHeader 166,LSH000166,LSH000166,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4dace4b9f14d53ed99abc436440352184dace4b9f14d53ed99abc43644035218
167,LSH000167,164,239,323,316,7,3,Ion LogisticsShipmentHeader 167,LSH000167,LSH000167,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,35ba0801d9d150da9b7967e8da2f754a35ba0801d9d150da9b7967e8da2f754a
168,LSH000168,377,442,30,261,8,6,Vertex LogisticsShipmentHeader 168,LSH000168,LSH000168,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,58996705e89a57329c15786716d36f3358996705e89a57329c15786716d36f33
169,LSH000169,95,358,74,204,7,9,Atlas LogisticsShipmentHeader 169,LSH000169,LSH000169,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6970dffbb8a75ddfa1871a7c56bf4b216970dffbb8a75ddfa1871a7c56bf4b21
170,LSH000170,277,259,-1,-1,2,14,Forge LogisticsShipmentHeader 170,LSH000170,LSH000170,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,50aeef1519975ecbb5407037f0a6713550aeef1519975ecbb5407037f0a67135
171,LSH000171,454,173,295,439,8,6,Titan LogisticsShipmentHeader 171,LSH000171,LSH000171,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c2b745f221e51c98865aab063600a808c2b745f221e51c98865aab063600a80
172,LSH000172,293,133,282,188,4,8,Willow LogisticsShipmentHeader 172,LSH000172,LSH000172,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73b1603683eb5ff783189a455a14399273b1603683eb5ff783189a455a143992
173,LSH000173,390,411,156,197,11,6,Riverton LogisticsShipmentHeader 173,LSH000173,LSH000173,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a09931a32e9e538ab1dd103c63c438e1a09931a32e9e538ab1dd103c63c438e1
174,LSH000174,202,449,39,242,2,7,Evergreen LogisticsShipmentHeader 174,LSH000174,LSH000174,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1e96406b00cd5c7f941f9ceae7671fbe1e96406b00cd5c7f941f9ceae7671fbe
175,LSH000175,36,54,45,338,4,7,Pioneer LogisticsShipmentHeader 175,LSH000175,LSH000175,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1b75ff4e59a75d249e71a088949be2361b75ff4e59a75d249e71a088949be236
176,LSH000176,217,191,303,73,12,16,Keystone LogisticsShipmentHeader 176,LSH000176,LSH000176,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40029f369bf450d98fd97f2dca59fab740029f369bf450d98fd97f2dca59fab7
177,LSH000177,125,332,6,71,3,1,Atlas LogisticsShipmentHeader 177,LSH000177,LSH000177,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b67bdfc2155e5fe68eb5a2455850bd81b67bdfc2155e5fe68eb5a2455850bd81
178,LSH000178,334,448,297,87,14,6,Cedar LogisticsShipmentHeader 178,LSH000178,LSH000178,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,018b42f09ff5538c87cf6c706f357b16018b42f09ff5538c87cf6c706f357b16
179,LSH000179,459,55,161,340,1,18,Granite LogisticsShipmentHeader 179,LSH000179,LSH000179,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1bd473b9f27d58fca279f17f831dfeb51bd473b9f27d58fca279f17f831dfeb5
180,LSH000180,405,227,232,345,2,20,Cedar LogisticsShipmentHeader 180,LSH000180,LSH000180,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,81ff6dd5fdaf59858317315769a6444481ff6dd5fdaf59858317315769a64444
181,LSH000181,282,368,308,207,12,10,Liberty LogisticsShipmentHeader 181,LSH000181,LSH000181,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d59299be66785f65995f8bf117c36f60d59299be66785f65995f8bf117c36f60
182,LSH000182,333,452,127,436,10,3,Vertex LogisticsShipmentHeader 182,LSH000182,LSH000182,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e64a69dc56525b2f8f89e5cb96be82fce64a69dc56525b2f8f89e5cb96be82fc
183,LSH000183,323,58,44,166,4,16,Summit LogisticsShipmentHeader 183,LSH000183,LSH000183,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2f0f8f90eb085614a6b85d0675b963992f0f8f90eb085614a6b85d0675b96399
184,LSH000184,374,218,153,83,1,18,Cedar LogisticsShipmentHeader 184,LSH000184,LSH000184,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a32e5dfc032a5eb4a6e1fb6ae8b32fd6a32e5dfc032a5eb4a6e1fb6ae8b32fd6
185,LSH000185,337,121,32,56,10,16,Delta LogisticsShipmentHeader 185,LSH000185,LSH000185,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,49f20cbcf66b57de9d0d7176fa68732e49f20cbcf66b57de9d0d7176fa68732e
186,LSH000186,354,149,123,292,14,4,Junction LogisticsShipmentHeader 186,LSH000186,LSH000186,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8e909aa63fae566c896dc1c1248655a18e909aa63fae566c896dc1c1248655a1
187,LSH000187,272,229,-1,-1,2,2,Evergreen LogisticsShipmentHeader 187,LSH000187,LSH000187,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d71c0dd8a7435e70994583872a582edbd71c0dd8a7435e70994583872a582edb
188,LSH000188,125,20,21,293,4,3,Keystone LogisticsShipmentHeader 188,LSH000188,LSH000188,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6a9a07699fff535b9c88f098749d8db66a9a07699fff535b9c88f098749d8db6
