LogisticsTariffItemKey,LogisticsTariffItemCode,LogisticsTariffSubheadingKey,LogisticsTariffItemName,SourceSystemKey,BatchId,LoadedAtUtc
303,LTI000303,210,Delta LogisticsTariffItem 303,1,1,2026-08-24T00:00:00.000
304,LTI000304,53,Vertex LogisticsTariffItem 304,1,1,2026-08-24T00:00:00.000
305,LTI000305,374,Delta LogisticsTariffItem 305,1,1,2026-08-24T00:00:00.000
306,LTI000306,417,Forge LogisticsTariffItem 306,1,1,2026-08-24T00:00:00.000
307,LTI000307,130,Riverton LogisticsTariffItem 307,1,1,2026-08-24T00:00:00.000
308,LTI000308,15,Vertex LogisticsTariffItem 308,1,1,2026-08-24T00:00:00.000
309,LTI000309,402,Keystone LogisticsTariffItem 309,1,1,2026-08-24T00:00:00.000
310,LTI000310,397,Meridian LogisticsTariffItem 310,1,1,2026-08-24T00:00:00.000
311,LTI000311,35,Ion LogisticsTariffItem 311,1,1,2026-08-24T00:00:00.000
312,LTI000312,495,Junction LogisticsTariffItem 312,1,1,2026-08-24T00:00:00.000
313,LTI000313,76,Quartz LogisticsTariffItem 313,1,1,2026-08-24T00:00:00.000
314,LTI000314,399,Quartz LogisticsTariffItem 314,1,1,2026-08-24T00:00:00.000
315,LTI000315,342,Ion LogisticsTariffItem 315,1,1,2026-08-24T00:00:00.000
316,LTI000316,170,Northstar LogisticsTariffItem 316,1,1,2026-08-24T00:00:00.000
317,LTI000317,437,Harbor LogisticsTariffItem 317,1,1,2026-08-24T00:00:00.000
318,LTI000318,282,Zenith LogisticsTariffItem 318,1,1,2026-08-24T00:00:00.000
319,LTI000319,204,Atlas LogisticsTariffItem 319,1,1,2026-08-24T00:00:00.000
320,LTI000320,397,Pioneer LogisticsTariffItem 320,1,1,2026-08-24T00:00:00.000
321,LTI000321,363,Northstar LogisticsTariffItem 321,1,1,2026-08-24T00:00:00.000
322,LTI000322,107,Quartz LogisticsTariffItem 322,1,1,2026-08-24T00:00:00.000
323,LTI000323,98,Atlas LogisticsTariffItem 323,1,1,2026-08-24T00:00:00.000
324,LTI000324,270,Ion LogisticsTariffItem 324,1,1,2026-08-24T00:00:00.000
325,LTI000325,314,Unity LogisticsTariffItem 325,1,1,2026-08-24T00:00:00.000
326,LTI000326,350,Summit LogisticsTariffItem 326,1,1,2026-08-24T00:00:00.000
327,LTI000327,466,Harbor LogisticsTariffItem 327,1,1,2026-08-24T00:00:00.000
328,LTI000328,348,Pioneer LogisticsTariffItem 328,1,1,2026-08-24T00:00:00.000
329,LTI000329,256,Unity LogisticsTariffItem 329,1,1,2026-08-24T00:00:00.000
330,LTI000330,175,Forge LogisticsTariffItem 330,1,1,2026-08-24T00:00:00.000
331,LTI000331,447,Ion LogisticsTariffItem 331,1,1,2026-08-24T00:00:00.000
332,LTI000332,141,Harbor LogisticsTariffItem 332,1,1,2026-08-24T00:00:00.000
333,LTI000333,382,Quartz LogisticsTariffItem 333,1,1,2026-08-24T00:00:00.000
334,LTI000334,21,Meridian LogisticsTariffItem 334,1,1,2026-08-24T00:00:00.000
335,LTI000335,23,Forge LogisticsTariffItem 335,1,1,2026-08-24T00:00:00.000
336,LTI000336,174,Harbor LogisticsTariffItem 336,1,1,2026-08-24T00:00:00.000
337,LTI000337,67,Summit LogisticsTariffItem 337,1,1,2026-08-24T00:00:00.000
338,LTI000338,463,Beacon LogisticsTariffItem 338,1,1,2026-08-24T00:00:00.000
339,LTI000339,363,Titan LogisticsTariffItem 339,1,1,2026-08-24T00:00:00.000
340,LTI000340,285,Summit LogisticsTariffItem 340,1,1,2026-08-24T00:00:00.000
341,LTI000341,198,Pioneer LogisticsTariffItem 341,1,1,2026-08-24T00:00:00.000
342,LTI000342,158,Granite LogisticsTariffItem 342,1,1,2026-08-24T00:00:00.000
343,LTI000343,181,Zenith LogisticsTariffItem 343,1,1,2026-08-24T00:00:00.000
344,LTI000344,155,Unity LogisticsTariffItem 344,1,1,2026-08-24T00:00:00.000
345,LTI000345,221,Riverton LogisticsTariffItem 345,1,1,2026-08-24T00:00:00.000
346,LTI000346,226,Ion LogisticsTariffItem 346,1,1,2026-08-24T00:00:00.000
347,LTI000347,107,Liberty LogisticsTariffItem 347,1,1,2026-08-24T00:00:00.000
348,LTI000348,137,Delta LogisticsTariffItem 348,1,1,2026-08-24T00:00:00.000
349,LTI000349,147,Orion LogisticsTariffItem 349,1,1,2026-08-24T00:00:00.000
350,LTI000350,286,Cedar LogisticsTariffItem 350,1,1,2026-08-24T00:00:00.000
351,LTI000351,233,Titan LogisticsTariffItem 351,1,1,2026-08-24T00:00:00.000
352,LTI000352,246,Atlas LogisticsTariffItem 352,1,1,2026-08-24T00:00:00.000
353,LTI000353,39,Riverton LogisticsTariffItem 353,1,1,2026-08-24T00:00:00.000
354,LTI000354,101,Pioneer LogisticsTariffItem 354,1,1,2026-08-24T00:00:00.000
355,LTI000355,342,Quartz LogisticsTariffItem 355,1,1,2026-08-24T00:00:00.000
356,LTI000356,284,Riverton LogisticsTariffItem 356,1,1,2026-08-24T00:00:00.000
357,LTI000357,452,Atlas LogisticsTariffItem 357,1,1,2026-08-24T00:00:00.000
358,LTI000358,150,Northstar LogisticsTariffItem 358,1,1,2026-08-24T00:00:00.000
359,LTI000359,58,Harbor LogisticsTariffItem 359,1,1,2026-08-24T00:00:00.000
360,LTI000360,58,Keystone LogisticsTariffItem 360,1,1,2026-08-24T00:00:00.000
361,LTI000361,479,Titan LogisticsTariffItem 361,1,1,2026-08-24T00:00:00.000
362,LTI000362,136,Forge LogisticsTariffItem 362,1,1,2026-08-24T00:00:00.000
363,LTI000363,282,Evergreen LogisticsTariffItem 363,1,1,2026-08-24T00:00:00.000
364,LTI000364,199,Pioneer LogisticsTariffItem 364,1,1,2026-08-24T00:00:00.000
365,LTI000365,25,Granite LogisticsTariffItem 365,1,1,2026-08-24T00:00:00.000
366,LTI000366,377,Vertex LogisticsTariffItem 366,1,1,2026-08-24T00:00:00.000
367,LTI000367,430,Atlas LogisticsTariffItem 367,1,1,2026-08-24T00:00:00.000
368,LTI000368,219,Unity LogisticsTariffItem 368,1,1,2026-08-24T00:00:00.000
369,LTI000369,318,Zenith LogisticsTariffItem 369,1,1,2026-08-24T00:00:00.000
370,LTI000370,394,Forge LogisticsTariffItem 370,1,1,2026-08-24T00:00:00.000
371,LTI000371,21,Granite LogisticsTariffItem 371,1,1,2026-08-24T00:00:00.000
372,LTI000372,231,Pioneer LogisticsTariffItem 372,1,1,2026-08-24T00:00:00.000
373,LTI000373,326,Atlas LogisticsTariffItem 373,1,1,2026-08-24T00:00:00.000
374,LTI000374,9,Junction LogisticsTariffItem 374,1,1,2026-08-24T00:00:00.000
375,LTI000375,164,Riverton LogisticsTariffItem 375,1,1,2026-08-24T00:00:00.000
376,LTI000376,139,Titan LogisticsTariffItem 376,1,1,2026-08-24T00:00:00.000
377,LTI000377,208,Pioneer LogisticsTariffItem 377,1,1,2026-08-24T00:00:00.000
378,LTI000378,483,Riverton LogisticsTariffItem 378,1,1,2026-08-24T00:00:00.000
379,LTI000379,180,Liberty LogisticsTariffItem 379,1,1,2026-08-24T00:00:00.000
380,LTI000380,441,Harbor LogisticsTariffItem 380,1,1,2026-08-24T00:00:00.000
381,LTI000381,77,Liberty LogisticsTariffItem 381,1,1,2026-08-24T00:00:00.000
382,LTI000382,216,Orion LogisticsTariffItem 382,1,1,2026-08-24T00:00:00.000
383,LTI000383,86,Cedar LogisticsTariffItem 383,1,1,2026-08-24T00:00:00.000
384,LTI000384,445,Northstar LogisticsTariffItem 384,1,1,2026-08-24T00:00:00.000
385,LTI000385,488,Atlas LogisticsTariffItem 385,1,1,2026-08-24T00:00:00.000
386,LTI000386,442,Riverton LogisticsTariffItem 386,1,1,2026-08-24T00:00:00.000
387,LTI000387,77,Vertex LogisticsTariffItem 387,1,1,2026-08-24T00:00:00.000
388,LTI000388,413,Titan LogisticsTariffItem 388,1,1,2026-08-24T00:00:00.000
389,LTI000389,258,Beacon LogisticsTariffItem 389,1,1,2026-08-24T00:00:00.000
390,LTI000390,310,Delta LogisticsTariffItem 390,1,1,2026-08-24T00:00:00.000
391,LTI000391,276,Orion LogisticsTariffItem 391,1,1,2026-08-24T00:00:00.000
392,LTI000392,314,Unity LogisticsTariffItem 392,1,1,2026-08-24T00:00:00.000
393,LTI000393,194,Northstar LogisticsTariffItem 393,1,1,2026-08-24T00:00:00.000
394,LTI000394,70,Willow LogisticsTariffItem 394,1,1,2026-08-24T00:00:00.000
395,LTI000395,360,Atlas LogisticsTariffItem 395,1,1,2026-08-24T00:00:00.000
396,LTI000396,40,Liberty LogisticsTariffItem 396,1,1,2026-08-24T00:00:00.000
397,LTI000397,280,Riverton LogisticsTariffItem 397,1,1,2026-08-24T00:00:00.000
398,LTI000398,225,Granite LogisticsTariffItem 398,1,1,2026-08-24T00:00:00.000
399,LTI000399,245,Junction LogisticsTariffItem 399,1,1,2026-08-24T00:00:00.000
400,LTI000400,287,Junction LogisticsTariffItem 400,1,1,2026-08-24T00:00:00.000
401,LTI000401,355,Vertex LogisticsTariffItem 401,1,1,2026-08-24T00:00:00.000
402,LTI000402,400,Willow LogisticsTariffItem 402,1,1,2026-08-24T00:00:00.000
403,LTI000403,54,Cedar LogisticsTariffItem 403,1,1,2026-08-24T00:00:00.000
404,LTI000404,159,Vertex LogisticsTariffItem 404,1,1,2026-08-24T00:00:00.000
405,LTI000405,217,Quartz LogisticsTariffItem 405,1,1,2026-08-24T00:00:00.000
406,LTI000406,144,Harbor LogisticsTariffItem 406,1,1,2026-08-24T00:00:00.000
407,LTI000407,83,Forge LogisticsTariffItem 407,1,1,2026-08-24T00:00:00.000
408,LTI000408,326,Delta LogisticsTariffItem 408,1,1,2026-08-24T00:00:00.000
409,LTI000409,287,Summit LogisticsTariffItem 409,1,1,2026-08-24T00:00:00.000
410,LTI000410,415,Beacon LogisticsTariffItem 410,1,1,2026-08-24T00:00:00.000
411,LTI000411,500,Vertex LogisticsTariffItem 411,1,1,2026-08-24T00:00:00.000
412,LTI000412,116,Orion LogisticsTariffItem 412,1,1,2026-08-24T00:00:00.000
413,LTI000413,205,Riverton LogisticsTariffItem 413,1,1,2026-08-24T00:00:00.000
414,LTI000414,4,Zenith LogisticsTariffItem 414,1,1,2026-08-24T00:00:00.000
415,LTI000415,201,Northstar LogisticsTariffItem 415,1,1,2026-08-24T00:00:00.000
416,LTI000416,96,Zenith LogisticsTariffItem 416,1,1,2026-08-24T00:00:00.000
417,LTI000417,205,Junction LogisticsTariffItem 417,1,1,2026-08-24T00:00:00.000
418,LTI000418,439,Junction LogisticsTariffItem 418,1,1,2026-08-24T00:00:00.000
419,LTI000419,395,Delta LogisticsTariffItem 419,1,1,2026-08-24T00:00:00.000
420,LTI000420,461,Evergreen LogisticsTariffItem 420,1,1,2026-08-24T00:00:00.000
421,LTI000421,311,Vertex LogisticsTariffItem 421,1,1,2026-08-24T00:00:00.000
422,LTI000422,41,Meridian LogisticsTariffItem 422,1,1,2026-08-24T00:00:00.000
423,LTI000423,46,Northstar LogisticsTariffItem 423,1,1,2026-08-24T00:00:00.000
424,LTI000424,318,Liberty LogisticsTariffItem 424,1,1,2026-08-24T00:00:00.000
425,LTI000425,347,Forge LogisticsTariffItem 425,1,1,2026-08-24T00:00:00.000
426,LTI000426,68,Vertex LogisticsTariffItem 426,1,1,2026-08-24T00:00:00.000
427,LTI000427,147,Granite LogisticsTariffItem 427,1,1,2026-08-24T00:00:00.000
428,LTI000428,62,Vertex LogisticsTariffItem 428,1,1,2026-08-24T00:00:00.000
429,LTI000429,178,Junction LogisticsTariffItem 429,1,1,2026-08-24T00:00:00.000
430,LTI000430,148,Harbor LogisticsTariffItem 430,1,1,2026-08-24T00:00:00.000
431,LTI000431,39,Zenith LogisticsTariffItem 431,1,1,2026-08-24T00:00:00.000
432,LTI000432,18,Junction LogisticsTariffItem 432,1,1,2026-08-24T00:00:00.000
433,LTI000433,423,Beacon LogisticsTariffItem 433,1,1,2026-08-24T00:00:00.000
434,LTI000434,288,Atlas LogisticsTariffItem 434,1,1,2026-08-24T00:00:00.000
435,LTI000435,302,Willow LogisticsTariffItem 435,1,1,2026-08-24T00:00:00.000
436,LTI000436,480,Zenith LogisticsTariffItem 436,1,1,2026-08-24T00:00:00.000
437,LTI000437,350,Pioneer LogisticsTariffItem 437,1,1,2026-08-24T00:00:00.000
438,LTI000438,105,Granite LogisticsTariffItem 438,1,1,2026-08-24T00:00:00.000
439,LTI000439,192,Pioneer LogisticsTariffItem 439,1,1,2026-08-24T00:00:00.000
440,LTI000440,447,Unity LogisticsTariffItem 440,1,1,2026-08-24T00:00:00.000
441,LTI000441,274,Unity LogisticsTariffItem 441,1,1,2026-08-24T00:00:00.000
442,LTI000442,441,Willow LogisticsTariffItem 442,1,1,2026-08-24T00:00:00.000
443,LTI000443,491,Atlas LogisticsTariffItem 443,1,1,2026-08-24T00:00:00.000
444,LTI000444,67,Forge LogisticsTariffItem 444,1,1,2026-08-24T00:00:00.000
445,LTI000445,298,Zenith LogisticsTariffItem 445,1,1,2026-08-24T00:00:00.000
446,LTI000446,163,Cedar LogisticsTariffItem 446,1,1,2026-08-24T00:00:00.000
447,LTI000447,314,Forge LogisticsTariffItem 447,1,1,2026-08-24T00:00:00.000
448,LTI000448,84,Meridian LogisticsTariffItem 448,1,1,2026-08-24T00:00:00.000
449,LTI000449,274,Meridian LogisticsTariffItem 449,1,1,2026-08-24T00:00:00.000
450,LTI000450,43,Beacon LogisticsTariffItem 450,1,1,2026-08-24T00:00:00.000
451,LTI000451,190,Meridian LogisticsTariffItem 451,1,1,2026-08-24T00:00:00.000
452,LTI000452,155,Willow LogisticsTariffItem 452,1,1,2026-08-24T00:00:00.000
453,LTI000453,387,Vertex LogisticsTariffItem 453,1,1,2026-08-24T00:00:00.000
454,LTI000454,95,Riverton LogisticsTariffItem 454,1,1,2026-08-24T00:00:00.000
455,LTI000455,187,Atlas LogisticsTariffItem 455,1,1,2026-08-24T00:00:00.000
456,LTI000456,107,Zenith LogisticsTariffItem 456,1,1,2026-08-24T00:00:00.000
457,LTI000457,19,Forge LogisticsTariffItem 457,1,1,2026-08-24T00:00:00.000
458,LTI000458,78,Beacon LogisticsTariffItem 458,1,1,2026-08-24T00:00:00.000
459,LTI000459,417,Quartz LogisticsTariffItem 459,1,1,2026-08-24T00:00:00.000
460,LTI000460,347,Summit LogisticsTariffItem 460,1,1,2026-08-24T00:00:00.000
461,LTI000461,9,Zenith LogisticsTariffItem 461,1,1,2026-08-24T00:00:00.000
462,LTI000462,105,Delta LogisticsTariffItem 462,1,1,2026-08-24T00:00:00.000
463,LTI000463,309,Beacon LogisticsTariffItem 463,1,1,2026-08-24T00:00:00.000
464,LTI000464,221,Northstar LogisticsTariffItem 464,1,1,2026-08-24T00:00:00.000
465,LTI000465,49,Liberty LogisticsTariffItem 465,1,1,2026-08-24T00:00:00.000
466,LTI000466,189,Pioneer LogisticsTariffItem 466,1,1,2026-08-24T00:00:00.000
467,LTI000467,76,Evergreen LogisticsTariffItem 467,1,1,2026-08-24T00:00:00.000
468,LTI000468,142,Junction LogisticsTariffItem 468,1,1,2026-08-24T00:00:00.000
469,LTI000469,190,Beacon LogisticsTariffItem 469,1,1,2026-08-24T00:00:00.000
470,LTI000470,386,Cedar LogisticsTariffItem 470,1,1,2026-08-24T00:00:00.000
471,LTI000471,24,Liberty LogisticsTariffItem 471,1,1,2026-08-24T00:00:00.000
472,LTI000472,149,Delta LogisticsTariffItem 472,1,1,2026-08-24T00:00:00.000
473,LTI000473,309,Junction LogisticsTariffItem 473,1,1,2026-08-24T00:00:00.000
474,LTI000474,300,Meridian LogisticsTariffItem 474,1,1,2026-08-24T00:00:00.000
475,LTI000475,14,Willow LogisticsTariffItem 475,1,1,2026-08-24T00:00:00.000
476,LTI000476,361,Zenith LogisticsTariffItem 476,1,1,2026-08-24T00:00:00.000
477,LTI000477,18,Orion LogisticsTariffItem 477,1,1,2026-08-24T00:00:00.000
478,LTI000478,40,Northstar LogisticsTariffItem 478,1,1,2026-08-24T00:00:00.000
479,LTI000479,303,Orion LogisticsTariffItem 479,1,1,2026-08-24T00:00:00.000
480,LTI000480,242,Evergreen LogisticsTariffItem 480,1,1,2026-08-24T00:00:00.000
481,LTI000481,387,Northstar LogisticsTariffItem 481,1,1,2026-08-24T00:00:00.000
482,LTI000482,388,Junction LogisticsTariffItem 482,1,1,2026-08-24T00:00:00.000
483,LTI000483,242,Willow LogisticsTariffItem 483,1,1,2026-08-24T00:00:00.000
484,LTI000484,103,Unity LogisticsTariffItem 484,1,1,2026-08-24T00:00:00.000
485,LTI000485,373,Unity LogisticsTariffItem 485,1,1,2026-08-24T00:00:00.000
486,LTI000486,437,Orion LogisticsTariffItem 486,1,1,2026-08-24T00:00:00.000
487,LTI000487,101,Zenith LogisticsTariffItem 487,1,1,2026-08-24T00:00:00.000
488,LTI000488,145,Pioneer LogisticsTariffItem 488,1,1,2026-08-24T00:00:00.000
489,LTI000489,105,Summit LogisticsTariffItem 489,1,1,2026-08-24T00:00:00.000
490,LTI000490,23,Cedar LogisticsTariffItem 490,1,1,2026-08-24T00:00:00.000
491,LTI000491,189,Orion LogisticsTariffItem 491,1,1,2026-08-24T00:00:00.000
492,LTI000492,97,Meridian LogisticsTariffItem 492,1,1,2026-08-24T00:00:00.000
493,LTI000493,184,Meridian LogisticsTariffItem 493,1,1,2026-08-24T00:00:00.000
494,LTI000494,216,Ion LogisticsTariffItem 494,1,1,2026-08-24T00:00:00.000
495,LTI000495,436,Liberty LogisticsTariffItem 495,1,1,2026-08-24T00:00:00.000
496,LTI000496,94,Beacon LogisticsTariffItem 496,1,1,2026-08-24T00:00:00.000
497,LTI000497,357,Titan LogisticsTariffItem 497,1,1,2026-08-24T00:00:00.000
498,LTI000498,476,Harbor LogisticsTariffItem 498,1,1,2026-08-24T00:00:00.000
499,LTI000499,173,Pioneer LogisticsTariffItem 499,1,1,2026-08-24T00:00:00.000
500,LTI000500,244,Pioneer LogisticsTariffItem 500,1,1,2026-08-24T00:00:00.000
