LogisticsTerminalKey,LogisticsTerminalCode,LogisticsHubKey,LogisticsTerminalName,SourceSystemKey,BatchId,LoadedAtUtc
317,LT000317,92,Meridian LogisticsTerminal 317,1,1,2026-08-24T00:00:00.000
318,LT000318,108,Liberty LogisticsTerminal 318,1,1,2026-08-24T00:00:00.000
319,LT000319,249,Meridian LogisticsTerminal 319,1,1,2026-08-24T00:00:00.000
320,LT000320,51,Beacon LogisticsTerminal 320,1,1,2026-08-24T00:00:00.000
321,LT000321,131,Titan LogisticsTerminal 321,1,1,2026-08-24T00:00:00.000
322,LT000322,227,Junction LogisticsTerminal 322,1,1,2026-08-24T00:00:00.000
323,LT000323,57,Delta LogisticsTerminal 323,1,1,2026-08-24T00:00:00.000
324,LT000324,204,Quartz LogisticsTerminal 324,1,1,2026-08-24T00:00:00.000
325,LT000325,174,Evergreen LogisticsTerminal 325,1,1,2026-08-24T00:00:00.000
326,LT000326,56,Keystone LogisticsTerminal 326,1,1,2026-08-24T00:00:00.000
327,LT000327,9,Zenith LogisticsTerminal 327,1,1,2026-08-24T00:00:00.000
328,LT000328,138,Orion LogisticsTerminal 328,1,1,2026-08-24T00:00:00.000
329,LT000329,66,Vertex LogisticsTerminal 329,1,1,2026-08-24T00:00:00.000
330,LT000330,30,Ion LogisticsTerminal 330,1,1,2026-08-24T00:00:00.000
331,LT000331,16,Cedar LogisticsTerminal 331,1,1,2026-08-24T00:00:00.000
332,LT000332,149,Summit LogisticsTerminal 332,1,1,2026-08-24T00:00:00.000
333,LT000333,176,Atlas LogisticsTerminal 333,1,1,2026-08-24T00:00:00.000
334,LT000334,46,Northstar LogisticsTerminal 334,1,1,2026-08-24T00:00:00.000
335,LT000335,94,Meridian LogisticsTerminal 335,1,1,2026-08-24T00:00:00.000
336,LT000336,229,Beacon LogisticsTerminal 336,1,1,2026-08-24T00:00:00.000
337,LT000337,153,Forge LogisticsTerminal 337,1,1,2026-08-24T00:00:00.000
338,LT000338,165,Forge LogisticsTerminal 338,1,1,2026-08-24T00:00:00.000
339,LT000339,28,Northstar LogisticsTerminal 339,1,1,2026-08-24T00:00:00.000
340,LT000340,150,Riverton LogisticsTerminal 340,1,1,2026-08-24T00:00:00.000
341,LT000341,184,Beacon LogisticsTerminal 341,1,1,2026-08-24T00:00:00.000
342,LT000342,37,Atlas LogisticsTerminal 342,1,1,2026-08-24T00:00:00.000
343,LT000343,102,Meridian LogisticsTerminal 343,1,1,2026-08-24T00:00:00.000
344,LT000344,84,Northstar LogisticsTerminal 344,1,1,2026-08-24T00:00:00.000
345,LT000345,102,Vertex LogisticsTerminal 345,1,1,2026-08-24T00:00:00.000
346,LT000346,58,Unity LogisticsTerminal 346,1,1,2026-08-24T00:00:00.000
347,LT000347,210,Cedar LogisticsTerminal 347,1,1,2026-08-24T00:00:00.000
348,LT000348,64,Zenith LogisticsTerminal 348,1,1,2026-08-24T00:00:00.000
349,LT000349,54,Riverton LogisticsTerminal 349,1,1,2026-08-24T00:00:00.000
350,LT000350,83,Forge LogisticsTerminal 350,1,1,2026-08-24T00:00:00.000
351,LT000351,106,Zenith LogisticsTerminal 351,1,1,2026-08-24T00:00:00.000
352,LT000352,93,Beacon LogisticsTerminal 352,1,1,2026-08-24T00:00:00.000
353,LT000353,34,Cedar LogisticsTerminal 353,1,1,2026-08-24T00:00:00.000
354,LT000354,14,Summit LogisticsTerminal 354,1,1,2026-08-24T00:00:00.000
355,LT000355,75,Evergreen LogisticsTerminal 355,1,1,2026-08-24T00:00:00.000
356,LT000356,224,Zenith LogisticsTerminal 356,1,1,2026-08-24T00:00:00.000
357,LT000357,32,Zenith LogisticsTerminal 357,1,1,2026-08-24T00:00:00.000
358,LT000358,216,Atlas LogisticsTerminal 358,1,1,2026-08-24T00:00:00.000
359,LT000359,67,Ion LogisticsTerminal 359,1,1,2026-08-24T00:00:00.000
360,LT000360,84,Zenith LogisticsTerminal 360,1,1,2026-08-24T00:00:00.000
361,LT000361,31,Atlas LogisticsTerminal 361,1,1,2026-08-24T00:00:00.000
362,LT000362,120,Cedar LogisticsTerminal 362,1,1,2026-08-24T00:00:00.000
363,LT000363,248,Zenith LogisticsTerminal 363,1,1,2026-08-24T00:00:00.000
364,LT000364,188,Atlas LogisticsTerminal 364,1,1,2026-08-24T00:00:00.000
365,LT000365,235,Pioneer LogisticsTerminal 365,1,1,2026-08-24T00:00:00.000
366,LT000366,232,Vertex LogisticsTerminal 366,1,1,2026-08-24T00:00:00.000
367,LT000367,204,Riverton LogisticsTerminal 367,1,1,2026-08-24T00:00:00.000
368,LT000368,27,Quartz LogisticsTerminal 368,1,1,2026-08-24T00:00:00.000
369,LT000369,25,Ion LogisticsTerminal 369,1,1,2026-08-24T00:00:00.000
370,LT000370,104,Quartz LogisticsTerminal 370,1,1,2026-08-24T00:00:00.000
371,LT000371,134,Meridian LogisticsTerminal 371,1,1,2026-08-24T00:00:00.000
372,LT000372,98,Junction LogisticsTerminal 372,1,1,2026-08-24T00:00:00.000
373,LT000373,99,Atlas LogisticsTerminal 373,1,1,2026-08-24T00:00:00.000
374,LT000374,234,Cedar LogisticsTerminal 374,1,1,2026-08-24T00:00:00.000
375,LT000375,119,Liberty LogisticsTerminal 375,1,1,2026-08-24T00:00:00.000
376,LT000376,139,Cedar LogisticsTerminal 376,1,1,2026-08-24T00:00:00.000
377,LT000377,143,Titan LogisticsTerminal 377,1,1,2026-08-24T00:00:00.000
378,LT000378,245,Orion LogisticsTerminal 378,1,1,2026-08-24T00:00:00.000
379,LT000379,97,Willow LogisticsTerminal 379,1,1,2026-08-24T00:00:00.000
380,LT000380,176,Orion LogisticsTerminal 380,1,1,2026-08-24T00:00:00.000
381,LT000381,40,Delta LogisticsTerminal 381,1,1,2026-08-24T00:00:00.000
382,LT000382,198,Titan LogisticsTerminal 382,1,1,2026-08-24T00:00:00.000
383,LT000383,59,Forge LogisticsTerminal 383,1,1,2026-08-24T00:00:00.000
384,LT000384,216,Meridian LogisticsTerminal 384,1,1,2026-08-24T00:00:00.000
385,LT000385,15,Beacon LogisticsTerminal 385,1,1,2026-08-24T00:00:00.000
386,LT000386,50,Willow LogisticsTerminal 386,1,1,2026-08-24T00:00:00.000
387,LT000387,14,Forge LogisticsTerminal 387,1,1,2026-08-24T00:00:00.000
388,LT000388,201,Titan LogisticsTerminal 388,1,1,2026-08-24T00:00:00.000
389,LT000389,227,Beacon LogisticsTerminal 389,1,1,2026-08-24T00:00:00.000
390,LT000390,126,Titan LogisticsTerminal 390,1,1,2026-08-24T00:00:00.000
391,LT000391,109,Junction LogisticsTerminal 391,1,1,2026-08-24T00:00:00.000
392,LT000392,82,Northstar LogisticsTerminal 392,1,1,2026-08-24T00:00:00.000
393,LT000393,154,Forge LogisticsTerminal 393,1,1,2026-08-24T00:00:00.000
394,LT000394,32,Delta LogisticsTerminal 394,1,1,2026-08-24T00:00:00.000
395,LT000395,201,Evergreen LogisticsTerminal 395,1,1,2026-08-24T00:00:00.000
396,LT000396,157,Orion LogisticsTerminal 396,1,1,2026-08-24T00:00:00.000
397,LT000397,137,Atlas LogisticsTerminal 397,1,1,2026-08-24T00:00:00.000
398,LT000398,80,Ion LogisticsTerminal 398,1,1,2026-08-24T00:00:00.000
399,LT000399,140,Quartz LogisticsTerminal 399,1,1,2026-08-24T00:00:00.000
400,LT000400,51,Quartz LogisticsTerminal 400,1,1,2026-08-24T00:00:00.000
401,LT000401,218,Northstar LogisticsTerminal 401,1,1,2026-08-24T00:00:00.000
402,LT000402,56,Evergreen LogisticsTerminal 402,1,1,2026-08-24T00:00:00.000
403,LT000403,145,Ion LogisticsTerminal 403,1,1,2026-08-24T00:00:00.000
404,LT000404,238,Riverton LogisticsTerminal 404,1,1,2026-08-24T00:00:00.000
405,LT000405,132,Keystone LogisticsTerminal 405,1,1,2026-08-24T00:00:00.000
406,LT000406,29,Liberty LogisticsTerminal 406,1,1,2026-08-24T00:00:00.000
407,LT000407,124,Northstar LogisticsTerminal 407,1,1,2026-08-24T00:00:00.000
408,LT000408,191,Ion LogisticsTerminal 408,1,1,2026-08-24T00:00:00.000
409,LT000409,8,Harbor LogisticsTerminal 409,1,1,2026-08-24T00:00:00.000
410,LT000410,24,Pioneer LogisticsTerminal 410,1,1,2026-08-24T00:00:00.000
411,LT000411,45,Keystone LogisticsTerminal 411,1,1,2026-08-24T00:00:00.000
412,LT000412,99,Evergreen LogisticsTerminal 412,1,1,2026-08-24T00:00:00.000
413,LT000413,201,Junction LogisticsTerminal 413,1,1,2026-08-24T00:00:00.000
414,LT000414,204,Forge LogisticsTerminal 414,1,1,2026-08-24T00:00:00.000
415,LT000415,145,Forge LogisticsTerminal 415,1,1,2026-08-24T00:00:00.000
416,LT000416,115,Unity LogisticsTerminal 416,1,1,2026-08-24T00:00:00.000
417,LT000417,208,Quartz LogisticsTerminal 417,1,1,2026-08-24T00:00:00.000
418,LT000418,71,Granite LogisticsTerminal 418,1,1,2026-08-24T00:00:00.000
419,LT000419,180,Quartz LogisticsTerminal 419,1,1,2026-08-24T00:00:00.000
420,LT000420,182,Atlas LogisticsTerminal 420,1,1,2026-08-24T00:00:00.000
421,LT000421,206,Forge LogisticsTerminal 421,1,1,2026-08-24T00:00:00.000
422,LT000422,238,Northstar LogisticsTerminal 422,1,1,2026-08-24T00:00:00.000
423,LT000423,190,Junction LogisticsTerminal 423,1,1,2026-08-24T00:00:00.000
424,LT000424,105,Titan LogisticsTerminal 424,1,1,2026-08-24T00:00:00.000
425,LT000425,39,Ion LogisticsTerminal 425,1,1,2026-08-24T00:00:00.000
426,LT000426,179,Atlas LogisticsTerminal 426,1,1,2026-08-24T00:00:00.000
427,LT000427,67,Riverton LogisticsTerminal 427,1,1,2026-08-24T00:00:00.000
428,LT000428,42,Ion LogisticsTerminal 428,1,1,2026-08-24T00:00:00.000
429,LT000429,123,Harbor LogisticsTerminal 429,1,1,2026-08-24T00:00:00.000
430,LT000430,153,Liberty LogisticsTerminal 430,1,1,2026-08-24T00:00:00.000
431,LT000431,114,Willow LogisticsTerminal 431,1,1,2026-08-24T00:00:00.000
432,LT000432,211,Titan LogisticsTerminal 432,1,1,2026-08-24T00:00:00.000
433,LT000433,193,Pioneer LogisticsTerminal 433,1,1,2026-08-24T00:00:00.000
434,LT000434,230,Junction LogisticsTerminal 434,1,1,2026-08-24T00:00:00.000
435,LT000435,235,Beacon LogisticsTerminal 435,1,1,2026-08-24T00:00:00.000
436,LT000436,75,Northstar LogisticsTerminal 436,1,1,2026-08-24T00:00:00.000
437,LT000437,17,Meridian LogisticsTerminal 437,1,1,2026-08-24T00:00:00.000
438,LT000438,223,Liberty LogisticsTerminal 438,1,1,2026-08-24T00:00:00.000
439,LT000439,224,Beacon LogisticsTerminal 439,1,1,2026-08-24T00:00:00.000
440,LT000440,116,Ion LogisticsTerminal 440,1,1,2026-08-24T00:00:00.000
441,LT000441,225,Beacon LogisticsTerminal 441,1,1,2026-08-24T00:00:00.000
442,LT000442,247,Keystone LogisticsTerminal 442,1,1,2026-08-24T00:00:00.000
443,LT000443,167,Cedar LogisticsTerminal 443,1,1,2026-08-24T00:00:00.000
444,LT000444,138,Granite LogisticsTerminal 444,1,1,2026-08-24T00:00:00.000
445,LT000445,21,Forge LogisticsTerminal 445,1,1,2026-08-24T00:00:00.000
446,LT000446,165,Orion LogisticsTerminal 446,1,1,2026-08-24T00:00:00.000
447,LT000447,138,Vertex LogisticsTerminal 447,1,1,2026-08-24T00:00:00.000
448,LT000448,114,Vertex LogisticsTerminal 448,1,1,2026-08-24T00:00:00.000
449,LT000449,145,Meridian LogisticsTerminal 449,1,1,2026-08-24T00:00:00.000
450,LT000450,18,Granite LogisticsTerminal 450,1,1,2026-08-24T00:00:00.000
451,LT000451,159,Junction LogisticsTerminal 451,1,1,2026-08-24T00:00:00.000
452,LT000452,182,Delta LogisticsTerminal 452,1,1,2026-08-24T00:00:00.000
453,LT000453,214,Atlas LogisticsTerminal 453,1,1,2026-08-24T00:00:00.000
454,LT000454,64,Granite LogisticsTerminal 454,1,1,2026-08-24T00:00:00.000
455,LT000455,154,Pioneer LogisticsTerminal 455,1,1,2026-08-24T00:00:00.000
456,LT000456,227,Vertex LogisticsTerminal 456,1,1,2026-08-24T00:00:00.000
457,LT000457,157,Delta LogisticsTerminal 457,1,1,2026-08-24T00:00:00.000
458,LT000458,37,Summit LogisticsTerminal 458,1,1,2026-08-24T00:00:00.000
459,LT000459,248,Vertex LogisticsTerminal 459,1,1,2026-08-24T00:00:00.000
460,LT000460,75,Meridian LogisticsTerminal 460,1,1,2026-08-24T00:00:00.000
461,LT000461,212,Ion LogisticsTerminal 461,1,1,2026-08-24T00:00:00.000
462,LT000462,227,Liberty LogisticsTerminal 462,1,1,2026-08-24T00:00:00.000
463,LT000463,147,Unity LogisticsTerminal 463,1,1,2026-08-24T00:00:00.000
464,LT000464,45,Pioneer LogisticsTerminal 464,1,1,2026-08-24T00:00:00.000
465,LT000465,212,Keystone LogisticsTerminal 465,1,1,2026-08-24T00:00:00.000
466,LT000466,79,Beacon LogisticsTerminal 466,1,1,2026-08-24T00:00:00.000
467,LT000467,127,Northstar LogisticsTerminal 467,1,1,2026-08-24T00:00:00.000
468,LT000468,61,Cedar LogisticsTerminal 468,1,1,2026-08-24T00:00:00.000
469,LT000469,245,Liberty LogisticsTerminal 469,1,1,2026-08-24T00:00:00.000
470,LT000470,77,Zenith LogisticsTerminal 470,1,1,2026-08-24T00:00:00.000
471,LT000471,120,Riverton LogisticsTerminal 471,1,1,2026-08-24T00:00:00.000
472,LT000472,192,Keystone LogisticsTerminal 472,1,1,2026-08-24T00:00:00.000
473,LT000473,194,Evergreen LogisticsTerminal 473,1,1,2026-08-24T00:00:00.000
474,LT000474,36,Titan LogisticsTerminal 474,1,1,2026-08-24T00:00:00.000
475,LT000475,36,Orion LogisticsTerminal 475,1,1,2026-08-24T00:00:00.000
476,LT000476,210,Junction LogisticsTerminal 476,1,1,2026-08-24T00:00:00.000
477,LT000477,246,Vertex LogisticsTerminal 477,1,1,2026-08-24T00:00:00.000
478,LT000478,248,Harbor LogisticsTerminal 478,1,1,2026-08-24T00:00:00.000
479,LT000479,86,Pioneer LogisticsTerminal 479,1,1,2026-08-24T00:00:00.000
480,LT000480,32,Summit LogisticsTerminal 480,1,1,2026-08-24T00:00:00.000
481,LT000481,180,Beacon LogisticsTerminal 481,1,1,2026-08-24T00:00:00.000
482,LT000482,97,Atlas LogisticsTerminal 482,1,1,2026-08-24T00:00:00.000
483,LT000483,36,Riverton LogisticsTerminal 483,1,1,2026-08-24T00:00:00.000
484,LT000484,44,Summit LogisticsTerminal 484,1,1,2026-08-24T00:00:00.000
485,LT000485,176,Northstar LogisticsTerminal 485,1,1,2026-08-24T00:00:00.000
486,LT000486,2,Zenith LogisticsTerminal 486,1,1,2026-08-24T00:00:00.000
487,LT000487,170,Atlas LogisticsTerminal 487,1,1,2026-08-24T00:00:00.000
488,LT000488,99,Forge LogisticsTerminal 488,1,1,2026-08-24T00:00:00.000
489,LT000489,33,Granite LogisticsTerminal 489,1,1,2026-08-24T00:00:00.000
490,LT000490,108,Orion LogisticsTerminal 490,1,1,2026-08-24T00:00:00.000
491,LT000491,9,Atlas LogisticsTerminal 491,1,1,2026-08-24T00:00:00.000
492,LT000492,111,Titan LogisticsTerminal 492,1,1,2026-08-24T00:00:00.000
493,LT000493,157,Orion LogisticsTerminal 493,1,1,2026-08-24T00:00:00.000
494,LT000494,52,Pioneer LogisticsTerminal 494,1,1,2026-08-24T00:00:00.000
495,LT000495,2,Harbor LogisticsTerminal 495,1,1,2026-08-24T00:00:00.000
496,LT000496,89,Riverton LogisticsTerminal 496,1,1,2026-08-24T00:00:00.000
497,LT000497,115,Ion LogisticsTerminal 497,1,1,2026-08-24T00:00:00.000
498,LT000498,183,Harbor LogisticsTerminal 498,1,1,2026-08-24T00:00:00.000
499,LT000499,28,Meridian LogisticsTerminal 499,1,1,2026-08-24T00:00:00.000
500,LT000500,5,Zenith LogisticsTerminal 500,1,1,2026-08-24T00:00:00.000
