SalesPromotionOfferKey,SalesPromotionOfferCode,SalesPromotionCampaignKey,SalesPromotionOfferName,SourceSystemKey,BatchId,LoadedAtUtc
303,SPO000303,51,Willow SalesPromotionOffer 303,1,1,2026-08-24T00:00:00.000
304,SPO000304,339,Ion SalesPromotionOffer 304,1,1,2026-08-24T00:00:00.000
305,SPO000305,163,Cedar SalesPromotionOffer 305,1,1,2026-08-24T00:00:00.000
306,SPO000306,448,Junction SalesPromotionOffer 306,1,1,2026-08-24T00:00:00.000
307,SPO000307,349,Atlas SalesPromotionOffer 307,1,1,2026-08-24T00:00:00.000
308,SPO000308,312,Willow SalesPromotionOffer 308,1,1,2026-08-24T00:00:00.000
309,SPO000309,478,Delta SalesPromotionOffer 309,1,1,2026-08-24T00:00:00.000
310,SPO000310,269,Unity SalesPromotionOffer 310,1,1,2026-08-24T00:00:00.000
311,SPO000311,323,Atlas SalesPromotionOffer 311,1,1,2026-08-24T00:00:00.000
312,SPO000312,420,Beacon SalesPromotionOffer 312,1,1,2026-08-24T00:00:00.000
313,SPO000313,131,Delta SalesPromotionOffer 313,1,1,2026-08-24T00:00:00.000
314,SPO000314,116,Meridian SalesPromotionOffer 314,1,1,2026-08-24T00:00:00.000
315,SPO000315,461,Northstar SalesPromotionOffer 315,1,1,2026-08-24T00:00:00.000
316,SPO000316,477,Forge SalesPromotionOffer 316,1,1,2026-08-24T00:00:00.000
317,SPO000317,124,Willow SalesPromotionOffer 317,1,1,2026-08-24T00:00:00.000
318,SPO000318,172,Liberty SalesPromotionOffer 318,1,1,2026-08-24T00:00:00.000
319,SPO000319,204,Delta SalesPromotionOffer 319,1,1,2026-08-24T00:00:00.000
320,SPO000320,304,Quartz SalesPromotionOffer 320,1,1,2026-08-24T00:00:00.000
321,SPO000321,332,Orion SalesPromotionOffer 321,1,1,2026-08-24T00:00:00.000
322,SPO000322,147,Delta SalesPromotionOffer 322,1,1,2026-08-24T00:00:00.000
323,SPO000323,199,Pioneer SalesPromotionOffer 323,1,1,2026-08-24T00:00:00.000
324,SPO000324,220,Cedar SalesPromotionOffer 324,1,1,2026-08-24T00:00:00.000
325,SPO000325,267,Summit SalesPromotionOffer 325,1,1,2026-08-24T00:00:00.000
326,SPO000326,241,Zenith SalesPromotionOffer 326,1,1,2026-08-24T00:00:00.000
327,SPO000327,54,Vertex SalesPromotionOffer 327,1,1,2026-08-24T00:00:00.000
328,SPO000328,476,Keystone SalesPromotionOffer 328,1,1,2026-08-24T00:00:00.000
329,SPO000329,386,Atlas SalesPromotionOffer 329,1,1,2026-08-24T00:00:00.000
330,SPO000330,313,Vertex SalesPromotionOffer 330,1,1,2026-08-24T00:00:00.000
331,SPO000331,390,Meridian SalesPromotionOffer 331,1,1,2026-08-24T00:00:00.000
332,SPO000332,284,Liberty SalesPromotionOffer 332,1,1,2026-08-24T00:00:00.000
333,SPO000333,221,Meridian SalesPromotionOffer 333,1,1,2026-08-24T00:00:00.000
334,SPO000334,488,Liberty SalesPromotionOffer 334,1,1,2026-08-24T00:00:00.000
335,SPO000335,19,Unity SalesPromotionOffer 335,1,1,2026-08-24T00:00:00.000
336,SPO000336,216,Unity SalesPromotionOffer 336,1,1,2026-08-24T00:00:00.000
337,SPO000337,208,Meridian SalesPromotionOffer 337,1,1,2026-08-24T00:00:00.000
338,SPO000338,186,Evergreen SalesPromotionOffer 338,1,1,2026-08-24T00:00:00.000
339,SPO000339,448,Evergreen SalesPromotionOffer 339,1,1,2026-08-24T00:00:00.000
340,SPO000340,345,Zenith SalesPromotionOffer 340,1,1,2026-08-24T00:00:00.000
341,SPO000341,340,Unity SalesPromotionOffer 341,1,1,2026-08-24T00:00:00.000
342,SPO000342,424,Pioneer SalesPromotionOffer 342,1,1,2026-08-24T00:00:00.000
343,SPO000343,124,Beacon SalesPromotionOffer 343,1,1,2026-08-24T00:00:00.000
344,SPO000344,450,Junction SalesPromotionOffer 344,1,1,2026-08-24T00:00:00.000
345,SPO000345,275,Unity SalesPromotionOffer 345,1,1,2026-08-24T00:00:00.000
346,SPO000346,82,Vertex SalesPromotionOffer 346,1,1,2026-08-24T00:00:00.000
347,SPO000347,71,Titan SalesPromotionOffer 347,1,1,2026-08-24T00:00:00.000
348,SPO000348,478,Evergreen SalesPromotionOffer 348,1,1,2026-08-24T00:00:00.000
349,SPO000349,272,Zenith SalesPromotionOffer 349,1,1,2026-08-24T00:00:00.000
350,SPO000350,291,Keystone SalesPromotionOffer 350,1,1,2026-08-24T00:00:00.000
351,SPO000351,499,Willow SalesPromotionOffer 351,1,1,2026-08-24T00:00:00.000
352,SPO000352,423,Beacon SalesPromotionOffer 352,1,1,2026-08-24T00:00:00.000
353,SPO000353,123,Delta SalesPromotionOffer 353,1,1,2026-08-24T00:00:00.000
354,SPO000354,420,Quartz SalesPromotionOffer 354,1,1,2026-08-24T00:00:00.000
355,SPO000355,190,Quartz SalesPromotionOffer 355,1,1,2026-08-24T00:00:00.000
356,SPO000356,426,Ion SalesPromotionOffer 356,1,1,2026-08-24T00:00:00.000
357,SPO000357,238,Evergreen SalesPromotionOffer 357,1,1,2026-08-24T00:00:00.000
358,SPO000358,208,Orion SalesPromotionOffer 358,1,1,2026-08-24T00:00:00.000
359,SPO000359,178,Vertex SalesPromotionOffer 359,1,1,2026-08-24T00:00:00.000
360,SPO000360,184,Forge SalesPromotionOffer 360,1,1,2026-08-24T00:00:00.000
361,SPO000361,112,Delta SalesPromotionOffer 361,1,1,2026-08-24T00:00:00.000
362,SPO000362,455,Pioneer SalesPromotionOffer 362,1,1,2026-08-24T00:00:00.000
363,SPO000363,94,Liberty SalesPromotionOffer 363,1,1,2026-08-24T00:00:00.000
364,SPO000364,321,Harbor SalesPromotionOffer 364,1,1,2026-08-24T00:00:00.000
365,SPO000365,468,Orion SalesPromotionOffer 365,1,1,2026-08-24T00:00:00.000
366,SPO000366,51,Summit SalesPromotionOffer 366,1,1,2026-08-24T00:00:00.000
367,SPO000367,216,Beacon SalesPromotionOffer 367,1,1,2026-08-24T00:00:00.000
368,SPO000368,487,Forge SalesPromotionOffer 368,1,1,2026-08-24T00:00:00.000
369,SPO000369,21,Atlas SalesPromotionOffer 369,1,1,2026-08-24T00:00:00.000
370,SPO000370,140,Junction SalesPromotionOffer 370,1,1,2026-08-24T00:00:00.000
371,SPO000371,254,Unity SalesPromotionOffer 371,1,1,2026-08-24T00:00:00.000
372,SPO000372,388,Summit SalesPromotionOffer 372,1,1,2026-08-24T00:00:00.000
373,SPO000373,471,Vertex SalesPromotionOffer 373,1,1,2026-08-24T00:00:00.000
374,SPO000374,197,Granite SalesPromotionOffer 374,1,1,2026-08-24T00:00:00.000
375,SPO000375,320,Cedar SalesPromotionOffer 375,1,1,2026-08-24T00:00:00.000
376,SPO000376,194,Harbor SalesPromotionOffer 376,1,1,2026-08-24T00:00:00.000
377,SPO000377,30,Granite SalesPromotionOffer 377,1,1,2026-08-24T00:00:00.000
378,SPO000378,52,Zenith SalesPromotionOffer 378,1,1,2026-08-24T00:00:00.000
379,SPO000379,230,Ion SalesPromotionOffer 379,1,1,2026-08-24T00:00:00.000
380,SPO000380,425,Liberty SalesPromotionOffer 380,1,1,2026-08-24T00:00:00.000
381,SPO000381,103,Delta SalesPromotionOffer 381,1,1,2026-08-24T00:00:00.000
382,SPO000382,389,Evergreen SalesPromotionOffer 382,1,1,2026-08-24T00:00:00.000
383,SPO000383,380,Northstar SalesPromotionOffer 383,1,1,2026-08-24T00:00:00.000
384,SPO000384,134,Cedar SalesPromotionOffer 384,1,1,2026-08-24T00:00:00.000
385,SPO000385,39,Willow SalesPromotionOffer 385,1,1,2026-08-24T00:00:00.000
386,SPO000386,174,Riverton SalesPromotionOffer 386,1,1,2026-08-24T00:00:00.000
387,SPO000387,205,Delta SalesPromotionOffer 387,1,1,2026-08-24T00:00:00.000
388,SPO000388,485,Beacon SalesPromotionOffer 388,1,1,2026-08-24T00:00:00.000
389,SPO000389,319,Northstar SalesPromotionOffer 389,1,1,2026-08-24T00:00:00.000
390,SPO000390,144,Delta SalesPromotionOffer 390,1,1,2026-08-24T00:00:00.000
391,SPO000391,324,Zenith SalesPromotionOffer 391,1,1,2026-08-24T00:00:00.000
392,SPO000392,230,Northstar SalesPromotionOffer 392,1,1,2026-08-24T00:00:00.000
393,SPO000393,188,Willow SalesPromotionOffer 393,1,1,2026-08-24T00:00:00.000
394,SPO000394,223,Riverton SalesPromotionOffer 394,1,1,2026-08-24T00:00:00.000
395,SPO000395,98,Zenith SalesPromotionOffer 395,1,1,2026-08-24T00:00:00.000
396,SPO000396,345,Evergreen SalesPromotionOffer 396,1,1,2026-08-24T00:00:00.000
397,SPO000397,60,Titan SalesPromotionOffer 397,1,1,2026-08-24T00:00:00.000
398,SPO000398,329,Northstar SalesPromotionOffer 398,1,1,2026-08-24T00:00:00.000
399,SPO000399,248,Evergreen SalesPromotionOffer 399,1,1,2026-08-24T00:00:00.000
400,SPO000400,240,Harbor SalesPromotionOffer 400,1,1,2026-08-24T00:00:00.000
401,SPO000401,327,Unity SalesPromotionOffer 401,1,1,2026-08-24T00:00:00.000
402,SPO000402,62,Ion SalesPromotionOffer 402,1,1,2026-08-24T00:00:00.000
403,SPO000403,417,Summit SalesPromotionOffer 403,1,1,2026-08-24T00:00:00.000
404,SPO000404,409,Granite SalesPromotionOffer 404,1,1,2026-08-24T00:00:00.000
405,SPO000405,161,Northstar SalesPromotionOffer 405,1,1,2026-08-24T00:00:00.000
406,SPO000406,283,Atlas SalesPromotionOffer 406,1,1,2026-08-24T00:00:00.000
407,SPO000407,426,Orion SalesPromotionOffer 407,1,1,2026-08-24T00:00:00.000
408,SPO000408,134,Riverton SalesPromotionOffer 408,1,1,2026-08-24T00:00:00.000
409,SPO000409,144,Meridian SalesPromotionOffer 409,1,1,2026-08-24T00:00:00.000
410,SPO000410,325,Quartz SalesPromotionOffer 410,1,1,2026-08-24T00:00:00.000
411,SPO000411,492,Granite SalesPromotionOffer 411,1,1,2026-08-24T00:00:00.000
412,SPO000412,427,Pioneer SalesPromotionOffer 412,1,1,2026-08-24T00:00:00.000
413,SPO000413,175,Ion SalesPromotionOffer 413,1,1,2026-08-24T00:00:00.000
414,SPO000414,395,Riverton SalesPromotionOffer 414,1,1,2026-08-24T00:00:00.000
415,SPO000415,6,Vertex SalesPromotionOffer 415,1,1,2026-08-24T00:00:00.000
416,SPO000416,20,Titan SalesPromotionOffer 416,1,1,2026-08-24T00:00:00.000
417,SPO000417,470,Evergreen SalesPromotionOffer 417,1,1,2026-08-24T00:00:00.000
418,SPO000418,362,Quartz SalesPromotionOffer 418,1,1,2026-08-24T00:00:00.000
419,SPO000419,183,Zenith SalesPromotionOffer 419,1,1,2026-08-24T00:00:00.000
420,SPO000420,25,Beacon SalesPromotionOffer 420,1,1,2026-08-24T00:00:00.000
421,SPO000421,210,Zenith SalesPromotionOffer 421,1,1,2026-08-24T00:00:00.000
422,SPO000422,473,Ion SalesPromotionOffer 422,1,1,2026-08-24T00:00:00.000
423,SPO000423,192,Pioneer SalesPromotionOffer 423,1,1,2026-08-24T00:00:00.000
424,SPO000424,363,Willow SalesPromotionOffer 424,1,1,2026-08-24T00:00:00.000
425,SPO000425,423,Liberty SalesPromotionOffer 425,1,1,2026-08-24T00:00:00.000
426,SPO000426,433,Summit SalesPromotionOffer 426,1,1,2026-08-24T00:00:00.000
427,SPO000427,88,Summit SalesPromotionOffer 427,1,1,2026-08-24T00:00:00.000
428,SPO000428,78,Titan SalesPromotionOffer 428,1,1,2026-08-24T00:00:00.000
429,SPO000429,495,Quartz SalesPromotionOffer 429,1,1,2026-08-24T00:00:00.000
430,SPO000430,498,Atlas SalesPromotionOffer 430,1,1,2026-08-24T00:00:00.000
431,SPO000431,277,Zenith SalesPromotionOffer 431,1,1,2026-08-24T00:00:00.000
432,SPO000432,224,Granite SalesPromotionOffer 432,1,1,2026-08-24T00:00:00.000
433,SPO000433,304,Harbor SalesPromotionOffer 433,1,1,2026-08-24T00:00:00.000
434,SPO000434,444,Evergreen SalesPromotionOffer 434,1,1,2026-08-24T00:00:00.000
435,SPO000435,182,Northstar SalesPromotionOffer 435,1,1,2026-08-24T00:00:00.000
436,SPO000436,444,Harbor SalesPromotionOffer 436,1,1,2026-08-24T00:00:00.000
437,SPO000437,58,Liberty SalesPromotionOffer 437,1,1,2026-08-24T00:00:00.000
438,SPO000438,182,Orion SalesPromotionOffer 438,1,1,2026-08-24T00:00:00.000
439,SPO000439,335,Vertex SalesPromotionOffer 439,1,1,2026-08-24T00:00:00.000
440,SPO000440,454,Liberty SalesPromotionOffer 440,1,1,2026-08-24T00:00:00.000
441,SPO000441,146,Ion SalesPromotionOffer 441,1,1,2026-08-24T00:00:00.000
442,SPO000442,11,Forge SalesPromotionOffer 442,1,1,2026-08-24T00:00:00.000
443,SPO000443,19,Evergreen SalesPromotionOffer 443,1,1,2026-08-24T00:00:00.000
444,SPO000444,236,Cedar SalesPromotionOffer 444,1,1,2026-08-24T00:00:00.000
445,SPO000445,218,Beacon SalesPromotionOffer 445,1,1,2026-08-24T00:00:00.000
446,SPO000446,152,Granite SalesPromotionOffer 446,1,1,2026-08-24T00:00:00.000
447,SPO000447,321,Vertex SalesPromotionOffer 447,1,1,2026-08-24T00:00:00.000
448,SPO000448,250,Junction SalesPromotionOffer 448,1,1,2026-08-24T00:00:00.000
449,SPO000449,387,Northstar SalesPromotionOffer 449,1,1,2026-08-24T00:00:00.000
450,SPO000450,275,Summit SalesPromotionOffer 450,1,1,2026-08-24T00:00:00.000
451,SPO000451,55,Pioneer SalesPromotionOffer 451,1,1,2026-08-24T00:00:00.000
452,SPO000452,309,Atlas SalesPromotionOffer 452,1,1,2026-08-24T00:00:00.000
453,SPO000453,186,Harbor SalesPromotionOffer 453,1,1,2026-08-24T00:00:00.000
454,SPO000454,436,Beacon SalesPromotionOffer 454,1,1,2026-08-24T00:00:00.000
455,SPO000455,299,Pioneer SalesPromotionOffer 455,1,1,2026-08-24T00:00:00.000
456,SPO000456,237,Granite SalesPromotionOffer 456,1,1,2026-08-24T00:00:00.000
457,SPO000457,333,Cedar SalesPromotionOffer 457,1,1,2026-08-24T00:00:00.000
458,SPO000458,239,Delta SalesPromotionOffer 458,1,1,2026-08-24T00:00:00.000
459,SPO000459,117,Junction SalesPromotionOffer 459,1,1,2026-08-24T00:00:00.000
460,SPO000460,193,Unity SalesPromotionOffer 460,1,1,2026-08-24T00:00:00.000
461,SPO000461,438,Unity SalesPromotionOffer 461,1,1,2026-08-24T00:00:00.000
462,SPO000462,271,Willow SalesPromotionOffer 462,1,1,2026-08-24T00:00:00.000
463,SPO000463,81,Orion SalesPromotionOffer 463,1,1,2026-08-24T00:00:00.000
464,SPO000464,498,Cedar SalesPromotionOffer 464,1,1,2026-08-24T00:00:00.000
465,SPO000465,493,Northstar SalesPromotionOffer 465,1,1,2026-08-24T00:00:00.000
466,SPO000466,390,Summit SalesPromotionOffer 466,1,1,2026-08-24T00:00:00.000
467,SPO000467,214,Orion SalesPromotionOffer 467,1,1,2026-08-24T00:00:00.000
468,SPO000468,227,Vertex SalesPromotionOffer 468,1,1,2026-08-24T00:00:00.000
469,SPO000469,274,Zenith SalesPromotionOffer 469,1,1,2026-08-24T00:00:00.000
470,SPO000470,382,Quartz SalesPromotionOffer 470,1,1,2026-08-24T00:00:00.000
471,SPO000471,375,Evergreen SalesPromotionOffer 471,1,1,2026-08-24T00:00:00.000
472,SPO000472,229,Junction SalesPromotionOffer 472,1,1,2026-08-24T00:00:00.000
473,SPO000473,92,Granite SalesPromotionOffer 473,1,1,2026-08-24T00:00:00.000
474,SPO000474,358,Atlas SalesPromotionOffer 474,1,1,2026-08-24T00:00:00.000
475,SPO000475,269,Pioneer SalesPromotionOffer 475,1,1,2026-08-24T00:00:00.000
476,SPO000476,476,Northstar SalesPromotionOffer 476,1,1,2026-08-24T00:00:00.000
477,SPO000477,256,Atlas SalesPromotionOffer 477,1,1,2026-08-24T00:00:00.000
478,SPO000478,332,Unity SalesPromotionOffer 478,1,1,2026-08-24T00:00:00.000
479,SPO000479,14,Delta SalesPromotionOffer 479,1,1,2026-08-24T00:00:00.000
480,SPO000480,383,Forge SalesPromotionOffer 480,1,1,2026-08-24T00:00:00.000
481,SPO000481,124,Riverton SalesPromotionOffer 481,1,1,2026-08-24T00:00:00.000
482,SPO000482,183,Liberty SalesPromotionOffer 482,1,1,2026-08-24T00:00:00.000
483,SPO000483,352,Evergreen SalesPromotionOffer 483,1,1,2026-08-24T00:00:00.000
484,SPO000484,37,Atlas SalesPromotionOffer 484,1,1,2026-08-24T00:00:00.000
485,SPO000485,356,Evergreen SalesPromotionOffer 485,1,1,2026-08-24T00:00:00.000
486,SPO000486,358,Orion SalesPromotionOffer 486,1,1,2026-08-24T00:00:00.000
487,SPO000487,269,Beacon SalesPromotionOffer 487,1,1,2026-08-24T00:00:00.000
488,SPO000488,275,Willow SalesPromotionOffer 488,1,1,2026-08-24T00:00:00.000
489,SPO000489,110,Ion SalesPromotionOffer 489,1,1,2026-08-24T00:00:00.000
490,SPO000490,118,Delta SalesPromotionOffer 490,1,1,2026-08-24T00:00:00.000
491,SPO000491,152,Liberty SalesPromotionOffer 491,1,1,2026-08-24T00:00:00.000
492,SPO000492,302,Forge SalesPromotionOffer 492,1,1,2026-08-24T00:00:00.000
493,SPO000493,117,Orion SalesPromotionOffer 493,1,1,2026-08-24T00:00:00.000
494,SPO000494,128,Junction SalesPromotionOffer 494,1,1,2026-08-24T00:00:00.000
495,SPO000495,183,Riverton SalesPromotionOffer 495,1,1,2026-08-24T00:00:00.000
496,SPO000496,161,Keystone SalesPromotionOffer 496,1,1,2026-08-24T00:00:00.000
497,SPO000497,339,Pioneer SalesPromotionOffer 497,1,1,2026-08-24T00:00:00.000
498,SPO000498,256,Ion SalesPromotionOffer 498,1,1,2026-08-24T00:00:00.000
499,SPO000499,112,Willow SalesPromotionOffer 499,1,1,2026-08-24T00:00:00.000
500,SPO000500,170,Meridian SalesPromotionOffer 500,1,1,2026-08-24T00:00:00.000
