FinanceProfitCenterKey,FinanceProfitCenterCode,FinanceMarketSegmentKey,FinanceProfitCenterName,SourceSystemKey,BatchId,LoadedAtUtc
303,FPC000303,139,Quartz FinanceProfitCenter 303,1,1,2026-08-24T00:00:00.000
304,FPC000304,120,Pioneer FinanceProfitCenter 304,1,1,2026-08-24T00:00:00.000
305,FPC000305,77,Riverton FinanceProfitCenter 305,1,1,2026-08-24T00:00:00.000
306,FPC000306,136,Liberty FinanceProfitCenter 306,1,1,2026-08-24T00:00:00.000
307,FPC000307,146,Granite FinanceProfitCenter 307,1,1,2026-08-24T00:00:00.000
308,FPC000308,135,Summit FinanceProfitCenter 308,1,1,2026-08-24T00:00:00.000
309,FPC000309,168,Unity FinanceProfitCenter 309,1,1,2026-08-24T00:00:00.000
310,FPC000310,52,Willow FinanceProfitCenter 310,1,1,2026-08-24T00:00:00.000
311,FPC000311,81,Ion FinanceProfitCenter 311,1,1,2026-08-24T00:00:00.000
312,FPC000312,73,Granite FinanceProfitCenter 312,1,1,2026-08-24T00:00:00.000
313,FPC000313,170,Summit FinanceProfitCenter 313,1,1,2026-08-24T00:00:00.000
314,FPC000314,14,Unity FinanceProfitCenter 314,1,1,2026-08-24T00:00:00.000
315,FPC000315,192,Vertex FinanceProfitCenter 315,1,1,2026-08-24T00:00:00.000
316,FPC000316,48,Atlas FinanceProfitCenter 316,1,1,2026-08-24T00:00:00.000
317,FPC000317,110,Evergreen FinanceProfitCenter 317,1,1,2026-08-24T00:00:00.000
318,FPC000318,45,Forge FinanceProfitCenter 318,1,1,2026-08-24T00:00:00.000
319,FPC000319,197,Junction FinanceProfitCenter 319,1,1,2026-08-24T00:00:00.000
320,FPC000320,48,Granite FinanceProfitCenter 320,1,1,2026-08-24T00:00:00.000
321,FPC000321,61,Northstar FinanceProfitCenter 321,1,1,2026-08-24T00:00:00.000
322,FPC000322,118,Forge FinanceProfitCenter 322,1,1,2026-08-24T00:00:00.000
323,FPC000323,179,Keystone FinanceProfitCenter 323,1,1,2026-08-24T00:00:00.000
324,FPC000324,65,Beacon FinanceProfitCenter 324,1,1,2026-08-24T00:00:00.000
325,FPC000325,118,Titan FinanceProfitCenter 325,1,1,2026-08-24T00:00:00.000
326,FPC000326,151,Atlas FinanceProfitCenter 326,1,1,2026-08-24T00:00:00.000
327,FPC000327,181,Cedar FinanceProfitCenter 327,1,1,2026-08-24T00:00:00.000
328,FPC000328,84,Atlas FinanceProfitCenter 328,1,1,2026-08-24T00:00:00.000
329,FPC000329,177,Summit FinanceProfitCenter 329,1,1,2026-08-24T00:00:00.000
330,FPC000330,191,Junction FinanceProfitCenter 330,1,1,2026-08-24T00:00:00.000
331,FPC000331,94,Unity FinanceProfitCenter 331,1,1,2026-08-24T00:00:00.000
332,FPC000332,90,Willow FinanceProfitCenter 332,1,1,2026-08-24T00:00:00.000
333,FPC000333,17,Zenith FinanceProfitCenter 333,1,1,2026-08-24T00:00:00.000
334,FPC000334,174,Junction FinanceProfitCenter 334,1,1,2026-08-24T00:00:00.000
335,FPC000335,36,Evergreen FinanceProfitCenter 335,1,1,2026-08-24T00:00:00.000
336,FPC000336,21,Keystone FinanceProfitCenter 336,1,1,2026-08-24T00:00:00.000
337,FPC000337,21,Vertex FinanceProfitCenter 337,1,1,2026-08-24T00:00:00.000
338,FPC000338,123,Delta FinanceProfitCenter 338,1,1,2026-08-24T00:00:00.000
339,FPC000339,176,Liberty FinanceProfitCenter 339,1,1,2026-08-24T00:00:00.000
340,FPC000340,74,Unity FinanceProfitCenter 340,1,1,2026-08-24T00:00:00.000
341,FPC000341,162,Northstar FinanceProfitCenter 341,1,1,2026-08-24T00:00:00.000
342,FPC000342,181,Beacon FinanceProfitCenter 342,1,1,2026-08-24T00:00:00.000
343,FPC000343,153,Atlas FinanceProfitCenter 343,1,1,2026-08-24T00:00:00.000
344,FPC000344,169,Unity FinanceProfitCenter 344,1,1,2026-08-24T00:00:00.000
345,FPC000345,129,Titan FinanceProfitCenter 345,1,1,2026-08-24T00:00:00.000
346,FPC000346,141,Unity FinanceProfitCenter 346,1,1,2026-08-24T00:00:00.000
347,FPC000347,33,Keystone FinanceProfitCenter 347,1,1,2026-08-24T00:00:00.000
348,FPC000348,174,Atlas FinanceProfitCenter 348,1,1,2026-08-24T00:00:00.000
349,FPC000349,21,Titan FinanceProfitCenter 349,1,1,2026-08-24T00:00:00.000
350,FPC000350,15,Liberty FinanceProfitCenter 350,1,1,2026-08-24T00:00:00.000
351,FPC000351,106,Granite FinanceProfitCenter 351,1,1,2026-08-24T00:00:00.000
352,FPC000352,181,Pioneer FinanceProfitCenter 352,1,1,2026-08-24T00:00:00.000
353,FPC000353,109,Delta FinanceProfitCenter 353,1,1,2026-08-24T00:00:00.000
354,FPC000354,195,Beacon FinanceProfitCenter 354,1,1,2026-08-24T00:00:00.000
355,FPC000355,135,Vertex FinanceProfitCenter 355,1,1,2026-08-24T00:00:00.000
356,FPC000356,70,Beacon FinanceProfitCenter 356,1,1,2026-08-24T00:00:00.000
357,FPC000357,191,Cedar FinanceProfitCenter 357,1,1,2026-08-24T00:00:00.000
358,FPC000358,50,Harbor FinanceProfitCenter 358,1,1,2026-08-24T00:00:00.000
359,FPC000359,80,Unity FinanceProfitCenter 359,1,1,2026-08-24T00:00:00.000
360,FPC000360,68,Cedar FinanceProfitCenter 360,1,1,2026-08-24T00:00:00.000
361,FPC000361,121,Unity FinanceProfitCenter 361,1,1,2026-08-24T00:00:00.000
362,FPC000362,114,Zenith FinanceProfitCenter 362,1,1,2026-08-24T00:00:00.000
363,FPC000363,117,Forge FinanceProfitCenter 363,1,1,2026-08-24T00:00:00.000
364,FPC000364,38,Summit FinanceProfitCenter 364,1,1,2026-08-24T00:00:00.000
365,FPC000365,137,Vertex FinanceProfitCenter 365,1,1,2026-08-24T00:00:00.000
366,FPC000366,105,Vertex FinanceProfitCenter 366,1,1,2026-08-24T00:00:00.000
367,FPC000367,167,Beacon FinanceProfitCenter 367,1,1,2026-08-24T00:00:00.000
368,FPC000368,105,Meridian FinanceProfitCenter 368,1,1,2026-08-24T00:00:00.000
369,FPC000369,72,Titan FinanceProfitCenter 369,1,1,2026-08-24T00:00:00.000
370,FPC000370,97,Junction FinanceProfitCenter 370,1,1,2026-08-24T00:00:00.000
371,FPC000371,88,Harbor FinanceProfitCenter 371,1,1,2026-08-24T00:00:00.000
372,FPC000372,138,Unity FinanceProfitCenter 372,1,1,2026-08-24T00:00:00.000
373,FPC000373,34,Titan FinanceProfitCenter 373,1,1,2026-08-24T00:00:00.000
374,FPC000374,65,Willow FinanceProfitCenter 374,1,1,2026-08-24T00:00:00.000
375,FPC000375,132,Forge FinanceProfitCenter 375,1,1,2026-08-24T00:00:00.000
376,FPC000376,76,Zenith FinanceProfitCenter 376,1,1,2026-08-24T00:00:00.000
377,FPC000377,44,Evergreen FinanceProfitCenter 377,1,1,2026-08-24T00:00:00.000
378,FPC000378,151,Summit FinanceProfitCenter 378,1,1,2026-08-24T00:00:00.000
379,FPC000379,117,Titan FinanceProfitCenter 379,1,1,2026-08-24T00:00:00.000
380,FPC000380,21,Granite FinanceProfitCenter 380,1,1,2026-08-24T00:00:00.000
381,FPC000381,57,Atlas FinanceProfitCenter 381,1,1,2026-08-24T00:00:00.000
382,FPC000382,144,Titan FinanceProfitCenter 382,1,1,2026-08-24T00:00:00.000
383,FPC000383,10,Northstar FinanceProfitCenter 383,1,1,2026-08-24T00:00:00.000
384,FPC000384,34,Atlas FinanceProfitCenter 384,1,1,2026-08-24T00:00:00.000
385,FPC000385,198,Zenith FinanceProfitCenter 385,1,1,2026-08-24T00:00:00.000
386,FPC000386,171,Vertex FinanceProfitCenter 386,1,1,2026-08-24T00:00:00.000
387,FPC000387,150,Quartz FinanceProfitCenter 387,1,1,2026-08-24T00:00:00.000
388,FPC000388,53,Junction FinanceProfitCenter 388,1,1,2026-08-24T00:00:00.000
389,FPC000389,200,Pioneer FinanceProfitCenter 389,1,1,2026-08-24T00:00:00.000
390,FPC000390,199,Quartz FinanceProfitCenter 390,1,1,2026-08-24T00:00:00.000
391,FPC000391,50,Willow FinanceProfitCenter 391,1,1,2026-08-24T00:00:00.000
392,FPC000392,155,Ion FinanceProfitCenter 392,1,1,2026-08-24T00:00:00.000
393,FPC000393,68,Unity FinanceProfitCenter 393,1,1,2026-08-24T00:00:00.000
394,FPC000394,3,Meridian FinanceProfitCenter 394,1,1,2026-08-24T00:00:00.000
395,FPC000395,89,Vertex FinanceProfitCenter 395,1,1,2026-08-24T00:00:00.000
396,FPC000396,96,Evergreen FinanceProfitCenter 396,1,1,2026-08-24T00:00:00.000
397,FPC000397,51,Beacon FinanceProfitCenter 397,1,1,2026-08-24T00:00:00.000
398,FPC000398,172,Summit FinanceProfitCenter 398,1,1,2026-08-24T00:00:00.000
399,FPC000399,10,Vertex FinanceProfitCenter 399,1,1,2026-08-24T00:00:00.000
400,FPC000400,35,Meridian FinanceProfitCenter 400,1,1,2026-08-24T00:00:00.000
401,FPC000401,14,Vertex FinanceProfitCenter 401,1,1,2026-08-24T00:00:00.000
402,FPC000402,2,Liberty FinanceProfitCenter 402,1,1,2026-08-24T00:00:00.000
403,FPC000403,80,Riverton FinanceProfitCenter 403,1,1,2026-08-24T00:00:00.000
404,FPC000404,15,Vertex FinanceProfitCenter 404,1,1,2026-08-24T00:00:00.000
405,FPC000405,165,Unity FinanceProfitCenter 405,1,1,2026-08-24T00:00:00.000
406,FPC000406,124,Cedar FinanceProfitCenter 406,1,1,2026-08-24T00:00:00.000
407,FPC000407,14,Titan FinanceProfitCenter 407,1,1,2026-08-24T00:00:00.000
408,FPC000408,44,Vertex FinanceProfitCenter 408,1,1,2026-08-24T00:00:00.000
409,FPC000409,182,Atlas FinanceProfitCenter 409,1,1,2026-08-24T00:00:00.000
410,FPC000410,183,Junction FinanceProfitCenter 410,1,1,2026-08-24T00:00:00.000
411,FPC000411,51,Junction FinanceProfitCenter 411,1,1,2026-08-24T00:00:00.000
412,FPC000412,118,Quartz FinanceProfitCenter 412,1,1,2026-08-24T00:00:00.000
413,FPC000413,171,Vertex FinanceProfitCenter 413,1,1,2026-08-24T00:00:00.000
414,FPC000414,99,Beacon FinanceProfitCenter 414,1,1,2026-08-24T00:00:00.000
415,FPC000415,119,Meridian FinanceProfitCenter 415,1,1,2026-08-24T00:00:00.000
416,FPC000416,164,Riverton FinanceProfitCenter 416,1,1,2026-08-24T00:00:00.000
417,FPC000417,105,Vertex FinanceProfitCenter 417,1,1,2026-08-24T00:00:00.000
418,FPC000418,106,Titan FinanceProfitCenter 418,1,1,2026-08-24T00:00:00.000
419,FPC000419,126,Riverton FinanceProfitCenter 419,1,1,2026-08-24T00:00:00.000
420,FPC000420,50,Unity FinanceProfitCenter 420,1,1,2026-08-24T00:00:00.000
421,FPC000421,168,Keystone FinanceProfitCenter 421,1,1,2026-08-24T00:00:00.000
422,FPC000422,89,Evergreen FinanceProfitCenter 422,1,1,2026-08-24T00:00:00.000
423,FPC000423,109,Keystone FinanceProfitCenter 423,1,1,2026-08-24T00:00:00.000
424,FPC000424,55,Harbor FinanceProfitCenter 424,1,1,2026-08-24T00:00:00.000
425,FPC000425,135,Beacon FinanceProfitCenter 425,1,1,2026-08-24T00:00:00.000
426,FPC000426,187,Titan FinanceProfitCenter 426,1,1,2026-08-24T00:00:00.000
427,FPC000427,122,Orion FinanceProfitCenter 427,1,1,2026-08-24T00:00:00.000
428,FPC000428,174,Northstar FinanceProfitCenter 428,1,1,2026-08-24T00:00:00.000
429,FPC000429,131,Junction FinanceProfitCenter 429,1,1,2026-08-24T00:00:00.000
430,FPC000430,99,Beacon FinanceProfitCenter 430,1,1,2026-08-24T00:00:00.000
431,FPC000431,71,Willow FinanceProfitCenter 431,1,1,2026-08-24T00:00:00.000
432,FPC000432,31,Atlas FinanceProfitCenter 432,1,1,2026-08-24T00:00:00.000
433,FPC000433,172,Delta FinanceProfitCenter 433,1,1,2026-08-24T00:00:00.000
434,FPC000434,94,Vertex FinanceProfitCenter 434,1,1,2026-08-24T00:00:00.000
435,FPC000435,40,Summit FinanceProfitCenter 435,1,1,2026-08-24T00:00:00.000
436,FPC000436,177,Quartz FinanceProfitCenter 436,1,1,2026-08-24T00:00:00.000
437,FPC000437,130,Delta FinanceProfitCenter 437,1,1,2026-08-24T00:00:00.000
438,FPC000438,18,Liberty FinanceProfitCenter 438,1,1,2026-08-24T00:00:00.000
439,FPC000439,110,Cedar FinanceProfitCenter 439,1,1,2026-08-24T00:00:00.000
440,FPC000440,142,Cedar FinanceProfitCenter 440,1,1,2026-08-24T00:00:00.000
441,FPC000441,180,Junction FinanceProfitCenter 441,1,1,2026-08-24T00:00:00.000
442,FPC000442,193,Delta FinanceProfitCenter 442,1,1,2026-08-24T00:00:00.000
443,FPC000443,31,Delta FinanceProfitCenter 443,1,1,2026-08-24T00:00:00.000
444,FPC000444,188,Granite FinanceProfitCenter 444,1,1,2026-08-24T00:00:00.000
445,FPC000445,172,Riverton FinanceProfitCenter 445,1,1,2026-08-24T00:00:00.000
446,FPC000446,131,Harbor FinanceProfitCenter 446,1,1,2026-08-24T00:00:00.000
447,FPC000447,26,Junction FinanceProfitCenter 447,1,1,2026-08-24T00:00:00.000
448,FPC000448,128,Unity FinanceProfitCenter 448,1,1,2026-08-24T00:00:00.000
449,FPC000449,28,Delta FinanceProfitCenter 449,1,1,2026-08-24T00:00:00.000
450,FPC000450,72,Keystone FinanceProfitCenter 450,1,1,2026-08-24T00:00:00.000
451,FPC000451,117,Delta FinanceProfitCenter 451,1,1,2026-08-24T00:00:00.000
452,FPC000452,100,Evergreen FinanceProfitCenter 452,1,1,2026-08-24T00:00:00.000
453,FPC000453,82,Atlas FinanceProfitCenter 453,1,1,2026-08-24T00:00:00.000
454,FPC000454,65,Northstar FinanceProfitCenter 454,1,1,2026-08-24T00:00:00.000
455,FPC000455,80,Meridian FinanceProfitCenter 455,1,1,2026-08-24T00:00:00.000
456,FPC000456,87,Delta FinanceProfitCenter 456,1,1,2026-08-24T00:00:00.000
457,FPC000457,157,Forge FinanceProfitCenter 457,1,1,2026-08-24T00:00:00.000
458,FPC000458,53,Atlas FinanceProfitCenter 458,1,1,2026-08-24T00:00:00.000
459,FPC000459,68,Riverton FinanceProfitCenter 459,1,1,2026-08-24T00:00:00.000
460,FPC000460,105,Northstar FinanceProfitCenter 460,1,1,2026-08-24T00:00:00.000
461,FPC000461,79,Willow FinanceProfitCenter 461,1,1,2026-08-24T00:00:00.000
462,FPC000462,81,Beacon FinanceProfitCenter 462,1,1,2026-08-24T00:00:00.000
463,FPC000463,127,Harbor FinanceProfitCenter 463,1,1,2026-08-24T00:00:00.000
464,FPC000464,103,Liberty FinanceProfitCenter 464,1,1,2026-08-24T00:00:00.000
465,FPC000465,191,Unity FinanceProfitCenter 465,1,1,2026-08-24T00:00:00.000
466,FPC000466,57,Forge FinanceProfitCenter 466,1,1,2026-08-24T00:00:00.000
467,FPC000467,65,Meridian FinanceProfitCenter 467,1,1,2026-08-24T00:00:00.000
468,FPC000468,134,Beacon FinanceProfitCenter 468,1,1,2026-08-24T00:00:00.000
469,FPC000469,36,Unity FinanceProfitCenter 469,1,1,2026-08-24T00:00:00.000
470,FPC000470,91,Vertex FinanceProfitCenter 470,1,1,2026-08-24T00:00:00.000
471,FPC000471,73,Beacon FinanceProfitCenter 471,1,1,2026-08-24T00:00:00.000
472,FPC000472,121,Keystone FinanceProfitCenter 472,1,1,2026-08-24T00:00:00.000
473,FPC000473,183,Summit FinanceProfitCenter 473,1,1,2026-08-24T00:00:00.000
474,FPC000474,29,Summit FinanceProfitCenter 474,1,1,2026-08-24T00:00:00.000
475,FPC000475,102,Junction FinanceProfitCenter 475,1,1,2026-08-24T00:00:00.000
476,FPC000476,3,Orion FinanceProfitCenter 476,1,1,2026-08-24T00:00:00.000
477,FPC000477,126,Evergreen FinanceProfitCenter 477,1,1,2026-08-24T00:00:00.000
478,FPC000478,146,Beacon FinanceProfitCenter 478,1,1,2026-08-24T00:00:00.000
479,FPC000479,20,Beacon FinanceProfitCenter 479,1,1,2026-08-24T00:00:00.000
480,FPC000480,93,Pioneer FinanceProfitCenter 480,1,1,2026-08-24T00:00:00.000
481,FPC000481,55,Unity FinanceProfitCenter 481,1,1,2026-08-24T00:00:00.000
482,FPC000482,182,Delta FinanceProfitCenter 482,1,1,2026-08-24T00:00:00.000
483,FPC000483,5,Liberty FinanceProfitCenter 483,1,1,2026-08-24T00:00:00.000
484,FPC000484,104,Orion FinanceProfitCenter 484,1,1,2026-08-24T00:00:00.000
485,FPC000485,14,Beacon FinanceProfitCenter 485,1,1,2026-08-24T00:00:00.000
486,FPC000486,197,Northstar FinanceProfitCenter 486,1,1,2026-08-24T00:00:00.000
487,FPC000487,33,Junction FinanceProfitCenter 487,1,1,2026-08-24T00:00:00.000
488,FPC000488,28,Liberty FinanceProfitCenter 488,1,1,2026-08-24T00:00:00.000
489,FPC000489,88,Ion FinanceProfitCenter 489,1,1,2026-08-24T00:00:00.000
490,FPC000490,169,Junction FinanceProfitCenter 490,1,1,2026-08-24T00:00:00.000
491,FPC000491,99,Vertex FinanceProfitCenter 491,1,1,2026-08-24T00:00:00.000
492,FPC000492,109,Willow FinanceProfitCenter 492,1,1,2026-08-24T00:00:00.000
493,FPC000493,155,Evergreen FinanceProfitCenter 493,1,1,2026-08-24T00:00:00.000
494,FPC000494,179,Keystone FinanceProfitCenter 494,1,1,2026-08-24T00:00:00.000
495,FPC000495,190,Zenith FinanceProfitCenter 495,1,1,2026-08-24T00:00:00.000
496,FPC000496,192,Atlas FinanceProfitCenter 496,1,1,2026-08-24T00:00:00.000
497,FPC000497,105,Quartz FinanceProfitCenter 497,1,1,2026-08-24T00:00:00.000
498,FPC000498,77,Atlas FinanceProfitCenter 498,1,1,2026-08-24T00:00:00.000
499,FPC000499,28,Zenith FinanceProfitCenter 499,1,1,2026-08-24T00:00:00.000
500,FPC000500,169,Harbor FinanceProfitCenter 500,1,1,2026-08-24T00:00:00.000
