SalesFulfillmentPromiseKey,FulfillmentPromiseCode,SalesOrderLineKey,FulfillmentPlantKey,ProductKey,SalesAllocationStatusKey,PromiseSequenceNumber,PromisedShipDate,PromisedDeliveryDate,SourceSystemKey,BatchId,LoadedAtUtc,EffectiveFromUtc,EffectiveToUtc,IsCurrent,RowHash
109,SFP000109,157,38,447,1,109,2020-04-19,2020-04-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0f1f720cd0835f81963ead228f8bc2650f1f720cd0835f81963ead228f8bc265
110,SFP000110,135,337,113,5,110,2020-04-20,2020-04-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,01782bd329f758a0a072b6c678d4319901782bd329f758a0a072b6c678d43199
111,SFP000111,248,69,26,5,111,2020-04-21,2020-04-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,becce0b4f94650df99e6f1ae09e3281cbecce0b4f94650df99e6f1ae09e3281c
112,SFP000112,399,214,293,8,112,2020-04-22,2020-04-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,742970cf8c225485b53796d15c9f6162742970cf8c225485b53796d15c9f6162
113,SFP000113,496,56,235,5,113,2020-04-23,2020-04-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,392c9df26fd05534b87a8ffbc03ca9ba392c9df26fd05534b87a8ffbc03ca9ba
114,SFP000114,94,332,377,8,114,2020-04-24,2020-04-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a3553bfbfffe5d8395e5d44fdd5b55a5a3553bfbfffe5d8395e5d44fdd5b55a5
115,SFP000115,107,303,309,10,115,2020-04-25,2020-04-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1322d0edf7825e25a1f115a4536fb7221322d0edf7825e25a1f115a4536fb722
116,SFP000116,133,105,237,6,116,2020-04-26,2020-04-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,43e6313b684c54ca8d45b217ab611dca43e6313b684c54ca8d45b217ab611dca
117,SFP000117,64,158,261,9,117,2020-04-27,2020-04-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0852da548d185254ac8b1c076f723af20852da548d185254ac8b1c076f723af2
118,SFP000118,71,331,107,8,118,2020-04-28,2020-04-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,490ba7c65cf95c14b514859d2feb974c490ba7c65cf95c14b514859d2feb974c
119,SFP000119,83,220,198,8,119,2020-04-29,2020-04-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2ecdd85169ac5da9905bd8de73ceaa2a2ecdd85169ac5da9905bd8de73ceaa2a
120,SFP000120,420,230,196,4,120,2020-04-30,2020-04-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d4a942a67df52378bf1745748c26ef69d4a942a67df52378bf1745748c26ef6
121,SFP000121,471,344,24,1,121,2020-05-01,2020-05-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b0c3eb5037505fc9b89ab3f7e01f6fb3b0c3eb5037505fc9b89ab3f7e01f6fb3
122,SFP000122,223,215,86,7,122,2020-05-02,2020-05-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a31349cfc772572d9fa5130210394485a31349cfc772572d9fa5130210394485
123,SFP000123,480,259,379,4,123,2020-05-03,2020-05-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,200f5cac02f756389d677cdce3ba5abb200f5cac02f756389d677cdce3ba5abb
124,SFP000124,133,1,482,4,124,2020-05-04,2020-05-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d95fa565228a5f09a2a809b4569649b6d95fa565228a5f09a2a809b4569649b6
125,SFP000125,160,7,57,7,125,2020-05-05,2020-05-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e7b9c5d29f715891a4e841e4c7299dfee7b9c5d29f715891a4e841e4c7299dfe
126,SFP000126,57,288,230,9,126,2020-05-06,2020-05-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9a7cc0f7184e5872adffdbb2b70f46f79a7cc0f7184e5872adffdbb2b70f46f7
127,SFP000127,326,323,451,5,127,2020-05-07,2020-05-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,96a9896164f6515ea76edc3be166e3c896a9896164f6515ea76edc3be166e3c8
128,SFP000128,8,204,410,10,128,2020-05-08,2020-05-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,44641c00e52b5586ad050d100221c59644641c00e52b5586ad050d100221c596
129,SFP000129,230,344,371,9,129,2020-05-09,2020-05-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c6b0cd82fedd5ea49512567f241c0131c6b0cd82fedd5ea49512567f241c0131
130,SFP000130,227,225,214,3,130,2020-05-10,2020-05-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,480137209c9a50cda071e2eb8749ea97480137209c9a50cda071e2eb8749ea97
131,SFP000131,213,293,269,8,131,2020-05-11,2020-05-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,347a391388e65dd2960b4f7eaa56b25f347a391388e65dd2960b4f7eaa56b25f
132,SFP000132,105,83,288,9,132,2020-05-12,2020-05-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,521144b9863d5359acfbee3f07a56a50521144b9863d5359acfbee3f07a56a50
133,SFP000133,259,133,180,5,133,2020-05-13,2020-05-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,660d6954d90c5109a790cd5982b51d1e660d6954d90c5109a790cd5982b51d1e
134,SFP000134,262,289,258,7,134,2020-05-14,2020-05-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2fcd017e56465db1953f12942f6b75d92fcd017e56465db1953f12942f6b75d9
135,SFP000135,392,231,234,9,135,2020-05-15,2020-05-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5ff4958fa695e14aff245c052072961f5ff4958fa695e14aff245c052072961
136,SFP000136,22,227,390,4,136,2020-05-16,2020-05-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,336a908a688f583ba490305e69ffb023336a908a688f583ba490305e69ffb023
137,SFP000137,456,256,305,7,137,2020-05-17,2020-05-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ee043d44df135ebeb646dbb4ab16589aee043d44df135ebeb646dbb4ab16589a
138,SFP000138,201,137,336,9,138,2020-05-18,2020-05-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,c85a2701256d551295cddb4d1ce772b7c85a2701256d551295cddb4d1ce772b7
139,SFP000139,325,18,429,1,139,2020-05-19,2020-05-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c7598192c035840a9780620b664f8451c7598192c035840a9780620b664f845
140,SFP000140,190,198,144,9,140,2020-05-20,2020-05-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,10b02115cc755913af28222413e8129e10b02115cc755913af28222413e8129e
141,SFP000141,266,51,82,6,141,2020-05-21,2020-05-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,88015e18173455699f640bef32cd5f8f88015e18173455699f640bef32cd5f8f
142,SFP000142,475,230,344,7,142,2020-05-22,2020-05-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,af8f4eede62758d1abc069d5490d7849af8f4eede62758d1abc069d5490d7849
143,SFP000143,125,194,487,4,143,2020-05-23,2020-05-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8b1dcacedebe58b9a8c35ab4d420fea18b1dcacedebe58b9a8c35ab4d420fea1
144,SFP000144,375,243,195,7,144,2020-05-24,2020-05-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6bf11e37b43c51ec8227449f0970d6b06bf11e37b43c51ec8227449f0970d6b0
145,SFP000145,122,197,349,9,145,2020-05-25,2020-05-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f109f439c9355858dcd615b270369ff6f109f439c9355858dcd615b270369ff
146,SFP000146,392,332,220,4,146,2020-05-26,2020-05-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,73d34724d5ff5e26bc03725b75cd367973d34724d5ff5e26bc03725b75cd3679
147,SFP000147,190,171,473,7,147,2020-05-27,2020-05-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eedb04f1c1155795a6393e46c2f69d05eedb04f1c1155795a6393e46c2f69d05
148,SFP000148,212,239,65,8,148,2020-05-28,2020-05-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,22ec82544a1c5b6196c36b92c527b9b722ec82544a1c5b6196c36b92c527b9b7
149,SFP000149,326,158,318,1,149,2020-05-29,2020-05-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3479cd2eb5dd50799f7f45056bb698a13479cd2eb5dd50799f7f45056bb698a1
150,SFP000150,495,265,171,4,150,2020-05-30,2020-05-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7db0d978159d5a6588a51eb8231133017db0d978159d5a6588a51eb823113301
151,SFP000151,175,347,387,7,151,2020-05-31,2020-05-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,67c51ac60636524d8759a06859bfafe067c51ac60636524d8759a06859bfafe0
152,SFP000152,131,254,326,4,152,2020-06-01,2020-06-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,71b1e0ddc855556fbe9dc68d72736b3e71b1e0ddc855556fbe9dc68d72736b3e
153,SFP000153,236,191,333,3,153,2020-06-02,2020-06-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5848f6dda92e58d683616faea244acc85848f6dda92e58d683616faea244acc8
154,SFP000154,408,287,220,5,154,2020-06-03,2020-06-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6abf34abd0453c5bd47a3988447fae4e6abf34abd0453c5bd47a3988447fae4
155,SFP000155,99,113,347,4,155,2020-06-04,2020-06-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,bd5f1756905c5b90a7fca55badd48ddcbd5f1756905c5b90a7fca55badd48ddc
156,SFP000156,238,256,38,2,156,2020-06-05,2020-06-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5341215210dc552abb8351f0458a4f0c5341215210dc552abb8351f0458a4f0c
157,SFP000157,463,293,12,8,157,2020-06-06,2020-06-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5eb9788d0d3f59c98a6a1e6c969d5b0b5eb9788d0d3f59c98a6a1e6c969d5b0b
158,SFP000158,303,210,466,6,158,2020-06-07,2020-06-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0306a55197b15081866ce53152d198470306a55197b15081866ce53152d19847
159,SFP000159,326,274,122,7,159,2020-06-08,2020-06-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,fcca4479702b5ec8a81bc833bdb772cbfcca4479702b5ec8a81bc833bdb772cb
160,SFP000160,82,74,147,4,160,2020-06-09,2020-06-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,3a83234c691b5f889c330f910d6fb2863a83234c691b5f889c330f910d6fb286
161,SFP000161,249,201,288,3,161,2020-06-10,2020-06-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,75cd9ccee03b545b95aaed8ccbe04b3875cd9ccee03b545b95aaed8ccbe04b38
162,SFP000162,409,267,427,3,162,2020-06-11,2020-06-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,520f5b34485553d79b8a2ac417e1fe7c520f5b34485553d79b8a2ac417e1fe7c
163,SFP000163,344,299,258,8,163,2020-06-12,2020-06-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,76ef07ec7d6e5b44b01a094385a8321776ef07ec7d6e5b44b01a094385a83217
164,SFP000164,108,192,335,1,164,2020-06-13,2020-06-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,77c4baa8234e5e65aa16506c9e06fe5077c4baa8234e5e65aa16506c9e06fe50
165,SFP000165,326,169,282,9,165,2020-06-14,2020-06-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dc00199824b25cdb9547cd4d43756fe3dc00199824b25cdb9547cd4d43756fe3
166,SFP000166,500,138,350,7,166,2020-06-15,2020-06-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,abec15beb8fc5b509023df18230b9bb4abec15beb8fc5b509023df18230b9bb4
167,SFP000167,127,274,70,3,167,2020-06-16,2020-06-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,38c7ed6993425d719d3208b3d9bc88c438c7ed6993425d719d3208b3d9bc88c4
168,SFP000168,491,103,261,3,168,2020-06-17,2020-06-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c8f22f8bde959568b693b487f7cf9048c8f22f8bde959568b693b487f7cf904
169,SFP000169,388,44,212,3,169,2020-06-18,2020-06-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2ee596c2a705ec9bf24d0d8f330fa06b2ee596c2a705ec9bf24d0d8f330fa06
170,SFP000170,469,202,211,3,170,2020-06-19,2020-06-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae6a9a10428e58298e489386117e67e7ae6a9a10428e58298e489386117e67e7
171,SFP000171,206,300,297,4,171,2020-06-20,2020-06-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d834c8f4ceb15942bad2f58a524c9d6ed834c8f4ceb15942bad2f58a524c9d6e
172,SFP000172,378,205,196,9,172,2020-06-21,2020-06-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ba7c9b6228e75db58a64970023069f5aba7c9b6228e75db58a64970023069f5a
173,SFP000173,275,2,353,10,173,2020-06-22,2020-06-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0e9a8d08de4b550d9d10892480343c290e9a8d08de4b550d9d10892480343c29
174,SFP000174,315,60,478,7,174,2020-06-23,2020-06-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1050fbbd759d529e99f002a20c081cd71050fbbd759d529e99f002a20c081cd7
175,SFP000175,165,133,290,9,175,2020-06-24,2020-06-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,de8756fbd00251b290d13bff09c53198de8756fbd00251b290d13bff09c53198
176,SFP000176,230,108,91,10,176,2020-06-25,2020-06-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4d4694adad745fb1bcf4cc693413ddc14d4694adad745fb1bcf4cc693413ddc1
177,SFP000177,468,36,380,5,177,2020-06-26,2020-06-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2e4796a9bece5b1fbfda1d8ca4432dc82e4796a9bece5b1fbfda1d8ca4432dc8
178,SFP000178,174,52,5,2,178,2020-06-27,2020-06-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f5a185cc3437543998480bd8f3c9244af5a185cc3437543998480bd8f3c9244a
179,SFP000179,323,163,151,8,179,2020-06-28,2020-06-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,7649f18b98495024afcb5d47855642ed7649f18b98495024afcb5d47855642ed
180,SFP000180,478,238,420,8,180,2020-06-29,2020-06-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,17b1103977a25fb289ac0c837d26039217b1103977a25fb289ac0c837d260392
181,SFP000181,374,108,437,1,181,2020-06-30,2020-06-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,f4d7231131d15b7e853834497b829e09f4d7231131d15b7e853834497b829e09
182,SFP000182,489,79,250,5,182,2020-07-01,2020-07-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d3ea5b5dcbf597fb1e9563864d7b0f38d3ea5b5dcbf597fb1e9563864d7b0f3
183,SFP000183,326,251,276,5,183,2020-07-02,2020-07-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,613384849af0568998e17e52a9e222ca613384849af0568998e17e52a9e222ca
184,SFP000184,187,306,496,2,184,2020-07-03,2020-07-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6f5387c13c6853be9ba689df81fa9b1c6f5387c13c6853be9ba689df81fa9b1c
185,SFP000185,449,255,448,8,185,2020-07-04,2020-07-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,40cee5de1f05586c9207591c6056c77340cee5de1f05586c9207591c6056c773
186,SFP000186,105,143,182,1,186,2020-07-05,2020-07-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8d2220a5f32c51bb9610d2e7371b5f5f8d2220a5f32c51bb9610d2e7371b5f5f
187,SFP000187,390,323,341,6,187,2020-07-06,2020-07-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1c2a0b698cc95ed1a51d80125733e5141c2a0b698cc95ed1a51d80125733e514
188,SFP000188,319,98,65,8,188,2020-07-07,2020-07-07,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,5571ffa1a4245880baa9622a6717ae155571ffa1a4245880baa9622a6717ae15
189,SFP000189,349,144,306,7,189,2020-07-08,2020-07-08,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8cf1fe5cb7e655089de57e0c027788228cf1fe5cb7e655089de57e0c02778822
190,SFP000190,408,262,2,7,190,2020-07-09,2020-07-09,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9d30e77f323353ebbb29fa7f41e9b7649d30e77f323353ebbb29fa7f41e9b764
191,SFP000191,322,39,288,8,191,2020-07-10,2020-07-10,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ca5ba8fc3105dbbb222f1acb1158a810ca5ba8fc3105dbbb222f1acb1158a81
192,SFP000192,388,40,440,10,192,2020-07-11,2020-07-11,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b54d3c0e2a1f5ba597ed10ea2b867e5cb54d3c0e2a1f5ba597ed10ea2b867e5c
193,SFP000193,454,278,140,8,193,2020-07-12,2020-07-12,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,60cea0d826a052609aeae53fc4bc12af60cea0d826a052609aeae53fc4bc12af
194,SFP000194,172,166,357,9,194,2020-07-13,2020-07-13,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,6063ea8e670755e5836e4733d6a6f90e6063ea8e670755e5836e4733d6a6f90e
195,SFP000195,309,75,374,6,195,2020-07-14,2020-07-14,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,02d60fb397df508fb0366d84cdd5bdc602d60fb397df508fb0366d84cdd5bdc6
196,SFP000196,50,28,6,9,196,2020-07-15,2020-07-15,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eaa0217e82ce56e591f2666df54c49eeeaa0217e82ce56e591f2666df54c49ee
197,SFP000197,143,348,327,8,197,2020-07-16,2020-07-16,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,2c133a6a996858aebe28f18a213882da2c133a6a996858aebe28f18a213882da
198,SFP000198,57,346,330,10,198,2020-07-17,2020-07-17,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ad84b339fdac5151a011688d6bb08a56ad84b339fdac5151a011688d6bb08a56
199,SFP000199,163,50,256,9,199,2020-07-18,2020-07-18,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a42d489e4d0f52ca85365a72884dffc0a42d489e4d0f52ca85365a72884dffc0
200,SFP000200,309,48,325,10,200,2020-07-19,2020-07-19,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c0220b44a235235aabd2efd1c4395178c0220b44a235235aabd2efd1c439517
201,SFP000201,200,68,80,10,201,2020-07-20,2020-07-20,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,05cae84e3ae95d519b85813d8f9782f005cae84e3ae95d519b85813d8f9782f0
202,SFP000202,256,188,264,7,202,2020-07-21,2020-07-21,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,ae2b67bac44b559f88808a9ca4852390ae2b67bac44b559f88808a9ca4852390
203,SFP000203,438,258,208,6,203,2020-07-22,2020-07-22,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1306412bb2215bf580c9a84190fa9ce31306412bb2215bf580c9a84190fa9ce3
204,SFP000204,307,96,449,3,204,2020-07-23,2020-07-23,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,d3f1a54629dc530eaa68c9da5a38a1acd3f1a54629dc530eaa68c9da5a38a1ac
205,SFP000205,26,51,369,10,205,2020-07-24,2020-07-24,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0ec779add7615e8fb630d09c4326239f0ec779add7615e8fb630d09c4326239f
206,SFP000206,91,192,224,7,206,2020-07-25,2020-07-25,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,0c98d059ccc15e7aa3cd28bb9f98f43c0c98d059ccc15e7aa3cd28bb9f98f43c
207,SFP000207,16,184,369,7,207,2020-07-26,2020-07-26,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,21cd836917785e259613dee92aaad77721cd836917785e259613dee92aaad777
208,SFP000208,313,257,251,3,208,2020-07-27,2020-07-27,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,a0439305ffbe51c796d24b135f4c2095a0439305ffbe51c796d24b135f4c2095
209,SFP000209,195,166,332,2,209,2020-07-28,2020-07-28,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,dfce5d3bc9e25b569d3201f148c1e332dfce5d3bc9e25b569d3201f148c1e332
210,SFP000210,246,199,194,1,210,2020-07-29,2020-07-29,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,227312604f415ef7bf7a0a20e3a383c2227312604f415ef7bf7a0a20e3a383c2
211,SFP000211,474,41,396,4,211,2020-07-30,2020-07-30,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,b2d71d78e8d05cd0b381e5bf02980b16b2d71d78e8d05cd0b381e5bf02980b16
212,SFP000212,129,20,469,5,212,2020-07-31,2020-07-31,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,eb37190d439b518887f53c9febb2e6cfeb37190d439b518887f53c9febb2e6cf
213,SFP000213,335,75,129,10,213,2020-08-01,2020-08-01,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,1de6353e3419563abcbfaf7d1075518b1de6353e3419563abcbfaf7d1075518b
214,SFP000214,112,252,229,2,214,2020-08-02,2020-08-02,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,9de323ec0c29525a8fc9c88f942076b29de323ec0c29525a8fc9c88f942076b2
215,SFP000215,292,202,179,1,215,2020-08-03,2020-08-03,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e5813f55d54355ef8bb27ff808bd2ee7e5813f55d54355ef8bb27ff808bd2ee7
216,SFP000216,172,144,457,10,216,2020-08-04,2020-08-04,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,4b7b78ceff045ed88b2d76d296660e054b7b78ceff045ed88b2d76d296660e05
217,SFP000217,296,57,197,10,217,2020-08-05,2020-08-05,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,e6a7285d9c6b56ee897eeaf9abdbafe1e6a7285d9c6b56ee897eeaf9abdbafe1
218,SFP000218,427,250,262,5,218,2020-08-06,2020-08-06,1,1,2026-08-24T00:00:00.000,2018-01-01T00:00:00.000,9999-12-31T00:00:00.000,1,8c144deeb1ba5d239590ddb6307e76b08c144deeb1ba5d239590ddb6307e76b0
