LogisticsTransportLaneKey,LogisticsTransportLaneCode,LogisticsTradeCorridorKey,LogisticsTransportLaneName,SourceSystemKey,BatchId,LoadedAtUtc
302,LTL000302,88,Unity LogisticsTransportLane 302,1,1,2026-08-24T00:00:00.000
303,LTL000303,242,Harbor LogisticsTransportLane 303,1,1,2026-08-24T00:00:00.000
304,LTL000304,97,Granite LogisticsTransportLane 304,1,1,2026-08-24T00:00:00.000
305,LTL000305,77,Delta LogisticsTransportLane 305,1,1,2026-08-24T00:00:00.000
306,LTL000306,11,Pioneer LogisticsTransportLane 306,1,1,2026-08-24T00:00:00.000
307,LTL000307,47,Pioneer LogisticsTransportLane 307,1,1,2026-08-24T00:00:00.000
308,LTL000308,13,Unity LogisticsTransportLane 308,1,1,2026-08-24T00:00:00.000
309,LTL000309,61,Riverton LogisticsTransportLane 309,1,1,2026-08-24T00:00:00.000
310,LTL000310,127,Ion LogisticsTransportLane 310,1,1,2026-08-24T00:00:00.000
311,LTL000311,299,Vertex LogisticsTransportLane 311,1,1,2026-08-24T00:00:00.000
312,LTL000312,15,Riverton LogisticsTransportLane 312,1,1,2026-08-24T00:00:00.000
313,LTL000313,149,Vertex LogisticsTransportLane 313,1,1,2026-08-24T00:00:00.000
314,LTL000314,251,Cedar LogisticsTransportLane 314,1,1,2026-08-24T00:00:00.000
315,LTL000315,300,Liberty LogisticsTransportLane 315,1,1,2026-08-24T00:00:00.000
316,LTL000316,187,Zenith LogisticsTransportLane 316,1,1,2026-08-24T00:00:00.000
317,LTL000317,242,Zenith LogisticsTransportLane 317,1,1,2026-08-24T00:00:00.000
318,LTL000318,24,Orion LogisticsTransportLane 318,1,1,2026-08-24T00:00:00.000
319,LTL000319,142,Northstar LogisticsTransportLane 319,1,1,2026-08-24T00:00:00.000
320,LTL000320,141,Beacon LogisticsTransportLane 320,1,1,2026-08-24T00:00:00.000
321,LTL000321,293,Zenith LogisticsTransportLane 321,1,1,2026-08-24T00:00:00.000
322,LTL000322,288,Riverton LogisticsTransportLane 322,1,1,2026-08-24T00:00:00.000
323,LTL000323,242,Vertex LogisticsTransportLane 323,1,1,2026-08-24T00:00:00.000
324,LTL000324,154,Titan LogisticsTransportLane 324,1,1,2026-08-24T00:00:00.000
325,LTL000325,38,Evergreen LogisticsTransportLane 325,1,1,2026-08-24T00:00:00.000
326,LTL000326,58,Orion LogisticsTransportLane 326,1,1,2026-08-24T00:00:00.000
327,LTL000327,118,Willow LogisticsTransportLane 327,1,1,2026-08-24T00:00:00.000
328,LTL000328,157,Delta LogisticsTransportLane 328,1,1,2026-08-24T00:00:00.000
329,LTL000329,71,Riverton LogisticsTransportLane 329,1,1,2026-08-24T00:00:00.000
330,LTL000330,238,Northstar LogisticsTransportLane 330,1,1,2026-08-24T00:00:00.000
331,LTL000331,29,Junction LogisticsTransportLane 331,1,1,2026-08-24T00:00:00.000
332,LTL000332,165,Unity LogisticsTransportLane 332,1,1,2026-08-24T00:00:00.000
333,LTL000333,148,Riverton LogisticsTransportLane 333,1,1,2026-08-24T00:00:00.000
334,LTL000334,138,Granite LogisticsTransportLane 334,1,1,2026-08-24T00:00:00.000
335,LTL000335,92,Meridian LogisticsTransportLane 335,1,1,2026-08-24T00:00:00.000
336,LTL000336,203,Vertex LogisticsTransportLane 336,1,1,2026-08-24T00:00:00.000
337,LTL000337,164,Unity LogisticsTransportLane 337,1,1,2026-08-24T00:00:00.000
338,LTL000338,218,Keystone LogisticsTransportLane 338,1,1,2026-08-24T00:00:00.000
339,LTL000339,151,Keystone LogisticsTransportLane 339,1,1,2026-08-24T00:00:00.000
340,LTL000340,243,Zenith LogisticsTransportLane 340,1,1,2026-08-24T00:00:00.000
341,LTL000341,15,Granite LogisticsTransportLane 341,1,1,2026-08-24T00:00:00.000
342,LTL000342,45,Forge LogisticsTransportLane 342,1,1,2026-08-24T00:00:00.000
343,LTL000343,198,Beacon LogisticsTransportLane 343,1,1,2026-08-24T00:00:00.000
344,LTL000344,238,Harbor LogisticsTransportLane 344,1,1,2026-08-24T00:00:00.000
345,LTL000345,69,Riverton LogisticsTransportLane 345,1,1,2026-08-24T00:00:00.000
346,LTL000346,46,Harbor LogisticsTransportLane 346,1,1,2026-08-24T00:00:00.000
347,LTL000347,300,Granite LogisticsTransportLane 347,1,1,2026-08-24T00:00:00.000
348,LTL000348,43,Summit LogisticsTransportLane 348,1,1,2026-08-24T00:00:00.000
349,LTL000349,50,Vertex LogisticsTransportLane 349,1,1,2026-08-24T00:00:00.000
350,LTL000350,260,Zenith LogisticsTransportLane 350,1,1,2026-08-24T00:00:00.000
351,LTL000351,270,Quartz LogisticsTransportLane 351,1,1,2026-08-24T00:00:00.000
352,LTL000352,84,Junction LogisticsTransportLane 352,1,1,2026-08-24T00:00:00.000
353,LTL000353,141,Meridian LogisticsTransportLane 353,1,1,2026-08-24T00:00:00.000
354,LTL000354,181,Ion LogisticsTransportLane 354,1,1,2026-08-24T00:00:00.000
355,LTL000355,231,Zenith LogisticsTransportLane 355,1,1,2026-08-24T00:00:00.000
356,LTL000356,128,Liberty LogisticsTransportLane 356,1,1,2026-08-24T00:00:00.000
357,LTL000357,20,Orion LogisticsTransportLane 357,1,1,2026-08-24T00:00:00.000
358,LTL000358,282,Liberty LogisticsTransportLane 358,1,1,2026-08-24T00:00:00.000
359,LTL000359,286,Harbor LogisticsTransportLane 359,1,1,2026-08-24T00:00:00.000
360,LTL000360,189,Riverton LogisticsTransportLane 360,1,1,2026-08-24T00:00:00.000
361,LTL000361,212,Northstar LogisticsTransportLane 361,1,1,2026-08-24T00:00:00.000
362,LTL000362,15,Atlas LogisticsTransportLane 362,1,1,2026-08-24T00:00:00.000
363,LTL000363,30,Forge LogisticsTransportLane 363,1,1,2026-08-24T00:00:00.000
364,LTL000364,122,Delta LogisticsTransportLane 364,1,1,2026-08-24T00:00:00.000
365,LTL000365,110,Riverton LogisticsTransportLane 365,1,1,2026-08-24T00:00:00.000
366,LTL000366,87,Meridian LogisticsTransportLane 366,1,1,2026-08-24T00:00:00.000
367,LTL000367,84,Liberty LogisticsTransportLane 367,1,1,2026-08-24T00:00:00.000
368,LTL000368,226,Granite LogisticsTransportLane 368,1,1,2026-08-24T00:00:00.000
369,LTL000369,120,Beacon LogisticsTransportLane 369,1,1,2026-08-24T00:00:00.000
370,LTL000370,289,Ion LogisticsTransportLane 370,1,1,2026-08-24T00:00:00.000
371,LTL000371,280,Keystone LogisticsTransportLane 371,1,1,2026-08-24T00:00:00.000
372,LTL000372,21,Vertex LogisticsTransportLane 372,1,1,2026-08-24T00:00:00.000
373,LTL000373,249,Junction LogisticsTransportLane 373,1,1,2026-08-24T00:00:00.000
374,LTL000374,52,Titan LogisticsTransportLane 374,1,1,2026-08-24T00:00:00.000
375,LTL000375,110,Forge LogisticsTransportLane 375,1,1,2026-08-24T00:00:00.000
376,LTL000376,135,Beacon LogisticsTransportLane 376,1,1,2026-08-24T00:00:00.000
377,LTL000377,2,Delta LogisticsTransportLane 377,1,1,2026-08-24T00:00:00.000
378,LTL000378,171,Granite LogisticsTransportLane 378,1,1,2026-08-24T00:00:00.000
379,LTL000379,288,Harbor LogisticsTransportLane 379,1,1,2026-08-24T00:00:00.000
380,LTL000380,290,Liberty LogisticsTransportLane 380,1,1,2026-08-24T00:00:00.000
381,LTL000381,69,Titan LogisticsTransportLane 381,1,1,2026-08-24T00:00:00.000
382,LTL000382,104,Evergreen LogisticsTransportLane 382,1,1,2026-08-24T00:00:00.000
383,LTL000383,48,Delta LogisticsTransportLane 383,1,1,2026-08-24T00:00:00.000
384,LTL000384,39,Vertex LogisticsTransportLane 384,1,1,2026-08-24T00:00:00.000
385,LTL000385,104,Keystone LogisticsTransportLane 385,1,1,2026-08-24T00:00:00.000
386,LTL000386,236,Northstar LogisticsTransportLane 386,1,1,2026-08-24T00:00:00.000
387,LTL000387,174,Harbor LogisticsTransportLane 387,1,1,2026-08-24T00:00:00.000
388,LTL000388,251,Orion LogisticsTransportLane 388,1,1,2026-08-24T00:00:00.000
389,LTL000389,40,Unity LogisticsTransportLane 389,1,1,2026-08-24T00:00:00.000
390,LTL000390,268,Forge LogisticsTransportLane 390,1,1,2026-08-24T00:00:00.000
391,LTL000391,218,Northstar LogisticsTransportLane 391,1,1,2026-08-24T00:00:00.000
392,LTL000392,208,Zenith LogisticsTransportLane 392,1,1,2026-08-24T00:00:00.000
393,LTL000393,250,Delta LogisticsTransportLane 393,1,1,2026-08-24T00:00:00.000
394,LTL000394,122,Beacon LogisticsTransportLane 394,1,1,2026-08-24T00:00:00.000
395,LTL000395,300,Unity LogisticsTransportLane 395,1,1,2026-08-24T00:00:00.000
396,LTL000396,256,Cedar LogisticsTransportLane 396,1,1,2026-08-24T00:00:00.000
397,LTL000397,22,Quartz LogisticsTransportLane 397,1,1,2026-08-24T00:00:00.000
398,LTL000398,294,Junction LogisticsTransportLane 398,1,1,2026-08-24T00:00:00.000
399,LTL000399,187,Cedar LogisticsTransportLane 399,1,1,2026-08-24T00:00:00.000
400,LTL000400,280,Liberty LogisticsTransportLane 400,1,1,2026-08-24T00:00:00.000
401,LTL000401,92,Zenith LogisticsTransportLane 401,1,1,2026-08-24T00:00:00.000
402,LTL000402,86,Beacon LogisticsTransportLane 402,1,1,2026-08-24T00:00:00.000
403,LTL000403,32,Forge LogisticsTransportLane 403,1,1,2026-08-24T00:00:00.000
404,LTL000404,152,Ion LogisticsTransportLane 404,1,1,2026-08-24T00:00:00.000
405,LTL000405,292,Delta LogisticsTransportLane 405,1,1,2026-08-24T00:00:00.000
406,LTL000406,88,Quartz LogisticsTransportLane 406,1,1,2026-08-24T00:00:00.000
407,LTL000407,251,Vertex LogisticsTransportLane 407,1,1,2026-08-24T00:00:00.000
408,LTL000408,228,Junction LogisticsTransportLane 408,1,1,2026-08-24T00:00:00.000
409,LTL000409,246,Quartz LogisticsTransportLane 409,1,1,2026-08-24T00:00:00.000
410,LTL000410,67,Ion LogisticsTransportLane 410,1,1,2026-08-24T00:00:00.000
411,LTL000411,94,Beacon LogisticsTransportLane 411,1,1,2026-08-24T00:00:00.000
412,LTL000412,76,Meridian LogisticsTransportLane 412,1,1,2026-08-24T00:00:00.000
413,LTL000413,235,Cedar LogisticsTransportLane 413,1,1,2026-08-24T00:00:00.000
414,LTL000414,205,Northstar LogisticsTransportLane 414,1,1,2026-08-24T00:00:00.000
415,LTL000415,224,Quartz LogisticsTransportLane 415,1,1,2026-08-24T00:00:00.000
416,LTL000416,224,Unity LogisticsTransportLane 416,1,1,2026-08-24T00:00:00.000
417,LTL000417,167,Delta LogisticsTransportLane 417,1,1,2026-08-24T00:00:00.000
418,LTL000418,134,Summit LogisticsTransportLane 418,1,1,2026-08-24T00:00:00.000
419,LTL000419,168,Northstar LogisticsTransportLane 419,1,1,2026-08-24T00:00:00.000
420,LTL000420,152,Evergreen LogisticsTransportLane 420,1,1,2026-08-24T00:00:00.000
421,LTL000421,171,Meridian LogisticsTransportLane 421,1,1,2026-08-24T00:00:00.000
422,LTL000422,291,Riverton LogisticsTransportLane 422,1,1,2026-08-24T00:00:00.000
423,LTL000423,158,Unity LogisticsTransportLane 423,1,1,2026-08-24T00:00:00.000
424,LTL000424,219,Meridian LogisticsTransportLane 424,1,1,2026-08-24T00:00:00.000
425,LTL000425,186,Harbor LogisticsTransportLane 425,1,1,2026-08-24T00:00:00.000
426,LTL000426,286,Pioneer LogisticsTransportLane 426,1,1,2026-08-24T00:00:00.000
427,LTL000427,262,Unity LogisticsTransportLane 427,1,1,2026-08-24T00:00:00.000
428,LTL000428,191,Liberty LogisticsTransportLane 428,1,1,2026-08-24T00:00:00.000
429,LTL000429,123,Junction LogisticsTransportLane 429,1,1,2026-08-24T00:00:00.000
430,LTL000430,53,Orion LogisticsTransportLane 430,1,1,2026-08-24T00:00:00.000
431,LTL000431,106,Titan LogisticsTransportLane 431,1,1,2026-08-24T00:00:00.000
432,LTL000432,172,Vertex LogisticsTransportLane 432,1,1,2026-08-24T00:00:00.000
433,LTL000433,38,Junction LogisticsTransportLane 433,1,1,2026-08-24T00:00:00.000
434,LTL000434,147,Cedar LogisticsTransportLane 434,1,1,2026-08-24T00:00:00.000
435,LTL000435,37,Keystone LogisticsTransportLane 435,1,1,2026-08-24T00:00:00.000
436,LTL000436,90,Junction LogisticsTransportLane 436,1,1,2026-08-24T00:00:00.000
437,LTL000437,137,Titan LogisticsTransportLane 437,1,1,2026-08-24T00:00:00.000
438,LTL000438,60,Unity LogisticsTransportLane 438,1,1,2026-08-24T00:00:00.000
439,LTL000439,287,Zenith LogisticsTransportLane 439,1,1,2026-08-24T00:00:00.000
440,LTL000440,237,Atlas LogisticsTransportLane 440,1,1,2026-08-24T00:00:00.000
441,LTL000441,135,Riverton LogisticsTransportLane 441,1,1,2026-08-24T00:00:00.000
442,LTL000442,159,Delta LogisticsTransportLane 442,1,1,2026-08-24T00:00:00.000
443,LTL000443,182,Ion LogisticsTransportLane 443,1,1,2026-08-24T00:00:00.000
444,LTL000444,40,Cedar LogisticsTransportLane 444,1,1,2026-08-24T00:00:00.000
445,LTL000445,135,Titan LogisticsTransportLane 445,1,1,2026-08-24T00:00:00.000
446,LTL000446,264,Northstar LogisticsTransportLane 446,1,1,2026-08-24T00:00:00.000
447,LTL000447,261,Keystone LogisticsTransportLane 447,1,1,2026-08-24T00:00:00.000
448,LTL000448,226,Ion LogisticsTransportLane 448,1,1,2026-08-24T00:00:00.000
449,LTL000449,55,Titan LogisticsTransportLane 449,1,1,2026-08-24T00:00:00.000
450,LTL000450,150,Beacon LogisticsTransportLane 450,1,1,2026-08-24T00:00:00.000
451,LTL000451,1,Delta LogisticsTransportLane 451,1,1,2026-08-24T00:00:00.000
452,LTL000452,215,Meridian LogisticsTransportLane 452,1,1,2026-08-24T00:00:00.000
453,LTL000453,73,Meridian LogisticsTransportLane 453,1,1,2026-08-24T00:00:00.000
454,LTL000454,123,Meridian LogisticsTransportLane 454,1,1,2026-08-24T00:00:00.000
455,LTL000455,62,Harbor LogisticsTransportLane 455,1,1,2026-08-24T00:00:00.000
456,LTL000456,60,Beacon LogisticsTransportLane 456,1,1,2026-08-24T00:00:00.000
457,LTL000457,109,Ion LogisticsTransportLane 457,1,1,2026-08-24T00:00:00.000
458,LTL000458,247,Vertex LogisticsTransportLane 458,1,1,2026-08-24T00:00:00.000
459,LTL000459,294,Orion LogisticsTransportLane 459,1,1,2026-08-24T00:00:00.000
460,LTL000460,234,Meridian LogisticsTransportLane 460,1,1,2026-08-24T00:00:00.000
461,LTL000461,152,Vertex LogisticsTransportLane 461,1,1,2026-08-24T00:00:00.000
462,LTL000462,65,Cedar LogisticsTransportLane 462,1,1,2026-08-24T00:00:00.000
463,LTL000463,115,Atlas LogisticsTransportLane 463,1,1,2026-08-24T00:00:00.000
464,LTL000464,289,Willow LogisticsTransportLane 464,1,1,2026-08-24T00:00:00.000
465,LTL000465,86,Evergreen LogisticsTransportLane 465,1,1,2026-08-24T00:00:00.000
466,LTL000466,226,Beacon LogisticsTransportLane 466,1,1,2026-08-24T00:00:00.000
467,LTL000467,257,Ion LogisticsTransportLane 467,1,1,2026-08-24T00:00:00.000
468,LTL000468,42,Granite LogisticsTransportLane 468,1,1,2026-08-24T00:00:00.000
469,LTL000469,93,Summit LogisticsTransportLane 469,1,1,2026-08-24T00:00:00.000
470,LTL000470,157,Riverton LogisticsTransportLane 470,1,1,2026-08-24T00:00:00.000
471,LTL000471,55,Keystone LogisticsTransportLane 471,1,1,2026-08-24T00:00:00.000
472,LTL000472,144,Cedar LogisticsTransportLane 472,1,1,2026-08-24T00:00:00.000
473,LTL000473,219,Junction LogisticsTransportLane 473,1,1,2026-08-24T00:00:00.000
474,LTL000474,210,Meridian LogisticsTransportLane 474,1,1,2026-08-24T00:00:00.000
475,LTL000475,150,Vertex LogisticsTransportLane 475,1,1,2026-08-24T00:00:00.000
476,LTL000476,269,Atlas LogisticsTransportLane 476,1,1,2026-08-24T00:00:00.000
477,LTL000477,271,Riverton LogisticsTransportLane 477,1,1,2026-08-24T00:00:00.000
478,LTL000478,203,Pioneer LogisticsTransportLane 478,1,1,2026-08-24T00:00:00.000
479,LTL000479,293,Zenith LogisticsTransportLane 479,1,1,2026-08-24T00:00:00.000
480,LTL000480,105,Junction LogisticsTransportLane 480,1,1,2026-08-24T00:00:00.000
481,LTL000481,138,Unity LogisticsTransportLane 481,1,1,2026-08-24T00:00:00.000
482,LTL000482,91,Beacon LogisticsTransportLane 482,1,1,2026-08-24T00:00:00.000
483,LTL000483,248,Quartz LogisticsTransportLane 483,1,1,2026-08-24T00:00:00.000
484,LTL000484,10,Junction LogisticsTransportLane 484,1,1,2026-08-24T00:00:00.000
485,LTL000485,178,Willow LogisticsTransportLane 485,1,1,2026-08-24T00:00:00.000
486,LTL000486,207,Summit LogisticsTransportLane 486,1,1,2026-08-24T00:00:00.000
487,LTL000487,251,Harbor LogisticsTransportLane 487,1,1,2026-08-24T00:00:00.000
488,LTL000488,79,Atlas LogisticsTransportLane 488,1,1,2026-08-24T00:00:00.000
489,LTL000489,284,Beacon LogisticsTransportLane 489,1,1,2026-08-24T00:00:00.000
490,LTL000490,30,Harbor LogisticsTransportLane 490,1,1,2026-08-24T00:00:00.000
491,LTL000491,132,Atlas LogisticsTransportLane 491,1,1,2026-08-24T00:00:00.000
492,LTL000492,135,Cedar LogisticsTransportLane 492,1,1,2026-08-24T00:00:00.000
493,LTL000493,40,Riverton LogisticsTransportLane 493,1,1,2026-08-24T00:00:00.000
494,LTL000494,59,Quartz LogisticsTransportLane 494,1,1,2026-08-24T00:00:00.000
495,LTL000495,197,Cedar LogisticsTransportLane 495,1,1,2026-08-24T00:00:00.000
496,LTL000496,44,Forge LogisticsTransportLane 496,1,1,2026-08-24T00:00:00.000
497,LTL000497,283,Beacon LogisticsTransportLane 497,1,1,2026-08-24T00:00:00.000
498,LTL000498,166,Vertex LogisticsTransportLane 498,1,1,2026-08-24T00:00:00.000
499,LTL000499,61,Keystone LogisticsTransportLane 499,1,1,2026-08-24T00:00:00.000
500,LTL000500,32,Ion LogisticsTransportLane 500,1,1,2026-08-24T00:00:00.000
